Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
130,149.876,362.709,1213.8,0.413212,15.9563,48.1464,4.3039,67.0291,3.53721,15.7389,5.78809,91.2185,0,3.39824,3.15906,48.5123,55.921,15.2351,338.323,25.9925,326.331,1.17619,10.5111,1.36828,290.078,0,15.2583,1.28132,339.022,147.161,12.035,0.0605756,0.344624,1.53027,3.09436,13.7357,5.52782,41.0065,0,1.25032,2.69915,0.14702,31.1342,
131,149.876,526.694,1346.78,0.284559,24.5664,85.9695,7.29204,38.2118,4.00227,36.3851,6.47957,117.481,0,9.15024,3.65569,86.1497,107.351,41.5971,376.848,22.0225,41.2121,2.2165,71.6344,3.44499,273.775,0,29.4888,2.25287,370.968,281.187,12.035,0.0605756,0.344624,8.36699,3.09436,13.7357,3.9032,41.0065,0,1.25032,2.69915,0.14702,31.1342,
132,149.876,300.415,682.405,0.498895,19.6873,28.5145,6.26311,37.7138,3.81813,23.1118,5.87923,74.609,0,7.53737,3.45267,28.7688,61.0592,34.8803,210.1,28.2593,19.8519,1.83727,49.6651,1.62502,173.052,0,29.1764,2.00796,215.067,147.77,12.035,0.0605756,0.344624,10.7258,3.1102,13.7357,4.33169,34.041,0,1.25032,2.71539,0.14702,31.1342,
133,149.299,377.155,1079.39,0.395855,20.9144,63.6804,6.0234,34.3879,3.70425,23.8346,5.86367,78.3642,0,6.52274,3.34636,63.9974,66.5159,38.3235,356.546,28.4687,6.46691,1.61123,46.6591,1.88289,210.194,0,24.699,1.77853,354.031,173.406,12.035,0.0605756,0.344624,0.189737,3.10889,13.7357,3.36309,40.9647,0,1.25032,2.71162,0.0803099,31.1342,
134,149.299,288.475,835.641,0.517546,18.2966,35.2218,2.59355,49.3588,3.60123,15.8128,5.80759,66.0134,0,1.91227,3.22168,35.3654,51.2698,28.9545,247.824,12.3607,149.489,1.33211,16.0483,1.6001,146.375,0,5.00548,1.44288,248.781,147.828,12.035,0.0605756,0.344624,8.66854,3.1102,13.7357,5.51298,40.8975,0,0.607012,2.71539,0.0803099,31.1342,
135,149.299,412.279,1149.9,0.362131,27.3641,54.8106,3.92572,42.4938,3.48986,27.2276,6.21905,95.1146,0,7.83244,3.11008,55.2042,85.4869,52.7799,364,20.0229,54.9546,0.685045,56.7707,2.7469,232.93,0,25.0734,0.775044,363.748,237.175,12.035,0.0605756,0.342753,6.56863,3.06677,13.7357,5.5267,40.9647,0,1.25032,2.67017,0.0803099,31.1342,
136,149.299,347.201,1028.7,0.430007,19.3527,63.0266,2.81098,33.9839,3.62563,23.0962,5.82534,61.3867,0,5.56765,3.23635,63.2616,62.0271,34.0295,329.705,14.5217,9.5252,1.40813,51.9337,2.27649,101.955,0,23.8312,1.42625,329.88,212.187,12.035,0.0605756,0.342753,5.36368,3.11518,13.7515,3.93809,40.9647,0,1.25032,2.71802,0.0803099,31.1342,
137,149.299,432.897,1205.65,0.344883,25.2069,57.2465,7.00136,34.0645,3.75689,21.2519,6.33939,103.42,0,6.49946,3.38786,57.4313,107.29,51.8678,314.015,31.6243,6.99954,1.62173,36.2906,3.68287,298.239,0,24.0537,1.74598,314.323,333.511,12.035,0.0605756,0.342753,7.13976,3.11518,13.7515,5.51894,40.9647,0,1.25032,2.71802,0.0803099,31.1342,
138,149.299,369.959,1035.78,0.403555,19.4844,50.8895,7.79999,43.3665,3.7935,22.4779,5.91287,87.2276,0,5.56145,3.45309,51.3146,68.6777,29.4325,348.121,35.1924,81.449,1.8652,41.3896,1.94101,189.607,0,20.2845,2.05033,350.637,182.906,12.035,0.0605756,0.342753,12.9437,1.88316,13.7515,3.12225,41.1675,0,1.25032,2.38704,0.0803099,31.1342,
139,149.282,343.595,937.21,0.434471,19.3086,43.7677,5.39793,35.9874,3.56662,21.5009,5.79316,93.2878,0,5.00567,3.18853,43.8936,62.8969,28.7688,247.39,31.5047,16.4596,1.01488,41.428,1.51934,254.397,0,16.3434,1.12309,247.896,160.87,12.035,0.0605756,0.342301,8.89382,3.11518,13.7515,3.46658,41.1675,0,1.25032,2.71802,0.0803099,31.1342,
140,149.282,407.565,1465.98,0.366278,17.8777,96.026,2.93119,34.1359,3.42924,22.7177,5.61728,70.0468,0,3.06933,3.0531,97.0381,51.6225,26.8405,546.467,22.63,4.14772,0.419035,51.993,0.571863,203.498,0,15.5004,0.534146,551.654,117.412,12.035,0.0605756,0.342733,4.59111,3.12868,13.7515,5.51471,41.1675,0,1.25032,2.7319,0.0803099,31.1342,
141,149.282,292.58,648.675,0.510226,19.9186,21.1823,2.50458,35.1788,3.5961,20.6825,6.00513,78.6607,0,5.3507,3.22137,21.3135,74.9656,31.685,157.216,10.9865,8.28218,1.54556,33.3042,2.77129,210.06,0,19.1452,1.6502,157.699,230.458,12.0676,0.0705792,0.342753,11.4553,1.50352,13.7515,5.04187,41.1675,0,1.25032,1.38624,0.0803099,31.2417,
142,149.282,385.559,1191.58,0.387183,19.2389,66.5326,7.21617,40.4833,3.78992,21.226,5.80338,86.6513,0,5.91302,3.43723,66.935,58.3324,31.8197,394.777,33.6175,61.2072,1.90486,44.3225,1.76694,235.759,0,31.1167,2.03854,391.725,168.322,11.9741,0.0705792,0.342753,7.98324,3.12868,13.7515,4.43118,41.1675,0,1.25032,2.7319,0.0803099,30.7012,
143,149.282,311.966,996.823,0.47852,35.885,20.3281,4.49244,34.0461,3.62812,18.752,6.14518,77.948,0,3.21971,3.25591,20.5083,83.757,191.366,201.087,23.4719,7.5662,1.47889,32.8329,3.55036,225.691,0,14.5974,1.61951,204.688,305.464,11.9741,0.0429307,0.342753,10.7285,3.12868,13.7515,5.53317,41.1675,0,1.25032,2.7319,0.0331536,31.2349,
144,149.282,457.34,1326.34,0.326413,17.4933,83.9159,12.4071,34.3743,4.00828,25.3945,6.27602,82.6772,0,5.77008,3.65787,84.0713,97.2944,33.2379,401.752,52.324,7.72637,3.00949,52.8859,3.0866,180.306,0,26.1668,3.09346,402.567,293.376,12.2703,0.0429307,0.34388,6.96737,3.12868,13.7065,5.52778,41.1675,0,1.25013,2.7319,0.0331536,31.2253,
145,149.282,379.303,1093.02,0.393569,19.7663,54.5033,7.31661,39.7837,3.73687,23.8209,5.98944,93.7019,0,5.4953,3.36329,54.9923,66.8333,28.9068,376.078,33.578,32.9063,1.86219,41.1858,1.93574,231.94,0,20.1079,1.95353,380.654,159.952,12.2703,0.0429307,0.34388,10.2111,1.69143,13.7728,5.52186,41.1675,0,1.25032,1.54207,0.0331536,31.2253,
146,149.282,319.765,784.234,0.466849,20.9409,30.3349,7.43616,35.2405,3.576,25.8858,6.00307,75.5849,0,8.30444,3.19109,30.5204,72.7468,35.4981,248.295,40.5747,11.3627,1.17306,55.9144,2.7653,183.44,0,34.5884,1.23115,248.502,237.88,12.2659,0.0429307,0.34388,5.38664,3.12868,13.7813,1.61601,40.9758,0,1.25032,2.7319,0.0331536,31.2253,
147,149.282,433.397,1232.67,0.344446,18.6026,43.1588,11.4972,75.2603,3.95014,24.2274,6.11083,116.1,0,7.41522,3.60089,43.4426,80.0312,31.1773,285.956,51.1972,404.146,2.87656,47.4386,2.89036,319.965,0,29.0095,3.01015,286.982,232.606,12.2659,0.0429307,0.34388,5.29264,3.12868,13.7382,0.0815228,40.9264,0,1.25032,2.7319,0.0331536,31.2253,
148,149.282,194.304,344.449,0.768291,14.5764,1.00149,3.0788,39.5036,3.68049,15.6188,5.72404,64.6743,0,2.14225,3.3036,1.09035,39.9097,13.7994,42.3399,23.8749,52.0057,2.53669,14.6465,1.1836,201.43,0,6.27302,2.6478,40.9933,70.9319,12.2659,0.0429307,0.34388,34.5987,3.12868,13.7688,5.52778,41.2693,0,1.25032,2.7319,0.0331536,31.2253,
149,149.282,615.962,1675.56,0.242356,26.3231,121.385,8.15828,35.3948,3.86657,31.705,6.59729,122.061,0,8.3193,3.51757,121.78,126.854,43.7732,518.518,29.6763,16.898,1.89892,64.901,3.62577,321.278,0,26.6515,2.03618,515.775,337.027,12.2659,0.0429307,0.34388,7.85098,3.12868,13.7839,5.5256,37.4939,0,1.25032,2.7319,0.0331536,31.2253,
150,149.282,411.578,1181.53,0.362707,21.7657,63.0875,3.85253,35.7231,3.50485,29.0465,5.94433,108.467,0,9.73654,3.10541,63.6919,63.6525,36.023,380.838,17.8512,7.42753,0.995112,62.5267,2.12914,298.823,0,40.2323,0.976682,383.964,152.44,12.2659,0.0429307,0.34388,16.5488,1.98623,13.7839,3.0143,41.2693,0,1.25032,1.37893,0.0331536,31.2253,
151,149.282,364.075,942.307,0.410031,24.6624,49.4491,6.15013,34.9004,3.68201,25.8504,5.99151,73.4554,0,8.084,3.29717,49.6096,78.9426,52.0024,267.125,28.7891,7.44737,1.39116,57.2524,2.49683,148.752,0,32.9175,1.4315,267.746,235.534,5.27848,0.0429307,0.34388,8.35623,3.12868,12.7183,1.39695,32.1717,0,1.25423,2.7319,0.0331536,31.2253,
152,149.282,393.382,1023.14,0.379484,20.8535,68.4802,9.37834,34.7351,3.74206,19.9336,5.9432,85.265,0,5.50277,3.37262,68.5846,67.591,33.5574,326.94,40.4186,7.23906,1.55839,34.5182,2.06963,230.478,0,22.1768,1.64346,323.906,185.089,12.2659,0.0429307,0.34388,8.69689,3.12868,13.7839,2.77605,17.6232,0,0.462599,2.7319,0.0331536,31.2253,
153,149.282,455.243,1698,0.327917,19.5705,46.5944,3.58928,162.143,3.49086,19.277,6.04719,73.3752,0,2.75786,3.10763,46.6721,68.6185,40.7405,282.58,28.6819,1250.71,0.795091,29.3306,2.4093,160.559,0,8.75967,0.884849,284.327,205.064,12.2659,0.0429307,0.343746,8.34956,3.12868,13.7646,5.53977,41.2693,0,1.25423,2.7319,0.0331536,31.2253,
154,149.282,384.381,1155.05,0.38837,17.725,59.1745,7.29288,35.0997,3.83871,24.0695,6.13647,78.9637,0,6.80695,3.4844,59.2699,82.5191,23.8086,326.288,40.0725,126.835,2.61195,47.8337,2.8426,172.157,0,25.5609,2.78156,326.471,262.159,12.2659,0.0429307,0.342384,7.84496,3.12868,13.7839,5.53977,41.2693,0,1.25423,2.7319,0.0331536,31.2156,
155,149.282,464.416,1213.98,0.32144,21.1774,67.0745,7.67581,40.0853,4.01588,20.4003,6.30913,122.597,0,4.30996,3.68572,67.1152,99.9695,36.0458,304.807,29.6617,60.8915,2.92577,34.7778,3.23489,320.303,0,18.1592,3.09899,304.772,299.254,12.2659,0.0429307,0.341965,7.98439,3.12868,11.5867,3.75344,41.2693,0,1.25423,2.7319,0.0331536,31.2253,
156,149.282,514.783,1278.69,0.28999,25.4218,60.3158,8.91634,42.05,4.09803,26.6904,6.66839,146.72,0,5.16464,3.74203,60.3889,124.607,48.427,299.761,32.6907,68.853,3.1471,50.4223,4.16623,373.915,0,15.9275,3.28271,300.721,356.358,12.2659,0.0429307,0.341965,8.66498,3.12868,13.8024,5.53977,41.2693,0,1.25423,2.7319,0.0331536,31.2253,
157,149.282,396.049,1154.35,0.376928,19.563,56.4046,5.41024,34.3718,3.69886,23.9666,6.11851,99.8062,0,6.10345,3.32791,56.7162,80.5612,32.4192,379.769,25.4595,9.13232,1.56747,55.37,3.29833,301.244,0,26.5931,1.69868,382.296,269.422,12.1902,0.0429307,0.341965,8.48476,3.12868,13.7869,3.86636,41.2693,0,1.25423,2.7319,0.0331536,31.2253,
158,149.282,291.591,932.453,0.511957,18.3809,35.3976,5.10126,34.6653,3.49072,19.6633,5.91699,62.8416,0,4.44805,3.102,35.7435,62.8397,32.5591,324.134,31.731,3.84792,0.838492,36.5414,2.4993,134.372,0,20.8905,0.875053,327.17,202.319,12.2659,0.0199266,0.341965,13.4148,3.12868,13.7784,5.19379,41.2693,0,1.25423,2.7319,0.0331536,31.2253,
159,149.197,417.547,1192.75,0.357319,18.0546,82.7348,4.92821,34.8685,3.52034,22.3538,6.0892,65.7415,0,6.79728,3.146,82.9618,86.3512,22.994,383.523,26.0502,11.8533,1.02018,42.0797,2.3376,108.2,0,28.2412,1.14232,384.434,254.98,12.2392,0.0199266,0.341965,7.38499,1.72086,13.7804,5.53977,41.2693,0,1.24524,1.07475,0.0331536,31.2848,
160,148.784,320.119,969.681,0.464777,19.0172,45.2704,5.82667,38.191,3.70267,19.7743,5.77866,75.3771,0,4.1953,3.33327,45.4473,54.2048,31.873,310.87,31.4148,38.464,1.80788,33.5233,1.76623,208.007,0,18.9475,1.92569,311.587,119.18,12.2392,0.011492,0.341965,0.227874,3.12868,13.7804,1.688,41.2693,0,1.25423,2.7319,0.0331536,31.253,
161,148.784,522.542,1548.17,0.284731,24.4483,115.666,7.56134,39.9007,3.91565,21.2589,6.02291,97.0294,0,6.69667,3.55671,116.686,79.7994,49.013,572.884,36.6406,59.7394,2.96174,33.9009,2.14231,278.475,0,27.2988,3.08493,578.687,198.683,12.2392,0.011492,0.341965,8.49979,3.15707,13.7796,5.5289,41.2693,0,1.25423,2.75978,0.0331536,31.2135,
162,148.784,492.722,1400.06,0.301963,21.1407,96.9951,7.99645,37.5664,3.96974,22.5558,6.18638,91.7081,0,7.91858,3.62359,97.6613,95.3998,33.8544,502.608,34.2552,34.2899,2.92646,38.2672,3.79669,203.795,0,26.302,3.0927,503.833,305.617,12.2392,0.011492,0.341965,4.13841,3.15707,13.7804,0.443452,41.2693,0,1.25315,2.75978,0.0331536,31.2735,
163,148.784,264.992,583.636,0.561464,20.6074,11.2623,5.66741,35.3097,3.51434,24.5706,5.89347,77.2106,0,5.02185,3.13745,11.3043,61.4928,38.0313,119.015,31.7084,8.73454,0.921458,55.7154,2.73364,219.81,0,22.8666,1.02466,118.265,212.028,12.2392,0.011492,0.341965,11.492,3.15205,13.7804,0.179848,41.2693,0,1.25423,2.75616,0.0331536,31.285,
164,148.784,256.04,543.54,0.581095,20.7132,24.3671,0.987846,42.2319,3.39603,18.9893,5.82835,57.2234,0,3.51209,2.99992,24.4004,51.3909,45.9752,162.693,5.91883,71.8297,0.519832,27.9511,1.67602,93.4901,0,13.9099,0.501033,162.714,106.56,12.2392,0.011492,0.341965,15.0314,3.15205,13.7804,4.37338,41.2693,0,1.25423,2.75616,0.0331536,31.285,
165,148.784,286.943,833.472,0.518512,14.9128,37.1253,1.39255,38.0697,3.4094,21.1174,5.85745,60.4822,0,4.2175,3.02244,37.2371,60.0996,12.491,257.564,6.31316,37.8189,0.452545,42.8647,1.61612,115.409,0,20.2128,0.486449,256.901,170.533,12.1017,0.011492,0.341965,10.0085,3.15205,13.7804,5.54414,41.2693,0,1.25423,2.75616,0.0331536,31.2495,
166,148.784,414.843,1309.92,0.358651,20.7482,72.8107,4.65246,37.2023,3.80758,20.7804,6.02398,92.8308,0,4.38029,3.45582,73.1691,74.9813,39.1496,420.56,20.2868,26.8505,2.13196,38.3487,2.17916,257.899,0,15.9618,2.30484,423.083,204.616,12.1017,0.011492,0.341965,7.775,3.15205,13.7804,5.55151,41.2693,0,1.2564,2.75616,0.0331536,31.2833,
167,148.784,288.18,1030.08,0.516288,14.2443,44.0346,2.124,34.3325,3.47394,18.9966,5.62885,68.0303,0,3.61654,3.08831,44.3078,46.3018,13.116,337.438,13.6822,4.22561,1.0967,40.3149,0.551016,203.841,0,18.1869,1.17038,339.678,111.176,12.1017,0.011492,0.341965,9.29043,3.15205,13.7804,5.55175,41.5735,0,1.2564,2.75616,0.0331536,31.2981,
168,148.784,330.223,851.466,0.450555,17.0389,24.4678,2.63145,36.6637,3.46254,20.1848,6.09016,113.535,0,5.82636,3.07301,24.5061,72.7431,21.4826,203.085,11.3754,15.8177,0.731253,39.3748,2.75163,348.285,0,25.7072,0.739459,204.762,236.084,12.1017,0.011492,0.341965,8.31131,3.15205,13.7804,5.55175,41.5735,0,1.2564,2.75616,0.0331536,31.2941,
169,148.784,350.223,1166.3,0.424826,19.8606,54.2737,3.94079,39.9718,3.50665,19.8651,5.951,77.4533,0,3.49359,3.13121,54.6034,64.1715,53.342,384.512,23.8324,47.0529,1.29269,31.0711,2.28839,184.352,0,12.2091,1.40793,386.99,185.681,12.1017,0.011492,0.341965,6.87074,3.12509,13.7804,4.43026,41.5735,0,1.2564,2.72957,0.031439,31.2941,
170,148.784,453.919,1552.69,0.327776,31.9246,88.6221,1.98787,33.8113,3.53862,20.7649,5.75108,105.863,0,3.93308,3.16028,89.1158,65.4463,132.925,468.026,8.74105,7.74002,1.47785,34.6824,1.38119,335.413,0,16.0143,1.58731,470.644,179.424,12.1017,0.011492,0.341965,7.72434,3.12509,13.7804,4.40074,41.4871,0,1.2564,2.72957,0.031439,31.2981,
171,148.784,355.446,956.91,0.418583,24.0933,61.2679,5.11347,37.6375,3.68832,24.3529,5.85306,63.1427,0,7.60905,3.29705,61.5093,57.8817,50.5468,355.588,28.2011,22.835,2.32874,50.4845,2.00555,101.61,0,32.4956,2.37699,357.399,115.01,12.1017,0.011492,0.341965,14.3628,3.12509,13.7804,0.600107,41.5735,0,1.2564,2.72957,0.031439,31.2981,
172,148.784,376.034,1098.6,0.395666,18.698,46.6083,3.46695,36.3216,3.50045,23.2364,6.21465,95.3707,0,6.59636,3.12259,46.7053,86.1926,33.8004,287.045,18.1879,19.8205,1.12021,43.2528,3.09571,258.676,0,24.471,1.25585,289.548,274.33,12.1017,0.011492,0.341965,7.24649,3.12509,13.7804,5.55175,41.5735,0,1.2564,2.72957,0.031439,31.2981,
173,148.784,346.765,945.937,0.429063,22.1533,35.55,5.30138,37.5149,3.59964,24.3624,6.29439,78.5592,0,4.72119,3.23887,35.8373,89.632,41.219,326.645,27.7329,25.1934,1.31096,48.136,3.70936,184.674,0,16.3799,1.46912,329.1,293.748,12.1017,0.011492,0.344157,11.1435,3.12509,13.7804,3.52529,41.5735,0,1.2564,2.72957,0.031439,31.2981,
174,148.697,326.421,1048.74,0.455538,14.8752,40.74,1.90203,42.9462,3.46686,14.8936,5.93901,91.0224,0,2.00748,3.09283,40.818,64.7172,15.8283,283.451,10.2665,86.9678,0.952701,10.9927,2.1211,288.387,0,4.64953,1.08485,283.466,205.02,12.1017,0.0130181,0.344157,8.11494,3.12509,13.902,5.55919,41.5735,0,1.2564,2.72957,0.031439,31.2723,
175,148.697,354.478,1092.06,0.419482,18.8584,54.4925,6.08126,35.4868,3.76465,21.9287,6.02817,75.7287,0,5.75616,3.40866,54.7868,68.1571,35.8997,364.409,27.7364,11.1514,2.33289,43.2941,2.24476,205.028,0,22.8259,2.47821,366.608,171.767,12.1122,0.0130181,0.343004,7.95089,3.12509,13.9034,5.56279,41.5735,0,1.2564,2.72957,0.031439,31.2981,
176,148.697,398.134,1214.44,0.373485,18.5729,76.8966,8.81022,45.6648,3.84386,18.8982,5.84578,69.2778,0,5.37817,3.48296,77.4503,64.0126,29.8954,445.812,42.5472,91.269,2.97405,32.6573,1.44135,130.677,0,25.3597,3.11507,445.556,150.761,12.2115,0.0130181,0.343004,4.04205,3.12509,11.6853,5.56279,41.6898,0,1.2564,2.72957,0.031439,31.2981,
177,148.642,486.67,1446.23,0.305426,22.2742,98.1097,6.5946,34.8131,4.07172,21.9849,5.89106,107.69,0,4.57972,3.71629,98.8207,78.1238,43.0582,514.593,26.3461,14.6312,3.32802,31.7049,2.60541,300.113,0,13.5848,3.44255,515.401,225.124,12.2115,0.0130181,0.343004,3.22229,3.12509,13.9034,1.75499,41.6898,0,1.2564,2.72957,0.031439,31.2981,
178,148.516,283.224,824.103,0.524377,16.0038,37.1407,1.8698,37.4394,3.41446,15.9104,5.82051,71.9934,0,2.07133,3.02694,37.2016,51.3317,25.5933,266.071,12.8274,31.5424,1.17548,18.1558,1.67838,211.074,0,5.29673,1.15283,268.569,155.418,12.2115,0.0130181,0.341952,8.51964,3.09549,13.9034,5.56279,41.6898,0,1.25815,2.69846,0.031439,31.2981,
179,148.516,422.521,1300.38,0.3515,18.9812,87.6074,3.40341,39.2614,3.46926,19.2322,5.96677,77.9714,0,2.26436,3.09582,88.0039,73.2637,29.8623,450.232,17.53,54.5301,1.00051,33.844,2.41232,166.97,0,5.74755,1.12031,443.93,225.7,12.2115,0.0130181,0.341952,5.28338,3.09549,13.9417,3.90628,41.7636,0,1.25815,2.69846,0.031439,31.2981,
180,148.516,575.163,1561.85,0.258216,27.413,113.291,11.1006,65.6515,3.80942,27.3846,6.09267,110.493,0,8.31355,3.43844,114.259,83.9162,55.8961,524.947,50.9039,179.448,2.61022,57.5725,2.12517,270.87,0,39.0133,2.73072,529.821,181.227,12.2115,0.0088502,0.341952,11.9136,3.09549,13.9417,4.53609,41.8167,0,1.25837,2.69846,0.0288896,31.2981,
181,148.516,384.411,1193.54,0.386347,18.9799,63.0366,5.6424,39.1125,3.58249,20.9291,5.97399,92.3839,0,2.82017,3.21555,63.1959,65.5387,29.7562,367.035,32.3951,50.0933,1.76467,37.4351,2.00931,247.935,0,7.625,1.94042,369.592,185.84,12.2115,0.0130181,0.342676,1.63735,3.08192,11.1466,5.56718,41.8167,0,1.25837,2.68531,0.0288896,31.3215,
182,148.516,506.83,1330.78,0.293029,22.8615,68.1702,11.5486,73.1734,4.04011,24.7609,6.37563,125.993,0,5.64784,3.70375,68.3168,92.239,38.8116,347.881,49.7445,376.564,3.5044,46.4257,3.94282,351.7,0,22.0452,3.62394,348.134,292.054,12.2115,0.0130181,0.342336,6.17826,3.09549,13.9417,2.47155,41.8167,0,1.25837,2.69846,0.0288896,31.3345,
183,148.516,385.668,1222.43,0.385088,18.3528,63.568,6.82858,39.0634,3.63589,24.5845,5.90983,89.7885,0,4.98101,3.26916,63.9023,61.7841,25.9,385.401,31.5895,45.5107,1.85027,49.9179,1.90701,248.891,0,20.9327,1.97062,387.897,164.963,12.2115,0.0130181,0.342676,7.93842,3.09549,13.9417,5.19853,41.8167,0,1.25837,2.69846,0.0288896,31.3345,
184,148.516,226.04,471.296,0.657034,16.6304,2.09913,3.82068,36.9923,3.60874,18.5757,5.91802,72.3382,0,4.00359,3.23255,2.12884,56.6922,21.9999,62.6733,27.685,21.6643,2.57328,31.9254,2.24787,211.791,0,17.3662,2.69779,54.4887,185.903,12.2115,0.0130181,0.342676,13.6052,3.09549,13.9417,5.56812,41.8186,0,1.25837,2.69846,0.0275516,31.3345,
185,148.516,384.766,1212.47,0.385991,19.8915,65.043,8.43635,54.3836,3.65158,18.0523,5.83657,80.9738,0,2.84517,3.2896,65.6576,56.7047,35.9756,454.545,49.7042,152.059,2.44313,19.6442,1.45491,181.837,0,8.48771,2.5912,454.765,112.495,12.2115,0.0130181,0.342676,12.4624,3.06767,13.9616,4.65694,41.4602,0,1.25837,2.67117,0.0275516,31.3345,
186,148.516,381.774,1251.01,0.389016,14.8151,73.0518,1.84767,34.4318,3.35489,21.3994,5.78652,82.2881,0,6.28237,2.97428,73.5939,61.9483,12.6403,422.242,10.345,17.345,0.617633,46.9561,1.55613,230.09,0,32.0885,0.727885,424.739,177.699,12.2115,0.0130181,0.342457,8.38201,3.06767,13.9616,3.5767,41.7433,0,1.25837,2.67117,0.0275516,31.3345,
187,148.516,426.25,1240.23,0.348425,22.6285,53.498,8.42572,37.4449,3.71323,26.5566,6.00624,136.698,0,7.3668,3.35975,53.7276,66.8246,42.8281,347.728,41.7145,19.5022,2.03742,52.4632,1.97751,377.265,0,25.7211,2.22239,351.154,165.965,12.2115,0.00705958,0.342457,8.60008,2.27942,13.9616,4.64115,41.7181,0,1.27476,1.65163,0.0257873,31.3394,
188,148.516,351.645,1040.55,0.422347,18.3515,55.5276,9.52653,36.063,3.84994,22.76,5.85887,74.6278,0,6.75146,3.49399,55.8364,58.9982,29.9166,374.349,43.1945,15.1087,3.13081,49.7128,1.5906,219.465,0,28.5059,3.28037,376.662,154.621,12.2115,0.00705958,0.342457,6.92386,3.09549,13.9616,5.56883,41.7181,0,1.27476,2.69846,0.0257873,31.348,
189,148.516,338.625,1065.26,0.438585,19.9837,43.358,4.4335,34.2278,3.52941,24.3388,6.15855,68.3271,0,4.16308,3.15789,43.3881,83.5594,39.4127,290.74,23.8637,5.48619,1.61481,52.0297,3.23616,148.311,0,20.3929,1.77132,290.865,289.444,12.3038,0.00705958,0.342457,6.8487,3.0708,13.9616,5.56883,41.7181,0,1.26954,2.67431,0.0257873,31.3523,
190,148.516,359.692,907.255,0.412898,24.4067,35.434,5.70167,35.9604,3.77085,22.6058,6.0708,96.1258,0,7.04664,3.41023,35.5877,83.5714,52.8611,212.593,26.9443,19.8014,2.92946,42.3005,2.98308,260.56,0,28.4416,3.08895,214.603,242.278,12.3038,0.00705958,0.342457,12.1166,3.09627,13.9616,0.369814,41.7181,0,1.26334,2.69975,0.0257873,31.3481,
191,148.516,343.2,1112.41,0.432739,16.8313,18.8285,6.43257,103.266,3.86679,18.533,6.09344,75.6982,0,5.181,3.50189,18.8617,66.1065,22.1191,136.244,28.9985,671.95,3.16821,22.457,2.76379,205.974,0,18.3937,3.29111,137.907,204.827,12.2029,0.0065941,0.342863,13.1308,3.09627,13.9616,4.75511,41.677,0,1.26334,2.69975,0.0257873,31.3481,
192,148.516,375.586,1197.78,0.395425,16.8337,65.1686,3.77724,33.9524,3.42813,19.6613,5.93741,82.5665,0,4.6535,3.05449,65.3361,71.2165,26.3899,346.842,22.7066,69.1019,1.37179,36.1069,2.10032,228.679,0,21.5057,1.53044,347.713,227.288,12.1737,0.0065941,0.342863,8.85556,3.09627,13.9616,5.56883,41.7181,0,1.26596,2.69975,0.0257873,31.3411,
193,148.516,372.044,1287.31,0.39919,18.9369,68.971,3.20777,34.5004,3.60465,19.2324,5.82476,77.3924,0,4.65262,3.22117,69.5606,62.9393,32.0622,456.446,16.0315,5.24093,1.8752,27.1347,2.42688,218.856,0,20.0268,1.92743,460.554,209.085,12.1737,0.0065941,0.342863,11.1014,3.09627,13.9768,1.58891,41.7181,0,1.26954,2.69975,0.0257873,31.3473,
