Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Heave.front.toe_angle_l.avg,Heave.front.half_track_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.half_track_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Heave.front.toe_angle_l.best,Heave.front.half_track_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
64,83.6404,96.0959,48.6041,0.870385,2.33085,0.612938,50.6001,0.507985,1.5936,2.96867,0.399806,1.28456,1.69514,31.348,1.08647,1.66777,9.69896,1.9986,25.6772,0.420805,0.901145,9.6264,0.0744833,0.352091,4.10928,13.9339,0.364648,1.74479,0.0541354,0.00552736,35.2877,0.255094,0.687127,0.0865441,0.0297056,0.671669,0.294728,0.670171,0.623239,1.00867,
65,83.6404,94.9757,46.3486,0.88065,2.17566,0.499682,49.109,0.511671,1.54029,2.89823,0.401406,1.26254,1.4331,32.3764,1.09895,1.66886,9.28175,1.67122,19.3305,0.436638,0.67217,11.6645,0.0618844,0.445308,3.23134,16.1156,0.449151,1.90037,0.0557269,0.00937203,19.5236,0.267014,0.61227,0.0686888,0.0137134,0.6959,0.304517,3.17353,0.81901,1.03998,
66,83.6404,94.2896,42.4356,0.887059,2.03896,0.50602,49.0897,0.514499,1.54202,2.6821,0.398243,1.25795,1.40428,32.1013,1.09791,1.6566,8.77641,1.71464,19.1661,0.451127,0.679426,10.7588,0.0571524,0.433921,3.10128,15.8002,0.446503,1.84209,0.0557269,0.00937203,19.5236,0.267014,0.61227,0.0686888,0.0137134,0.6959,0.304517,3.17353,0.81901,1.03998,
67,83.6404,94.2839,42.4368,0.887112,2.03936,0.506931,49.0865,0.514372,1.5419,2.6808,0.398251,1.25697,1.40191,32.103,1.09763,1.65629,8.76317,1.71466,19.1663,0.451151,0.679478,10.7558,0.0571368,0.433647,3.09919,15.7977,0.446544,1.84003,0.0557269,0.00937203,19.5236,0.267014,0.61227,0.0686888,0.0137134,0.6959,0.304517,3.17353,0.81901,1.03998,
68,83.3269,96.4623,73.977,0.863829,2.30825,0.42802,49.6531,0.483295,1.56456,2.50222,0.404445,1.18304,1.13217,34.1937,1.08513,1.52425,10.3609,1.53225,25.7263,0.443727,0.889552,9.99675,0.0491587,0.2807,2.5978,50.0416,0.46861,1.49913,0.0492575,0.00350353,5.23617,0.0549129,1.23329,0.0808256,0.12756,0.671828,0.212573,4.40042,0.690063,0.323869,
69,83.3269,95.5449,72.3938,0.872124,2.14173,0.408931,49.3733,0.481015,1.55707,2.29137,0.402529,1.18319,1.07254,34.027,1.0846,1.52162,9.99183,1.49819,25.2768,0.441408,0.88116,9.38123,0.0363303,0.272077,2.37973,49.9297,0.468459,1.49651,0.0492575,0.00350353,5.23617,0.0549129,1.23329,0.0808256,0.12756,0.671828,0.212573,4.40042,0.690063,0.323869,
70,83.3269,96.417,73.084,0.864235,2.41123,0.458511,49.5531,0.487671,1.56386,2.72554,0.401983,1.1875,1.10501,33.8649,1.09524,1.56254,10.5607,1.70842,25.4282,0.447702,0.884654,10.8207,0.0372473,0.279435,2.40881,49.977,0.501401,1.57285,0.0492575,0.00350353,5.23617,0.0549129,1.23329,0.0808256,0.12756,0.671828,0.212573,4.40042,0.690063,0.323869,
71,83.1911,93.6934,51.3885,0.887907,1.86846,0.453599,48.3581,0.450123,1.51295,2.80225,0.402703,1.18801,1.08012,33.052,1.06561,1.45952,8.74462,1.76281,18.4517,0.309751,0.64874,12.5759,0.0600821,0.506407,2.32221,26.6268,0.444249,1.17216,0.0470859,0.00261994,32.0483,0.0790531,0.793183,0.0804349,0.00820339,0.671893,0.217038,1.24406,0.309223,1.05269,
72,83.1911,92.1527,48.0415,0.902753,1.65194,0.407637,47.8162,0.446517,1.49444,2.29985,0.399617,1.17854,1.0644,32.9178,1.0585,1.41713,8.33545,1.6022,16.0773,0.302927,0.571842,10.7792,0.0441844,0.497757,2.31666,26.5252,0.433549,1.03304,0.0470859,0.00261994,32.0483,0.0790531,0.793183,0.0804349,0.00820339,0.671893,0.217038,1.24406,0.309223,1.05269,
73,82.9626,94.7404,49.3588,0.875683,2.3164,0.411359,51.2457,0.475641,1.61667,2.56128,0.39526,1.17175,1.20978,30.621,1.08829,1.62723,11.0152,1.55007,28.0801,0.392231,0.979756,9.91989,0.0559155,0.536801,3.14256,5.21608,0.5185,1.79062,0.0470737,0.00633236,42.7232,0.135205,1.3098,0.0866096,0.0253275,0.689915,0.0420909,0.15863,0.161426,1.05294,
74,82.9626,95.9279,51.2612,0.864844,2.67181,0.447828,52.0047,0.480527,1.64325,2.60033,0.393357,1.17312,1.25642,30.476,1.09942,1.6811,11.7162,1.61056,29.2196,0.406984,1.02245,9.92498,0.0600649,0.543808,3.21506,4.99713,0.545957,1.92522,0.0470737,0.00633236,42.7232,0.0983696,1.3098,0.0866096,0.0253275,0.689915,0.0420909,0.15863,0.161426,1.05294,
75,82.9626,92.8959,41.8155,0.893071,2.17604,0.413963,49.9612,0.463036,1.57254,2.23802,0.401332,1.1763,1.13288,30.7892,1.06964,1.50174,10.3055,1.89807,24.9094,0.331367,0.875766,8.98851,0.046755,0.621926,2.51088,4.62151,0.328352,1.35462,0.0534885,0.00393655,32.5363,0.273087,1.16476,0.0695662,0.0273288,0.672666,0.275023,1.88547,0.289099,1.0645,
76,82.9626,97.461,50.0563,0.851239,3.16904,0.536354,52.0852,0.496011,1.65098,3.36677,0.399385,1.20654,1.34299,30.4305,1.0912,1.68605,11.9606,2.1191,29.0345,0.414745,1.02366,11.9412,0.0583314,0.716537,3.22028,6.38662,0.373728,1.84316,0.0534885,0.00393655,32.5363,0.180019,1.16476,0.0695662,0.0273288,0.672666,0.168226,1.66814,0.289099,0.831332,
77,82.9626,88.8163,30.8084,0.934092,1.10339,0.269488,47.2309,0.423826,1.47555,1.55567,0.403555,1.07813,0.916847,31.9206,1.04461,1.39377,7.30094,1.27888,14.5618,0.238011,0.508686,7.86366,0.0513117,0.170252,1.845,9.30229,0.305336,1.20531,0.0547431,0.0030611,41.7945,0.0582675,1.27412,0.078044,0.0503027,0.689662,0.377522,3.41394,0.572409,0.953606,
78,82.9626,92.7884,47.0109,0.894105,1.79883,0.342615,49.0021,0.447467,1.53988,2.51199,0.402172,1.09014,1.12142,31.9167,1.07256,1.54258,9.47764,1.46187,23.4077,0.306678,0.806033,11.3821,0.0547893,0.217878,2.95302,10.2142,0.49148,1.70558,0.0547431,0.0030611,25.6457,0.0582675,1.27412,0.078044,0.0503027,0.689662,0.377522,3.41394,0.572409,0.953606,
79,82.9626,91.3352,39.9869,0.908331,1.52117,0.304459,48.2175,0.440936,1.51293,2.20971,0.402108,1.08583,1.10089,31.9865,1.05111,1.50212,8.32171,1.30912,19.2357,0.284588,0.674671,10.1452,0.0547545,0.207017,2.9386,10.1469,0.324235,1.57835,0.0547431,0.0030611,25.6457,0.0582675,1.27412,0.078044,0.0503027,0.689662,0.377522,3.41394,0.572409,0.953606,
80,82.9626,99.0324,144.581,0.837732,1.98758,0.332509,48.7819,0.476477,1.52608,1.85055,0.405678,1.09025,0.909117,39.111,1.10046,1.46078,11.1213,1.52441,22.183,0.506564,0.766547,7.87387,0.0521467,0.40297,1.59671,129.35,0.629632,1.40412,0.0468444,0.00560492,36.9783,0.208061,1.1085,0.082761,0.0334412,0.710531,0.309638,5.32281,0.285075,1.07044,
81,82.9626,101.054,145.957,0.820972,2.32096,0.391028,49.3769,0.487196,1.54699,2.62579,0.404811,1.09503,1.12467,39.0149,1.11909,1.54678,11.5468,1.68496,23.8576,0.518853,0.821418,10.917,0.053708,0.40946,3.01675,129.173,0.688105,1.65796,0.0468444,0.00560492,36.9783,0.208061,1.1085,0.082761,0.0334412,0.710531,0.309638,5.32281,0.285075,1.07044,
82,82.9626,101.152,146.055,0.820179,2.41065,0.427519,49.4148,0.489216,1.54809,2.50635,0.406609,1.0976,1.11472,39.0704,1.1172,1.54869,11.854,1.87043,23.8816,0.524403,0.825087,10.3189,0.0634324,0.410909,3.01129,129.181,0.6889,1.66281,0.0468444,0.00560492,36.9783,0.208061,1.1085,0.082761,0.0334412,0.710531,0.309638,5.32281,0.285075,1.07044,
83,82.9626,90.507,35.9293,0.916643,1.25574,0.289134,49.1475,0.449766,1.54148,1.38857,0.404363,1.12235,0.816628,31.6056,1.0673,1.41849,7.2032,1.36045,22.5588,0.415559,0.787868,5.70432,0.0510541,0.698722,1.12294,10.0242,0.445918,1.20525,0.0474975,0.00460983,33.8901,0.113332,1.02857,0.0680479,0.0146598,0.690293,0.0858901,9.98923,0.600486,1.06465,
84,82.9626,92.7041,42.1241,0.894918,1.88752,0.402204,49.7541,0.479323,1.5732,2.00539,0.403048,1.13776,1.05761,31.365,1.09409,1.54484,10.2503,1.72069,23.2802,0.535121,0.829864,8.83173,0.063481,0.730519,2.66146,7.14333,0.569013,1.59761,0.0474975,0.00460983,33.8901,0.113332,1.02857,0.0680479,0.0146598,0.690293,0.0858901,6.40142,0.600486,1.06465,
85,82.9626,90.0311,39.3023,0.921489,1.30168,0.249801,48.386,0.400401,1.51505,1.97738,0.402438,1.04036,0.815096,31.4981,1.05299,1.39176,8.81933,1.37299,20.3091,0.216152,0.718667,10.8866,0.0328866,0.383407,2.01859,3.00203,0.448232,1.26723,0.0489367,0.00789435,42.96,0.0519674,1.31842,0.0854488,0.0256412,0.779443,0.0810705,10.5407,0.37339,1.07503,
86,82.9626,90.9388,40.7298,0.912291,1.47608,0.273339,48.6965,0.409409,1.52669,2.21012,0.401339,1.04932,0.947216,31.4599,1.05785,1.43108,9.00514,1.3933,20.5831,0.228382,0.728648,11.3582,0.0368601,0.394224,2.86567,3.03295,0.451989,1.39256,0.0489367,0.00789435,42.96,0.0519674,1.31842,0.0854488,0.0256412,0.779443,0.0810705,10.5407,0.37339,1.07503,
87,82.9626,90.3717,35.7642,0.918015,1.40454,0.296116,48.6495,0.436773,1.52516,1.67107,0.401965,1.02851,1.14418,31.3133,1.0561,1.44456,7.63359,1.4348,20.7175,0.393678,0.733742,7.96654,0.0557417,0.41382,3.53274,7.37452,0.328039,1.3702,0.0451625,0.00555674,36.9171,0.0973369,1.27559,0.0877373,0.0120464,0.766942,0.37569,0.278536,0.218093,1.10209,
88,82.9626,89.6412,33.592,0.925496,1.16874,0.290839,48.6258,0.43592,1.52505,1.57396,0.401004,1.01577,1.14188,30.982,1.04543,1.43484,6.5244,1.4332,20.7161,0.392649,0.733742,7.78069,0.053084,0.353411,3.53866,4.60891,0.272875,1.36113,0.0451625,0.00555674,36.9171,0.0973369,1.27559,0.0877373,0.0120464,0.766942,0.37569,0.278536,0.218093,1.10209,
89,82.9626,90.3526,34.5898,0.918209,1.30083,0.337073,48.7257,0.444501,1.52827,1.91248,0.400977,1.0333,1.29093,30.8611,1.04486,1.4726,6.68759,1.58345,20.7415,0.412893,0.73458,8.9108,0.0547379,0.414644,3.96949,4.8424,0.273078,1.50557,0.0451625,0.00555674,36.9171,0.0973369,1.27559,0.0877373,0.0120464,0.766942,0.37569,0.278536,0.218093,1.08786,
90,82.9626,93.873,54.2987,0.883775,2.29117,0.3088,49.495,0.464293,1.55222,2.49013,0.40591,1.00588,1.18969,32.0197,1.08328,1.56687,11.6746,1.39002,26.4838,0.513385,0.872719,12.545,0.0844101,0.433977,3.23121,10.0636,0.528828,1.86715,0.0455559,0.00719444,32.6164,0.0887274,1.07975,0.078508,0.0153014,0.658643,0.349633,4.2728,0.505442,1.09415,
91,82.9626,93.473,53.9319,0.887556,2.12676,0.304195,49.3872,0.455137,1.54877,2.46918,0.403881,1.00171,1.18371,31.9744,1.08097,1.53705,11.3588,1.38727,26.427,0.490888,0.871546,12.545,0.076436,0.428104,3.23061,9.9646,0.526295,1.80404,0.0455559,0.00719444,32.6164,0.0887274,1.07975,0.078508,0.0153014,0.658643,0.349633,4.2728,0.505442,1.09415,
92,82.9626,92.9771,51.7461,0.89229,2.09802,0.287314,49.3909,0.449019,1.54914,2.30153,0.402356,1.00127,1.18294,31.7339,1.09193,1.48884,11.1168,1.34669,25.6713,0.467875,0.841128,12.0543,0.071714,0.429907,3.08684,9.89824,0.551182,1.60253,0.0455559,0.00719444,32.6164,0.0887274,1.07975,0.078508,0.0153014,0.658643,0.349633,2.52485,0.505442,1.09415,
93,82.9626,91.8492,44.0614,0.903248,1.80881,0.264067,48.7715,0.4478,1.52838,2.16464,0.401048,0.980714,1.20628,31.7154,1.07166,1.48885,8.75173,1.23746,21.882,0.462534,0.708835,11.2354,0.0742288,0.258776,3.25219,9.94212,0.371002,1.60182,0.0455559,0.00719444,32.6164,0.0887274,1.07975,0.078508,0.0153014,0.658643,0.349633,2.52485,0.505442,1.09415,
94,82.9626,90.502,48.2065,0.916693,1.32372,0.195574,48.105,0.419192,1.50193,1.44156,0.406254,0.952209,0.873132,32.8417,1.06851,1.37317,8.6727,0.98967,24.7335,0.377493,0.851166,7.52507,0.0451112,0.13554,2.10851,23.4149,0.525141,1.16458,0.046143,0.00678344,28.1626,0.0285118,0.727754,0.085918,0.035401,0.668302,0.288625,6.78982,0.439453,1.09962,
95,82.9626,92.5286,54.3514,0.896616,1.92963,0.243036,49.1213,0.420486,1.53742,1.75812,0.4053,0.956181,0.960573,32.6841,1.08717,1.42534,12.1929,1.25089,27.5708,0.378415,0.946131,8.47046,0.0464314,0.142244,2.58739,23.4769,0.632627,1.30784,0.046143,0.00678344,28.1626,0.0285118,0.727754,0.085918,0.035401,0.668302,0.114687,5.87178,0.439453,1.09962,
96,82.9626,88.1192,31.7917,0.941481,1.08648,0.248013,46.8327,0.402194,1.46479,1.96395,0.405735,0.959845,0.857118,31.479,1.03838,1.381,6.6003,1.34756,15.5341,0.246103,0.549052,10.4416,0.0212771,0.29178,2.44265,3.40761,0.195209,1.25166,0.0485611,0.0068775,19.7292,0.0612444,0.50069,0.08814,0.130187,0.668243,0.365931,6.27951,0.993499,1.10171,
97,82.9626,92.9455,42.6863,0.892594,2.51773,0.53597,49.2138,0.406244,1.54624,2.63052,0.404512,1.00742,1.09115,31.0469,1.10944,1.4355,11.7895,2.29779,21.8702,0.225796,0.76765,11.113,0.065063,0.506563,3.43778,4.82844,0.553404,1.31681,0.0519613,0.00755925,35.9779,0.0929123,1.11133,0.0754864,0.042478,0.794079,0.277929,0.365581,0.211515,0.770517,
98,82.9626,93.2872,43.9103,0.889324,2.53005,0.555795,49.7545,0.411791,1.56516,2.581,0.402386,1.00234,1.10544,30.8766,1.10461,1.39755,11.8472,2.33084,23.8044,0.25397,0.8377,11.0678,0.0619809,0.503092,3.45216,4.63302,0.543957,1.11695,0.0519613,0.00755925,35.9779,0.0929123,1.11133,0.0754864,0.042478,0.672172,0.277929,0.365581,0.211515,0.770517,
99,82.9626,87.9007,28.4001,0.943822,1.22035,0.238466,47.0341,0.410217,1.46723,1.23805,0.403074,0.942765,0.876348,31.716,1.03927,1.31489,7.23389,1.36636,15.5352,0.296916,0.548897,7.10286,0.0435387,0.248983,2.27202,4.46128,0.394172,0.97655,0.0467196,0.00806268,43.5879,0.280002,1.34206,0.082822,0.0259009,0.82479,0.396361,1.26074,0.247492,0.530409,
100,82.9626,89.3586,31.7839,0.928423,1.55571,0.362316,47.5733,0.420614,1.48727,1.49699,0.401519,0.945384,1.02635,31.6504,1.03393,1.40487,7.8122,1.81081,16.7326,0.328304,0.598994,7.42336,0.0551915,0.247648,2.85804,5.13441,0.393616,1.33457,0.0467196,0.00806268,35.0576,0.280002,0.964439,0.082822,0.0203038,0.82479,0.396361,1.26074,0.208145,0.530409,
101,82.9626,91.2186,50.3082,0.909492,1.68326,0.286476,48.0555,0.412762,1.50112,1.27696,0.404187,0.92676,1.06068,33.1037,1.06915,1.43803,9.37225,1.56079,22.3364,0.314087,0.779554,6.37383,0.048536,0.205195,3.38266,28.135,0.481805,1.49737,0.050194,0.00732433,30.9052,0.309355,0.498837,0.0863288,0.0207567,0.668724,0.336503,4.8114,0.329249,1.09775,
102,82.9626,91.6477,52.0992,0.905234,1.63107,0.249738,48.6232,0.412677,1.52061,1.3241,0.40272,0.935269,1.0296,33.0154,1.07107,1.43231,9.0466,1.33755,24.4336,0.313864,0.84949,6.62927,0.0463859,0.320796,3.23452,28.1202,0.491051,1.48701,0.050194,0.00732433,30.9052,0.309355,0.498837,0.0863288,0.0207567,0.668724,0.336503,4.8114,0.329249,1.09775,
103,82.9292,92.1059,49.8683,0.900368,1.62655,0.327415,48.1101,0.425773,1.51207,2.42056,0.405094,0.977606,0.982778,32.8446,1.06369,1.40972,8.68296,1.65875,20.0157,0.361153,0.697395,11.0639,0.0568902,0.481368,2.76666,25.3069,0.377246,1.19888,0.0582129,0.00647144,7.22989,0.230732,1.35467,0.0861418,0.0172153,0.731746,0.374933,1.73145,0.0618904,0.371718,
104,82.9292,92.3569,51.4696,0.89792,1.62567,0.368898,48.5007,0.435117,1.52683,2.29659,0.403284,0.977253,1.05046,32.6787,1.0626,1.43084,8.67444,1.79909,22.6334,0.41051,0.795118,10.4948,0.048691,0.480278,3.05624,25.2953,0.3689,1.3284,0.0582129,0.00647144,7.22989,0.230732,1.35467,0.0861418,0.0172153,0.731746,0.374933,1.73145,0.0618904,0.371718,
105,82.9292,85.964,24.0991,0.964696,0.8168,0.0895951,46.2502,0.379564,1.43919,0.701313,0.409966,0.912642,0.759343,31.908,1.03762,1.25981,6.15081,0.570058,14.1391,0.187788,0.493625,5.43165,0.0313667,0.310497,2.05426,2.53663,0.291948,0.762168,0.0497639,0.00785272,43.8289,0.279534,1.35141,0.087344,0.189816,0.674891,0.436709,8.47613,0.567671,1.09877,
106,82.9292,85.8959,23.5762,0.965461,0.701397,0.0981916,46.6206,0.371129,1.45143,0.573458,0.40844,0.899676,0.751191,31.747,1.03171,1.24172,5.46211,0.521326,15.4078,0.0956963,0.536946,3.33851,0.0376185,0.0990833,1.99165,2.48566,0.267252,0.546376,0.0497639,0.00785272,43.8289,0.279534,1.35141,0.087344,0.0319682,0.674891,0.436709,6.86769,0.567671,1.09877,
107,82.8757,93.9071,53.6147,0.882528,2.46981,0.304842,48.68,0.442884,1.51565,1.82064,0.405768,0.941466,1.12056,33.5847,1.0868,1.53402,11.9024,1.54848,22.2483,0.488968,0.746761,8.93383,0.072426,0.350387,3.28031,24.4644,0.551765,1.72036,0.0553134,0.00826389,34.8138,0.0116284,0.637368,0.101886,0.0297855,0.788345,0.441846,3.58665,0.335618,1.11891,
108,82.8757,93.0435,50.953,0.890719,2.12339,0.265249,48.38,0.421547,1.51147,1.92367,0.401113,0.922506,1.1867,33.323,1.0653,1.5196,10.4337,1.36364,20.7602,0.332442,0.736146,10.0514,0.0557911,0.254737,3.77759,24.1633,0.444463,1.72832,0.0553134,0.00826389,34.8138,0.0116284,0.637368,0.101886,0.0297855,0.68838,0.441846,3.58665,0.335618,1.11891,
109,82.8757,87.5457,32.1057,0.946656,1.29203,0.174515,46.8972,0.383766,1.46072,1.06971,0.409393,0.927215,0.696955,31.88,1.05906,1.29512,8.84125,1.04972,16.6182,0.190015,0.578501,6.2436,0.0345622,0.338036,1.34957,3.01691,0.400159,1.06098,0.0683857,0.00747278,44.1901,0.128047,1.36494,0.093096,0.12171,0.665821,0.162401,10.7301,0.758114,1.1039,
110,82.8757,86.698,28.9853,0.955912,1.03485,0.149693,46.9073,0.373952,1.46186,0.754968,0.406281,0.915314,0.693602,31.7219,1.03854,1.2397,8.00953,0.876787,17.0311,0.120534,0.595879,4.16931,0.0296279,0.253145,1.40205,2.70103,0.293245,0.660258,0.0683857,0.00747278,44.1901,0.128047,1.36494,0.093096,0.03049,0.665821,0.162401,8.1145,0.758114,1.1039,
111,82.8757,87.2011,30.2039,0.950396,1.12945,0.169315,46.8362,0.380541,1.46059,0.922139,0.406148,0.920412,0.741325,31.9477,1.04728,1.23997,8.14216,0.936575,17.084,0.164671,0.596575,5.03952,0.0295388,0.266756,1.61959,4.75956,0.32843,0.653478,0.0683857,0.00747278,23.4693,0.128047,1.0075,0.093096,0.03049,0.665821,0.162401,8.1145,0.758114,1.1039,
112,82.8701,90.9265,41.0196,0.911396,1.21065,0.426476,48.5073,0.441735,1.52289,2.12291,0.403821,0.919732,1.12016,31.6966,1.05472,1.49954,6.74606,2.06008,21.0809,0.475767,0.753857,10.4908,0.053523,0.260672,3.33976,8.32578,0.322298,1.7702,0.0735935,0.00811162,33.5468,0.302082,1.27769,0.088656,0.0336972,0.666022,0.282808,2.91692,0.434576,1.11358,
113,82.8191,89.0321,35.4925,0.930217,1.75886,0.290574,46.9622,0.39088,1.46402,1.523,0.404924,0.957197,0.724173,32.1653,1.0694,1.32156,10.0673,1.6765,16.9499,0.275601,0.592405,8.27166,0.0406861,0.586311,1.67593,7.85205,0.413822,1.07107,0.0677779,0.00824632,21.7434,0.0645834,0.514956,0.104759,0.0232722,0.679238,0.243206,2.66971,0.482482,1.11061,
114,82.8035,91.6143,42.3515,0.903827,1.74858,0.315342,49.6411,0.40201,1.55786,1.88344,0.404073,0.912007,0.94903,31.3361,1.07945,1.38535,8.64594,1.66254,25.1789,0.335967,0.873385,9.77832,0.0682327,0.220897,2.65556,3.97096,0.437673,1.20912,0.0736659,0.00836046,44.1571,0.0457148,1.36383,0.0825138,0.00892047,0.81554,0.305479,6.66027,0.661437,1.10602,
115,82.8035,90.5316,38.2048,0.914636,1.61737,0.313356,49.0986,0.400406,1.53943,1.54448,0.401637,0.907778,0.935441,31.329,1.07246,1.37175,8.3702,1.66233,23.3157,0.334842,0.817539,7.91036,0.0533927,0.202648,2.65362,3.88011,0.421629,1.18755,0.0736659,0.00836046,44.1571,0.0457148,1.36383,0.0825138,0.00892047,0.81554,0.305479,6.66027,0.661437,1.10602,
116,82.8035,90.976,38.884,0.910169,1.65845,0.340665,49.3165,0.413436,1.54784,1.68298,0.40156,0.914137,0.984189,31.2241,1.07502,1.41707,8.38221,1.72353,23.5702,0.402362,0.827847,8.22578,0.0533386,0.228804,2.77498,4.25637,0.423546,1.41122,0.0736659,0.00836046,44.1571,0.0457148,1.36383,0.0825138,0.00892047,0.81554,0.305479,0.901892,0.661437,1.10602,
117,82.8035,91.1201,46.1586,0.908729,2.09596,0.39823,47.5469,0.380191,1.48526,1.54779,0.407819,0.941675,0.798584,33.0543,1.08666,1.37678,11.9622,2.06405,18.868,0.320526,0.660872,8.55988,0.0402176,0.400392,2.07486,26.1208,0.589457,1.21458,0.0791187,0.00821398,17.376,0.0643953,0.539815,0.124718,0.0905939,0.824813,0.0818397,3.62932,0.449883,1.11507,
118,82.8035,91.1192,46.1587,0.908739,2.096,0.398249,47.5482,0.380097,1.48531,1.54738,0.407812,0.941775,0.798407,33.0527,1.08664,1.37654,11.9511,2.06445,18.7398,0.318392,0.658121,8.55738,0.0397273,0.399841,2.06607,26.0516,0.589244,1.21144,0.0791187,0.00821398,17.376,0.0643953,0.539815,0.124718,0.0905939,0.824813,0.0818397,3.62932,0.449883,1.11507,
119,82.8035,89.644,37.498,0.923693,2.05895,0.232473,47.1662,0.373505,1.47532,1.82782,0.405667,0.945843,1.13163,31.5607,1.07334,1.39258,11.5043,1.38632,16.7611,0.169836,0.590221,9.89718,0.0646385,0.507345,3.889,3.85991,0.472181,1.36244,0.0879569,0.00929788,41.1852,0.128024,1.36949,0.122741,0.0119363,0.765901,0.388974,0.0680003,0.0212777,1.11583,
120,82.8035,92.2976,72.0954,0.897136,1.84472,0.274387,46.5932,0.380639,1.46211,2.30439,0.40252,0.936648,1.2965,34.345,1.06649,1.39103,9.93819,1.59427,13.896,0.249354,0.507745,13.4993,0.0465151,0.484714,4.81981,48.5477,0.41717,1.35749,0.0879569,0.00929788,37.7078,0.128024,1.36949,0.122741,0.0119363,0.765901,0.388974,0.0680003,0.0212777,1.11583,
121,82.8035,93.9697,74.9152,0.881172,2.12326,0.352007,47.3347,0.385149,1.48834,2.8656,0.400484,0.94562,1.40134,34.1842,1.07606,1.41294,10.4996,1.85183,16.5044,0.262797,0.596432,15.4262,0.0524807,0.510336,4.98699,48.5155,0.439432,1.38909,0.0879569,0.00929788,37.7078,0.128024,1.36949,0.122741,0.0119363,0.694039,0.388974,0.0680003,0.0212777,1.11583,
122,82.8035,91.6098,46.7171,0.903872,1.61236,0.265808,48.8207,0.413401,1.52739,2.11531,0.408822,0.984236,1.03678,31.9099,1.09952,1.41556,9.29861,1.40218,24.9856,0.43491,0.861972,10.8521,0.0682201,0.736077,3.39338,9.02118,0.553534,1.56528,0.0890042,0.00969357,17.285,0.150315,0.425277,0.138264,0.0444886,0.828877,0.0539545,0.163112,0.754617,1.10912,
123,82.8035,92.2102,47.7491,0.897987,1.74567,0.284595,49.2778,0.412403,1.54337,2.13127,0.408041,0.989156,1.05576,31.837,1.09945,1.42569,9.51894,1.43161,26.1158,0.435112,0.90102,10.8224,0.0688753,0.738245,3.37723,8.83096,0.553812,1.57364,0.0890042,0.00969357,17.285,0.0610877,0.425277,0.138264,0.0444886,0.828877,0.0539545,0.163112,0.754617,1.10912,
124,82.7396,87.7397,33.7773,0.943012,0.980304,0.189789,45.6995,0.393895,1.41872,1.32987,0.412116,0.935926,0.629508,33.3912,1.04418,1.31476,6.35683,1.19195,11.2672,0.357176,0.388269,8.56879,0.0466281,0.585625,0.845871,15.6199,0.343071,1.24798,0.0819469,0.00837752,21.3629,0.18217,0.499302,0.140726,0.168998,0.739411,0.402634,12.1157,0.260718,0.38227,
125,82.7396,86.6322,27.9736,0.955068,0.731947,0.144903,45.4331,0.393647,1.41019,0.984538,0.409705,0.912559,0.624006,33.2776,1.02684,1.28314,4.68345,0.907107,9.66782,0.356709,0.337613,6.1923,0.0205658,0.425757,0.802825,15.427,0.159891,1.12115,0.0819469,0.00837752,21.3629,0.18217,0.499302,0.140726,0.168998,0.739411,0.402634,12.1157,0.260718,0.38227,
126,82.7396,92.8537,46.6199,0.891075,1.93979,0.379399,49.7755,0.379044,1.55966,2.20589,0.406726,0.927923,1.1067,31.676,1.05899,1.43809,10.1101,1.88106,25.4118,0.229546,0.860097,10.8417,0.0720747,0.40986,3.76572,6.48028,0.368455,1.55642,0.0741274,0.00932,44.2613,0.0766657,1.36778,0.138883,0.0233241,0.680012,0.286372,3.15436,0.346966,0.727785,
