Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
27,95.4264,218.265,120.047,0.437205,43.4823,27.7078,5.48591,25.4952,17.0275,38.5782,4.07258,17.8172,38.5983,19.4567,20.0146,3.52606,7.86556,14.1659,57.7726,2.89671,13.1546,58.2813,1.94901,1.96945,0.117641,14.5399,0.515306,0.470647,0.639058,3.21071,0.147744,
28,95.4264,246.036,336.692,0.387856,45.8667,26.0412,5.88047,24.9974,15.7205,52.8587,4.11746,17.9853,52.5678,21.3093,19.4761,3.54934,7.65546,13.7345,168.889,2.84664,13.0057,167.065,1.94901,1.96945,0.0961301,13.2697,0.179799,0.470647,0.639058,3.15299,0.147744,
29,95.4264,248.409,259.766,0.38415,50.4685,29.0607,5.90913,25.5044,16.1783,48.8598,4.40512,19.1846,48.8385,27.1509,22.783,3.64439,8.93586,16.7969,120.057,3.05737,14.628,119.209,1.94901,1.8066,0.117641,9.27671,0.353892,0.470647,0.639058,3.21071,0.147744,
30,95.4264,234.112,157.152,0.40761,51.0872,25.8685,5.69489,25.1731,15.7377,43.3519,3.93814,19.8908,43.3699,40.3756,18.6171,3.39394,15.3606,13.5232,70.5823,2.89633,13.037,70.9238,1.94901,1.62705,0.117641,14.5399,0.515306,0.470647,0.639058,3.21071,0.147744,
31,95.4264,247.454,340.526,0.385633,46.021,25.9282,5.88655,24.6442,16.6651,52.9357,4.36698,18.3881,52.6182,22.8578,19.0288,3.57093,6.31967,15.4142,167.564,2.92305,13.0797,164.794,1.94901,1.96945,0.117641,16.2401,0.333575,0.470647,0.639058,3.21071,0.147744,
32,95.4264,241.557,314.106,0.395048,46.409,27.3678,6.17428,25.0032,16.1646,49.6935,3.90335,17.29,49.5511,22.7622,22.2324,3.60413,6.41742,13.2664,150.321,2.82941,15.7435,149.432,1.94901,2.06305,0.150799,4.21294,0.515306,0.470647,0.639058,3.00892,0.147744,
33,95.4264,211.109,122.018,0.452024,44.4669,25.134,6.4423,26.4987,20.0022,34.4634,3.85702,15.7943,34.4505,22.0193,16.5275,3.2929,10.8771,18.1543,56.1581,2.80037,12.5046,58.2352,1.94901,2.06305,0.150799,16.4451,0.515306,0.470647,0.639058,3.1975,0.147744,
34,95.4264,233.493,258.007,0.40869,51.0234,26.053,6.20369,25.6851,17.0004,43.749,4.09705,15.9862,43.6957,68.1327,21.0592,3.17209,6.11478,14.1104,110.638,2.86257,15.37,111.053,1.94901,0.863169,0.150799,9.82216,0.515306,0.470647,0.403172,3.06629,0.147744,
35,95.4264,219.652,149.803,0.434444,43.0974,25.7658,6.4548,26.2567,18.6541,40.4193,3.77734,14.8098,40.4167,19.2504,16.8901,3.233,6.28303,15.1749,73.4001,2.71535,11.8051,72.8052,1.94901,2.06305,0.150799,16.4451,0.435297,0.470647,0.620011,3.1975,0.147744,
36,95.4264,240.954,349.847,0.396035,42.2689,23.9695,6.22448,25.4361,16.5831,53.4236,4.00965,15.9921,53.047,18.9583,16.3926,3.17489,6.00184,13.5052,171.187,2.69278,12.2093,168.107,1.94901,2.06305,0.150799,16.4451,0.486054,0.470647,0.639058,3.1975,0.147744,
37,95.4264,234.278,299.145,0.407321,42.7004,22.7556,6.02915,25.4826,20.6841,47.9689,3.82105,16.9195,47.9171,19.0877,16.9116,3.36663,6.8929,22.1371,137.928,2.50074,13.5027,137.834,1.94901,1.84445,0.150799,9.44066,0.486054,0.470647,0.639058,3.1975,0.147744,
38,95.4264,212.58,246.907,0.448896,42.6093,22.51,5.52156,25.7402,17.0998,40.0943,3.93893,15.014,40.052,18.3115,18.8767,3.37527,5.9659,15.167,113.36,2.40621,12.1629,113.272,1.94901,1.27474,0.142539,12.3556,0.442661,0.470647,0.639058,3.1975,0.147744,
39,95.4264,227.898,264.114,0.418725,42.343,20.8116,5.74455,26.6794,20.2023,46.7045,3.54735,15.2193,46.6458,23.5617,14.8135,3.12351,8.10046,18.8223,123.408,2.23153,13.5446,123.364,1.94901,1.84445,0.150799,9.50731,0.442661,0.470647,0.639058,3.1975,0.147744,
40,95.4264,173.578,59.533,0.54976,43.1353,19.4911,5.80874,27.5617,18.7497,20.9847,3.5104,13.424,20.9127,20.434,14.2752,3.21988,9.27028,17.7838,30.191,2.1627,12.301,36.5395,1.94901,1.84445,0.150799,16.4451,0.442661,0.470647,0.639058,3.19097,0.147744,
41,95.4264,227.894,323.443,0.418732,44.6973,19.9545,5.71032,26.1665,16.6691,48.2624,3.65606,14.6329,48.1447,20.882,19.5868,3.21982,6.29063,17.0505,142.277,2.09067,13.8361,144.912,1.94901,1.84445,0.14492,10.3704,0.442661,0.470647,0.736008,3.1975,0.147744,
42,95.4264,245.86,422.903,0.388133,43.8712,21.2523,5.93271,26.2079,16.1626,57.2605,3.73117,14.6688,56.773,21.4672,22.8273,3.47342,5.93767,16.5774,196.813,2.44251,13.6157,194.606,1.94901,1.84445,0.0834255,9.35615,0.442661,0.470647,0.736008,3.1975,0.147744,
43,95.4264,208.022,149.322,0.458733,42.1627,18.594,5.90537,25.9518,15.6645,40.5198,3.7041,15.0029,40.5167,19.7081,13.6001,3.31448,5.85573,13.7668,76.1757,2.1646,14.6036,73.6773,1.94901,1.12576,0.150799,12.1621,0.442661,0.470647,0.736008,3.1975,0.147744,
44,90.8195,234.338,391.429,0.387558,44.2439,18.9789,5.71136,26.9483,17.8,51.7644,3.80847,13.695,51.3875,22.0925,17.5005,3.36681,6.5005,22.3431,187.852,2.4153,13.4162,185.914,1.94901,0.545178,0.125312,9.02548,0.442661,0.470647,0.736008,3.1975,0.147744,
45,90.8195,197.075,238.119,0.460838,43.8226,18.4735,5.81748,26.8051,14.7918,35.624,3.45901,12.7196,35.5617,21.7204,13.8373,3.17374,5.6497,12.1798,111.438,2.09814,12.661,112.346,1.94901,1.84445,0.150799,9.41432,0.442661,0.470647,0.736008,3.14527,0.147744,
46,90.8195,189.424,140.291,0.479452,41.8444,18.7949,5.69606,26.562,16.3951,32.1221,3.05479,12.8539,32.1003,16.4905,14.1739,3.15025,5.44949,14.0888,61.8569,1.81202,11.6477,62.2887,1.94901,1.84445,0.150799,16.4451,0.442661,0.470647,0.736008,3.1975,0.147744,
47,90.8195,175.323,220.306,0.518011,45.5694,16.095,5.36903,27.946,14.9835,25.6638,3.15094,10.9691,25.5767,41.0576,12.5415,3.24051,5.73126,12.6053,100.729,1.67018,12.0766,100.463,1.94901,1.84445,0.150799,9.36302,0.309182,0.470647,0.736008,3.15855,0.147744,
48,90.8195,185.39,334.336,0.489884,43.5934,14.3672,5.54152,29.6343,14.7096,32.2185,3.27789,10.2522,31.7955,22.1802,12.1034,3.22306,17.1042,11.2314,162.189,1.56858,10.0618,159.213,1.94901,1.84445,0.150799,16.8101,0.442661,0.470647,0.751932,3.1975,0.147744,
49,90.8195,173.666,331.134,0.522955,40.1209,14.695,4.97406,28.3361,12.6728,30.4165,3.13099,9.27995,30.0397,15.9541,11.2725,3.30707,5.04583,10.5501,163.343,1.71511,9.23538,160.132,1.94901,1.84445,0.150799,16.3937,0.442661,0.470647,0.751932,3.19458,0.147744,
50,90.8195,187.879,155.249,0.483394,38.7938,14.9562,4.62898,27.1476,12.7567,37.5215,3.06883,11.5021,37.503,18.7556,14.0539,3.15165,5.35337,11.6023,70.1314,1.44648,10.7931,70.5759,1.94901,1.84445,0.150799,16.8101,0.442661,0.470647,0.751932,3.19458,0.147744,
51,88.9455,161.025,155.744,0.552371,40.4443,17.2367,4.79817,28.3129,12.4523,21.4389,3.22787,11.7438,21.37,17.8988,22.1386,3.17908,5.86657,10.1765,67.3952,1.91733,16.7102,69.2623,1.94901,1.80633,0.150799,12.3029,0.35266,0.470647,0.522124,3.17047,0.147744,
52,88.9455,142.982,55.4314,0.622077,40.009,13.2859,4.47488,29.6012,11.8045,15.6402,2.92006,9.67465,15.5711,20.5045,11.9963,3.17413,9.43109,12.6632,21.1009,1.4817,11.0873,20.0941,1.94901,1.84445,0.150799,16.8101,0.442661,0.470647,0.419687,3.19458,0.147744,
53,88.9455,176.62,256.719,0.503597,40.338,16.5246,4.67627,37.4599,11.9496,26.1851,3.2195,10.1742,26.0932,23.5036,19.5076,3.41309,87.9577,12.7282,101.853,1.97684,12.4795,101.544,1.94901,1.68933,0.150799,9.58993,0.442661,0.470647,0.751932,3.19458,0.147744,
54,88.9455,129.183,28.3201,0.688525,36.6078,13.0661,4.44126,29.1979,10.1272,12.7866,2.71168,7.51905,12.7252,13.9453,10.1836,3.23952,9.22475,9.0575,16.2375,1.44139,8.30406,18.0936,1.94901,1.68933,0.0933358,16.8101,0.442661,0.470647,0.751932,3.19458,0.147744,
55,88.9455,228.095,462.929,0.38995,41.9338,17.718,4.57521,30.9602,12.0802,54.0395,2.83286,10.3358,53.6189,25.6152,22.4287,3.56769,26.2564,14.5094,206.242,1.75725,15.4248,203.276,1.94901,1.68933,0.150799,9.68604,0.442661,0.470647,0.751932,3.19458,0.147744,
56,88.9455,173.44,323.86,0.512831,36.9995,13.5703,4.02336,29.0397,10.6935,34.2711,2.70348,8.03006,34.1092,20.6731,20.7833,3.23474,4.90669,13.6084,139.032,1.32692,10.6985,139.714,1.94901,1.68933,0.0767431,9.58321,0.396837,0.470647,0.751932,3.19458,0.147744,
57,88.9455,212.999,459.494,0.417586,43.0318,17.1082,4.54725,29.0406,11.1651,47.2387,2.70394,11.4561,46.7076,30.2951,26.8489,3.64088,7.76179,13.3084,208.152,1.55918,20.1689,206.246,1.94901,1.68933,0.129457,10.2065,0.442661,0.470647,0.751932,3.19458,0.147744,
58,88.9455,217.056,386.29,0.409781,38.9017,16.8309,3.95684,28.1766,11.1038,52.4379,2.90749,10.5062,52.2349,24.6345,26.6599,3.17396,5.47975,10.4994,174.499,1.72311,16.986,173.684,1.94901,1.68144,0.129457,5.73077,0.486054,0.470647,0.751932,3.19458,0.147744,
59,88.9455,168.209,256.666,0.52878,36.9795,14.0425,3.74803,30.0689,9.94408,31.0263,2.67839,8.7631,30.958,21.7287,12.7045,3.05005,9.55342,8.42872,111.512,1.73152,14.5075,113.388,1.94901,1.68933,0.129457,9.23863,0.486054,0.470647,0.751932,3.18668,0.147744,
60,88.9455,143.779,235.312,0.618625,35.5863,12.7573,3.37207,30.6604,11.9909,20.1894,2.46453,6.65976,20.0986,18.8943,9.62602,2.95901,7.94817,20.3094,100.91,1.25343,9.21375,100.659,12.2713,1.68933,0.129457,9.71088,0.486054,0.470647,0.734121,3.18668,0.147744,
61,79.2514,157.71,288.193,0.502513,36.5868,14.1183,3.29553,31.0924,9.14647,26.5343,2.77938,7.82632,26.3304,21.2523,23.4847,2.902,16.4358,8.67218,135.596,1.77624,14.8637,134.885,12.2713,1.68933,0.129457,6.70029,0.486054,0.470647,0.734121,3.18668,0.147744,
62,79.2514,142.671,224.429,0.555484,36.103,11.0473,2.90063,29.5061,9.61292,21.8817,2.61808,7.20907,21.7921,18.2567,8.65744,2.86843,4.14891,12.375,100.339,1.38462,12.8078,100.096,12.2713,1.68933,0.0357065,9.42813,0.452476,0.470647,0.734121,3.18668,0.147744,
63,79.2514,151.607,331.92,0.522743,34.1903,11.5901,2.70777,30.2458,8.11453,28.2657,2.55467,6.03665,27.9015,17.3606,8.75589,2.84286,4.81636,7.3921,161.713,1.26003,6.55383,158.725,12.2713,1.68933,0.0357065,13.9156,0.359516,0.470647,0.719658,3.18668,0.147744,
64,79.2514,127.522,63.6028,0.621474,35.3278,11.4475,2.70989,30.4444,9.06255,14.1232,2.61401,7.72901,14.0633,20.2899,15.1638,2.71377,6.95094,11.7068,23.7732,1.22495,15.1902,22.3345,12.2713,1.68933,0.0357065,12.2881,0.359516,0.470647,0.734121,3.18668,0.147744,
65,77.552,214.675,814.245,0.361253,35.1213,10.8013,2.59067,103.743,8.90708,22.2433,2.72967,6.38865,22.1498,22.5157,10.2335,2.71414,721.995,8.16305,102.389,1.22907,8.99334,102.464,12.2713,1.68933,0.0357065,9.21514,0.359516,0.470647,0.734121,3.18668,0.147744,
66,77.552,149.898,341.076,0.517366,33.7003,8.97276,2.40111,30.5516,8.13522,28.4678,2.84647,6.7916,28.0311,19.0943,8.54456,2.29926,73.5197,7.24564,163.006,1.28371,12.0973,160.083,12.2713,1.68933,0.0357065,12.2683,0.227033,0.57544,0.473534,3.18668,0.343358,
67,77.552,122.873,76.1349,0.631157,32.3933,12.1488,2.48901,31.6317,8.91008,12.7308,2.83664,7.06376,12.6686,19.0836,19.9444,2.4583,16.9583,10.6842,21.6567,1.3858,12.0693,21.4261,12.2713,1.68933,0.119305,14.3637,0.219683,0.57544,0.734121,3.18668,0.343358,
68,77.552,141.278,308.427,0.548933,32.6247,9.53992,2.44458,29.4807,9.59168,24.3187,2.75361,6.45834,24.0656,14.2862,13.9561,2.42156,4.46304,11.3951,143.963,1.04436,10.6775,142.733,12.2713,1.68933,0.119305,3.88826,0.359516,0.537572,0.52408,3.18668,0.292229,
69,77.552,162.729,409.514,0.476572,33.9471,8.55955,2.36467,30.2999,9.04845,34.4367,2.93968,7.1591,33.9738,20.3282,13.4771,2.37193,6.41337,15.6715,189.541,1.2484,13.212,187.125,12.2713,1.51311,0.119305,9.66158,0.282117,0.537572,0.734121,3.18668,0.292229,
70,77.552,160.378,383.035,0.483557,34.0533,9.76214,2.0349,32.5956,8.41134,32.3542,2.93126,6.33957,31.896,24.0368,13.599,2.18208,17.2699,7.75914,176.906,1.57209,9.96076,173.386,12.2713,1.50756,0.014444,12.2333,0.282117,0.537572,0.734121,3.14209,0.292229,
71,67.2925,102.025,37.9185,0.659566,29.3376,6.9105,1.80232,30.4729,7.58499,8.93642,2.91845,5.1927,8.86959,16.5691,8.13155,1.56972,3.58705,5.55589,25.3415,0.960002,6.528,25.0041,12.2713,1.51311,0.0580767,16.9302,0.282117,0.501512,0.853986,3.18668,0.207385,
72,67.2925,155.284,394.094,0.433353,28.3256,8.33725,1.89795,30.1126,8.22551,35.2529,3.05246,5.30315,34.7761,15.218,19.4954,1.9676,2.80243,6.30091,181.492,1.52391,6.82837,181.629,12.2713,1.30215,0.0991629,12.6521,0.282117,0.501512,0.853986,3.18668,0.207385,
73,67.2925,104.797,54.4756,0.642124,27.723,6.92863,1.84509,31.0629,9.1727,9.80211,2.98052,5.54412,9.73781,15.1334,10.3659,1.80614,6.72302,14.0922,28.121,1.04345,7.8919,27.9733,12.2713,1.51311,0.0496924,16.9302,0.282117,0.501512,0.853986,3.18738,0.207385,
74,67.2925,98.0691,25.1992,0.686175,27.0447,5.08479,1.55933,30.2971,7.15633,9.73158,2.96829,4.55513,9.67183,6.95766,4.62626,1.44934,2.17514,5.8804,11.843,0.725789,3.87107,11.8847,12.2713,1.68933,0.022741,16.9302,0.359516,0.501512,0.853986,3.19627,0.207385,
75,60.3041,144.923,388.743,0.416112,28.1442,5.59575,1.72248,30.0737,8.03613,31.6046,3.07565,5.39386,31.2764,16.3783,5.35376,1.65703,3.6863,10.0395,181.753,0.957324,8.624,179.775,12.2713,1.68933,0.0894729,7.38558,0.394501,0.501512,0.853986,3.19627,0.207385,
76,60.3041,113.855,218.715,0.529657,28.3597,4.72332,1.62704,30.0364,8.00131,15.9471,3.25675,6.06419,15.8393,18.6272,4.1736,1.75102,3.22605,13.9406,97.7685,1.45778,13.2371,97.0327,12.2713,1.68933,0.0894729,9.92543,0.394501,0.501512,1.10159,3.19627,0.207385,
77,60.3041,87.3831,20.7768,0.690112,24.5789,4.46901,1.54407,30.7172,6.9229,6.24442,2.98887,3.78108,6.13658,7.21031,3.04983,1.45361,1.19634,5.26363,13.7558,0.576119,2.44442,13.9223,14.0313,1.68933,0.0894729,26.656,0.394501,0.322144,1.10159,3.19627,0.112198,
78,60.3041,115.121,338.463,0.523834,24.9915,4.49921,1.47664,30.5108,5.6628,20.6822,3.03771,4.00654,20.2533,11.4943,4.52295,1.89816,1.86114,4.5159,162.616,0.502576,2.43541,160.825,14.0313,1.78307,0.0219051,14.3599,0.394501,0.249034,1.00741,3.20127,0.0785143,
79,56.714,109.756,241.177,0.516727,26.4771,6.0475,1.30426,31.0648,5.30936,16.0374,3.14635,4.5038,15.8658,19.7736,16.9865,1.69223,5.60293,4.46477,101.861,1.22999,6.46149,101.637,12.7375,1.78307,0.0219051,9.18494,0.394501,0.249034,1.10159,3.20127,0.0785143,
80,56.714,84.4384,50.0938,0.671662,25.7768,4.35494,1.35958,31.067,5.93281,3.40127,3.12903,6.16918,3.24774,19.7301,5.53844,1.56197,6.11823,9.03712,2.4125,1.1262,15.5289,12.835,11.0197,1.82463,0.0219051,12.2923,0.394501,0.249034,0.897547,3.20127,0.0785143,
81,56.714,112.031,347.941,0.506236,24.1351,3.88612,1.26471,30.5583,5.82224,19.4993,3.01083,4.81885,19.0354,15.6354,4.05565,1.87778,2.65466,13.1903,162.692,0.417342,10.7949,159.764,11.0197,1.82463,0.0131296,12.3789,0.394501,0.249034,0.444471,3.22314,0.0785143,
