Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
82,49.2968,75.3534,103.078,0.654208,4.41587,8.9672,1.5236,28.8509,1.86019,4.38914,3.37681,17.5943,4.37532,13.5725,30.8734,1.56205,3.95924,7.07944,33.9269,1.26769,24.7371,31.3167,1.00972,2.32332,1.02733,12.1073,0.237964,0.0133753,1.72953,11.3941,0.00406122,
83,49.2968,110.674,329.677,0.445423,3.98101,6.73065,1.55473,29.6343,3.38053,23.43,3.28443,15.3546,23.3239,14.2299,19.2572,1.6184,5.30976,13.4984,145.453,0.718172,17.3612,144.757,1.00972,2.32332,1.02733,9.85089,0.224817,0.0111593,1.16584,11.3961,0.00406122,
84,49.2795,161.144,550.225,0.30581,4.73918,3.83193,1.32363,30.6823,1.70141,51.1584,3.3957,13.8187,50.4926,14.934,7.25507,0.850162,9.65008,6.18721,264.191,1.31695,11.5042,260.162,1.00889,2.32133,1.02733,10.8552,0.24086,0.00928033,0.568095,11.3961,0.00406122,
85,49.2795,148.622,370.565,0.331576,7.544,8.05825,1.60444,33.4495,2.36946,36.3376,3.7651,19.2182,36.2754,19.9737,23.1834,1.62767,35.8754,7.48567,162.536,1.97277,26.0216,163.033,1.00889,2.32332,0.985332,10.7415,0.24086,0.00928033,3.20151,11.3962,0.00406122,
86,49.2728,132.127,469.558,0.372921,5.20384,5.29633,1.33606,35.6285,1.51639,33.8047,3.48452,12.7461,33.1103,16.6657,13.424,0.87902,32.0218,4.98033,225.66,1.21639,8.31462,221.47,1.00534,2.32344,1.02158,17.6818,0.24086,0.00928033,3.20151,11.3994,0.00220927,
87,49.2582,152.606,425.874,0.322781,8.81031,10.0678,1.58561,32.049,1.72304,39.7702,3.39333,15.6234,39.5831,23.4166,26.0239,1.83996,13.9412,4.67808,186.693,0.861299,13.8437,185.271,1.00534,2.31878,1.01468,10.9387,0.24086,0.00928033,1.05134,11.3994,0.00220927,
88,49.2582,123.92,356.531,0.397499,5.13771,5.60029,1.29536,31.289,1.65762,30.3867,3.50162,14.75,30.302,16.5549,15.3004,0.873119,15.897,5.41298,158.353,1.28549,16.4311,157.291,1.00534,2.32329,0.818645,9.16704,0.232113,0.00928033,3.20393,11.3995,0.00220927,
89,49.2582,77.548,99.455,0.635196,6.92299,6.67059,1.53771,33.773,2.90298,3.43533,3.55597,15.4648,3.28463,20.0583,16.0118,1.68454,24.0224,9.40969,20.9811,1.39126,16.7464,22.5723,1.00534,2.32344,0.87997,12.3385,0.223577,0.00928033,3.20393,11.3995,0.00220927,
90,49.2432,229.915,718.663,0.21418,5.95153,7.61369,1.61004,29.3377,2.20464,83.3973,3.47842,14.4487,81.8732,17.1082,21.0126,1.82653,4.96497,7.28619,344.785,1.12849,11.0361,331.921,1.00534,2.32256,1.00315,11.5132,0.238529,0.00928033,3.20393,11.3995,0.00318218,
91,49.2432,133.296,499.098,0.369429,3.75746,4.71512,1.351,29.9184,0.595385,39.3139,3.36281,11.7258,38.5557,13.8207,13.3068,1.31147,1.65524,2.48302,244.306,0.990741,4.20489,241.057,1.00534,2.32344,1.00315,23.3833,0.234613,0.00928033,3.20393,4.5294,0.00318218,
92,49.2432,68.6107,80.7008,0.71772,3.8702,6.04531,1.4436,30.3572,1.14796,3.10303,3.4436,16.1339,3.06586,12.2775,21.134,1.59323,9.02522,3.69857,30.2325,1.29341,21.0672,30.2211,1.00377,2.32344,1.00315,12.0866,0.234613,0.01232,2.07388,11.4012,0.00318218,
93,49.2398,155.917,396.386,0.315808,7.7179,8.29045,1.58635,31.0987,2.41226,42.9489,3.35846,15.708,42.7959,20.2826,23.7335,1.60613,10.335,8.64954,175.356,1.06773,14.9657,181.125,1.00377,2.32344,1.02158,10.4409,0.234613,0.00892095,1.17182,11.4039,0.00307309,
94,49.2398,87.0304,173.104,0.565777,5.17552,7.02938,1.68898,32.7261,1.58888,10.8342,3.16757,14.0296,10.7902,16.9449,26.5379,2.36356,16.2421,7.95197,61.4468,0.443342,13.8175,68.9927,1.0041,2.32337,0.996515,14.68,0.259395,0.00892095,1.10702,11.4015,0.00307309,
95,49.2398,95.6033,324.377,0.515043,2.33599,5.8591,1.26325,29.4986,1.68928,19.6729,3.17101,12.5928,19.5203,9.58231,24.7252,1.19972,4.06513,9.68893,138.047,0.284878,8.39952,136.843,1.0038,2.3243,0.996515,11.97,0.255696,0.00892095,1.17768,11.4041,0.00307309,
96,49.2373,195.497,716.428,0.251857,2.9998,4.17764,1.40824,29.6891,1.43761,70.8995,3.38967,12.3575,69.1377,9.95558,9.56771,1.52383,0.911516,7.13637,344.826,1.42327,4.65978,342.395,1.00352,2.3243,0.996515,23.9214,0.267047,0.00848996,2.17499,11.4027,0.00158403,
97,49.2373,193.174,706.362,0.254886,2.87891,4.51251,1.34085,29.9317,1.89757,69.4274,3.47194,12.1926,67.5207,9.27684,11.4611,1.17467,2.20216,7.99839,340.679,1.28213,4.0289,331.196,1.00429,2.32495,0.996515,20.9375,0.267047,0.00698712,3.2066,11.403,0.00158403,
98,49.2371,126.129,497.108,0.39037,3.52197,4.15584,1.38755,29.3688,2.06128,34.3866,3.47398,14.1284,33.6451,12.3117,9.38673,1.40105,2.70135,8.92394,238.482,1.29284,15.9881,233.37,1.00348,2.32413,0.995136,12.0557,0.267841,0.00698712,3.20634,11.4046,0.00158403,
99,49.2371,123.021,475.548,0.400235,2.75186,6.01068,1.50998,30.0558,1.0171,33.2665,3.24244,12.5293,32.6371,11.6227,19.5462,2.01685,3.29306,4.90161,226.523,0.621461,5.88855,222.275,1.00355,2.3264,0.996515,19.5473,0.271014,0.00698712,1.1222,11.4047,0.00158403,
100,49.2324,141.184,463.307,0.348711,5.2243,3.68375,1.51467,29.906,2.34692,40.4548,3.36422,14.6191,40.0703,16.7324,6.41912,1.60825,7.71795,10.0529,219.556,1.26739,14.6651,216.461,1.00355,2.3264,0.996515,5.33763,0.271014,0.00698712,1.22149,11.405,0.00158403,
101,49.2288,136.935,518.003,0.359506,4.65562,4.11945,1.27584,31.1484,0.584669,39.1736,3.35241,14.4401,38.1845,15.0043,7.35831,0.708857,11.2121,2.33693,254.443,0.954228,15.7286,248.204,1.00355,2.32706,0.996515,12.1488,0.271014,0.00664651,3.07175,11.4046,0.00158403,
102,49.221,62.3961,92.0393,0.788847,2.55454,5.80417,1.25863,33.9041,0.900695,1.48153,3.41203,11.6462,1.43418,11.0691,24.3759,0.993043,28.5724,4.26978,31.7065,1.40465,3.21875,32.7382,1.00078,2.32706,1.07381,29.8456,0.271014,0.00664651,3.20729,11.4053,0.00111117,
103,49.221,129.303,480.3,0.380663,3.75755,6.35585,1.33064,35.4087,1.18821,33.3952,3.39827,11.9275,32.5412,13.6763,26.231,1.04687,38.6861,4.51916,234.132,1.36356,2.55727,228.399,1.00078,2.32751,1.07381,29.8457,0.271014,0.00664651,2.83716,11.4038,0.000618696,
104,49.221,277.791,757.245,0.177187,7.4736,11.1181,1.9258,37.2498,1.19609,100.745,3.5769,15.0043,99.5013,19.3046,30.1362,2.82121,62.9923,3.90261,350.935,1.47207,12.4888,346.576,1.00078,2.32807,1.08228,8.5148,0.271132,0.00664651,1.28978,11.4061,0.000618696,
105,49.221,73.2728,119.9,0.67175,3.85924,8.08766,1.53682,38.0577,1.41734,1.69624,3.3024,13.6683,1.64708,14.4795,30.391,2.0972,59.8431,7.83494,43.5212,0.997778,13.3026,98.1837,1.00078,2.32781,1.08228,13.4237,0.265008,0.00664651,1.22282,11.4061,0.000618696,
106,49.221,255.504,674.818,0.192643,9.94096,10.6579,2.03268,32.0954,3.45915,87.9025,3.547,19.0521,86.8162,22.1963,25.1492,2.41911,20.5221,9.34514,324.954,1.76064,22.6386,300.853,1.00078,2.32841,1.0749,10.4342,0.271132,0.00664651,0.908868,11.4061,0.000618696,
107,49.221,250.875,729.585,0.196197,7.5531,7.61088,1.67316,40.633,2.52046,87.2477,3.52797,14.2953,85.8131,19.7889,25.4969,1.89598,76.4232,8.29066,349.434,1.52144,11.301,342.973,1.00078,2.32841,1.08228,5.7728,0.271132,0.00668061,2.60896,11.4069,0.000618696,
108,49.221,250.795,755.151,0.19626,7.70241,6.43304,1.83608,32.6021,2.76863,90.4859,3.82207,16.5108,88.6337,20.7471,14.4071,2.34467,28.1756,8.91304,363.108,1.96189,19.1621,355.271,1.00078,2.32785,1.08228,7.93823,0.266415,0.00668061,3.20773,11.4076,0.000618696,
109,49.221,120.52,499.031,0.408406,2.11079,4.97936,1.26249,29.5739,1.46524,33.3181,3.30057,11.7518,32.7575,8.28403,18.6023,1.16669,3.54967,8.32362,239.767,0.740398,5.17741,229.269,1.00078,2.32738,1.08228,16.0549,0.268024,0.00668061,3.20773,11.4077,0.000618696,
110,49.2196,244.797,632.459,0.201063,7.65791,10.647,1.82005,27.7618,2.33625,86.7822,3.54699,17.9493,86.2953,20.1289,34.987,2.34807,6.69699,9.73357,298.225,1.52882,21.3044,296.515,1.00078,2.32822,1.09271,2.92828,0.263544,0.00702273,2.52994,11.4078,0.000813575,
111,49.2194,230.622,726.616,0.21342,4.2657,6.20382,1.57768,28.6206,3.7773,85.0121,3.5091,13.8255,83.8307,14.002,17.0476,1.86458,4.98628,14.0425,342.239,1.29009,12.3167,337.025,1.00078,2.3275,1.09271,5.98633,0.271132,0.00676906,3.21098,11.4087,0.000813575,
112,49.2159,187.086,651.697,0.263066,3.49794,6.00158,1.55262,30.3179,2.50731,64.0978,3.09179,12.9369,63.0821,12.0178,21.8709,1.82844,9.13472,12.1898,313.057,0.640626,6.23934,307.632,1.00053,2.32826,1.09271,10.9059,0.271132,0.00663938,0.749588,11.4087,0.000813575,
113,49.2142,102.228,314.9,0.481414,3.96847,6.81352,1.20799,32.4031,0.957381,20.2359,3.39159,13.1143,20.1362,14.51,22.3696,0.569581,21.0948,3.57928,144.303,0.974388,9.14284,141.875,1.00012,2.32833,1.09023,9.42538,0.273067,0.00663938,3.21068,11.4094,0.000925121,
114,49.2142,227.698,1113.04,0.216138,5.04756,5.93202,1.4394,181.858,2.92448,5.59363,3.53292,15.7956,5.57404,16.0575,17.3289,1.38778,1062.54,11.0396,29.4517,1.47572,19.7689,29.5933,1.00012,2.32933,1.09023,12.4343,0.280803,0.00663938,3.21045,11.4089,0.000792427,
115,49.2134,237.252,641.928,0.207431,8.28812,9.73439,1.9458,33.7383,1.82242,82.1889,3.56089,14.6361,81.3372,22.1785,30.0137,2.89498,150.751,6.45751,298.024,1.40498,12.5331,293.411,1.00012,2.32889,1.09023,9.48811,0.281345,0.00663938,1.70352,11.4089,0.000672082,
116,49.2134,167.606,546.125,0.293625,5.53628,7.40694,1.67035,37.8954,1.49305,48.5924,3.24124,14.1344,47.6359,17.7245,21.3705,2.17308,55.9029,5.73323,257.289,0.845276,13.9907,254.374,1.00052,2.32935,1.09023,13.3342,0.288467,0.00696555,1.05479,8.88539,0.000708581,
117,49.2134,163.04,549.839,0.301849,6.3396,5.758,1.62491,30.0099,2.00575,49.3679,3.38612,15.8944,48.6529,18.2026,15.1413,2.0576,10.7518,6.88084,258.833,0.786445,18.6426,254.354,1.0002,2.32935,1.09023,11.2748,0.293853,0.00667563,3.21102,11.4096,0.000708581,
118,49.2123,168.377,518.91,0.292275,4.99206,6.26587,1.43474,29.2382,3.69964,53.4144,3.34337,13.0307,52.9579,15.9789,15.9614,1.59635,4.50444,13.6194,238.784,0.77901,9.71386,236.366,1.00018,2.32964,1.09023,5.6922,0.296204,0.00666035,3.21098,3.47208,0.000616177,
119,49.2123,116.398,319.427,0.422794,4.11105,6.38915,1.46616,29.3132,2.89633,27.0559,3.36096,14.8002,27.0051,13.4723,23.8349,1.48881,4.05544,11.6792,144.189,0.941894,17.4208,144.733,1.0002,2.32945,1.09327,8.81387,0.293237,0.00673378,3.21093,5.41268,0.000616177,
120,49.2122,89.3429,280.899,0.550824,1.87809,2.64236,1.21866,29.6663,0.704006,19.3882,3.17442,11.3485,19.3224,6.45004,4.30002,0.888446,1.32083,3.53885,135.842,0.320665,3.44557,135.144,1.0001,2.32957,1.09096,20.6874,0.297286,0.0071,1.3431,8.31783,0.000616177,
121,49.2119,192.476,668.3,0.255678,4.90747,4.28267,1.4247,31.0461,2.38281,66.765,3.39487,12.6936,65.579,15.6679,8.49377,1.40013,12.3744,9.81203,320.288,0.991427,5.43111,320.294,1.0001,2.32957,1.09295,14.5993,0.297155,0.0071,2.76858,11.4098,0.000616177,
122,49.2119,163.523,457.346,0.300947,4.90329,5.9329,1.28121,28.7316,1.30034,50.9854,3.50843,15.9568,50.9234,15.4946,16.5939,0.800012,5.00141,4.40858,204.354,1.27544,18.3229,204.855,0.999984,2.32957,1.0925,10.1424,0.29555,0.00710794,3.21146,11.41,0.000616177,
123,49.2119,169.651,601.752,0.290077,2.91649,6.6627,1.36313,29.6878,0.611052,56.7609,3.19505,12.7203,55.7336,11.2735,23.3961,1.48634,3.51498,2.07588,285.68,0.423953,8.48602,280.806,0.999984,2.32957,1.09247,9.34891,0.297155,0.00708121,1.40788,11.41,0.000616177,
124,49.2116,135.484,315.746,0.363228,6.64826,13.1034,1.63122,29.9138,3.98814,29.6582,3.51776,17.4283,29.5948,17.8306,35.345,1.81758,6.77644,12.2033,125.974,1.18534,22.1432,130.415,0.999984,2.32961,1.09247,11.9394,0.29666,0.00770395,3.21155,11.3021,0.000616177,
125,49.2116,87.9569,141.983,0.559496,6.49721,11.8311,1.72589,38.6687,1.69308,3.84026,3.48344,16.4499,3.7673,18.682,32.4544,2.40246,63.7369,7.97024,17.9281,1.34728,19.7116,28.6134,0.999984,2.3297,1.09247,13.2816,0.298088,0.00770395,2.12591,11.41,0.000616177,
126,49.2104,115.089,323.306,0.427587,4.91694,6.66564,1.29746,29.594,1.37537,26.7954,3.387,14.385,26.6718,15.8396,21.2331,0.926121,10.5442,4.85234,148.209,0.768347,16.033,150.158,0.999729,2.3297,1.09247,6.83593,0.298088,0.00770395,3.21156,5.95881,0.000616413,
127,49.2104,167.4,426.112,0.293969,9.4497,9.64605,1.96939,34.2579,3.09423,43.0687,3.75382,19.249,42.9112,22.8101,27.2685,2.79929,42.9544,10.7376,190.202,1.84171,26.571,190.821,0.999729,2.32973,1.09247,7.9147,0.301104,0.00719956,2.5988,3.46409,0.000616413,
128,49.2104,84.6721,163.137,0.581187,4.43397,9.69778,1.48573,29.9297,1.84687,9.71758,3.30555,14.5588,9.69619,14.6746,31.2143,1.77568,5.36705,8.00887,62.3307,0.868749,15.0865,56.5253,0.999497,2.3298,1.09129,14.0128,0.301104,0.00673819,1.02488,11.4101,0.000622616,
129,49.2104,162.222,475.686,0.303353,5.59471,5.31168,1.57081,42.625,1.42124,43.8691,3.47672,14.6519,43.7004,18.2629,15.2772,2.08368,96.4479,6.1532,216.507,1.27982,14.1293,213.029,0.999497,2.32979,1.09208,8.35849,0.301104,0.00712829,3.21155,11.4101,0.000622616,
130,49.2104,69.8254,116.434,0.704763,3.451,5.64258,1.42785,30.8373,0.797634,6.10121,3.36936,12.0901,6.10842,12.4136,16.2133,1.85829,12.6174,3.36689,42.9089,0.790735,5.54291,56.4483,0.999644,2.32972,1.09208,29.8483,0.301104,0.00764437,3.21133,10.3199,0.000652354,
131,49.2103,71.6137,130.326,0.687164,1.96221,2.70772,1.28473,30.6469,1.23474,9.24282,3.17431,12.1305,9.2297,4.8592,3.70297,0.935368,6.31738,4.64094,58.9565,0.286215,4.32625,59.0362,0.999644,2.32967,1.09208,25.0122,0.304119,0.00744734,1.70629,11.4098,0.000619369,
132,49.2102,313.308,800.188,0.157067,8.86386,12.2891,1.83412,30.7608,3.51283,119.444,3.34828,15.4507,117.805,21.5808,33.8473,2.30164,19.16,10.9292,370.458,1.40698,15.5597,389.758,0.999342,2.32982,1.09249,1.68377,0.304119,0.0077313,1.09715,11.4099,0.000652354,
133,49.2101,209.674,620.198,0.234698,8.28092,7.38737,1.76946,34.1244,5.21234,67.2541,3.82099,15.6043,66.2205,22.1126,20.0562,2.10584,24.7171,16.3867,291.673,2.14632,16.8052,283.324,0.999451,2.32982,1.09249,10.2324,0.304119,0.00802769,3.21125,11.4099,0.000635833,
134,49.2101,165.707,566.153,0.296971,4.55221,10.8663,1.63811,29.3708,2.47519,49.8408,3.51855,14.7832,48.6617,15.2186,35.3622,2.17556,5.71122,10.5618,267.489,1.27466,15.2806,259.877,0.999451,2.32979,1.09237,13.2542,0.304119,0.00720551,3.21118,11.4098,0.000647466,
135,49.2101,87.872,229.603,0.56002,4.18632,4.3328,1.18847,31.5605,0.968517,14.922,3.34531,12.4686,14.8996,15.6229,11.7547,0.566816,14.2897,3.76371,102.627,0.741593,5.67814,106.161,0.99926,2.32972,1.09237,14.6989,0.304617,0.00735242,3.21113,11.4096,0.000620759,
136,49.21,123.925,385.108,0.397096,5.2802,6.99349,1.45074,29.8645,2.47597,29.3342,3.24778,16.1704,29.1072,15.8721,22.3,1.2147,9.52901,8.20563,179.37,1.18569,20.2815,178.277,0.99926,2.32981,1.0918,5.87836,0.304679,0.00717695,0.684005,11.4094,0.000617772,
137,49.2097,125.783,332.295,0.391226,7.34804,11.5247,1.54625,34.814,1.98516,24.9771,3.56214,15.2478,24.7782,21.5735,35.7388,1.91924,31.9344,7.63758,145.017,1.50216,16.4258,144.545,0.999223,2.3298,1.0921,8.55635,0.304742,0.00808115,3.21131,11.4099,0.000617772,
138,49.2097,95.6567,209.608,0.514441,3.53202,3.5375,1.6371,28.7871,1.82147,17.8717,3.36837,17.2349,17.8666,11.7676,9.50337,2.27847,7.31494,7.38369,89.3369,0.700354,23.2935,89.4863,0.998895,2.32987,1.0921,12.0297,0.304742,0.00809778,3.21133,11.4099,0.000624601,
139,49.2097,169.772,606.157,0.289857,2.98317,5.701,1.37277,29.5108,2.39625,56.9335,3.24348,11.6749,55.9563,9.98866,17.1854,1.40448,2.16877,10.8998,285.276,0.715989,5.91067,278.445,0.998895,2.32988,1.0921,15.0387,0.304493,0.00808022,0.567316,10.371,0.000624601,
140,49.2091,121.499,316.834,0.405016,5.15761,10.6944,1.45158,29.4867,1.46045,28.3198,3.55893,13.1547,28.2148,16.4229,32.7247,1.5121,2.7007,5.7248,138.267,1.87208,13.7545,134.483,0.998749,2.32988,1.0921,13.1037,0.304111,0.00823969,1.9127,5.95796,0.000624601,
141,49.2091,114.749,361.606,0.42884,3.85244,3.47978,1.34944,29.0655,1.22263,28.8556,3.36924,14.7625,28.792,14.1056,8.61224,1.49738,3.88487,4.91932,163.011,0.872326,16.5655,162.632,0.998749,2.32988,1.0921,8.10086,0.305098,0.00823969,3.21142,11.41,0.000618879,
142,49.2091,107.184,327.141,0.459107,2.36625,6.34679,1.3621,35.6649,1.68754,21.7151,3.26959,13.1572,21.615,7.18379,19.8937,1.39223,44.2187,7.18412,143.879,0.831846,9.82245,142.827,0.998422,2.32988,1.09249,9.43515,0.305159,0.00792416,0.780431,11.41,0.000624601,
143,49.209,100.119,300.446,0.491505,3.9037,4.02393,1.32829,32.1287,1.54451,20.2242,3.37087,13.4181,20.1768,14.1284,8.70744,1.29664,19.3063,7.18536,134.967,0.990607,11.2133,134.597,0.998422,2.32988,1.09295,10.1278,0.304998,0.00811984,3.21135,11.41,0.0006241,
144,49.2089,275.894,707.85,0.178362,8.54857,5.54156,1.70921,29.9855,3.45635,102.63,3.83825,18.5873,101.598,21.8577,11.5584,1.92351,12.0118,11.1095,328.905,2.10578,22.9158,340.32,0.998422,2.33003,1.09297,10.2133,0.304932,0.00784997,2.82456,11.41,0.0006241,
145,49.2089,224.979,705.829,0.218727,4.94669,4.65411,1.17555,28.8228,1.85185,83.7509,3.39259,13.9069,82.4777,16.0947,10.5494,0.598282,4.28717,7.29266,337.508,0.855428,11.9871,332.635,0.998422,2.3302,1.09297,8.58407,0.304951,0.00771822,3.21137,11.41,0.0006241,
146,49.2088,119.068,338.741,0.413283,6.78025,9.18467,1.71226,30.2984,3.31261,23.6748,3.44992,17.1077,23.5475,19.6422,27.3775,2.1605,11.6536,12.0243,145.656,1.29032,21.648,150.816,0.998422,2.33015,1.09291,10.5523,0.304855,0.00822609,1.07359,11.41,0.000631144,
147,49.2088,157.875,546.079,0.311694,3.47143,3.22152,1.2601,29.3773,1.32565,51.6802,3.33745,13.289,50.9124,12.8286,7.39761,0.955843,3.09084,5.84403,259.08,0.789228,11.5202,258.5,0.998422,2.33015,1.09297,8.88282,0.304998,0.00823076,3.21137,11.41,0.000616986,
148,49.2087,144.302,436.833,0.341012,3.51424,8.13364,1.72314,28.7427,1.14483,40.5096,3.58355,16.5347,40.4154,11.3205,24.4134,2.47301,4.4362,4.10071,197.374,1.55383,20.7229,196.945,0.99837,2.33015,1.09282,10.4641,0.305449,0.00823076,3.21137,11.41,0.000616986,
149,49.2087,146.246,449.798,0.336479,5.1842,5.75221,1.47599,29.6047,2.53704,41.8716,3.3108,14.9068,41.6026,16.2726,14.1314,1.41337,7.8755,9.63842,209.95,0.950437,16.3053,208.302,0.998281,2.3302,1.09282,2.14499,0.305572,0.00823076,1.98065,11.41,0.00063041,
150,49.2083,142.011,416.457,0.346509,5.31909,3.90563,1.4825,29.8909,0.967406,40.0774,3.56733,16.8209,39.9803,16.6208,6.00732,1.62347,9.60358,3.09495,194.503,1.62398,19.9436,194.062,0.998097,2.3302,1.09282,9.79985,0.305525,0.00858544,1.98585,11.41,0.000622968,
151,49.2083,166.001,537.1,0.296435,5.11078,6.60466,1.67797,37.1685,1.56406,49.5644,3.48101,12.0229,48.8064,16.5521,18.1663,2.31274,54.3769,6.48223,255.38,1.19953,5.96242,250.535,0.998097,2.33017,1.09305,17.5993,0.305622,0.00860231,3.21145,6.39218,0.000622968,
152,49.2083,241.541,724.088,0.203726,5.77563,9.79116,1.72197,35.6312,1.97175,85.1977,3.62626,14.1015,83.7238,16.2641,30.0433,2.29849,47.2428,7.77539,345.044,1.73735,10.5615,338.594,0.998097,2.33017,1.09309,4.48063,0.305773,0.0083023,3.21146,11.4101,0.000623165,
153,49.2082,113.766,377.104,0.432538,3.6064,6.77848,1.42313,29.054,2.27413,26.6395,3.29905,14.2638,26.4277,12.9174,29.8707,1.66177,4.43761,11.656,186.133,0.613551,14.5994,187.055,0.997985,2.33017,1.09303,4.37419,0.305773,0.00855467,3.21151,11.4101,0.000623165,
154,49.2081,121.146,331.404,0.406187,4.23515,5.28476,1.46989,28.761,2.4626,29.6702,3.3064,16.3957,29.5606,13.1696,16.6866,1.56017,4.31854,9.54113,144.014,0.939914,20.1419,144.014,0.997812,2.33019,1.09313,11.1816,0.305723,0.0084554,1.10092,11.41,0.000623165,
155,49.208,166.419,586.015,0.295688,3.84334,6.11892,1.33054,29.1735,2.13825,54.1765,3.28635,12.8384,53.5132,14.0697,22.6667,1.24522,3.36938,9.85549,273.022,0.858155,8.32181,271.027,0.997812,2.33019,1.09298,10.4887,0.305698,0.00847452,1.19903,11.41,0.000627358,
156,49.208,179.296,571.908,0.274452,4.79699,6.38952,1.43604,36.8826,1.75602,56.1796,3.32577,13.1334,55.3957,15.0507,18.5185,1.48705,56.1097,6.74864,270.611,0.737196,7.09865,266.731,0.997807,2.33021,1.09296,4.96312,0.305723,0.00850958,2.4505,11.4101,0.000615544,
157,49.208,143.667,463.489,0.342513,4.21501,4.59412,1.49676,29.0117,1.70886,42.5306,3.43714,14.2488,42.4244,15.7264,14.645,1.98057,7.8233,9.15251,208.358,1.37137,14.0426,208.223,0.997792,2.33021,1.09296,8.56802,0.30597,0.00829344,3.21151,11.41,0.000615544,
158,49.2079,159.772,520.107,0.307989,5.16069,3.9612,1.63135,28.8812,1.29772,50.4651,3.50458,15.0425,49.8276,16.5439,7.10685,2.29813,3.87347,6.12847,248.802,1.34491,16.4323,245.176,0.997782,2.33017,1.09296,11.9062,0.30597,0.00860651,3.21151,11.4101,0.000615544,
159,49.2079,161.796,519.51,0.304136,5.34324,7.42656,1.52263,31.8416,1.66548,48.9963,3.30537,13.212,48.4823,17.286,24.9504,1.94517,18.8088,6.72541,241.356,0.474834,8.43265,238.675,0.997782,2.33021,1.09296,13.2527,0.305972,0.00874781,3.21151,11.4101,0.00061491,
160,49.2079,142.587,457.73,0.345107,3.86589,7.28585,1.24047,29.0504,0.753908,41.8326,3.27635,13.6627,41.6192,14.037,24.9542,0.726069,4.79937,2.97126,204.83,0.731144,11.0475,204.766,0.997713,2.3302,1.09296,9.11664,0.306002,0.00871176,1.53859,11.4101,0.000623868,
161,49.2077,170.288,591.378,0.288968,4.29453,5.26234,1.70606,29.9278,0.850533,56.0528,3.23125,13.8771,55.0852,13.9341,15.6067,2.57015,5.5375,3.49613,282.145,0.559545,10.7272,276.957,0.997518,2.33017,1.0931,8.30325,0.305983,0.00872777,1.26446,11.4101,0.000618465,
162,49.2076,242.925,722.413,0.202563,7.16616,11.2497,1.91379,28.6868,1.89028,86.5714,3.68616,16.3959,85.3645,18.8449,28.7427,2.69906,5.71344,6.33814,338.681,1.89997,17.4966,338.149,0.997518,2.33022,1.0931,7.90377,0.306091,0.00871909,1.07737,11.4102,0.000657148,
163,49.2076,123.349,483.816,0.398929,2.93417,3.63069,1.32506,30.5208,0.776856,34.6787,3.24807,12.366,33.869,10.874,9.86058,1.40493,5.84442,2.61181,245.923,0.349168,6.34584,237.96,0.997488,2.33022,1.09322,24.3161,0.306084,0.00878977,3.21157,11.4102,0.000616586,
164,49.2076,129.468,347.533,0.380075,5.57851,10.2809,1.45196,29.4005,1.01076,30.8152,3.33568,16.8442,30.7504,15.8878,31.4715,1.77366,6.47229,3.61487,158.333,0.854168,21.7068,157.774,0.997488,2.3302,0.927041,7.75478,0.279623,0.00868283,1.75855,11.4102,0.00063036,
165,49.2076,137.566,433.015,0.357701,3.14589,2.75558,1.21622,29.0328,0.644909,41.6501,3.38314,14.2242,41.5136,11.9134,7.76362,0.679626,4.01449,2.11448,203.413,0.927204,14.0406,202.633,0.997488,2.33022,1.09312,9.26914,0.306012,0.00878977,3.21154,11.4101,0.00063036,
166,49.2076,135.502,423.586,0.363151,3.4845,7.35165,1.37303,29.1176,0.618936,38.4665,3.19209,13.6168,38.2807,12.2974,25.3842,1.6763,3.5817,2.18912,188.984,0.206,10.856,187.967,0.99746,2.33022,1.0931,11.4914,0.301057,0.00878977,2.64115,11.4101,0.000663974,
167,49.2075,200.119,658.766,0.245891,4.73202,5.26102,1.37499,29.4946,2.94826,70.9787,3.38289,12.1398,69.8065,14.954,14.9401,1.36603,2.47886,11.2734,314.304,1.05427,4.32495,308.8,0.997408,2.33022,1.09312,15.3328,0.306083,0.00882695,2.28973,8.4145,0.000682189,
