Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
327,1227.64,1602.15,1294.56,0.766243,56.0374,0,18.3417,1367.82,43.9077,3.25472,42.4445,54.7157,15.6284,230.885,0,62.2876,595.732,206.752,1.51327,303.023,226.002,17.5208,0.126468,0,0.00365468,1208.03,0.108566,0.599981,0.983515,0.0257404,10.5314,
328,1227.64,2072.55,2329.28,0.592332,105.485,0,46.8713,1537.94,105.85,3.32131,151.302,103.006,18.7773,318.191,0,140.757,1097.94,337.948,1.74308,643.369,306.99,23.3847,0.126468,0,0.00365468,1208.03,0.157813,0.687659,0.983515,0.0257404,10.5314,
329,1227.64,2046.29,2313.75,0.599933,107.487,0,62.667,1502.84,112.463,3.17752,133.605,105.076,18.9791,315.455,0,180.849,907.796,334.621,1.53283,618.7,309.934,24.5722,0.126468,0,0.0684106,1208.03,0.157813,1.1247,0.983515,0.0257404,10.5314,
330,1227.64,2019.48,1978.85,0.607897,111.821,0,76.7952,1465.34,87.0983,3.25954,146.254,110.268,18.648,317.29,0,190.701,707.442,266.228,1.98941,549.324,311.879,20.6518,0.126468,0,0.0684106,1208.03,0.157813,0.0898772,0.983515,0.0257404,10.5314,
331,1227.64,2323.09,4144.95,0.52845,86.8623,0,45.1105,1540.03,84.5775,3.39975,456.873,86.0809,20.1618,301.757,0,146.88,965.665,305.482,1.98571,3057.79,299.373,27.3507,0.126468,0,0.0684106,1208.03,0.157813,1.15038,0.983515,0.0257404,10.5314,
332,1227.64,2354.5,3941.22,0.5214,106.417,0,56.0401,1510.51,103.778,3.39603,450.731,104.245,19.3862,337.247,0,161.93,911.489,355.956,2.08405,3043.07,333.089,25.3709,0.126468,0,0.0684106,1208.03,0.157813,1.39018,0.983515,0.0257404,5.97159,
333,1227.64,1848.63,2389.26,0.664079,63.9636,0,30.2798,1385.22,61.0981,2.89249,226.512,62.5844,16.079,229.964,0,108.025,571.456,222.165,1.3832,1779.16,228.737,16.9407,0.126468,0,0.0684106,1208.03,0.157813,0.200111,0.983515,0.0257404,10.5314,
334,1227.64,1960.23,1935.27,0.626273,115.65,0,55.6886,1491.54,97.8221,2.98899,63.9523,113.891,18.6976,337.688,0,147.077,775.201,346.458,1.55251,267.111,331.167,21.2299,0.126468,0,0.0684106,1208.03,0.157813,0.698294,0.983515,0.0257404,10.5314,
335,1227.64,2070.97,3559.63,0.592786,64.3629,0,49.7058,1490.35,76.2063,3.246,311.725,60.093,15.271,234.033,0,156.632,1259.97,266.703,2.10887,2458.19,211.131,15.2639,0.126468,0,0.0605277,1208.03,0.157813,0.320151,0.983515,0.0257404,10.5314,
336,1227.19,2051.15,2531.37,0.598292,92.2479,0,60.5146,1461.54,126.777,3.3063,200.422,89.4113,16.9286,290.141,0,165.253,783.551,392.399,2.15736,1370.41,281.268,19.0975,0.126468,0,0.0605277,1208.2,0.157813,0.88943,1.19554,0.0257404,10.5314,
337,1227.19,2147.05,3241.97,0.57157,102.13,0,46.8596,1450.35,96.2627,2.95576,331.766,99.4378,17.2798,317.629,0,146.603,789.74,323.13,1.61315,2106.94,309.401,20.4757,0.126468,0,0.0605277,1208.53,0.157813,0.550908,1.19554,0.0257404,10.8519,
338,1227.19,1718.28,1575.96,0.714193,70.8389,0,36.0366,1427.5,58.5358,3.28999,34.883,70.0472,17.1551,261.071,0,117.791,772.915,266.559,2.19726,312.276,257.618,21.3862,0.126468,0,0.0605277,1208.64,0.157813,0.319609,0.983357,0.0257404,10.8519,
339,1227.19,1671.99,1539.46,0.733968,49.2432,0,49.1253,1348.04,44.8947,2.90393,114.387,48.3875,15.0055,172.263,0,139.473,579.179,198.009,1.81607,765.592,171.424,16.9793,0.126468,0,0.0605277,1186.23,0.157813,0.528116,1.19554,0.0257404,3.10759,
340,1227.19,2133.33,2949.18,0.575244,115.956,0,50.7652,1461.29,122.655,3.26408,249.716,112.253,17.4347,357.944,0,147.53,748.376,373.912,2.46863,1505.55,349.06,18.511,0.126468,0,0.0605277,1208.64,0.157813,0.37302,1.19554,0.0257404,9.87394,
341,1225.7,1726.79,1569.9,0.709814,64.4222,0,32.2632,1402.08,91.8689,3.02873,58.6893,59.8636,14.5737,230.248,0,113.062,701.555,340.183,1.75791,239.544,215.817,14.448,0.126468,0,0.0605277,1208.64,0.166154,0.718105,1.12685,0.0257404,10.8519,
342,1225.7,1947.15,2189.28,0.629485,87.7476,0,51.9062,1504.37,104.787,3.08634,91.1997,85.1725,18.8831,288.083,0,160.025,935.958,328.872,1.70874,464.836,281.033,24.8939,0.126468,0,0.0605277,1208.64,0.166154,0.0557537,1.12685,0.0257404,10.8519,
343,1225.7,2078.3,4490.01,0.589762,53.9686,0,34.5957,1452.64,55.006,3.07109,406.825,53.7985,18.3954,197.371,0,122.353,791.174,226.131,1.998,3740.73,196.935,23.5727,0.126468,0,0.0605277,1208.64,0.153289,0.43346,1.10313,0.0257404,10.8519,
344,1225.7,1848.55,2520.36,0.663062,67.849,0,39.2355,1349.49,42.8264,2.95028,263.551,67.435,15.2112,267.336,0,145.47,582.505,202.805,1.80626,1608.66,266.47,16.9135,0.126468,0,0.000792732,1208.64,0.166154,0.730043,1.10313,0.0257404,10.8519,
345,1225.7,2090.41,3146.96,0.586346,90.2078,0,45.0873,1480.26,127.239,3.06339,236.015,90.5635,17.9694,301.767,0,142.618,997.51,458.205,2.18635,1551.68,296.556,24.5752,0.126468,0,0.000792732,1208.54,0.166154,0.481788,0.990137,0.0257404,7.06576,
346,1225.7,3182.3,15590.3,0.385162,88.4939,0,36.4367,1326.66,58.8208,2.87396,1566.22,88.0596,14.7432,304.177,0,137.296,600.772,258.637,1.59237,15160.6,302.928,16.8906,0.146496,0,0.000792732,1208.54,0.157415,1.26688,1.10313,0.0257404,10.8519,
347,1225.7,1984.97,2851.99,0.617491,79.661,0,51.8962,1455.74,69.2128,2.72775,230.148,78.055,17.5322,263.54,0,154.121,805.432,266.961,1.4872,2218.57,255.436,22.1238,0.146496,0,0.000792732,1208.54,0.157415,0.162404,1.02084,0.0257404,5.7414,
348,1225.7,2580.7,6502.72,0.474951,115.282,0,64.1989,1453.87,81.752,2.96581,729.632,114.903,18.0919,360.27,0,184.403,755.539,286.599,2.0981,5920.39,359.653,22.1855,0.146496,0,0.000792732,1208.54,0.157415,0.286975,1.10313,0.0257404,7.95134,
349,1225.7,1809.11,1651.77,0.677519,49.1937,0,51.8617,1513.26,30.6418,2.94222,92.2562,48.9025,20.0468,192.654,0,160.434,934.865,164.563,2.10303,757.071,192.1,27.6052,0.114297,0,0.000792732,1208.54,0.157415,0.487523,1.10313,0.0257404,10.9426,
350,1224.99,1887.74,2655.57,0.64892,56.1927,0,39.8147,1378.26,50.7759,2.71205,288.062,55.7234,16.2013,194.504,0,142.963,605.521,190.182,1.58909,2076.68,193.924,18.3593,0.146496,0,0.000792732,1208.3,0.157415,0.803659,1.10313,0.0257404,10.9426,
351,1224.99,2139.35,4058.1,0.5726,77.793,0,53.6539,1312.44,84.4001,2.58557,514.453,80.0933,13.9276,270.866,0,174.446,375.936,347.228,1.16922,3438.86,277.766,11.0689,0.146496,0,0.000792732,1208.3,0.157415,0.673637,1.10313,0.0262777,10.9426,
352,1224.99,1820.61,1728.83,0.672846,104.325,0,49.6295,1420.74,64.5106,2.7959,57.6191,103.369,17.6242,330.975,0,155.803,694.747,232.342,1.93959,454.606,327.255,21.19,0.146496,0,0.000792732,1208.3,0.166154,0.984484,1.10313,0.0262777,10.8989,
353,1224.99,1776.39,1692.33,0.689597,81.5055,0,47.8631,1437.86,69.1567,2.84961,39.7384,80.1,17.3147,282.612,0,151.411,789.828,259.885,1.76265,141.096,277.083,21.9734,0.138532,0,0.000792732,1208.3,0.120478,1.41816,1.07857,0.0249623,10.9426,
354,1224.99,1765.34,1650.89,0.693913,70.835,0,51.8889,1428.56,80.7325,2.80575,43.6429,69.7048,17.165,240.405,0,161.853,762.098,270.255,1.99138,152.865,237.618,21.3379,0.165738,0,0.000792732,1208.3,0.120478,1.07681,1.12685,0.0249623,10.9426,
355,1224.99,1930.42,2596.36,0.634574,38.8675,0,40.8644,1481.59,68.267,2.49537,244.047,35.8958,18.3858,181.306,0,139.027,970.037,344.499,1.36687,1453.4,174.703,25.5337,0.165738,0,0.000792732,1208.3,0.120478,0.130934,1.12685,0.0249623,10.948,
356,1224.99,1746.36,1506.9,0.701453,90.5015,0,43.1471,1382.96,72.6313,2.65597,49.581,89.1705,15.7158,271.604,0,120.659,586.004,242.919,1.63422,246.519,268.426,16.7994,0.165738,0,0.000792732,1208.3,0.120478,0.215421,1.12685,0.0249623,3.83352,
357,1224.99,1784.01,1874.16,0.686649,60.882,0,41.0257,1436.89,50.3439,2.7839,113.808,60.4327,17.8512,253.286,0,133.485,806.529,196.373,1.83175,791.326,252.376,23.7428,0.165738,0,0.000792732,1208.3,0.120478,0.467954,1.0818,0.0249623,10.9501,
358,1224.99,2005.21,3249.35,0.610903,84.7743,0,49.7167,1444.66,69.1843,2.70244,252.451,84.0118,17.7139,305.258,0,158.999,829.042,281.192,1.81706,2069.38,302.399,23.4181,0.165738,0,0.000792732,1208.3,0.120478,0.103837,1.12685,0.0249623,5.83658,
359,1224.99,1755.62,1586.72,0.697753,66.296,0,43.8058,1420.27,63.6855,2.78333,76.8741,64.8782,17.0277,220.462,0,145.908,704.025,203.554,2.06724,414.044,214.219,19.9843,0.165738,0,0.000792732,1208.3,0.120478,0.365683,1.12685,0.0249623,10.9521,
360,1224.99,2140.47,2532.31,0.572299,89.6676,0,60.4375,1470.48,91.3041,2.82328,318.312,88.9543,18.4987,249.66,0,169.455,771.242,252.994,2.2932,1494.41,248.119,21.905,0.165738,0,0.000792732,1208.3,0.120478,0.501368,1.13972,0.0249623,10.9521,
361,1224.99,1943.67,2513.31,0.630245,80.9088,0,39.2097,1444.79,57.1122,2.40118,220.626,80.4229,18.2039,260.955,0,130.581,788.342,221.586,1.13904,1349.29,260.373,23.301,0.165738,0,0.000792732,1208.3,0.120478,0.785677,1.0685,0.0249623,10.9521,
362,1224.11,1843.24,1767.91,0.664108,89.4978,0,39.0491,1422.39,73.8878,2.37183,110.127,88.8747,17.039,284.904,0,117.953,716.988,233.026,1.36751,624.112,283.927,20.1476,0.161389,0,0.000792732,1208.3,0.120478,0.416876,1.0685,0.0249186,10.875,
363,1224.11,1790.65,1696.39,0.683614,100.193,0,41.7086,1415.72,63.8029,2.42954,49.3983,99.7942,17.5997,330.46,0,133.094,766.662,230.518,1.54113,185.507,329.572,22.7212,0.165738,0,0.000792732,1105.6,0.120478,0.181778,1.0685,0.0249623,10.875,
364,1224.11,2178.75,3892.03,0.561839,93.9432,0,46.0993,1451.39,93.019,2.8264,380.946,92.6599,17.8715,332.443,0,142.584,820.257,325.642,2.39676,2970.72,329.054,22.6566,0.165738,0,0.0544383,1208.3,0.0743942,0.00703342,1.0685,0.0249623,10.875,
365,1224.11,2012.93,2516.52,0.608124,92.9889,0,60.8058,1438.22,69.52,2.66428,238.915,92.0535,17.7607,280.107,0,172.505,661.059,224.028,2.23997,1406.96,278.856,19.6539,0.165738,0,0.0544383,1208.3,0.115808,0.562566,1.0685,0.0249623,10.875,
366,1224.11,1646.98,1590.65,0.743247,68.4823,0,34.5189,1358.29,69.7161,2.44051,31.8621,66.6948,14.9734,282.84,0,133.882,705.056,296.529,1.65589,235.182,279.847,18.6096,0.165738,0,0.0246576,1208.3,0.120478,0.481569,1.0685,0.0249623,10.875,
367,1224.11,12740.5,108764,0.0960804,72.4923,0,53.5187,1390.31,60.3444,2.40335,11073.8,71.4136,16.1521,242.914,0,164.349,702.981,230.608,1.80717,107892,240.204,19.0978,0.165738,0,0.0246576,1208.3,0.120478,0.496712,1.01817,0.0249623,10.875,
368,1224.11,1975.46,2492.22,0.619658,90.2384,0,52.9626,1432.2,43.6816,2.37822,246.177,89.8596,17.9659,298.144,0,165.399,754.82,184.916,1.5151,5713.35,298.143,22.7077,0.165738,0,0.0246576,1208.3,0.138849,1.40425,1.01817,0.0249623,10.875,
369,1224.11,1766.3,1685.21,0.693036,78.9061,0,31.6633,1430.57,92.7004,2.68565,40.4981,72.8975,16.3815,259.415,0,107.56,789.864,328.252,2.35074,215.107,249.428,19.3657,0.165738,0,0.0142273,1208.3,0.138849,1.00141,1.01817,0.0249623,10.875,
370,1224.11,2421.6,4579.8,0.505496,69.4832,0,56.6206,1393.66,65.4282,2.21494,749.666,68.7014,15.8289,236.534,0,176.009,599.718,214.478,1.65698,3822.52,234.257,16.363,0.109836,0,0.0142273,1208.3,0.138849,0.392992,1.01817,0.0249623,10.875,
371,1224.11,1784.66,1645.61,0.685907,78.8588,0,52.2127,1431.09,83.718,2.21512,41.3623,78.2656,16.9386,260.034,0,157.241,761.994,257.397,1.20687,671.19,258.908,21.6319,0.165738,0,0.0142273,1204.59,0.0822882,0.959628,1.0685,0.0249623,3.09881,
372,1224.11,2150.11,3397.61,0.569324,74.8406,0,42.3723,1407.89,76.501,2.37378,457.116,72.5857,16.4299,258.323,0,142.901,736.131,277.476,1.58447,2482.32,252.262,19.824,0.165738,0,0.0142273,1208.3,0.0822882,0.989493,1.0685,0.0249623,8.76327,
373,1224.11,1815,1784.57,0.67444,81.4259,0,32.5461,1452.06,98.7524,2.31346,52.1266,78.7481,17.0265,281.547,0,103.784,797.305,313.517,1.2432,323.436,271.31,20.6936,0.165738,0,0.0142273,1208.3,0.0822882,1.43824,1.0685,0.0249623,10.875,
374,1224.11,2281.11,2856.83,0.536629,103.93,0,68.5171,1621.67,116.103,2.53098,247.101,100.007,21.2508,316.233,0,177.935,1067.75,359.619,2.10158,1708.86,303.202,27.9024,0.165738,0,0.0142273,1208.3,0.0822882,0.26537,1.0685,0.0249623,10.875,
375,1224.11,1897.75,1924.49,0.645031,96.43,0,60.5145,1405.16,66.0725,2.33984,154.686,95.7349,16.8189,294.295,0,175.019,763.722,233.306,1.5108,812.764,292.601,20.8337,0.165738,0,0.0142273,1208.3,0.0822882,0.189695,1.0685,0.0249623,10.875,
376,1224.11,2112.04,3569.26,0.579586,101.025,0,57.5791,1423.47,86.7611,2.36353,323.499,100.08,17.2644,307.343,0,167.397,704.109,305.375,1.90017,2790.62,304.902,20.2481,0.165738,0,0.0142273,1208.3,0.0822882,0.356785,0.927524,0.0249623,10.5587,
377,1224.11,1831.87,2350.71,0.66823,54.8887,0,36.5794,1417.82,37.3773,2.43757,211.041,54.5077,17.2228,226.591,0,135.188,793.926,200.202,2.04422,1355.45,218.151,23.085,0.165738,0,0.0142273,1208.3,0.0822882,0.986784,0.869463,0.0249623,10.875,
378,1224.11,1954.4,2383.39,0.626334,63.0196,0,47.2631,1421.34,68.2607,2.44963,273.03,62.3521,16.6853,229.125,0,150.353,743.859,239.766,1.95323,1593.8,227.992,20.9869,0.165738,0,0.0142273,1208.3,0.0822882,0.169958,0.988109,0.0249623,10.875,
379,1224.11,1929.81,1873.42,0.634317,116.95,0,53.0267,1411.71,100.077,2.4939,113.006,115.803,16.7423,341.525,0,154.257,623.671,274.392,1.91157,635.616,338.952,18.0602,0.165738,0,0.0142273,1208.3,0.0822882,0.496081,0.988109,0.0249623,9.942,
380,1224.11,1800.23,1799.5,0.679972,76.6747,0,41.6593,1440.94,90.1039,2.5349,58.4133,73.2011,16.7118,261.098,0,132.077,809.326,311.045,2.25863,226.906,249.28,20.56,0.165738,0,0.0142273,1208.3,0.0822882,0.650606,0.988109,0.0249623,10.875,
381,1224.11,2032.41,2160.63,0.602295,76.337,0,63.889,1548.17,94.8633,2.40158,151.989,74.304,20.4521,233.2,0,172.446,965.513,327.124,1.95346,877.46,230.125,27.1078,0.165738,0,0.0142273,1208.3,0.0822882,0.195016,0.988109,0.0249623,10.875,
382,1224.01,2040.99,3153.45,0.599713,72.9061,0,40.2123,1389.34,62.123,2.30467,385.473,72.4022,16.2253,254.298,0,143.514,653.704,203.313,1.67467,2324.37,253.706,19.1122,0.165738,0,0.0142273,1208.3,0.0822882,0.902507,0.770535,0.0249623,10.875,
383,1224.01,1806.58,1730.39,0.677528,83.4192,0,59.656,1437.54,88.4896,2.60006,36.7075,81.4897,16.6781,279.937,0,171.532,823.933,296.456,2.13735,313.397,272.033,21.7779,0.165738,0,0.0142273,1208.3,0.0822882,0.0200305,0.770535,0.0249623,5.12429,
384,1224.01,1958.8,2907.51,0.624877,56.1296,0,52.6173,1390.41,58.3025,2.46739,327.661,54.8507,16.3586,176.026,0,162.344,616.647,213.938,2.24083,1964.4,175.102,18.6815,0.165738,0,0.0142273,1208.3,0.0822882,1.25286,0.770535,0.0249623,4.46395,
385,1224.01,2417.45,3267.42,0.506321,139.273,0,69.3038,1596.72,125.852,2.25909,324.127,137.835,22.0838,399.729,0,182.134,1060.64,391.203,1.7084,1912.22,395.67,29.7189,0.165738,0,0.0142273,1208.3,0.0822882,0.506351,0.770535,0.0249623,10.9089,
386,1224.01,1987.44,2173.3,0.61587,91.7827,0,59.1662,1505.86,110.247,2.62344,111.328,88.4302,18.0055,304.529,0,166.675,969.022,371.345,2.44108,689.24,296.891,24.8166,0.165738,0,0.0142273,1208.3,0.0822882,0.128964,0.770535,0.0249623,5.48158,
387,1224.01,1823.08,2357.51,0.671393,63.6211,0,56.9383,1368.85,81.4516,2.14325,173.095,61.4194,15.5607,242.231,0,172.332,638.678,265.362,1.44406,1323.48,241.294,17.4354,0.165738,0,0.0142273,1208.3,0.0822882,0.941209,0.770535,0.0249623,10.9089,
388,1224.01,1906.08,2245.91,0.642161,88.2402,0,51.6872,1384.28,105.893,2.52832,166.447,91.2029,15.7954,271.288,0,147.496,570.25,368.016,2.22249,1273.43,277.906,16.154,0.165738,0,0.0142273,1208.3,0.0822882,1.15139,0.770535,0.0249623,10.9089,
389,1224.01,1785.04,1516.4,0.685703,90.5345,0,38.7191,1392.67,102.965,2.31528,53.762,88.6919,15.3835,287.17,0,113.565,540.822,298.198,1.85901,211.195,282.929,14.9182,0.165738,0,0.0142273,1208.3,0.0822882,0.687895,0.770535,0.0249623,4.16499,
390,1224.01,1868.42,1655.55,0.655104,74.3982,0,63.9301,1500.06,71.4537,2.1327,63.8277,73.1555,19.4568,270.157,0,172.554,826.902,244.312,1.63697,186.187,268.955,25.0375,0.165738,0,0.0142273,1208.3,0.0822882,0.0309913,0.770535,0.0249623,10.9089,
391,1224.01,1912.96,2433.29,0.639848,88.9052,0,48.9855,1333.19,79.4485,2.51548,259.228,86.2641,14.4242,308.393,0,162.477,484.502,272.575,2.41543,1365.03,305.007,14.6125,0.165738,0,0.0142273,1208.3,0.138849,0.438844,0.770535,0.0249623,5.12441,
392,1224.01,1908.41,2259.22,0.641375,81.5815,0,51.8293,1437.54,67.7656,2.33842,168.69,80.85,17.8123,261.699,0,154.488,792.655,253.027,1.62084,1166.89,260.046,23.0128,0.165738,0,0.0142273,1208.3,0.138849,1.42558,0.770535,0.0249623,10.9319,
393,1224.01,1799.04,1626.5,0.680368,84.2977,0,36.8653,1452.27,57.4907,2.38817,63.7721,83.8118,18.1408,239.153,0,124.166,754.059,223.997,1.74086,262.159,238.005,22.3524,0.165738,0,0.0142273,1208.3,0.138849,0.886641,0.770535,0.0249623,10.9319,
394,1224.01,1900.48,2373.49,0.644051,55.4927,0,53.5712,1464.83,100.824,2.34172,146.611,59.6309,17.1761,237.665,0,171.477,873.554,470.752,1.99276,907.258,239.32,22.398,0.165738,0,0.0142273,1208.3,0.138849,0.682553,0.770535,0.0249623,10.9283,
395,1223.97,1973.94,2383.59,0.620066,76.1466,0,45.1253,1466.31,71.3428,2.23316,219.383,75.1117,18.2887,245.995,0,144.664,798.32,240.713,1.56787,1157.99,243.776,23.8155,0.165738,0,0.0142273,1208.3,0.138849,0.319816,0.770535,0.0249623,7.9517,
396,1223.97,1747.35,1843.23,0.700473,60.7666,0,47.7585,1325.48,46.9154,2.31025,189.274,60.367,14.4826,219.331,0,157.656,501.083,169.786,1.98983,993.496,219.044,14.7034,0.195032,0,0.0142273,1208.3,0.138849,0.311216,0.770535,0.0406533,10.9283,
397,1223.97,1881.81,1985.5,0.650423,114.584,0,48.1893,1418.34,106.439,2.33164,61.7018,113.762,16.4576,334.068,0,144.674,792.1,357.148,2.02454,254.894,332.438,17.4827,0.195032,0,0.0142273,1208.3,0.138849,0.556201,0.770535,0.0406533,10.9283,
398,1223.97,1926.97,1953.67,0.63518,77.4904,0,54.3043,1475.99,93.8315,2.55658,128.316,76.1727,18.312,227.375,0,160.382,801.995,315.466,2.29069,647.095,224.341,21.758,0.195032,0,0.00317816,1208.3,0.138849,1.12607,0.747395,0.0620342,10.9283,
399,1223.97,2115.37,3322.19,0.578608,68.5515,0,57.1127,1399.42,78.0789,2.09,424.613,69.2396,16.2705,237.349,0,177.927,632.408,273.523,1.48319,2251.63,240.271,18.3634,0.195032,0,0.0142273,1208.3,0.138849,0.919955,0.770535,0.0620342,10.9283,
400,1223.97,1668.92,1526.56,0.733392,67.568,0,34.6871,1375.66,69.3906,2.20086,37.0033,66.7667,15.6449,260.992,0,132.678,680.776,275.101,1.54274,411.143,258.723,19.0587,0.195032,0,0.0277709,1208.3,0.138849,1.26889,0.770535,0.0620342,10.9283,
401,1223.97,1786.77,1757.51,0.685018,60.6809,0,36.0885,1424.3,81.1627,2.39758,106.237,59.3385,16.565,214.059,0,126.089,726.445,271.639,2.27087,610.005,209.872,20.2546,0.195032,0,0.0277709,1208.3,0.147844,0.548815,0.767484,0.0620342,8.79487,
402,1223.97,1852.2,1737.28,0.66082,91.9316,0,60.389,1425.09,71.3504,2.23481,93.99,89.9393,17.2788,297.937,0,174.49,715.284,258.89,1.90976,424.674,293.847,20.3618,0.195032,0,0.0277709,1208.3,0.147844,0.138681,0.767484,0.0620342,10.9283,
403,1223.97,2670.13,10050.5,0.458394,64.6085,0,51.2741,1444.37,102.659,2.30526,925.22,63.3419,16.3545,231.055,0,153.461,850.764,395.756,1.89432,8801.36,228.16,19.4681,0.195032,0,0.0277709,1208.3,0.147844,0.21054,0.767484,0.0620342,6.98749,
404,1223.97,1747.51,1486.41,0.700408,63.9047,0,52.8584,1411.21,56.2682,2.31092,81.1461,63.3216,16.4917,218.832,0,155.654,648.52,214.41,1.87286,931.669,217.201,18.5776,0.195032,0,0.0277709,1208.3,0.147844,0.660341,0.767484,0.0620342,10.9283,
405,1223.97,1628.59,1556.29,0.751555,29.5799,0,40.1146,1340.22,54.6453,2.26993,119.479,28.247,14.0316,146.133,0,148.413,595.487,232.357,1.82729,764.883,140.838,15.8352,0.195032,0,0.0277709,1208.3,0.147844,0.73945,0.724239,0.0620342,7.54034,
406,1223.97,2226.76,2697.42,0.549664,147.066,0,62.1805,1537.68,129.202,2.39334,182.653,145.284,20.3027,401.179,0,158.22,909.742,410.258,2.13918,1276.71,396.769,25.5114,0.195032,0,0.0277709,1208.3,0.147844,0.394943,0.767484,0.0620342,10.9283,
407,1223.97,1810.77,1652.27,0.675941,108.8,0,53.0857,1407.18,72.2315,2.2544,43.206,106.978,17.0355,321.824,0,153.976,577.417,254.384,1.83621,215.189,318.04,18.2795,0.195032,0,0.0129206,1208.3,0.147844,1.09606,0.767484,0.0620342,10.9283,
408,1223.97,1645.17,1188.65,0.743979,69.2766,0,46.4661,1337.53,64.6329,2.42023,41.7481,68.5561,14.5437,238.409,0,139.222,411.261,207.769,2.06841,141.071,236.762,12.476,0.195032,0,0.0129206,1208.3,0.197553,1.42558,0.767484,0.0620342,5.76472,
409,1223.97,2078.47,3514.85,0.588881,93.3,0,52.3837,1432.55,80.4857,2.20361,308.223,91.6691,17.6505,296.037,0,159.763,799.688,281.346,1.60053,2704.69,293.798,22.5044,0.195032,0,0.0129206,1208.3,0.197553,0.492421,0.767484,0.0620342,10.9283,
410,1223.97,1759.98,1719.99,0.695448,95.6908,0,33.5737,1397.7,85.5174,2.47088,34.6983,94.2983,16.0241,336.441,0,110.209,662.122,319.786,2.24142,288.983,332.905,17.8551,0.195032,0,0.0129206,1208.3,0.197553,0.363711,0.767484,0.0620342,10.9283,
411,1223.97,1865.24,2068.35,0.656202,96.4386,0,30.1135,1466.07,106.132,2.39319,51.6862,94.8223,17.5834,306.048,0,102.577,904,387.661,2.31288,188.205,300.089,22.8201,0.195032,0,0.0129206,1208.3,0.197553,0.415525,0.767484,0.0620342,10.9283,
412,1223.97,2721.67,9579.87,0.449713,54.8512,0,45.1571,1451.43,75.0682,2.24757,1022.4,52.8075,17.7171,209.741,0,151.846,846.805,278.23,1.83717,8979.65,208.136,23.8067,0.195032,0,0.0129206,1208.3,0.197553,0.934405,0.767484,0.0620342,10.9283,
413,1223.97,3387.88,16018.4,0.361279,89.6473,0,57.2863,1380.69,99.9912,2.45142,1653.99,88.2372,15.5914,280.52,0,163.345,599.113,297.914,2.25871,15615.2,276.661,16.0778,0.195032,0,0.0129206,1102.08,0.197553,0.315613,0.767484,0.0620342,10.0164,
414,1223.97,4455.98,27351.3,0.274681,66.0891,0,43.7341,1385.73,39.6646,2.21792,2836.35,65.834,16.3607,246.292,0,152.895,647.617,180.67,1.78502,26818.2,245.97,19.8132,0.195032,0,0.0129206,1208.3,0.197553,0.713619,0.767484,0.0620342,10.9283,
415,1223.93,2024.6,2452.64,0.604529,73.5888,0,47.0637,1536.59,100.112,2.19616,173.681,71.7647,19.6038,222.399,0,147.287,1013.34,314.501,1.74725,2700.1,217.654,27.1285,0.195032,0,0.0129206,1208.3,0.197553,0.175874,0.767484,0.0585086,10.9283,
416,1223.93,1663.46,1396.54,0.735775,60.1448,0,33.43,1388.3,60.4245,2.22637,43.4932,59.5943,15.8443,230.979,0,117.325,727.886,222.942,1.86553,192.083,229.558,20.4257,0.195032,0,0.0129206,1208.3,0.197553,0.807585,0.767484,0.0585086,8.00931,
417,1223.93,1696.01,1575.49,0.721655,64.2194,0,30.4694,1424.99,73.5714,2.26542,22.1665,61.7391,16.5818,254.037,0,110.352,816.361,300.667,2.08275,93.4291,248.718,21.9538,0.195032,0,0.0129206,1208.25,0.197553,0.854653,0.706544,0.0585086,0.778033,
418,1223.93,6862.76,53884.5,0.178344,42.6824,0,31.0053,1328.63,24.3058,1.97071,5377.12,42.4131,14.6277,191.725,0,130.043,546.928,129.38,1.1312,53104.7,191.205,16.578,0.224968,0,0.000497824,1208.3,0.197553,0.831306,0.770535,0.0585086,10.9283,
