Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
0,231.1,2912.25,2665.85,0.0793545,53.4723,200.515,173.759,4.76204,129.172,6.59047,584.813,548.364,0,457.608,4.06322,63.9374,53.4413,418.543,213.207,67.5915,238.246,1014.05,5.74038,156.724,8.17744,892.231,1397.46,0,435.989,5.02517,80.7906,56.6554,440.879,423.817,0.60029,7.38881,12.0608,0.642335,11.5696,0.0939982,0.000185425,0.00018945,0,28.3234,0.0599419,0.934079,1.17852,32.0879,6.72352,
1,231.1,2511.81,1340.95,0.0920055,69.951,197.92,47.4507,4.79206,127.454,6.23796,488.437,429.873,0,438.414,4.10064,65.2802,69.9201,388.615,173.362,86.5558,131.823,154.021,3.1568,89.8724,4.58315,494.091,755.308,0,292.482,3.33287,49.5377,86.4347,317.115,158.116,0.60029,7.38881,12.0608,0.895299,11.5696,0.0939982,0.000185425,0.00018945,0,27.3639,0.0599419,0.934079,1.17852,31.1435,6.72352,
2,231.1,2444.42,1355.52,0.0945418,94.1528,199.512,45.0932,4.93017,121.74,5.81458,467.333,403.218,0,416.548,4.22601,64.0205,94.1339,350.569,173.132,142.399,131.683,73.078,3.17389,87.5379,4.2805,565.761,647.893,0,278.806,3.33287,50.2111,137.48,283.055,109.195,0.60029,7.38881,12.0608,0.895299,12.0241,0.0939982,0.000185425,0.00018945,0,27.3639,0.0599419,0.934079,1.17852,31.1435,6.72352,
3,231.1,2305.95,1222.98,0.100219,92.6379,191.28,45.9152,4.71171,118.731,5.82259,424.552,377.053,0,395.031,4.00258,64.5626,92.6152,319.118,169.921,135.555,132.087,71.6815,3.21312,85.4409,3.95887,578.678,590.545,0,259.776,3.38875,50.3257,135.659,246.408,105.168,0.60029,7.38881,12.7553,0.895299,12.0241,0.0939982,0.000185425,0.00018945,0,27.3639,0.0112641,0.934079,1.17852,31.1435,6.72352,
4,231.1,2144.76,612.814,0.107751,84.1852,184.674,46.7702,4.65091,117.79,5.94849,351.472,317.854,0,389.97,3.9731,65.2978,84.164,309.306,178.706,111.039,126.9,71.6255,3.20152,85.4879,3.92542,290.951,297.163,0,259.156,3.3519,50.6223,111.638,244.841,108.105,0.60029,7.38881,12.7553,0.798856,12.0241,0.0939982,0.000185425,0.00018945,0,27.3639,0.0112641,0.934079,1.17852,31.1435,6.72352,
5,231.1,2222.15,1277.35,0.103998,108.358,175.121,46.9883,4.5499,113.096,5.82739,369.17,376.51,0,373.527,3.92104,63.0066,108.333,292.024,181.722,167.709,124.732,71.5286,3.19668,81.7427,3.87735,604.731,664.825,0,252.623,3.3237,47.2279,164.325,231.417,112.441,0.60029,7.38881,12.7553,0.798856,12.0241,0.0939982,0.000185425,0.00018945,0,19.0968,0.0112641,0.934079,1.17852,31.1435,6.66534,
6,231.1,2310.09,1730.62,0.10004,112.685,171.835,47.1274,4.6938,117.593,5.69045,405.217,430.483,0,369.321,4.03529,65.2415,112.653,284.516,178.996,160.872,121.519,71.4898,3.24839,82.9519,3.92675,765.376,860.967,0,244.092,3.38084,47.4239,159.84,219.644,105.652,0.60029,7.38881,12.7553,0.798856,12.0241,0.0711799,0.000185425,0.00018945,0,21.2683,0.0112641,0.934079,1.17852,31.1435,6.66534,
7,231.1,2157.08,754.15,0.107136,137.073,175.362,41.7383,4.47089,115.549,5.59202,314.089,337.51,0,356.913,3.82055,63.3814,137.03,295.124,169.422,212.218,120.284,34.7532,3.12776,82.5852,3.8852,275.976,365.779,0,240.731,3.2418,46.8219,206.166,224.594,104.836,0.60029,7.38881,12.7553,0.798856,12.0241,0.0939982,0.000185425,0.00018945,0,21.2683,0.0112641,0.934079,1.17852,31.1435,6.66534,
8,231.1,2211.06,1210.11,0.10452,114.117,165.536,43.3327,4.56745,113.745,5.77416,371.185,411.388,0,348.877,3.91444,62.4502,114.084,280.241,171.85,155.446,122.147,34.5368,3.12688,81.1212,3.86857,498.157,727.217,0,240.571,3.23621,46.7693,159.091,216.334,103.239,0.60029,7.38881,12.7553,0.798856,12.0241,0.0939982,0.000185425,0.00018945,0,20.9569,0.0112641,0.934079,1.17852,31.1435,6.66534,
9,231.1,2026.58,640.043,0.114034,105.633,162.9,42.8752,4.72331,111.642,5.72075,309.459,320.968,0,349.684,4.04781,61.4743,105.623,271.24,170.594,131.938,119.597,34.0202,3.14084,80.9083,3.80956,299.151,380.168,0,241.835,3.25815,46.3261,132.739,216.878,102.266,0.60029,7.38881,12.7553,0.798856,12.0241,0.0939982,0.000185425,0.00018945,0,20.9569,0.0112641,0.934079,1.17852,31.1435,6.66534,
