Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
10,487.254,2036.48,988.141,0.239263,115.925,105.116,36.6684,4.38008,84.6447,3.90716,280.655,476.391,0,277.056,3.74185,42.1299,115.908,277.398,212.565,117.277,67.2029,52.8491,2.74293,65.2621,3.35264,291.142,690.085,0,213.102,2.85916,34.2102,117.067,186.24,141.974,1.17564,8.30454,14.7676,0.865563,12.6045,0.0920522,0.000377273,0.000434748,0,20.8079,0.0258443,1.12599,1.51413,32.0781,18.4607,
11,487.254,2219.65,2103.11,0.219518,147.637,105.878,35.6829,4.38903,88.004,3.90455,321.368,534.246,0,293.108,3.73316,42.2978,147.606,274.961,216.838,158.339,66.1906,52.5128,2.80336,73.2336,3.11766,708.81,1299.95,0,226.535,2.93225,36.1894,151.853,192.553,139.443,1.17564,8.30454,14.7676,1.02966,12.6045,0.0920522,0.000377273,0.000434748,0,20.8079,0.0258443,1.12599,1.51413,31.9346,18.4607,
12,487.254,1944.66,1003.74,0.25056,146.695,97.3432,30.6657,4.43295,82.6787,3.93893,235.71,375.011,0,283.082,3.75391,38.9516,146.644,268.737,227.014,172.778,66.7598,13.7542,2.54726,62.3721,2.92209,292.466,560.611,0,224.654,2.65391,31.0626,172.715,201.179,136.274,1.17564,6.33589,14.3638,0.81525,12.6045,0.0920522,0.000377273,0.000434748,0,20.8079,0.0258443,1.26402,1.51413,32.0781,18.4607,
13,487.254,2398.89,2533.36,0.203116,162.278,99.9658,32.1091,4.36292,80.0915,4.20699,330.011,621.345,0,259.521,3.6568,39.2466,162.257,254.809,345.034,238.414,68.3957,13.919,2.5461,60.3571,3.34618,799.451,1234.94,0,212.578,2.63067,31.4316,237.751,214.023,1099.54,1.17564,6.33589,8.36422,1.02966,13.4039,0.0920522,0.000377273,0.000434748,0,18.9449,0.0258443,1.26402,1.51413,32.0781,18.4607,
14,487.254,2007.2,985.276,0.242754,135.44,102.429,33.8414,4.1339,79.7623,4.07476,271.586,470.836,0,261.568,3.47457,37.79,135.422,245.684,221.156,140.761,65.2148,24.1353,2.49463,60.1019,3.07889,310.162,664.031,0,224.004,2.60817,31.233,143.527,178.326,165.569,1.17564,6.33589,14.7676,1.02966,13.4039,0.0920522,0.000377273,0.000434748,0,20.8079,0.0258443,1.20443,1.51413,32.0781,18.4607,
15,487.254,2012.42,1105.91,0.242124,124.96,102.111,31.3916,4.42677,85.2637,3.823,279.463,489.407,0,245.227,3.74705,41.4294,124.927,245.951,230.289,113.977,65.0475,12.7797,2.52498,63.2039,2.89261,392.887,701.067,0,193.061,2.56242,33.1573,114.504,178.542,140.04,1.17564,6.33589,14.7676,0.859174,13.4039,0.0920522,0.000377273,0.000434748,0,20.8079,0.0258443,1.26402,1.51413,31.4064,18.4607,
16,487.254,2046.17,1370.19,0.23813,158.668,100.426,31.74,4.22337,86.896,3.95087,238.355,430.451,0,247.63,3.58118,42.0686,158.621,254.239,285.318,177.784,65.8118,13.4354,2.4353,62.2904,3.00165,266.029,615.879,0,195.894,2.54646,32.6909,170.366,179.553,637.952,1.17564,6.33589,14.7676,1.02966,13.0265,0.0920522,0.000377273,0.000434748,0,20.8079,0.0258443,1.26402,1.51413,32.0781,18.4607,
17,487.254,2186.98,1572.32,0.222798,158.76,100.223,33.1465,3.95315,90.6451,4.34857,250.229,545.44,0,267.639,3.32806,45.3308,158.728,234.249,290.961,179.597,66.7646,14.0269,2.47069,62.8931,2.9498,308.03,947.241,0,198.576,2.56044,34.2043,179.463,183.121,350.732,1.17564,1.94979,14.7676,0.929945,13.4039,0.0920522,0.000377273,0.000434748,0,20.8079,0.0258443,1.26402,1.51413,32.0781,18.4607,
18,487.254,2064.08,1166.62,0.236063,125.491,98.8206,34.0556,4.14848,88.7718,4.12235,276.509,521.704,0,273.078,3.46578,42.7229,125.46,245.418,220.317,120.176,67.1322,18.9893,2.47148,64.8791,3.17818,348.828,803.938,0,220.15,2.56201,32.9815,120.037,173.752,148.366,1.17564,6.33589,14.7676,0.822248,13.4039,0.0920522,0.000377273,0.000434748,0,27.4462,0.0258443,1.26402,1.51413,32.0781,18.4607,
19,487.254,2272.12,2629.25,0.214449,151.009,91.2916,35.6853,4.51674,81.9311,4.36691,235.789,506.623,0,255.608,3.81046,40.6817,150.956,251.401,458.449,155.322,65.9923,22.2279,2.69461,59.8429,3.36981,276.842,891.762,0,209.447,2.85214,31.2632,149.84,174.946,1641.69,1.17564,2.36696,14.7676,1.02966,13.4039,0.0920522,0.000377273,0.000434748,0,25.7102,0.0258443,0.714345,1.51413,32.0781,18.4607,
20,487.254,1992.97,1177.71,0.244487,159.698,98.5151,34.1314,4.26565,87.308,4.28176,229.518,435.584,0,259.031,3.62629,42.4127,159.666,233.111,241.822,173.938,69.4553,18.3717,3.07828,63.6892,3.14617,244.325,662.936,0,240.744,3.20207,32.9386,173.988,176.53,331.771,1.17564,6.33589,14.7676,0.612864,13.4039,0.0920522,0.000377273,0.000434748,0,26.7228,0.0258443,1.26402,1.51413,30.7146,18.4607,
21,487.254,1952.13,1060.68,0.249602,178.638,102.592,33.6311,4.1458,83.907,4.17968,205.373,387.728,0,243.898,3.46469,39.5245,178.614,242.698,243.732,264.366,66.9435,18.377,2.49487,62.884,3.47537,229.147,545.292,0,185.784,2.59944,32.0073,260.457,201.809,156.511,1.17564,6.33589,8.62223,1.02491,13.4039,0.0920522,0.000377273,0.000434748,0,23.8321,0.0258443,1.26402,1.51413,32.0781,18.4607,
22,487.254,1949.53,1414.13,0.249935,123.222,99.0613,33.3852,4.20046,78.1555,3.76211,262.777,461.42,0,220.107,3.50949,36.2075,123.203,231.721,268.796,120.169,70.6709,18.1086,2.43554,62.8311,3.12206,332.136,719.984,0,176.443,2.53587,31.8099,122.574,153.535,563.608,1.17564,6.33589,15.1199,1.02491,10.8838,0.0920522,0.000377273,0.000434748,0,23.8321,0.0258443,1.26402,1.51413,31.3464,18.4607,
23,487.254,2026.62,1521.84,0.240427,152.857,101.554,33.1659,4.17889,86.258,3.86314,236.176,437.265,0,244.888,3.50395,42.3369,153.039,241.988,285.544,272.129,73.6697,18.3727,2.86719,66.2998,3.34826,239.916,588.218,0,254.636,3.00692,37.8167,269.115,179.364,585.762,1.17564,2.03989,0.29226,0.830296,10.8838,0.0672618,0.000377273,0.000434748,0,23.8321,0.0258443,1.26402,1.51413,31.2114,18.4607,
24,487.254,1960.03,1604.05,0.248596,124.159,96.2836,34.2024,4.28535,76.8798,3.99916,270.344,527.33,0,221.063,3.61613,36.9565,124.144,224.957,211.806,118.684,66.7233,18.232,2.63795,58.2377,3.14848,467.203,1111.22,0,172.212,2.68844,31.6944,121.214,151.865,145.857,1.17564,6.33589,15.1199,0.904638,10.8838,0.0920522,0.000377273,0.000434748,0,22.9417,0.0258443,1.26402,1.51413,32.0781,18.4607,
25,487.254,1897.73,1316.25,0.256757,121.435,100.317,33.0853,4.23776,84.7142,3.65979,265.198,450.653,0,221.812,3.54019,40.787,121.431,228.527,218.329,110.399,68.9447,17.849,2.6603,62.8571,3.00149,386.148,795.301,0,190.764,2.71917,32.0674,110.771,148.408,171.83,1.17564,3.39637,15.1199,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,23.8321,0.0258443,1.75358,1.51413,32.0781,18.4607,
26,487.254,1744.93,739.955,0.279241,114.703,103.272,32.3728,4.18968,81.501,3.73353,217.887,367.263,0,211.34,3.54196,38.8183,114.697,243.093,208.515,99.3132,67.8877,17.4228,2.50972,60.8136,3.68543,219.217,426.124,0,168.038,2.56704,31.154,100.304,216.062,130.918,1.17564,6.33589,13.5484,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,23.8321,0.0258443,1.75358,1.51413,31.9068,18.4607,
27,487.254,1808.13,899.855,0.269479,133.345,99.0008,34.0665,4.33,89.7413,3.84896,237.769,383.628,0,205.076,3.69131,42.9288,133.341,224.209,213.159,126.56,71.7353,18.4938,3.19411,64.755,3.31095,272.036,536.54,0,156.197,3.33311,33.5889,127.609,150.163,135.386,1.17564,6.33589,15.1199,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0258443,1.75358,1.51413,32.0781,18.4607,
28,487.254,1795.43,1291.65,0.271385,119.419,95.367,32.81,3.92445,97.7012,3.46382,252.792,399.206,0,188.856,3.2578,44.6347,119.408,229.127,205.467,108.037,65.1817,17.4535,2.47325,67.6401,3.04957,497.211,751.342,0,150.997,2.5249,32.9745,107.801,143.262,131.572,1.17564,10.2022,15.1199,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0258443,1.75358,1.51413,32.0781,13.8336,
29,487.254,1948.63,1415.84,0.25005,113.311,92.7667,33.281,3.95318,92.493,3.50467,280.504,527.346,0,195.395,3.30107,42.2557,113.313,220.471,226.73,101.069,66.2081,17.529,2.38542,61.1395,3.02486,407.164,866.367,0,170.169,2.42583,31.7426,102.049,127.592,154.182,2.42082,9.92883,18.0951,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.0297,0.0496688,1.75358,2.5034,32.0781,13.8336,
30,487.254,1927.91,1881.08,0.252738,112.628,90.0608,33.1176,4.02752,85.2868,3.56905,276.835,528.689,0,227.458,3.39136,40.2204,112.634,211.248,198.74,101.356,65.2777,16.8589,2.42449,60.7491,2.92872,499.18,1285.12,0,200.395,2.4565,30.6369,101.353,129.257,129.606,1.63627,10.2022,18.0951,0.947807,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,1.18016,2.5034,32.0781,13.8336,
31,487.254,1661.99,699.322,0.293176,120.299,88.7208,31.7424,3.78658,81.4687,3.17985,196.53,352.457,0,197.754,3.13657,36.9328,120.279,218.724,206.98,106.645,67.0196,16.4011,2.40783,55.7338,2.72943,187.87,527.46,0,166.135,2.43175,27.3436,104.771,123.549,122.203,2.42082,10.2022,18.0951,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,1.75358,2.5034,32.0781,13.8336,
32,487.254,1955.21,1832.98,0.249209,148.352,94.2254,32.5331,4.10193,79.3594,3.67277,219.852,401.406,0,179.325,3.4209,36.0533,148.329,245.469,359.106,180.028,67.5655,17.6041,2.4837,57.5431,4.02503,216.908,564.403,0,148.211,2.51569,27.6525,180.436,218.59,1423.85,2.42082,10.2022,11.5004,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.3295,0.0496688,1.75358,2.5034,32.0781,13.8336,
33,487.254,1712.36,906.521,0.284551,109.063,92.4036,31.2826,3.79985,74.4828,3.15106,234.246,405.849,0,178.553,3.1143,33.6266,109.056,235.318,198.417,106.178,65.518,16.6283,2.38914,53.4461,2.78446,268.15,602.966,0,146.948,2.46733,26.7214,107.104,133.62,180.702,2.42082,10.2022,18.0951,0.751514,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,0.928328,2.5034,32.0781,13.8336,
34,487.254,1694.77,1165.77,0.287504,129.895,92.4159,31.6517,3.56342,80.8514,3.31863,184.853,341.581,0,201.827,2.91307,37.26,129.88,213.47,241.293,145.945,62.9276,16.0836,2.14933,56.3635,2.63281,189.044,563.561,0,163.94,2.13456,26.5247,144.271,133.088,371.38,2.42082,10.2022,18.0951,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,0.474382,2.5034,32.0781,13.8336,
35,487.254,1706.04,973.88,0.285605,99.2991,92.9785,31.8348,3.6185,79.2941,3.32809,243.907,431.304,0,178.465,2.92991,36.4137,99.2984,216.24,187.131,99.86,61.1483,16.1773,2.15723,53.161,2.62355,297.452,638.598,0,145.368,2.17156,26.2027,98.6035,127.422,119.837,2.42082,10.2022,18.0951,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,1.75358,2.5034,32.0781,13.8336,
36,487.254,1757.02,1832.35,0.277319,95.9787,90.8754,31.5973,3.37853,80.1153,3.20255,253.263,475.817,0,181.488,2.77821,35.6854,95.9727,217.357,189.51,80.2793,60.5416,16.0999,2.15207,56.5609,2.61693,526.438,1217.92,0,163.743,2.11306,26.1419,80.805,122.664,110.266,2.52769,10.2022,18.0951,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,1.75358,3.04038,32.0781,13.8336,
37,487.254,1990.87,1854.53,0.244745,107.917,90.4665,31.3135,3.6368,75.4214,3.17116,300.371,603.811,0,178.8,2.93676,34.854,107.906,214.905,235.36,110.796,64.8544,15.8633,2.17889,48.8862,2.54229,508.682,1135.64,0,153.01,2.14349,24.9447,107.994,125.592,254.817,2.52769,5.9916,18.0951,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,1.75358,3.04038,31.1494,18.4607,
38,487.254,1858.29,2547.53,0.262206,102.172,90.2145,31.0521,3.5412,72.6492,3.43118,287.425,504.401,0,191.82,2.86061,32.3806,102.18,234.711,199.447,103.4,61.8756,15.9473,2.1741,49.6411,3.65819,878.488,1598.87,0,160.269,2.17234,24.4512,103.851,219.976,120.216,2.52769,7.89203,11.4522,0.933689,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,1.12248,3.04038,32.0781,18.4607,
39,487.254,1838.59,1423.56,0.265015,128.744,101.965,32.8288,3.64682,79.2044,3.5223,235.669,445.539,0,193.508,2.92288,35.6187,128.778,239.129,207.518,236.754,70.2324,22.2716,2.36484,55.8453,3.35223,317.458,757.298,0,232.86,2.3533,26.0888,236.807,188.643,119.115,2.52769,10.2022,9.74573,1.0012,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,3.09235,3.04038,32.0781,18.4607,
40,487.254,1679.77,1716.84,0.290072,121.291,97.2777,32.977,3.54394,72.6268,3.52463,219.54,361.729,0,189.978,2.86801,34.0674,121.293,207.859,211.192,145.579,66.5262,16.9575,2.20647,54.3903,2.81797,509.346,1053.37,0,155.6,2.19306,27.1364,146.388,120.527,134.992,2.52769,4.27819,18.0951,0.871903,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,1.39079,3.04038,33.5969,18.4607,
41,487.254,1803.8,2079.47,0.270127,97.1137,87.2868,31.4987,3.5075,73.8304,3.16028,275.452,506.638,0,191.362,2.8312,34.1258,97.1247,203.181,196.684,95.1665,66.9236,15.8479,2.16655,48.488,2.49428,605.018,1418.19,0,153.144,2.1568,24.3207,97.7796,114.996,122.975,2.52769,3.57362,18.0951,0.777,10.8838,0.0844391,0.000377273,0.000434748,0,19.667,0.0496688,3.09235,3.04038,31.405,18.4607,
42,487.254,1635.65,1472.42,0.297896,95.741,88.0923,33.9985,3.59623,67.9209,3.42037,254.929,382.627,0,194.937,2.93755,31.3934,95.7608,199.781,180.516,97.6614,65.8071,27.7222,2.45452,49.3457,2.75452,581.395,914.692,0,191.456,2.51792,23.9454,97.6063,120.409,111.956,2.52769,16.8047,18.0951,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0496688,1.70497,3.04038,33.5969,18.4607,
43,487.254,1682.91,1148.64,0.289531,115.68,97.1335,31.8743,3.9169,66.6984,3.27014,223.38,400.995,0,178.007,3.21957,32.4431,115.682,200.127,210.482,129.472,65.9939,16.1331,2.39032,48.5855,2.52575,280.735,670.046,0,152.349,2.32321,23.7411,128.668,113.267,182.429,2.44055,16.0716,18.0951,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0521913,0.875639,2.54221,31.5905,18.4607,
44,487.254,1569.14,1094.21,0.310524,92.6577,91.6464,31.3873,3.56396,73.0329,3.18603,232.751,361.032,0,159.883,2.88393,33.691,92.6771,201.572,189.172,92.5183,63.6292,15.5535,2.23039,55.6685,2.403,429.866,665.602,0,139.13,2.22661,26.6317,94.3163,118.82,112.366,2.44055,10.683,18.0951,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0405945,1.70497,2.54221,31.5187,18.4607,
45,487.254,1582.68,1161.65,0.307868,94.4103,87.3647,32.9874,3.62362,68.5229,3.60679,222.421,370.847,0,186.688,2.95847,33.3652,94.4275,187.924,193.528,97.7648,62.9599,16.8017,2.28758,50.1185,2.60014,329.171,735.145,0,163.387,2.24112,26.3489,97.3644,114.873,114.062,2.44055,12.4882,18.0951,0.636323,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0405945,1.70497,2.54221,33.5969,18.4607,
46,487.254,1624.11,2036.76,0.300013,85.0266,87.4328,31.6645,3.45837,64.0135,3.26614,257.387,433.429,0,161.325,2.80404,30.2703,85.0452,190.622,188.368,74.5893,60.2082,15.5037,2.12274,43.423,2.36599,677.802,1362.6,0,137.023,2.10182,23.176,74.7563,112.275,108.295,2.44055,2.70833,18.0951,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0405945,1.70497,2.54221,33.5969,18.4607,
47,487.254,1450.81,844.958,0.335851,95.5123,84.9515,31.8849,3.36954,67.4587,3.63345,189.812,296.98,0,162.267,2.73595,31.0229,95.5551,193.133,192.491,207.442,57.4766,15.5521,2.04914,48.3469,2.9036,230.716,456.226,0,135.334,2.02529,23.0356,206.626,176.412,113.792,2.44055,13.1116,9.11058,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0405945,1.70497,2.54221,32.8542,17.8224,
48,487.254,1332.45,412.809,0.365683,80.8028,90.1269,31.5933,3.15508,62.299,3.24964,175.813,232.387,0,172.709,2.49575,30.2161,80.8269,190.926,175.851,72.7447,59.3397,15.4577,2.04614,43.2085,2.40319,137.879,266.207,0,145.414,2.03549,23.3318,73.7349,115.102,103.682,2.44055,13.1116,18.0951,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0405945,1.60167,2.54221,32.8542,18.4607,
49,487.254,1485.86,876.308,0.327927,86.8162,80.2133,29.5185,3.35039,58.1507,3.04721,210.897,348.419,0,179.757,2.71916,27.4218,86.8285,193.742,174.982,79.5321,60.4877,7.9993,2.02233,44.263,2.01949,265.389,563.706,0,144.551,2.0131,23.1804,79.3638,118.294,101.069,2.44055,1.79918,18.0951,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0405945,1.70497,2.54221,32.8542,18.4607,
50,487.254,1480,1577,0.329226,77.8461,84.694,30.4216,3.21518,64.0885,3.60872,224.597,317.43,0,189.637,2.54878,30.6076,77.8829,182.815,190.609,71.6649,53.9004,7.64253,1.98301,46.5788,3.15252,501.149,923.588,0,177.52,2.01695,24.9778,71.8465,204.114,136.855,2.44055,13.1116,12.1904,0.777,10.8838,0.0920522,0.000377273,0.000434748,0,19.667,0.0405945,1.70497,2.54221,31.5406,18.4607,
51,487.254,1488.1,1053.63,0.327433,117.201,81.6627,31.2234,3.14292,57.2505,3.53809,192.394,309.379,0,184.486,2.53103,25.8548,117.517,170.66,191.262,331.519,55.1842,10.265,2.04815,38.0436,2.12265,186.199,416.034,0,180.262,2.05305,19.06,329.494,108.73,99.957,2.44055,13.1116,14.788,0.771292,10.8838,0.318439,0.000377273,0.000434748,0,19.667,0.0405945,1.70497,2.54221,32.8542,18.8758,
