Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.p_rod_length_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.p_rod_length_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,
185,935.277,3017.25,14424.6,0.309976,0,13.7305,1583.99,74.0103,49.7401,3.80639,1085.53,130.071,76.3747,0,20.7384,13823,289.364,220.861,2.68613,738.841,316.117,297.369,0,7.74498,0.855799,0.0791749,0.0622231,1.2682,874.587,45.5389,0.0656326,
186,935.277,1911.64,3608.04,0.489252,0,14.7645,301.65,74.7808,58.0729,3.634,1147.16,235.925,75.6599,0,22.2177,2928.88,255.056,225.742,2.19865,825.985,484.273,257.386,0,7.75164,0.855799,0.0791749,0.0840603,0.405232,850.459,45.5389,0.0656326,
187,935.277,1777.28,3298.6,0.526241,0,15.5301,406.882,29.1201,17.9689,3.17674,1143.22,132.087,29.2926,0,26.2959,2475.66,125.013,96.23,1.92354,939.884,343.976,129.858,0,7.75164,0.855799,0.0791749,0.0840603,1.2682,874.587,45.5389,0.0656326,
188,935.277,1866.63,2420.82,0.501051,0,15.8539,129.34,103.193,108.915,3.80871,1233.42,166.663,105.437,0,24.3729,572.623,322.645,403.305,3.33141,1011.08,349.833,332.996,0,7.75164,0.944725,0.0791749,0.0840603,1.12995,874.587,45.1585,0.0656326,
189,935.277,1979.98,5184.64,0.472367,0,15.2587,477.552,90.5415,39.3284,3.34618,1116.9,146.121,90.9294,0,23.3714,3908.03,308.012,203.26,2.49813,830.181,324.829,311.714,0,7.75164,0.944725,0.0188941,0.0840603,0.450486,874.587,44.8865,0.0761985,
190,935.277,1520.83,1760.85,0.614977,0,16.0992,61.5709,67.8935,30.7057,3.04427,1161.55,111.69,68.2813,0,26.064,209.737,224.812,164.321,1.5633,923.214,231.422,223.619,0,7.75164,0.944725,0.0188941,0.0840603,0.170697,828.859,45.1585,0.0761985,
191,935.277,2644.31,11096.7,0.353694,0,13.8048,1086.19,98.257,72.0268,3.34336,1089.24,181.822,99.6275,0,18.3136,10244.2,296.348,226.87,2.55447,681.371,375.393,299.84,0,7.75164,0.944725,0.0188941,0.0840603,0.170697,874.587,45.1585,0.0761985,
192,935.105,1793.46,2688.83,0.521398,0,16.5574,288.016,56.4684,29.7715,3.60069,1184.89,157.105,57.0464,0,25.8572,1564.89,194.667,120.152,2.99592,918.343,356.012,194.827,0,7.75164,0.944725,0.0188941,0.0840603,0.170697,874.587,45.1585,0.0761985,
193,935.105,1503.02,1709.45,0.622153,0,14.8681,35.1073,76.6897,38.5976,3.33883,1110.52,146.661,77.2338,0,22.7614,141.305,243.46,146.835,2.99538,795.586,338.841,246.947,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.624,45.1585,0.0761985,
194,934.988,2373.18,9792.96,0.393981,0,13.3646,948.522,85.5929,44.1477,3.00711,1066.87,125.815,85.8646,0,19.3727,9123.91,326.299,213.665,2.42491,687.971,320.771,326.943,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.601,45.1585,0.0761985,
195,934.988,2713.88,5901.98,0.34452,0,16.3293,774.156,114.819,121.501,3.2359,1362.03,202.091,119.72,0,26.7687,4060.62,361.719,442.002,2.54205,1916.91,412.538,376.241,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.624,45.1585,0.0761985,
196,934.988,1625.42,2132.29,0.575228,0,14.9122,42.2428,104.282,71.5132,2.681,1152.79,131.332,105.667,0,22.2994,495.288,359.876,292.531,1.7649,933.601,300.177,366.256,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.624,45.6259,0.0761985,
197,933.844,1501.72,1929.57,0.621849,0,13.0294,41.2402,67.4393,42.8195,2.8184,1111.09,152.904,70.378,0,18.6082,150.476,233.653,242.847,2.14275,895.596,368.482,246.6,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.624,45.6047,0.0761985,
198,933.844,1983.71,6446.62,0.470755,0,13.3577,670.82,37.0499,24.9658,2.59916,1062.03,135.639,37.2556,0,22.8957,5715.18,177.365,122.319,1.54388,829.364,356.552,178.383,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.624,45.6259,0.0761985,
199,933.844,1411.07,1475.56,0.6618,0,13.3132,40.9017,53.0185,41.1642,2.8129,1070.56,135.562,53.7386,0,19.505,132.766,205.457,146.644,2.18593,705.067,281.035,203.424,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.59,45.6259,0.0761985,
200,933.844,1410.28,1574,0.662171,0,14.2534,34.1235,44.7601,33.5238,2.5068,1103.97,131.925,45.2172,0,23.9346,126.232,189.01,149.857,1.75684,869.069,301.888,190.835,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.59,45.6259,0.0761985,
201,933.844,1625.43,2325.7,0.574523,0,14.0965,227.344,58.8632,28.0527,2.49426,1089.86,145.656,59.0597,0,21.9008,1331.46,204.723,116.41,1.84691,763.503,340.529,202.416,0,4.9254,0.944725,0.0188941,0.0213722,0.0672033,849.125,45.6259,0.0761985,
202,933.844,1827.97,2680.71,0.510865,0,16.7826,226.499,78.777,60.2302,2.58489,1207.19,155.548,80.3492,0,26.3339,1452.13,242.705,212.814,2.34834,966.826,350.824,249.307,0,7.75164,0.944725,0.0188941,0.0213722,0.0672033,874.59,45.6259,0.0761985,
203,933.844,1723.28,2869.23,0.541899,0,12.5103,188.971,79.9997,60.3959,2.5789,1119.99,175.003,83.8295,0,18.3692,1474.4,258.636,278.539,2.05296,1046.81,406.133,274.786,0,6.30838,0.944725,0.0188941,0.0213722,0.0672033,865.917,45.9201,0.0761985,
204,933.844,1608.1,2552.23,0.580712,0,14.2937,180.88,46.3905,46.5074,2.41714,1117.86,152.31,47.4427,0,21.5318,1269.89,197.921,193.126,2.03651,802.798,355.334,205.406,0,7.76751,0.944725,0.0188941,0.0213722,0.0672033,874.59,45.9201,0.0761985,
205,933.844,1810.34,3966.7,0.51584,0,12.5827,484.957,41.877,32.3779,2.26089,1052.34,141.63,42.3076,0,17.8349,2945.02,174.268,156.249,1.92421,665.943,347.102,176.335,0,7.8201,0.944725,0.0188941,0.0213722,0.0672033,874.59,45.9201,0.0761985,
206,933.844,2388.9,10059.6,0.390909,0,13.0798,991.146,74.1044,45.4247,2.25333,1066.9,121.366,74.6262,0,17.9211,9392.13,285.268,208.312,1.55957,650.101,281.957,287.523,0,7.81791,0.944725,0.0188941,0.0213722,0.0672033,874.549,45.7391,0.0761985,
207,932.968,1332.44,1419.43,0.700196,0,12.0371,59.5287,44.5744,25.8519,2.2208,1015.47,127.898,44.8545,0,17.9248,579.503,178.71,113.254,1.7594,625.139,304.576,183.856,0,1.7807,0.944725,0.0188941,0.0213722,0.0672033,874.549,45.9201,0.0761985,
208,932.968,4151.7,18256.4,0.224719,0,13.0155,2821.42,48.4863,16.6622,2.26451,1046.23,154.035,49.5847,0,20.3999,17359.1,193.384,87.745,2.33407,705.424,379.618,196.004,0,7.81791,0.944725,0.0188941,0.0213722,0.0672033,850.764,45.9201,0.0761985,
209,932.968,1703.14,2724.93,0.547792,0,14.1964,248.167,64.7178,24.8037,2.12803,1095.73,188.452,64.9529,0,21.6768,1787.85,210.628,106.78,0.997796,751.342,425.168,208.04,0,4.60335,0.944725,0.0188941,0.0213722,0.0672033,874.539,45.9201,0.0761985,
210,932.968,1748.91,2818.4,0.533457,0,14.849,53.3237,96.2949,70.9582,2.4035,1220.14,191.819,99.1181,0,23.7463,267.561,301.035,315.298,2.09518,1516.77,440.753,321.826,0,7.78045,0.959608,0.0188941,0.0213722,0.0672033,874.539,42.2821,0.0761985,
211,932.968,1591.54,2274.91,0.586204,0,14.6975,199.706,44.4963,42.9796,2.48438,1116.45,125.936,44.7896,0,22.7804,1513.07,158.021,150.288,3.12252,825.577,301.335,167.504,0,7.05887,0.995857,0.0188941,0.0213722,0.0672033,874.539,45.9201,0.0761985,
212,932.968,1584.63,3116.15,0.588762,0,11.7636,273.761,49.8544,40.6128,2.04934,1008.62,147.376,50.5842,0,15.341,2384.71,228.679,168.918,1.49004,534.885,370.51,230.957,0,7.81791,0.995857,0.0188941,0.0213722,0.0672033,874.539,45.9201,0.0761985,
213,932.968,1610.73,4114.6,0.579221,0,11.0852,412.217,38.887,19.6121,2.04798,980.12,107.682,39.0781,0,13.5673,3682.1,154.647,85.4965,1.55324,472.1,267.045,154.651,0,7.81791,0.995857,0.0188941,0.0213722,0.0672033,874.539,46.1514,0.0761985,
214,932.968,1563.99,1980.01,0.596532,0,14.832,58.7434,91.4501,48.8757,2.12265,1127.04,128.353,92.5712,0,23.8826,199.935,317.548,207.548,1.91613,855.04,281.817,324.158,0,7.75295,0.989718,0.0188941,0.0213722,0.0672033,874.539,46.1514,0.0761985,
215,932.968,1668.08,2040.6,0.559307,0,14.9124,73.8178,98.5688,89.7875,2.26425,1134.51,152.265,101.949,0,21.2685,225.319,289.072,363.082,1.77367,877.112,319.32,295.404,0,7.75295,0.995857,0.0188941,0.0356344,0.0672033,874.539,46.0018,0.0761985,
216,932.968,1588.34,1973.06,0.587384,0,15.2465,45.1444,91.4158,59.0771,2.34909,1142.69,140.21,92.2085,0,23.1188,147.135,305.191,245.948,2.50458,840.978,318.004,308.121,0,7.75295,0.995857,0.0188941,0.0356344,0.0672033,874.539,46.1941,0.0761985,
217,932.504,1565.54,2691.1,0.595645,0,14.2122,200.727,49.865,21.714,1.92093,1090.78,136.318,49.9973,0,21.8639,1797.53,201.025,97.0382,1.70116,757.769,329.269,201.34,0,7.75295,0.995857,0.0188941,0.0356344,0.0672033,874.539,46.1941,0.0761985,
218,932.504,1458.49,2304.41,0.639362,0,11.1965,200.968,42.7907,39.104,1.66912,1005.32,114.437,43.0037,0,17.0223,1679.3,173.51,147.218,0.997514,621.513,266.083,173.999,0,6.65348,0.995857,0.0188941,0.0356344,0.0672033,874.539,46.2248,0.0761985,
219,932.504,1990.91,3064.68,0.468381,0,17.8597,293.854,99.6514,65.3962,1.8861,1229.9,183.444,98.9169,0,28.8144,1518.93,284.36,223.746,1.99181,1076.14,394.196,271.154,0,7.75295,0.967442,0.0214535,0.0356344,0.0260376,874.539,46.2248,0.0780856,
220,932.504,1334.36,1299.95,0.69884,0,11.1986,46.6678,65.7226,37.8368,1.7815,981.444,123.349,66.3599,0,13.2183,211.803,229.205,146.511,1.53813,458.002,302.479,234.526,0,7.75295,0.951649,0.0214535,0.0356344,0.0260376,874.539,46.2248,0.0780856,
221,932.294,1985.76,3981.95,0.46949,0,14.551,515.933,52.9447,49.7106,1.86549,1116.51,180.764,53.4741,0,24.0276,2749.59,235.228,183.529,1.83726,845.366,430.19,239.818,0,7.75295,0.951649,0.0214535,0.0434868,0.0260376,874.539,45.6492,0.0780856,
222,932.294,2042.13,4648.47,0.456531,0,13.3097,674.37,57.3533,39.0712,2.06457,1052.38,145.975,57.5996,0,18.3496,3735.79,198.109,124.218,2.37031,642.436,339.99,198.278,0,7.75295,0.951649,0.0214535,0.0434868,0.0260376,874.539,45.6492,0.0780856,
223,932.294,6900.75,53467.1,0.1351,0,15.484,5351.81,70.7681,65.4058,1.93414,1189.94,132.285,73.126,0,25.9375,52752.6,281.154,313.598,2.13237,1126.71,310.778,293.402,0,7.75295,0.951649,0.0214535,0.0434868,0.0260376,874.539,45.6492,0.0780856,
224,932.294,1440.75,1599.11,0.647091,0,14.4226,74.5216,40.3998,26.617,1.93919,1108.24,134.026,40.5824,0,23.0362,399.258,172.329,126.586,2.39576,831.379,304.547,178.396,0,7.75295,0.930999,0.0214535,0.0434868,0.0260376,874.539,46.2248,0.0780856,
225,932.294,1521.82,2399.12,0.612618,0,14.2047,177.237,52.5273,33.9431,1.80277,1079.08,109.41,53.6206,0,25.7146,1345.92,220.898,202.135,2.34276,810.547,256.63,227.701,0,7.75295,0.930999,0.0214535,0.0434868,0.0260376,874.539,30.5425,0.0780856,
226,932.294,1841.43,3493.11,0.506289,0,14.3048,315.225,86.03,54.5282,1.74795,1110.14,172.088,87.3652,0,21.7901,2496.07,298.891,211.92,1.71983,789.978,368.946,303.545,0,7.75295,0.930999,0.0214535,0.0434868,0.0260376,865.881,46.2248,0.0780856,
227,931.695,1785.81,2744.85,0.52172,0,14.2224,216.158,102.556,68.4545,2.03269,1111.94,166.142,104.308,0,20.6214,1498.97,319.698,212.526,2.91972,756.736,363.697,324.328,0,7.75295,0.930999,0.0214535,0.0434868,0.0260376,874.574,46.1851,0.0780856,
228,931.695,1583.15,1906.37,0.588507,0,14.5998,82.158,53.7741,49.4282,2.06255,1135.29,191.476,54.3616,0,23.3812,414.961,191.071,199.954,2.82109,849.358,413.102,201.822,0,4.87444,0.930999,0.0214535,0.0434868,0.0260376,874.546,46.2248,0.0780856,
229,931.695,1834.32,4026.45,0.507924,0,13.9052,395.75,70.6872,51.7528,1.71117,1093.42,135.791,71.296,0,21.4086,3274.59,255.842,192.689,2.0216,758.478,334.047,255.397,0,7.75295,0.951649,0.0214535,0.0434868,0.0260376,874.574,46.2248,0.0780856,
230,931.695,2309.5,8755.37,0.403419,0,14.4753,867.414,72.4608,41.7155,1.58001,1108.06,131.152,72.6429,0,23.3551,8003.76,232.4,162.258,1.54319,838.16,283.406,232.673,0,3.89261,0.939009,0.0214535,0.0434868,0.0168458,874.574,46.2248,0.0780856,
231,931.332,1852.78,4984.49,0.502666,0,11.8604,488.865,59.2526,45.3747,1.75119,1037.37,148.039,60.2703,0,15.5802,3772.37,236.592,193.79,2.4413,621.504,373.421,240.251,0,7.75295,0.928098,0.0320858,0.0434868,0.0168458,874.574,46.2551,0.0780856,
232,931.332,1592.81,1836.4,0.584712,0,16.0475,48.4306,88.153,40.8861,1.68515,1150.4,158.825,88.3795,0,24.244,153.749,275.392,156.274,1.99334,828.057,358.76,273.609,0,7.75295,0.928098,0.0320858,0.0434868,0.0168458,874.574,46.2551,0.0780856,
233,931.332,1862.85,3338.06,0.499949,0,13.7923,367.923,71.568,47.6794,1.48921,1098.96,189.028,72.4102,0,21.1659,2200.13,265.488,205.163,1.71323,801.961,427.261,268.04,0,7.83601,0.928098,0.0320858,0.0434868,0.0168458,854.922,46.2273,0.0780856,
234,931.332,1707.91,2573.44,0.545307,0,15.1172,57.6621,100.884,80.6662,1.48726,1184.35,162.917,104.822,0,24.2971,191.581,350.652,321.489,2.25944,1222.97,397.622,365.244,0,7.83601,0.928098,0.0320858,0.0434868,0.0168458,874.574,46.2551,0.0780856,
235,931.332,1859.3,3554.1,0.500904,0,16.9524,311.172,49.0439,43.0659,1.62958,1204.89,183.124,49.4187,0,27.6402,2539.42,207.376,181.203,2.66495,991.875,397.667,208.934,0,7.83601,0.928098,0.0320858,0.0434868,0.011469,874.574,46.2551,0.0780856,
236,931.332,1702.17,2066.97,0.547143,0,15.9415,79.4491,89.1261,77.6409,1.53236,1205.55,141.314,91.6226,0,25.0958,301.048,272.652,274.076,2.33924,970.689,337.882,278.083,0,7.83601,0.928098,0.0320858,0.0434868,0.011469,874.574,46.2551,0.0780856,
237,931.332,1586.73,1879.85,0.58695,0,14.5595,67.7616,80.1243,47.3917,1.20988,1103.67,191.159,80.855,0,21.2826,219.411,246.535,156.684,1.94916,750.02,424.678,247.244,0,7.83601,0.928098,0.0320858,0.0434868,0.011469,874.578,46.2551,0.0780856,
238,931.332,10405.7,88960.4,0.0895017,0,12.3704,9082.47,55.2904,35.4337,1.1616,1036.62,126.262,56.1351,0,19.1597,88590.5,238.339,188.303,2.05455,717.586,330.397,242.081,0,7.83601,0.928098,0.0320858,0.0434868,0.011469,874.578,46.2551,0.0780856,
239,931.332,1635.77,1979.62,0.569353,0,15.6946,96.4256,78.6088,44.5464,1.32687,1151.03,167.464,80.6733,0,24.5767,4457.93,256.462,188.972,2.59973,882.127,370.533,258.839,0,7.84768,0.928098,0.0320858,0.0434868,0.011469,861.93,46.2551,0.0780856,
240,931.332,1601.91,2096.89,0.581387,0,14.2621,49.9838,79,111.227,1.51423,1104.24,162.536,79.1476,0,21.3098,193.377,284.067,605.954,3.18865,777.858,385.004,285.893,0,7.84768,0.876189,0.0320858,0.0434868,0.011469,874.578,46.2551,0.0780856,
241,931.332,1796.35,4689.07,0.518457,0,14.4221,440.159,38.2824,26.2387,1.17725,1105.03,132.48,38.5681,0,24.3368,3949.17,185.428,160.673,2.40468,871.549,294.396,189.607,0,1.68456,0.876189,0.0182889,0.0434868,0.011469,874.578,46.0457,0.0780856,
242,931.332,1513.64,1701.06,0.615292,0,16.2683,39.6173,58.1325,19.0495,1.06515,1159.89,161.338,58.2862,0,26.633,407.621,219.601,88.2154,1.83881,936.49,371.229,215.693,0,7.85141,0.876189,0.0182889,0.0454513,0.011469,874.578,46.3052,0.0784252,
243,931.332,1583.77,2201.98,0.588049,0,13.1532,116.09,67.5236,71.7562,0.974043,1091.95,153.9,68.4239,0,20.0875,732.692,250.323,278.894,1.7943,783.411,358.76,255.051,0,7.85141,0.876189,0.0182889,0.0583954,0.011469,874.578,46.2664,0.0784252,
244,931.332,2026.19,4753.43,0.459647,0,17.0897,452.17,86.4674,50.3551,1.2125,1201.51,130.336,87.0495,0,28.4856,3808.99,275.818,189.389,2.48902,1008.87,290.062,277.78,0,7.85141,0.876189,0.0182889,0.0612583,0.011469,874.54,46.3052,0.0784252,
245,931.332,1601.12,2997.68,0.581677,0,14.4993,231.927,50.2811,14.5521,1.2081,1090.21,147.625,50.8105,0,23.4304,2054.8,197.03,85.922,3.3276,807.558,357.249,204.753,0,7.8581,0.876189,0.0182889,0.0612583,0.011469,874.578,46.3052,0.0784252,
246,931.332,1904.16,3896.56,0.489105,0,13.7183,334.472,101.172,72.5805,1.1098,1120.18,158.6,102.323,0,18.8329,2837.79,341.375,291.204,2.45406,756.734,331.763,345.468,0,1.20263,0.876189,0.0182889,0.0612583,0.011469,863.85,46.4125,0.0784252,
247,931.332,1342.28,1331.22,0.693845,0,12.632,51.6777,43.3361,27.7645,0.70549,1035.68,126.909,43.5754,0,18.1993,322.006,177.258,113.915,1.23367,647.842,288.203,177.581,0,3.74824,0.876189,0.0182889,0.0612583,0.011469,874.55,46.4125,0.0784252,
248,931.332,2006.44,4041.35,0.464172,0,15.9585,424.433,80.5431,68.145,1.32729,1174.38,158.841,82.8059,0,26.7557,2757.24,292.611,246.92,3.18107,982.299,377.03,304.409,0,7.86248,0.874637,0.0182889,0.0612583,0.011469,874.55,46.4125,0.0784252,
249,931.332,1737.67,3640.32,0.535966,0,12.2634,417.097,45.5849,36.2923,1.0257,1034.73,145.55,45.1245,0,17.0088,2745.83,160.714,136,2.51909,611.252,309.832,161.835,0,1.18814,0.876189,0.0182889,0.0612583,0.011469,874.55,46.4125,0.0784252,
250,931.332,1605.28,3108.7,0.580167,0,10.69,326.946,49.4014,44.637,0.992703,998.097,122.116,52.4035,0,12.4455,2196.21,206.902,196.357,2.68172,558.356,293.565,216.236,0,7.86248,0.876189,0.0182889,0.0612583,0.011469,874.55,46.3209,0.0784252,
251,931.332,1899.5,3337.59,0.490303,0,14.3449,354.223,83.0349,64.8426,0.892282,1115.73,181.949,84.4866,0,20.7469,2301.4,244.381,244.436,1.85763,772.536,382.203,241.668,0,7.86248,0.876189,0.0182889,0.0612583,0.011469,874.55,46.4234,0.0784252,
252,931.332,2214.17,8097.18,0.420624,0,12.339,951.372,29.2548,19.3072,0.661877,1030.96,140.805,29.4674,0,18.6455,7420.33,150.361,96.5358,1.50126,665.945,351.673,156.392,0,7.86248,0.876189,0.0182889,0.0612583,0.011469,874.55,46.4234,0.0784252,
253,931.115,1867.62,3800.57,0.498557,0,13.4319,378.642,75.8787,51.4799,0.923047,1089.83,179.833,77.5979,0,19.9817,2738.84,282.596,220.366,2.2929,738.268,399.181,280.833,0,6.89733,0.876189,0.0182889,0.0612583,0.011469,874.55,46.1113,0.0816755,
254,930.931,1518.24,1907.99,0.613165,0,13.8318,60.3597,61.4493,45.3375,0.875512,1125.67,147.099,63.6174,0,21.2068,294.968,217.182,239.958,2.49267,861.834,360.071,225.769,0,7.86248,0.876189,0.0182889,0.0612583,0.011469,874.55,46.4407,0.0816755,
255,930.931,2286.86,5887.38,0.407078,0,13.5306,797.809,89.0212,64.5471,0.940964,1081.56,149.101,90.3548,0,18.0525,5051.57,277.047,211.346,2.37609,669.349,332.392,278.497,0,7.86265,0.876189,0.0182889,0.0612583,0.00585816,874.55,46.2665,0.0816755,
256,930.931,1686.55,2672.99,0.551975,0,13.3642,277.314,60.1657,43.2739,0.627923,1066.35,165.056,60.3907,0,18.4836,1703.78,193.961,146.906,1.45861,655.677,379.093,197.389,0,7.86265,0.876189,0.0182889,0.0612583,0.011469,874.55,46.4407,0.0816755,
257,930.931,1646.63,3022.71,0.565355,0,12.5177,221.318,63.9066,42.3387,0.979878,1079.8,158.04,67.7364,0,17.5496,1640.78,226.055,218.098,2.57543,804.86,355.209,238.616,0,7.53991,0.876189,0.0182889,0.0612583,0.00877411,874.55,46.4294,0.0816755,
258,930.931,1395.82,1545.61,0.666944,0,12.7249,49.9679,60.3081,34.001,0.666709,1053.7,123.161,61.2916,0,18.1802,193.505,223.118,141.814,1.87593,658.949,301.761,227.317,0,7.86265,0.876189,0.0182889,0.0612583,0.011469,871.508,46.4495,0.0816755,
259,930.884,1807.63,3247.62,0.514974,0,15.7959,240.997,81.9554,62.0397,0.910376,1171.47,150.83,83.6313,0,26.5876,2183.76,293.575,279.434,2.72595,1024.65,317.706,296.716,0,7.86265,0.876189,0.0182889,0.0612583,0.0130323,874.55,46.4495,0.0816755,
260,930.884,3091.01,14843.1,0.301159,0,16.2178,1519.29,71.0691,38.1187,1.06962,1163.5,210.431,71.3029,0,25.0187,14372,256.586,159.726,3.00812,874.038,449.924,259.521,0,7.86265,0.876189,0.0182889,0.0451723,0.0130323,874.55,46.4495,0.0816755,
261,930.884,2054.38,3628.81,0.453121,0,17.6759,344.524,97.9627,55.6137,0.85892,1216.79,222.403,98.5552,0,26.6906,2820.49,283.553,211.54,2.13512,944.522,474.574,277.92,0,7.86265,0.876189,0.0182889,0.0451723,0.0130323,874.55,46.3957,0.0816755,
262,930.884,1598.57,2413.86,0.582324,0,13.1308,171.648,64.8456,49.4239,0.740646,1065.54,167.559,65.6761,0,18.9217,1406.61,247.996,184.95,2.23952,675.454,413.688,257.747,0,7.86265,0.876189,0.0182889,0.0451723,0.0122412,874.55,46.3957,0.0786639,
263,930.791,1490.69,1820.6,0.624405,0,13.3496,43.6443,58.0458,60.862,0.976985,1105.14,148.783,59.8872,0,20.9675,184.783,235.871,245.583,2.69774,849.468,344.581,242.049,0,7.86265,0.888843,0.0182889,0.0393389,0.0122412,874.582,46.3461,0.0786639,
264,930.791,1519.25,2184.59,0.612665,0,12.6193,147.824,51.6616,51.7687,0.619216,1055.71,146.973,52.073,0,18.525,1117.01,203.44,207.468,1.84016,684.644,350.628,204.891,0,7.86265,0.888843,0.0182889,0.0451723,0.0122412,874.582,46.364,0.0678429,
265,930.791,1671.09,3399.01,0.556997,0,13.4285,327.219,64.3219,24.8674,0.542446,1059.6,116.665,64.4416,0,19.5011,2764.37,220.566,104.702,1.47373,655.576,264.013,219.293,0,7.86265,0.888843,0.0133152,0.0451723,0.00472144,874.575,46.3186,0.0678429,
266,930.791,1724.54,2289.25,0.539734,0,14.4267,160.644,90.5155,72.3869,1.0714,1104.32,189.846,91.3241,0,20.0178,1007.97,290.591,234.525,2.92551,697.814,411.73,285.793,0,7.86265,0.888843,0.0133152,0.0451723,0.00472144,874.58,46.3957,0.0678429,
267,930.791,1811.29,3696.8,0.513884,0,10.8571,438.264,79.6122,68.2786,0.730941,1004.43,127.456,81.6551,0,11.4816,2574.37,290.607,247.283,2.29679,482.686,311.596,298.319,0,1.11728,0.879234,0.0133152,0.0451723,0.00472144,874.58,46.4375,0.0678429,
268,930.791,2084.78,4350.56,0.446469,0,13.0158,514.012,95.6181,80.0726,1.09741,1114.44,168.115,98.4154,0,17.5926,3306.44,334.919,313.768,3.05862,845.354,375.203,345.345,0,7.86265,0.879234,0.0133152,0.0451723,0.0122412,874.58,46.4724,0.0678429,
269,930.791,1675.92,2969.07,0.555392,0,12.6888,266.414,62.3296,41.7168,0.889383,1039.14,189.022,63.7225,0,15.1327,2211.41,218.66,158.218,2.49279,524.132,432.855,220.89,0,7.86265,0.872837,0.0133152,0.0269557,0.0122412,874.564,46.4724,0.0671019,
270,930.791,1382.72,1452.52,0.673162,0,12.2598,47.4159,70.9999,36.001,0.851344,1021.22,122.772,71.1956,0,15.488,182.627,257.669,154.551,2.44631,514.786,312.827,258.172,0,7.85403,0.879234,0.0133152,0.0269557,0.0122412,874.564,46.4724,0.0671019,
271,930.791,1547.33,1742.76,0.601548,0,15.1936,40.2913,79.0296,42.918,1.01835,1151.29,137.202,80.381,0,22.62,128.639,265.567,206.331,3.07648,834.942,305.564,269,0,7.85403,0.879234,0.0133152,0.0269557,0.00883619,874.564,46.3779,0.0671019,
272,930.791,5550.68,32842.2,0.16769,0,14.7194,4091.8,65.4519,32.9503,0.606103,1112.92,166.595,65.6308,0,21.493,31989,224.757,130.156,1.65747,745.463,354.095,224.843,0,7.85403,0.870413,0.0133152,0.0269557,0.00298025,874.564,46.5701,0.0671019,
273,930.791,1784.4,2469.98,0.521626,0,16.0046,101.493,94.2959,86.7348,1.0878,1228.76,158.269,97.7548,0,25.0936,2411.77,316.92,355.58,3.20502,1056.78,358.87,328.271,0,7.85403,0.870413,0.0133152,0.0269557,0.00298025,874.564,46.5701,0.0671019,
274,930.771,1980.83,4170.4,0.469889,0,14.765,472.11,76.5703,39.7868,0.819561,1112.25,187.632,76.8951,0,22.1869,3180.56,245.537,174.857,2.30079,803.885,426.083,245.954,0,7.85403,0.870413,0.0114527,0.0269557,0.00298025,874.564,46.549,0.0671019,
275,930.733,1755.08,2870.93,0.530308,0,12.449,338.594,85.4207,43.8463,0.627117,1034.96,152.962,86.2251,0,17.3703,2117.11,258.02,204.52,2.30378,651.881,329.682,257.008,0,7.0196,0.86544,0.0114527,0.0269557,0.00298025,874.564,17.9651,0.0671019,
276,930.733,1422,1767.45,0.654526,0,12.1365,104.7,64.5621,29.6926,0.443273,1019.36,126.438,64.6668,0,15.135,600.52,250.216,106.824,1.24675,513.748,293.147,252.722,0,7.85403,0.86544,0.0114527,0.0269557,0.000720245,874.564,46.6043,0.0671019,
277,930.648,1704.51,2148.14,0.545993,0,16.0863,99.9081,85.3524,69.0735,0.706956,1174.09,172.387,86.8984,0,25.8251,468.455,265.553,234.139,1.74456,961.454,371.486,270.066,0,7.85403,0.86544,0.0114527,0.0269557,0.000720245,874.564,46.6043,0.0671019,
