Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
0,54.5433,454.252,191.108,0.120073,1.22786,7.31492,333.854,1.84398,29.2503,0.421474,25.4708,10.8059,1.51078,18.4694,18.1173,3.51092,2.45415,1.4491,8.9226,365.187,1.84238,31.9469,0.459745,24.7785,11.2197,1.7139,26.603,27.3203,2.91021,2.91814,0.148407,0.418749,23.5943,0.0305215,0.0916775,0.0737567,1.50039,6.69037,0.0983785,0.129848,0.101361,0.381555,0.208588,
1,54.5433,384.876,162.587,0.141717,0.861993,4.24053,240.356,1.64133,21.1956,0.325154,26.5753,10.0313,2.19643,35.7551,35.5233,3.96588,2.20738,0.494021,3.34378,123.282,1.22036,25.154,0.148351,17.8786,2.77419,1.87289,49.1346,55.2859,2.22312,1.45363,0.148407,0.350814,23.5943,0.0305215,0.0916775,0.0737567,1.50039,4.87453,0.0983785,0.129848,0.101361,0.381555,0.260688,
2,54.5433,345.045,95.1559,0.158076,0.906208,3.62818,184.527,1.4579,18.5919,0.243504,30.6102,10.7803,2.1194,43.6482,43.3171,3.11278,2.10152,0.820411,2.5559,82.7314,1.0702,19.4858,0.138942,17.8119,4.50449,1.78247,49.7034,46.4279,2.46258,1.37865,0.0778433,0.350814,23.5943,0.0305215,0.0916775,0.0219069,1.54332,1.53729,0.0935632,0.129848,0.101361,0.221818,0.199976,
3,54.5433,329.472,87.8395,0.165547,0.969296,3.36613,195.783,1.64214,15.8886,0.263382,28.5636,10.416,2.21374,32.6779,32.5908,3.19812,1.89937,0.778075,2.61058,55.1607,1.10611,18.2646,0.105655,13.2381,2.96513,1.73225,33.4752,32.1194,2.31534,1.24166,0.104301,0.0701284,23.5943,0.0305215,0.0916775,0.0114332,2.15464,7.33535,0.0983785,0.129848,0.101361,0.381555,0.260688,
4,54.5433,309.723,84.9256,0.176103,0.970031,3.24547,188.699,1.46492,9.47543,0.249301,26.7706,10.3467,2.39821,30.9636,30.8387,2.79564,1.50588,0.793266,2.60675,51.318,1.10202,12.5819,0.0923813,15.3472,2.90734,1.82705,37.2574,37.0628,2.00149,1.07964,0.104301,0.191745,23.5943,0.0305215,0.0916775,0.00746222,2.15464,6.92853,0.0172415,0.129848,0.101361,0.381555,0.181513,
5,54.5433,275.412,58.9511,0.198042,0.872725,3.04315,170.708,1.22893,8.28732,0.211073,28.9356,10.8475,2.31929,22.3331,22.2299,2.58141,1.81376,0.772925,2.42995,47.9618,1.05481,9.74893,0.0929793,16.4722,2.885,1.71771,22.0597,22.8913,1.62103,1.03464,0.104301,0.11469,23.5943,0.0305215,0.0916775,0.0453355,2.15464,7.49177,0.0172415,0.129848,0.101361,0.381555,0.181513,
6,54.5433,284.226,75.2816,0.191901,0.743805,3.34066,148.142,1.0107,13.8666,0.175281,32.2147,10.8757,1.95863,33.7356,33.6086,2.61608,1.93794,0.240603,2.5133,52.2046,0.926325,15.7397,0.098279,21.9896,3.1074,1.72656,32.7205,32.5588,1.82143,1.26442,0.311123,0.11469,23.5943,0.0305215,0.0916775,0.00984821,2.15464,5.4169,0.0172415,0.129848,0.101361,0.381555,0.181513,
7,54.5433,266.227,66.7233,0.204875,0.754367,3.20363,161.231,1.32289,8.90584,0.188112,23.8672,11.0725,1.92519,24.6686,24.5517,2.71276,1.82306,0.231805,2.54338,49.0641,0.945085,10.0745,0.103691,17.3531,2.8676,1.62027,26.7568,25.4554,1.72741,1.04812,0.213217,0.11469,23.5943,0.0305215,0.0916775,0.00984821,2.15464,7.49177,0.0172415,0.129848,0.101361,0.381555,0.181513,
8,54.5433,246.548,63.027,0.221228,0.756197,3.04192,136.048,0.810561,12.8257,0.134348,25.0871,11.7241,1.93128,24.8304,24.7081,2.60394,2.0469,0.243096,2.54344,46.2384,0.627009,13.7316,0.100311,16.2651,3.09026,1.59984,22.1915,22.2717,1.70451,1.16397,0.376666,0.11469,23.5943,0.0305215,0.0916775,0.00984821,1.20805,7.49177,0.031661,0.129848,0.101361,0.481067,0.220366,
9,54.5433,244.965,113.477,0.222657,0.700202,2.59257,117.461,1.0185,14.0485,0.121413,27.2506,12.6226,2.24728,31.0415,30.9822,2.53436,2.34511,0.32837,2.26333,42.1251,0.760768,14.1733,0.0879372,19.8216,3.55583,1.92627,40.1003,41.2726,1.82172,1.30152,0.371392,0.157705,3.47827,0.0305215,0.0916775,0.00984821,1.38902,5.49499,0.031661,0.129848,0.101361,0.481067,0.782169,
10,54.5433,208.62,45.7391,0.261448,0.660781,2.20559,103.528,0.965815,14.1711,0.126749,24.3306,13.8909,2.15515,21.0118,20.957,2.07089,2.54603,0.202416,1.49081,33.2429,0.596944,10.8265,0.0722488,14.9733,3.69416,1.69947,21.4122,21.8714,1.44956,1.12448,0.381121,0.106752,23.5943,0.0305215,0.0916775,0.00295957,0.750207,9.2589,0.031661,0.129848,0.101361,0.300778,0.782169,
11,54.5433,195.791,46.2358,0.278578,0.658851,2.00388,93.9993,0.957308,16.0731,0.138516,23.7658,15.523,2.43373,17.7846,17.7086,2.04352,2.7013,0.184603,1.26899,33.5315,0.620888,10.4998,0.0932343,15.2687,4.85592,1.83327,16.653,16.0096,1.38252,1.05458,0.381121,0.106752,16.3556,0.0305215,0.0916775,0.00917072,0.0864913,10.2892,0.031661,0.129848,0.101361,0.255748,0.648854,
12,54.5433,189.098,67.0744,0.288439,0.576221,2.07258,76.78,0.815295,19.3869,0.182689,21.8153,18.8321,2.4349,20.6851,20.6005,2.15241,2.76415,0.152352,1.33916,31.5225,0.458217,15.1754,0.125399,20.1466,11.116,1.51596,24.685,24.0955,1.51627,1.35137,0.26223,0.0121959,16.3556,0.0305215,0.0916775,0.0108242,0.0864913,9.84409,0.031661,0.129848,0.101361,0.255748,0.410597,
13,54.5433,217.054,330.243,0.251289,0.578565,2.41238,63.643,0.917669,17.7202,0.222737,16.6012,70.4557,2.77028,18.5215,18.4459,2.05276,2.71259,0.15451,1.70674,29.3753,0.511883,11.0055,0.126879,13.6954,333.186,1.6432,23.9621,24.3412,1.33454,1.14694,0.196053,0.106752,11.9886,0.0305215,0.0916775,0.0108242,0.0864913,8.97284,0.031661,0.129848,0.101361,0.223949,0.656115,
14,54.5433,175.492,129.514,0.310803,0.592408,2.67498,66.5858,0.948243,17.0089,0.218614,18.0166,24.8219,2.3008,18.6687,18.5986,2.34968,2.70646,0.180756,2.8556,47.124,0.710944,11.1519,0.116621,22.9875,53.2059,1.65276,34.0763,34.1788,1.53308,1.10798,0.305615,0.0674175,11.9886,0.0305215,0.0916775,0.0088638,0.0864913,2.89867,0.0834779,0.129848,0.101361,0.255748,0.494448,
15,54.5433,139.762,35.708,0.390257,0.567675,2.21113,50.8091,0.960218,14.858,0.263437,9.77983,22.9211,2.85243,15.0509,15.0027,2.03692,2.44894,0.175449,1.78318,25.6761,0.549472,8.84968,0.122029,11.9406,10.1299,1.95463,15.0114,14.5975,1.40388,0.896553,0.28165,0.0725875,11.5272,0.0305215,0.0916775,0.0088638,0.0864913,10.8944,0.0834779,0.129848,0.101361,0.255748,0.691833,
16,54.5433,165.751,118.964,0.329068,0.586019,1.97753,58.5103,0.990386,15.6856,0.268387,9.03727,22.2401,2.38225,24.93,24.8783,1.87571,2.3888,0.209488,1.56924,61.1613,0.729019,8.97208,0.110053,9.81554,9.40963,1.66546,30.6559,31.7151,1.80838,0.880125,0.110484,0.0725875,11.1726,0.0305215,0.0916775,0.0104764,0.0864913,6.13032,0.0735158,0.129848,0.101361,0.300422,0.652758,
17,54.5433,155.832,157.21,0.350014,0.556918,2.00922,59.8485,0.777343,14.8846,0.316988,9.28305,23.0421,2.81219,19.2018,19.0484,1.72585,2.32507,0.184683,1.64407,99.6116,0.485719,13.1341,0.183028,15.6077,8.19195,1.84414,23.2197,22.3461,1.4272,0.967979,0.107219,0.0725875,11.5272,0.0305215,0.0916775,0.0838415,0.0864913,12.0481,0.0245631,0.129848,0.101361,0.225668,0.652758,
18,54.5433,122.023,31.8266,0.446992,0.558758,1.52925,45.7014,0.683038,12.887,0.29052,7.05155,21.8084,2.64838,12.7112,12.633,1.45783,2.06272,0.17728,1.31704,21.3775,0.454415,9.63079,0.0946045,7.51633,6.28619,1.68696,12.4305,12.7573,1.18032,1.10553,0.107219,0.0725875,12.8089,0.0305215,0.0916775,0.0471669,0.0658468,11.0851,0.0245631,0.129848,0.101361,0.190466,0.652758,
19,54.5433,143.74,160.982,0.379458,0.680924,1.55755,56.6296,0.709255,12.5666,0.320902,11.3228,22.8652,2.67028,15.534,15.4531,1.4617,1.9679,0.591748,2.07938,97.4676,0.621592,13.3529,0.129648,16.5067,8.1912,2.03163,19.8285,20.232,1.32552,1.20493,0.217378,0.0725875,11.7445,0.0305215,0.0916775,0.101456,0.0658468,13.7908,0.0245631,0.129848,0.101361,0.144039,0.477158,
20,54.5433,152.718,186.243,0.357151,0.57075,1.56602,49.041,0.719924,12.5533,0.341588,10.0843,31.9161,2.1341,20.3174,20.2262,1.383,1.86407,0.188385,1.56773,58.0261,0.597752,15.6531,0.103496,16.6132,38.0428,1.86134,47.8112,47.778,1.3408,1.09834,0.217378,0.0725875,12.1828,0.0305215,0.0916775,0.0867495,0.0658468,13.9754,0.0245631,0.129848,0.101361,0.144039,0.462954,
21,54.5433,135.633,129.879,0.402138,0.610246,1.25819,43.3734,0.71183,11.687,0.318324,6.58464,24.098,2.19484,20.7932,20.7341,1.38088,1.88862,0.361422,1.25338,48.8572,0.539768,9.52427,0.0995271,9.56089,10.1702,1.70914,36.1309,36.2483,1.4101,0.752906,0.0575983,0.0725875,13.0229,0.0305215,0.0916775,0.0131526,0.220937,12.4205,0.0245631,0.129848,0.101361,0.225668,0.774163,
22,54.5433,136.333,191.316,0.400073,0.722891,1.48521,54.5663,0.711699,11.6653,0.358755,9.68205,24.1941,2.40126,13.888,13.6605,1.33816,1.65903,0.669994,2.32294,106.511,0.591596,14.5775,0.13298,17.4563,5.03113,1.87019,33.7052,33.662,1.37683,0.83844,0.120446,0.0725875,13.21,0.0305215,0.0916775,0.179254,0.220937,11.7928,0.019986,0.129848,0.101361,0.205468,0.407081,
23,54.5433,145.901,227.376,0.373839,0.730678,1.5407,53.8106,0.877398,13.5924,0.371356,13.524,24.2787,1.73991,15.9461,15.8025,1.88617,1.80012,0.46608,1.8498,110.256,1.06648,23.6103,0.137125,28.7608,5.69771,1.75532,42.1842,42.177,2.09332,1.63546,0.217868,0.0725875,13.21,0.0242115,0.0916775,0.0996908,0.220937,5.63128,0.019986,0.129848,0.101361,0.205468,0.639505,
24,54.5433,94.9074,89.4355,0.5747,0.695915,1.33326,29.3963,0.530418,6.9539,0.370566,5.8692,25.5594,1.8823,9.6055,9.45873,1.69766,1.55429,0.236441,1.49402,8.16778,0.514983,9.85851,0.046082,8.36942,4.81154,1.81116,34.8562,35.5889,1.81466,0.632329,0.261242,0.164566,15.9822,0.0305215,0.0916775,0.23558,0.220937,14.4935,0.019986,0.129848,0.101361,0.205468,0.693792,
25,54.5433,133.438,232.35,0.408753,0.82745,1.28718,43.4931,0.62605,9.58116,0.394364,13.3576,24.8587,1.75975,17.2033,16.8728,1.52647,1.6502,0.562663,1.95975,84.9564,0.943926,18.8796,0.059779,40.5206,4.97286,1.6764,55.8193,54.2346,1.3676,1.22573,0.372202,0.0882745,15.9822,0.0305215,0.0916775,0.23558,0.220937,1.69107,0.019986,0.129848,0.101361,0.205468,0.41535,
26,54.5433,121.294,214.243,0.449679,0.793002,1.36796,52.5782,0.624413,6.54487,0.429042,8.69078,24.8136,1.65649,10.297,9.98598,1.9158,1.59652,0.50399,1.78672,130.011,0.820395,14.6176,0.181459,23.5667,4.20889,1.64557,29.0747,29.3522,2.19586,0.85444,0.372202,0.138669,15.8473,0.0305215,0.0916775,0.145359,0.220937,8.05104,0.0139307,0.129848,0.101361,0.156343,0.480485,
27,54.5433,109.365,193.606,0.498725,0.724504,1.71499,43.1238,0.642605,5.84698,0.421765,6.62677,24.3536,1.54255,10.5988,10.4423,1.88735,1.43953,0.162619,2.5243,96.2634,0.866674,11.7718,0.11084,13.2735,4.61792,1.47119,44.4459,44.3492,1.65687,0.457242,0.426914,0.138669,15.8473,0.0150563,0.0916775,0.352607,0.230281,2.34864,0.0470435,0.129848,0.101361,0.156343,0.480485,
28,54.5433,103.509,169.62,0.526943,0.812294,1.16472,33.6325,0.568024,5.60371,0.404166,4.45583,24.7227,2.01014,13.6898,13.4854,1.62692,1.33252,0.425568,0.878904,58.0886,0.633318,11.3907,0.0467934,8.8793,4.61165,1.96876,48.0839,47.75,1.28143,0.348626,0.426914,0.138669,12.4721,0.0150563,0.0916775,0.226489,0.0877721,6.80693,0.0160582,0.129848,0.101361,0.156343,0.110612,
29,54.5433,100.619,172.208,0.542078,0.734881,1.31988,36.9711,0.592755,6.19092,0.412678,5.10965,24.47,1.64241,10.0127,9.84614,1.84906,1.46666,0.354208,1.21018,72.1356,0.630444,16.7053,0.0407475,13.361,2.70422,1.75711,36.8691,36.9025,1.46957,0.549814,0.178145,0.138669,13.0839,0.0150563,0.0916775,0.352607,0.230281,14.5933,0.0160582,0.129848,0.101361,0.127687,0.480485,
30,53.7886,120.55,228.496,0.446193,0.742957,1.77597,53.8005,0.645358,5.10554,0.431555,7.62841,23.6247,1.34983,11.1614,10.852,2.03735,1.39444,0.43467,2.38733,131.221,0.594273,10.0133,0.129717,20.9491,3.51729,1.49119,38.9265,38.7492,1.53258,0.464446,0.397983,0.137421,13.0839,0.0242042,0.0916775,0.370325,0.107222,6.32242,0.0160582,0.129848,0.101361,0.156343,0.480485,
31,53.1459,100.968,186.992,0.526361,0.697407,1.33023,36.7986,0.696893,5.51285,0.416775,8.71841,23.583,1.07996,9.53542,9.18734,1.96115,1.45042,0.244245,1.94774,98.528,0.928781,14.0065,0.119276,38.8625,3.65606,1.19509,35.006,34.2655,1.48605,0.534522,0.306787,0.137421,13.0839,0.0305215,0.0916775,0.0523074,0.107222,4.05144,0.0160582,0.129848,0.101361,0.156343,0.480485,
32,53.1459,92.5539,155.113,0.574216,0.671961,1.14123,37.7992,0.612252,4.6718,0.418955,4.21336,23.5291,0.992479,7.86229,7.58479,1.67571,1.38073,0.333844,1.21436,85.0536,0.77744,12.3458,0.068646,9.51926,3.06865,1.09523,31.2285,31.2121,1.99507,0.277844,0.348478,0.112701,13.0839,0.0159224,0.0916775,0.370325,0.290166,11.3695,0.0160582,0.129848,0.101361,0.156343,0.822484,
33,53.1459,101.611,194.089,0.523032,0.699355,1.474,40.2541,0.694886,3.82193,0.416486,4.19699,23.32,0.89243,11.4244,11.0427,1.90176,1.47227,0.336535,2.02629,96.147,0.865654,6.05853,0.0751866,11.6583,2.65535,0.792542,43.4197,43.1058,1.80115,0.63227,0.333705,0.0997258,13.982,0.0305215,0.0916775,0.304384,0.248755,13.7431,0.0160582,0.129848,0.0991928,0.515712,1.06501,
34,53.1459,132.035,292.502,0.402513,0.850568,1.6056,60.6446,0.69716,6.52093,0.445212,8.58631,23.7257,0.845003,12.7025,12.2853,1.6077,1.51861,1.12701,3.76184,168.481,0.928526,16.962,0.190597,27.843,3.54354,1.02422,42.3524,41.8902,1.95125,0.64712,0.286309,0.112701,14.9766,0.0305215,0.0916775,0.36959,0.121812,11.0023,0.0160582,0.129848,0.0991928,0.510782,1.06603,
35,53.1459,108.637,203.661,0.489206,0.702411,1.31233,36.9116,0.659746,5.90936,0.407399,4.96143,24.0135,0.723895,15.072,14.699,1.71882,1.54552,0.520513,2.1143,82.7237,0.707464,16.1381,0.0893666,14.4239,3.76874,0.772364,59.5417,59.4572,1.63507,0.937228,0.267133,0.0633291,14.2166,0.0305215,0.0916775,0.0737104,0.085806,9.03483,0.0160582,0.129848,0.0991928,0.503633,0.95315,
36,52.4279,105.859,225.42,0.495263,0.674151,1.15358,40.198,0.681662,6.05725,0.427426,4.60213,23.8135,0.577458,12.6291,12.1729,1.32756,1.54385,0.445573,2.19212,102.849,0.83518,14.988,0.0829182,12.8047,3.66802,0.750599,48.6561,47.9017,1.3221,1.11172,0.286309,0.0633291,13.9434,0.0305215,0.0916775,0.331723,0.085806,10.5886,0.0160582,0.129848,0.101361,0.503633,0.965805,
37,50.2805,92.8352,207.433,0.541611,0.676732,0.8911,41.1739,0.564883,4.88533,0.451893,4.49591,27.822,0.518149,4.41211,3.93566,1.33024,1.67726,0.60197,1.39839,147.771,0.584392,14.6398,0.213686,13.7432,30.2399,0.553276,15.8521,15.307,1.51922,1.38157,0.286309,0.0633291,14.9766,0.0305215,0.0916775,0.382183,0.085257,18.7155,0.0153884,0.129848,0.101361,0.472955,1.07854,
38,47.2162,113.2,221.32,0.417104,0.686241,0.98987,36.4125,0.722483,5.69985,0.412728,3.66015,22.0616,0.582025,19.7603,19.3525,1.40184,1.45793,0.546445,2.27191,66.8075,1.04034,12.5909,0.0546457,9.23092,7.60456,0.683007,69.5512,69.2589,1.18464,0.642131,0.286309,0.0896832,14.9592,0.0305215,0.0916775,0.221834,0.085257,0.0550557,0.0153036,0.129848,0.101361,0.472955,0.355765,
39,47.2162,98.406,173.703,0.47981,0.693558,1.01329,35.7056,0.635274,5.62792,0.409254,6.31927,22.2776,0.588937,11.0981,10.7892,1.72217,1.52578,0.575828,1.58554,74.4004,0.755617,14.7785,0.0614008,16.7629,3.3158,0.665003,48.5372,47.5443,2.0843,0.868611,0.286309,0.0896832,14.9592,0.0305215,0.0916775,0.132271,0.085806,7.03861,0.00977936,0.129848,0.101361,0.472955,0.577281,
40,46.4656,91.9678,189.906,0.505238,0.621552,0.81808,32.1427,0.526861,5.6569,0.419796,2.56708,21.9011,0.533798,12.1675,11.8812,1.29349,1.43789,0.472593,1.00202,67.1401,0.826887,18.4196,0.0301691,6.51534,2.04546,0.47689,48.5988,48.6552,1.43708,0.435002,0.286309,0.0896832,14.9592,0.128955,0.412495,0.401522,0.085806,15.8383,0.0333114,0.533345,0.171499,0.472955,1.09785,
41,46.4656,85.331,164.389,0.544534,0.606785,0.805564,33.6014,0.527966,2.94347,0.420974,4.00305,21.8307,0.663321,8.88534,8.3204,1.2753,1.44675,0.579924,1.46133,81.1894,0.869318,7.198,0.0525126,14.4926,2.73358,0.57958,40.0312,39.3532,1.2643,0.159433,0.2639,0.0896832,14.9592,0.128955,0.208529,0.1946,0.085806,10.6068,0.0521212,0.333696,0.284285,0.472955,1.11019,
42,44.0578,100.856,201.414,0.436838,0.634275,0.86134,35.398,0.57986,4.88318,0.416402,5.57644,20.9279,0.531316,14.2528,14.0459,1.17243,1.57619,0.608396,1.1423,76.5458,1.04386,15.8801,0.0962267,17.2841,2.98318,0.629638,53.2348,53.0921,1.02972,0.683026,0.250288,0.0901337,14.9592,0.128955,0.208529,0.0880459,0.249051,10.2873,0.0204224,0.151648,0.119505,0.537583,1.00139,
43,42.9743,65.9164,119.229,0.651951,0.499167,0.936771,28.8169,0.3792,1.64568,0.422176,2.97451,20.474,0.403891,3.50699,3.33759,1.12876,1.39077,0.135091,1.89381,74.9946,0.572644,1.69105,0.0112393,11.7411,1.68873,0.51139,17.6724,17.8603,1.49131,0.237184,0.250288,0.119642,13.9452,0.128955,0.163168,0.4068,0.129576,16.2531,0.0159875,0.151648,0.119505,0.484583,0.807128,
44,42.4586,150.795,460.098,0.281565,0.657205,1.47727,30.439,0.563048,4.72029,0.428897,8.67584,63.4087,0.342906,18.8185,18.48,1.19933,1.5841,0.492306,2.86377,55.2827,0.85831,13.9757,0.113575,27.8177,304.227,0.401294,63.172,62.6906,1.32707,0.906583,0.307573,0.119642,13.9452,0.0235118,0.163168,0.0540671,0.129576,4.21453,0.015425,0.151648,0.119181,0.551138,0.419436,
45,42.4586,122.931,249.613,0.345387,0.693447,1.43074,40.4383,0.593555,6.64819,0.434492,10.1908,21.1765,0.488661,19.1534,18.8181,1.18719,1.67713,0.705354,2.58979,76.4851,0.952824,18.7734,0.145224,26.0849,44.2126,0.886434,64.1913,63.8236,1.04821,0.797884,0.307573,0.155618,13.9452,0.0289613,0.0279592,0.0481316,0.129576,10.5058,0.015425,0.151648,0.119181,0.591045,1.34464,
46,42.4586,74.332,159.807,0.571202,0.594201,0.800405,25.6385,0.367111,3.00036,0.424787,6.32488,19.8769,0.278295,7.30423,7.14676,1.11157,1.46409,0.458328,1.01045,46.1576,0.511339,13.3193,0.0311812,24.8897,3.18153,0.471448,40.183,41.0211,0.928465,0.296245,0.273642,0.155618,13.6308,0.0580551,0.113685,0.271425,0.129576,2.98777,0.0135814,0.151648,0.119181,0.582869,0.845233,
47,42.4586,103.505,197.284,0.410207,0.674668,1.56433,41.5246,0.499985,5.63073,0.413227,10.6222,19.2848,0.32629,10.1263,9.9425,1.29068,1.60507,0.589869,3.65555,90.9206,0.874108,16.6568,0.0566361,33.5752,2.79171,0.403271,33.4094,33.1934,1.27201,0.80419,0.273642,0.155493,13.6308,0.0580551,0.113685,0.102545,0.129576,5.45936,0.0135814,0.151648,0.119181,0.551031,0.841093,
48,41.9131,98.9827,175.499,0.423438,0.673871,1.11177,38.7167,0.632075,4.74197,0.426736,6.13702,19.2607,0.393623,11.9462,11.834,1.45762,1.65045,0.590354,1.77486,83.56,1.16088,16.4289,0.0810115,17.6944,1.8059,0.86457,43.1977,43.4148,1.8052,1.41259,0.334491,0.155493,13.6308,0.0209853,0.113685,0.147886,0.129576,13.026,0.00703191,0.0578125,0.0196703,0.582155,0.498462,
49,41.9131,76.7501,135.768,0.546098,0.595397,1.36068,33.4231,0.515008,4.92737,0.409455,4.15442,18.8963,0.349488,4.63969,4.48551,1.37177,1.62191,0.432117,3.24062,72.8233,0.940359,20.1054,0.081329,11.7384,3.10537,0.682076,17.1248,17.5029,1.65314,0.787831,0.379348,0.152251,13.6308,0.0245034,0.131204,0.019226,0.129576,2.81773,0.0145326,0.0578125,0.0196703,0.582155,1.38862,
50,41.5902,60.7917,119.967,0.684142,0.595423,0.838577,27.1185,0.374075,1.04646,0.4419,1.96206,19.5224,0.226702,3.07507,3.00391,1.13515,1.45151,0.682133,1.89333,78.6561,0.630029,2.73454,0.0769345,5.42078,1.71359,0.332366,16.1959,16.325,0.510909,0.211527,0.40662,0.152251,13.6308,0.0245034,0.21646,0.422816,0.0696145,9.04037,0.0145326,0.0578125,0.0196703,0.582155,0.581932,
51,41.4206,122.717,463.167,0.33753,0.531142,1.23111,70.9867,0.397192,3.15969,0.447478,4.45779,25.2837,0.360213,6.67003,6.40002,1.24461,1.54695,0.331362,3.50416,322.824,0.673242,14.7061,0.0889841,18.6137,37.2754,1.09938,36.376,36.4747,0.729808,0.386472,0.380508,0.155493,14.249,0.0245034,0.21646,0.424352,0.0696145,18.4513,0.0145326,0.0578125,0.0196703,0.615508,1.40894,
52,41.4206,92.8416,247.71,0.446142,0.538421,0.644202,37.3896,0.431814,4.64288,0.45054,4.997,19.2054,0.330406,10.719,10.5696,1.34184,1.58091,0.402721,0.749988,108.102,0.895288,19.8361,0.0951065,20.8561,6.29779,0.874768,49.5394,49.9527,1.40625,0.689044,0.380508,0.168305,14.7527,0.0245034,0.21646,0.425868,0.0696145,7.8874,0.014221,0.0578125,0.0196703,0.625061,1.40894,
53,41.2328,66.8458,129.235,0.616835,0.529205,0.710891,24.4461,0.345546,1.72082,0.429551,3.62469,19.1877,0.343669,6.51021,6.35803,1.13789,1.50149,0.290733,0.9595,46.4434,0.469686,6.16245,0.0278904,12.2959,1.76063,0.772019,34.4333,34.2008,0.459154,0.167568,0.349621,0.193664,14.6769,0.0866324,0.21646,0.303438,0.0696145,9.89867,0.0140996,0.0578125,0.0196703,0.670176,1.41039,
54,40.795,91.4395,197.75,0.446142,0.558913,0.974544,40.5869,0.434825,2.35259,0.436157,4.00735,19.2143,0.290062,9.82998,9.67595,1.63015,1.44786,0.474816,2.2271,98.1447,0.877653,8.82839,0.0270554,11.4235,1.62126,0.387998,42.8083,42.9913,2.23246,0.176878,0.336741,0.157268,14.6413,0.058178,0.134063,0.382646,0.0696145,10.4128,0.0140996,0.0578125,0.0196703,0.61915,0.438228,
55,40.3495,74.1526,158.111,0.544142,0.563556,0.962,29.1418,0.356785,1.52386,0.438389,4.48401,19.3708,0.240317,7.20394,7.05603,1.3436,1.46744,0.497087,2.56131,69.6795,0.821661,5.03744,0.0259207,17.0671,1.52484,0.285236,35.4234,35.6529,1.32257,0.117815,0.336741,0.135404,14.1104,0.0552347,0.134063,0.429221,0.0696145,9.32423,0.0145554,0.0578125,0.0196703,0.583663,0.672169,
56,40.3495,79.9397,157.435,0.50475,0.545101,0.747349,25.9598,0.471609,2.87207,0.422821,4.83501,19.0467,0.259053,11.0255,10.8631,1.41767,1.47381,0.391382,1.42165,47.5192,1.17786,10.4461,0.0591089,15.372,2.91685,0.421412,43.1878,43.9837,0.998914,0.0881312,0.306042,0.135404,14.2801,0.058178,0.134063,0.0492915,0.0279165,0.606908,0.0154552,0.0578125,0.0196703,0.706116,0.935202,
57,40.3495,98.7254,228.104,0.408705,0.504502,0.862533,42.0946,0.404298,5.64495,0.444754,7.87997,18.9848,0.247614,9.39001,9.0916,1.60494,1.57081,0.314234,1.95353,111.805,1.00449,21.5307,0.055901,30.5698,2.87071,0.480275,38.8629,38.2467,1.53093,0.753501,0.335328,0.135404,13.9408,0.035716,0.134063,0.42452,0.0279165,0.922219,0.0141962,0.174475,0.0694893,0.722556,0.846252,
58,40.3495,103.054,225.862,0.391539,0.744753,1.25061,53.7263,0.471484,4.55612,0.470784,7.70422,20.0547,0.230698,5.40997,5.17218,1.68112,1.58072,1.41322,3.29648,154.497,1.23343,16.2506,0.177656,23.5682,3.6251,0.33973,19.4982,18.8975,1.46824,0.478962,0.313691,0.135404,14.1612,0.058178,0.134063,0.429284,0.0279165,16.7167,0.0141962,0.174475,0.0681984,0.722556,0.590352,
59,39.9323,54.1657,65.2137,0.737225,0.518133,0.381613,21.433,0.314396,2.6922,0.432602,3.86794,19.3315,0.225365,1.00041,0.822814,1.6516,1.49418,0.42848,0.939525,42.9075,0.919074,11.8499,0.0413728,15.9457,1.98205,0.290206,4.30276,4.78545,1.47535,0.14684,0.322595,0.135404,14.1612,0.0141081,0.134063,0.344319,0.0150721,9.4833,0.0141962,0.174475,0.0694893,0.661664,1.15993,
