Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
165,37.1447,65.5109,139.092,0.567001,0.276842,0.499215,30.6387,0.205862,2.37088,0.456678,2.28215,19.2035,0.0475387,3.40703,2.84249,1.73933,1.54071,0.618972,1.6926,88.974,0.923559,10.7778,0.0443313,11.1444,2.45306,0.150573,13.9973,13.28,0.520598,0.311914,0.148481,0.178849,12.4946,0.0169149,0.166293,0.448649,0.0089405,4.39045,0.0203493,0.601918,0.183551,1.63295,1.03615,
166,37.1439,836.406,5387.38,0.044409,0.387276,0.595631,773.456,0.260091,6.47106,0.456517,8.12965,20.62,0.167545,11.4065,10.7008,2.05173,1.70329,0.995461,1.64091,5186.6,1.01316,30.0031,0.1198,34.8966,8.75534,0.617206,53.9096,52.2132,1.80431,0.984113,0.148007,0.17931,12.4946,0.0169934,0.166716,0.159438,0.00944506,5.92603,0.0345205,0.601656,0.183386,1.63393,1.45787,
167,37.1433,72.8561,174.968,0.509817,0.23789,0.403195,24.3194,0.106029,2.53312,0.446118,3.843,19.2354,0.0819328,9.37026,8.96704,1.8194,1.49328,0.457065,1.18679,57.94,0.442519,12.2051,0.0437957,20.5847,2.59882,0.242623,42.8552,43.0571,1.00671,0.280979,0.148651,0.179401,12.4946,0.0167945,0.166716,0.179357,0.00897825,7.28049,0.0345205,0.601656,0.183277,1.63059,0.271929,
168,37.1433,45.6065,59.2239,0.814429,0.19459,0.417678,15.7517,0.0963153,0.803821,0.443047,0.761138,19.5204,0.0814194,2.31152,1.89656,1.83514,1.49317,0.317249,1.64291,23.8651,0.548541,4.7501,0.0405149,5.86837,1.1751,0.303106,12.6854,13.8554,1.32516,0.10221,0.148716,0.178361,12.491,0.0167532,0.166716,0.160304,0.00894414,11.5295,0.0341412,0.60126,0.183689,1.63059,0.777649,
169,37.1417,107.09,243.985,0.346828,0.359712,0.779195,35.1402,0.327066,4.3596,0.454179,6.6607,19.3254,0.301797,18.1495,17.659,1.95819,1.6152,0.742062,2.28514,85.7009,1.08824,15.1186,0.0639418,24.6415,5.62484,0.992904,62.1773,65.5445,1.17689,0.41335,0.148948,0.177695,12.491,0.0167532,0.166778,0.289342,0.00897825,0.513133,0.0341412,0.60126,0.183645,1.62769,1.50684,
170,37.1408,69.6292,160.13,0.533409,0.277913,0.519982,26.5945,0.0875703,1.54677,0.45357,2.80979,19.7674,0.104836,7.35993,6.88108,1.7484,1.47743,0.676595,1.78203,84.1409,0.420381,7.40201,0.0855691,14.4539,2.45542,0.411328,37.4554,36.0937,0.578107,0.234799,0.148992,0.178908,12.491,0.0166328,0.166916,0.155944,0.00865689,9.87433,0.0318238,0.60126,0.1837,1.62425,0.152339,
171,37.1378,91.1621,195.129,0.407382,0.294608,0.696074,31.8858,0.342979,6.216,0.436598,4.33809,20.0864,0.305675,11.7976,11.1682,1.9202,1.67376,0.516836,2.35357,80.1037,1.18485,24.4081,0.0665881,16.2456,5.74622,1.24627,49.1634,48.6794,1.29507,1.07194,0.148992,0.179401,12.4944,0.0164959,0.166916,0.128208,0.00848711,9.06386,0.0335287,0.60126,0.183759,1.34213,0.335638,
172,37.1357,113.754,251.135,0.326456,0.337515,0.547842,38.3562,0.4237,6.36611,0.440202,8.97017,19.3205,0.172036,17.7351,17.3264,2.21299,1.54516,0.5764,1.30901,83.6478,1.24789,19.9966,0.0657385,28.035,1.68712,0.490022,61.3751,61.3502,1.78808,0.452559,0.148992,0.179847,12.4834,0.0164959,0.168781,0.0903165,0.00894741,11.6971,0.0330079,0.601807,0.183759,1.62769,0.270926,
173,37.1355,79.9398,181.076,0.464544,0.250465,0.554908,29.2608,0.206753,4.33956,0.449915,5.57654,19.4057,0.156658,8.40807,7.99304,1.77588,1.56148,0.455904,1.88023,83.6678,0.797335,17.5643,0.0400739,23.5755,1.86897,0.541417,39.8003,39.801,0.780989,0.283061,0.148903,0.180573,7.25773,0.0164959,0.168781,0.306032,0.00876686,7.27617,0.0330079,0.601706,0.183322,1.62122,1.42659,
174,37.1332,74.052,180.99,0.501447,0.257861,0.554372,25.9145,0.198779,3.54512,0.451045,4.39885,19.5395,0.0868333,8.11173,7.69948,1.74186,1.55199,0.550135,1.81512,68.6854,0.927327,17.5737,0.0805282,21.5168,0.98628,0.259845,38.0845,38.1211,0.653584,0.466588,0.149013,0.180573,12.4832,0.0164959,0.16753,0.1056,0.00894741,12.7041,0.0328072,0.601706,0.183322,1.62187,0.535177,
175,37.1268,103.115,278.348,0.360051,0.461845,0.510682,42.685,0.261992,3.46711,0.47812,3.00022,19.7659,0.0955685,14.8564,14.2474,1.81453,1.4704,1.62137,1.41216,147.91,1.02639,13.2874,0.202992,12.4518,1.75482,0.239344,56.2441,56.6199,0.885503,0.173837,0.148882,0.179695,12.4733,0.0166048,0.169008,0.329316,0.00890439,14.2752,0.0333713,0.601706,0.183322,1.62187,0.668161,
176,37.1254,64.1966,148.537,0.578308,0.205948,0.536664,18.2834,0.16721,3.03779,0.436856,4.035,20.1051,0.050611,7.24624,6.73625,1.78115,1.57435,0.372775,1.7145,36.719,0.794273,14.0898,0.0733817,19.7239,2.72782,0.0825214,41.3945,40.8404,0.707568,0.583481,0.148838,0.179695,12.4695,0.0166048,0.169008,0.0727631,0.00890439,19.6793,0.0333713,0.601706,0.183322,1.62159,0.802635,
177,37.1254,142.209,279.35,0.261063,0.533798,1.08821,52.3741,0.517091,9.40992,0.456985,11.359,19.7009,0.334846,21.5271,21.1427,2.07879,1.68535,1.40883,3.48538,140.785,1.37349,26.5107,0.191933,30.779,5.58241,1.15419,60.2255,63.578,1.33445,0.967736,0.148838,0.179695,12.4695,0.0167104,0.169008,0.00448443,0.00942538,4.81209,0.0339046,0.602177,0.183322,1.61966,0.882698,
178,37.1217,55.6567,91.0433,0.666976,0.194482,0.494546,15.1228,0.136189,1.6868,0.440459,2.49649,19.5042,0.103552,6.26234,5.84462,1.82431,1.5459,0.419679,1.72823,34.6191,0.712475,11.504,0.0575094,12.3624,1.37059,0.504121,32.4825,33.2513,0.966119,0.506162,0.148838,0.182197,6.34089,0.0167248,0.170158,0.0546818,0.00942538,10.0228,0.0339273,0.60203,0.18345,1.62198,0.209183,
179,37.1198,92.1814,223.225,0.402682,0.329959,0.49337,36.6851,0.250567,3.00195,0.453422,2.19468,19.2057,0.088965,13.176,12.6388,2.06701,1.59599,0.702549,1.51474,96.2261,0.923848,12.2173,0.0349934,9.17287,2.18302,0.254183,58.5449,58.4558,1.72347,0.428897,0.14888,0.182197,12.4651,0.0168742,0.170158,0.350297,0.00942538,7.24096,0.0338124,0.602059,0.183478,1.62081,1.5049,
180,37.1198,58.6328,150.546,0.633088,0.206233,0.298882,20.2061,0.122345,0.709178,0.44696,1.83651,19.6463,0.0369046,6.16522,5.7257,1.7036,1.5289,0.403946,0.777572,54.2802,0.746714,3.74487,0.0152198,12.7835,0.548271,0.0532326,39.5318,39.3628,0.615695,0.160942,0.14888,0.182993,12.4632,0.0168742,0.172123,0.350421,0.00942538,17.3114,0.0335179,0.601964,0.183478,1.61707,1.5074,
181,37.1178,68.4697,156.598,0.542105,0.267322,0.293163,29.2955,0.19926,2.14764,0.45753,2.33103,19.3564,0.104717,5.51916,5.1141,1.89995,1.48393,0.579603,0.655317,82.1801,0.949829,9.84335,0.0611172,11.6906,1.68889,0.412545,29.2661,29.2685,1.40741,0.130922,0.14887,0.185398,12.4592,0.0170368,0.172025,0.44835,0.00945407,10.7517,0.0334322,0.601964,0.183744,1.61556,0.729108,
182,37.116,117.827,263.939,0.315005,0.402261,0.785741,39.5627,0.435787,4.22805,0.454651,6.51158,19.81,0.269435,20.9136,20.4859,2.26636,1.70073,0.784214,2.17888,95.1922,1.29178,16.316,0.108926,23.4893,4.69824,0.826246,68.4215,68.4914,2.05525,0.88367,0.14887,0.185777,12.4549,0.0170368,0.172025,0.144326,0.00933894,10.982,0.0334399,0.601964,0.183772,1.61556,1.05694,
183,37.116,146.751,328.103,0.252919,2.09545,1.14839,62.6253,0.451642,8.63082,0.51671,11.2739,20.7433,0.30548,17.7979,17.0854,2.2702,1.80623,11.8512,3.70329,154.33,1.27231,25.217,0.233753,33.0496,9.9381,1.13218,59.4128,59.3582,1.95973,1.30143,0.148919,0.183014,12.4493,0.0170368,0.170836,0.448903,0.00933894,3.19133,0.0337983,0.601803,0.183864,1.62145,0.124621,
184,37.1145,78.6136,204.071,0.472113,0.20617,0.480595,25.1763,0.176571,3.38678,0.447997,3.03013,19.424,0.0551612,11.6056,11.2158,1.81925,1.58925,1.5619,1.6151,67.2867,0.846509,16.9246,0.0769983,16.0403,1.94391,0.274615,54.0289,54.3544,1.02882,0.690727,0.148918,0.183014,12.4493,0.0170285,0.170836,0.245151,0.00975996,10.4195,0.0337983,0.601803,0.184023,1.62163,0.925521,
185,37.1129,90.2458,226.603,0.411243,0.223077,0.885755,38.3321,0.189558,4.1954,0.455182,7.19352,19.0887,0.134738,8.31813,7.70299,1.90275,1.62392,0.34481,2.91959,108.378,0.686472,20.2306,0.0541818,29.8814,2.53275,0.470988,35.6905,34.5317,1.16433,0.674157,0.148918,0.182972,12.4449,0.0170285,0.170836,0.271723,0.00975996,6.28372,0.0337983,0.601803,0.184028,1.62163,0.605898,
186,37.1129,76.992,200.007,0.482035,0.224245,0.442654,28.3757,0.244044,1.44749,0.480182,7.12384,20.1097,0.0715812,7.85645,7.29391,1.81829,1.50388,0.444508,1.63271,78.7779,1.11411,8.34454,0.182582,34.888,3.68599,0.190653,42.7181,42.5813,0.890787,0.106595,0.148918,0.182972,12.4449,0.0170285,0.170836,0.44896,0.00996689,15.2207,0.034537,0.601803,0.184028,1.62416,1.15123,
187,37.1129,107.77,272.511,0.344372,0.464161,0.919618,41.8197,0.390046,1.65655,0.461453,10.3209,18.8408,0.22262,14.6476,14.0904,2.25466,1.6811,1.24837,2.52248,129.807,1.24871,5.9046,0.155299,39.1777,3.60238,0.671282,55.1586,54.6747,1.995,0.980604,0.148948,0.182972,12.4449,0.017031,0.171588,0.099189,0.0101573,1.95362,0.034537,0.601837,0.184028,1.62493,0.679686,
188,37.1119,58.1733,147.412,0.637954,0.203577,0.287235,19.7628,0.10651,2.27176,0.449724,2.22209,19.5921,0.0775976,5.16552,4.75775,1.67276,1.6039,0.415164,0.942381,53.7849,0.625413,14.7168,0.0125426,15.5431,1.08988,0.329087,32.8681,33.585,0.624264,0.677264,0.148956,0.182972,12.4449,0.0170324,0.171588,0.449022,0.010488,14.0652,0.0346138,0.601837,0.184028,1.62748,1.50787,
189,37.1119,96.8628,237.085,0.383139,0.215245,0.457645,25.8465,0.218571,5.26658,0.447259,6.26544,23.5631,0.206646,15.6635,15.1912,1.91307,1.60803,0.336925,1.23414,61.8002,0.817115,21.6646,0.0452705,25.42,29.3619,0.722992,59.9136,60.3186,1.10798,0.629615,0.148956,0.182972,12.4449,0.0169744,0.171092,0.253727,0.0105757,1.98469,0.0345102,0.601923,0.184028,1.62969,1.33648,
190,37.1108,71.4772,136.538,0.519198,0.252265,0.429442,23.104,0.29547,4.69562,0.43731,5.97566,19.6106,0.218117,6.683,6.22793,1.82687,1.72092,0.446445,1.18797,56.1905,1.13777,19.9123,0.0632928,24.1413,5.87922,1.15518,32.8754,33.3056,1.16133,1.67173,0.148956,0.182972,12.4449,0.0170236,0.171119,0.0296285,0.0105757,1.80215,0.0345102,0.601839,0.184028,1.62969,0.68957,
191,37.1105,67.6993,159.216,0.548166,0.205038,0.368475,17.2059,0.150475,2.92037,0.443527,4.56406,22.497,0.0939331,8.10702,7.7145,1.86413,1.56489,0.283071,1.08045,27.6867,0.711589,13.8045,0.0384294,22.5466,22.0704,0.314035,43.0384,43.3293,1.13266,0.392656,0.149001,0.184867,12.4453,0.0170236,0.171119,0.177989,0.0108644,4.05971,0.0345102,0.601748,0.184339,1.63158,1.50791,
192,37.1103,98.448,256.225,0.376953,0.360576,0.93167,37.0842,0.290287,3.97831,0.464125,3.15493,19.1782,0.167107,14.9297,14.4022,1.94202,1.56473,1.09743,3.07695,100.201,1.08834,17.6371,0.10466,14.8594,4.04971,0.621172,60.4786,60.2751,1.43618,0.253936,0.149007,0.186472,12.4453,0.0168934,0.172315,0.334141,0.0110527,5.02285,0.0344271,0.601748,0.184608,1.63158,1.50791,
193,37.1103,37.1117,0.000698457,0.999962,0.149133,0.187472,12.4475,0.0172895,0.17312,0.449127,0.0114116,19.7075,0.0351791,0.602135,0.185276,1.63845,1.50808,0.158237,0.744198,8.53491,0.144442,2.7962,0.0148474,0.00016516,0.52393,0.127893,11.2816,14.0741,0.300551,0.0560708,0.149007,0.186514,12.4427,0.0168096,0.172401,0.449093,0.0109875,19.7058,0.0341886,0.601748,0.184695,1.63473,1.50791,
194,37.1101,88.3158,223.752,0.420198,0.268994,0.493811,29.2305,0.260026,3.14444,0.438325,5.18872,19.4751,0.0882749,13.3637,12.9747,1.93076,1.45845,0.543771,2.06224,76.3888,0.963266,12.3158,0.0593444,21.941,1.8447,0.246736,59.6335,59.7537,1.34013,0.213337,0.149005,0.186692,12.4427,0.0168717,0.172401,0.0966884,0.0109875,9.78789,0.034281,0.601748,0.184553,1.63468,0.471441,
195,37.1089,56.6879,137.04,0.654617,0.228922,0.404408,22.9074,0.0960542,0.484652,0.459981,1.56779,19.4709,0.0914646,4.09585,3.69385,1.66809,1.51861,0.559853,1.52347,73.1499,0.564939,2.18033,0.0789436,11.3738,1.66064,0.394727,25.6588,25.4955,0.331733,0.0949311,0.149005,0.186692,12.4409,0.0170138,0.172401,0.449103,0.0109875,7.84655,0.034281,0.601765,0.184553,1.63468,1.50792,
196,37.1089,69.8798,133.468,0.531038,0.291003,0.507511,30.7263,0.207979,3.85704,0.462493,3.78708,19.749,0.12404,3.59706,3.20097,1.91402,1.45538,0.586877,1.37224,80.2225,0.755987,14.9888,0.0662201,16.8175,3.80257,0.380526,12.5373,12.6361,1.16638,0.248785,0.14885,0.186692,12.4409,0.0170934,0.172663,0.442558,0.0111565,7.28334,0.0348185,0.601765,0.184568,1.63734,0.0477452,
197,37.1071,82.1239,222.715,0.451843,0.215714,0.360109,27.0405,0.180509,1.82276,0.46656,3.07923,21.6676,0.122504,12.1573,11.7169,1.80162,1.49266,0.397448,0.909444,71.9387,0.81905,9.10078,0.112353,15.1006,13.5245,0.481584,58.7526,57.2904,0.805279,0.0883178,0.14885,0.186819,12.4409,0.017231,0.172663,0.449118,0.0109303,19.706,0.0346796,0.601709,0.184457,1.63699,0.983313,
198,37.1071,78.5366,205.391,0.472482,0.218029,0.533868,32.5824,0.153122,4.30408,0.460132,4.01871,19.399,0.150425,6.93385,6.33206,1.79372,1.65724,0.460463,2.38234,98.6379,0.684635,21.4695,0.0589033,22.3207,2.72411,0.566178,32.5627,31.9752,0.942187,0.753891,0.14885,0.186819,12.4409,0.0171971,0.172673,0.449125,0.0109303,10.7699,0.0345751,0.60151,0.184568,1.63698,1.50788,
199,37.1063,118.693,260.904,0.312624,0.402048,1.25945,43.0493,0.380484,5.96663,0.452924,10.3899,20.4254,0.139753,16.4669,15.9113,2.22372,1.62532,0.927052,3.40523,108.182,1.14117,18.4864,0.0756045,32.0004,11.7505,0.384128,56.721,56.8295,1.94518,0.5437,0.14885,0.186835,12.4409,0.0171971,0.172673,0.186322,0.0112801,3.72051,0.0345751,0.601465,0.184568,1.63698,0.342814,
200,37.1063,61.6644,171.897,0.601747,0.205287,0.273445,20.4037,0.0939429,1.47297,0.450857,2.47105,19.6571,0.111539,6.81209,6.3958,1.8235,1.49309,0.39397,1.14464,55.7172,0.580832,10.1452,0.012035,17.7389,0.837681,0.536036,43.7171,44.3171,1.354,0.166809,0.148861,0.186963,12.4421,0.0172878,0.172777,0.449131,0.011326,17.2143,0.0345751,0.601465,0.184467,1.63626,0.762888,
