Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
10,1152.27,3164.88,1624.58,0.364081,308.693,321.685,10.6075,0,19.447,1437.09,322.693,474.891,269.768,232.22,280.111,6.84367,0,10.7364,1028.41,284.263,315.405,330.021,3.3565,2.39723,0.0876902,0,2.8766,650.553,5.99386,41.5379,3.98882,
11,1152.27,2922.61,855.955,0.394261,284.051,288.387,9.77541,0,19.7588,1317.01,288.903,467.416,247.305,211.891,206.132,6.69428,0,10.8499,615.449,206.8,307.449,234.181,3.3565,2.39723,0.0876902,0,2.8766,650.553,5.99386,41.5379,3.98882,
12,1152.27,2858.73,1224.7,0.403071,323.214,277.041,9.15374,0,20.4092,1245,277.64,476.754,229.512,509.411,224.574,6.09304,0,10.9746,547.234,226.535,340.587,221.462,3.3565,2.39723,0.0876902,0,2.8766,650.553,5.99386,41.5379,3.98882,
13,1152.27,2622.9,679.668,0.439313,270.348,251.751,8.30643,0,19.9405,1158.59,252.158,457.524,204.28,207.728,184.329,5.84574,0,10.9322,490.673,185.794,309.449,176.432,3.3565,2.39723,0.0876902,0,3.27333,650.553,5.99386,24.1252,3.98882,
14,1146.48,2506.81,696.771,0.457348,256.573,235.87,7.88571,0,19.4719,1105.52,236.254,454.122,191.115,199.271,172.821,5.32321,0,11.1259,448.268,175.093,313.157,163.283,3.3565,2.39723,0.0876902,0,3.27333,650.553,5.99386,36.6356,3.98882,
15,1146.48,2372.14,595.429,0.483312,234.95,220.626,7.41715,0,19.0556,1046.85,221.016,439.047,183.183,180.226,168.251,4.38797,0,11.3611,340.537,170.051,315.126,162.715,3.3565,2.39723,0.0876902,0,3.27333,650.553,5.99386,36.6356,3.98882,
16,1146.48,2293.39,564.744,0.499908,228.558,205.171,7.26598,0,18.6899,1031.33,205.527,427.283,169.568,172.816,157.77,4.22011,0,11.2449,327.609,158.613,301.15,156.885,3.3565,2.39723,0.0876902,0,3.27333,650.553,5.99386,18.9497,3.54801,
17,1146.48,2288.81,895.482,0.500907,244.48,204.344,7.1853,0,18.3062,1014.55,204.663,431.964,163.317,232.237,179.43,4.37136,0,11.2996,346.6,179.389,322.546,150.798,3.3565,2.39723,0.0876902,0,3.27333,650.553,5.99386,18.0522,3.54801,
18,1146.48,2155.38,553.832,0.531916,218.296,189.988,6.55577,0,19.301,960.82,190.325,415.225,154.874,162.022,152.686,3.78968,0,11.5119,266.118,153.79,312.457,141.303,3.3565,2.39723,0.0876902,0,3.27333,650.553,5.99386,18.0522,3.54801,
19,1146.48,2304.91,1710.4,0.497408,310.701,200.466,6.53323,0,18.3856,985.264,200.976,411.729,170.858,1030.56,228.292,3.93479,0,11.4124,408.736,227.995,332.212,241.635,4.41614,1.02939,0.0876902,0,3.32354,650.553,1.67248,18.0522,2.43696,
20,1007.68,2187.38,1138.81,0.460678,236.824,194.319,6.41313,0,18.1726,966.904,194.807,404.444,165.498,372.731,222.052,3.74435,0,11.2641,383.686,224.28,324.777,239.071,4.41614,2.39723,0.0876902,0,3.32354,650.553,5.99386,18.0522,3.54801,
21,1007.68,2029.31,689.689,0.496562,203.848,182.039,6.15753,0,18.2387,930.606,182.475,359.461,146.489,165.929,172.448,3.82963,0,11.2189,340.534,174.814,291.734,169.778,4.41614,1.91661,0.157093,0,3.32354,650.553,4.7023,18.0522,3.54801,
22,1007.68,1981.73,852.161,0.508486,198.747,166.68,6.07782,0,18.3826,931.912,167.138,350.74,142.049,176.296,156.268,3.98916,0,11.482,413.077,158.519,276.516,200.557,4.41614,1.91661,0.227632,0,3.32354,650.553,4.7023,18.0522,1.68049,
23,913.539,1971.72,1051.93,0.463321,198.767,170.261,5.86591,0,18.8173,926.443,170.974,332.893,147.699,158.302,187.023,4.00288,0,11.5709,472.852,188.634,275.927,228.314,4.41614,1.91661,0.227632,0,3.32354,650.553,4.7023,18.0522,2.98799,
24,913.539,1857.54,686.541,0.491801,183.499,159.723,5.51405,0,18.8876,878.41,160.137,318.971,132.395,149.511,165.654,2.99537,0,11.4976,250.694,167.151,254.143,169.595,2.50518,1.91661,0.227632,0,3.32354,650.553,4.7023,18.0522,2.98799,
25,913.539,2108.69,2087.8,0.433226,181.895,195.542,5.62122,0,18.7474,1002.46,196.296,329.138,178.987,149.082,317.329,4.15018,0,11.4459,980.937,320.096,287.939,402.438,2.50518,1.91661,0.227632,0,2.8398,650.553,3.24733,18.0522,2.77863,
26,913.539,1786.87,777.451,0.51125,169.389,153.868,4.9916,0,18.7424,859.434,154.318,287.938,138.192,125.041,178.099,2.9296,0,11.6184,347.831,174.764,257.318,207.645,2.50518,1.91661,0.227632,0,3.32354,650.553,3.24733,18.0522,2.98799,
27,913.539,1720.95,531.836,0.530833,173.01,140.416,5.22802,0,19.4926,855.283,140.848,269.987,116.691,140.598,131.442,3.1478,0,11.8171,216.94,132.759,221.694,123.504,2.50518,1.7818,0.206512,0,2.79509,650.553,1.68446,18.0522,2.98799,
28,913.539,1670.24,460.479,0.54695,171.868,132.086,5.03498,0,19.6458,842.001,132.381,256.302,110.926,125.874,101.654,3.48267,0,11.5371,266.562,101.535,231.993,97.0574,2.50518,1.7818,0.206512,0,3.51758,650.553,1.68446,16.9453,2.98799,
29,913.539,1805.08,2125.15,0.506093,171.518,148.144,4.97775,0,20.3139,925.982,148.843,244.196,141.109,143.816,217.729,3.36866,0,11.6933,1326.48,219.307,211.194,354.781,2.50518,0.828989,0.206512,0,3.43332,650.553,1.68446,16.9453,2.98799,
30,913.539,1899.1,2421.74,0.481037,354.489,141.977,5.11996,0,20.7367,863.624,142.462,256.629,114.067,1924.98,163.204,4.0552,0,11.7102,345.406,164.858,249.592,146.537,2.50518,0.828989,0.206512,0,3.51758,632.232,1.68446,16.9453,2.98799,
31,913.539,1727.81,1021.37,0.528726,169.372,138.505,5.24163,0,20.647,879.024,139.025,252.193,123.804,204.24,166.044,4.64078,0,11.8439,428.248,167.514,262.262,174.406,2.50518,0.828989,0.206512,0,3.0207,650.553,1.68446,16.9453,2.98799,
32,913.539,1641.29,897.751,0.5566,169.129,131.226,4.75495,0,20.4432,834.048,131.559,230.852,119.272,146.955,143.561,3.91786,0,11.7007,371.081,144.896,201.93,153.16,2.50518,0.828989,0.206512,0,3.51758,650.553,1.68446,16.9453,2.98799,
33,913.539,1567.2,610.477,0.582914,158.626,117.911,4.56981,0,21.2418,814.805,118.223,233.121,98.697,119.216,107.913,3.53306,0,11.7426,289.324,108.99,207.026,99.5786,2.50518,0.828989,0.0609946,0,3.73115,650.553,1.68446,18.0522,2.98799,
34,913.539,1648.5,1751.55,0.554163,246.841,121.209,4.59096,0,20.9194,813.055,121.598,213.149,107.141,1366.72,121.196,3.03007,0,11.7969,228.793,121.081,191.479,135.345,2.50518,0.828989,0.169781,0,3.96359,650.553,1.39244,18.0522,2.98799,
35,913.539,1547,607.43,0.590524,155.911,121.921,4.42828,0,20.5995,804.823,122.259,206.78,110.275,148.87,132.991,2.51999,0,11.9019,186.805,133.212,195.526,133.78,2.50518,0.828989,0.169781,0,3.96359,650.553,1.39244,18.0522,2.98799,
36,913.539,1571.72,983.635,0.581237,154.672,130.649,4.23691,0,20.4951,814.68,132.225,195.967,118.791,124.992,185.722,2.4907,0,11.7656,401.587,194.418,157.681,212.65,2.50518,0.828989,0.169781,0,3.96359,650.553,1.39244,18.0522,2.98799,
37,913.539,1559.74,952.57,0.585698,158.967,118.66,4.71996,0,20.6034,830.305,118.984,206.258,101.248,134.311,148.995,4.56275,0,11.8751,421.956,151.05,234.637,132.771,2.50518,0.828989,0.169781,0,3.96359,650.553,1.39244,18.0522,2.98799,
38,913.539,1820.74,2901.2,0.50174,328.406,136.452,4.53766,0,20.6084,833.943,137.761,220.066,138.967,1796.73,220.607,3.81017,0,11.8532,444.795,223.202,246.662,343.502,2.66612,0.828989,0.169781,0,3.60768,650.553,1.39244,18.0522,2.98799,
39,913.539,1697.73,1730.51,0.538094,158.664,130.487,5.03858,0,20.5158,917.799,131.088,215.571,118.57,206.764,248.924,5.59693,0,11.8959,832.622,252.206,251.398,296.216,2.66612,0.828989,0.169781,0,3.93536,650.553,1.39244,18.0522,2.41832,
40,913.539,1626.14,2194.58,0.561785,265.275,120.725,4.34881,0,20.995,802.283,120.988,195.523,95.9994,1553.2,192.001,3.95735,0,11.9225,371.638,193.127,220.294,136.488,2.66612,0.828989,0.107489,0,3.96359,609.432,1.39244,18.0522,2.98799,
41,913.539,1513.36,996.769,0.60365,146.352,124.113,4.21002,0,21.3435,800.556,124.849,186.936,105.001,165.059,181.009,3.38353,0,11.8849,353.973,184.044,184.354,188.995,2.66612,0.828989,0.107489,0,3.37307,651.254,1.39244,18.0522,2.98799,
42,913.539,1444.13,1009.36,0.632587,193.143,99.9984,3.74458,0,21.4526,759.207,100.731,178.861,86.9947,691.756,131.871,2.16085,0,11.7863,163.275,139.013,156.163,118.198,2.66612,0.828989,0.107489,0,3.86972,651.254,1.39244,18.0522,2.11243,
43,913.539,2375.43,12197.4,0.384578,991.307,121.845,3.95689,0,20.9114,798.433,122.382,195.846,120.75,11720.2,203.141,3.11686,0,11.8358,301.442,200.29,197.334,205.94,2.66612,0.828989,0.107489,0,3.12985,664.74,1.39244,18.0522,2.11243,
44,913.539,1460.94,924.211,0.625308,155.948,107.623,3.99558,0,20.4795,782.875,107.922,188.691,93.4084,882.369,143.354,3.64624,0,11.8329,316.289,146.043,196.09,115.889,2.66612,0.828989,0.107489,0,3.86972,664.74,1.39244,18.0522,2.11243,
45,892.647,1359.16,669.748,0.656762,130.4,97.3004,3.65626,0,19.8472,750.068,97.6597,168.875,91.3584,100.664,154.894,2.34358,0,11.9242,188.347,156.582,137.049,150.524,2.66612,0.828989,0.107489,0,3.86972,664.74,1.39244,18.0522,2.06811,
46,892.647,1396.35,912.786,0.639274,153.628,90.4813,4.01008,0,19.7197,782.385,90.7264,171.792,83.6038,240.679,116.029,4.10822,0,11.8822,380.696,116.124,133.971,117.602,2.66612,0.828989,0.107489,0,3.36679,664.74,1.39244,18.0522,2.06811,
47,892.647,1951.1,7617.65,0.457511,660.402,98.9869,3.85337,0,19.2294,780.323,99.3265,198.436,90.5383,7427.5,155.639,3.0549,0,11.9406,274.229,154.839,232.399,129.775,2.66612,0.828989,0.107489,0,2.90916,665.729,1.39244,18.0522,2.06811,
48,889.688,1411.93,939.37,0.630123,143.139,88.6829,4.25511,0,19.9694,811.567,88.9837,176.496,78.8357,521.362,111.878,5.05063,0,12.0322,477.438,113.622,195.611,108.103,2.66612,0.828989,0.107489,0,2.741,665.483,1.39244,18.0522,2.06811,
49,884.745,1464.86,1826.39,0.60398,212.551,88.3177,3.8998,0,19.9296,773.224,88.8037,192.246,85.8875,1339.76,116.49,3.30686,0,11.922,293.589,118.025,276.797,148.43,2.66612,0.828989,0.107489,0,3.86972,665.483,1.39244,19.639,2.06811,
50,884.745,1388.38,888.267,0.637252,122.131,96.7717,3.94953,0,19.1966,787.996,97.0391,171.591,89.7006,126.92,157.01,3.95946,0,11.9601,366.935,157.179,195.486,143.384,2.66612,0.828989,0.107489,0,3.23123,665.483,1.39244,19.639,2.06811,
51,884.745,1427.35,1397.46,0.619853,128.763,91.0872,3.83128,0,19.3832,826.512,91.4056,171.672,94.6938,162.758,181.254,4.26913,0,12.0737,710.459,181.709,144.201,276.677,2.66612,0.308785,0.107489,0,3.40874,665.483,0.672514,19.639,2.06811,
52,866.395,1611.53,1897.19,0.537621,174.197,122.726,4.1991,0,19.1787,851.169,123.475,202.814,113.775,609.083,279.369,4.75369,0,12.001,617.93,276.807,269.504,258.088,2.66612,0.828989,0.107489,0,3.22928,665.28,1.39244,19.639,2.06811,
53,866.395,1594.31,2346.95,0.543429,296.713,96.1569,3.74283,0,19.6755,790.87,96.771,191.669,98.7132,1730.58,160.379,3.54405,0,11.9855,404.411,166.058,241.913,224.748,2.66612,0.828989,0.107489,0,3.41245,664.419,1.39244,19.639,2.06811,
54,866.395,1547.73,2267.85,0.559784,211.668,115.238,3.83961,0,19.2515,795.195,115.716,184.477,102.344,1345.7,252.976,3.94587,0,11.9329,432.825,251.031,227.348,226.565,2.66612,0.828989,0.107489,0,3.81463,664.419,1.39244,19.639,2.06811,
55,846.064,1555.21,2595.23,0.544019,283.077,87.8449,3.71981,0,18.985,795.049,88.2624,189.453,88.8212,1766.83,192.872,3.97184,0,11.999,498.732,197.21,249.067,211.169,2.66612,0.828989,0.107489,0,3.81463,664.419,1.39244,19.639,1.15973,
56,846.064,1510.08,2414.59,0.560279,299.335,84.3715,3.49517,0,18.7839,751.464,84.9535,176.129,91.5468,1956.14,127.533,2.39341,0,11.9143,201.603,128.665,209.093,155.654,2.65631,0.828989,0.13542,0,3.81463,664.419,1.39244,19.639,2.06811,
57,833.837,1278.58,834.84,0.652159,104.3,74.3016,3.55462,0,18.6771,759.897,74.6705,167.403,75.774,185.832,156.383,3.17218,0,12.1551,341.545,158.611,193.425,140.551,2.66612,0.828989,0.13542,0,3.81463,664.419,1.39244,19.639,2.06811,
58,833.837,1213.32,502.429,0.687233,101.2,68.0944,3.25271,0,18.6931,737.536,68.3972,149.192,66.9587,69.6789,90.4093,2.7291,0,12.1925,240.168,91.2027,125.824,89.9247,2.66612,0.828989,0.0775002,0,3.66971,625.319,1.39244,19.639,2.06811,
59,833.837,4427.24,42362,0.188342,3215.9,88.8072,3.45517,0,17.8293,759.816,89.2809,164.728,87.4273,42014.2,207.214,3.09472,0,12.2832,313.934,205.085,217.995,187.13,2.66612,0.828989,0.0775002,0,3.81463,664.419,1.39244,11.1891,0.695694,
60,833.837,1444.12,2412.84,0.5774,185.593,90.4653,3.56455,0,17.324,794.042,91.0212,176.011,86.104,3213.38,242.838,3.92033,0,12.1383,567.606,244.789,239.652,257.61,2.66612,0.828989,0.0775002,0,3.78133,664.419,1.39244,19.639,0.695694,
61,833.837,1461.01,2857.7,0.570725,284.335,80.9047,3.22849,0,17.1548,755.961,81.2505,168.217,69.9614,2430.82,213.355,2.99005,0,12.121,373.369,212.76,238.689,184.638,2.66612,0.828989,0.0775002,0,3.81463,663.01,1.39244,19.639,0.695694,
62,833.837,1306.9,912.673,0.638029,112.957,69.2031,3.54029,0,17.6695,776.96,69.6842,182.576,74.3052,202.043,106.331,3.82566,0,12.2646,348.443,108.773,269.294,140.276,2.66612,0.828989,0.0775002,0,3.81463,663.01,1.39244,19.639,0.695694,
63,833.837,1470.51,1718.37,0.567039,148.712,94.8078,3.59809,0,16.6284,827.896,95.5178,183.518,99.8314,315.668,233.817,4.12993,0,12.1737,710.471,234.55,280.555,289.147,2.66612,0.828989,0.0775002,0,2.84226,662.957,1.39244,14.1684,0.695694,
64,833.837,1516.09,3986.14,0.54999,345.084,75.2747,3.22608,0,16.5221,768.63,75.6753,155.673,76.0084,3410.99,188.014,3.26296,0,12.0789,400.849,188.843,192.57,192.198,2.66612,0.828989,0.0775002,0,3.86972,662.957,1.39244,19.639,0.695694,
65,833.837,1446.09,2206.77,0.576616,203.412,94.8246,3.39875,0,16.0083,783.904,95.1987,160.969,88.3718,1416.71,250.161,3.86466,0,12.0411,449.116,251.621,232.905,231.009,2.66612,0.828989,0.0775002,0,3.86972,662.957,1.39244,19.639,0.695694,
66,833.837,1611.97,4305.08,0.517277,438.058,68.1264,3.42818,0,15.6214,774.9,68.5377,171.928,71.3738,3819.87,131.503,3.92254,0,11.9312,377.37,135.314,257.948,152.378,2.66612,0.828989,0.0775002,0,3.86972,662.957,1.39244,19.639,0.695694,
67,783.731,1280.14,1018.1,0.612223,111.655,79.3621,3.4068,0,15.301,771.65,79.8148,143.835,75.1151,364.543,174.113,3.94592,0,11.8194,385.872,173.027,158.507,151.423,2.66612,0.828989,0.0775002,0,3.86972,662.957,1.39244,19.639,0.695694,
68,783.731,1201.94,840.634,0.652054,101.487,61.2501,3.20083,0,15.5787,751.555,61.5668,152.751,54.5512,105.48,115.321,3.5734,0,12.027,333.34,116.188,226.713,99.9715,2.66612,0.828989,0.0775002,0,3.86972,662.957,1.39244,19.639,0.695694,
69,783.731,1294.9,1214.23,0.605243,115.869,79.8086,3.46038,0,15.6727,784.769,80.2178,147.189,67.9172,164.727,220.622,4.92659,0,11.9745,483.188,218.474,188.72,167.986,2.66612,0.828989,0.0775002,0,3.56178,662.957,1.76905,24.3361,0.695694,
70,783.731,1412.19,3451.66,0.554975,298.659,65.214,3.08319,0,15.037,763.897,65.6239,141.833,58.8459,2967.47,193.095,3.4696,0,11.7797,429.177,194.242,176.834,184.527,2.66612,0.828989,0.0775002,0,3.11229,662.957,1.76905,24.3361,0.695694,
71,783.731,1131.36,640.154,0.692735,92.952,61.8801,2.74072,0,14.8067,718.158,62.2032,127.988,50.6285,216.073,122.598,2.44296,0,11.7166,191.19,123.015,152.033,65.5676,2.66612,0.940431,0.0775002,0,3.86972,662.957,1.76905,24.3361,0.695694,
72,783.731,1261.33,1527.46,0.621354,91.1396,65.4722,3.37917,0,15.34,812.236,66.0434,140.275,67.4433,86.9699,184.391,4.74043,0,12.1897,790.06,187.194,216.501,269.704,2.66612,0.940431,0.0775002,0,3.68837,662.957,1.31261,24.1491,0.695694,
73,783.731,1463.54,2926.61,0.535502,242.67,70.8566,3.29968,0,14.9215,772.954,72.1615,148.063,138.618,1888,166.697,4.20081,0,12.0394,413.067,170.818,212.925,1005.28,2.66612,0.940431,0.0775002,0,3.35555,662.957,1.31261,24.3361,0.695694,
74,783.731,1410.54,2193.35,0.555626,109.451,91.141,3.2027,0,14.8355,847.906,92.4247,153.705,97.8719,232.315,296.072,4.00741,0,12.1045,975.615,302.098,264.863,382.274,2.66612,0.940431,0.13542,0,3.46969,662.957,1.31261,24.3361,0.695694,
75,783.731,1355.13,2021.78,0.578342,89.3414,84.6722,3.11493,0,14.8499,841.33,86.6471,136.772,98.4058,118.012,236.881,3.57009,0,12.1114,1025.25,247.763,224.4,376.939,2.66612,0.940431,0.13542,0,3.0479,662.957,1.31261,24.3361,0.695694,
76,783.731,1298.42,1687.36,0.603601,82.7391,83.1581,3.01715,0,15.4427,793.794,83.9352,146.187,90.1513,97.4886,246.699,3.91952,0,12.2513,696.474,249.58,268.804,310.236,3.15009,0.940431,0.126461,0,3.50828,662.957,1.31261,24.3361,0.695694,
77,783.731,1154.15,826.109,0.679053,84.3155,56.4478,3.27269,0,15.5506,764.752,56.7634,126.726,46.3237,98.5229,118.66,4.58799,0,12.4315,436.685,121.983,188.556,82.4316,3.15009,0.940431,0.13542,0,3.42464,662.957,1.31261,24.3361,0.695694,
78,783.731,1341.07,1427.71,0.584405,111.658,88.1308,3.46985,0,15.072,801.326,88.7194,153.605,79.0923,186.097,229.988,4.90249,0,12.3293,518.937,232.453,270.481,215.163,3.15009,0.940431,0.0797119,0,3.23388,662.957,1.31261,24.3361,0.695694,
79,783.731,1221.13,1107.89,0.64181,88.7791,76.4701,3.13771,0,14.9492,761.108,76.8861,131.502,68.2944,128.056,193.077,4.0627,0,12.3583,409.419,195.574,228.294,171.488,3.15009,0.940431,0.13542,0,3.50828,662.957,1.31261,24.3361,0.695694,
80,783.731,1229.72,1114.19,0.637324,103.731,72.3835,3.03581,0,15.1353,758.316,72.9656,128.818,75.3349,256.316,176.663,3.54468,0,12.5747,376.449,177.732,208.1,202.916,3.15009,0.940431,0.10799,0,3.50828,662.957,1.31261,24.3361,0.695694,
81,783.731,1193.44,1144.79,0.656698,80.2089,70.4013,3.01932,0,15.0983,765.762,70.8458,117.783,70.323,106.19,189.14,4.25426,0,12.475,451.409,190.55,166.781,197.539,3.15009,0.940431,0.10799,0,3.68837,662.957,1.31261,24.3361,0.695694,
82,783.731,1381.06,2724.08,0.567487,280.413,76.4584,2.84663,0,14.7646,736.705,76.7733,130.143,62.9525,2231.52,220.089,3.11384,0,12.5559,291.888,220.307,221.098,158.667,3.15009,0.940431,0.10799,0,3.01506,662.957,1.31261,24.3361,0.695694,
83,779.703,1183.19,1173.13,0.658984,78.964,70.4685,2.90355,0,15.0531,757.843,70.9349,122.487,64.5365,226.78,199.654,3.64022,0,12.4957,405.488,202.081,220.488,195.815,3.15009,0.940431,0.10799,0,3.11466,662.957,1.31261,24.3361,0.695694,
84,779.703,1303.99,1837.39,0.597938,181.231,68.7917,3.23802,0,15.3012,779.985,69.2436,126.379,59.8158,1283,170.882,4.578,0,12.3647,444.109,171.995,218.724,163.869,3.15009,0.940431,0.10799,0,3.68837,663.01,1.31261,24.2835,0.695694,
85,779.703,1450.95,2674.05,0.537374,222.995,81.2056,2.97016,0,14.9597,819.374,82.2413,137.837,89.3663,1495.75,253.791,3.94311,0,12.4803,804.455,256.125,257.338,345.235,3.15009,0.940431,0.10799,0,2.90835,641.496,1.31261,24.3361,0.695694,
86,779.703,1361.82,2123.15,0.572544,173.399,78.3077,3.48042,0,14.6817,806.992,78.6915,143.224,63.0462,1370.86,211.9,5.5634,0,12.3028,591.488,212.639,282.595,194.382,3.15009,0.53477,0.10799,0,3.26834,663.01,1.26505,24.3361,0.695694,
87,779.703,1114.3,933.748,0.699725,76.7528,59.1623,2.83644,0,14.5714,737.563,59.6469,118.324,45.4432,159.509,136.859,3.81536,0,12.2617,358.38,136.886,230.608,99.0817,3.15009,0.53477,0.0828889,0,3.68837,662.167,1.26505,24.3361,0.695694,
88,777.903,1177.98,1320.95,0.660372,85.017,74.2883,2.67502,0,14.2077,735.158,75.4315,122.107,69.0924,272.176,240.121,2.71032,0,12.2524,324.57,243.718,247.839,214.525,3.15009,0.53477,0.0828889,0,3.62309,663.01,1.26505,24.3361,0.695694,
89,777.903,1309.12,2224.57,0.594218,179.428,67.0627,2.9498,0,13.7746,763.511,67.5632,143.669,71.1622,1540.57,183.06,3.89558,0,12.198,407.323,183.788,287.828,200.885,3.15009,0.53477,0.0828889,0,3.15299,663.01,1.26505,24.7331,0.695694,
90,777.903,1734.78,4843.38,0.448417,351.3,92.1694,3.6124,0,14.5172,916.415,92.9588,161.258,102.546,3870.04,305.098,5.91717,0,12.4547,1216.34,304.536,314.995,426.674,3.15009,0.53477,0.0828889,0,3.17335,663.01,1.26505,26.2235,0.695694,
91,777.903,1124.5,1201.04,0.691777,62.6923,60.1992,2.79356,0,14.4277,750.791,60.757,108.248,64.5909,263.958,190.727,3.84454,0,12.5378,482.536,192.727,187.478,233.296,3.15009,0.53477,0.0828889,0,3.68837,663.01,1.26505,26.2235,0.695694,
