Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.camber_angle_gain_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.camber_angle_gain_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.camber_angle_gain_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_l.best,Steering.front.tie_rod_angle_front_view_l.best,
84,34.9359,64.1378,108.704,0.544701,27.6738,1.06405,9.21343,12.3841,9.4833,0.680702,0.046643,0.182989,0.278605,3.1302,15.1602,0.781447,86.1936,35.9226,15.2368,2.13869,0.0164775,1.71116,0.172804,1.28941,12.3384,0.547325,0.0955052,1.75137,4.3631,0.00403854,0.0107708,0.000610068,0.222288,1.59445,
85,34.9176,64.3182,204.654,0.542888,24.3252,1.00002,20.3816,9.26106,5.65798,0.219979,0.0483983,0.403379,0.226884,2.79379,3.75296,0.971332,141.777,51.8415,9.24561,1.25768,0.00679764,2.81588,0.058956,0.327249,12.0662,0.547325,0.0955052,1.75898,4.33724,0.00423287,0.0473921,0.000610068,0.222478,2.36218,
86,34.9176,94.1752,297.044,0.370773,24.1126,0.89913,53.4722,4.43534,6.57785,0.400103,0.0488981,1.05445,0.22888,2.94568,2.41675,0.308232,270.036,14.0491,10.4299,1.84968,0.00918926,5.32022,0.0484663,0.682499,8.93083,0.638962,0.0955052,1.75898,4.33724,0.00423287,0.0473953,0.000610068,0.189506,2.76947,
87,34.908,79.7568,233.52,0.43768,28.4437,1.02153,30.7488,7.86711,7.36229,0.399394,0.0462537,0.604549,0.243375,3.0198,25.1208,0.856437,211.4,26.4369,11.7717,1.48842,0.0074159,4.16479,0.111703,0.888154,9.9699,0.638207,0.0955052,1.75898,4.33724,0.00423287,0.0062625,0.000610068,0.143607,2.76947,
88,34.8563,145.542,382.689,0.239492,23.6837,0.990591,94.0971,11.7071,8.84564,0.834016,0.0511373,1.86173,0.239779,3.23158,5.86861,0.75907,334.091,49.6317,15.1435,2.6904,0.0150292,6.60044,0.0725412,1.49964,9.23196,0.424124,0.0746456,1.77928,4.33714,0.00423287,0.0473953,0.000530436,0.18887,2.76947,
89,34.8563,53.3365,83.1919,0.653517,24.7929,1.01766,1.20448,14.7366,7.80124,0.520118,0.0502073,0.0224444,0.257278,2.93358,5.52772,0.736488,4.99897,63.5457,13.6664,1.94699,0.0172251,1.82298,0.139354,0.628877,12.3871,0.627206,0.0746456,1.77928,4.33724,0.00423287,0.0177069,0.000530436,0.222467,2.76947,
90,34.8131,75.8616,219.231,0.458903,24.359,0.843399,32.5881,7.43078,6.40034,0.351693,0.0470264,0.646466,0.227182,2.96761,2.51573,0.216373,186.586,28.7938,10.0191,1.71042,0.00205099,3.70458,0.0373018,1.0891,8.15628,0.410729,0.0746456,1.7859,4.3304,0.0243943,0.0352632,0.000530436,0.222467,2.75238,
91,34.8131,122.165,351.36,0.284968,23.8152,0.99961,74.0039,10.2584,7.80984,0.59307,0.0499988,1.46261,0.233899,2.93859,3.06657,0.789617,304.222,38.3093,13.6856,2.23192,0.0121667,6.00602,0.0605292,0.796332,9.78116,0.502542,0.0582439,1.75207,4.3304,0.0147784,0.047392,0.000585268,0.188292,2.31051,
92,34.7878,58.6427,118.099,0.593217,24.0791,0.911925,13.0218,9.8779,6.87829,0.318225,0.0502794,0.258962,0.239276,3.00688,2.41556,0.728586,104.245,54.8161,12.3743,1.71891,0.0140018,2.07613,0.0834914,1.05318,11.4156,0.508559,0.051388,1.79859,4.32709,0.0147784,0.0474072,0.000324537,0.222496,2.75712,
93,34.7878,61.0522,183.264,0.569805,24.2764,0.845202,20.113,6.77405,5.39378,0.178352,0.0485048,0.399531,0.22746,2.79591,2.10379,0.347898,140.142,34.0852,7.3513,1.00606,0.00749096,2.79086,0.0357398,0.126665,9.61026,0.59317,0.051388,1.81238,4.32709,0.0147784,0.0474159,0.000324537,0.222496,2.77037,
94,34.7878,72.8332,253.444,0.477637,24.1764,0.882545,33.0844,4.70579,5.61635,0.4076,0.0494519,0.647774,0.234485,3.02841,2.0274,0.666255,229.83,13.9235,7.05732,1.8151,0.0128514,4.50572,0.0883792,1.32555,12.345,0.624944,0.051388,1.81864,4.32709,0.0147784,0.0474159,0.000324537,0.187547,2.76767,
95,34.7878,70.7408,165.755,0.491765,27.0062,0.909078,21.4618,8.82428,8.27398,0.528444,0.0491315,0.427248,0.264407,2.99623,17.3396,0.604302,144.734,26.985,13.4399,1.99239,0.0170499,2.88566,0.149484,0.739369,8.9947,0.311585,0.0317398,1.81864,4.32709,0.0147784,0.00786585,0.000250613,0.222485,2.76959,
96,34.7878,44.9954,52.868,0.773142,26.9139,0.827308,0.578011,6.65392,6.49234,0.298468,0.0484321,0.0106591,0.244871,2.92749,18.1091,0.338169,2.45487,23.6096,10.6769,1.66305,0.0139205,0.415107,0.111063,0.675513,12.5501,0.641137,0.0317398,1.8227,4.32709,0.0147784,0.00732398,0.000250613,0.222554,2.77641,
97,34.7878,110.403,323.624,0.315098,26.9496,0.835328,53.1737,17.2731,6.88819,0.830979,0.0472819,1.0481,0.249196,3.10772,17.7188,0.408444,268.908,55.984,10.1852,2.82641,0.0101225,5.29422,0.115105,1.33979,10.7335,0.563503,0.0317398,1.81191,4.32709,0.0171842,0.00746184,0.000250613,0.200363,2.74946,
98,34.7755,129.743,368.239,0.268034,23.5871,0.883379,72.5367,18.4446,8.8156,0.69671,0.0514089,1.43311,0.242552,3.05164,4.78502,0.690648,295.995,75.1824,15.3561,2.43486,0.015847,5.84184,0.0969772,1.18082,10.4112,0.315305,0.0303712,1.8159,4.32709,0.0184285,0.0474125,0.000215821,0.178336,2.5613,
99,34.7755,91.6521,294.872,0.37943,24.357,0.977443,42.6045,12.9733,6.46734,0.294019,0.0488757,0.835993,0.229213,2.86443,1.54053,1.19124,242.352,59.9563,10.431,1.39047,0.00914562,4.7204,0.0490832,0.555936,15.1779,0.641137,0.0303712,1.81467,4.32481,0.0154884,0.0474175,0.000215821,0.20769,2.74779,
100,34.7755,93.0056,291.965,0.373908,24.1482,0.794403,53.1608,4.43433,5.98376,0.196082,0.048797,1.04789,0.227748,2.96361,2.33111,0.218088,267.546,14.4734,8.32956,0.883333,0.00842337,5.26806,0.0418542,1.11271,9.25527,0.641137,0.0303712,1.79652,4.32709,0.0154884,0.0474182,0.000215821,0.182967,2.77431,
101,34.7755,117.493,320.082,0.29598,24.1527,1.05228,63.2631,14.7487,8.80406,0.763115,0.0514707,1.24979,0.26153,3.14625,5.01128,1.4588,273.808,53.3512,14.3178,2.60834,0.0186878,5.40584,0.147082,1.28355,10.6743,0.420324,0.0303712,1.8227,4.32604,0.0154884,0.0187996,0.000215821,0.183611,2.77275,
102,34.767,173.177,461.161,0.20076,23.6302,1.24542,116.484,17.0498,8.30468,0.802096,0.050515,2.28829,0.234755,3.08712,3.15529,1.56654,408.168,64.9121,13.4895,2.34455,0.0138194,8.01256,0.0931365,1.11311,12.03,0.641137,0.0303712,1.8227,4.32215,0.0154884,0.0474212,0.000215821,0.176984,2.32116,
103,34.767,70.659,170.595,0.49204,29.2579,0.834278,12.9943,16.4145,6.92785,0.63536,0.0469751,0.257967,0.248541,3.04143,24.7319,0.644812,133.807,67.938,11.2134,2.47976,0.0113662,2.64137,0.106566,1.03561,13.3476,0.605876,0.0303712,1.77998,4.32215,0.0186646,0.00739623,0.000215821,0.222526,2.77281,
104,34.747,64.0803,140.677,0.542242,28.2546,0.898762,15.5628,8.61929,6.67275,0.456454,0.0454687,0.310021,0.249234,3.01087,20.9123,0.692201,105.89,28.2384,9.87885,1.71128,0.00809097,2.11368,0.111741,1.24494,20.1363,0.637035,0.0299503,1.83779,4.32215,0.0164742,0.00700753,0.000189279,0.222593,2.77281,
105,34.747,121.031,363.866,0.287091,24.2403,0.897029,78.0149,5.11838,7.54892,0.485891,0.0480195,1.53241,0.219871,2.92567,4.27459,0.733302,336.678,13.924,12.7026,1.86534,0.0024906,6.60179,0.0312554,0.612203,16.4458,0.637035,0.0299503,1.85112,4.32215,0.0164742,0.0474255,0.000189279,0.160488,2.77686,
106,34.747,51.7508,83.7431,0.67143,24.1575,0.938909,5.28325,11.0981,6.65991,0.375153,0.0506058,0.105182,0.242772,2.83943,2.16253,1.03345,79.0522,54.7549,11.4163,1.72543,0.0153773,1.31956,0.0978089,0.396223,12.3555,0.618345,0.0299503,1.85112,4.32198,0.0164742,0.0474247,0.000189279,0.222576,2.77173,
107,34.747,89.2524,291.741,0.389311,33.7998,0.78671,34.0711,9.98862,6.44323,0.255559,0.0468057,0.66518,0.231917,2.96353,64.831,0.329239,237.018,39.7313,10.36,1.13515,0.00648417,4.63035,0.0671916,1.08122,24.5646,0.612383,0.0299503,1.85112,4.32093,0.0138025,0.005045,0.000189279,0.211772,2.77442,
108,34.747,59.6045,129.991,0.582959,35.2879,0.827443,1.16778,12.468,6.38863,0.195131,0.0482006,0.0227076,0.242699,2.95596,76.5061,0.58755,33.3521,51.9564,10.145,0.860049,0.0130603,0.657072,0.0990081,0.915174,13.0747,0.577579,0.0299503,1.88067,4.32093,0.0134892,0.00408964,0.000189279,0.222575,2.76505,
109,34.747,175.794,437.73,0.197657,31.9518,0.898729,104.979,21.9086,9.27563,1.15079,0.0498855,2.06839,0.25049,3.26044,59.6898,0.718488,388.858,62.7528,15.4019,3.09696,0.0160969,7.65025,0.109443,1.57404,6.07898,0.429774,0.0299503,1.88873,4.32198,0.0134892,0.00498056,0.000189279,0.190456,2.49442,
110,34.7398,119.843,362.106,0.289878,26.0004,0.73918,73.6128,6.76937,7.45943,0.565325,0.0470329,1.44645,0.228662,2.97411,13.8541,0.230692,325.146,20.7679,12.473,2.40115,0.00582307,6.3814,0.0575662,1.06343,15.3035,0.33691,0.0153687,1.87934,4.32198,0.0134892,0.0084076,9.92734e-05,0.180866,2.77343,
111,34.7368,82.3115,200.121,0.422017,36.245,0.782869,18.2307,14.9093,7.8317,0.530725,0.0495485,0.363443,0.248801,3.11932,85.7388,0.276934,131.837,61.8976,13.9244,2.11375,0.0159165,2.62381,0.106877,1.44233,10.5047,0.536521,0.0153687,1.83204,4.32198,0.0134892,0.0046281,9.92734e-05,0.222542,2.7692,
112,34.7368,72.3978,186.965,0.479805,31.6228,0.779883,20.4282,9.25884,6.33486,0.349584,0.0461706,0.406758,0.2351,2.93563,51.5048,0.336472,138.557,45.7114,9.92614,1.63556,0.00669462,2.76289,0.0654903,1.1194,9.83323,0.666471,0.0153687,1.84449,4.32198,0.0134892,0.0049208,9.92734e-05,0.222565,2.48542,
113,34.7306,153.78,411.356,0.225846,36.1792,0.984395,84.6812,16.9875,8.83283,0.882922,0.0501516,1.6698,0.247848,3.26403,88.5719,1.13061,344.8,57.4372,14.803,2.62293,0.0168305,6.54129,0.113066,1.66368,7.32187,0.520423,0.0153687,1.84449,4.32198,0.0134892,0.00465131,9.92734e-05,0.152701,2.7721,
114,34.7248,62.1942,110.766,0.558328,27.1506,1.0805,13.9734,6.25798,9.41588,0.733738,0.0487364,0.278375,0.279104,2.97589,15.3506,1.23118,117.058,17.4083,15.4163,2.20652,0.0186309,2.32767,0.172446,1.03249,11.437,0.583145,0.0153687,0.153151,4.3261,0.0190745,0.012622,9.92734e-05,0.222565,2.06823,
115,34.7248,214.586,491.618,0.161822,33.8467,1.2257,136.608,23.8989,11.4734,1.38265,0.0461508,2.68427,0.260571,3.15999,46.6242,1.4203,441.379,64.2401,17.1215,3.22557,0.0124441,8.65597,0.131144,1.19663,12.1049,0.307791,0.0153687,1.84449,4.32384,0.0195879,0.00479868,9.92734e-05,0.181946,2.47064,
116,34.7248,131.506,355.248,0.264055,25.8945,1.05782,80.5106,8.64757,9.79983,0.53569,0.0498377,1.59014,0.253301,3.16678,17.1632,1.28647,325.008,21.0846,16.605,1.86246,0.0167563,6.46163,0.122861,1.47263,9.38166,0.625292,0.0153687,1.84449,4.32372,0.0195879,0.00800145,9.92734e-05,0.182442,2.51926,
117,34.7207,92.7816,292.544,0.37422,24.3125,0.816075,53.7619,3.24903,5.84678,0.437206,0.0488196,1.05889,0.228516,3.02193,2.6656,0.684064,271.978,9.66613,9.02442,2.05462,0.00893147,5.34717,0.0454534,1.17539,9.26935,0.33128,0.0153687,1.83215,4.32288,0.0195059,0.047422,9.92734e-05,0.193821,2.76495,
118,34.7207,43.4089,35.8443,0.799852,25.0422,0.891655,1.76308,5.95347,5.88862,0.585338,0.0504088,0.0348584,0.259187,2.94007,6.99796,0.865525,52.5654,16.0334,8.21171,2.26532,0.0184174,1.00301,0.148942,0.697373,12.3036,0.567398,0.0153687,1.84449,4.32201,0.0195059,0.0148994,9.92734e-05,0.222569,2.77165,
119,34.7182,98.8376,278.182,0.351265,23.7895,0.855396,49.203,10.9013,9.16895,0.552734,0.0524621,0.969518,0.253116,3.09161,3.25462,0.421825,256.15,46.4971,16.797,1.85303,0.0191917,5.03363,0.126081,1.37178,10.6852,0.656204,0.0125865,1.84449,4.32172,0.0195059,0.0474243,9.92734e-05,0.181774,2.77382,
120,34.7166,134.586,373.913,0.257951,26.3497,0.945651,77.7418,15.5109,8.53738,0.588859,0.0483101,1.53496,0.235076,3.09314,17.3386,0.773644,315.917,55.2068,14.3523,1.93633,0.0101753,6.20856,0.0811898,1.13837,6.57818,0.655788,0.0121057,1.86332,4.32201,0.0189794,0.00778744,7.73827e-05,0.154598,2.77382,
121,34.7166,78.9097,257.554,0.439953,24.3872,0.769951,34.2629,9.19957,6.13152,0.337709,0.0491894,0.669908,0.232429,2.86937,2.50334,0.268227,237.166,45.6803,9.22031,1.62079,0.0113884,4.64239,0.0735231,0.646721,13.3894,0.624455,0.0121057,1.86332,4.32201,0.0174125,0.0474243,7.73827e-05,0.188755,2.56871,
122,34.7069,60.0016,155.291,0.578433,25.3292,0.849533,20.6077,3.70005,5.65473,0.305431,0.0480561,0.410768,0.241148,2.85488,7.67932,0.815683,144.759,9.59382,6.95476,1.4443,0.0103668,2.87412,0.0942444,0.490049,9.12485,0.445726,0.00714316,1.86332,4.32326,0.0176576,0.0136803,6.23757e-05,0.222568,2.70523,
123,34.7069,114.003,285.845,0.304439,24.3284,1.02369,61.1171,11.6549,10.192,0.950289,0.0521683,1.21763,0.264808,3.202,7.26838,1.11419,243.754,42.4949,18.3231,2.89042,0.0198595,4.8572,0.138557,1.61365,9.25976,0.381765,0.00714316,1.84191,4.32334,0.0171628,0.0156356,6.23757e-05,0.222564,2.77641,
124,34.7069,212.033,472.089,0.163686,25.9216,0.880774,146.564,19.4823,11.6103,1.06587,0.0517518,2.9015,0.25398,3.30105,21.3563,0.743173,418.321,56.8697,18.277,2.97369,0.017319,8.27207,0.105223,1.41177,9.08425,0.258456,0.00714316,1.85731,4.32311,0.0163061,0.00686378,6.23757e-05,0.176235,2.7786,
125,34.7069,98.5008,298.616,0.352352,24.942,0.929378,53.6792,6.58367,7.53717,0.516107,0.0482549,1.0591,0.240812,2.96513,6.13483,0.965486,281.336,20.8173,13.3448,2.1967,0.0101663,5.59627,0.0969152,0.794316,9.12731,0.505095,0.00714316,1.85731,4.32339,0.0157476,0.0166379,6.23757e-05,0.190289,2.77895,
126,34.7069,114.238,261.467,0.303812,25.3088,1.03698,62.3123,10.3248,9.73892,0.801493,0.0488517,1.24421,0.254024,3.16772,7.79331,1.06655,221.996,28.82,16.518,2.42284,0.0142609,4.4428,0.11644,1.32335,9.14002,0.687034,0.00714316,1.85731,4.32155,0.0157476,0.0144455,6.23757e-05,0.183079,2.77895,
127,34.7069,52.372,123.559,0.662698,24.3671,0.844043,15.0821,3.02158,5.39216,0.19766,0.0480725,0.3016,0.223124,2.89457,1.90085,0.805625,115.205,7.69203,8.60534,1.37907,0.004482,2.31007,0.0255253,0.805529,12.7905,0.687034,0.00714316,1.86332,4.32155,0.0156888,0.0474291,6.23757e-05,0.222569,2.77895,
128,34.7069,115.412,308.227,0.300722,30.2475,0.849987,53.3438,18.313,7.55599,0.645235,0.0464701,1.05358,0.238709,3.11774,33.964,0.441421,253.162,63.4736,11.1297,2.13785,0.00850369,4.98157,0.0848969,1.34342,15.6926,0.687034,0.00714316,1.90432,4.32155,0.0154067,0.00582171,6.23757e-05,0.180447,2.73242,
129,34.7056,68.1299,164.276,0.509403,24.1997,0.8542,26.5991,5.71212,6.69839,0.262515,0.0490338,0.531935,0.229655,2.99334,6.41224,0.607996,135.749,25.2643,11.6678,1.1932,0.00998935,2.71228,0.0591765,1.07899,10.5258,0.693728,0.00714316,1.90505,4.32155,0.0156888,0.0474301,6.23757e-05,0.161862,2.78065,
130,34.7011,76.4235,259.021,0.454063,25.0966,0.826643,33.4342,6.87559,6.07831,0.296071,0.0470114,0.655962,0.234536,2.87852,4.77597,0.452799,231.705,24.7,8.94478,1.36139,0.00476873,4.54535,0.0879871,0.592417,17.025,0.693728,0.00701171,1.90505,4.32155,0.0156888,0.0177239,4.80154e-05,0.192077,2.78065,
131,34.6975,98.1344,301.292,0.353571,32.3933,0.975107,40.3379,13.058,6.84415,0.52303,0.0464541,0.792521,0.234313,2.92964,53.141,0.99665,235.786,54.1838,10.7286,1.97411,0.00686287,4.61967,0.06235,1.26285,21.4199,0.693728,0.00418312,1.90505,4.32108,0.0134831,0.00516592,2.98722e-05,0.21505,1.73459,
132,34.6975,110.451,301.405,0.314143,23.7451,0.783767,58.6041,15.1148,7.15789,0.585616,0.0507564,1.16692,0.238258,3.00373,6.26168,0.346512,230.264,64.8593,11.5341,2.30736,0.0139248,4.58638,0.0629931,1.02969,9.3981,0.497493,0.00418312,1.93427,4.32108,0.0134831,0.0474296,2.98722e-05,0.222604,2.78307,
133,34.6975,182.096,401.037,0.190544,22.8264,0.976649,120.965,20.0942,10.6802,0.823507,0.0543997,2.41007,0.256778,3.00925,4.91235,0.794313,336.858,61.9403,17.4144,2.32266,0.0189317,6.65194,0.0960634,0.801706,8.80114,0.545471,0.00418312,1.93449,4.3189,0.0134831,0.0474296,2.98722e-05,0.222604,2.25367,
134,34.6975,51.8114,74.7323,0.669688,24.8432,0.984482,1.44348,13.0537,7.69239,0.509373,0.0502855,0.0289709,0.258082,2.94738,5.68292,1.0087,118.454,52.9775,13.7109,2.00292,0.018061,2.35989,0.14093,0.663916,12.342,0.720587,0.00418312,1.92791,4.31931,0.0134831,0.0179079,2.98722e-05,0.222613,2.78409,
135,34.6964,151.478,338.037,0.229052,25.7633,0.951698,97.0366,10.2784,11.0102,0.81953,0.0480686,1.93209,0.270494,3.36795,11.8155,0.655196,317.458,23.4216,17.1518,2.15758,0.0160443,6.32265,0.142639,1.93832,0.317815,0.720587,0.00418312,1.93449,4.32083,0.0134831,0.0105681,2.98722e-05,0.169021,2.47216,
136,34.6964,84.5149,219.592,0.410536,26.1448,0.859329,41.3134,4.84154,6.72552,0.56009,0.0491221,0.823742,0.245682,2.95165,15.4458,0.707143,207.587,14.8691,11.0343,2.27999,0.0134351,4.15348,0.097115,0.783794,9.19186,0.506903,0.00418312,1.93449,4.31963,0.0134831,0.00826141,2.98722e-05,0.222615,2.78504,
137,34.6962,103.342,236.128,0.335743,26.8914,1.13085,30.9989,28.9342,10.2407,0.997885,0.0516872,0.617698,0.27887,3.19968,18.1125,1.3037,152.952,91.9441,16.6259,2.71364,0.0213513,3.04079,0.153005,1.52464,10.9445,0.72285,0.00418312,1.93449,4.31963,0.0134831,0.00777713,2.98722e-05,0.222615,2.78515,
138,34.6943,373.397,2110.41,0.0929152,317.084,0.876425,33.0784,10.2513,7.48068,0.557424,0.0486101,0.648789,0.252558,3.11841,2071.22,0.828238,227.102,41.5633,13.3022,2.28092,0.0143713,4.45468,0.154732,1.42016,12.3461,0.658843,0.00682677,1.95211,4.31963,0.0134831,0.0048057,3.86078e-05,0.184813,2.78426,
139,34.6925,176.047,435.16,0.197064,26.9047,1.01224,105.582,26.3888,9.51408,0.998475,0.0490685,2.0786,0.249917,3.2685,288.027,1.01608,366.842,78.9322,15.235,2.80571,0.0145502,7.38166,0.104331,1.40045,11.1005,0.430595,0.00682677,1.95211,4.3182,0.0134831,0.00677306,3.86078e-05,0.187199,2.78426,
140,34.6925,90.4466,189.958,0.383569,34.2163,1.04239,24.7623,16.8083,9.04459,0.663609,0.0486415,0.495869,0.259972,3.10469,58.1485,1.04888,131.129,59.2541,14.5747,2.14494,0.017062,2.60509,0.133046,1.23713,12.3573,0.72285,0.00682677,1.95193,4.3182,0.0134831,0.00439869,3.86078e-05,0.222617,2.55516,
141,34.6925,112.91,298.356,0.307258,24.708,1.03433,55.0634,17.8064,8.87572,0.831089,0.051433,1.08607,0.261304,3.19237,11.6781,1.17053,269.564,65.851,14.6939,2.57595,0.0184787,5.30278,0.13717,1.38762,9.4888,0.711733,0.00682677,1.95174,4.31571,0.0134831,0.0147966,3.86078e-05,0.18159,2.78338,
142,34.6913,182.915,438.131,0.189658,24.6038,1.01107,124.002,16.6962,9.8412,0.834024,0.0490245,2.45424,0.248056,3.17538,8.17809,1.1233,382.773,45.1497,15.8653,2.42869,0.0133898,7.56042,0.103754,1.4622,8.62432,0.381185,0.00682677,1.95193,4.31571,0.013447,0.0125374,3.86078e-05,0.130992,2.14448,
143,34.6913,93.4551,271.362,0.371208,30.4393,0.908622,33.8186,16.3753,7.30095,0.625391,0.0483892,0.664012,0.240169,3.03437,44.1454,0.90092,244.858,65.8411,12.5067,2.46312,0.0129191,4.81416,0.0918577,1.28486,14.5235,0.405982,0.00676958,1.95193,4.31571,0.0131384,0.00534076,3.86078e-05,0.176206,2.78515,
144,34.6913,116.357,332.753,0.298144,37.6713,0.913033,53.0882,12.6324,7.38852,0.423067,0.0478478,1.0472,0.236366,2.90957,94.6063,0.803078,265.486,45.8683,12.212,1.63175,0.00977234,5.24517,0.0750347,0.742298,10.3368,0.731555,0.00676958,1.95193,4.31571,0.0131384,0.00508599,3.86078e-05,0.185413,1.93411,
145,34.6913,135.628,360.475,0.255783,24.3471,0.814702,74.5332,19.5638,10.4043,1.11775,0.0526818,1.47195,0.267634,3.05476,14.8267,0.449792,302.79,63.2745,16.767,3.03402,0.0206184,5.9662,0.149321,1.01541,9.3388,0.35063,0.00676958,1.95193,4.31571,0.0129709,0.0136911,3.86078e-05,0.19762,2.78549,
146,34.6907,108.455,308.157,0.319863,23.9973,0.93643,67.8928,2.99877,7.56453,0.334266,0.0502183,1.34202,0.236083,3.10257,2.82728,0.900476,285.207,4.90657,13.1514,1.38238,0.0132882,5.61492,0.0771993,1.29924,9.36659,0.730815,0.00676958,1.95208,4.31571,0.0131384,0.0474337,3.86078e-05,0.178964,2.78549,
147,34.6888,86.8044,261.884,0.39962,24.1766,0.796299,44.3002,6.75164,6.40366,0.225554,0.0469005,0.879153,0.22897,2.99544,2.10358,0.339657,223.716,24.7715,10.274,1.05104,0.00365289,4.43578,0.0337895,1.06007,13.2041,0.731966,0.00656416,1.95301,4.31445,0.0131384,0.024517,3.86078e-05,0.222618,2.78549,
148,34.6888,90.4909,246.94,0.38334,24.2264,1.02204,46.9487,7.0425,6.60617,0.460769,0.0480027,0.932797,0.226636,2.977,2.72441,1.25904,215.09,23.8474,10.2025,1.83558,0.00569017,4.26747,0.0170749,0.893131,10.2017,0.731966,0.00655539,1.95334,4.31445,0.0131203,0.0382442,4.15741e-05,0.222617,2.78549,
149,34.6887,79.8671,221.376,0.43433,23.9868,0.837878,40.8779,3.34461,6.60372,0.199162,0.0499728,0.81543,0.23582,2.91588,3.02957,0.581357,200.99,8.33858,11.2011,0.935119,0.0124111,3.99555,0.0653568,0.698782,9.00665,0.731966,0.00655539,1.95334,4.31445,0.0131203,0.0474343,4.35504e-05,0.222618,2.78549,
150,34.6887,118.851,331.048,0.291867,23.5147,1.09445,74.4409,6.16533,8.21097,0.516783,0.051972,1.47475,0.247188,3.13387,3.71816,1.35098,299.6,18.3322,13.4855,1.85043,0.0174097,5.92513,0.106598,1.16845,9.42933,0.732639,0.00649017,1.95269,4.31445,0.0131203,0.0474343,4.26211e-05,0.181214,2.78582,
151,34.6858,137.483,406.235,0.252291,23.8197,0.943652,86.8311,11.8299,8.19348,0.672895,0.0510819,1.70843,0.241714,3.19133,3.0073,0.961462,350.599,39.3814,13.9016,2.29263,0.0157788,6.88762,0.10063,1.52132,9.59001,0.478009,0.00624563,1.95269,4.31304,0.0131203,0.0474343,4.26211e-05,0.192551,2.78582,
152,34.6858,180.967,466.478,0.19167,31.6226,1.02968,107.236,24.4872,9.90439,0.984608,0.0487223,2.10408,0.243397,3.30626,52.6049,1.10978,394.665,68.3863,16.2875,2.77883,0.0140194,7.66684,0.0981262,1.72585,13.1789,0.399652,0.00624563,1.95269,4.31131,0.0131203,0.0050633,4.93338e-05,0.181378,2.78582,
153,34.6858,95.7191,280.427,0.36237,24.3415,0.94367,38.8274,18.0422,8.78362,0.598672,0.0503087,0.7624,0.255499,3.11384,7.8756,0.833311,237.631,63.4409,15.372,2.10948,0.0162994,4.73755,0.133395,1.17342,12.3042,0.731212,0.00614512,1.95269,4.31131,0.0131165,0.0199771,3.78168e-05,0.190582,2.78582,
154,34.6816,97.9744,252.972,0.353986,23.995,0.856432,37.9564,21.574,8.50543,0.742687,0.0512224,0.756046,0.248309,3.28892,3.20511,0.642406,164.758,73.9927,14.631,2.5758,0.0168036,3.27883,0.102936,1.75187,10.7978,0.549393,0.00614512,1.95269,4.3082,0.0131165,0.0336344,3.78168e-05,0.222617,2.78598,
155,34.6807,151.351,451.019,0.229142,24.1993,1.0898,99.8803,11.5258,8.54776,0.758104,0.0498891,1.95465,0.234367,3.11055,1.9705,1.41574,399.866,41.8288,14.6132,2.53768,0.0130719,7.8233,0.0899887,1.16084,12.3304,0.730148,0.00614512,1.95472,4.3082,0.0131115,0.0474343,3.78168e-05,0.189889,2.78576,
156,34.6807,61.6483,158.088,0.562558,24.9843,0.912244,20.6601,5.28688,5.86074,0.311837,0.0480924,0.411994,0.241639,2.93043,5.34474,0.883655,162.663,21.1877,8.52016,1.52758,0.00976933,3.22643,0.0976039,0.721264,9.39938,0.730148,0.00601116,1.95448,4.3082,0.013216,0.0177855,3.58574e-05,0.22262,2.78576,
157,34.6801,120.151,289.488,0.288638,23.2574,0.907684,64.946,16.4894,9.09552,0.685436,0.0536515,1.29467,0.255274,3.16586,4.42649,0.963252,230.975,60.621,16.1335,2.13232,0.0193873,4.60325,0.112677,1.31506,8.33388,0.185569,0.00609219,1.95222,4.30682,0.013216,0.0474343,3.58574e-05,0.222621,2.78576,
158,34.6793,82.6833,258.085,0.419423,26.9437,0.89239,34.4115,8.85394,7.02304,0.568148,0.0468273,0.676573,0.231822,3.03538,18.1792,0.873342,229.999,27.8109,10.9611,2.27105,0.00582433,4.47985,0.0738013,1.05218,12.3553,0.352686,0.00609219,1.95222,4.30552,0.0132308,0.00726856,3.93694e-05,0.179329,2.78575,
