Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
66,16.0495,51.6593,156.152,0.310681,25.7993,6.1579,0.357464,0.291087,0.32487,4.19469,0.473431,0.708201,8.62728,0.491122,4.23394,101.481,47.8981,1.12417,0.70294,0.639494,63.0728,0.0457571,0.655753,47.0526,0.398523,1.83842,9.19456,0.0548058,0.0123125,0.0315608,0.148238,0.378754,0.330808,0.494132,0.0233756,0.335139,3.69592,
67,15.8765,74.359,179.946,0.213511,37.2257,4.41903,0.558542,0.300712,0.759729,7.21221,0.478726,0.724511,17.6363,0.584409,4.45921,91.7222,15.7192,1.47744,0.650561,2.55489,20.4301,0.161763,0.885593,60.9872,0.587318,4.00559,9.22699,0.0548058,0.0123114,0.0273047,0.148238,0.378754,0.0125466,0.288715,0.0233756,0.335139,2.54401,
68,15.8765,46.5272,153.05,0.341231,23.0711,2.2473,0.351497,0.18238,0.609508,7.54627,0.467913,0.608119,6.95216,0.451675,4.03921,68.032,8.99415,1.05259,0.427022,1.97544,34.0528,0.0854328,0.171065,42.7377,0.215235,1.48778,9.2811,0.0485453,0.0123114,0.0282607,0.148238,0.378754,0.145901,0.527489,0.0233756,0.335139,1.44545,
69,15.8765,33.9809,123.998,0.467219,17.2745,1.6744,0.164118,0.212257,0.365925,2.61536,0.46771,0.572141,6.29324,0.471663,3.86954,54.7257,11.0664,0.637745,0.85099,1.37827,13.6574,0.0109322,0.0566272,42.1718,0.404149,0.449125,9.3177,0.0485453,0.0120325,0.0282607,0.146197,0.404331,0.391971,0.31758,0.0233756,0.334001,3.69592,
70,15.8765,48.927,161.203,0.324494,25.988,1.80374,0.288864,0.307456,0.631492,3.21104,0.476108,0.622183,11.1616,0.43,4.00644,80.4239,9.69645,1.11449,1.19231,2.42835,12.4645,0.0449084,0.278391,55.1842,0.165526,1.19165,9.3177,0.0485453,0.0123114,0.0413249,0.146197,0.580535,0.465605,0.526011,0.0233756,0.347885,3.69592,
71,15.8697,78.529,171.567,0.202087,39.0463,8.29839,0.607948,0.309585,1.1912,9.51917,0.44928,0.631481,13.4396,0.613184,4.42289,98.2475,22.3175,1.48544,0.593477,3.18827,24.3817,0.116154,0.29578,48.7812,0.605751,3.14902,9.2764,0.0581593,0.0123114,0.0413249,0.146197,0.54061,0.0233121,0.259681,0.0233756,0.331718,0.765077,
72,15.8697,63.0009,197.569,0.251896,39.3364,5.77447,0.321313,0.1906,0.802603,2.77337,0.498958,0.591804,7.99417,0.470471,4.24683,125.292,22.9378,1.12204,0.516338,2.60737,9.93906,0.139288,0.168712,37.9822,0.319936,2.06236,9.20058,0.0623465,0.0100061,0.0365683,0.146197,0.54061,0.466153,0.177899,0.0233756,0.346757,3.69592,
73,15.6754,83.7807,275.118,0.187101,46.031,6.75684,0.394556,0.561374,0.970013,7.59428,0.510471,0.696145,14.8883,0.523788,4.85398,203.228,23.108,1.26426,2.52738,3.8555,25.4896,0.264319,0.675631,57.1872,0.489308,4.789,9.226,0.0623465,0.0108613,0.0365683,0.146197,0.489412,0.425639,0.526011,0.0233756,0.351644,2.98066,
74,15.4867,52.4069,190.308,0.295508,25.8951,4.81457,0.213642,0.20838,0.537681,2.46163,0.489079,0.62684,12.147,0.455223,4.5577,102.881,23.0901,0.724466,0.7738,1.92411,9.30783,0.118026,0.352211,58.9775,0.288308,4.10675,9.226,0.0623465,0.0108613,0.0328237,0.146197,0.341353,0.466409,0.526011,0.0233756,0.342065,3.69732,
75,15.4357,85.4817,220.429,0.180573,43.1061,8.89829,0.572519,0.361916,0.925944,13.5068,0.467919,0.732786,11.7888,0.525769,4.59484,117.488,25.5819,1.47185,0.855039,2.59372,37.9499,0.127122,0.997675,42.7091,0.37633,3.69291,8.37956,0.0583008,0.0110934,0.0328237,0.148645,0.146936,0.088542,0.306762,0.0251672,0.342065,1.80517,
76,15.3312,67.9087,183.029,0.225761,30.9082,4.80679,0.329055,0.213421,1.04496,6.51446,0.46563,0.606671,18.0867,0.469862,4.46296,78.1672,17.8676,0.854609,0.570208,3.44845,23.4868,0.0499532,0.216743,61.1245,0.321563,3.65105,9.16048,0.0623465,0.0129954,0.0328237,0.149357,0.146936,0.142111,0.468752,0.0251672,0.326547,3.67825,
77,15.3312,58.9506,171.448,0.260068,33.9742,2.71276,0.288548,0.159672,0.947997,7.49667,0.465292,0.627338,7.71364,0.492267,4.07223,100.969,10.6019,0.731545,0.405172,2.95995,28.8045,0.0556665,0.350484,41.7684,0.426022,1.99729,9.26775,0.056798,0.0141121,0.0328237,0.146735,0.107178,0.211827,0.53029,0.0321926,0.329857,2.21582,
78,15.2926,55.1109,158.841,0.277489,26.3248,2.64617,0.434466,0.207658,0.412731,6.995,0.477205,0.724322,12.2303,0.485774,4.17244,90.6835,10.5895,1.32359,0.659384,1.11437,28.8395,0.113876,0.747514,59.487,0.367451,2.30245,9.26035,0.056798,0.0151867,0.036004,0.146735,0.107178,0.0989412,0.530817,0.00894789,0.33482,3.68194,
79,15.2434,43.7443,138.419,0.348465,25.8747,2.87076,0.216798,0.0913377,0.382757,3.11928,0.477629,0.633589,5.56334,0.446395,4.06763,88.9342,15.2828,0.568792,0.165264,1.01359,16.1086,0.0929519,0.435213,34.5013,0.322461,1.72012,9.19461,0.0544065,0.0179068,0.0396226,0.143306,0.0373412,0.258878,0.506751,0.00894789,0.34087,3.68194,
80,15.1284,76.0285,207.518,0.198983,42.0701,5.54875,0.344198,0.208929,0.685775,4.77395,0.480475,0.656363,16.7319,0.474953,4.05311,110.573,20.1786,0.894583,0.600331,2.04599,18.575,0.0500744,0.470791,63.1576,0.290722,1.46044,9.27666,0.0544065,0.0114597,0.0396226,0.143306,0.0373412,0.404168,0.0632297,0.00894789,0.339946,2.99244,
81,15.1202,55.5976,182.262,0.271958,31.1215,3.66238,0.313011,0.190505,0.636621,5.52855,0.490207,0.62592,8.28042,0.524685,4.22386,106.871,14.6424,1.01823,0.566606,1.97212,22.3881,0.0906673,0.409802,48.1901,0.48317,2.4398,9.27666,0.06194,0.0101791,0.038422,0.144632,0.0373412,0.468541,0.496714,0.00894789,0.342403,3.68194,
82,15.054,32.0271,82.1118,0.47004,14.9812,3.18288,0.167688,0.136226,0.439251,4.22716,0.467876,0.583137,3.40965,0.500687,3.93138,34.9235,15.959,0.605733,0.373394,1.46574,21.8177,0.0388128,0.221473,15.9856,0.443731,1.70773,9.28977,0.0550434,0.0114597,0.038422,0.144632,0.0573917,0.269005,0.494826,0.00894789,0.37739,1.07212,
83,14.9874,25.6184,72.9258,0.585025,11.4998,0.923636,0.104948,0.102054,0.273584,2.02274,0.465893,0.58561,5.41331,0.439402,3.78745,15.2181,6.19858,0.322649,0.268293,0.870489,13.1287,0.0281097,0.369787,36.8725,0.114143,0.283078,9.22219,0.0522027,0.0144167,0.0338181,0.143743,0.0573917,0.269676,0.493748,0.00894789,0.386018,3.71536,
84,14.9874,48.9776,165.599,0.306006,34.9848,1.12489,0.19609,0.0912428,0.881219,2.57395,0.492757,0.675958,3.50996,0.472596,3.97409,129.049,5.53657,0.699951,0.147777,3.6294,12.8215,0.119731,0.880177,19.057,0.289588,1.0782,9.19957,0.0522027,0.0144167,0.0327282,0.143743,0.0425046,0.468792,0.493748,0.0341181,0.398941,3.71831,
85,14.9413,77.8029,216.936,0.19204,44.1162,7.343,0.249148,0.311655,0.977214,6.46095,0.484627,0.884817,11.7541,0.493054,4.72824,126.851,25.5415,0.77479,0.875962,3.56385,24.7257,0.146426,1.36912,45.9769,0.248468,3.84671,9.19957,0.0522027,0.0144167,0.0327282,0.143618,0.0425046,0.286029,0.492355,0.0208154,0.398941,3.71831,
86,14.9064,42.4426,136.166,0.351212,21.9157,1.21008,0.197319,0.11589,0.36332,3.4792,0.465183,0.619345,9.77945,0.469471,3.8276,63.9598,6.93269,0.717357,0.341783,1.41381,16.7775,0.0410663,0.626398,47.5233,0.21991,0.997817,9.19957,0.0571387,0.0161735,0.0327282,0.143385,0.0625685,0.211536,0.483593,0.0208154,0.398941,3.7135,
87,14.9064,43.5835,150.831,0.342018,20.8709,2.94646,0.202311,0.161226,0.260752,5.83498,0.473701,0.597193,7.33398,0.489438,4.41259,60.2064,14.5105,0.756671,0.540237,0.594315,30.0312,0.0506381,0.644395,41.1365,0.32368,3.32072,9.19957,0.0635436,0.0161735,0.0327282,0.143521,0.0417672,0.339038,0.208689,0.0125353,0.404374,3.7135,
88,14.9064,49.6898,170.003,0.299988,25.0009,2.19524,0.164393,0.128592,0.481963,4.9203,0.463657,0.62632,11.4135,0.459206,3.83573,77.8903,12.0337,0.558993,0.465918,1.69107,23.8225,0.0585414,0.770228,55.8348,0.166152,0.688635,9.27559,0.0577042,0.0161735,0.0338555,0.142448,0.0392844,0.0736296,0.492022,0.0125353,0.407995,3.72107,
89,14.9064,25.5057,73.4683,0.584433,14.7813,0.180303,0.136169,0.0991095,0.318545,0.88136,0.467801,0.532568,3.81482,0.451612,3.84204,38.6344,0.979922,0.594731,0.337113,1.20381,6.03873,0.0123972,0.179684,26.2292,0.161075,0.655139,9.22575,0.05965,0.0308637,0.0318224,0.142448,0.0433726,0.385917,0.492022,0.0125353,0.40996,3.72107,
90,14.8864,36.2249,116.036,0.410944,16.9171,2.12066,0.252658,0.146172,0.367858,2.81067,0.471229,0.618529,8.00204,0.497819,4.02017,51.2877,10.1226,0.998449,0.46054,1.27946,14.0067,0.00910945,0.63476,44.9883,0.333643,1.43143,9.21745,0.0637636,0.0333447,0.0318224,0.142448,0.0468848,0.468485,0.49082,0.0125353,0.412525,3.70791,
91,14.8864,45.1023,130.178,0.330059,24.8678,2.0263,0.257943,0.205705,0.615727,4.30623,0.462925,0.533502,7.109,0.489804,4.22737,75.8443,8.82763,0.831325,0.603045,2.10116,18.6058,0.0612758,0.278502,33.6877,0.266919,2.16766,9.21745,0.0512208,0.0173538,0.0318224,0.142448,0.045309,0.0781665,0.0121127,0.0125353,0.412525,3.70445,
92,14.8389,41.8497,132.221,0.354576,24.7898,3.33328,0.180334,0.130306,0.45132,3.20005,0.473862,0.575464,3.16704,0.510352,5.03787,75.8927,18.3266,0.629075,0.427292,1.92991,15.7273,0.0263159,0.499014,15.4372,0.385089,9.47366,9.21745,0.0549268,0.0173538,0.0425797,0.142448,0.0343507,0.467927,0.487701,0.00762968,0.412525,1.25643,
93,14.8389,24.7806,69.0574,0.598811,13.8576,0.489997,0.126079,0.104089,0.186393,0.862238,0.466681,0.523749,3.95904,0.47737,3.72732,33.7696,4.03273,0.469141,0.343107,0.37719,5.4305,0.0196522,0.152074,27.2961,0.314352,0.0895966,9.2125,0.0606447,0.0333447,0.0349109,0.14462,0.0467083,0.338672,0.487701,0.00762968,0.41454,3.10622,
94,14.8049,48.6897,148.401,0.304067,29.8104,3.80074,0.256268,0.173055,0.499606,3.7809,0.472447,0.687136,4.77727,0.535474,3.89639,93.8736,17.188,0.893543,0.47668,1.67561,15.2473,0.0531396,0.929484,29.0807,0.415296,0.776487,9.19191,0.0606447,0.0333506,0.0349109,0.14374,0.0368606,0.282564,0.487701,0.00762968,0.414493,3.68912,
95,14.8032,29.0376,99.1073,0.509796,15.5596,2.03899,0.156926,0.106237,0.155635,2.50386,0.465394,0.526697,3.18109,0.460357,3.88283,45.1187,13.7467,0.671923,0.354128,0.34886,17.08,0.0277532,0.206494,21.8953,0.187577,1.01963,9.19191,0.065479,0.0365498,0.0349109,0.14462,0.0368606,0.277545,0.494635,0.00352666,0.418595,3.70503,
96,14.8032,56.6551,155.208,0.261287,33.0628,2.82744,0.317271,0.261805,0.613211,5.16418,0.470386,0.520314,9.05839,0.55012,3.80919,92.0378,9.62483,0.887331,0.712849,2.22181,18.1631,0.0368116,0.186215,40.8715,0.491706,0.386493,9.19191,0.0660349,0.0336991,0.0387965,0.144519,0.0217954,0.375705,0.0417655,0.00352666,0.419142,3.03518,
97,14.7766,92.806,227.345,0.159221,48.0986,8.08117,0.618092,0.342989,0.739101,9.8584,0.498605,0.578482,18.835,0.640256,4.51536,129.949,24.292,1.60353,0.869331,2.17216,27.828,0.130355,0.274996,67.3084,0.620582,2.38352,9.2098,0.0663378,0.0336991,0.030404,0.14508,0.0217954,0.366342,0.192865,0.00352666,0.429637,3.7177,
98,14.7766,57.6736,156.458,0.256211,26.0943,4.44015,0.349382,0.246871,0.651905,3.14275,0.456554,0.588969,16.978,0.558577,4.16613,67.8922,15.5582,1.05707,0.677279,2.37679,11.8159,0.080149,0.478878,62.0942,0.445517,2.78047,9.18288,0.065762,0.0365498,0.030404,0.14508,0.0133422,0.175205,0.00860575,0.00352666,0.429637,0.982201,
99,14.7766,92.2362,274.57,0.160204,47.9005,4.56203,0.447045,0.414975,1.43262,6.49063,0.461338,0.54611,25.1597,0.567225,4.2541,141.366,17.1203,1.37481,1.3983,5.64984,23.0631,0.0888934,0.320249,86.1499,0.498204,2.31709,9.16693,0.065762,0.0365498,0.030404,0.146732,0.0133422,0.0732872,0.128223,0.00352666,0.429637,2.57256,
100,14.7766,38.3262,115.823,0.38555,23.6408,1.21582,0.226757,0.1359,0.449573,2.14287,0.46949,0.534907,5.28141,0.482719,3.74589,74.428,7.25679,0.942221,0.435253,2.01509,10.9477,0.0256327,0.197442,35.2203,0.254103,0.362616,9.17706,0.0629627,0.036053,0.030404,0.146749,0.0133422,0.353452,0.496014,0.00352666,0.429637,1.99045,
101,14.7623,80.1981,223.66,0.184074,49.6629,5.18389,0.273432,0.282536,0.404676,3.23578,0.484136,0.602408,15.2646,0.571423,4.23229,140.555,23.5346,0.749918,0.890242,1.1969,12.1248,0.120327,0.537512,57.7219,0.502099,2.74119,9.17706,0.065762,0.0395356,0.0212119,0.146805,0.0123363,0.283743,0.0147497,0.00352666,0.429637,1.2257,
102,14.7497,78.6376,238.259,0.187565,36.4043,6.39713,0.363586,0.150972,0.983669,7.76616,0.502715,0.634664,20.3635,0.589316,4.48163,126.983,23.7749,1.1202,0.373086,3.11767,28.8869,0.200928,0.606274,72.6501,0.534,3.22601,9.17706,0.0641387,0.0404759,0.0253973,0.146634,0.0123363,0.0697759,0.495617,0.00352666,0.429637,3.73342,
103,14.7497,49.8465,178.626,0.295901,25.8022,2.43432,0.23674,0.0663835,0.501329,3.50683,0.480982,0.495115,12.0642,0.493712,3.76473,89.755,11.6494,0.917156,0.127192,1.96456,17.585,0.141116,0.141177,59.8769,0.299004,0.421811,9.17983,0.065762,0.0386298,0.0253973,0.146713,0.0123363,0.126367,0.300843,0.00298047,0.429637,2.25654,
104,14.7497,36.6641,153.146,0.402291,22.8044,1.43409,0.10463,0.177288,0.39407,1.9166,0.484448,0.496085,4.43947,0.468676,3.9444,94.8866,9.62924,0.402963,0.898483,1.72262,13.1768,0.106645,0.0281204,30.8815,0.241445,1.43918,9.20869,0.065762,0.0422015,0.0253973,0.146805,0.0123363,0.46857,0.299843,0.00298047,0.428093,3.72917,
105,14.7449,63.315,193.975,0.232882,36.981,4.16087,0.308278,0.196882,0.561648,4.1448,0.475388,0.603446,11.1882,0.53542,4.15906,112.179,16.2163,1.06129,0.622953,2.63923,18.931,0.10416,0.735232,52.5397,0.413269,1.98573,9.20416,0.0671358,0.0422015,0.0253973,0.146866,0.0121668,0.0905397,0.362397,0.00298047,0.425955,3.72453,
106,14.7371,34.5319,92.493,0.426768,16.9767,2.44315,0.31956,0.177923,0.396793,2.18935,0.451099,0.580591,6.62419,0.51588,3.85661,37.5929,9.6081,1.11899,0.53902,1.08934,9.14664,0.0792851,0.331777,37.8567,0.358682,0.928111,9.20416,0.0697693,0.043289,0.020507,0.147158,0.0119543,0.0739354,0.496141,0.00585656,0.425955,1.85271,
107,14.7314,40.5834,131.907,0.362992,17.8966,4.53013,0.186785,0.0974409,0.411621,5.53814,0.459613,0.593666,6.20695,0.515879,4.14663,56.6637,21.8481,0.719616,0.309596,1.60989,27.248,0.0524601,0.53049,30.8872,0.4127,2.12841,9.20022,0.0695429,0.0412871,0.020507,0.146998,0.0119543,0.120486,0.49535,0.00489587,0.419306,3.72917,
108,14.7254,30.4996,110.21,0.482807,16.3215,1.79366,0.115405,0.095294,0.348534,1.77872,0.464613,0.492951,4.43456,0.481236,4.17318,49.669,12.0079,0.490458,0.374715,1.40432,13.0961,0.0319177,0.108283,31.0611,0.355404,3.0351,9.20416,0.0667855,0.0397109,0.020507,0.147096,0.0119348,0.24396,0.198731,0.00585656,0.419306,3.73392,
109,14.7154,50.0501,141.351,0.294013,20.1728,4.21086,0.309541,0.177374,0.375196,5.95531,0.450302,0.588416,13.3459,0.472582,3.99181,44.1124,18.6215,1.06849,0.557258,1.37234,25.5332,0.0768023,0.451351,54.7576,0.172856,1.25408,9.21976,0.0695429,0.0397109,0.020507,0.114865,0.0119348,0.0970202,0.496019,0.00314208,0.423914,3.73552,
110,14.7154,41.5243,108.958,0.35438,15.4662,4.69808,0.323332,0.186993,0.314077,5.9317,0.455934,0.582228,8.96966,0.508403,4.08768,25.3622,18.6394,1.14318,0.622526,0.71209,24.5303,0.0828481,0.55896,46.6899,0.338842,2.43537,9.21976,0.0695429,0.0397109,0.020507,0.147096,0.0117479,0.0158871,0.215528,0.00314208,0.425481,2.4701,
111,14.7154,43.7677,143.79,0.336216,31.2899,1.64314,0.219476,0.129886,0.376554,3.28171,0.490545,0.505907,1.70954,0.500459,3.62057,108.209,7.71279,0.852494,0.592952,1.24246,18.0116,0.111512,0.0893824,13.332,0.374401,0.639789,9.21976,0.0658919,0.0397109,0.020507,0.147135,0.0117479,0.468799,0.495593,0.00314208,0.42178,0.68929,
112,14.7023,42.7777,138.426,0.343691,21.2696,1.70987,0.175175,0.122088,0.459166,2.87112,0.464834,0.666837,10.4653,0.490855,4.08287,59.5534,8.24909,0.653384,0.430944,1.59838,15.2653,0.0486293,0.845912,51.1139,0.348037,1.84471,9.21976,0.0658919,0.0397109,0.0220179,0.147007,0.0117479,0.183173,0.495593,0.00170022,0.425896,3.73541,
113,14.6927,34.155,106.28,0.430177,15.6623,2.51943,0.214094,0.10572,0.567256,3.15785,0.458501,0.547303,6.33579,0.484061,4.1027,41.3899,12.1774,0.818389,0.396076,2.07693,16.1982,0.0536091,0.401682,36.7292,0.273898,2.38675,9.21491,0.0658919,0.0397109,0.0215364,0.147183,0.0118427,0.152519,0.231572,0.00170022,0.425859,3.73541,
114,14.6927,70.5779,199.842,0.208177,31.0666,8.13732,0.279346,0.326241,0.952747,7.3242,0.459864,0.910724,15.916,0.514807,4.69006,81.2923,29.0259,0.782908,1.39196,2.8729,28.5463,0.0473549,1.74385,61.5714,0.321267,3.94007,9.21976,0.0719941,0.0397109,0.0200259,0.146968,0.0118427,0.171361,0.495466,0.00170022,0.425917,3.02947,
115,14.6927,55.6641,179.208,0.263953,31.2092,3.61932,0.255636,0.216466,1.12286,5.31697,0.470927,0.554558,8.09987,0.5058,4.29246,103.865,17.3509,0.834349,0.784479,4.13331,21.7141,0.0724594,0.51211,42.2119,0.437089,2.381,9.21727,0.0719941,0.0397109,0.0192475,0.147062,0.0118427,0.111779,0.391032,0.00125756,0.425303,3.73517,
116,14.6859,53.9703,156.629,0.272111,28.5634,2.30887,0.323297,0.189903,0.634146,3.60564,0.472661,0.516525,13.1337,0.479758,3.74249,77.916,9.27711,1.12881,0.647642,2.08772,14.2517,0.0313903,0.168758,51.7604,0.217436,0.658299,9.20959,0.0719941,0.0421736,0.0177284,0.147034,0.0118427,0.365348,0.0202855,0.00125756,0.425303,1.52759,
117,14.6823,37.6053,113.773,0.390432,16.9477,2.36224,0.185074,0.130793,0.49185,3.30004,0.464297,0.518752,8.88867,0.508972,3.80684,44.9701,12.1235,0.685152,0.525635,2.23937,16.795,0.0259909,0.0990933,44.4945,0.394227,0.508016,9.20793,0.0716948,0.0421736,0.0162131,0.147034,0.0137449,0.331198,0.494934,0.00514794,0.424916,3.4949,
118,14.6659,23.3799,60.7608,0.627288,13.2059,1.29903,0.156845,0.0683169,0.26442,1.80559,0.466998,0.510293,1.31153,0.453358,3.83764,28.0961,8.56513,0.765202,0.321702,0.857408,12.6708,0.016282,0.0839818,11.6314,0.176772,0.693371,9.20793,0.0716948,0.0400006,0.0147643,0.147063,0.0127457,0.354527,0.494934,0.00180721,0.4245,3.73069,
119,14.6659,80.6272,274.29,0.181898,49.0184,4.55181,0.373012,0.305818,1.27131,6.29097,0.483215,0.744865,12.7297,0.522434,4.3356,172.537,17.8738,1.24008,1.10738,5.12182,24.1788,0.121208,0.909758,57.9447,0.38259,2.5223,9.19734,0.0716948,0.0400006,0.0149106,0.146997,0.0127457,0.0634716,0.493576,0.00143428,0.4245,3.68118,
120,14.6659,56.4211,166.573,0.259937,27.6986,1.88106,0.313631,0.16933,0.474938,6.27061,0.467613,0.605776,13.7218,0.516804,4.30102,74.4421,8.76771,0.999784,0.567809,1.64202,24.7598,0.0447676,0.67089,58.9101,0.321481,2.33502,9.19734,0.0700751,0.0389155,0.0149106,0.146962,0.0127457,0.272328,0.216304,0.00133884,0.424683,3.73328,
121,14.6659,48.9403,155.585,0.299669,25.0787,3.50488,0.290244,0.18687,0.446963,5.03685,0.46221,0.558072,8.62953,0.518888,4.22716,80.094,16.1127,1.0312,0.67841,1.39882,23.9371,0.0546305,0.435807,41.5549,0.409633,2.45949,9.18965,0.0710506,0.0389155,0.0149106,0.146682,0.0127457,0.169874,0.0221587,0.00143428,0.422516,3.734,
122,14.6659,81.3124,216.106,0.180365,35.5128,8.67906,0.336972,0.985122,0.60828,7.66901,0.465067,0.741641,20.6449,0.551047,5.1185,94.2707,27.0579,1.06058,5.55462,1.92578,23.1043,0.0804572,1.07878,68.8995,0.446561,6.27369,9.18079,0.0707835,0.0389155,0.0146729,0.146682,0.0134653,0.150031,0.0134864,0.00175572,0.424683,3.73672,
123,14.6651,41.0347,105.259,0.357382,22.3085,3.39898,0.333453,0.155065,0.289261,3.00433,0.455737,0.62517,6.0855,0.532164,3.84657,52.1188,15.2804,1.15615,0.942858,0.743292,12.1837,0.0623648,0.922437,30.805,0.416409,0.925057,9.18079,0.0705963,0.0419302,0.0146729,0.146914,0.0120029,0.077274,0.131833,0.0015037,0.427256,1.54955,
124,14.6651,47.3665,166.287,0.309608,29.6468,0.551061,0.203801,0.232837,0.420039,2.17714,0.491065,0.499716,8.71393,0.479965,3.95018,108.51,3.10704,0.789365,1.18159,1.68709,10.7883,0.150072,0.0872217,42.8176,0.267578,1.3223,9.18079,0.0702028,0.0419302,0.0141791,0.146962,0.0144708,0.469138,0.493138,0.0015037,0.427033,3.73672,
125,14.6651,51.4779,157.19,0.284881,33.422,3.43488,0.242925,0.196795,0.683995,4.23354,0.475224,0.628769,3.87832,0.491727,3.78971,106.585,14.1133,0.796042,0.735266,2.74035,16.5781,0.0709934,0.574636,17.627,0.285337,0.570746,9.18965,0.0702028,0.0419302,0.0141791,0.146962,0.0132971,0.186866,0.493929,0.0015037,0.427033,2.15333,
126,14.6651,38.2507,117.04,0.383393,21.1159,2.2188,0.159882,0.0879189,0.27782,3.43783,0.484609,0.539437,5.20657,0.482146,4.23979,60.5037,11.1362,0.561666,0.368045,0.640295,20.3811,0.0760711,0.262001,29.6055,0.252461,2.50009,9.18965,0.0702028,0.0419302,0.0141791,0.146962,0.016581,0.469273,0.49426,0.0015037,0.427129,3.73672,
127,14.6651,210.487,1370.71,0.0696719,192.538,1.03832,0.120737,0.0872279,0.452379,3.21797,0.467226,0.606379,7.51791,0.457168,3.98448,1283.33,6.88398,0.513639,0.488881,2.1335,22.2834,0.0208279,0.762754,52.5759,0.182395,1.72204,9.18436,0.0699818,0.0419302,0.0141791,0.146959,0.0130657,0.343069,0.495284,0.0015037,0.427426,3.73506,
128,14.6622,38.1822,115.62,0.384006,19.8142,2.70547,0.178283,0.0822394,0.388033,2.57957,0.463025,0.57281,7.0827,0.458579,3.85724,162.874,13.0648,0.668573,0.359077,1.32778,12.7974,0.0346006,0.408914,34.6704,0.142725,0.936724,9.18803,0.0702028,0.0395992,0.0141766,0.146994,0.0150615,0.257135,0.494505,0.0015037,0.427426,2.95355,
129,14.6538,38.1818,126.695,0.38379,19.7185,2.91359,0.148134,0.117386,0.285647,3.20668,0.465646,0.55178,6.19617,0.466652,4.11165,57.9484,14.026,0.612006,0.497308,0.845769,15.5471,0.0311526,0.282512,38.5081,0.194493,1.91922,9.18388,0.0706264,0.0382517,0.014145,0.146994,0.0257977,0.24852,0.493509,0.0015037,0.427426,3.73672,
130,14.6472,44.7201,148.226,0.327531,25.2979,2.76087,0.161238,0.0833664,0.528426,2.25747,0.462433,0.521909,7.9513,0.466195,4.22899,78.5717,13.2689,0.602981,0.356333,1.90632,12.0648,0.0510593,0.142677,46.0697,0.216027,2.39177,9.18527,0.0702574,0.0369867,0.0140707,0.147005,0.0257977,0.105871,0.493453,0.0015037,0.427426,3.73672,
131,14.6472,40.8382,128.919,0.358664,19.7194,1.71522,0.202081,0.0697438,0.269854,2.36515,0.468959,0.495539,11.3353,0.45003,3.74696,54.0792,8.49479,0.775367,0.331735,0.685135,11.3865,0.056992,0.0427063,55.098,0.137799,0.5461,9.18614,0.0706264,0.0369867,0.0140707,0.146995,0.0257977,0.164213,0.317873,0.0015037,0.371624,1.17338,
132,14.6472,90.7118,235.782,0.16147,55.5404,5.4868,0.391754,0.359907,0.568498,9.60066,0.503674,0.492955,13.4229,0.568362,3.77587,152.853,17.0972,1.12841,1.17893,1.52524,32.4188,0.191775,0.0880427,51.0264,0.451784,1.16022,9.18749,0.0706264,0.0362676,0.0140707,0.146995,0.0261124,0.0435128,0.00738538,0.0015037,0.428737,0.552108,
133,14.6438,43.6073,159.723,0.33581,21.9245,2.59077,0.1387,0.102541,0.553132,6.70206,0.479859,0.501091,6.29547,0.479411,3.83975,76.3388,12.3413,0.534994,0.454298,2.21128,41.4158,0.100273,0.0443898,36.0122,0.273791,0.942971,9.18587,0.0706264,0.0331625,0.0140707,0.146995,0.0290684,0.295568,0.472439,0.00184694,0.428737,2.23381,
134,14.6438,50.5842,146.814,0.289493,30.9377,4.6436,0.265933,0.133328,0.58886,3.30957,0.468148,0.616558,5.09906,0.497949,4.02352,100.426,18.8555,0.909484,0.501934,1.87134,15.0591,0.0897366,0.549285,26.5006,0.276271,1.20229,9.18587,0.0706264,0.0331625,0.0140615,0.146995,0.031145,0.0347957,0.493318,0.00195129,0.428737,3.73477,
