Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
106,1219.6,2010.44,1878.96,0.606634,3.2936,92.9155,15.9704,1603.56,40.545,127.818,126.342,1.98199,266.326,26.9554,1021.85,117.353,318.173,315.481,0.805347,0.249625,5.34625,1208.99,1.50117,0.189923,0.0539381,
107,1219.6,2353.38,1967.01,0.518235,3.6039,134.213,21.1747,1797.97,56.5727,167.93,171.913,2.35668,328.641,32.1518,1198.28,121.799,322.76,319.184,0.105313,0.249625,5.34625,1208.92,1.51233,0.204101,0.0590537,
108,1219.4,1943.45,1856.1,0.627442,3.80766,79.5752,15.3829,1576.3,46.3427,111.582,110.457,2.61293,283.412,28.5896,1091.51,131.404,332.54,319.452,0.331655,0.255542,5.34443,1208.81,1.51464,0.163708,0.057658,
109,1219.29,2026.25,1690.05,0.601746,3.54217,63.1635,19.4372,1713.24,49.6107,89.4197,87.838,2.11676,187.697,31.5767,1145.34,111.689,234.734,233.162,1.15102,0.254914,1.40969,1208.8,1.51464,0.163708,0.057658,
110,1219.29,2100.79,1990.53,0.580395,3.19274,73.0962,20.2124,1776.83,37.2293,95.3638,94.8585,1.56974,250.753,34.1201,1287.19,98.3085,317.449,316.63,0.113654,0.260383,5.34625,1208.66,1.51464,0.163708,0.057658,
111,1219.29,2071.89,1695.62,0.58849,3.23616,68.2493,18.9967,1701.85,45.5659,117.217,116.777,1.66329,190.115,30.49,1143.52,113.593,294.74,294.924,0.861543,0.260383,5.34821,1208.66,1.47922,0.15191,0.0328171,
112,1219.15,2521.54,2221.87,0.483493,3.70334,180.099,21.7405,1827.43,65.5598,213.191,209.821,2.78661,375.039,29.3325,1102.73,131.671,455.996,448.761,0.250536,0.260383,5.34821,1208.66,1.47922,0.135756,0.0328171,
113,1219.15,2078.46,1740.88,0.586564,3.9086,99.5991,18.1004,1661.53,54.4336,121.195,119.689,2.7554,253.09,27.0801,989.812,136.637,284.837,286.177,0.551346,0.266096,5.34821,1208.66,1.46661,0.135756,0.0328171,
114,1219.15,1932.43,1722.49,0.630888,2.95201,71.342,14.8534,1552.23,21.357,135.263,134.434,1.10065,217.23,25.5174,951.807,64.1651,352.957,350.983,0.0434056,0.2677,5.35047,1208.66,1.46661,0.135756,0.0328171,
115,1219.12,1869.36,1586.22,0.652159,3.62585,70.6472,15.5312,1582.46,24.8101,86.5336,85.7492,2.54645,220.523,28.0114,1062.75,77.0277,249.3,242.8,0.552889,0.2677,5.35047,1208.66,1.46153,0.135756,0.0328171,
116,1219.03,2844.73,3023.94,0.428523,3.80209,234.348,26.445,2057.63,56.4297,230.674,235.402,2.67629,586.405,40.0448,1499.45,118.422,464.754,494.97,0.324591,0.275308,5.35047,1208.59,1.46153,0.129272,0.0328171,
117,1219.02,2029.56,1691.77,0.600632,3.26734,85.7845,16.3673,1594.37,38.8642,145.724,145.181,1.71049,288.668,28.2013,1083.39,104.306,346.88,343.713,0.60269,0.284223,5.34962,1164.62,1.46153,0.129272,0.0395773,
118,1218.98,2031.44,1665.34,0.600059,3.6569,85.5174,19.7219,1695.78,42.83,92.3559,91.5798,2.38506,210.7,30.2537,1106.62,101.982,230.684,215.257,1.11565,0.284223,5.34786,1208.47,1.46153,0.135756,0.0395773,
119,1218.95,2073.35,2071.5,0.587914,3.19727,73.4658,18.8032,1715.68,47.6122,107.558,107.031,1.85525,282.387,32.4128,1235.96,127.767,377.053,375.193,0.193617,0.284223,5.34786,1208.47,1.46255,0.117434,0.039226,
120,1218.95,1968.81,1589.67,0.619129,3.61755,87.8341,15.3863,1599.08,37.4464,113.212,112.234,2.47183,269.278,26.5657,1002.04,118.391,295.476,294.576,0.517722,0.285107,5.34786,1208.47,1.39318,0.117434,0.0339709,
121,1218.85,1626.9,1137.86,0.749186,3.11663,64.8115,9.66855,1381.93,32.6841,68.0986,66.5935,1.48016,254.374,15.2919,564.599,101.943,238.303,229.591,0.873113,0.285622,5.34786,1208.47,1.39318,0.117434,0.0332708,
122,1218.85,2156.63,2188.64,0.565165,3.76652,158.83,14.8704,1600.29,36.2664,172.58,170.027,2.52099,397.078,24.2562,895.939,92.559,450.351,448.975,0.863786,0.289546,5.35273,1208.62,1.43848,0.129972,0.0332708,
123,1218.8,1793.22,1259.53,0.679673,3.34935,80.6762,12.5431,1443.79,46.9832,103.337,102.543,1.89465,220.524,18.2227,601.385,106.607,240.208,242.989,0.466133,0.294365,5.35478,1208.59,1.43955,0.120597,0.0244411,
124,1218.8,1865.64,1566.95,0.653288,3.48437,91.2321,13.4608,1531.36,33.8006,96.6887,95.6178,2.05595,280.139,24.0657,915.589,93.4295,269.715,268.214,1.01749,0.294365,5.35478,1208.59,1.41918,0.120597,0.0244411,
125,1218.8,1653.68,1586.47,0.737024,3.16768,63.7359,11.3229,1413.88,25.8204,68.6762,67.0777,1.73307,284.362,19.4497,771.174,85.8735,261.513,251.745,0.479198,0.294365,5.35478,1208.58,1.43746,0.114043,0.020096,
126,1218.8,2084.46,2151.69,0.584709,3.58565,114.081,15.5336,1615.47,37.8014,149.798,148.193,2.22889,381.369,27.2354,1057.2,107.847,397.744,395.397,1.66376,0.295592,5.35532,1208.58,1.43635,0.114043,0.020096,
127,1218.8,2300.42,2279.97,0.529818,3.85738,207.23,16.4514,1701.31,56.0234,162.024,153.52,2.85735,481.396,25.7181,1142.82,128.073,375.182,359.088,0.0414609,0.292058,5.35553,1208.58,1.43635,0.114043,0.020096,
128,1218.8,2192.51,2088.67,0.555893,3.56632,152.512,18.1558,1670.29,37.9305,153.946,156.111,2.33181,399.843,29.8043,1073.9,95.866,355.809,353.257,1.14989,0.292058,5.35553,1208.58,1.42962,0.114043,0.020096,
129,1218.8,2610.45,2635.8,0.466894,3.57354,209.464,22.3573,1921.94,76.6119,190.587,185.914,2.48367,447.883,34.9065,1506.97,147.562,375.105,366.278,0.519173,0.292058,5.35553,1208.58,1.42962,0.114043,0.020096,
130,1218.77,1896.27,1525.37,0.642719,3.37984,68.3159,17.99,1657.36,28.729,61.381,59.1092,1.95058,267.226,30.1394,1181.89,97.8041,238.695,226.325,0.604871,0.28123,5.35553,1208.58,1.41757,0.114043,0.020096,
131,1218.77,1954.81,1956.46,0.62347,3.24602,117.129,13.8844,1528.84,40.8246,125.983,124.909,1.32831,320.219,24.1094,929.53,103.74,357.133,364.909,0.602823,0.28123,5.35655,1208.58,1.41212,0.114043,0.020096,
132,1218.77,1952.5,1712.36,0.624208,3.13918,97.8236,15.2588,1531.69,31.5639,137.181,135.846,1.82847,256.72,21.9314,755.936,74.8549,333.797,328.429,0.604201,0.287307,5.35552,1208.58,1.41212,0.111155,0.020096,
133,1218.77,1996.81,1728.92,0.610357,3.40363,118.343,14.1814,1533.14,35.8075,146.722,145.214,2.05031,303.294,23.9232,928.053,89.038,345.425,344.472,0.302631,0.287307,5.35655,1208.59,1.41212,0.131861,0.020096,
134,1218.77,2321.15,2353.67,0.52507,3.78411,142.633,18.4553,1700.5,59.8704,199.389,196.517,2.70261,384.721,30.343,1236.09,124.042,445.988,443.807,0.989724,0.287307,5.35655,1208.59,1.41212,0.12663,0.020096,
135,1218.77,2156.62,1760.92,0.565128,3.69728,100.779,18.3906,1678.69,45.0773,155.732,154.252,2.74478,263.992,26.7731,989.723,103.18,342.025,333.761,0.400994,0.287307,5.35726,1208.59,1.41212,0.125324,0.0263779,
136,1218.77,2167.03,1726.9,0.562412,3.60888,109.414,18.3675,1701.79,48.4626,143.502,141.888,2.19746,318.432,27.9655,1036.93,109.736,295.038,290.85,1.31237,0.29763,5.3563,1208.59,1.39686,0.128613,0.0263779,
137,1218.77,2371.02,2211.03,0.514026,3.79445,213.248,15.6418,1649.72,50.8598,221.941,215.815,2.67801,396.359,25.8724,1036.78,128.48,453.738,439.277,0.288444,0.29763,5.3563,1208.58,1.39686,0.131289,0.0273516,
138,1218.77,1978.04,1858.23,0.61615,3.5704,139.739,14.2827,1577.86,47.6737,95.7134,99.198,2.11846,358.662,25.9425,1058.93,124.781,288.197,288.341,2.29989,0.27315,5.35583,1208.58,1.39686,0.118629,0.0273159,
139,1218.76,1900.83,1696.57,0.641172,3.071,91.331,15.119,1543.92,22.8988,112.587,111.902,1.6773,246.517,24.2802,889.836,66.1482,281.226,278.582,0.375992,0.29763,5.35734,1208.57,1.39686,0.131289,0.0239187,
140,1218.76,2067.27,1597.17,0.589551,3.13288,61.5179,17.5106,1643.53,51.826,144.99,144.753,1.63665,158.834,29.1165,1091.44,109.861,320.752,319.671,0.174967,0.296969,4.09411,1157.15,1.39686,0.122011,0.0270963,
141,1218.74,2052.19,2106.27,0.593875,3.30667,100.681,14.6814,1573.47,45.4737,157.529,157.051,1.97732,332.371,26.3913,1061.88,127.986,443.672,445.007,0.22412,0.299975,5.35734,1208.57,1.39686,0.130483,0.0270963,
142,1218.74,2019.39,1669.2,0.603521,3.165,61.4416,18.287,1683.43,33.943,109.848,109.274,1.73776,233.49,28.8956,1044.31,78.9262,278.04,279.496,0.0772083,0.29664,5.35948,1208.57,1.39686,0.131289,0.0273159,
143,1218.74,1743.71,1362.94,0.69894,3.196,71.9114,11.6958,1454.82,34.5862,84.1552,83.3375,1.84158,231.996,23.098,875.271,108.676,303.752,305.441,0.192339,0.299176,5.36172,1208.58,1.39686,0.131289,0.0273159,
144,1218.74,2147,2200.28,0.567646,3.82136,141.183,16.4194,1623.84,46.2662,158.76,156.706,2.76017,403.992,26.1417,1025.31,109.872,440.298,439.824,1.43458,0.298497,5.3619,1208.58,1.39686,0.131289,0.0264327,
145,1218.74,2180.27,1864.48,0.558984,3.8578,103.172,18.2949,1700.27,55.1833,151.495,148.004,2.51326,304.225,25.9156,1019.49,119.462,330.975,322.365,1.1517,0.298497,5.3619,1208.58,1.39686,0.131289,0.0264327,
146,1218.74,2602.23,2557.39,0.468344,3.89915,213.112,21.9514,1881.12,75.6573,205.196,201.285,2.79632,462.144,32.453,1307.47,156.056,408.823,395.477,0.283166,0.298497,5.36193,1204.86,1.39686,0.131289,0.0264327,
147,1218.74,2201.31,2078.31,0.55364,3.46894,151.88,15.3688,1593.88,49.1887,196.314,191.211,2.38027,369.597,23.0867,971.679,125.212,430.808,427.728,0.787308,0.298496,4.34365,1208.58,1.39686,0.131289,0.0264327,
148,1218.74,1961.72,1748.42,0.62126,3.46806,107.719,12.5911,1460.69,21.5924,178.651,177.005,2.10706,286.769,18.3857,667.929,57.0065,429.324,420.356,0.316679,0.294152,5.36175,1208.58,1.39905,0.137257,0.0264327,
149,1218.74,2043.95,1679.39,0.596264,3.78691,145.609,13.0643,1522.35,62.4596,149.884,146.797,2.70621,361.749,18.7098,713.679,125.328,340.747,338.142,0.71769,0.294152,5.36175,1208.58,1.39905,0.143542,0.0264327,
150,1218.73,2026.8,1785.64,0.601305,3.48858,119.46,13.9109,1499.52,42.2947,174.757,173.375,2.24186,296.377,19.5794,679.652,108.736,416.503,412.911,0.230506,0.294152,5.36175,1208.58,1.39436,0.139475,0.0264327,
151,1218.72,1960.16,1696.49,0.621746,3.28469,97.8965,12.8909,1497.26,48.154,151.207,149.463,2.15123,251.208,21.2168,786.627,107.231,378.131,377.033,0.49726,0.294152,5.36092,1208.58,1.39436,0.143417,0.0264327,
152,1218.72,2132.08,2058.35,0.571611,3.36313,109.328,16.2624,1631.09,38.3925,168.665,164.978,2.06415,280.551,26.8143,1108.04,83.8345,381.209,374.756,0.180841,0.294152,5.36092,1208.58,1.39282,0.137965,0.0264327,
153,1218.72,2156.29,2048.09,0.565194,3.29962,106.747,18.4427,1681.19,50.2703,148.461,147.873,2.24016,295.735,28.9328,1060.03,124.004,375.306,369.483,0.20243,0.295154,5.36092,1208.58,1.38596,0.137965,0.0264327,
154,1218.72,2161.01,1900.54,0.563957,3.93482,119.813,15.9695,1587.41,39.2055,200.051,194.627,2.91878,289.479,23.032,951.195,102.813,384.145,372.28,1.25447,0.295154,4.96771,1207.96,1.38596,0.137965,0.0287737,
155,1218.7,1921.64,1628.2,0.634198,3.41513,70.8559,16.4147,1610.67,43.0963,89.0918,88.1031,1.95048,214.843,27.9643,1057.21,113.095,253.543,237.759,1.78384,0.295154,5.36092,1208.58,1.38524,0.137965,0.0287002,
156,1218.7,2052.72,1984.87,0.593698,3.19436,86.2165,17.0034,1641.59,42.682,131.278,130.752,1.35256,242.212,29.5835,1133.38,112.389,329.569,339.459,1.84279,0.297127,5.36092,1208.57,1.37956,0.143174,0.0286181,
157,1218.69,2168.53,2114.5,0.56199,3.8482,104.89,18.9066,1739.77,32.4993,135.479,133.13,2.50994,326.852,31.213,1228.98,93.1762,362.952,359.365,0.840124,0.297127,5.36168,1208.57,1.37652,0.143417,0.0286181,
158,1218.69,2049.19,1750.91,0.594717,2.85664,136.064,15.831,1610.8,47.7968,118.24,117.601,1.41264,307.289,26.056,1002.79,108.627,281.92,282.269,0.285525,0.297127,5.36168,1208.57,1.37469,0.141938,0.0274626,
159,1218.69,2296.77,2208.11,0.53061,3.45758,166.751,17.8171,1670.13,57.3452,191.092,190.186,2.43444,361.34,28.2651,1094.23,128.666,413.289,411.498,0.810353,0.296268,5.36168,1208.57,1.37469,0.141938,0.025571,
160,1218.69,1970.54,1740.26,0.618453,2.73707,70.6407,14.9667,1542.53,38.7216,150.787,150.159,1.09907,231.443,22.8046,827.399,105.955,369.222,369.062,0.0965988,0.295742,4.28061,1208.58,1.36827,0.141938,0.025571,
161,1218.69,2223.1,1901.37,0.548193,3.30482,187.599,15.5295,1625.76,36.0281,178.238,176.633,1.57741,374.133,25.0216,987.677,84.7644,324.331,327.877,1.21198,0.295742,5.36193,1208.58,1.36827,0.141938,0.025571,
162,1218.68,2023.78,2129.76,0.602182,3.45642,131.016,12.2484,1532.92,45.895,151.611,146.631,2.34052,397.975,21.7179,979.381,125.388,390.561,380.07,0.479023,0.295742,5.36193,1208.58,1.36827,0.13846,0.0254103,
163,1218.68,2170.37,1810.5,0.561508,3.86361,137.549,14.061,1545.26,48.3668,211.09,210.183,2.6255,342.855,18.9542,724.973,103.142,398.479,408.635,0.92249,0.299195,5.36193,1208.58,1.36827,0.13846,0.0254103,
164,1218.68,1866.11,1844.8,0.65306,2.97951,56.2752,14.3431,1539.64,17.6355,117.903,117.333,1.36902,263.624,24.9078,932.384,64.8147,370.778,371.131,0.811672,0.297399,5.36206,1208.58,1.36827,0.13846,0.0254103,
165,1218.68,2228.88,1949.4,0.546767,3.0778,90.2608,21.2684,1795.27,51.3542,136.136,131.519,1.97363,257.661,32.959,1231.39,124.368,342.161,336.139,0.25532,0.301151,5.36211,1208.58,1.36827,0.140087,0.0254103,
166,1218.68,1873.15,1794.16,0.650602,3.52789,90.257,13.0189,1528.15,33.6222,103.141,101.434,2.28506,312.144,25.1285,1079.31,92.948,301.672,296.883,0.00632763,0.301151,5.36211,1208.58,1.36661,0.143939,0.0254103,
167,1218.67,2256.01,2219.83,0.54019,3.80663,134.975,18.4095,1719.08,49.2581,166.806,163.673,2.74762,374.832,30.0325,1166.82,115.157,408.698,413.381,0.256283,0.302334,5.36211,1208.57,1.36617,0.144688,0.0274846,
168,1218.67,2093.15,2044.42,0.582219,3.85442,172.182,14.6794,1591.65,41.9413,136.186,132.657,2.42881,413.764,25.2913,1039.47,107.04,341.21,336.551,1.45266,0.30133,5.36211,1208.57,1.36617,0.14384,0.0274846,
169,1218.67,2123.02,1800.5,0.574028,3.68114,123.888,18.5241,1728.69,40.1652,105.119,102.953,2.73566,335.517,30.7041,1147.28,105.667,271.078,264.909,0.35645,0.30133,5.36211,1208.57,1.36532,0.14384,0.0274846,
170,1218.67,1950.38,1658.86,0.624839,3.67934,101.918,13.1099,1499.61,38.2996,147.524,146.241,2.91284,282.215,22.1994,851.952,99.5171,373.89,379.83,0.0762495,0.30133,5.36212,1208.57,1.36532,0.143061,0.0269529,
171,1218.67,1782.36,1482.22,0.683741,3.13238,93.827,12.2265,1489.79,30.72,76.7689,75.9006,1.63469,288.921,19.527,757.269,96.0652,238.901,249.52,0.656476,0.302775,5.36216,1208.57,1.36532,0.143061,0.0269529,
172,1218.67,1869.72,1602.26,0.651794,3.04622,102.311,12.1398,1461.41,25.8698,133.56,131.376,1.2065,304.854,17.9518,656.749,82.6689,350.817,348.018,0.693063,0.302775,5.36223,1208.57,1.36449,0.143061,0.0269529,
173,1218.67,2334.3,2085.4,0.522071,3.37764,202.204,16.3326,1668.38,62.623,191.803,189.583,2.27833,397.417,25.1264,1011.19,121.049,371.751,382.929,0.176811,0.302775,5.36223,1208.57,1.36327,0.146019,0.0274846,
174,1218.67,2137.4,1839.64,0.570165,3.22608,127.202,15.3286,1575.19,30.4898,193.557,192.4,2.07793,338.268,21.0842,807.579,81.568,412.421,410.337,0.289173,0.302276,5.36223,1208.57,1.36277,0.145868,0.0274846,
175,1218.66,1574.63,909.802,0.773937,2.99651,58.3807,9.23339,1301.33,18.4353,92.3779,91.8711,1.16428,170.332,12.0231,250.34,53.4551,286.575,292.995,0.786314,0.302276,5.36216,1208.57,1.35987,0.146019,0.0274846,
176,1218.66,2297.68,2080.3,0.530388,3.98033,129.649,18.3661,1673.46,35.5053,219.344,217.374,2.79352,320.035,28.5239,1005.93,85.5798,416.593,406.244,1.161,0.302276,5.36216,1208.57,1.35987,0.146019,0.0284738,
177,1218.66,1875.8,1498.52,0.649675,3.25464,75.1547,13.8767,1508.53,36.9289,119.495,118.566,2.1993,253.835,21.5216,775.485,95.2084,306.282,304.345,0.696049,0.302276,5.36216,1208.57,1.35987,0.146019,0.0284738,
178,1218.66,2262.03,2245.5,0.538748,3.87906,105,21.5429,1839.91,29.3666,131.89,130.441,2.51456,320.808,36.1505,1387.66,81.6441,304.506,301.637,2.18018,0.3039,5.36216,1208.57,1.35987,0.146019,0.0284738,
179,1218.66,2063,1978.24,0.590724,3.47663,121.981,16.2449,1719.66,34.8153,86.7983,80.0213,1.79602,389.693,28.5553,1258.87,91.4637,258.722,228.948,0.729213,0.3039,5.36208,1208.57,1.35724,0.148296,0.0284738,
180,1218.66,2003.57,1772.49,0.608244,3.68668,78.6769,16.5918,1600.58,33.0667,135.784,135.186,2.58665,230.756,26.142,958.852,93.5041,323.536,333.072,1.01692,0.3039,5.36207,1208.57,1.3572,0.146556,0.0286469,
181,1218.66,1826.31,1663.41,0.667281,3.70719,102.695,10.4194,1423.76,28.937,129.69,127.096,2.61464,310.051,16.3043,711.803,70.0005,364.434,357.004,0.167176,0.3039,2.97265,1208.57,1.3572,0.145161,0.0286469,
182,1218.66,2364.16,2215.07,0.515472,3.55133,115.476,22.7914,1856.96,56.2199,155.017,154.138,2.50851,288.247,35.359,1388.74,139.572,338.15,336.572,1.53532,0.304781,5.36194,1208.57,1.35596,0.146556,0.0286469,
183,1218.66,1947.68,1779.52,0.625696,2.85532,101.837,15.2367,1556.59,38.5759,116.844,115.743,1.33854,241.007,26.8115,1020.79,120.575,297.666,295.618,1.23543,0.304101,5.36194,1208.57,1.35596,0.143604,0.0286469,
184,1218.66,2462.08,2256.07,0.49497,3.83037,169.835,21.8423,1837.74,63.1612,184.4,181.27,2.88565,350.354,33.2919,1215.42,117.8,383.907,382.672,1.17573,0.304101,5.36194,1208.57,1.35596,0.145241,0.0286469,
185,1218.66,1960.9,1683.02,0.621479,3.15419,97.3091,14.7642,1545.91,40.0058,130.16,129.591,1.72162,249.503,25.1135,944.829,113.266,324.888,324.077,0.59333,0.304101,5.36194,1208.57,1.35596,0.145241,0.0286469,
186,1218.66,2045.3,1842.28,0.595832,3.51245,115.509,16.0711,1593.62,27.2014,146.875,142.51,2.49205,291.812,25.3722,924.104,64.9789,364.371,353.809,0.0146864,0.304101,5.36198,1208.57,1.35596,0.145241,0.0283764,
187,1218.66,1878.23,1560.71,0.648831,3.13044,54.8679,15.0667,1560.1,39.2682,103.245,102.552,1.58181,200.836,24.498,891.655,98.4724,264.036,264.596,0.807855,0.304101,5.36198,1208.57,1.35596,0.147398,0.0286469,
188,1218.65,2150.58,1807.89,0.566663,3.23837,100.072,17.5417,1684.13,58.807,144.045,142.75,2.02607,286.58,28.422,1077.87,134.632,325.277,325.78,0.594746,0.304785,5.36201,1208.57,1.35596,0.147398,0.0286469,
189,1218.65,2192.87,1803.69,0.555735,3.81078,100.478,23.2067,1711.55,70.5477,142.39,140.883,2.89798,246.671,42.9605,1130.39,135.825,324.739,322.678,0.366209,0.304785,5.36206,1208.57,1.35586,0.147398,0.02913,
190,1218.65,2146.56,2014.05,0.567725,3.40987,144.465,16.9369,1693.87,38.1375,126.351,123.386,2.37882,381.37,30.7891,1128.82,97.1906,336.49,336.293,0.367033,0.304785,5.36206,1208.57,1.35582,0.147398,0.0286012,
191,1218.65,2063.73,1845.58,0.590511,3.28621,82.9198,20.1319,1726.93,31.5732,99.8097,99.0748,1.64761,254.327,32.2097,1191.61,88.1625,303.894,301.572,0.965752,0.304785,5.36206,1208.57,1.35474,0.147398,0.0286012,
192,1218.65,1951.88,1836.38,0.624347,3.09156,137.845,12.5251,1555.92,51.3662,97.8496,93.2852,1.91247,386.342,22.1607,1031.13,126.018,281.858,273.819,0.100831,0.305283,5.36201,1208.57,1.35458,0.147398,0.0286012,
193,1218.65,2125.39,2007.02,0.573378,3.22981,126.736,17.6476,1626.46,67.5711,142.738,141.005,1.98892,326.13,27.3399,1020.07,131.458,323.31,305.252,0.466951,0.30587,5.36201,1208.57,1.35427,0.148185,0.0286012,
194,1218.65,1660.63,1329.18,0.73385,3.09741,34.0746,12.0303,1487.26,22.3806,50.8309,50.957,1.66224,248.567,23.06,881.409,79.2497,189.226,207.732,0.499885,0.30587,5.36201,1208.57,1.35427,0.148185,0.0289446,
195,1218.65,1899.91,1580.67,0.641426,3.50787,78.1295,14.7896,1530.15,28.3955,123.115,121.821,1.91612,243.755,22.8634,830.014,73.3679,321.708,323.255,0.533304,0.305988,5.36187,1208.57,1.35448,0.146881,0.0289446,
196,1218.65,2341.95,2420.92,0.520357,3.60248,148.845,17.8986,1693.08,39.513,220.736,218.273,2.50077,376.675,28.9491,1160.51,94.1543,457.727,449.273,0.534084,0.305988,5.36187,1208.57,1.35448,0.147579,0.0287055,
197,1218.65,1986.96,1676.22,0.613325,3.87429,115.798,13.901,1513.58,35.3886,152.695,151.727,2.60926,235.578,24.1284,933.93,92.5707,336.375,324.247,0.998315,0.305988,5.36187,1205.28,1.35448,0.147579,0.0287055,
198,1218.65,2412.07,2452.7,0.505231,3.84621,106.793,23.8233,1928.19,49.2894,151.013,149.114,2.62312,352.87,38.4107,1457.54,129.181,402.184,395.804,0.105474,0.305988,5.36187,1208.57,1.35448,0.147579,0.0287055,
199,1218.65,1878.19,1685.78,0.648843,3.29691,63.7829,13.9135,1534.39,31.1874,116.336,115.288,2.16951,284.038,24.7318,917.536,96.7238,312.659,312.923,1.07469,0.305726,5.36187,1208.57,1.35448,0.147579,0.0287055,
200,1218.65,2079.39,1997.53,0.586061,3.93978,153.677,15.0844,1593.25,46.6121,137.664,129.162,2.75527,403.978,25.8465,956.733,116.004,364.068,350.441,0.632995,0.306084,5.36193,1208.57,1.354,0.149005,0.0289446,
