Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
20,53.9579,89.4668,99.8213,0.603105,0.659861,1.66729,31.4391,0.735134,7.18238,7.57263,0.368904,0.978578,5.10722,25.1373,4.99465,1.31972,2.30404,0.511212,1.91055,86.1701,0.771008,6.81913,7.04459,0.065951,0.803244,6.9741,7.26675,7.06775,0.601525,1.60459,0.22315,0.246725,6.78611,0.0305215,0.0916775,0.0292194,0.251127,0.119265,0.0486522,10.2122,0.0370833,0.316661,0.33563,
21,53.9579,112.098,176.832,0.481346,0.66043,1.34075,38.258,0.71109,9.44942,13.4798,0.40308,0.902448,7.83641,28.0314,7.75684,1.32569,1.94268,0.733636,1.00961,102.369,0.503713,17.9204,35.9253,0.126545,0.714754,17.8698,14.2082,17.9534,1.12457,1.62518,0.145596,0.239818,7.11252,0.0305215,0.0916775,0.0292194,0.285344,0.0212954,0.0519393,10.2462,0.0370833,0.134639,0.176362,
22,53.9579,105.795,149.029,0.510022,0.759403,1.72564,42.2573,0.797716,7.43867,9.92597,0.387282,0.784845,6.62451,25.1889,6.50943,1.21576,2.17977,0.68738,2.66542,114.24,0.622362,7.36152,13.6541,0.129878,0.440567,9.13744,9.88738,8.85789,0.717108,1.70826,0.0672562,0.239818,8.73742,0.0305215,0.0916775,0.0292194,0.265999,0.119265,0.0519393,9.90802,0.0405445,0.316661,0.33563,
23,53.9579,147.139,236.033,0.366715,0.847997,2.10726,64.5593,0.956227,8.08712,11.1221,0.41297,0.846172,9.14182,36.6016,8.95876,1.34765,2.14961,0.844637,3.81759,154.884,1.05056,10.7092,17.7508,0.16624,0.548596,20.9637,87.1673,20.9088,0.727351,1.70753,0.323244,0.2293,7.49506,0.0305215,0.0916775,0.0292194,0.277495,0.0277442,0.0519393,9.12987,0.0405445,0.316661,0.33563,
24,53.9579,109.482,181.121,0.492847,0.713363,1.4138,48.2708,0.901936,9.60842,8.49349,0.403531,0.788583,4.44202,26.1195,4.33283,1.51389,2.47987,0.670667,1.68543,145.741,0.850372,21.9447,9.12522,0.23577,0.401112,6.16672,15.2375,6.22078,1.60438,1.66593,0.264817,0.234496,7.49506,0.0305215,0.0916775,0.0292194,0.25968,0.0481972,0.0519393,13.8274,0.0405445,0.316661,0.530891,
25,51.761,107.188,147.944,0.482898,0.743965,1.66744,46.3529,0.922736,8.99377,10.7907,0.371306,0.994426,5.2104,22.598,5.08284,1.07493,2.38488,0.395067,2.50038,114.036,0.875339,13.0322,11.2101,0.112785,0.458286,8.78604,6.72179,8.68148,0.578727,1.57936,0.323244,0.239818,7.49506,0.0305215,0.0916775,0.0292194,0.277495,0.25046,0.0519393,7.21831,0.0405445,0.316661,0.542307,
26,51.5666,101.485,138.839,0.508122,0.948094,1.43381,28.288,0.910734,11.1771,11.4228,0.362638,0.935555,8.3262,25.5932,8.18854,1.37874,2.51927,1.94733,1.12819,49.9426,0.764463,29.2166,22.9954,0.129265,0.862658,23.6687,8.42959,23.0654,1.01845,1.6982,0.0923534,0.239818,6.69539,0.0305215,0.0916775,0.0292194,0.065571,0.126081,0.0519393,10.1038,0.0405445,0.316661,0.542307,
27,51.5666,109.969,172.492,0.468921,0.780772,1.67031,46.5152,0.917157,7.51203,9.95404,0.392889,0.874624,6.20446,25.6586,6.08442,1.20406,2.20001,0.76552,2.50554,123.977,0.713696,13.2417,18.3395,0.137126,0.438468,15.8773,10.8359,15.632,0.411846,1.51093,0.0923534,0.100917,7.49506,0.0305215,0.0916775,0.124578,0.253929,0.25046,0.0519393,6.87629,0.0405445,0.528381,0.563823,
28,51.5666,100.147,172.569,0.514907,0.605004,2.03038,41.8283,0.806101,5.78694,6.32849,0.391869,0.881844,5.51627,26.6371,5.32048,1.27077,2.74386,0.269114,4.08848,134.139,0.561072,4.39764,9.24373,0.117723,0.768179,12.9014,6.47066,12.5679,0.363579,1.79695,0.0988732,0.239818,7.49506,0.0305215,0.0916775,0.213422,0.282948,0.092361,0.0519393,15.326,0.0405445,0.55829,0.563823,
29,51.5666,96.259,139.218,0.535706,0.785486,1.74151,32.1288,0.939986,7.32529,9.37281,0.375114,0.676308,7.17166,24.834,7.03237,1.30561,2.57014,0.521798,2.70984,79.1221,0.985237,11.1588,19.468,0.0476117,0.380388,19.7112,6.98496,19.9147,0.491477,2.1585,0.311259,0.239818,7.49506,0.0305215,0.0916775,0.213422,0.305033,0.0501752,0.0519393,4.70498,0.0405445,0.55829,0.536985,
30,50.7146,82.7505,109.539,0.612862,0.66433,1.38504,23.6883,1.01115,8.66146,9.58853,0.391135,0.848889,3.90548,25.4692,3.69759,1.36817,2.07121,0.343054,2.15688,69.0353,1.07732,16.7042,19.1273,0.0557693,0.664738,7.96519,6.1757,8.42533,0.64529,1.83884,0.310707,0.239818,7.33802,0.0305215,0.0916775,0.213422,0.290816,0.139943,0.0519393,4.31972,0.0405445,0.554215,0.563823,
31,44.2234,100.752,189.218,0.438931,0.769844,1.20408,37.58,0.727042,7.06858,9.79194,0.393147,0.897182,8.03989,23.2784,7.83188,1.32157,1.84884,0.969917,1.38147,111.341,0.61218,16.8293,29.6842,0.111857,0.421786,20.875,6.42213,21.3661,0.680477,1.56721,0.311259,0.313548,7.33802,0.0305215,0.0916775,0.213422,0.273866,0.254237,0.0519393,6.952,0.0405445,0.678601,0.563823,
32,44.2234,59.8869,28.61,0.73845,0.616285,0.869512,17.2345,0.665644,5.34756,3.79766,0.369116,0.890162,2.2807,22.9873,2.08707,1.15228,1.58908,0.299626,0.559446,22.8252,0.742027,5.01823,7.00588,0.0408071,0.408211,4.37441,4.33982,5.86245,0.312234,1.07285,0.27265,0.233748,7.33802,0.0305215,0.0916775,0.213422,0.31498,0.254237,0.0519393,9.98949,0.0405445,0.585088,0.563823,
33,44.2234,86.7465,144.584,0.5098,0.62872,1.07589,27.6595,0.739141,10.5509,8.50902,0.378798,0.839176,5.02167,23.4578,4.77288,1.27814,1.83488,0.364287,0.865317,78.7455,0.635828,20.0921,22.3026,0.115729,0.357038,12.9964,13.5273,13.4913,0.664989,1.38251,0.311259,0.263106,6.97399,0.0305215,0.0916775,0.213422,0.0325323,0.258474,0.0519393,10.5808,0.0405445,0.388408,0.563823,
34,44.2234,74.8538,81.5663,0.590797,0.654245,1.00601,23.5967,0.906068,8.04087,5.2694,0.360534,0.929782,4.5062,22.3898,4.28443,1.29166,1.61814,0.418943,0.570361,36.1998,0.985283,17.0518,9.00274,0.0666722,0.854578,11.4294,5.46403,11.3688,0.823203,1.21075,0.311259,0.313548,6.97399,0.0305215,0.0916775,0.0934648,0.118855,0.262327,0.0519393,10.0025,0.0405445,0.681207,0.563823,
35,44.2234,86.5146,163.526,0.511167,0.569978,1.14418,34.414,0.743644,6.75799,8.07971,0.412449,0.927574,4.84167,21.6155,4.30825,1.124,1.57565,0.187378,1.77597,105.194,0.728654,8.22718,24.2416,0.217201,0.665968,14.5579,5.46099,13.1757,0.353844,1.26268,0.311259,0.313548,6.50812,0.0305215,0.0916775,0.111459,0.31611,0.335293,0.0519393,13.5606,0.0405445,0.444231,0.563823,
36,44.2234,71.0638,105.829,0.622306,0.569908,0.925317,24.8949,0.763167,7.52355,6.57354,0.38873,0.885075,2.72273,20.6473,2.45032,1.19303,1.52626,0.213447,1.07621,81.3253,0.808078,11.1709,13.0806,0.0962912,0.579584,6.69,3.92553,6.82314,0.582059,1.68036,0.255755,0.276162,6.50812,0.242446,2.63948,0.111459,0.33087,0.331263,0.610624,9.95472,0.285564,0.667445,0.558149,
37,44.2234,94.8565,182.972,0.466214,0.679258,1.01879,32.9726,0.875967,9.93733,8.79199,0.405453,0.844094,7.56371,21.6655,7.2583,1.33752,1.50594,0.604421,1.86512,91.8336,0.864812,20.9179,25.1926,0.116535,0.594162,23.3619,5.44243,23.7609,0.899037,1.46349,0.255755,0.268634,6.50812,0.269089,2.88087,0.0394676,0.33087,0.335293,0.666586,12.5877,0.285564,0.773497,0.559479,
38,43.6867,77.1181,138.834,0.56649,0.623713,0.852413,28.6581,0.846658,7.6725,5.98184,0.396096,0.763812,4.33621,20.3609,4.07669,1.13976,1.40943,0.578467,1.10251,89.3096,0.567402,13.9025,15.1883,0.081518,0.283094,15.1094,3.32965,15.4126,0.390037,1.60548,0.255755,0.306837,6.50812,0.269024,2.85756,0.0299364,0.348735,0.0185733,0.666586,12.3472,0.255093,0.729094,0.563823,
39,43.388,90.754,171.014,0.478083,0.564996,0.89203,34.5441,0.988423,10.937,8.2023,0.40605,0.902038,5.35814,20.2534,5.07607,1.32169,1.30779,0.379265,1.40171,94.4224,0.944901,22.5278,21.9631,0.13392,0.844911,16.7579,4.98943,16.8445,1.18497,1.0986,0.230378,0.328594,6.50812,0.269024,2.8724,0.0299364,0.330399,0.288988,0.693203,11.8488,0.255093,0.689576,0.597775,
40,43.2099,107.68,232.4,0.401278,2.21864,1.3101,50.0642,0.890136,8.64804,9.01598,0.43202,0.846845,5.92783,20.1988,5.56216,1.32178,1.24398,11.1105,3.02338,169.163,0.715526,14.3649,20.6727,0.248487,0.341284,16.649,3.50943,16.4709,0.951171,1.4061,0.255755,0.328594,6.50812,0.239161,2.88087,0.138913,0.348122,0.365931,0.693203,9.22051,0.255093,0.629838,0.597775,
41,42.1942,88.0569,160.761,0.47917,0.860172,1.52888,29.8346,0.919816,9.44583,8.0573,0.39629,0.887367,6.96591,20.3009,6.6323,1.08184,1.14565,1.77875,4.48251,81.7351,0.850257,17.1392,25.498,0.112253,1.04284,22.2564,2.63593,22.0597,0.37771,1.15695,0.110937,0.300197,6.50812,0.236642,2.88087,0.138913,0.0921648,0.0601867,0.693203,15.6342,0.255093,0.627735,0.592526,
42,42.1942,84.75,161.171,0.497867,0.683332,1.12066,33.1415,0.992524,7.38587,5.19885,0.390356,0.852416,6.65077,19.5915,6.311,1.10634,1.32482,0.806094,2.69276,107.147,0.827437,8.94218,11.8895,0.0930614,0.503665,20.4519,2.90871,20.0363,0.36476,1.7865,0.208006,0.301548,6.50812,0.236826,2.64488,0.138913,0.260614,0.450399,0.436208,6.69683,0.138896,0.423549,0.592526,
43,39.1847,64.5386,89.0887,0.607151,0.639735,0.92931,21.2103,1.11967,6.76906,4.48654,0.384481,0.77825,3.134,19.748,2.90583,1.18735,1.24603,0.45919,1.88517,55.8801,1.07458,9.15146,10.0038,0.0596492,0.257288,8.5951,2.66819,8.66004,0.593281,1.30665,0.301176,0.301548,6.50812,0.247946,2.91611,0.121148,0.0773441,0.450399,0.573056,6.08846,0.236185,0.239287,0.592526,
44,39.1847,76.2549,110.473,0.513864,0.628999,0.976583,26.4381,1.23022,8.86982,7.21059,0.369495,0.793091,4.14624,19.0984,3.90507,1.29868,1.2896,0.455137,1.72822,57.6134,1.16123,17.3992,21.8022,0.0786642,0.28355,13.6273,3.98414,13.657,0.779264,1.02732,0.257009,0.281817,6.50812,0.269024,3.14642,0.121148,0.010156,0.386284,0.621879,1.31638,0.236185,0.629838,0.592526,
45,39.1847,103.181,201.067,0.379766,0.673008,0.9981,48.7668,1.04358,8.93003,6.35361,0.410677,0.860272,6.51227,19.4412,6.23615,1.32954,1.62594,0.702027,2.17903,134.977,0.971578,16.7616,17.3693,0.110884,0.659691,20.1063,2.54673,20.1913,0.906373,2.00274,0.279236,0.31561,6.9371,0.249433,3.14642,0.121148,0.3402,0.326899,0.621879,9.23884,0.236185,0.514139,0.592526,
46,39.1847,77.5857,168.238,0.50505,0.578616,1.05034,29.3169,0.977706,6.69365,4.5534,0.408422,0.757883,5.70496,19.8938,5.39385,1.21944,1.03681,0.43636,2.78208,103.3,0.822572,10.5957,16.1256,0.0789771,0.292799,21.0892,3.68736,21.1327,0.447277,0.762809,0.123319,0.31561,6.9371,0.249433,3.14642,0.121148,0.361032,0.450399,0.674532,0.997672,0.26712,0.79781,0.592526,
47,39.1847,86.9615,180.137,0.450598,0.682926,0.903257,25.3536,1.06418,9.58482,8.0958,0.386344,0.711606,8.72518,20.2554,8.38058,1.35521,1.46264,0.714597,1.57669,66.4863,1.12014,19.8845,31.3077,0.0820221,0.380332,28.8763,4.75856,29.1546,1.06542,1.90888,0.255259,0.322977,6.82146,0.249433,3.14642,0.110034,0.0580477,0.365732,0.674532,14.0853,0.241976,0.848892,0.588838,
48,38.6432,74.1631,158.714,0.521057,0.585354,0.762632,27.2703,0.865967,8.85524,3.55859,0.402623,0.78319,4.74606,19.4151,4.30618,1.40108,1.21074,0.387617,1.27747,88.1575,0.626707,24.9958,13.1736,0.0434165,1.08396,20.4089,2.75986,20.6798,1.4632,1.09302,0.255259,0.312639,7.01186,0.249433,3.14642,0.103477,0.375749,0.415753,0.674532,5.44096,0.241976,0.848892,0.510095,
49,38.6432,64.5908,116.012,0.598277,0.632166,0.619595,19.7668,0.835827,6.27523,4.92058,0.392617,0.599955,4.69801,19.1519,4.2672,1.15726,1.27359,0.448568,0.372239,58.3173,0.872182,11.0951,17.8363,0.0651805,0.254261,16.8778,1.85911,16.863,0.453843,1.04197,0.255259,0.312639,7.01186,0.249433,3.33941,0.103477,0.0115561,0.121605,0.674532,11.4787,0.241976,0.848892,0.588838,
50,38.2576,89.376,192.385,0.428052,0.772483,1.06858,38.692,0.80618,8.19802,7.11889,0.411323,0.691669,5.68442,18.3942,5.12307,1.27387,1.14129,0.797698,2.33863,125.879,0.857558,14.2197,26.1984,0.120739,0.458792,18.7313,2.95112,18.2919,0.940426,0.947181,0.230787,0.312639,6.79702,0.250683,3.33941,0.0391956,0.0928781,0.410771,0.674532,6.70125,0.241976,0.77514,0.587253,
51,38.2576,103.092,221.345,0.3711,0.841741,1.03622,40.0232,0.977545,9.28057,10.016,0.414039,0.695566,9.02051,19.4857,8.56703,1.28293,1.4514,1.38721,1.85293,109.159,1.2456,20.8821,33.4407,0.107594,0.510262,26.6102,6.28181,26.3201,0.694395,1.93477,0.110262,0.334287,6.93425,0.250683,3.21344,0.0391956,0.21654,0.340684,0.674532,9.25368,0.241976,0.872414,0.587253,
52,38.1823,67.1167,102.219,0.568894,0.713929,0.805073,22.3892,0.878171,6.94743,6.94604,0.380955,0.649636,3.58651,18.1394,3.13996,1.21839,1.32213,0.509533,1.20041,47.3126,1.13792,14.0079,22.2086,0.0696471,0.27824,13.6915,3.90528,14.2054,0.371571,1.55999,0.110262,0.328121,7.02626,0.231574,3.32249,0.0607468,0.0102168,0.029307,0.73922,1.87057,0.241976,0.906059,0.562759,
53,37.3393,73.7672,135.113,0.506177,0.637771,0.984272,29.7141,0.682929,5.16574,6.81244,0.394251,0.659762,4.14104,18.3709,3.70922,1.11995,1.3748,0.495106,1.7758,85.9967,0.71327,5.8298,24.8692,0.0703145,0.394862,13.0222,1.67295,13.1363,0.144306,1.77058,0.110262,0.31861,7.02626,0.231574,3.32249,0.0607468,0.224923,0.0317683,0.911398,10.122,0.313343,0.772436,0.564892,
54,37.3393,55.7757,112.213,0.669454,0.642689,0.543478,16.3369,0.697843,4.70923,4.1109,0.399392,0.639157,3.83579,18.2897,3.37177,1.17673,1.02214,0.260852,0.517287,52.7604,0.670735,4.5405,21.0847,0.0574507,0.352918,18.0066,2.73025,18.0546,0.431069,0.927536,0.110262,0.326088,7.02626,0.231574,3.32249,0.0951016,0.372332,0.399884,0.930251,0.277281,0.311364,0.906059,0.572955,
55,37.3393,111.604,246.291,0.334569,0.78528,1.12263,52.926,0.798068,8.77321,5.31752,0.417967,0.641526,9.89289,18.7127,9.45728,1.27637,1.48258,0.908453,2.81725,147.54,1.0889,17.7053,15.4618,0.160521,0.230582,28.7464,2.57469,28.5359,0.593901,1.90565,0.110262,0.333343,6.54536,0.249527,3.33941,0.0951016,0.106164,0.368571,0.957234,14.2317,0.311364,1.01583,0.587253,
56,36.3392,69.0217,148.992,0.52649,0.668193,0.858235,26.1484,0.729016,5.48252,5.25511,0.388782,0.712408,4.14641,18.5374,3.67038,1.2712,1.15362,0.519382,2.1452,90.821,1.04808,9.2868,22.4614,0.0419195,0.936153,14.8005,1.26556,15.2776,0.552664,1.33105,0.110262,0.329199,6.81325,0.249527,3.25763,0.0951016,0.233726,0.153812,0.833398,16.0202,0.252912,1.03054,0.58212,
57,35.6753,69.9571,131.079,0.509959,0.649142,1.01601,28.8041,0.739113,4.74983,4.11977,0.387668,0.624842,4.75008,17.545,4.25965,1.20126,1.11064,0.378657,2.72123,90.4094,0.755779,4.6149,13.1992,0.0690914,0.223968,15.3392,2.78168,15.3311,0.24735,1.03728,0.110262,0.334287,6.81325,0.260536,3.34459,0.05639,0.040328,0.476589,0.833398,7.79992,0.252912,0.819451,0.58212,
58,35.6753,59.1591,109.767,0.603039,0.681445,0.966804,20.9308,0.666423,6.18051,2.65734,0.409458,0.658732,2.8984,18.5922,2.40497,1.21928,0.892688,0.481929,2.87732,75.952,0.707199,12.5786,9.21447,0.083919,0.30943,9.14052,4.86477,9.1664,0.369301,0.490043,0.211842,0.327643,6.92913,0.248023,3.50353,0.0274326,0.370278,0.481852,0.833398,12.3007,0.252912,0.999235,0.58212,
59,35.3837,51.4648,95.9492,0.687532,0.617126,0.546236,16.6528,0.660306,4.23603,1.62422,0.394169,0.591396,3.41051,17.8312,2.89875,1.14838,0.853631,0.37338,1.23465,55.4698,0.61458,3.53574,5.20667,0.0295912,0.163956,14.8794,1.07997,15.0019,0.119643,0.20078,0.184798,0.33384,6.92913,0.248023,3.1451,0.0274326,0.375226,0.479879,0.881193,16.1129,0.267269,0.714472,0.602274,
60,34.2816,77.1229,195.939,0.444506,0.758887,0.722528,19.2385,0.763971,6.48974,4.86878,0.38586,0.606958,6.37856,28.8679,5.7937,1.20785,1.03965,1.51958,1.748,59.5695,1.03005,13.9399,20.1128,0.046629,0.14224,25.0137,72.6808,25.1696,0.263286,1.15471,0.148285,0.33384,6.72142,0.248023,3.26687,0.0274326,0.068173,0.484987,0.881193,16.1129,0.267269,1.02203,0.602274,
61,34.2816,53.0346,110.122,0.646401,0.54733,0.650389,11.4981,0.587601,5.76191,1.68343,0.400256,0.662204,3.63961,22.2383,3.07362,1.31507,0.976797,0.302775,1.91186,21.3182,0.799749,14.0603,6.66508,0.0573478,0.682004,15.9686,32.7312,16.0676,1.04656,1.22802,0.201713,0.310574,6.69786,0.246818,3.06095,0.0274326,0.379253,0.460795,0.94304,15.3923,0.297802,1.02203,0.59528,
62,34.2816,117.767,250.152,0.291096,0.86199,1.28112,52.9476,0.859864,9.73456,9.98137,0.428312,0.698638,10.4199,17.7378,9.92401,1.6074,1.28469,0.977913,3.20055,136.477,1.15919,18.3509,31.1992,0.128067,0.67825,30.7159,4.73442,31.4877,1.69885,1.72488,0.201713,0.33384,6.73568,0.248023,3.48241,0.0274326,0.382237,0.0509158,0.94304,11.5983,0.305679,1.06869,0.595134,
63,34.2816,97.6309,216.611,0.351135,0.679515,1.19268,43.145,0.908318,9.13818,7.88813,0.463824,0.671427,7.277,17.5566,6.13942,1.47129,1.09945,0.55508,3.11864,133.513,1.2968,21.5416,30.2717,0.242875,0.414092,24.0379,2.44748,23.4162,1.65497,1.2118,0.201713,0.329485,6.64151,0.256207,3.44012,0.0383169,0.382237,0.460795,0.952941,4.26183,0.305679,0.956763,0.560347,
64,34.2816,66.3652,143.405,0.51656,0.585487,0.573709,25.4363,0.757222,7.47496,2.99289,0.402833,0.715763,4.2273,17.1151,3.65476,1.34499,1.08398,0.251793,1.13272,88.5661,0.928926,17.9239,13.5424,0.102359,0.753322,14.5484,2.28625,14.543,0.767644,1.29993,0.164182,0.329485,6.90056,0.256207,3.44402,0.0383169,0.148076,0.460795,0.968177,2.95131,0.305679,1.03115,0.595134,
65,34.2816,84.913,197.044,0.403726,0.671164,0.626696,21.9835,0.755144,9.81626,5.59831,0.399622,0.685349,3.66534,35.014,3.07767,1.4713,1.14867,0.535971,1.22417,70.6753,0.877172,21.7312,18.7482,0.0971377,0.55428,11.4196,129.365,11.5458,1.39651,1.73539,0.164182,0.335968,6.62821,0.256207,3.44784,0.0383169,0.0168772,0.491503,0.968177,2.89477,0.319636,1.03115,0.595134,
66,33.7951,77.707,169.597,0.434905,0.581823,0.600976,32.8752,0.686837,6.49137,3.75297,0.409244,0.67562,6.48113,16.9233,5.86055,1.26822,1.09977,0.572642,1.41205,100.956,0.793889,11.1878,13.0056,0.0472832,0.6367,24.1594,17.9457,24.0389,0.724025,1.46675,0.198199,0.341032,6.62821,0.257354,3.28802,0.0383169,0.388379,0.491503,0.971808,10.9978,0.320375,1.03115,0.607496,
67,33.7951,61.8406,134.512,0.546488,0.507679,0.578789,23.2322,0.627212,6.00086,3.86569,0.399882,0.653208,3.71608,16.8468,3.07145,1.26844,1.07238,0.306449,1.43544,86.5439,0.844568,11.3323,16.0121,0.0515693,0.74273,13.8311,0.683159,13.6197,0.70907,1.53415,0.0698986,0.340706,6.63994,0.273921,3.42052,0.0383169,0.142491,0.197924,0.971808,14.7541,0.320375,1.03115,0.588201,
68,33.7951,84.1025,211.209,0.401833,0.736976,0.845361,35.9527,0.659457,7.62928,7.66015,0.411611,0.725241,5.47989,16.9866,4.72261,1.2497,1.04286,1.25396,1.6927,128.106,0.78035,14.2659,28.5148,0.139094,0.665996,20.3502,2.64665,20.0611,0.529577,1.03479,0.0698986,0.336274,6.49102,0.320286,3.42052,0.0383169,0.195144,0.498571,0.971808,9.12901,0.321837,0.597247,0.607496,
69,33.7951,70.9091,183.025,0.476598,0.507409,0.437617,17.08,0.5434,8.82084,5.35639,0.397592,0.567852,6.56789,22.552,5.90551,1.27494,0.897715,0.479031,0.573588,51.6545,0.454736,27.4385,25.0337,0.0398168,0.17221,26.0446,39.7236,26.1452,0.63718,0.792526,0.0698986,0.33968,6.63324,0.285191,3.56663,0.0383169,0.151303,0.504427,0.971808,15.3341,0.305912,1.06764,0.607496,
70,33.7127,112.494,381.523,0.299686,0.558753,0.741149,65.6765,0.738088,6.97574,4.89306,0.416745,0.587887,5.11389,19.7097,4.5462,1.37315,1.16277,0.745878,2.08234,300.518,1.16107,14.5785,19.9255,0.11834,0.250185,18.2027,19.6902,18.3694,1.08958,1.83272,0.0698986,0.339517,6.41989,0.299629,3.55736,0.0323663,0.213993,0.357988,0.98384,6.2,0.305912,1.06764,0.66092,
71,33.3208,96.2007,217.306,0.346368,0.563976,0.822383,38.5215,0.726989,8.00081,9.57751,0.415593,0.56624,9.10434,16.8993,8.49177,1.38604,1.12417,0.773196,1.83787,116.439,0.994221,15.0319,35.588,0.098023,0.184628,28.2435,3.04007,28.3416,1.14671,1.45836,0.0626004,0.329211,6.5407,0.288406,3.4088,0.0447417,0.113569,0.0189755,0.98384,13.2088,0.305912,0.930323,0.66092,
72,33.3208,77.5719,165.21,0.429548,0.462608,0.846879,33.2219,0.677787,6.10392,8.19613,0.417894,0.63646,4.15957,16.8552,3.5406,1.26619,1.18675,0.738042,1.86453,109.898,0.833443,9.06122,28.1462,0.099713,0.462822,12.9308,1.38233,12.8434,0.646421,1.64317,0.0626004,0.341221,6.59079,0.281538,3.62105,0.0447417,0.222604,0.492754,1.04961,12.7037,0.321837,0.704425,0.66092,
73,33.3208,60.8745,111.169,0.54737,0.429119,0.51132,19.7567,0.655729,6.41479,6.06827,0.404814,0.563526,4.12368,16.1825,3.51574,1.28957,0.958738,0.5659,0.740543,55.6393,0.882382,10.747,23.2725,0.0454517,0.102281,14.4628,2.08341,14.5279,0.783937,0.909986,0.0626004,0.341221,6.45476,0.285279,3.47355,0.0512737,0.18614,0.209662,1.0898,7.22966,0.332303,1.0982,0.691375,
74,32.7631,74.5826,160.998,0.439286,0.313538,0.822142,28.6716,0.690851,7.16135,3.46033,0.404867,0.6227,7.11085,16.4212,6.48288,1.26228,1.15801,0.340366,1.86466,85.7802,0.961587,13.9424,11.5036,0.0884562,0.295946,23.804,1.18111,23.7991,0.35445,1.68868,0.0626004,0.344314,6.32551,0.267673,3.63004,0.0512737,0.108858,0.492754,1.0898,9.41621,0.332303,1.05302,0.695413,
75,32.7631,132.566,249.228,0.247146,2.97363,1.12324,60.9767,0.880206,11.2451,10.9122,0.45005,0.8621,9.58645,21.8261,8.8893,1.23484,1.6058,17.5987,2.3773,155.925,1.13618,19.8414,28.1918,0.19982,0.994349,26.4053,43.3207,26.5163,0.369652,2.32042,0.0693964,0.340738,6.52658,0.290673,3.67348,0.112261,0.137789,0.492754,1.0898,0.894566,0.332303,0.383913,0.690597,
76,32.7631,76.8233,150.286,0.426473,0.393858,0.655916,21.3432,0.78224,8.26113,9.34132,0.421971,0.635616,8.17561,16.7513,7.49204,1.2627,1.30639,0.529175,1.16677,50.1725,1.2086,15.9328,32.7908,0.129913,0.560159,28.0296,6.2043,27.879,0.53003,1.93348,0.0693964,0.347118,6.43997,0.25537,3.67348,0.0344839,0.247168,0.0286417,1.08605,7.81762,0.335557,1.0982,0.664679,
77,32.7631,71.475,159.127,0.458385,0.35892,0.708451,29.1635,0.642341,6.09168,4.43511,0.412036,0.641585,5.47278,16.5228,4.79916,1.17116,1.05555,0.493683,1.61426,98.2974,0.868014,9.67401,19.0414,0.0899822,0.501985,18.5951,0.659692,18.3986,0.343471,1.37236,0.0693964,0.347118,6.52658,0.259399,3.67348,0.0344839,0.0426692,0.492754,1.07787,13.719,0.328148,0.426641,0.638403,
78,32.1584,47.2235,78.1529,0.680983,0.287685,0.608149,12.4092,0.575081,5.04279,2.99675,0.407588,0.572347,3.21933,16.3716,2.52292,1.26906,0.940912,0.305749,1.26049,30.6815,0.789768,6.00028,14.0108,0.00991626,0.0893783,13.107,0.843671,13.2209,0.584931,1.29639,0.0739405,0.343754,6.60826,0.259399,3.67774,0.0344839,0.39848,0.501944,1.07787,12.0997,0.328148,1.08619,0.638403,
79,32.1584,65.2885,158.458,0.492558,0.348585,0.705468,22.4087,0.600179,6.57796,4.28823,0.40742,0.627576,5.72219,16.4922,4.99667,1.32334,0.790052,0.62228,1.69172,76.2424,0.763627,14.0443,19.5735,0.0321393,0.464051,22.2619,0.427289,22.2776,1.25273,0.443647,0.0732021,0.339746,6.47849,0.259399,3.6318,0.0344839,0.261399,0.501944,1.07787,15.4964,0.328148,0.231091,0.622303,
