Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
149,16.0077,65.2173,174.229,0.245452,24.1994,7.22104,0.314421,0.322655,0.600756,9.11937,1.39004,0.27835,17.0915,0.430211,4.24953,77.4413,25.6288,1.01582,0.487764,2.04604,32.6598,0.274727,1.03091,65.6907,0.418075,4.1751,10.116,0.584716,0.0509475,0.198945,0.0979582,0.0140145,0.318973,0.0117209,0.0015763,0.309993,3.14665,
150,16.0077,26.0966,70.5744,0.613402,17.0416,2.30825,0.106319,0.220712,0.140234,0.513412,1.4655,0.0319774,0.397679,0.337921,3.53296,48.5467,12.2488,0.41795,0.170213,0.259742,8.44224,0.48968,0.223454,2.66983,0.167363,2.59625,10.1154,0.585491,0.0509475,0.198945,0.0980805,0.0140145,1.39531,0.0117153,0.0015763,0.310872,3.14665,
151,16.0068,51.3365,173.16,0.311802,32.7102,4.26556,0.160735,0.293507,0.583104,3.7285,1.45475,0.0693724,4.16285,0.384332,3.52359,110.497,18.8096,0.528016,0.550249,2.75436,19.9804,0.294606,0.363874,24.4597,0.35121,2.26159,10.1133,0.583992,0.0509475,0.198429,0.0987357,0.0137232,1.39531,0.0117148,0.00315922,0.309677,3.15752,
152,16.0029,62.4671,185.724,0.256181,34.0287,2.77467,0.254126,0.387424,0.777615,4.96711,1.40704,0.288205,13.7916,0.384853,3.40586,107.447,9.00207,0.817941,0.785096,2.88868,23.1298,0.251324,1.30508,58.8926,0.29742,1.19406,10.109,0.58315,0.0512504,0.198945,0.10102,0.0137827,0.228381,0.0117148,0.00692368,0.306265,3.10791,
153,15.9982,21.5683,38.9066,0.741749,12.2562,1.25776,0.127079,0.200061,0.14285,1.72935,1.37407,0.0307499,0.917719,0.325872,3.20654,24.6847,4.90204,0.52861,0.0991501,0.200668,12.3545,0.158131,0.284906,6.2949,0.100133,0.305199,10.1052,0.585695,0.0510715,0.188031,0.101594,0.0135619,0.29148,0.0117148,0.00829716,0.304863,3.16264,
154,15.9982,53.1859,149.01,0.300799,26.3759,3.02226,0.349386,0.351714,0.630564,4.8951,1.37577,0.144888,12.2487,0.40761,3.38398,68.4737,11.4259,1.21751,0.628627,2.3448,21.6823,0.227001,0.593944,51.0556,0.404201,0.855084,10.1052,0.585695,0.0510715,0.198746,0.0993664,0.0137827,0.160387,0.0117148,0.00829716,0.307125,3.16264,
155,15.9963,31.1516,106.021,0.513497,17.3226,1.34954,0.0759004,0.205163,0.231335,1.69833,1.40668,0.0356388,5.34888,0.352268,3.12528,50.4442,5.29368,0.315336,0.102244,0.927511,12.007,0.0793271,0.195284,37.8088,0.260217,0.415906,10.1026,0.587098,0.0509936,0.198206,0.0993664,0.0137827,1.39574,0.0117148,0.00911646,0.307125,0.836926,
156,15.9963,39.4571,102.368,0.405409,21.5514,2.71303,0.244111,0.320474,0.302473,3.37227,1.36674,0.0820392,5.38064,0.42024,3.70366,56.9045,10.8085,0.787711,0.495026,0.937413,14.3289,0.122965,0.31973,22.2667,0.490169,2.19053,10.1001,0.587129,0.0500362,0.197388,0.0989464,0.0137827,0.798071,0.0117166,0.00973847,0.307125,3.16075,
157,15.9963,89.2607,236.198,0.179208,50.4498,5.82808,0.328691,0.382049,0.845395,9.96214,1.45092,0.210883,15.4747,0.489755,3.83832,135.652,18.9509,0.993776,0.657195,2.66843,31.9924,0.309584,0.755549,55.9915,0.546437,2.60959,10.1001,0.58882,0.0500362,0.19646,0.0989464,0.0137331,1.08395,0.0117166,0.00855799,0.307125,1.65353,
158,15.9963,61.4891,183.972,0.260148,30.694,4.71654,0.315018,0.354549,0.592098,4.68324,1.42595,0.142085,14.6895,0.386983,3.4892,84.8434,18.2731,1.08507,0.646471,1.97152,24.9855,0.148692,0.631364,61.784,0.307592,1.4347,10.1001,0.58882,0.0495598,0.19646,0.0984812,0.0136583,1.39522,0.0117295,0.00973847,0.307125,3.16075,
159,15.9963,58.8194,173.181,0.271956,24.3157,4.30142,0.354935,0.305326,0.765491,7.21322,1.43151,0.280504,14.9003,0.432832,4.51811,60.9179,17.3402,1.2064,0.435318,3.20725,30.1945,0.272053,1.70725,59.2434,0.522391,7.35636,10.1009,0.585468,0.0496388,0.19646,0.0984812,0.0134628,0.752237,0.0117335,0.00945886,0.304056,3.16075,
160,15.996,54.1628,159.553,0.295333,28.1811,3.30399,0.370021,0.278581,0.438088,4.31526,1.41672,0.181956,11.7668,0.412934,3.49729,88.3369,10.9643,1.27728,0.337252,1.69178,19.231,0.358685,0.798942,47.6945,0.44302,1.99144,10.1009,0.589253,0.0496388,0.19646,0.0959418,0.0134628,0.126877,0.0117282,0.00945886,0.308104,0.991183,
161,15.996,55.2586,141.825,0.289476,26.178,4.75806,0.317614,0.372494,0.441145,5.49799,1.33316,0.134489,12.3492,0.418376,3.45809,60.9861,15.6774,1.02369,0.582063,1.49517,18.8001,0.23721,0.470314,54.772,0.394858,1.22498,10.1009,0.589253,0.0496388,0.19707,0.0960719,0.0134628,0.292809,0.0117278,0.00902139,0.308104,3.16075,
162,15.9921,53.4271,153.63,0.299325,21.7833,4.00463,0.241613,0.281354,0.640377,6.79822,1.41725,0.147214,13.8525,0.403688,3.85692,59.2477,13.5744,0.775852,0.35882,2.43374,29.8748,0.220125,0.671568,56.1444,0.369983,2.83517,10.1009,0.589253,0.0496388,0.197123,0.0960719,0.0134628,0.853747,0.0117236,0.00973847,0.308104,3.16075,
163,15.9921,64.1551,164.58,0.249272,29.399,4.98415,0.225517,0.313732,0.518887,8.30785,1.39932,0.321439,14.4953,0.438978,3.75099,82.9271,16.4745,0.690679,0.435733,1.833,30.5519,0.210035,1.18177,54.7123,0.423795,2.58902,10.1009,0.589253,0.0500362,0.197123,0.0960719,0.0134628,0.323782,0.0117173,0.00973847,0.308104,3.13731,
164,15.9905,48.2883,134.765,0.331147,24.1112,3.28233,0.307882,0.337698,0.379805,4.93328,1.34927,0.131646,9.58603,0.447941,3.42122,59.0586,11.1905,1.01962,0.547366,1.2826,21.1423,0.213268,0.518648,45.488,0.518624,2.16326,10.1009,0.589253,0.0500362,0.197107,0.0960719,0.0134628,0.209251,0.0117173,0.00973847,0.308104,0.943419,
165,15.9885,54.8157,153.984,0.291677,25.4125,4.10207,0.296659,0.752305,0.611155,3.98105,1.41311,0.261193,14.1478,0.406136,3.43179,75.3253,14.5543,1.04075,3.1863,2.40111,16.3357,0.28716,1.10138,64.7303,0.357053,1.5429,10.1025,0.59006,0.0496642,0.196712,0.0960719,0.0134628,0.171916,0.0117173,0.0132231,0.308104,2.79622,
166,15.9884,49.3551,137.889,0.323945,27.5486,4.17295,0.245457,0.352673,0.35044,4.84585,1.41166,0.100571,6.49785,0.420743,3.40831,74.3627,14.3059,0.843952,0.615904,1.09161,19.8702,0.189806,0.491872,37.1635,0.414955,1.90402,10.1026,0.593263,0.0495436,0.195043,0.0960719,0.0134628,0.808256,0.0117201,0.0132231,0.308104,1.12826,
167,15.9884,49.6382,168.038,0.322098,30.9681,3.04245,0.216406,0.315266,0.674354,1.8617,1.42084,0.0627167,6.88147,0.417209,3.7777,109.018,13.0073,0.824683,0.669322,2.82659,9.69609,0.249749,0.263989,36.434,0.498979,3.17422,10.1026,0.592566,0.0494061,0.19562,0.0965645,0.0145061,0.919428,0.0117201,0.0132231,0.308979,3.16381,
168,15.9873,22.2387,43.7238,0.718898,13.614,1.39433,0.108299,0.235982,0.282645,0.845063,1.37501,0.0346787,0.819127,0.361399,3.16811,28.761,5.68914,0.414844,0.273675,1.27526,5.83793,0.155571,0.161422,8.19357,0.300993,0.00224848,10.1027,0.593465,0.0494687,0.195215,0.100165,0.0145061,0.334273,0.0117201,0.0139418,0.315007,3.16381,
169,15.984,48.5879,130.501,0.328971,27.3579,3.03416,0.293497,0.362558,0.635831,3.53384,1.4558,0.04315,8.0284,0.397714,3.44502,90.2214,11.7459,1.04822,0.746052,2.82291,17.3272,0.434557,0.149692,39.2891,0.326808,1.60899,10.0989,0.593656,0.0494687,0.195483,0.098559,0.0146377,0.501636,0.0117201,0.0120804,0.315007,2.8838,
170,15.984,49.6212,119.588,0.32212,18.0802,4.91108,0.338248,0.302622,0.566258,5.72016,1.3595,0.0785536,13.8495,0.46088,3.95417,39.2793,16.4869,1.06487,0.441336,1.82931,21.4892,0.197912,0.283593,53.3374,0.505567,3.57692,10.0989,0.593003,0.0494687,0.128681,0.09498,0.0147998,0.408534,0.0117201,0.0120804,0.315007,3.16461,
171,15.984,65.2949,154.946,0.244797,28.9448,4.55024,0.580598,0.56731,0.572987,9.37698,1.35977,0.189681,14.956,0.493518,3.70305,61.8675,12.7916,1.4925,1.4033,1.90819,25.4022,0.161669,0.703631,59.0118,0.501032,2.34182,10.0989,0.591981,0.0486344,0.195983,0.0992293,0.0147733,0.656178,0.0117201,0.0120804,0.313328,2.77128,
172,15.9831,43.4896,127.724,0.367516,22.027,4.06843,0.255697,0.308979,0.517533,2.96435,1.37437,0.07695,7.62237,0.412132,3.86179,60.5134,14.5788,0.874511,0.532628,1.70056,14.2782,0.111586,0.294692,44.3152,0.387619,2.81637,10.0989,0.591981,0.0486344,0.195607,0.098194,0.0141913,0.737403,0.0117233,0.0120804,0.31297,3.16307,
173,15.9831,68.3813,170.886,0.233735,33.6065,7.32258,0.389449,0.372041,0.672294,7.96568,1.35755,0.185795,11.9653,0.455567,4.08856,97.8233,22.3844,1.05886,0.543861,2.07652,27.6661,0.382337,0.751334,42.5309,0.486192,4.06071,10.0989,0.591981,0.0485758,0.195607,0.0950238,0.0144853,0.0935798,0.0117233,0.0120804,0.314028,1.43385,
174,15.9817,42.7528,135.201,0.373818,23.8866,3.14757,0.187617,0.302354,0.396226,2.16801,1.3785,0.183412,7.14531,0.374391,3.58277,72.7715,13.2531,0.727792,0.518126,1.99242,14.2919,0.0988498,1.14064,34.8908,0.284764,2.11021,10.0989,0.591981,0.0481385,0.194439,0.100165,0.0140768,0.735628,0.0117271,0.0120804,0.313193,3.16294,
175,15.9817,37.7503,115.205,0.423354,18.8541,2.64436,0.108523,0.269281,0.270287,2.60006,1.42316,0.125206,7.79136,0.34333,3.32067,55.2003,11.0494,0.303737,0.358898,0.823562,12.7477,0.157016,0.715728,38.839,0.119921,0.860772,10.1,0.591981,0.0481385,0.194582,0.0970584,0.0140768,1.39503,0.0117278,0.0120804,0.312717,3.16294,
176,15.9791,42.6682,134.788,0.374497,25.1812,1.84726,0.209971,0.244434,0.744612,4.84755,1.40577,0.126814,4.33086,0.405918,3.32378,85.3522,7.27568,0.852112,0.240974,3.17858,24.6998,0.103794,0.748753,21.4345,0.422859,0.857813,10.1,0.594329,0.0481385,0.194582,0.0959804,0.0140768,1.1833,0.0117278,0.0113951,0.315036,3.16294,
177,15.9785,86.7148,242.876,0.184265,53.4268,5.23388,0.314176,0.38363,0.683719,6.67683,1.47836,0.108072,14.3977,0.428791,3.58287,154.85,16.9169,0.919483,0.71377,2.41826,25.4933,0.39162,0.427624,56.6775,0.452462,2.25773,10.1,0.595643,0.0481385,0.1945,0.0959804,0.0140768,1.29313,0.0117272,0.0113951,0.315036,1.49093,
178,15.9757,47.7385,158.43,0.33465,27.6148,3.30101,0.21398,0.302834,0.467205,1.7737,1.42711,0.0352833,8.81471,0.355441,3.43244,96.421,13.237,0.893,0.704976,1.97783,9.77184,0.403954,0.134976,44.558,0.183121,2.0183,10.0985,0.595643,0.0481385,0.1945,0.0959804,0.0144996,0.314386,0.0117272,0.00941649,0.314254,2.11952,
179,15.973,70.7377,186.249,0.225805,38.2714,4.22725,0.341333,0.412688,0.736164,6.2209,1.38555,0.202121,15.1171,0.429896,3.39335,99.3492,13.7736,1.07933,0.741378,2.45166,21.6403,0.204804,0.85717,52.3259,0.39123,1.28699,10.0985,0.595363,0.0481385,0.194002,0.0970584,0.0144996,0.104922,0.0117272,0.00941649,0.314254,2.3854,
180,15.973,117.051,559.745,0.136461,89.4196,3.86318,0.262166,0.628462,0.868875,4.4436,1.56096,0.123451,11.4452,0.351175,4.08472,492.437,13.0321,0.86329,2.39944,5.12339,18.4893,1.15063,0.507474,46.921,0.157298,4.81623,10.0985,0.594678,0.0478138,0.192699,0.0977479,0.0149093,1.16684,0.0117272,0.00800159,0.316847,1.28532,
181,15.973,36.0477,107.913,0.443106,15.1353,3.7828,0.258885,0.318499,0.256815,2.08015,1.3892,0.0505304,9.01057,0.384833,3.38017,45.9811,18.1069,1.03033,0.697969,1.04075,10.6664,0.275647,0.216459,46.6499,0.330732,1.5488,10.0993,0.594214,0.0478138,0.192699,0.0962141,0.0148682,0.158247,0.0117296,0.00800159,0.316511,3.16328,
182,15.9725,38.6845,114.514,0.412892,17.9793,3.87397,0.200817,0.289031,0.386064,2.54268,1.38735,0.0756306,7.6911,0.430946,3.82768,42.465,16.3363,0.753465,0.462708,1.44917,13.8848,0.0547389,0.316977,40.0046,0.547906,3.27588,10.0999,0.592775,0.0469724,0.192699,0.0968649,0.0148682,1.0081,0.0117334,0.00800159,0.316511,3.16367,
183,15.972,58.6213,175.97,0.27246,32.5015,5.33738,0.249682,0.314667,0.760631,4.46029,1.49079,0.192181,8.99124,0.425877,3.89705,94.3645,19.0959,0.825241,0.500836,3.03852,20.5898,0.761838,0.833347,36.3105,0.529465,2.96433,10.1006,0.594678,0.0469724,0.192293,0.0954561,0.0149014,0.767907,0.0117334,0.00800159,0.192731,3.16367,
184,15.9699,42.3899,117.351,0.376739,21.8573,3.4129,0.335452,0.326193,0.424141,4.49141,1.42293,0.0929643,6.24878,0.447887,3.33001,52.7055,14.2607,1.17637,0.558269,1.50267,17.7925,0.284968,0.403045,38.8715,0.516287,1.54504,10.1004,0.594678,0.0467658,0.192094,0.0968649,0.0149014,0.749056,0.0117334,0.00800159,0.318507,1.74177,
185,15.9691,78.5567,212.962,0.203282,36.0251,6.39506,0.34212,0.370622,0.796179,7.32765,1.36678,0.188856,21.4001,0.439216,3.90494,92.4559,20.4346,1.06666,0.637858,2.4041,26.4216,0.195465,0.725756,75.6343,0.409608,2.53002,10.1004,0.595172,0.0461681,0.191702,0.0960429,0.0151986,0.10338,0.0117326,0.00827472,0.319128,3.16297,
186,15.9691,70.7691,188.657,0.225651,39.5709,3.50449,0.265811,0.35414,0.564658,6.69838,1.40074,0.0846815,14.5102,0.436072,3.37905,109.483,11.1804,0.789037,0.65494,1.92688,24.5863,0.344205,0.331991,53.4654,0.42482,0.983236,10.1026,0.595594,0.0459169,0.0662326,0.0960429,0.0156125,0.647696,0.0117313,0.00884445,0.316986,2.87993,
187,15.9691,44.77,148.922,0.356693,23.8582,2.19131,0.219537,0.313558,0.282299,4.00782,1.41269,0.0979972,8.85926,0.373131,3.15429,84.3069,8.89098,0.842886,0.647166,1.02041,21.7212,0.276376,0.452307,44.8065,0.3063,0.448695,10.1035,0.59448,0.0455098,0.191375,0.0950214,0.0156125,0.482738,0.0117313,0.00736938,0.315017,0.728754,
188,15.9689,34.01,92.8944,0.469535,24.6806,1.54215,0.15233,0.25251,0.387689,1.71269,1.39677,0.0407354,0.221886,0.398767,3.22391,80.3685,5.61809,0.523751,0.321081,1.40955,9.98409,0.131758,0.195713,6.70869,0.378646,0.519195,10.1035,0.593751,0.0455098,0.191375,0.0962321,0.0154843,0.753162,0.0117322,0.00736938,0.318945,2.38687,
189,15.9682,38.9801,114.448,0.40965,21.8555,3.67828,0.207492,0.306868,0.413559,2.0913,1.38168,0.0692453,5.02744,0.386168,3.56254,60.8932,16.9727,0.822818,0.567529,1.66707,10.1289,0.121156,0.282922,25.2884,0.344412,2.21769,10.1035,0.595068,0.0455098,0.191104,0.0953052,0.0154843,0.547892,0.0117321,0.00703667,0.317908,3.16453,
190,15.968,36.6029,103.49,0.436251,19.6629,2.17574,0.228739,0.312578,0.399874,2.93059,1.38095,0.0976283,5.75967,0.3762,3.27804,51.8345,8.03204,0.740923,0.488484,1.42961,11.7785,0.0884225,0.459426,35.2575,0.283381,0.558203,1.19761,0.595819,0.0455098,0.191403,0.0963606,0.0154375,0.941476,0.0117321,0.00789722,0.209319,3.08244,
191,15.968,60.252,193.775,0.265021,34.1563,3.14929,0.311579,0.309984,0.309517,7.73631,1.44265,0.100973,9.10217,0.447555,3.1857,111.593,11.4571,1.08249,0.53907,1.12102,32.6993,0.418969,0.510939,45.3087,0.53133,0.663155,10.1011,0.595337,0.0457188,0.191249,0.0963606,0.0154319,0.0492523,0.0117314,0.00612162,0.318991,0.537979,
192,15.968,41.7557,127.191,0.382415,23.4889,3.33709,0.204005,0.298332,0.63636,2.75536,1.40337,0.0857654,5.72757,0.374005,3.44497,72.1317,13.4266,0.794201,0.538337,2.72408,14.7261,0.20435,0.428984,32.7317,0.293321,1.53626,10.1011,0.595337,0.0457263,0.191207,0.0963606,0.0154644,0.585301,0.0117321,0.00432412,0.318991,3.1646,
193,15.9675,57.726,180.171,0.276609,35.9637,3.47148,0.286061,0.373572,0.653389,3.79463,1.41325,0.0986419,7.87487,0.389091,3.40731,109.553,12.8793,0.956632,0.730393,2.44655,15.903,0.211763,0.598638,41.5367,0.35834,1.8737,10.1011,0.595819,0.0463939,0.191214,0.0975392,0.015265,0.795226,0.011732,0.00432412,0.304253,2.51162,
194,15.9652,79.9689,216.684,0.199642,40.159,7.048,0.533085,0.39693,0.955393,9.16908,1.39117,0.169126,15.4649,0.568942,4.11332,99.8766,23.6225,1.50639,0.708047,3.17854,32.766,0.290985,0.544701,57.9998,0.762622,3.97399,10.1023,0.595819,0.0463939,0.19102,0.0968212,0.0150164,0.340407,0.011732,0.00569866,0.315944,3.1646,
195,15.9652,37.1659,148.381,0.429565,21.4896,3.09025,0.133399,0.236593,0.168899,1.40839,1.42361,0.0499505,5.16819,0.365305,3.63169,79.7828,17.8842,0.720161,0.313188,0.464951,11.5889,0.19468,0.290281,37.0844,0.368471,3.29389,10.1023,0.595819,0.0464165,0.19102,0.095763,0.0150256,1.39601,0.011732,0.00569866,0.316925,3.16474,
196,15.9652,52.3518,145.708,0.304959,29.2314,3.63151,0.2075,0.307168,0.306693,4.20285,1.4409,0.109988,8.93757,0.386421,3.58978,77.2997,13.3021,0.642564,0.483565,1.05261,17.6634,0.413704,0.425585,43.186,0.282559,2.17461,10.1029,0.595819,0.0464019,0.19102,0.0967318,0.0150256,0.616339,0.011732,0.00569866,0.316925,2.26166,
197,15.9652,45.9558,128.441,0.347403,30.5294,2.96805,0.194422,0.291593,0.39243,3.81136,1.40168,0.103401,2.55704,0.459556,3.24688,92.7871,9.63254,0.634333,0.420452,1.32013,15.6685,0.251973,0.420071,11.6767,0.561004,0.768583,10.1029,0.596052,0.0464019,0.19102,0.0973873,0.0150256,0.0687157,0.011732,0.00569866,0.316925,0.690941,
198,15.9652,36.0403,108.616,0.442981,24.3443,1.40027,0.202469,0.33101,0.293057,2.59535,1.4211,0.0156644,1.59733,0.425679,3.4141,87.2858,4.08239,0.833881,0.738889,1.02264,13.5139,0.332038,0.0896458,7.89098,0.512786,1.22313,10.1029,0.596052,0.0464019,0.190683,0.0973873,0.0150256,0.47816,0.0117346,0.00651024,0.317707,3.16489,
199,15.9652,84.5341,257.612,0.188861,38.2415,10.9691,0.249068,0.675389,0.783559,10.7409,1.39359,0.309345,16.8033,0.466566,3.90177,103.408,52.7947,0.82522,2.09416,2.66284,51.3031,0.210182,1.419,71.2201,0.512704,3.64272,10.1029,0.596222,0.0461025,0.190683,0.0980197,0.0150256,0.55084,0.0117377,0.00913181,0.317707,3.16489,
200,15.9651,34.2437,92.1232,0.46622,15.1811,4.44698,0.290148,0.231825,0.339251,1.73315,1.36391,0.0561929,6.54897,0.39804,3.6541,31.651,19.0337,1.19152,0.523752,1.29797,10.2844,0.160917,0.336321,40.4852,0.39032,2.58698,10.1031,0.596222,0.0461025,0.190683,0.0982762,0.0150256,0.58097,0.011734,0.0090197,0.317707,3.16489,
