Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
0,224.579,2994.45,2958.64,0.0749984,54.3372,74.2415,176.983,4.75655,129.927,6.5732,621.025,565.151,0,447.073,4.05545,64.9924,54.3208,414.037,376.979,69.3815,86.8664,1014.74,4.64578,152.194,8.15131,1070.63,1213.65,3.04194e-156,540.531,4.15988,79.8255,61.3018,470.553,1523.43,0.561421,1.32846,11.7938,0.642335,12.4614,0.0702944,0.000185425,0.00018945,0,22.3221,0.00541143,0.86005,1.01708,32.0879,6.87445,
1,224.579,2314.64,915.843,0.0970255,86.7816,76.4788,48.5913,4.67831,128.995,6.08294,464.281,382.677,0,409.333,4.00962,64.9789,86.7451,390.753,160.253,137.354,44.3393,158.534,3.19703,85.5326,4.52362,404.214,446.379,0,291.184,3.38973,48.1924,134.361,307.119,240.758,0.561421,1.32846,11.7938,0.895299,12.4614,0.0702944,0.000185425,0.00018945,0,22.3221,0.00541143,0.86005,1.01708,31.875,6.87445,
2,224.579,2261.52,1086,0.0993043,98.7754,71.6384,50.8297,4.78645,123.611,5.82642,424.604,395.324,0,406.761,4.12064,64.5295,98.7309,353.901,158.085,152.19,44.0074,93.9522,3.20544,87.3927,4.21789,373.789,544.881,0,273.27,3.38235,49.3284,152.072,266.48,110.584,0.561421,1.32846,12.5305,0.838605,12.4614,0.0702944,0.000185425,0.00018945,0,21.0629,0.00541143,0.86005,1.01708,31.875,6.87445,
3,224.579,2353.76,1732.44,0.0954127,110.376,69.3016,49.8334,4.71108,116.39,5.72548,455.396,488.566,0,391.557,4.02766,61.0664,110.321,337.209,149.283,172.613,43.3977,93.4836,3.1064,86.3716,4.03449,554.967,1017.36,0,263.652,3.26828,48.8978,170.109,259.734,80.9637,0.561421,1.32846,12.5305,0.885637,12.4614,0.0915282,0.000185425,0.00018945,0,21.0629,0.00541143,0.86005,1.01708,28.1722,6.87445,
4,224.579,2221.2,1484.99,0.101107,114.031,69.0877,46.0575,4.60075,122.509,5.54336,428.95,377.71,0,383.29,3.95327,62.5232,113.979,334.439,154.526,168.821,43.2943,78.9413,3.1253,88.0073,4.04208,850.655,583.639,0,260.922,3.2729,48.0348,168.746,252.515,84.6145,0.561421,1.32846,12.5305,0.885637,12.7584,0.0740128,0.000185425,0.00018945,0,21.0629,0.00541143,0.86005,1.01708,31.875,6.87445,
5,224.579,2096.93,687.783,0.107099,103.547,67.9491,43.502,4.53107,120.859,5.65781,377.572,364.808,0,368.068,3.89456,62.4541,103.508,315.769,154.805,124.648,43.4663,48.1924,3.12176,85.327,4.01873,288.504,355.755,0,250.598,3.27927,48.0899,125.825,248.625,81.7433,0.561421,1.15348,12.5305,0.885637,12.7584,0.0737622,0.000185425,0.00018945,0,21.0629,0.00541143,0.86005,1.01708,31.875,6.87445,
6,224.579,2281.29,1816.7,0.0984439,115.739,67.3872,43.2537,4.48177,120.978,5.54622,405.532,478.32,0,377.464,3.82858,62.5425,115.712,315.8,164.703,159.156,43.2275,48.5598,3.12247,84.833,4.02978,515.058,1174.97,0,257.6,3.26947,48.5961,158.655,246.87,133.866,0.561421,1.15348,12.5305,0.839755,12.7584,0.0737622,0.000185425,0.00018945,0,21.0629,0.00541143,0.86005,1.01708,31.875,6.87445,
7,224.579,2104.23,945.568,0.106727,115.581,68.7358,43.8062,4.48897,120.439,5.61861,361.07,363.282,0,375.09,3.83612,61.351,115.536,312.091,153.305,163.855,43.3446,50.1797,3.18209,86.123,4.01338,400.877,499.487,0,256.94,3.33028,47.0586,163.749,250.978,82.2164,0.561421,1.15348,12.5305,0.839755,12.7584,0.0737622,0.000185425,0.00018945,0,21.0629,0.00541143,0.86005,1.01708,30.1689,6.87445,
8,224.579,2166.49,1290.12,0.10366,111.063,68.1056,42.641,4.4491,119.482,5.3743,375.829,400.431,0,373.714,3.8005,60.5112,111.021,306.68,183.389,131.296,43.694,47.9573,3.16081,85.2057,3.92714,459.038,649.212,0,261.029,3.31125,47.048,131.619,234.916,264.743,0.561421,1.15348,12.7757,0.839755,12.7584,0.0737622,0.000185425,0.00018945,0,22.3221,0.00541143,0.86005,1.01708,31.875,6.87445,
9,224.579,2013.94,614.646,0.111513,108.189,67.4315,43.2433,4.36752,117.349,5.35459,351.841,367.704,0,338.085,3.70648,61.2464,108.149,286.821,150.448,126.493,42.4477,54.3455,3.05881,86.9454,3.88928,265.642,385.441,0,243.344,3.19304,50.1274,126.47,228.593,84.9137,0.561421,1.15348,12.7757,0.839755,12.7584,0.0737622,0.000185425,0.00018945,0,22.3221,0.00541143,0.86005,1.01708,31.875,6.87445,
