Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
223,729.808,1575.65,7355.07,0.463178,12.3536,0,522.023,42.4491,8.39891,789.921,43.632,106.858,50.0183,17.9829,0,6784.35,175.643,6.58743,554.582,177.726,258.721,250.874,5.47298,0,0.802069,0.746328,5.00886,657.041,1.83693,35.5755,1.54388,
224,729.312,1650.02,9051.94,0.442003,10.0885,0,722.278,31.0324,8.11594,726.606,31.9024,93.6822,26.3114,10.3684,0,8591.14,156.918,6.28126,420.171,159.33,249.891,185.285,5.47298,0,0.802069,0.746328,5.58603,657.041,1.83693,35.5755,1.54388,
225,729.312,1104.51,1794.64,0.660302,10.2946,0,107.375,52.9581,8.15536,728.129,53.7865,98.5524,45.2637,10.1006,0,1265,215.844,6.40928,337.341,215.667,233.733,210.093,5.47298,0,0.872113,0.746328,5.58603,657.041,1.83693,35.5755,1.38218,
226,729.312,1244.95,2278.15,0.585818,12.8224,0,36.1714,60.9789,7.85446,869.489,62.0605,122.885,72.685,19.6184,0,129.17,279.074,5.83211,1059.91,280.439,321.681,410.311,5.47298,0,0.872113,0.331772,5.25065,657.041,0.755532,35.5755,1.38218,
227,729.312,1074.35,1310.63,0.67884,11.0083,0,45.0649,58.9863,7.60163,742.899,59.6993,106.207,42.8842,14.2641,0,162.156,231.927,5.42899,451.473,232.775,244.568,190.675,5.47298,0,0.872113,0.746328,5.15614,657.041,1.7618,24.2432,1.38218,
228,729.312,1128.96,1541.37,0.646001,11.1554,0,25.1129,66.0399,7.64619,769.744,66.8888,107.038,75.3386,13.9189,0,66.4801,265.839,5.33579,511.484,265.655,250.099,303.841,5.47298,0,0.872113,0.746328,5.58603,597.519,1.83693,35.5755,1.38218,
229,729.312,1148.37,2066.29,0.635085,11.1366,0,95.1699,65.8835,7.53201,745.936,66.6313,102.256,53.8252,14.6284,0,900.138,278.75,5.02246,428.544,279.385,262.513,233.443,5.47298,0,0.872113,0.746328,5.58603,657.041,1.83693,35.5755,1.38218,
230,729.312,3994.22,39022,0.182592,11.4807,0,2940.34,52.8902,7.90857,759.795,54.6457,117.212,49.9491,15.2101,0,38601.7,203.198,5.88786,466.852,209.433,286.47,221.713,5.47298,0,0.872113,0.746328,5.2396,657.041,1.83693,35.5755,1.38218,
231,729.312,1064.64,1295.01,0.68503,11.6964,0,78.8207,37.2646,7.16751,753.042,38.0609,109.282,29.3086,16.3983,0,2038.2,154.201,4.64104,432.314,154.183,271.581,133.085,5.47298,0,0.872113,0.746328,5.34244,657.041,1.83693,35.5755,1.38218,
232,729.312,992.669,1230.33,0.734698,11.928,0,57.6872,24.0286,7.04483,760.313,24.8636,85.5672,21.2365,19.3056,0,423.084,117.384,4.34011,529.889,118.446,209.205,135.696,5.68833,0,0.872113,0.746328,5.54404,657.041,1.83693,36.3608,1.38218,
233,729.312,1082.85,1559.77,0.673513,12.0094,0,34.0469,49.0609,7.30883,786.668,50.2152,100.734,42.8045,18.2282,0,124.986,232.307,4.75984,636.729,236.696,241.969,250.936,5.68833,0,0.872113,0.746328,5.58603,657.041,1.83693,36.3608,1.38218,
234,729.312,1351.21,2398.15,0.539747,14.0946,0,114.104,77.8861,7.55336,852.846,79.3236,130.306,75.0976,22.4085,0,1003.94,290.831,5.25533,786.435,294.154,308.269,339.34,5.68833,0,0.88402,0.341871,5.18459,657.041,0.752698,36.3608,1.38218,
235,729.312,1306.4,3185.94,0.558262,11.5001,0,208.151,56.4536,7.29168,785.679,57.5865,120.504,59.2324,15.5226,0,2167.34,274.897,4.80812,728.796,280.399,300.02,289.61,5.68833,0,0.88402,0.746328,5.27644,657.041,1.83693,36.3608,1.38218,
236,729.312,1438.05,5533.97,0.507152,11.6859,0,396.234,48.2097,6.83658,769.972,49.334,95.0793,60.7029,16.9512,0,5085.46,199.186,3.68552,523.076,201.128,226.892,263.716,5.68833,0,0.88402,0.865528,5.58603,657.041,1.85849,36.3608,1.38218,
237,729.312,1229.44,2236.59,0.593205,12.6062,0,153.348,49.7231,7.31019,792.339,50.5795,117.202,46.3371,20.1666,0,1314.83,210.618,4.78549,582.381,211.476,296.218,219.685,5.68833,0,0.88402,0.865528,5.13045,657.16,1.85849,37.3764,0.872058,
238,729.312,1046.73,1496.08,0.696752,11.1768,0,37.7206,46.6877,6.76307,765.728,47.4806,86.0747,45.1009,16.6805,0,189.1,250.079,3.53148,574.768,251.338,203.609,254.468,5.68833,0,0.687814,0.865528,5.18472,657.16,1.85849,37.3764,0.716688,
239,729.312,1641.21,6826.79,0.444375,11.6926,0,602.258,52.188,7.10552,756.299,52.9249,124.024,34.7174,15.2044,0,6218.22,217.026,4.15831,408.656,216.76,314.184,157.97,5.68833,0,0.88402,0.865528,5.58603,657.16,1.85849,37.3764,1.38218,
240,729.312,1185.57,2083.43,0.61516,11.7406,0,39.2947,75.8689,7.09708,800.35,77.0324,106.693,67.4901,16.1455,0,448.86,328.99,4.3569,820.055,327.612,267.174,353.642,5.68833,0,0.701163,0.865528,5.58603,656.908,1.85849,38.0711,1.38218,
241,729.312,1044.3,1555.37,0.698373,10.612,0,78.7496,38.6565,6.78588,731.763,39.5144,107.32,30.9002,13.3884,0,765.692,186.773,3.9209,413.482,187.706,291.066,187.591,3.97619,0,0.701163,0.865528,4.97218,656.908,1.85849,37.361,1.38218,
242,729.312,1245.83,2651.53,0.585401,10.5907,0,157.455,61.7351,6.90422,779.131,62.6391,102.062,65.3181,12.2845,0,1882.41,262.076,3.86834,615.797,259.304,228.556,319.585,3.97619,0,0.701163,0.865528,5.58603,656.812,1.85849,38.0711,1.38218,
243,729.312,1013.84,1552.89,0.719356,10.1493,0,100.282,34.0894,6.85845,709.47,34.7871,100.388,17.816,11.6221,0,1083.38,142.436,3.8323,309.731,146.187,254.527,87.8973,3.97619,0,0.701163,0.865528,5.50692,656.812,1.85849,38.0711,1.38218,
244,729.312,1207.72,2480.53,0.603877,10.815,0,174.73,49.2474,6.92916,754.503,50.8828,100.547,60.0622,13.4005,0,1500.61,215.599,4.33257,507.767,219.12,248.646,269.527,3.97619,0,0.701163,0.865528,5.33966,656.812,1.85849,38.0711,1.38218,
245,729.312,998.264,1557.62,0.73058,9.95946,0,23.5076,36.8008,6.57317,754.927,37.6515,92.2597,36.5855,10.0793,0,171.837,206.842,2.98405,721.806,208.792,223.949,261.312,3.97619,0,0.701163,0.865528,5.30396,656.812,1.85849,38.0711,1.38218,
246,729.312,1005.01,1159.35,0.725676,9.92399,0,26.171,42.5334,6.76568,720.512,43.2779,115.624,40.2034,10.8348,0,97.8703,186.076,3.51907,334.383,185.576,298.363,195.973,3.97619,0,0.701163,0.865528,5.58603,608.297,1.85849,38.0711,1.38218,
247,729.312,1194.13,2256.48,0.610749,11.0456,0,207.015,40.3901,6.5198,742.586,41.2441,113.548,31.781,15.3235,0,1513.92,182.339,2.74577,413.591,183.346,290.996,160.64,3.97619,0,0.701163,0.865528,4.96043,656.812,1.85849,38.0711,1.38218,
248,729.312,4521.49,48224.3,0.161299,11.7048,0,3484.33,51.5852,6.9304,760.999,52.6839,101.731,51.5175,16.8059,0,47791.3,229.955,4.25916,469.562,231.536,250.697,227.911,3.97619,0,0.701163,0.865528,5.01824,656.812,1.85849,38.0711,1.38218,
249,729.312,1264.81,2238.97,0.576617,11.8713,0,50.4518,87.902,6.83136,821.415,89.4291,110.573,86.3386,18.2642,0,3200.49,349.228,3.61641,905.918,346.216,269.777,382.674,3.97619,0,0.701163,0.865528,5.09724,620.547,1.85849,38.0711,1.38218,
250,729.312,1256.39,2381.82,0.580482,11.3631,0,233.392,40.0011,6.75854,757.319,40.6735,129.615,37.2704,15.5674,0,1656.47,158.398,3.63776,431.599,165.602,325.532,173.957,3.97619,0,0.701163,0.865528,5.45921,656.812,1.85849,38.0711,1.10926,
251,729.312,1117.32,2286.99,0.652735,11.3347,0,38.7576,50.3279,6.77024,809.651,51.7545,80.8499,67.8713,18.8321,0,240.975,279.397,3.91702,1094.55,283.659,205.106,389.212,3.97619,0,0.701163,0.865528,5.58251,656.812,1.85849,38.0711,1.38218,
252,729.312,1101.34,1393.65,0.662203,11.3592,0,67.0173,42.371,6.6694,758.363,43.2641,128.348,43.9513,14.444,0,481.943,166.462,3.43896,408.624,168.378,327.143,191.085,3.97619,0,0.701163,0.865528,5.58251,656.812,1.85849,38.0711,1.38218,
253,729.312,1035.59,1512.13,0.704251,11.7887,0,21.6067,44.5618,6.54661,777.584,45.5721,77.5413,50.3847,18.847,0,91.4695,233.246,2.96635,626.29,234.923,176.121,266.884,3.97619,0,0.701163,0.865528,5.53064,656.812,1.85849,38.0711,1.36924,
254,729.312,1072.3,1849.48,0.680137,10.3976,0,87.355,45.4484,6.88116,735.894,46.6119,91.0079,48.7071,13.3351,0,876.633,227.005,4.21466,446.586,229.616,206.165,246.984,3.97619,0,0.701163,0.865528,5.03836,656.812,1.85849,36.5353,1.28416,
255,729.312,1092.64,1517.24,0.66748,11.6316,0,40.7029,45.9849,6.81777,781.822,47.2826,106.605,51.7899,17.7731,0,185.484,201.136,3.79328,568.207,204.508,264.661,261.342,3.97619,0,0.701163,0.865528,5.58251,656.812,1.85849,38.0711,1.28416,
256,729.312,1213.99,2417.12,0.600757,11.2245,0,133.739,54.6291,6.73064,795.065,56.153,88.5885,67.86,15.3875,0,1355.87,271.167,3.41956,679.452,274.608,202.845,347.613,3.97619,0,0.701163,0.865528,5.58251,656.812,1.85849,38.0711,1.28416,
257,729.312,1187.72,1842.18,0.614042,11.7337,0,40.0247,76.2302,6.84214,789.451,77.3729,111.7,74.3689,16.0722,0,193.089,308.987,3.86543,602.23,310.783,269.673,323.318,3.97619,0,0.701163,0.865528,5.58251,656.812,1.85849,38.0711,1.28416,
258,729.312,1303.39,2378.53,0.55955,12.9694,0,51.9077,71.0204,6.74425,840.896,72.1251,123.293,124.435,19.3939,0,213.79,254.165,3.36271,819.445,255.539,295.369,1003.99,3.97619,0,0.701163,0.865528,5.35414,656.812,1.85849,38.0711,1.28416,
259,729.312,1065.4,1511.06,0.684546,11.9091,0,70.3244,36.9531,6.60534,771.61,37.8332,97.8278,32.3337,18.7234,0,388.284,218.358,3.23972,555.689,222.212,249.87,211.411,3.97619,0,0.701163,0.865528,5.40012,656.812,1.40989,38.0711,1.28416,
260,729.312,1135.96,1994.77,0.642021,11.8654,0,32.5803,65.994,6.74531,796.065,67.3681,93.0755,62.2691,19.1834,0,143.31,300.638,4.02635,859.317,304.181,236.012,308.586,3.97619,0,0.701163,0.865528,5.31853,656.812,1.85849,36.7402,1.28416,
261,729.312,1255.38,3889.3,0.580948,10.589,0,250.492,46.4804,6.38303,771.202,47.5013,72.2717,50.4632,16.0682,0,3209.56,265.879,2.30635,686.071,269.262,140.686,309.943,3.97619,0,0.701163,0.865528,5.2636,656.812,1.85849,38.0711,1.28416,
262,729.312,1062.85,1259.49,0.686188,11.7673,0,32.1807,51.6046,6.94187,773.992,52.8486,88.5856,44.9252,16.193,0,206.141,216.138,4.16105,497.313,217.963,169.706,221.83,3.97619,0,0.701163,0.889929,5.58251,656.812,2.08116,38.0711,1.28416,
263,729.312,1160.52,1557.85,0.628435,11.993,0,38.5084,63.2948,6.76751,787.629,64.4412,118.487,69.4011,16.9677,0,139.72,239.357,3.80725,519.012,240.681,294.178,284.395,3.97619,0,0.701163,0.889929,5.28493,656.812,2.08116,38.0711,1.28416,
264,729.312,1088.43,1617.64,0.670057,11.265,0,104.203,46.0805,6.5242,745.751,46.9984,100.481,27.1308,16.0711,0,792.955,191.235,3.30571,433.286,191.674,241.036,135.904,3.97619,0,0.701163,0.889929,5.58251,656.812,2.08116,38.0711,1.28416,
265,729.312,1214.08,2182.73,0.60071,10.9597,0,132.234,59.2687,6.55545,757.376,60.5131,115.126,72.0515,14.6431,0,1115.77,274.231,3.1917,459.851,273.127,291.753,329.364,3.97619,0,0.701163,0.889929,5.58251,612.815,1.89716,38.0711,1.28416,
266,729.195,1181.89,2107.89,0.616976,11.0043,0,103.475,54.6002,6.77248,796.433,55.6231,88.5219,65.4563,16.1752,0,1079.96,240.484,3.87251,696.627,241.85,203.541,340.664,3.97619,0,0.701163,0.889929,5.58251,656.812,2.08116,38.0711,1.23632,
267,729.195,1400.23,3804.14,0.520769,11.8367,0,302.371,58.8807,6.6868,787.387,60.1954,110.246,62.625,18.9105,0,2842.65,273.91,3.88366,636.794,276.471,283.972,304.11,3.97619,0,0.701163,0.889929,5.20026,656.812,2.08116,38.0711,1.28416,
268,729.195,2326.73,16535.1,0.313399,12.063,0,1233.93,47.6163,6.60471,814.089,47.3666,119.192,45.8718,18.7913,0,16086.1,212.992,3.31188,783.297,210.619,300.312,293.192,3.97619,0,0.701163,0.889929,5.467,656.812,1.91184,38.0711,1.28416,
269,729.195,1028.02,1399.47,0.709317,10.5425,0,78.2112,34.7874,6.40302,731.7,35.689,106.032,24.6584,14.4937,0,1230.59,166.483,2.82753,397.262,166.673,286.062,138.536,3.97619,0,0.701163,0.889929,5.58251,656.812,2.08116,38.0711,1.28416,
270,729.195,1200.03,2521.19,0.607646,12.3536,0,134.276,50.3346,6.28408,805.484,51.562,95.6294,44.1105,20.9098,0,1497.24,242.919,2.16531,768.928,247.046,228.733,274.088,3.97619,0,0.701163,0.889929,5.58251,656.812,2.08116,38.0711,1.28416,
271,729.195,2613.87,18407.1,0.278971,12.3903,0,1293.51,58.5846,6.53619,935,64.2785,102.478,141.094,22.1148,0,17725.4,294.909,2.92316,2041.22,305.696,234.803,1061.97,3.97619,0,0.701163,0.889929,5.58251,656.812,2.08116,38.0711,1.28416,
272,729.195,1055.93,1376.33,0.690573,10.331,0,75.1377,44.1552,6.69619,728.419,45.0964,113.78,32.3117,13.1048,0,1327.52,195.256,3.86311,441.111,195.893,290.646,196.155,2.61974,0,0.701163,0.613967,5.58251,656.812,1.17364,38.0711,1.28416,
273,729.195,1163.78,2293.97,0.626577,10.2176,0,178.576,42.6502,6.42192,738.981,43.6749,91.977,51.2775,11.973,0,1579.45,222.316,3.43398,445.424,223.391,221.635,248.342,3.97619,0,0.701163,0.889929,5.48599,656.812,2.08116,38.0711,1.28416,
274,729.195,1528.31,4429.56,0.477126,13.4948,0,277.739,70.9515,6.80149,891.386,72.7419,116.926,78.2667,23.1129,0,3046.78,296.136,4.01874,1330.36,302.981,273.576,366.673,3.97619,0,0.701163,0.889929,5.58251,656.812,2.08116,27.2474,1.28416,
275,729.195,1145.63,2397.1,0.6365,10.8196,0,135.295,53.0084,6.73266,740.864,54.0029,99.9418,44.9684,15.3755,0,1500.16,227.39,4.17239,476.173,230.294,231.772,206.008,3.97619,0,0.701163,0.889929,5.5783,656.812,2.08116,38.0711,1.28416,
276,729.195,1038.75,1635.43,0.701992,10.3683,0,66.339,43.8382,6.57699,742.129,45.195,86.9037,37.402,14.217,0,480.337,225.366,3.58345,547.192,229.852,219.21,242.078,3.97619,0,0.701163,0.895406,5.58251,656.812,2.08116,39.3265,1.28416,
277,729.195,1118.99,1686.61,0.651657,11.7094,0,35.7354,59.823,6.46714,781.891,61.1691,97.6675,64.5225,17.8572,0,159.63,282.851,3.04666,548.704,284.531,225.529,289.283,3.97619,0,0.701163,0.895406,5.58251,656.812,2.08116,39.3265,1.28416,
278,729.195,1218.85,3801.15,0.598263,10.1467,0,251.913,46.732,6.33105,727.343,47.5701,95.8838,32.9345,12.2525,0,3139.36,208.46,2.62725,341.251,210.871,229.5,155.791,3.97619,0,0.701163,0.895406,5.58251,656.812,2.08116,39.3265,1.28416,
279,729.195,1283.4,2245.46,0.568173,12.8726,0,116.573,63.1877,6.63006,826.948,64.5418,121.535,71.1157,21.5132,0,866.612,268.994,3.69835,712.902,269.422,297.761,319.365,3.97619,0,0.701163,0.895406,5.30213,656.812,2.08116,39.3265,1.28416,
280,729.195,1242.75,2056.66,0.586758,12.8376,0,108.679,61.7567,6.62934,805.973,63.0455,130.025,53.8069,20.5224,0,928.65,274.88,3.68157,611.792,276.821,312.736,251.647,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,39.3265,1.28416,
281,729.195,1204.22,1809.72,0.605531,13.4268,0,58.7361,63.052,6.82304,838.569,64.3467,97.4479,61.8229,22.1067,0,230.015,275.478,4.42934,694.338,277.596,226.051,299.141,3.97619,0,0.701163,0.345186,4.963,656.812,0.838306,39.3265,1.28416,
282,729.195,1156.96,2298.75,0.630269,10.2496,0,134.206,48.057,6.60259,771.935,48.9622,85.5866,51.3598,13.9791,0,1077.67,244.211,3.65811,636.986,244.746,182.161,301.51,3.97619,0,0.701163,0.859737,5.37262,656.812,1.6554,41.3103,1.24664,
283,729.195,1256.05,4121.82,0.580546,11.7411,0,285.205,29.9796,6.7455,767.414,30.8873,95.2225,28.8553,18.0788,0,3529.13,136.717,4.03399,481.701,139.576,221.153,153.753,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,40.6875,1.28416,
284,729.195,1069.16,1973.02,0.682028,10.0836,0,143.855,28.8226,6.29658,721.338,29.6326,101.915,27.2141,12.0563,0,1521.57,124.703,2.5865,322.967,124.54,245.333,127.39,3.97619,0,0.701163,0.859737,4.98819,656.812,1.90145,40.6875,1.28416,
285,729.195,902.347,902.923,0.80811,9.63503,0,23.8207,29.1204,6.1893,710.149,29.953,68.5731,24.9061,11.2134,0,168.876,159.392,1.89244,290.652,159.261,120.667,121.33,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,40.6875,1.28416,
286,729.195,1171.11,2716.46,0.622652,10.1284,0,186.083,44.9037,6.22981,736.85,45.7825,101.098,40.0368,12.8851,0,1538.46,220.426,2.03316,450.198,220.933,263.524,220.607,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,39.2423,1.28416,
287,729.195,979.944,1146.6,0.744119,10.9306,0,30.1625,33.0273,6.50442,752.887,34.0485,78.9705,33.4137,17.1521,0,208.781,191.739,3.21034,479.207,192.941,166.847,177.988,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,40.6784,1.28416,
288,729.195,1093.91,1575.54,0.666597,10.5515,0,38.5628,54.3747,6.49036,761.368,55.4671,103.466,63.6273,14.0921,0,163.677,256.685,2.72863,500.798,258.287,250.376,287.571,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,40.6784,1.28416,
289,729.195,1010.95,1254.64,0.721296,11.1123,0,37.9402,38.3903,6.25235,754.533,39.2704,90.2856,33.1677,16.8873,0,173.756,183.084,2.21663,474.023,185.299,223.04,167.239,3.97619,0,0.701163,0.859737,5.35178,656.812,1.90145,40.6784,1.28416,
290,729.195,1195.92,2024.99,0.609734,11.0385,0,137.051,59.402,6.42431,759.455,60.3765,109.839,52.3369,16.3604,0,1070.83,235.423,2.80886,504.697,234.967,287.157,234.383,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,40.6784,1.28416,
291,729.195,1526.73,4012.08,0.477619,11.9309,0,353.678,58.6479,6.62576,835.984,60.31,135.047,64.5076,18.5661,0,2519.32,267.055,3.20459,1053.91,273.526,341.557,340.786,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,40.3061,1.28416,
292,728.459,1188.96,2067.82,0.612688,10.3706,0,89.6404,65.4324,6.71635,780.598,66.6021,94.0705,75.5258,13.6246,0,909.752,280.473,3.94173,606.619,281.729,227.71,337.138,3.97619,0,0.701163,0.859737,5.58251,656.812,1.90145,40.6784,1.17882,
293,728.459,1001.84,1338.05,0.727124,9.83915,0,24.914,39.1543,6.48223,746.652,40.0714,84.3394,50.3829,12.9852,0,120.152,199.988,3.20123,505.352,202.023,201.222,277.273,3.97619,0,0.471424,0.859737,5.47306,656.812,1.90145,40.6784,1.28416,
294,728.459,1281.28,2573.59,0.568542,11.915,0,48.8705,72.732,6.54998,841.072,74.0742,144.433,81.6285,20.6322,0,320.107,322.818,3.23625,1220.55,320.771,370.624,413.781,3.97619,0,0.471424,0.859737,5.33126,656.812,1.90145,40.6784,1.28416,
295,728.459,1002.09,1285.66,0.726939,9.60494,0,33.4465,41.2433,6.68761,735.155,42.2803,94.4079,39.2656,10.2684,0,131.729,213.781,3.73597,424.254,215.395,225.732,220.211,3.60505,0,0.471424,0.859737,5.58251,656.812,1.90145,40.6784,1.28416,
296,728.459,1063.26,1349.26,0.685121,11.256,0,31.3252,47.031,6.62975,768.913,48.4205,109.318,40.3624,16.6209,0,122.784,204.07,3.63498,512.526,207.514,263.956,210.093,3.97619,0,0.471424,0.859737,5.21935,656.812,1.90145,40.6784,1.15473,
297,728.459,1242.68,2515.61,0.586198,11.6166,0,101.644,66.477,6.86148,787.966,61.1085,112.213,94.7984,18.97,0,708.591,265.869,4.27815,808.116,239.149,289.513,941.185,3.97619,0,0.471424,0.859737,5.23843,656.812,1.90145,23.5241,1.28416,
298,728.459,1014.93,1426.04,0.717745,11.1172,0,64.313,25.7703,6.54215,766.9,27.1426,85.2432,27.8993,17.342,0,578.748,149.924,3.51362,542.611,155.234,202.676,219.887,3.97619,0,0.471424,0.351502,5.20989,656.812,0.843296,40.6784,1.28416,
299,728.459,1095.35,2117.46,0.665049,9.47723,0,120.919,50.9688,6.66342,714.406,52.1445,99.126,41.6412,9.24004,0,1428.38,224.842,3.62561,275.832,222.322,243.338,185.601,3.97619,0,0.471424,0.859737,5.58251,656.812,1.90145,41.3103,1.28416,
300,728.459,1274.51,3168.94,0.571561,10.9456,0,262.187,44.7285,6.66128,764.763,45.5554,106.351,33.3165,15.3364,0,2331.99,192.082,3.5728,499.86,191.756,259.361,206.354,3.97619,0,0.471424,0.859737,5.40485,656.812,1.90145,41.3103,1.04852,
301,728.459,1112.92,1947.02,0.654547,10.7294,0,45.1679,48.3641,6.8825,795.187,49.7764,98.8156,57.9989,14.2701,0,439.99,263.791,4.26639,819.343,267.865,241.633,329.506,3.97619,0,0.471424,0.859737,5.58251,656.812,1.90145,41.3103,1.28416,
302,728.459,1284.37,2165.86,0.567173,12.5945,0,136.647,71.4743,6.6389,802.391,72.5035,128.398,53.723,18.9512,0,1282.27,293.856,3.42368,540.156,294.716,312.325,249.307,3.97619,0,0.471424,0.859737,5.16046,656.812,1.90145,41.3103,1.28416,
303,728.459,1220.17,2094.44,0.597015,11.6451,0,24.0463,72.1829,6.61527,833.449,74.3348,100.146,97.7509,19.9654,0,137.997,307.267,3.64043,861.073,311.145,218.289,417.161,3.36282,0,0.471424,0.859737,5.58251,644.055,1.90145,41.3103,1.28416,
304,728.459,1682.6,10703.3,0.432938,10.2048,0,739.023,39.6171,6.20907,731.295,40.4804,87.2603,28.506,12.9825,0,9995.11,203.421,2.30317,379.127,203.67,190.196,176.708,6.63621,0,0.449542,0.859737,5.38855,656.812,1.90145,41.3103,1.28416,
305,728.459,1426.45,3105.25,0.51068,11.0932,0,279.192,60.3236,6.42545,812.897,61.7778,124.172,70.5672,16.0836,0,1972.42,280.48,2.77018,875.979,284.184,317.683,374.052,6.63621,0,0.471424,0.859737,5.19287,656.812,1.90145,41.3103,1.28416,
306,728.459,1148.82,1929.06,0.634096,11.57,0,34.8208,58.4358,6.65189,803.412,59.9016,107.545,66.4784,18.1857,0,266.337,274.242,3.70929,818.349,277.495,270.926,339.438,6.63621,0,0.471424,0.859737,5.58603,656.812,1.90145,41.3103,1.28416,
307,728.459,1175.08,2120.29,0.619923,11.7595,0,90.7674,50.0376,6.41375,801.023,51.3126,108.484,55.2825,18.7193,0,807.485,266.849,2.92999,785.984,271.207,272.062,309.007,6.63621,0,0.471424,0.859737,5.58603,656.812,1.90145,41.3103,1.28416,
308,728.459,1056.19,1589.18,0.689706,10.2235,0,27.8082,45.8822,6.31623,768.89,46.9066,97.7406,52.4206,13.9007,0,172.361,226.154,2.71247,619.001,226.937,248.619,290.406,6.63621,0,0.471424,0.859737,5.08784,656.812,1.90145,41.3103,1.28416,
309,728.459,1220.54,2678.37,0.596831,11.8222,0,161.394,45.8454,6.39815,793.381,46.8942,108.226,46.5834,18.3343,0,1709.41,224.918,2.88225,631.901,226.205,264.013,260.007,6.63621,0,0.471424,0.859737,4.94241,656.812,1.90145,41.3103,1.28416,
310,728.459,1292.99,3107.37,0.563393,11.4374,0,224.59,58.6249,6.68486,793.596,59.9511,80.8929,57.2081,16.5758,0,2259.35,265.559,3.95958,677.101,265.496,179.989,304.01,6.63621,0,0.471424,0.859737,5.58603,656.812,1.90145,17.0972,1.31058,
311,728.459,1660.33,6852.87,0.438743,12.844,0,619.907,31.3721,6.86241,800.179,32.4421,122.5,34.2266,21.5337,0,6239.25,148.908,4.24022,581.818,152.809,302.141,173.711,5.80163,0,0.471424,0.895406,5.58603,656.812,1.60809,41.3103,1.31058,
312,728.459,1243.25,3449.52,0.585933,10.3654,0,184.355,50.049,6.20257,803.769,51.169,77.7919,59.5447,15.0709,0,2241.65,264.241,2.12878,1059.83,263.739,170.047,366.354,6.63621,0,0.471424,0.895406,5.58603,656.812,2.08116,37.5695,1.31058,
313,728.459,1335.51,3873.8,0.545454,11.8706,0,172.668,69.7998,6.62534,835.968,71.2318,95.7448,71.6025,19.5885,0,2125.43,330.932,3.67745,926.182,331.13,236.228,377.951,6.63621,0,0.471424,0.895406,5.58603,656.812,2.08116,37.6566,1.31058,
314,728.447,1062.7,1849.75,0.685469,10.6396,0,29.4891,45.3403,6.59183,779.756,46.5363,88.9124,55.4342,16.6962,0,225.439,258.93,3.7364,789.483,263.485,209.154,322.21,6.63621,0,0.471424,0.895406,5.58603,656.812,2.08116,41.3103,1.31058,
315,728.447,1209.53,1771.05,0.602255,13.0092,0,83.3558,60.448,6.74531,802.082,61.4936,139.116,43.2827,21.1822,0,692.529,245.573,4.02573,567.98,246.089,350.135,188.675,6.65771,0,0.471424,0.895406,5.33959,656.812,1.34704,41.3103,1.31058,
316,728.447,1073.03,1396.38,0.678867,10.8166,0,60.402,41.2809,6.67891,752.343,42.3422,113.084,46.0863,15.0417,0,383.848,201.865,4.14376,438.389,203.97,287.929,202.534,6.65771,0,0.471424,0.895406,5.58603,656.812,2.08116,41.3103,1.31058,
317,728.088,2636.42,22108.5,0.276166,9.92976,0,1606.85,35.8553,6.30382,793.253,37.1999,91.1243,55.9049,13.9795,0,21705.4,222.773,3.08354,1238.36,226.682,221.48,343.244,6.65771,0,0.471424,0.895406,5.35051,656.812,2.08116,41.3103,1.31058,
