Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
37,853.628,1682.74,958.361,0.507285,149.201,157.146,4.71389,0,20.1179,854.692,157.416,206.179,133.274,141.016,185.184,3.47948,0,12.9594,327.371,185.432,198.006,176.085,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.78882,
38,853.628,1703.3,1398.23,0.501162,212.539,148.128,4.60975,0,19.9164,836.048,148.71,202.854,130.491,1064.26,164.874,3.22303,0,12.8126,219.632,167.54,192.196,147.592,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.78882,
39,853.628,2483.46,12436.6,0.343725,1003.3,142.933,4.7135,0,19.2903,848.409,143.463,195.902,125.454,12181.9,176.319,4.27339,0,13.0785,398.779,178.936,187.75,178.234,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.78882,
40,853.628,1650.53,1211.67,0.517183,181.781,141.882,4.52927,0,19.2121,838.399,142.319,193.02,129.39,887.323,176.306,3.84236,0,13.0565,326.065,177.124,202.185,156.495,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.78882,
41,853.628,1562.71,934.106,0.546249,153.893,120.685,4.46573,0,19.3995,831.228,122.051,189.448,121.538,158.342,129.581,3.84065,0,13.1786,392.35,139.696,194.8,181.014,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.78882,
42,853.628,1575.61,1070.27,0.541777,198.783,118.919,4.40995,0,19.2562,819.742,119.188,189.698,105.611,742.568,130.742,3.56608,0,13.0921,302.7,131.277,204.902,109.039,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.78882,
43,853.628,1825.71,3242.63,0.467558,397.739,141.998,3.8476,0,19.1892,811.13,142.565,184.78,124.465,2563.64,221.913,2.87828,0,13.1535,325.909,219.744,217.436,216.741,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.58567,
44,853.628,1678.42,1941.49,0.508591,230.219,135.954,4.24091,0,18.856,826.37,136.882,198.246,127.65,1271.99,195.423,3.90318,0,13.2318,356.435,200.113,237.916,239.007,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.58567,
45,853.628,1439.51,576.633,0.592999,127.846,120.673,3.54885,0,18.6697,771.777,121.033,165.876,110.085,128.173,145.306,2.38633,0,13.1304,204.375,146.406,152.67,161.957,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.58567,
46,853.628,1675.12,1854.36,0.509593,165.508,135.719,4.10822,0,17.8302,892.872,136.596,186.855,135.628,380.509,252.766,4.40717,0,13.2303,862.431,255.02,221.062,329.504,4.51758,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.58567,
47,853.628,1442.33,653.414,0.591839,128.695,118.875,3.56126,0,17.4728,782.189,119.147,169.032,103.359,111.474,137.211,3.08165,0,13.2301,263.24,139.992,158.485,136.838,2.37882,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.58567,
48,853.628,1436.05,851.632,0.594427,125.868,118.572,3.46529,0,18.3034,784.175,118.932,159.672,107.063,110.516,170.691,3.37774,0,13.3209,353.527,171.875,155.937,170.961,2.37882,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,2.58567,
49,853.628,1696.13,3074.79,0.503281,273.144,130.749,3.74618,0,18.182,844.53,131.256,167.592,126.928,1967.23,242.07,4.25355,0,13.2553,819.064,242.26,191.282,334.296,2.37882,0.716292,0.0812005,0,3.1327,640.535,0.940553,21.3215,2.58567,
50,853.628,3160.34,21985.2,0.270106,1844.49,111.781,3.77969,0,18.0405,788.392,112.105,186.499,95.2585,21664.4,152.747,4.1265,0,13.3304,378.888,155.681,267.313,119.832,2.37882,0.716292,0.0812005,0,3.1327,651.882,0.940553,21.3215,0.731801,
51,853.628,1465.16,1291.09,0.582619,177.084,108.503,3.3692,0,18.0195,766.585,108.801,176.577,106.217,1429.69,133.235,3.12782,0,13.2932,277.803,133.574,221.506,148.109,2.37882,0.716292,0.0812005,0,3.09545,651.882,0.940553,21.3215,2.78882,
52,853.628,1491.82,1153.49,0.572205,154.782,111.709,3.52426,0,17.9112,787.139,112.014,196.55,108.191,290.102,162.03,3.89552,0,13.4273,374.19,161.723,282.546,161.741,2.37882,0.716292,0.0812005,0,3.14011,657.964,0.940553,21.3215,2.78882,
53,836.134,1284.74,451.2,0.650818,118.466,82.0538,3.18778,0,17.3649,744.003,82.3204,156.416,80.9315,100.137,81.1819,3.20228,0,13.4194,265.817,83.1073,165.877,77.1251,2.37882,0.716292,0.0812005,0,3.10599,660.823,0.940553,21.3215,2.67385,
54,836.134,1373.76,1203.56,0.608649,173.596,83.2706,3.36877,0,17.5799,769.373,83.484,168.316,74.7662,764.659,82.8574,4.045,0,13.4778,356.694,82.8113,231.927,68.4656,2.37882,0.716292,0.0960069,0,3.14011,660.835,0.940553,21.3215,1.7813,
55,836.134,1381.56,1141.39,0.605212,125.872,98.1097,3.28848,0,16.839,783.082,98.6444,158.947,96.7738,137.166,163.013,3.76257,0,13.4953,452.647,163.706,197.806,214.531,2.37882,0.716292,0.097011,0,3.14011,660.835,0.940553,21.3215,1.7813,
56,836.134,1505.27,1683.45,0.555472,196.303,104.406,3.70149,0,16.9888,811.484,104.746,179.327,88.3114,737.877,196.16,5.0236,0,13.5075,477.217,196.541,271.672,162.122,2.37882,0.716292,0.0834909,0,3.14011,660.835,0.940553,21.3215,0.813136,
57,836.134,1339.99,937.492,0.623984,120.809,102.332,3.30284,0,16.7742,761.632,102.732,146.055,86.356,142.372,169.623,3.57784,0,13.4749,329.569,170.657,165.842,151.736,2.37882,0.716292,0.0782062,0,3.14011,660.835,0.940553,21.3215,1.7813,
58,836.134,1304.83,796.463,0.640799,124.621,91.4424,3.19372,0,16.8993,753.061,91.6738,139.893,84.0467,146.602,161.016,3.19561,0,13.5644,284.71,162.262,153.974,133.799,2.37882,0.716292,0.0782062,0,3.14011,663.962,0.940553,21.3215,1.7813,
59,818.287,1416.43,1806.61,0.577711,208.03,103.276,3.16159,0,16.1555,751.136,103.488,148.285,82.8984,1303.84,193.812,2.85802,0,13.4684,249.443,192.276,196.903,135.638,2.37882,0.716292,0.0782062,0,3.14011,640.394,0.940553,21.3215,1.7813,
60,818.287,1499.19,3549.4,0.545821,363.391,74.7993,3.09273,0,16.2574,748.384,75.0325,147.958,70.2717,2966.79,106.723,3.49593,0,13.5939,333.423,108.866,205.747,105.511,2.37249,0.716292,0.0782062,0,2.99128,663.095,0.940553,21.3215,1.7813,
61,818.287,1263.58,849.822,0.647594,107.796,84.3128,3.04936,0,16.7549,745.995,84.7328,144.195,76.745,259.647,137.732,2.74916,0,13.7288,263.138,139.19,187.133,155.663,2.37249,0.716292,0.0782062,0,3.04856,663.095,0.940553,21.3215,1.7813,
62,818.287,1546.58,3974.13,0.529096,284.314,94.0874,3.14257,0,16.2671,810.115,94.7529,140.697,103.199,2485.36,246.622,3.56455,0,13.5511,797.774,249.313,178.836,330.821,2.37249,0.716292,0.0782062,0,3.14011,663.095,0.940553,21.3215,1.7813,
63,818.287,1444.53,2005.9,0.566472,189.933,98.2793,3.40116,0,17.0156,794.806,98.9275,158.201,83.9685,1177.73,196.49,4.3922,0,13.8331,587.942,200.207,267.377,228.786,2.37249,0.716292,0.0782062,0,3.14011,663.095,0.940553,21.3215,1.00355,
64,818.287,1286.55,980.822,0.63603,109.211,89.4301,3.25707,0,16.9885,768.829,89.7105,136.576,72.552,155.207,186.507,3.92194,0,13.8212,395.547,187.139,209.958,149.221,2.37249,0.716292,0.0782062,0,3.14011,663.095,0.940553,21.3215,1.00355,
65,818.287,1378.25,1293.68,0.593716,139.319,104.994,3.32083,0,17.4136,781.49,105.441,141.36,84.9103,260.459,245.517,3.95331,0,13.9001,404.971,247.092,206.197,188.055,2.37249,0.716292,0.0841081,0,3.14011,663.095,0.940553,19.115,1.00355,
66,818.287,1418.94,1595.63,0.57669,198.608,85.6356,3.34786,0,16.8049,780.114,86.0143,171.307,77.1074,819.458,149.433,4.1802,0,13.6314,403.495,151.714,309.591,155.677,2.37249,0.716292,0.0841081,0,3.14011,663.095,0.940553,22.3113,1.00355,
67,818.287,1718.03,4125.41,0.476294,484.905,85.0658,3.28198,0,16.8311,819.279,86.0282,140.043,82.5954,3394.68,193.797,4.29371,0,13.798,831.245,199.337,218.284,266.243,2.37249,0.716292,0.0841081,0,3.08998,663.095,0.940553,22.3113,0.613545,
68,818.287,1415.34,2495.02,0.578157,231.288,91.5615,2.76747,0,16.3985,768.833,92.1645,130.774,81.5502,1845.5,212.387,2.27126,0,13.5782,660.618,216.266,179.143,266.527,2.37249,0.716292,0.0841081,0,3.08998,663.095,0.940553,22.3113,0.613545,
69,818.287,1382.05,2797.65,0.592081,270.955,72.2189,3.0795,0,16.6916,752.858,72.582,134.989,58.6787,2302.32,103.137,3.95399,0,13.7747,351.621,103.801,179.716,112.985,2.37249,0.716292,0.0841081,0,2.98465,663.095,0.940553,22.3113,0.613545,
70,818.287,1257.96,1047.3,0.650486,91.7106,78.4517,2.85995,0,17.6239,761.929,78.8585,143.706,82.8234,180.959,153.451,3.26274,0,13.8667,382.986,154.518,230.166,221.297,2.37249,0.716292,0.0841081,0,3.08998,663.095,0.940553,22.3113,0.613545,
71,818.287,1223.83,856.532,0.66863,98.5716,67.793,3.13358,0,17.3771,764.086,68.1651,150.574,54.1256,114.45,111.386,4.48761,0,13.9659,418.231,112.013,251.011,99.1277,2.37249,0.716292,0.0841081,0,3.08998,663.095,0.940553,22.3113,0.613545,
72,775.354,1349.99,1721.19,0.57434,154.639,93.7363,3.28162,0,17.1233,772.813,94.1749,140.873,73.3499,935.217,233.42,4.2895,0,13.8784,412.169,234.351,225.366,184.604,2.37217,0.716292,0.0841081,0,3.08998,663.095,0.940553,22.3113,0.613545,
73,775.354,1406.01,2735.71,0.551457,285.666,71.6795,3.04171,0,17.5345,759.587,72.1593,137.076,59.2648,2233.57,134.217,4.07533,0,13.7422,382.532,134.984,204.919,101.844,2.37217,0.716292,0.0787828,0,3.08998,663.095,0.940553,22.3113,0.613545,
74,775.354,1388.18,2492.78,0.558538,266.07,77.3129,2.96731,0,16.2981,745.44,77.594,138.378,64.1239,1825.58,178.518,3.29442,0,13.8246,324.477,178.908,218.627,149.753,2.37217,0.716292,0.0841081,0,3.08998,663.095,0.940553,22.3113,0.613545,
75,775.354,1510.98,3660.75,0.513146,113.676,81.1548,3.33805,0,16.3404,986.703,83.2931,139.463,87.0136,253.877,191.367,4.71518,0,13.6937,2937.83,206.728,214.961,302.708,2.37217,0.716292,0.0841081,0,3.08998,663.095,0.940553,20.985,0.613545,
76,775.354,1387.55,1598.3,0.558793,141.053,92.0171,3.33344,0,16.6142,795.307,92.9464,154.367,91.9122,458.743,226.028,4.40388,0,13.8173,518.141,228.676,249.949,255.431,2.37217,0.716292,0.0841081,0,3.08998,663.095,0.940553,22.3113,0.613545,
77,775.354,1288.16,1569.89,0.601908,89.3391,80.5033,3.3429,0,16.0968,817.148,80.808,130.406,70.5167,128.973,232.006,4.5831,0,13.5735,796.339,232.7,183.212,285.84,2.37217,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
78,775.354,1145.27,693.437,0.677008,90.5115,53.1662,2.92859,0,15.3346,732.79,53.6113,137.13,59.7931,111.526,76.3641,3.3482,0,13.5795,320.705,76.7824,228.17,122.679,2.37217,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
79,775.354,1439.42,2536.34,0.538656,283.232,72.8453,3.45569,0,14.1693,792.605,73.0864,144.875,55.1553,2016.38,155.266,5.25826,0,13.1919,516.373,152.386,257.824,123.646,2.37217,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
80,775.354,1123.17,1106.11,0.690326,113.964,56.9538,2.58763,0,14.0247,707.628,57.3621,116.622,54.0298,542.157,120.064,2.15112,0,13.2141,205.413,122.683,172.238,141.95,2.37217,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
81,775.354,1329.12,2155.11,0.583359,172.353,85.2309,3.02543,0,14.0661,775.111,85.9779,115.354,78.0005,1189.83,256.776,3.80853,0,13.0066,636.374,259.401,140.27,300.973,2.12779,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
82,775.354,1417.94,2005.45,0.546815,202.019,95.5464,2.88098,0,14.0123,781.511,95.9007,140.414,85.6601,1144.99,240.563,3.12744,0,12.9556,637.974,240.213,202.085,298.313,2.12779,0.716292,0.0804318,0,3.08998,609.911,0.940553,22.3113,0.613545,
83,773.697,1272.33,1925.68,0.608095,169.871,66.0294,2.81187,0,14.0129,755.625,67.0517,131.421,65.5061,1283.16,184.406,3.04229,0,13.1521,543.791,194.479,226.685,232.787,2.12779,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
84,773.697,1286.92,1440.86,0.601202,89.5649,86.2206,3.46963,0,13.415,797.31,87.1776,130.676,79.0833,168.032,240.558,5.04801,0,13.0273,528.103,244.032,216.113,239.009,2.12779,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
85,761.694,1162.76,1518.75,0.655074,158.413,43.9194,3.00157,0,12.5839,740.713,44.1904,121.36,38.5792,1019.04,78.9826,3.9928,0,12.6446,380.04,75.753,214.032,72.1646,2.12779,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
86,761.694,1221.56,1515.64,0.623544,143.785,60.58,3.21207,0,12.3356,767.846,60.8317,126.003,46.9625,985.767,142.554,4.47041,0,12.5655,427.502,140.356,220.077,106.999,2.12779,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
87,761.694,1290.7,2086.13,0.590139,211.818,65.4288,2.97422,0,12.5909,739.905,65.7622,137.383,54.8398,1450.95,148.898,3.44089,0,12.7254,326.823,149.496,270.861,139.142,2.12779,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
88,761.694,1093.35,762.208,0.696661,66.9471,54.7303,2.87268,0,12.3657,735.045,55.1015,119.399,46.89,167.393,114.471,3.27995,0,12.738,315.61,116.565,206.263,119.551,2.12779,0.716292,0.0804318,0,2.7607,663.095,0.940553,22.3113,0.613545,
89,760.195,1228.01,1548.05,0.619048,74.0755,65.8549,2.88081,0,12.0252,741.372,65.1088,133.846,132.844,123.57,182.539,3.12943,0,12.4775,329.538,181.711,277.508,1049.66,2.12779,0.716292,0.0804318,0,3.08998,663.095,0.940553,22.3113,0.613545,
90,760.195,1315.77,3611.61,0.577759,305.362,48.7263,3.09628,0,11.5514,756.089,49.0022,102.933,39.0047,3187.99,101.506,4.46237,0,12.217,430.17,103.041,158.026,120.164,2.12779,0.716292,0.061115,0,3.08998,663.095,0.940553,22.3113,0.613545,
91,760.195,1268.02,2160.85,0.599515,215.275,64.1498,2.77637,0,11.3249,730.266,64.4552,131.211,48.5578,1471.07,206.039,3.01932,0,12.0568,366.262,206.45,276.242,169.415,2.12779,0.925693,0.0651961,0,2.88862,663.095,1.29177,28.0847,0.613545,
