Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
56,47.8361,85.877,161.681,0.55703,34.2738,2.33237,1.7773,0.403254,0.687202,0.682735,0.442644,7.17535,0.294379,8.28664,27.8446,0.479053,1.19763,101.866,6.30203,6.08604,0.779341,0.342592,2.36182,0.0964756,27.2764,0.400432,40.5461,3.76075,0.349205,0.105438,11.5946,0.542654,0.0351455,0.0103781,0.0461545,0.102668,0.268808,0.00824734,0.100698,0.135596,9.78999,0.228695,1.10845,
57,47.8361,96.3177,196.059,0.496649,42.0096,2.44924,1.85751,0.387794,0.822647,0.870432,0.456763,7.90113,0.31956,9.56725,27.9223,0.504042,1.24938,112.336,6.62605,5.90742,0.692715,1.28259,2.84943,0.111505,27.8455,0.462796,42.6646,3.56316,0.374884,0.330973,13.0638,0.657744,0.0351455,0.0103781,0.0461545,0.126792,0.308576,0.00824734,0.100698,0.135596,10.6945,0.246322,0.77954,
58,47.8361,98.8125,171.613,0.484109,43.6335,1.89117,3.44028,0.522866,0.649117,0.868758,0.428682,6.37802,0.331208,11.8838,26.9803,0.520345,1.28452,104.965,5.04053,11.92,1.10708,0.44014,2.4916,0.0806685,22.2541,0.718691,50.4628,4.67144,0.426097,0.665276,13.0638,0.651145,0.0605069,0.0051586,0.133931,0.111214,0.152595,0.00824734,0.100698,0.135596,7.46088,0.246322,0.335859,
59,47.8361,73.6137,115.291,0.649825,25.7543,0.897698,3.18922,0.464148,0.641065,0.544962,0.43003,2.93078,0.250451,9.50605,27.2726,0.519388,1.21307,64.8622,1.1677,12.11,1.12493,0.478325,1.67893,0.0593399,11.1857,0.250693,37.5522,3.7226,0.444292,0.239056,13.0638,0.651145,0.036016,0.0051586,0.133931,0.107202,0.0729288,0.0141183,0.132323,0.156441,7.45987,0.246322,0.930438,
60,47.7522,82.0721,142.214,0.581833,25.9958,1.97916,2.50553,0.437475,0.600724,0.59627,0.417617,6.72668,0.39735,13.3479,27.1814,0.512215,1.37402,47.3697,5.94437,9.8496,0.783308,0.380676,1.64665,0.0652403,27.9768,0.890651,53.2834,4.96088,0.455681,1.10051,13.0638,0.564696,0.036016,0.0051586,0.133931,0.100598,0.0529267,0.0141183,0.137775,0.109678,0.0298934,0.246322,0.656199,
61,47.7522,141.587,233.724,0.337265,59.8089,3.38195,5.86728,0.774333,0.849474,1.15479,0.445892,12.9469,0.401021,26.4575,27.5581,0.653681,1.2869,132.745,7.4069,14.9727,1.36654,0.876925,2.85874,0.111559,31.4434,0.712685,68.3537,10.2089,0.581515,0.467227,14.014,0.651145,0.036016,0.0051586,0.133931,0.100488,0.241261,0.0141183,0.0578105,0.156441,8.60055,0.357074,0.778918,
62,47.5002,91.181,178.755,0.520945,44.5384,1.78243,2.68809,0.413162,0.52177,0.923443,0.454474,5.4975,0.283652,4.94556,27.2824,0.447402,1.40277,137.368,5.41759,10.9925,0.933745,0.338186,3.50744,0.183646,25.155,0.553759,22.4871,3.61917,0.233703,1.02869,14.014,0.651145,0.036016,0.00233779,0.126425,0.109621,0.0100157,0.0141183,0.137838,0.156441,7.59559,0.340679,1.1081,
63,47.3228,78.6589,150.493,0.60162,38.2158,0.916052,1.13896,0.414325,0.489129,0.264277,0.457028,1.40104,0.232042,5.9413,27.5458,0.504462,1.13864,113.792,1.13952,5.15423,1.00684,0.13403,0.730391,0.143225,7.73934,0.261136,39.0375,2.95046,0.421305,0.29998,14.014,0.632152,0.0344763,0.00233779,0.126425,0.0849505,0.42484,0.00869131,0.0776144,0.11943,9.85751,0.340679,0.173679,
64,47.3228,81.2965,163.223,0.582101,36.3257,1.28435,1.17198,0.337605,0.590323,1.0106,0.443419,3.14904,0.282835,7.68641,27.347,0.44877,1.21849,105.879,3.52471,5.11512,0.641715,0.669396,4.15659,0.0619747,15.4805,0.557429,39.9151,3.67518,0.236074,0.25877,13.6582,0.64945,0.0364348,0.00233779,0.126425,0.102652,0.420989,0.0166609,0.0776144,0.0920481,7.07094,0.32747,1.119,
65,47.3009,76.549,129.095,0.617917,31.924,0.930614,1.25964,0.363612,0.575435,0.600252,0.446991,2.38253,0.306765,7.95328,28.1853,0.486247,1.13441,85.8061,1.01401,4.90756,0.872456,0.602325,1.88767,0.0911933,9.79657,0.841359,37.7513,6.32296,0.327534,0.149756,14.014,0.652969,0.0263624,0.00233779,0.126425,0.109621,0.424479,0.0276347,0.0779324,0.118447,10.185,0.33494,0.262455,
66,47.2351,115.268,230.901,0.409786,59.3387,2.60168,4.22356,0.52213,0.757614,1.42825,0.454086,8.99101,0.299159,7.48413,27.2816,0.582123,1.3035,159.82,6.81527,12.9998,1.30759,1.07493,3.84304,0.176367,29.5464,0.496719,29.1567,3.83832,0.550684,0.645137,13.4319,0.672591,0.0263624,0.00199224,0.126425,0.114729,0.025165,0.00974094,0.133352,0.11943,10.7085,0.33494,0.614917,
67,47.2351,84.3875,137.175,0.55974,24.7945,1.55604,3.16113,0.402266,0.572178,0.700053,0.435525,5.55825,0.402634,12.0024,32.8651,0.573574,1.36387,55.9379,4.79962,10.9755,1.07302,0.495203,2.36915,0.0801904,21.8292,0.896885,50.9423,29.4132,0.545943,0.890393,13.8412,0.666508,0.0263624,0.00358379,0.126425,0.122923,0.0451856,0.00548603,0.141478,0.11943,16.2485,0.33494,1.14707,
68,47.2171,124.346,237.775,0.379725,45.6047,2.99898,4.80482,0.502899,0.594457,1.09612,0.428559,9.05576,0.530437,29.1907,27.5578,0.554054,1.42641,96.873,7.07939,14.3297,1.32034,0.650607,3.05851,0.0704807,29.6149,1.30039,86.4749,6.94483,0.419925,0.966071,13.8412,0.666508,0.0263624,0.00358379,0.126425,0.113475,0.111074,0.00548603,0.0191539,0.110801,11.1774,0.33494,1.10732,
69,46.976,142.114,245.754,0.330552,54.5669,2.35421,5.73536,0.779235,7.68401,1.27136,0.446986,10.575,0.508996,28.3763,27.9679,0.621342,1.22657,113.458,5.50932,13.8263,1.75317,49.3307,3.18966,0.107468,25.9788,1.08985,77.6989,14.4089,0.457259,0.337463,13.8412,0.6762,0.0263624,0.00358379,0.188459,0.113475,0.0974971,0.00490645,0.141853,0.110801,7.00797,0.370015,0.658512,
70,46.7495,117.883,226.361,0.396574,59.7912,3.36344,2.91929,0.414694,0.453438,0.999339,0.468208,11.5153,0.361015,8.51558,27.295,0.601955,1.18493,150.06,8.04464,9.14007,1.17851,0.443723,3.15001,0.163939,34.4046,0.596857,32.5693,3.40687,0.515181,0.4476,13.8412,0.67642,0.0335917,0.00174811,0.121722,0.112557,0.325117,0.00504569,0.12732,0.110801,14.51,0.405654,0.496744,
71,46.7495,106.071,221.737,0.440739,43.7905,2.23762,3.21621,0.350729,0.478594,1.1124,0.44483,7.46958,0.275018,14.3104,30.5674,0.553212,1.26424,123.114,6.60787,11.3271,1.01398,0.596521,3.56768,0.0990899,29.443,0.359439,57.213,23.7196,0.415697,0.810758,13.8412,0.67642,0.0335917,0.00174811,0.0748817,0.112557,0.132757,0.00974094,0.0963434,0.106768,7.93036,0.405654,0.897674,
72,46.7359,98.0046,196.35,0.476875,43.1094,1.72641,1.90446,0.362362,0.379126,1.25122,0.444749,5.89065,0.309689,14.0708,26.771,0.554134,1.23062,116.187,4.60424,7.0161,1.05429,0.425269,3.8503,0.0798445,21.1284,0.570577,53.8834,6.70604,0.410613,0.280126,13.6613,0.675869,0.0335917,0.00174811,0.0748817,0.10998,0.366437,0.0153966,0.0916227,0.106768,4.0442,0.405654,1.09186,
73,46.7142,71.356,131.061,0.654665,28.4882,1.81038,1.19639,0.160012,0.337226,0.39487,0.436989,4.66969,0.243706,4.32258,27.5929,0.492381,1.21066,85.1171,5.42669,5.68202,0.566185,0.301698,1.66452,0.0825435,22.5944,0.388565,22.936,3.91473,0.262846,0.396354,13.6613,0.675965,0.0234122,0.00174811,0.0748817,0.10998,0.0758801,0.0160266,0.0890957,0.106768,7.40109,0.409365,1.10758,
74,46.7142,92.0741,181.813,0.507355,37.6428,1.9094,2.26374,0.26751,0.343831,0.689866,0.458936,4.87526,0.305622,13.2224,28.2607,0.556517,1.27758,110.382,5.3738,8.54778,0.849046,0.475201,2.19753,0.126876,20.2491,0.621554,58.0982,4.98796,0.436325,0.607897,13.6613,0.663407,0.0247734,0.00372749,0.0748817,0.106541,0.427817,0.0115149,0.0586179,0.106768,11.0737,0.409365,1.10378,
75,46.7142,90.194,153.957,0.517931,35.8509,2.02979,3.40761,0.319294,0.402478,0.711657,0.427218,6.52005,0.259156,11.2081,27.2,0.535752,1.32197,91.7201,5.52677,11.5714,1.01488,0.60603,2.88856,0.101978,24.6943,0.452669,48.1735,4.18092,0.326798,0.84915,13.7331,0.675171,0.0247734,0.00153506,0.070027,0.117778,0.12303,0.0163353,0.0586179,0.114458,9.06529,0.408315,0.976931,
76,46.6637,104.537,231.889,0.446384,50.1759,1.94088,2.156,0.228205,0.373979,0.726117,0.47445,5.53776,0.213915,13.1369,27.8161,0.516363,1.24071,154.051,5.36544,11.9766,0.773317,0.660236,2.30956,0.217116,22.8133,0.238595,57.9088,3.1135,0.302325,0.478117,13.8866,0.671566,0.0247734,0.00153506,0.070027,0.117778,0.428964,0.0116588,0.0586179,0.113609,12.1741,0.408315,1.10064,
77,46.5749,127.305,237.42,0.365851,54.0955,3.24205,3.70658,0.573825,1.17952,1.13241,0.443179,11.7307,0.433983,22.8641,26.0784,0.605033,1.22003,129.975,7.73682,10.1993,1.52117,5.4834,3.14271,0.0913532,32.4578,1.22432,67.5802,6.93598,0.482547,0.41319,13.8866,0.675171,0.0247734,0.00153506,0.0661831,0.117778,0.188417,0.0285045,0.00453539,0.113609,0.857121,0.408315,0.558483,
78,46.5749,96.5585,174.278,0.482348,44.4289,1.92977,3.40764,0.377575,0.324062,0.879828,0.438208,6.63522,0.361394,9.02287,26.9524,0.555258,1.24546,113.354,5.44971,11.6623,1.19479,0.514973,3.02884,0.0913001,23.8582,0.851151,39.6163,5.46568,0.447919,0.41819,13.7877,0.675171,0.0222247,0.00153506,0.0661831,0.118746,0.14492,0.0285045,0.0737081,0.113609,0.489705,0.402377,1.1171,
79,46.5749,143.288,393.957,0.325044,77.9683,1.52434,2.53622,0.361741,7.19111,0.977634,0.452358,4.97875,0.351918,17.2869,27.9818,0.53182,1.14512,264.472,4.05949,11.1967,1.16653,47.8235,2.92843,0.144263,18.407,0.863537,61.7987,3.0907,0.3523,0.208572,13.7877,0.680242,0.0222247,0.00119072,0.0661831,0.129642,0.0183322,0.0352501,0.0777353,0.102402,14.7634,0.411128,0.637653,
80,46.559,86.4624,158.407,0.538489,35.9409,1.40292,2.30218,0.286429,0.356828,0.848405,0.438073,3.79357,0.281569,11.2126,27.8518,0.559052,1.1881,100.598,3.61965,9.94516,1.03876,5.9498,2.75068,0.069657,15.6947,0.728134,50.7938,3.78806,0.455729,0.238338,13.7877,0.680242,0.0222247,0.00119072,0.0661831,0.11819,0.0864832,0.0352501,0.0777353,0.0963856,7.52063,0.400198,1.11832,
81,46.5182,97.6237,220.075,0.476505,22.0653,1.74035,2.49007,0.409917,0.315952,0.671459,0.454,4.91302,0.352378,4.77243,57.6276,0.523825,1.2874,40.1407,4.60918,9.02269,1.32964,0.51349,2.20485,0.0758796,17.648,1.14384,24.4395,185.178,0.285796,0.629398,13.7877,0.688727,0.0222247,0.000953326,0.0661831,0.11819,0.354339,0.0593366,0.0777353,0.0963856,20.3149,0.411128,1.03166,
82,46.5139,64.3358,95.1652,0.722986,19.1738,1.27216,1.18313,0.194623,0.233473,0.496643,0.427977,3.02659,0.217643,8.55653,27.8377,0.487671,1.2278,29.1195,3.568,5.54279,0.867698,0.417366,1.9777,0.062348,14.7654,0.594428,43.5008,29.8277,0.222773,0.462677,13.7877,0.690055,0.0245113,0.000560446,0.0661831,0.11819,0.0872174,0.0717327,0.0854905,0.0963856,3.32054,0.411128,1.1291,
83,46.4706,104.908,189.548,0.442965,33.0991,3.45843,2.56434,0.419245,0.382186,0.499775,0.443181,11.8212,0.29212,19.0299,31.023,0.615607,1.26009,82.8692,8.23766,8.51196,1.30931,0.777199,1.22766,0.101743,36.3459,0.728851,62.1142,26.4005,0.573574,0.541996,13.7877,0.690968,0.0245113,0.000858644,0.0661831,0.111697,0.16856,0.0717235,0.0444527,0.0963856,1.77248,0.409031,0.620893,
84,46.4706,108.918,200.171,0.426657,48.3667,2.31326,3.33807,0.443956,0.374367,1.11264,0.459425,8.2711,0.305281,13.8538,28.2896,0.583386,1.20649,118.929,5.90604,10.9809,1.34098,0.756858,3.0145,0.082691,26.0395,0.694076,51.1399,8.60535,0.476321,0.486242,13.8782,0.690968,0.0245113,0.000858644,0.0661831,0.111697,0.373868,0.0717235,0.0740261,0.0963856,10.1956,0.411128,0.682341,
85,46.4536,117.942,216.861,0.393869,55.7413,2.9759,2.53385,0.361021,0.307108,0.853514,0.473636,10.3792,0.302238,12.8157,29.428,0.52579,1.24425,137.83,7.50632,9.11525,1.09714,0.642272,2.59011,0.131705,32.332,0.824039,43.9366,13.2634,0.29921,0.371161,13.9095,0.691209,0.0213646,0.000858644,0.0621777,0.11819,0.390506,0.0717235,0.0620309,0.0963856,8.41931,0.333454,1.12961,
86,46.4129,101.468,174.874,0.457417,39.9792,1.71158,2.94735,0.42418,0.30612,0.982302,0.446751,7.20384,0.358355,16.4221,28.9134,0.574803,1.19756,97.4747,5.0308,8.83755,1.35688,0.595203,2.48581,0.130599,24.3525,0.995843,59.8182,9.44525,0.44116,0.375334,13.9095,0.704069,0.0213646,0.00126361,0.0661831,0.102363,0.0320462,0.136529,0.0166249,0.0963856,11.1755,0.407167,0.295321,
87,46.4056,102.363,174.577,0.453344,40.3478,2.91612,3.41682,0.413979,0.337036,0.628955,0.438666,9.82849,0.219719,15.1074,26.907,0.548305,1.25273,93.3798,7.16125,10.4984,1.25902,0.638482,1.69106,0.0857989,29.881,0.443669,46.6246,6.3323,0.316778,0.49188,13.7286,0.704069,0.0213646,0.00126361,0.0696018,0.102363,0.0913038,0.137409,0.0619571,0.1065,0.274294,0.406131,0.658602,
88,46.3925,108.911,209.58,0.425966,48.1272,2.01029,2.50484,0.38785,1.97293,0.924096,0.462654,7.56505,0.204173,14.3566,28.5407,0.602986,1.25183,136.232,5.1195,7.75649,1.17149,11.9702,3.02063,0.199,23.5588,0.375136,51.7665,7.26169,0.514757,0.558427,13.7286,0.708456,0.0213646,0.00139455,0.0696018,0.101004,0.124831,0.148736,0.0439945,0.1065,10.6921,0.407167,0.784205,
89,46.3268,75.7889,143.626,0.611262,31.7844,1.10807,1.22753,0.176655,0.248729,0.505257,0.442406,2.31141,0.146401,7.80118,28.3689,0.494713,1.17319,90.4307,2.54212,6.05733,0.852907,1.12498,1.66315,0.0470929,11.3571,0.235292,42.3178,2.58229,0.187883,0.341098,13.7286,0.712362,0.0213646,0.000711133,0.0696018,0.101004,0.263588,0.161799,0.0349867,0.104516,12.5819,0.416665,0.475386,
90,46.3174,81.0355,123.562,0.571569,29.7766,1.01849,2.75657,0.359109,0.271552,0.826523,0.429769,4.52051,0.171566,11.7117,27.3982,0.573485,1.22151,55.4534,1.06106,9.97662,1.26054,0.523395,2.63473,0.0610956,14.6759,0.340366,49.3902,5.29972,0.365999,0.302918,13.7438,0.700069,0.0229807,0.00011701,0.0616502,0.101004,0.0719525,0.126055,0.0349867,0.104516,6.23437,0.417096,1.12872,
91,46.3055,104.977,199.484,0.441104,50.1106,1.74325,3.3595,0.26803,0.331897,0.707845,0.455535,4.93549,0.288563,13.4115,27.5523,0.577827,1.23421,121.624,4.18489,11.5892,0.911078,0.750068,2.11611,0.0734495,17.3367,0.715162,53.1806,4.52614,0.382306,0.483493,13.7438,0.712362,0.0229807,0.000711133,0.0616502,0.102363,0.429293,0.161799,0.0199179,0.104516,9.77667,0.422983,0.986282,
92,46.2825,89.7782,154.84,0.51552,34.8091,2.42106,2.58004,0.286411,0.312902,0.621012,0.437619,7.7966,0.387893,10.3636,27.9446,0.598141,1.2192,77.9206,6.44022,8.98006,1.00812,0.669791,2.29063,0.0746431,27.4118,1.25696,39.7435,3.34893,0.419857,0.412183,13.8734,0.701636,0.0326762,0.000711133,0.0616502,0.10077,0.101425,0.125853,0.0199179,0.104516,11.73,0.439564,0.880225,
93,46.2825,98.8904,210.332,0.468018,45.2545,1.46456,1.80902,0.193842,0.266954,0.526975,0.464912,4.75486,0.143747,14.1142,28.1011,0.553519,1.2422,125.182,3.84362,8.26402,0.740086,0.634135,1.94098,0.120419,19.131,0.602961,56.1859,3.05901,0.321431,0.516345,13.8776,0.701636,0.0326762,0.000724937,0.0616502,0.0986116,0.435913,0.125853,0.0130074,0.113921,11.4888,0.439564,1.02744,
94,46.2052,100.371,185.648,0.460343,39.8334,2.09709,3.2286,0.351239,0.348373,0.525271,0.439326,6.66661,0.205384,17.4045,27.5047,0.60213,1.1648,90.5713,5.96879,10.8154,1.2243,0.789188,1.65083,0.0349128,24.3994,0.713007,59.7468,4.7028,0.501031,0.1191,13.5265,0.701636,0.0355209,0.000724937,0.0479147,0.0986116,0.310052,0.125853,0.0130074,0.119767,4.96902,0.446684,1.13054,
95,46.2052,98.3835,167.145,0.469644,36.7605,1.58579,3.81968,0.364132,0.303831,1.06471,0.411228,6.96915,0.266418,18.049,26.9623,0.552758,1.27404,79.6638,4.0863,11.8754,1.09503,0.590303,3.35086,0.106843,22.5465,0.788311,58.3315,5.71402,0.284898,0.568004,13.5265,0.715582,0.0305191,0.000724937,0.0479147,0.0986116,0.0295203,0.165018,0.0130074,0.122272,4.89019,0.442154,1.1283,
96,46.2052,91.6451,179.581,0.504176,32.2675,2.48651,2.03152,0.277763,0.274688,0.394035,0.438075,7.5489,0.104334,16.2232,27.8177,0.569674,1.21121,73.2792,7.04324,8.34726,1.1155,0.667733,1.42477,0.0291457,29.755,0.397669,64.3673,4.10582,0.404029,0.439045,13.5265,0.711913,0.0355209,0.000724937,0.0479147,0.0986116,0.380807,0.153505,0.0097621,0.118171,8.79312,0.442154,0.501421,
97,46.2052,122.013,365.802,0.378692,22.7057,1.92026,3.01612,0.26191,0.226241,0.473883,0.449511,5.77582,0.117709,10.6338,74.478,0.631132,1.32263,50.8169,5.48601,11.8821,1.01184,0.526201,1.32282,0.0403339,22.9596,0.409665,46.4264,302.58,0.644302,1.16437,13.5265,0.711913,0.0373789,0.00086866,0.0479147,0.108005,0.43967,0.153505,0.00963697,0.118171,4.79747,0.442154,1.03709,
98,46.1543,96.7137,186.802,0.477226,40.9695,1.48007,1.97352,0.351102,0.219812,0.846393,0.446537,5.84434,0.187038,15.1876,27.4208,0.617642,1.1694,106.095,4.03087,8.03399,1.19941,0.483067,2.60449,0.0900786,21.9247,0.608626,53.1715,44.7058,0.52203,0.193245,13.5265,0.711913,0.0373789,0.000746117,0.0468863,0.0983927,0.193293,0.153505,0.00960766,0.11684,5.58163,0.445248,0.789028,
99,46.1543,74.8492,140.345,0.616631,24.8822,1.45826,2.05029,0.145029,0.186956,0.176082,0.435225,3.83441,0.121614,11.2919,28.5427,0.537045,1.18757,55.6763,3.8337,9.77139,0.692827,0.489855,0.684533,0.0618241,18.1157,0.513872,55.3869,2.54807,0.309463,0.320682,13.5265,0.707545,0.0363717,0.000746117,0.0468863,0.0983927,0.025234,0.136238,0.00960766,0.11684,12.6391,0.452055,1.12831,
100,46.1543,102.986,188.541,0.448163,41.3854,1.40707,3.55969,0.302591,0.252276,0.969045,0.442617,6.22076,0.195759,18.6073,27.8582,0.580618,1.2043,98.4372,3.91178,10.6173,0.948669,0.611049,2.99492,0.0777949,20.0698,0.655038,64.0124,4.32215,0.376805,0.371768,13.8142,0.707545,0.0282101,0.000746117,0.046814,0.0983927,0.202437,0.136238,0.00960766,0.117452,10.8454,0.445154,0.462394,
101,46.146,74.6945,139.546,0.617797,35.2094,0.864902,1.21086,0.176586,0.15615,0.900652,0.442408,2.09385,0.0227426,3.58283,28.3409,0.548659,1.14444,105.214,0.840695,5.90413,0.868295,0.473616,3.94555,0.0223489,10.4037,0.162829,22.761,2.54206,0.384417,0.0750217,13.8142,0.707545,0.0276066,0.000718367,0.0472636,0.0948993,0.361667,0.136238,0.00960766,0.117452,13.2514,0.439056,1.01692,
102,46.146,88.2084,213.681,0.523148,40.7238,0.951153,2.19903,0.179986,2.97079,0.389073,0.47261,2.17645,0.167364,7.8454,28.3922,0.54021,1.20035,142.59,1.21124,10.567,0.844846,19.9858,1.51073,0.203518,9.89077,0.737264,41.6156,2.68037,0.297716,0.481271,13.8715,0.707545,0.0276066,0.000718367,0.04394,0.0948993,0.440415,0.136238,0.00955556,0.117452,9.93679,0.434981,0.893628,
103,46.1177,112.212,211.291,0.410986,53.6907,1.65853,3.33903,0.329857,0.298137,0.927275,0.459071,6.29519,0.266048,15.902,27.2261,0.627249,1.19321,128.279,4.2399,10.8588,1.0225,2.45626,2.97233,0.100432,20.6378,0.855232,59.6258,5.03282,0.469191,0.411608,13.8524,0.710492,0.0332554,0.00064809,0.04394,0.094627,0.268222,0.149475,0.00955556,0.117452,10.0105,0.45403,0.60017,
104,46.0974,68.7817,107.466,0.670199,27.7908,0.841286,1.85759,0.231669,0.09672,0.7439,0.432137,2.92813,0.19885,4.28267,27.6149,0.588605,1.17435,80.9305,0.837853,7.91363,0.935925,0.211841,2.74571,0.0699775,10.903,0.847769,21.841,5.01713,0.397998,0.160684,13.8524,0.710492,0.0332554,0.00064809,0.04394,0.094627,0.0361747,0.149475,0.00955556,0.121383,2.83419,0.463641,1.13012,
105,46.0953,108.676,213.481,0.424155,51.0482,2.19009,2.85578,0.222422,0.304378,0.725157,0.491937,7.32259,0.253871,9.91676,31.4662,0.618202,1.25994,143.876,6.21057,10.2364,0.719707,0.995388,2.42839,0.194326,27.5789,0.91177,45.6701,23.3556,0.441613,0.595894,13.8524,0.70717,0.0352579,0.00064809,0.04394,0.094627,0.440771,0.136912,0.00953433,0.115371,11.386,0.463071,0.776348,
106,46.0953,92.1787,166.708,0.500064,34.0579,2.12821,2.50695,0.325516,0.264956,0.438109,0.438086,5.97709,0.137461,16.8801,27.2885,0.605261,1.13047,78.8764,5.68919,8.6813,1.18905,0.749965,1.54399,0.0890647,23.4564,0.479568,58.5846,6.81659,0.460127,0.13725,13.8524,0.708805,0.0352579,0.00064809,0.0441213,0.0979729,0.100236,0.148906,0.00953433,0.115192,4.98997,0.463641,0.477087,
107,46.0807,110.188,217.766,0.418202,46.3115,1.90118,3.19866,0.247351,0.224562,0.546596,0.431836,5.93815,0.180638,20.982,28.4148,0.591419,1.21894,117.671,5.13198,11.8244,0.833443,0.629958,2.33322,0.134816,20.9137,0.685457,74.3849,1.88608,0.398122,0.435512,13.8352,0.708805,0.0352579,0.000876418,0.0442143,0.0944745,0.0284856,0.139908,0.00955556,0.115192,20.3966,0.456809,0.803024,
108,46.0699,114.375,211.03,0.402798,47.9025,2.04651,5.13916,0.301595,0.22195,1.09519,0.438392,7.47608,0.235219,20.4107,27.179,0.629112,1.29934,115.193,5.40607,15.4064,0.908455,0.598463,3.42616,0.108324,24.3422,0.795934,65.2051,5.89582,0.462091,0.656961,13.8617,0.708294,0.0352579,0.000892294,0.0442143,0.0944745,0.0553021,0.138963,0.00952825,0.111032,2.2148,0.456809,1.06851,
109,46.0699,109.924,221.13,0.419109,38.5156,2.2297,3.4286,0.30941,4.40363,0.44121,0.429573,6.45052,0.215738,23.5048,28.1483,0.612747,1.23378,86.0133,6.21133,14.1708,1.07967,29.6381,1.29033,0.0705583,26.7328,0.725275,79.8202,4.62976,0.42171,0.537458,13.773,0.708294,0.0383054,0.000892294,0.0442143,0.0931215,0.0649766,0.138963,0.00955963,0.111032,10.0269,0.461208,0.301834,
110,46.059,104.924,193.174,0.438976,43.962,2.77935,3.16185,0.34442,0.227487,0.826421,0.458695,8.67718,0.0851053,14.2391,28.2446,0.69563,1.22184,113.261,6.73917,11.9171,1.04752,4.21485,2.37974,0.125844,27.3195,0.297143,54.35,6.25424,0.67285,0.515481,13.773,0.704753,0.0350842,0.000892294,0.0442143,0.0932517,0.261984,0.124214,0.00950773,0.111032,11.2508,0.443544,0.790271,
111,46.059,126.185,241.985,0.365011,68.9897,2.20273,2.59324,0.266991,0.187301,1.20917,0.484193,7.16059,0.0837864,13.2863,27.9415,0.599058,1.1806,173.288,5.53568,8.15608,0.850943,0.573287,3.79939,0.201917,23.0981,0.363857,58.6696,3.71295,0.375866,0.352422,13.773,0.702845,0.0380988,0.000859677,0.0464007,0.093463,0.13753,0.118721,0.00950246,0.111888,5.92629,0.472142,0.535376,
112,46.059,89.2521,173.955,0.516055,45.7981,0.985009,2.5712,0.27286,0.146754,0.783533,0.459589,3.32191,0.101862,5.30474,27.6382,0.628805,1.23951,128.726,1.11891,10.0826,1.0596,0.437443,2.95193,0.129134,13.2625,0.404024,23.9724,4.99625,0.554805,0.509152,13.8084,0.702845,0.0380988,0.000859677,0.0456783,0.0935126,0.23087,0.118721,0.0094917,0.111888,1.25107,0.471412,1.13081,
113,46.0356,75.663,165.563,0.608429,30.5618,1.84141,1.4942,0.155501,0.13306,0.569248,0.448236,5.14099,0.0916171,4.99575,28.486,0.504077,1.24107,100.898,5.51729,7.71143,0.764925,0.396728,2.97797,0.0992557,24.347,0.515844,27.5201,3.18543,0.144523,0.550425,13.8428,0.701774,0.0380988,0.000859677,0.0448067,0.0944735,0.145896,0.117313,0.0094917,0.111888,7.36175,0.470227,1.13081,
114,46.0356,96.5066,166.326,0.47702,39.9423,2.43179,2.6264,0.391879,0.309039,0.882153,0.435684,7.4123,0.257794,12.5691,27.4005,0.63716,1.21039,92.5558,6.4576,8.56234,1.18994,0.797808,2.36481,0.118113,25.9523,0.811332,45.5356,4.51397,0.489465,0.434836,13.8568,0.701774,0.0363071,0.000976462,0.0448067,0.0948122,0.0462559,0.117313,0.00950192,0.11119,11.1057,0.470639,0.528488,
