Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
0,57.9936,417.737,158.1,0.138828,1.35271,18.5066,332.691,15.8044,1.91565,1.34645,7.08606,25.2353,0.429347,10.6796,1.10334,1.58674,1.23597,25.5971,243.349,20.4676,1.58715,0.755532,8.10374,17.0477,0.447434,10.853,1.3441,1.74354,0.148535,0.0724153,27.5867,0.0916775,0.0305215,0.124471,0.0619855,1.59737,0.238433,7.9565,0.15212,0.294603,
1,57.9936,365.951,132.833,0.158473,1.62959,48.6491,249.082,15.2627,1.70199,1.2526,3.69928,31.4211,0.379629,10.1759,0.949575,1.74849,1.11679,72.2061,113.945,11.7069,1.16927,0.546032,3.78081,22.3181,0.182415,2.60756,0.694455,0.738305,0.0852948,0.0724153,27.5867,0.0916775,0.0305215,0.124471,0.0619855,1.45398,0.0836133,4.20191,0.15212,0.575809,
2,57.9936,309.809,67.791,0.187192,1.60541,33.8273,214.332,15.4662,1.65162,1.03147,2.87236,26.5535,0.321118,9.88363,0.86633,1.39784,1.01158,43.711,74.554,11.0306,1.15046,0.43691,2.27537,18.0775,0.113278,2.46451,0.701335,0.774815,0.0929121,0.0724153,27.5867,0.0916775,0.0305215,0.124471,0.0619855,2.15464,0.0958847,4.20191,0.0811423,0.275105,
3,57.9936,283.942,69.8817,0.204244,1.63261,41.6622,168.216,14.5699,1.53383,1.18082,2.48737,38.889,0.260963,10.8949,0.895619,1.71889,1.25406,43.8957,66.9049,12.0365,1.17724,0.494731,2.04247,28.4159,0.116136,4.2023,0.617723,1.07572,0.0196848,0.129848,27.5867,0.0916775,0.0305215,0.124471,0.0619855,2.15464,0.017713,7.26713,0.0811423,0.311884,
4,57.9936,253.965,59.7503,0.228353,1.29225,37.3932,144.241,14.3557,1.34417,1.0496,3.04831,38.4229,0.206374,10.3042,0.775742,1.53182,0.975998,39.8505,54.1591,10.3153,1.12917,0.467229,2.15605,20.4642,0.113716,2.91969,0.58331,0.74188,0.0196848,0.129848,27.5867,0.0916775,0.00441211,0.124471,0.0619855,2.15464,0.012464,5.75333,0.0811423,0.311884,
5,57.9936,226.549,44.7949,0.255987,1.41725,34.1429,122.607,13.3553,1.4302,1.10221,3.21383,36.3246,0.185867,10.5229,0.733833,1.51316,0.89352,30.6317,42.176,9.58142,1.05166,0.403226,2.37278,17.2188,0.0986045,2.98868,0.45406,0.742451,0.018202,0.129848,27.5867,0.0916775,0.00441211,0.124471,0.0717981,2.15464,0.0149415,2.71649,0.0902574,0.382767,
6,57.9936,217.395,50.5704,0.266766,1.70033,47.7353,97.8306,12.4952,1.32613,1.00436,2.56799,35.6299,0.180883,14.681,0.694847,1.54844,1.01821,42.4497,39.7747,8.15613,1.15799,0.353473,2.19386,20.5447,0.128347,23.5572,0.449608,0.757026,0.0196848,0.129848,24.9139,0.0916775,0.00441211,0.37775,0.0717981,2.15464,0.0149415,1.81201,0.136608,0.398108,
7,57.9936,194.691,37.8335,0.297876,1.65003,46.4846,84.4735,13.3473,1.42314,1.08003,2.9164,28.7297,0.142027,11.7387,0.953491,1.75175,1.04023,34.5681,37.4604,8.12982,1.14753,0.380486,2.50053,12.0537,0.119155,4.66592,0.727298,0.858427,0.0190002,0.129848,16.9565,0.0916775,0.00441211,0.357918,0.0717981,2.15464,0.00929503,1.63652,0.136608,0.385554,
8,57.9936,182.295,37.0137,0.318131,1.53624,38.9876,80.524,11.7823,1.45184,0.969537,2.87589,28.4209,0.146689,12.8261,1.00154,1.77217,0.945493,30.6713,33.7502,7.08514,1.14849,0.384357,3.06832,12.7467,0.0948224,4.44902,0.646762,0.715178,0.201637,0.129848,24.9139,0.0916775,0.0305215,0.311812,0.0717981,2.15464,0.0154233,2.91208,0.153091,0.364284,
9,57.9936,170.862,67.0722,0.339418,1.42453,37.2301,65.3582,12.4181,1.32785,0.940644,1.9881,30.668,0.158614,16.866,0.784825,1.69685,0.734502,36.0389,30.4475,10.1819,1.21229,0.436297,1.93227,15.3236,0.122815,21.1647,0.654762,0.852686,0.0729762,0.129848,24.9139,0.0916775,0.0305215,0.140351,0.0717981,2.10351,0.0154233,9.36525,0.0747123,0.18944,
10,57.9936,142.533,25.6179,0.406878,1.31053,28.2325,55.8057,6.62548,1.23282,0.880456,1.72475,30.7942,0.163549,13.6614,0.639089,1.46259,0.808916,21.8099,20.6253,4.45062,1.23829,0.422933,1.61289,17.5248,0.105914,4.80722,0.545836,0.517492,0.0729762,0.129848,24.7759,0.0916775,0.0305215,0.0650378,0.0717981,0.336829,0.0165244,4.03553,0.0891366,0.465576,
11,57.9936,128.922,21.8889,0.449833,1.36696,21.2257,53.4731,6.16893,1.31587,0.954949,1.66053,26.0969,0.170991,14.4094,0.711403,1.36779,0.982647,17.8469,16.9279,4.28393,1.31433,0.479913,1.24203,16.6909,0.104654,3.16543,0.535612,0.468291,0.0559192,0.129848,24.7759,0.0916775,0.0305215,0.225733,0.0717981,0.336829,0.017713,9.99403,0.0889149,0.457853,
12,57.9936,135.078,91.0393,0.429335,1.22627,19.9281,56.2566,4.86286,1.37531,0.887744,1.54635,31.8323,0.232211,14.8059,0.647904,1.47634,0.972108,15.9905,80.9583,2.66973,1.29311,0.436768,1.32588,21.9159,0.158448,3.02287,0.49231,0.48792,0.0559192,0.129848,24.7759,0.0916775,0.0305215,0.225733,0.0717981,0.336829,0.017713,7.77095,0.0891366,0.457853,
13,57.9936,128.85,108.155,0.450087,1.07835,19.4713,47.8996,5.07318,1.23062,0.909014,1.88687,32.5598,0.297058,16.2637,0.736967,1.44346,0.849978,18.9758,75.55,4.74581,1.16057,0.439866,2.14792,22.0198,0.135028,4.39239,0.520925,0.434493,0.0343623,0.129848,24.0172,0.0916775,0.0305215,0.225733,0.086441,0.336829,0.0785726,8.41604,0.149746,0.457853,
14,57.9936,162.288,207.213,0.357349,1.07295,22.9607,80.9011,5.49256,1.0119,1.27821,2.3471,27.1675,0.357937,17.4943,0.774332,1.42975,1.04416,43.7402,163.021,6.36708,1.11965,2.10519,3.50232,16.7787,0.254708,4.93964,0.622139,0.487596,0.0559192,0.129848,24.0172,0.0916775,0.0171499,0.225733,0.086441,2.15464,0.079043,7.12998,0.149746,0.457853,
15,57.9936,126.295,143.241,0.45919,0.96057,17.8159,54.2271,4.89907,0.837085,0.948057,1.78604,23.7352,0.338824,18.6297,0.711292,1.40662,0.731942,18.8019,108.643,7.24505,1.12997,0.726204,2.50101,19.787,0.151019,4.57696,0.630002,0.42131,0.0277415,0.129848,24.0172,0.0916775,0.0171499,0.225733,0.086441,0.621549,0.141478,10.3336,0.118073,0.457853,
16,57.9936,113.508,108.328,0.510919,0.979043,21.4411,40.5287,4.73878,0.669096,0.858993,1.02307,21.108,0.343564,19.9295,0.516555,1.37188,0.642683,43.3441,49.3205,7.15424,0.956607,0.538743,0.96924,19.2634,0.0732491,4.23679,0.502293,0.368841,0.0277415,0.129848,26.0981,0.0916775,0.0171499,0.225733,0.086441,0.621549,0.141478,10.4438,0.0550256,0.457853,
17,57.9936,95.2209,97.964,0.609043,0.85715,9.59164,42.0529,2.63348,0.493679,0.857154,1.34257,14.1352,0.354442,20.9262,0.5313,1.44527,0.56586,14.3848,85.2472,2.08108,0.687741,0.313478,1.92371,10.3828,0.111635,2.91333,0.367875,0.322426,0.0277415,0.129848,26.0981,0.0916775,0.0160495,0.288716,0.0813083,0.621549,0.268349,17.4762,0.07935,0.450736,
18,57.9936,100.124,114.381,0.57922,0.809094,12.6898,42.3656,3.98795,0.548034,0.971732,1.28779,14.6304,0.329239,20.3575,0.624412,1.522,0.527066,43.8975,66.8106,10.0892,1.03008,0.329874,1.41684,17.7961,0.0615317,2.9537,0.506733,0.356135,0.0904521,0.129848,25.0633,0.0916775,0.0160495,0.288716,0.0813083,0.221945,0.0770761,10.4163,0.0837923,0.766113,
19,57.9936,131.99,207.198,0.43938,0.812383,19.7797,63.3517,3.82032,0.71581,1.09819,2.02898,16.765,0.34782,20.9515,0.717274,1.601,0.591819,55.3007,120.823,8.11961,1.18655,0.446437,3.75394,25.2713,0.117512,3.28723,0.533196,0.606701,0.0631311,0.129848,27.3442,0.0916775,0.0160495,0.313321,0.0813083,0.221945,0.0930747,4.79709,0.107706,0.724245,
20,57.9936,102.533,126.584,0.565608,0.961048,6.85878,46.7784,5.00692,0.99181,1.12113,1.34001,15.8946,0.336601,21.0298,0.689258,1.52482,0.961869,21.0344,102.347,11.0425,1.53762,0.752371,1.71313,18.915,0.165006,3.8878,0.584052,0.482794,0.104945,0.129848,25.7449,0.0916775,0.0160495,0.313321,0.0813083,0.221945,0.0211848,6.44588,0.107706,0.776971,
21,57.9936,102.163,124.421,0.56766,1.01278,11.104,46.0795,3.35354,0.655711,0.901518,1.43328,13.7963,0.334148,21.3957,0.578134,1.51793,0.992377,37.2606,73.9507,8.86106,1.19835,0.424647,2.31419,18.4871,0.0848294,5.1851,0.447527,0.270751,0.104945,0.129848,25.2407,0.0916775,0.0247244,0.095193,0.0813083,0.221945,0.103983,11.4191,0.0643686,0.97766,
22,57.9936,97.9703,132.654,0.591951,0.856949,15.9449,34.5974,4.46895,0.537979,0.889381,1.42464,13.8541,0.325585,22.9654,0.540925,1.56402,0.834032,57.2454,32.0594,12.1645,0.889669,0.534251,3.36288,26.1668,0.036875,13.5962,0.468298,0.558776,0.104945,0.129848,25.3888,0.0592386,0.00448307,0.095193,0.0813083,0.221945,0.15676,10.6732,0.0643686,0.955523,
23,57.9936,100.831,160.504,0.575157,1.00068,6.83439,52.0864,2.97466,0.541377,0.915484,1.24295,11.3502,0.35476,21.5383,0.448143,1.54366,0.839316,28.5627,109.585,8.42588,1.03374,0.949853,2.45452,19.6151,0.152007,2.29482,0.469779,0.368315,0.0686073,0.129848,27.5867,0.0916775,0.00448307,0.095193,0.0446498,0.221945,0.277927,14.0765,0.0599412,0.97766,
24,57.1625,105.616,121.345,0.541228,0.882133,9.31252,50.3655,4.15576,0.701514,0.84768,1.48833,15.4963,0.327552,19.9573,0.586458,1.49538,0.680515,25.0494,76.5961,9.90593,1.30015,0.503561,2.70485,24.1061,0.0634899,4.61186,0.690131,0.277787,0.0925407,0.06206,27.5867,0.0916775,0.00448307,0.321753,0.0446498,0.417761,0.165625,4.86889,0.0643686,0.82663,
25,57.1625,95.4657,152.237,0.598776,0.804645,13.2537,44.2996,2.77376,0.337627,0.808815,1.09728,8.87133,0.340915,20.8291,0.490492,1.5583,0.549643,55.9099,68.8548,9.06685,0.703801,0.615322,1.59159,19.9641,0.0819586,3.06906,0.506877,0.427856,0.0581253,0.06206,27.5867,0.0916775,0.00448307,0.295744,0.0446498,0.0889861,0.285584,6.15471,0.0496031,0.984476,
26,57.1625,92.8274,117.424,0.615794,0.762423,8.94036,42.3977,2.54448,0.485711,0.784497,0.927004,12.6247,0.326433,21.0436,0.495843,1.49467,0.604379,32.1527,61.5824,6.53199,0.951846,0.532106,0.78598,22.9774,0.0677383,3.82729,0.428941,0.370976,0.0581253,0.06206,26.8608,0.0916775,0.00448307,0.295744,0.0570821,0.0889861,0.038315,12.0006,0.0496031,0.713833,
27,57.1625,111.411,169.869,0.513076,0.784246,12.339,53.7248,4.08261,0.496517,0.895815,1.08279,14.5435,0.351324,21.126,0.50649,1.47833,0.634778,40.0946,108.317,11.1558,1.04061,0.772288,1.44791,29.858,0.157265,3.73969,0.587297,0.314612,0.0581253,0.06206,21.4547,0.0916775,0.00448307,0.295744,0.0570821,0.0889861,0.097648,2.17101,0.0446726,0.687753,
28,57.1625,125.727,188.203,0.454656,0.925878,21.2728,58.8854,4.54911,0.676811,0.865816,1.5647,13.5094,0.33948,20.925,0.488048,1.72457,1.21628,56.3088,110.336,11.8229,1.29886,0.65606,3.19878,29.8597,0.129287,4.28111,0.604572,0.925079,0.0133284,0.06206,27.5867,0.0916775,0.00448307,0.266576,0.0570821,0.0889861,0.154241,3.32181,0.0276318,0.629748,
29,56.9531,123.102,189.613,0.462649,0.620272,16.7351,67.3271,2.95642,0.586211,0.849341,1.16212,9.22623,0.363154,21.2614,0.434307,1.58039,0.478767,53.8804,121.182,8.13567,1.15754,0.670594,2.09833,22.359,0.179217,2.33514,0.632216,0.692112,0.0133284,0.0304049,27.5867,0.0916775,0.00448307,0.266576,0.0498586,0.108118,0.100921,11.9551,0.0300637,0.96211,
30,56.9531,109.986,154.588,0.517821,0.777716,23.6603,45.6646,3.67008,0.630586,0.791123,0.908452,9.15637,0.314567,22.4845,0.415472,1.51217,0.683347,74.0683,51.9828,9.06413,1.3771,0.488905,1.94945,25.4752,0.059896,6.86175,0.632713,0.245806,0.0133284,0.0304049,27.5867,0.0916775,0.00448307,0.266576,0.0498586,0.0536144,0.107215,8.93468,0.0300637,0.658759,
31,56.9531,146.077,222.657,0.389884,0.86783,32.0767,66.8439,6.63042,0.603113,0.844184,1.29272,12.5248,0.325118,21.8515,0.504237,1.71249,0.991942,87.6864,105.49,17.4764,1.02263,0.712096,2.36502,30.5219,0.0816415,5.43945,0.756547,1.29316,0.0133284,0.0304049,27.5867,0.0455358,0.00448307,0.266576,0.047567,0.0525225,0.0419524,7.57848,0.0300637,0.630455,
32,56.9531,116.622,149.837,0.488355,0.903045,26.3429,46.5538,5.48083,0.771329,0.863738,1.15613,11.761,0.304219,20.4304,0.428444,1.62641,0.83317,65.6835,54.4129,13.4855,1.55966,0.609606,2.00262,26.8629,0.0806722,4.38242,0.529319,0.661586,0.0133284,0.0304049,26.9593,0.0455358,0.00448307,0.243377,0.0431356,0.0536144,0.0331435,1.78475,0.0300637,0.529713,
33,56.9476,117.432,187.061,0.48494,0.796532,22.1452,55.7285,3.81464,0.403162,0.790026,0.745213,9.92326,0.339955,20.8226,0.325705,1.59753,0.790604,71.4598,84.6995,11.0885,0.846244,0.650726,1.79463,20.9777,0.0815057,3.11057,0.518272,0.767568,0.0133284,0.0304049,26.3394,0.0355962,0.00600288,0.266576,0.0431356,0.0710522,0.26659,7.82861,0.0300637,0.570065,
34,56.0822,113.842,167.801,0.492632,0.767161,25.7046,45.9686,4.92781,0.732236,0.696179,0.649454,10.9578,0.316397,21.0399,0.44145,1.64016,0.577215,75.6816,61.0633,12.215,1.48981,0.341949,1.07832,29.5422,0.0692761,5.26943,0.81671,0.397107,0.0133284,0.0304049,27.5867,0.0355962,0.00701404,0.261379,0.0431356,0.0603798,0.143008,3.34894,0.0300637,1.36221,
35,56.0822,130.876,224.831,0.428513,0.805662,16.5121,73.1067,4.31156,0.568427,0.803377,1.38515,9.95672,0.367209,21.1437,0.330043,1.58568,0.848905,55.4388,144.518,12.2733,1.22703,0.847562,3.41546,29.6759,0.198722,3.45558,0.566749,0.300809,0.0133284,0.0304049,27.5867,0.0355962,0.00701404,0.24662,0.0409924,0.0424828,0.280748,4.75156,0.0300637,1.13862,
36,56.0822,113.57,159.154,0.493811,0.825863,15.8896,52.6466,5.22055,0.456084,0.798488,0.890886,11.8081,0.32803,22.769,0.316737,1.62031,0.841516,43.4713,82.4614,12.4878,1.03499,0.651112,2.21306,33.0392,0.0846623,14.0905,0.508812,0.344219,0.0133284,0.0304049,27.5867,0.0355962,0.00701404,0.229178,0.0431356,0.00416079,0.0344424,1.33034,0.0300637,1.37708,
37,56.0822,92.551,167.933,0.605959,0.751976,6.2323,53.7444,2.24209,0.297232,0.642817,0.775683,4.05652,0.344572,21.6928,0.231063,1.53959,0.869482,28.2335,114.499,8.37369,0.689806,0.66274,2.35167,17.7226,0.0975638,1.52169,0.345597,0.336704,0.0133284,0.0304049,27.5867,0.0355962,0.00701404,0.229178,0.0431356,0.00416079,0.302267,15.831,0.0300637,0.780797,
38,56.0822,98.9434,168.552,0.56681,0.742831,10.148,52.1995,3.84087,0.41423,0.556485,0.843964,6.27044,0.362243,21.7334,0.278314,1.55313,0.836664,45.3785,108.042,11.5858,0.995107,0.28335,2.64564,20.2334,0.16485,1.74211,0.563507,0.18916,0.0133284,0.0304049,27.5867,0.0355962,0.00624685,0.157258,0.0431356,0.00416079,0.216355,13.2572,0.0412789,1.416,
39,56.0822,104.119,158.692,0.538637,0.73601,17.5489,49.7563,2.99065,0.39612,0.636502,0.748747,7.79325,0.337431,21.3588,0.263546,1.55249,0.888366,65.5451,84.6182,9.94521,0.995173,0.472249,2.23692,25.2106,0.0859749,2.47792,0.519329,0.377574,0.0730085,0.0304049,27.5867,0.0355962,0.00624685,0.229178,0.0431356,0.00416079,0.101339,10.1387,0.0412789,0.502791,
40,56.0822,100.464,169.657,0.558231,0.565014,12.9615,54.6407,2.42332,0.344023,0.668388,0.427205,5.38662,0.353483,20.9151,0.192641,1.5861,0.47189,58.5712,105.55,8.66809,1.00315,0.782751,1.40269,21.377,0.156621,3.41898,0.375399,0.417777,0.0730085,0.0302763,29.4835,0.0355962,0.00547619,0.229178,0.0714751,0.0480957,0.299409,1.07395,0.0412464,0.880641,
41,55.7839,122.188,193.367,0.456542,0.756643,22.9132,58.2903,3.15265,0.566392,0.765138,1.5457,9.96539,0.324644,21.9409,0.331042,1.63583,1.09667,70.3146,87.3303,8.71928,1.41753,0.709275,4.63461,26.7688,0.0724187,3.525,0.665667,0.67541,0.0191513,0.0302763,29.6103,0.0245918,0.00547619,0.206797,0.0580227,0.0266881,0.122927,13.7967,0.0365805,0.95995,
42,55.7839,100.24,149.353,0.556504,0.594313,17.8198,47.3501,2.8118,0.330311,0.529546,0.805496,6.04035,0.333277,21.8347,0.250976,1.53913,0.625259,63.6748,77.791,9.51367,0.931207,0.373229,2.71921,20.144,0.0700183,4.28148,0.563232,0.259308,0.071554,0.0302763,21.492,0.0245918,0.00547619,0.0613051,0.060945,0.0266881,0.292108,11.8708,0.0365805,0.6598,
43,55.7839,101.417,141.823,0.550043,0.709139,6.8291,57.404,2.81757,0.543313,0.709715,1.28682,7.30448,0.327436,21.6859,0.255335,1.54448,0.984505,25.6258,101.32,8.33613,1.33779,0.571731,3.84593,24.7371,0.044151,5.4425,0.543635,0.449329,0.071554,0.0302763,29.6561,0.0245918,0.00643268,0.13121,0.0772827,0.0266881,0.182682,10.8923,0.0310207,0.579048,
44,55.7273,142.487,242.02,0.391104,0.658716,28.343,70.1845,6.41218,0.691627,0.78453,1.32439,9.21949,0.347083,22.5275,0.307862,1.68617,0.704232,81.2355,128.071,17.4554,1.6274,1.06656,3.44876,27.9528,0.122834,12.0609,0.597889,0.860953,0.071554,0.0302763,29.5249,0.0245918,0.00643268,0.065158,0.055516,0.0217248,0.0522635,7.16458,0.0365805,0.88794,
45,55.7273,105.216,169.878,0.529649,0.899991,13.8495,53.9812,2.34778,0.410584,0.634097,0.590236,8.99228,0.342198,21.4266,0.214689,1.52636,1.26149,53.3558,101.018,7.96058,1.09442,0.578257,2.30887,29.3694,0.112279,3.20335,0.396288,0.269789,0.071554,0.0302763,21.7647,0.0281386,0.00486569,0.13121,0.0581944,0.0182129,0.131732,6.65895,0.0365805,0.476573,
46,55.5258,113.479,211.533,0.489306,0.697559,15.0061,62.0966,2.318,0.351982,2.26851,0.919606,6.80687,0.364737,20.8569,0.252639,1.53915,0.75313,60.3521,128.685,8.11671,0.938702,10.0886,2.55775,22.6416,0.217715,3.75911,0.510824,0.170853,0.071554,0.0241185,29.4028,0.0281386,0.00486569,0.13121,0.0581944,0.0100196,0.0673304,0.204301,0.0365805,1.37686,
47,55.5094,98.3866,175.709,0.564196,0.465677,15.4785,47.0598,2.49202,0.386109,0.545011,0.726509,4.55033,0.344961,24.5569,0.136044,1.6447,0.431335,60.3457,81.8749,9.98009,1.00228,1.69034,2.81851,19.2228,0.084994,19.5312,0.222489,0.762827,0.071554,0.0357491,29.4243,0.0281386,0.00486569,0.13121,0.0581944,0.0100196,0.316326,13.8929,0.0336073,1.4614,
48,55.4037,98.1629,165.89,0.564406,0.472176,14.8849,50.3882,3.36441,0.253479,0.847934,0.523518,4.24779,0.333316,21.1119,0.20482,1.53043,0.334256,61.0094,82.0311,13.0568,0.59365,2.21681,1.59519,16.7991,0.0752063,4.73127,0.469973,0.235385,0.112496,0.0357491,29.4243,0.0281386,0.00486569,0.13121,0.0671151,0.0100196,0.129817,3.98829,0.0359717,1.33143,
49,55.4037,101.075,166.2,0.548143,0.623845,14.2839,51.7463,2.99479,0.348416,0.605238,0.512431,6.43852,0.329825,21.422,0.184004,1.58607,1.08172,52.2891,87.7169,10.4849,0.795787,0.701843,1.16203,23.2492,0.0841382,1.79054,0.287775,0.422121,0.11623,0.0357491,29.4243,0.0281386,0.00619679,0.13121,0.0671151,0.0100196,0.0297555,13.3631,0.0365805,0.946963,
50,55.4037,101.869,159.906,0.543871,0.473043,17.6534,49.4691,3.12113,0.347684,0.572057,0.763289,5.87696,0.338654,21.5114,0.233425,1.50905,0.543717,60.9292,70.3874,10.1907,0.878545,0.454563,2.33571,21.2226,0.0782244,3.04421,0.573444,0.357155,0.0960934,0.0106268,29.4243,0.025387,0.00619679,0.13121,0.0671454,0.0100196,0.275843,9.01344,0.0365805,0.404066,
51,55.4037,106.695,171.011,0.519274,0.443971,11.8631,60.65,3.39833,0.428353,0.635354,1.10711,5.09589,0.352823,20.9403,0.283565,1.49579,0.579543,40.1486,117.693,10.4041,0.932963,0.689802,3.62742,14.7482,0.129191,3.60318,0.49244,0.235156,0.11623,0.0106268,29.4243,0.0281386,0.00714513,0.17126,0.0758071,0.00750248,0.10589,3.31722,0.0365805,0.649695,
52,55.4037,68.631,51.3108,0.80727,0.303335,3.92253,33.8232,1.89227,0.288118,0.482149,0.452398,3.53593,0.326762,21.8422,0.229111,1.53293,0.224841,18.6918,27.6939,8.61683,0.668145,0.398739,1.42377,15.1991,0.0367934,2.35127,0.531161,0.281944,0.0659293,0.0106268,15.5131,0.0239261,0.0256331,0.0343932,0.0697382,0.00750248,0.168785,10.3349,0.0365805,0.814263,
53,55.4037,139.32,233.224,0.397674,0.518904,25.5586,73.1593,2.88838,0.507817,0.619519,1.35204,10.194,0.360948,22.3269,0.303666,1.52938,0.856579,78.5103,132.465,7.99039,1.19072,0.682451,4.08039,30.0982,0.144404,4.44817,0.591163,0.298349,0.0176759,0.0106268,29.4243,0.0239261,0.00373034,0.17126,0.0697382,0.00750248,0.144302,10.4306,0.0311063,0.551779,
54,55.2097,106.83,163.654,0.516799,0.415317,12.5545,57.6125,3.95923,0.606947,0.591795,1.13717,6.50977,0.32614,21.2564,0.252726,1.60752,0.57915,47.7731,104.177,12.838,1.50639,0.645578,3.0244,19.5326,0.102721,3.25775,0.526566,0.434945,0.015652,0.0106268,29.4243,0.0239261,0.0145225,0.17126,0.0697382,0.00706311,0.0452423,6.13809,0.0356621,1.34255,
55,55.2097,104.451,156.418,0.52857,0.475321,16.0106,51.2718,3.49423,0.327854,0.528407,0.725141,6.20852,0.344294,23.3667,0.22853,1.46971,0.722901,58.843,85.5765,10.5503,0.736241,0.578663,2.04812,18.8619,0.0858937,12.3478,0.494386,0.204917,0.0161906,0.0357491,29.4243,0.00833366,0.0145225,0.17126,0.0697382,0.00750248,0.178431,4.86686,0.0365805,0.403053,
56,55.0168,114.744,252.762,0.479474,0.27431,7.12513,68.497,1.41803,0.34978,6.96584,0.904213,5.30862,0.378475,21.7444,0.196576,1.58186,0.187894,28.555,160.686,6.04433,0.96842,45.5991,3.4766,20.4857,0.25243,2.52464,0.497894,0.701917,0.0152167,0.0200473,29.2639,0.00833366,0.00653841,0.109996,0.0697382,0.0107005,0.315619,12.2287,0.0366386,0.643378,
57,55.0168,113.165,196.168,0.486163,0.313735,19.3872,59.5463,3.29063,0.384149,0.498013,0.481925,5.95221,0.351138,21.2113,0.208221,1.54053,0.301539,69.2884,102.264,11.7962,0.925839,5.18112,1.32764,21.7507,0.101506,2.69074,0.428402,0.516278,0.0161906,0.0200473,29.4243,0.00833366,0.00653841,0.109996,0.0697382,0.0107005,0.315619,10.3269,0.0366386,0.928298,
58,55.0168,92.9217,170.588,0.592077,0.326768,5.31558,53.6437,1.98892,0.297651,0.43006,0.708136,6.54023,0.341067,21.4057,0.236975,1.68695,0.496225,28.0187,110.472,8.26998,0.863795,0.581383,2.62595,27.0317,0.0890994,3.04465,0.658245,0.904472,0.0161906,0.0200473,29.4243,0.00833366,0.00634938,0.0772538,0.0697382,0.0107005,0.240443,2.16412,0.0338054,1.46992,
59,54.9464,126.854,207.543,0.433145,0.451006,21.8888,62.0158,5.04878,0.542631,0.632341,0.882502,8.71134,0.350244,24.4723,0.312151,1.54663,0.627464,66.9094,113.858,14.8717,1.14636,0.955811,2.16156,26.4623,0.158235,25.8355,0.690733,0.540902,0.0161906,0.0200473,29.4243,0.0125858,0.00497492,0.0772538,0.0697382,0.0107005,0.176753,2.17089,0.0338054,0.569859,
60,54.9464,122.058,201.723,0.450167,0.547381,23.2057,64.8349,2.89831,0.449745,0.54132,0.876698,5.37151,0.353206,21.149,0.278925,1.55086,1.11973,70.6059,104.817,10.0901,1.09937,0.741596,2.34761,18.9674,0.0977499,4.07147,0.642277,0.517551,0.0161906,0.00541994,29.585,0.0223921,0.00634938,0.0772538,0.0697382,0.0107005,0.315619,11.6117,0.0338054,0.589249,
61,54.9177,92.9115,139.903,0.591075,0.341877,11.2541,48.8237,2.13624,0.387191,0.457429,0.589501,5.85786,0.324769,21.023,0.195144,1.52076,0.657573,49.0498,76.2386,7.11773,1.01526,0.542035,2.02899,20.2879,0.0607052,3.32863,0.498669,0.245891,0.0161906,0.00541994,29.4476,0.0223921,0.00810176,0.109996,0.0710523,0.0107005,0.0262452,3.9836,0.03023,1.01955,
62,54.9177,103.892,182.731,0.528603,0.358868,8.89372,59.2897,2.05584,0.413781,0.462542,0.791995,6.35415,0.366329,23.1614,0.205909,1.53776,0.543433,40.8814,133.735,7.14304,1.12966,0.579504,2.92198,24.2675,0.221847,13.2229,0.520915,0.307209,0.0129477,0.00541994,29.585,0.0202077,0.00471833,0.109996,0.0710523,0.0177573,0.244042,5.14546,0.0328412,0.945892,
63,54.8318,72.6595,101.853,0.754641,0.267469,2.13949,42.5665,1.03126,0.209543,0.412489,0.593013,1.93839,0.339552,21.5214,0.121113,1.51921,0.294832,11.5448,83.723,4.80795,0.70377,0.642169,2.38411,8.95237,0.128166,3.15356,0.321192,0.193564,0.0161906,0.00541994,29.585,0.0237707,0.00465815,0.109996,0.0725407,0.0177573,0.118053,4.39345,0.0328412,1.40566,
