Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
167,54.0786,109.578,192.447,0.493519,0.254833,20.017,54.1977,3.81819,0.333053,0.165647,0.611892,7.11624,0.342365,21.0357,0.172107,1.51285,0.985737,72.6449,96.4265,13.2084,1.12635,0.538559,2.22319,26.8018,0.126157,3.97944,0.509502,0.187343,0.0150353,0.000878999,29.9369,0.0265017,0.00351459,0.0268576,0.0848629,0.0213866,0.116609,4.5748,0.0285732,1.32582,
168,54.0786,94.4441,159.95,0.572599,0.136817,15.1584,47.4296,1.47559,0.217078,0.149215,0.942494,5.37196,0.318695,21.6792,0.105814,1.45937,0.688152,60.8994,70.678,6.01318,0.875578,0.557893,3.72358,23.0806,0.0496367,1.97107,0.342444,0.225015,0.0150106,0.000878999,29.9371,0.0264254,0.00338258,0.0268576,0.0848629,0.0213487,0.105974,11.6421,0.0285732,0.413074,
169,54.0783,100.435,152.294,0.538442,0.120974,7.20708,57.6022,3.83133,0.317681,0.291457,0.738933,7.22466,0.335619,21.0125,0.188132,1.5642,0.426065,35.9774,97.4245,11.7235,1.17112,0.821153,2.49454,24.0599,0.079577,3.4795,0.554652,0.376822,0.0150353,0.000902508,29.9376,0.0264656,0.00343969,0.0268563,0.0846973,0.0213866,0.16589,8.26723,0.0285616,1.4634,
170,54.0783,101.259,170.53,0.534062,0.192886,20.1007,44.359,3.74016,0.24765,0.21232,0.375018,7.70709,0.328697,22.2244,0.224694,1.54586,0.797884,73.5944,58.4291,14.2485,0.913295,0.652025,1.07673,27.5307,0.0497677,7.7515,0.671695,0.771669,0.0150362,0.000920632,29.9372,0.0264708,0.00350022,0.0268209,0.0846973,0.0213563,0.0666372,3.81053,0.0285616,0.385724,
171,54.0782,124.57,215.226,0.434119,0.23377,25.7944,62.399,3.7723,0.424773,0.522505,0.840039,7.30663,0.346117,21.2328,0.182928,1.5149,0.96736,78.9865,108.806,11.9185,1.33745,1.5834,2.71517,24.8471,0.14179,3.34469,0.504382,0.312873,0.0150362,0.000926056,29.9373,0.0265118,0.00350022,0.0267751,0.0846973,0.0213563,0.0759591,3.22458,0.0285575,0.975745,
172,54.0781,88.9597,148.548,0.607894,0.0608966,13.4815,40.7293,2.68809,0.226927,0.104578,0.376932,6.89601,0.327423,22.4334,0.104099,1.53055,0.277805,58.937,60.5819,11.1116,1.01216,0.50616,1.47986,27.3009,0.0465274,4.19159,0.326383,0.36815,0.015152,0.000926056,25.1206,0.0264606,0.00353169,0.0267751,0.084602,0.021288,0.101524,8.54194,0.0285428,1.18261,
173,54.0781,107.213,179.634,0.504397,0.116042,9.61949,60.5673,3.12999,0.372462,0.263817,0.968752,8.81651,0.366397,21.1672,0.225589,1.59973,0.397594,46.2029,101.031,10.3328,1.16493,0.792929,3.32537,29.5029,0.161382,4.46194,0.600009,0.576012,0.015152,0.000943489,29.9375,0.0265671,0.00353169,0.0266787,0.084602,0.0212396,0.32677,1.71702,0.0285428,1.47659,
174,54.078,110.795,182.098,0.488092,0.129679,12.2324,59.5586,3.35061,0.34278,0.298976,0.888261,6.63393,0.359761,25.15,0.277324,1.57244,0.469574,46.3315,129.36,10.4369,1.15897,0.992391,2.70391,21.1058,0.187418,23.7587,0.7616,0.645679,0.0151285,0.00095597,29.9381,0.0265643,0.00353169,0.0266787,0.084602,0.021234,0.195002,2.88943,0.0285428,0.964258,
175,54.0778,103.584,197.571,0.522068,0.0893489,2.5033,70.1356,2.3746,0.261456,0.171072,0.424941,3.6385,0.386286,21.9375,0.156999,1.50418,0.313438,15.7872,161.411,9.6682,1.08461,0.774265,1.65269,14.755,0.246324,3.35079,0.552146,0.184814,0.01512,0.00095597,29.938,0.0265939,0.00358265,0.0266787,0.0847288,0.0212058,0.32677,14.5117,0.0285571,1.47669,
176,54.0777,130.487,216.976,0.414431,0.226806,16.0335,78.3094,2.801,0.61249,0.309605,1.6724,7.75057,0.362607,20.771,0.229163,1.40807,0.832053,48.9568,143.462,8.48524,1.70588,0.811206,5.09686,22.9457,0.133595,4.10774,0.6547,0.228405,0.015151,0.000971061,29.938,0.0265733,0.00358265,0.0266787,0.0847288,0.0211177,0.32677,2.99168,0.0285567,0.357768,
177,54.0777,125.094,197.607,0.432296,0.213173,16.4767,67.6604,4.98956,0.557856,0.403428,0.900941,10.455,0.345767,21.2378,0.234495,1.61891,0.658896,59.3581,120.635,13.3598,1.44762,1.00822,2.77366,27.608,0.144521,3.4222,0.614103,0.707397,0.0151211,0.000987864,29.938,0.0265939,0.00358265,0.0266787,0.0846789,0.0211177,0.113401,7.02735,0.028545,0.567203,
178,54.0777,86.6311,159.927,0.624229,0.100307,12.3337,42.3499,1.7701,0.19988,0.12221,0.83512,4.09434,0.330225,22.8388,0.141259,1.51519,0.493895,60.9771,64.2104,8.69808,0.996557,0.648061,3.71493,20.5018,0.0520698,6.51756,0.559424,0.221331,0.0151211,0.000999905,29.938,0.0265939,0.00360347,0.0266542,0.0846789,0.0211177,0.178594,13.6347,0.028545,1.47665,
179,54.0775,103.818,170.68,0.520888,0.172212,15.4341,55.168,2.75134,0.287605,0.181887,0.53977,5.95391,0.334859,21.3509,0.179093,1.4642,0.546618,55.217,90.2028,9.772,0.981648,0.582416,1.70429,21.4601,0.0886525,3.0318,0.559208,0.204925,0.0151312,0.000999905,29.9393,0.0265939,0.00360347,0.0266489,0.0846646,0.0211142,0.107338,11.0382,0.0285386,0.422222,
180,54.0775,112.591,161.53,0.480301,0.253498,14.627,55.8282,3.85901,0.570666,0.327802,0.945731,13.1753,0.34123,20.861,0.291561,1.50988,0.69702,44.5562,86.0715,10.4134,1.50563,0.75037,2.51678,35.991,0.0847587,3.45357,0.687461,0.357548,0.0150867,0.00098895,25.5074,0.0266592,0.00360577,0.0266189,0.0846789,0.0210798,0.0235416,6.27274,0.0285386,0.367361,
181,54.0773,93.3144,140.958,0.579517,0.257659,9.94563,48.7196,2.22974,0.202688,0.131958,0.595847,6.41707,0.335498,22.8913,0.146025,1.44148,0.991968,44.3176,79.9539,8.32234,0.831417,0.432987,2.25769,25.064,0.0714968,11.5433,0.445929,0.190657,0.015108,0.00098895,29.9388,0.0266796,0.00360577,0.0265668,0.0846673,0.0210798,0.0724757,5.11994,0.0285386,0.382191,
182,54.0773,145.781,222.074,0.370949,0.265799,21.5914,81.419,5.65834,0.589764,0.393712,1.17814,11.0382,0.370405,21.4166,0.334103,1.52536,0.736383,61.0005,141.566,14.7262,1.41803,0.924293,3.33421,29.3845,0.146325,9.54009,0.778283,0.537731,0.0151073,0.00098895,28.449,0.0267682,0.00360577,0.0265668,0.0846541,0.0210798,0.130648,0.956349,0.0285356,0.41808,
183,54.0773,130.533,449.721,0.414279,0.0465698,6.34261,95.1208,1.91891,0.140442,0.0994835,0.304996,2.81403,0.336209,21.7844,0.0932054,1.53176,0.221884,43.8061,383.734,10.2122,0.934261,0.522795,1.33966,15.4808,0.109987,1.74333,0.425976,0.334688,0.0150927,0.00098895,29.9388,0.0267964,0.00360577,0.0265668,0.0846502,0.0210798,0.0924126,11.8836,0.0285356,1.47675,
184,54.0772,82.7142,140.48,0.653784,0.116678,10.7966,41.7159,1.44715,0.169851,0.131185,0.388896,4.28615,0.337253,21.7196,0.107446,1.49743,0.502298,53.1072,66.1046,7.29352,0.824846,0.526178,1.79764,21.2259,0.054959,2.02929,0.399199,0.128285,0.0150748,0.00098895,29.9388,0.0267964,0.00364653,0.0265668,0.0846392,0.0209548,0.326778,10.0419,0.0285304,1.47675,
185,54.0771,119.034,225.466,0.454301,0.081329,8.2957,76.4834,2.90639,0.304657,0.48075,0.828094,5.69906,0.373463,21.7445,0.227102,1.60939,0.360756,31.5177,166.193,10.8393,1.08518,2.56336,2.59224,22.0701,0.232594,2.27341,0.693791,0.985977,0.0150605,0.00106376,29.9381,0.0267964,0.00367189,0.0265505,0.0846392,0.0209548,0.326781,11.8357,0.0285304,0.641631,
186,54.077,67.4143,93.3586,0.80216,0.0403437,1.80899,38.4125,0.687492,0.0601656,0.0904239,0.359343,2.17616,0.329946,21.889,0.0557049,1.50416,0.180667,14.1741,59.3102,4.62263,0.46244,0.445808,1.92214,15.3565,0.0488151,1.66159,0.254424,0.205801,0.0150748,0.00105496,29.9381,0.0268563,0.00367189,0.0265668,0.0846114,0.0208741,0.326773,10.2982,0.0285248,1.47675,
187,54.0768,78.246,105.016,0.691113,0.0585055,6.73606,39.3903,1.21076,0.22016,0.159925,0.588549,3.15832,0.335468,24.7344,0.141175,1.51238,0.197658,35.4995,45.823,5.5725,0.955602,0.540504,2.16765,12.4626,0.0757984,20.5606,0.519604,0.184301,0.0150748,0.00105496,29.9388,0.0268563,0.00367189,0.0265668,0.0846392,0.0207789,0.240551,13.1464,0.0285268,1.47675,
188,54.0768,137.961,216.307,0.391971,0.497058,19.1647,74.8524,5.63722,0.644329,0.531595,1.12783,12.6812,0.370827,20.637,0.313479,1.5035,1.48283,61.4422,130.03,13.6603,1.49847,1.29969,2.64691,30.6483,0.145389,5.45479,0.728753,0.583357,0.0150678,0.00105496,25.1947,0.0268563,0.0036909,0.0265668,0.0846057,0.0207789,0.118367,5.97684,0.0285197,0.47419,
189,54.0768,103.412,153.198,0.522924,0.201978,18.2739,48.5137,2.38254,0.302748,0.248182,0.611381,8.40623,0.325893,22.4577,0.20195,1.48622,0.627318,60.3891,64.4799,8.35559,0.982668,0.741153,1.85128,28.0526,0.104076,9.72048,0.546462,0.367597,0.0150971,0.00107595,29.9388,0.0268563,0.00366233,0.0265,0.0846259,0.0207789,0.047896,3.40909,0.0285237,0.281806,
190,54.0768,98.4471,176.702,0.549298,0.212191,7.9839,59.012,2.54966,0.205555,0.176046,0.866732,3.88016,0.35911,21.5092,0.133328,1.55922,0.874884,41.8033,119.335,10.6226,0.856821,0.656432,3.60595,16.9533,0.141152,2.62744,0.458339,0.559243,0.0150589,0.00113175,29.9392,0.0269182,0.00366233,0.0265,0.0845958,0.0206549,0.326775,10.6499,0.0285192,1.40599,
191,54.0768,87.7348,120.231,0.616366,0.170612,7.11214,47.4539,2.75504,0.301369,0.261477,0.791057,5.1517,0.347171,21.5613,0.232391,1.59664,0.659166,32.8929,76.7856,9.77892,0.983227,0.73238,2.22595,15.5171,0.115917,4.39422,0.627193,0.396197,0.0150589,0.00113547,29.9392,0.0269247,0.00365501,0.0265,0.0846054,0.0206549,0.125228,0.706148,0.0285192,1.47677,
192,54.0768,106.838,171.172,0.506155,0.298645,15.6687,54.1108,2.58558,0.405516,0.279287,1.21032,8.72187,0.318513,21.4889,0.21495,1.53531,0.953566,54.7259,83.7706,9.55838,1.23988,0.767775,4.26972,27.3428,0.0506127,2.46777,0.590942,0.475105,0.0150589,0.0011279,29.939,0.0269247,0.00365501,0.0264582,0.0846054,0.0205985,0.0642346,8.66122,0.0285156,0.644303,
193,54.0766,122.74,206.822,0.440579,0.184075,22.2066,63.6407,3.15806,0.333361,0.427141,0.633216,8.99549,0.346404,21.0513,0.231829,1.53144,0.626749,70.5228,102.523,10.4614,1.05255,1.43572,2.43999,27.9569,0.0901327,3.81163,0.664426,0.573205,0.0151262,0.00113547,29.939,0.0268692,0.00360476,0.0264582,0.0845449,0.020481,0.326775,0.430085,0.0285084,0.345169,
194,54.0766,99.9732,162.526,0.540911,0.116059,17.9681,49.449,3.36354,0.232956,0.233379,0.464906,4.49933,0.333874,21.6543,0.173318,1.48439,0.620781,63.1694,78.8097,11.8899,0.815481,0.71669,1.57841,16.8379,0.0505986,2.31518,0.569472,0.470815,0.00499213,0.00110947,29.939,0.0268692,0.00360476,0.0264582,0.0845294,0.020481,0.225908,10.6005,0.0285084,0.262842,
195,54.0765,140.669,240.028,0.384423,0.133775,30.1549,71.3201,4.28005,0.336435,0.393029,0.802027,9.20491,0.360363,22.0445,0.152673,1.48638,0.424546,87.4669,128.759,12.6149,1.01727,1.03436,2.41972,26.5102,0.155605,5.2766,0.40932,0.206572,0.0151331,0.00110947,29.939,0.0268692,0.00360476,0.0264582,0.0845375,0.020481,0.0752342,5.3086,0.0285084,0.777021,
196,54.0765,103.766,196.83,0.521138,0.115099,13.168,57.172,2.46283,0.189281,0.208854,0.57416,6.46775,0.361756,21.4227,0.101025,1.52264,0.40765,62.1298,115.152,11.8614,0.817768,0.915189,2.18418,26.0322,0.156513,2.89764,0.346085,0.226887,0.0151506,0.00114068,29.9392,0.0269093,0.00360476,0.02639,0.0845375,0.0203455,0.326776,8.19672,0.0285084,1.47678,
197,54.0764,97.1188,147.917,0.556807,0.115537,14.802,49.4463,2.00136,0.318086,0.237383,0.366847,5.40334,0.342465,22.4046,0.177243,1.50369,0.527395,56.2125,82.6438,7.07185,1.17965,0.741159,1.36869,21.3541,0.063788,6.66562,0.52873,0.31531,0.0151506,0.00114068,29.9389,0.0269609,0.00363723,0.02639,0.0845375,0.0203455,0.326776,11.5562,0.0285084,0.751255,
198,54.0763,101.488,181.696,0.532835,0.165938,12.5783,54.3844,3.55107,0.316101,0.374258,0.939203,5.62521,0.357621,21.3944,0.17843,1.62307,0.563036,53.1021,102.444,12.6195,1.06635,1.34854,3.02139,20.4151,0.137458,2.94902,0.543196,0.734349,0.0151685,0.00114068,25.8986,0.0270052,0.00363723,0.0263646,0.0845354,0.020276,0.326776,5.90252,0.0285081,0.580663,
199,54.0763,102.437,193.518,0.5279,0.131447,13.2819,56.0961,2.47883,0.220102,0.230484,0.776861,5.29405,0.349329,21.7936,0.172528,1.61146,0.484092,54.8107,107.622,10.0016,0.882271,0.853987,3.11362,23.4389,0.0907514,1.79104,0.617714,0.672121,0.0151685,0.00114068,29.9392,0.0270052,0.00363241,0.0263646,0.0845552,0.0202724,0.326777,11.3852,0.0285059,1.38176,
200,54.0762,107.92,203.494,0.501077,0.191987,12.8564,59.0492,3.07038,0.361826,0.107196,1.03195,7.39319,0.359927,21.7721,0.1656,1.56025,0.722662,55.348,122.647,12.0872,1.26966,0.394861,3.27334,27.5354,0.183695,2.74047,0.492836,0.35953,0.0151849,0.00114412,29.9392,0.0270446,0.00361153,0.0263581,0.0845552,0.0202454,0.0527363,8.92957,0.0285059,1.47673,
