Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
10,91.622,352.873,552.527,0.259646,31.0879,31.1061,3.6888,26.6629,11.3123,110.5,3.52326,25.1983,109.793,17.7597,32.3216,2.15381,12.4386,10.6334,266.426,2.3324,15.8877,264.157,5.81582,1.78596,0.0513293,13.853,0.131991,0.784268,0.673362,3.64045,0.534657,
11,91.622,341.104,491.583,0.268604,31.0237,22.4949,3.38434,30.7507,11.8746,108.723,3.00468,21.726,108.122,14.1075,17.986,2.34871,15.3618,13.1272,242.519,1.73549,16.0184,238.531,4.33211,1.78596,0.0513293,14.1957,0.131991,0.784268,0.65497,3.64045,0.534657,
12,91.622,233.278,263.944,0.392759,28.5356,23.4435,3.49911,57.2456,9.46976,42.5794,3.09924,22.822,42.5836,14.2394,22.2639,2.2578,208.642,10.8889,77.7065,2.01312,13.1138,88.563,7.02275,1.78596,0.0513293,14.1957,0.0957416,0.784268,0.673362,6.23277,0.534657,
13,91.622,255.974,242.843,0.357934,26.2323,23.7737,2.91997,26.641,8.21409,71.469,3.26843,21.9543,71.5013,13.1756,16.0733,1.8431,31.1881,5.88461,114.091,1.88433,13.0804,117.593,7.02275,1.78596,0.0590785,14.1957,0.131991,0.784268,0.673362,3.08836,0.534657,
14,91.622,311.191,366.373,0.294424,31.4749,22.5628,3.58289,29.0862,9.0906,93.9832,3.74367,23.7084,93.9582,18.0213,16.7579,2.84113,19.6075,8.69445,176.383,2.14143,15.1845,175.276,7.02275,1.78596,0.131166,9.2515,0.131991,0.784268,0.6151,6.50324,0.534657,
15,91.622,337.127,574.903,0.271773,24.1757,31.1612,3.63934,27.9837,11.386,106.615,3.00833,23.3613,105.797,16.4812,27.1046,2.68838,11.3347,8.87769,277.172,2.04105,15.481,272.533,0.85109,1.78596,0.150799,9.54199,0.131991,0.784268,0.673362,5.83863,0.534657,
16,91.622,244.71,324.536,0.37441,24.1416,27.0408,3.69192,28.5288,9.19443,64.8548,3.07746,19.4431,64.7375,10.9855,25.3757,2.89625,8.09551,6.58893,163.343,1.90088,14.9787,157.106,3.63498,1.77994,0.150799,10.8506,0.131991,0.784268,0.66609,3.27343,0.534657,
17,91.622,334.476,370.558,0.273927,25.1067,23.1928,3.43563,27.6409,9.58947,109.857,3.5813,22.1266,109.946,34.3283,17.9653,2.59237,9.47749,5.60013,184.455,1.94796,16.1191,171.899,3.63498,1.62772,0.150799,14.1957,0.131991,0.784268,0.66609,3.27343,0.554207,
18,85.836,277.194,572.448,0.30966,24.2638,27.3069,4.04549,40.0975,8.67249,73.9741,3.99179,21.657,73.1851,16.3103,27.4287,3.15253,74.2472,6.01196,273.738,2.61647,20.0867,268.527,3.63498,1.74122,0.150799,9.31802,0.131991,0.843198,0.66609,3.27343,0.585356,
19,85.836,214.859,237.636,0.399498,20.5705,17.0488,3.95955,30.3815,8.12789,57.7983,3.14822,15.994,57.8305,12.9646,17.2054,3.1268,11.2799,4.7828,114.386,1.8582,11.7239,118.165,2.9962,1.74122,0.0892551,16.4179,0.131991,0.843198,0.66609,3.27343,0.585356,
20,85.836,238.535,238.893,0.359847,17.9607,21.1321,3.66797,30.2673,9.15649,67.4052,2.88617,18.5901,67.4688,9.62892,15.9357,2.60594,11.4997,5.43986,111.557,1.76027,14.0006,112.878,2.9962,1.74122,0.150799,15.3745,0.131991,0.843198,0.644749,3.96021,0.585356,
21,85.836,231.783,538.788,0.370329,21.7439,16.6406,4.09127,29.7141,9.53046,65.583,3.49628,16.0957,64.8873,23.694,14.4847,2.90093,6.57004,5.04816,265.4,2.06765,13.628,261.586,2.9962,1.74122,0.1046,9.51043,0.131991,0.843198,0.749492,5.12138,0.585356,
22,85.836,263.046,254.013,0.326315,15.303,18.6759,3.56327,27.6476,10.9574,82.2237,3.18866,19.1648,82.3221,7.60434,14.5356,2.65355,6.25441,6.88487,117.048,1.82007,13.2016,120.418,3.63498,2.16041,0.0635184,16.1707,0.82291,0.843198,0.779447,4.07309,0.585356,
23,84.2759,216.429,469.915,0.389392,17.7273,12.8474,3.31685,29.5004,12.1402,60.1322,3.30434,18.0917,59.3691,12.6542,10.0986,2.60884,5.6891,11.1418,231.08,2.34336,21.7163,226.942,3.63498,2.16041,0.1046,12.2553,0.82291,0.843198,0.652351,4.88644,0.585356,
24,84.2759,244.696,557.875,0.344411,18.9321,19.1922,3.11836,37.2179,10.4303,67.9424,3.85151,16.7541,67.2569,14.4196,20.7846,2.56917,59.5276,6.88458,266.354,2.48256,13.2311,262.89,7.00975,2.34828,0.1046,9.5434,0.82291,0.843198,0.78598,5.12138,0.585356,
25,80.0947,160.592,251.901,0.498746,17.0348,12.1412,2.72438,30.4622,9.86784,36.476,3.0419,12.4449,36.399,12.2149,11.7277,2.41434,8.03865,6.18345,124.504,1.6254,8.02307,124.259,5.47216,1.49733,0.059951,13.4381,0.82291,0.843198,0.78598,2.73866,0.585356,
26,80.0947,162.096,162.446,0.494119,17.2507,17.7511,2.8267,30.1953,8.83424,32.4882,3.40371,16.8924,32.4535,12.8785,21.9662,2.2602,8.54966,7.4449,74.2016,1.84697,16.015,74.3862,7.00975,2.34828,0.1046,13.2696,0.233184,0.843198,0.78598,3.98603,0.585356,
27,80.0947,205.436,484.042,0.389877,18.2187,13.6916,3.28954,30.3108,11.3225,55.2994,3.02264,15.6897,54.591,13.5238,23.1173,2.36263,7.11729,11.8142,229.41,1.29868,12.6206,224.385,7.00975,1.84488,0.150799,14.4503,0.233184,0.843198,0.75397,5.12138,0.585356,
28,76.7504,190.098,428.225,0.403741,16.8223,11.8769,3.15409,57.766,9.25893,36.9814,2.89778,14.4775,36.8635,11.3142,7.12129,2.0745,197.106,11.6206,149.761,1.28296,10.7196,151.345,7.00975,2.22903,0.150799,9.63915,0.233184,0.843198,0.769627,5.12138,0.585356,
29,75.8221,169.772,334.247,0.44661,16.8703,15.3214,2.41666,29.3324,6.95906,40.1492,3.0416,15.6683,40.0136,11.3983,17.2745,1.691,28.5093,5.54756,148.509,1.71998,14.3961,148.639,7.00975,2.22903,0.150799,10.0075,0.233184,0.599446,0.769627,6.50324,0.18665,
30,75.8221,208.205,490.05,0.364171,18.4863,17.2132,2.85263,37.9475,7.32725,53.3931,2.95044,15.4809,52.5534,14.8112,30.1814,1.9973,51.0398,5.28032,233.106,1.57015,12.4591,228.114,5.42739,2.22903,0.150799,14.4162,0.233184,0.599446,0.712409,6.50324,0.18665,
31,75.8221,186.051,501.579,0.407534,14.7295,18.5336,2.536,32.4615,8.10611,46.7982,3.3912,13.5569,45.9383,11.3997,33.1026,1.98762,19.4938,10.7802,234.234,1.97038,3.86034,229.597,3.39513,1.76696,0.150799,23.0139,0.174544,0.599446,0.769627,6.50324,0.18665,
32,75.8221,234.4,669.574,0.323473,14.2742,12.7275,2.80677,29.944,7.32044,76.1863,3.20482,13.1998,74.7361,9.15955,17.5479,2.22694,3.7882,10.4084,321.104,1.31286,4.4561,314.16,3.08922,2.22903,0.068017,15.6705,0.131455,0.642487,0.769627,6.50324,0.354101,
33,73.3653,282.492,817.726,0.259708,15.7156,16.9139,3.08419,120.696,9.37763,50.6027,3.08858,13.3586,49.6543,15.6794,28.6058,2.36771,613.351,12.8619,237.222,1.56806,4.46113,230.761,3.39513,2.22903,0.0442095,27.2177,0.233184,0.642487,0.769627,6.50324,0.354101,
34,73.3653,136.74,225.903,0.536532,15.2462,14.7421,2.78747,29.1773,6.34304,23.712,3.03506,18.094,23.6026,13.2871,27.6684,2.0285,90.6921,6.83612,96.9241,1.59872,22.3763,101.525,3.39513,2.04867,0.142637,11.4167,0.233184,0.642487,0.713043,6.50324,0.354101,
35,73.3653,162.538,379.179,0.451372,16.3457,14.7976,2.871,30.0821,6.64721,36.5071,2.98849,16.1874,36.1119,15.9748,18.6457,1.65576,4.82425,6.89408,185.755,1.87717,16.5013,184.222,3.39513,2.10909,0.011914,12.4108,0.782967,0.642487,0.713043,8.47662,0.301681,
36,73.3653,153.131,366.821,0.479101,15.1074,14.2467,3.30488,32.6977,5.8372,32.6852,2.92266,13.9158,32.4136,16.2954,18.5222,2.3267,19.1883,7.59457,173.079,1.4321,6.6317,172.274,3.39513,1.90416,0.011914,5.86488,0.634535,0.642487,0.636053,8.71226,0.301681,
37,71.3925,260.683,698.38,0.273868,14.5365,10.2053,2.54671,28.9086,5.67765,91.3611,2.98436,14.4184,90.044,12.2925,11.7642,1.88603,5.69401,4.70488,341.545,1.2726,7.21536,338.21,3.39513,1.90416,0.011914,4.92837,0.782967,0.642487,0.79248,8.71226,0.301681,
38,71.3925,135.903,311.23,0.52532,11.7721,10.3534,2.84823,30.0234,4.77717,30.0759,2.61797,13.5416,29.8931,9.75753,14.568,1.94565,3.30442,5.27802,147.199,0.906356,8.7277,147.306,2.76895,1.90416,0.011914,10.559,0.102403,0.642487,0.628765,8.71226,0.301681,
39,65.5064,195.064,561.249,0.335821,13.055,12.8857,2.91272,29.606,5.36946,57.6351,2.84282,14.1158,56.6411,11.8109,26.2119,2.26919,2.88523,7.72192,264.056,1.47518,7.93703,261.58,3.39513,1.90416,0.011914,12.4453,0.102403,0.520637,0.721947,8.71226,0.247607,
40,64.3304,134.686,281.935,0.477631,13.2072,13.7699,2.90719,31.7803,5.7781,25.9332,2.50767,13.0729,25.7299,15.9405,17.0081,2.12915,9.35538,12.0131,131.537,1.68798,4.49337,129.689,3.09841,1.90416,0.011914,20.6781,0.102403,0.520637,0.782549,8.61933,0.247607,
41,64.3304,190.438,565.884,0.337803,11.8438,13.1561,2.34185,29.5595,5.63568,56.0479,2.47065,14.2662,55.1159,12.5288,17.3013,1.88755,4.30418,8.83906,263.127,1.46502,9.54705,258.844,3.09841,2.19541,0.00644416,10.2278,0.102403,0.520637,0.973487,8.71226,0.247607,
42,64.3304,120.501,244.329,0.533856,11.5306,13.5099,2.61179,34.6443,3.88074,19.1177,2.79328,13.5667,18.8464,13.7276,24.4312,2.28719,33.6664,2.81677,109.988,2.22126,5.88792,110.92,3.09841,1.80098,0.00644416,12.5398,0.223461,0.520637,1.23301,11.3086,0.247607,
43,63.7539,143.885,346.059,0.443089,12.3503,13.1422,3.11278,32.6496,4.3597,30.9736,2.45653,14.2188,30.6218,15.9706,24.4507,2.79776,14.2447,6.82413,147.532,1.19222,8.53848,148.228,3.01971,2.06108,0.0409623,11.1285,0.130923,0.520637,1.08422,10.888,0.277437,
44,63.7539,105.15,144.895,0.606316,10.201,10.3515,2.69049,31.0581,4.64115,14.2087,2.52001,15.4503,14.0284,12.7015,15.4483,2.12668,11.3963,7.57081,57.8474,1.51219,14.6698,57.0255,3.01971,2.06108,0.0317919,12.0701,0.130923,0.520637,0.98806,11.3059,0.277437,
45,63.6728,104.14,238.982,0.611413,8.65074,7.95752,2.33222,29.7728,3.0944,18.0709,2.46566,13.989,17.8072,7.69076,10.7353,2.09763,2.554,3.15163,106.697,0.564123,9.23731,107.199,3.01971,2.06108,0.0317919,12.1508,0.130923,0.520637,1.30576,11.3918,0.277437,
46,63.6728,193.427,564.746,0.329182,11.699,11.5009,3.01932,29.1485,4.39547,57.6979,2.90463,16.3512,56.7104,14.1851,25.8205,2.64481,3.75775,9.68134,268.397,1.3324,16.4126,269.35,3.01971,2.13837,0.278654,9.3025,0.130923,0.520637,0.862216,11.1102,0.231693,
47,62.1497,203.814,663.328,0.304934,8.95269,7.22133,3.07575,29.5579,4.77381,67.6774,2.77977,13.6499,66.1255,10.8291,10.5775,2.41728,2.7557,9.96933,318.752,1.41704,5.48215,312.26,3.01971,2.13837,0.0183829,15.6949,0.130923,0.520637,1.54902,11.4496,0.231693,
48,56.0136,113.673,310.618,0.492759,9.04289,6.6255,2.52063,29.3233,3.49331,22.0699,2.80466,16.1467,21.6465,13.5074,14.0157,1.70025,3.72797,3.42743,144.952,1.39421,17.2325,142.58,1.88259,1.77855,0.0183829,10.1272,0.152813,0.520637,1.45898,12.3204,0.231693,
49,56.0136,81.5184,93.187,0.687129,9.36547,9.01214,2.73676,34.6705,3.58002,3.20666,2.72582,13.3836,2.83741,15.4181,28.405,1.91265,23.7802,7.89424,20.5832,1.27581,4.60587,20.5136,1.88259,1.76071,0.0183829,29.4209,0.225488,0.520637,2.16703,12.2954,0.231693,
50,56.0136,178.249,581.445,0.314244,8.45934,9.14001,2.28944,29.4967,4.39126,54.3912,2.74857,14.1465,53.1861,11.6439,28.8359,2.12337,5.96688,8.93654,273.346,0.771187,7.87388,268.324,1.88259,1.72409,0.0183829,11.9532,0.332971,0.286969,2.20286,12.3204,0.141632,
51,55.6125,193.718,608.16,0.287079,11.0013,6.79977,2.06755,80.3244,4.67336,35.3017,2.87115,16.3776,34.3017,16.4377,18.483,2.05759,349.448,9.24196,230.498,1.15544,15.978,224.174,1.64242,1.72409,0.0892332,12.3802,0.319215,0.113145,1.90497,12.3204,0.084153,
52,55.6125,133.933,472.236,0.415227,8.61619,4.57952,1.75698,31.6339,3.82789,34.1141,2.68292,13.6987,33.0224,13.0271,8.20507,1.56807,49.876,9.52752,226.6,0.33853,5.30847,222.402,1.64242,1.72409,0.083964,15.9658,0.134403,0.113145,2.2047,12.4591,0.084153,
53,54.9079,87.7006,201.126,0.626083,7.28137,5.52076,1.37799,29.9888,2.93683,12.6978,2.78851,12.8813,12.2272,10.6073,20.6297,1.30718,1.67572,8.89531,82.3283,0.68932,0.960869,80.9067,1.64242,1.60877,0.0892332,27.593,0.109695,0.113145,2.29277,12.3594,0.084153,
54,52.7,125.981,477.237,0.418318,6.32333,3.94671,1.22936,29.6766,2.27722,33.8138,2.65008,13.1541,32.9097,7.71684,7.63852,0.942711,2.03068,5.68811,229.129,0.212602,2.50474,227.092,2.16368,1.60877,0.0111075,15.6997,0.109695,0.0770853,2.08828,12.5168,0.0324199,
55,52.2722,95.7329,185.797,0.546021,8.38944,5.80711,1.34913,31.5084,2.76089,12.8962,2.96368,17.3654,12.6926,14.6158,14.4263,0.89344,16.6318,5.42389,68.725,1.34164,20.8099,68.5738,2.16368,1.60877,0.0111075,12.3304,0.109695,0.0770853,2.43887,12.6175,0.0324199,
56,52.2722,129.772,331.03,0.4028,8.10583,9.3507,1.78484,43.1856,4.27563,21.6803,3.03689,16.9372,21.4153,16.0089,24.3569,2.18866,73.7539,11.1408,138.197,1.68357,17.2597,138.235,2.03333,1.60877,0.0111075,10.8043,0.109695,0.0770853,0.951975,12.6175,0.0324199,
57,52.2722,135.292,484.207,0.386367,5.85227,8.70285,1.50469,29.2869,4.41458,34.1226,2.85604,15.1489,33.4029,11.7199,30.8523,1.37066,14.095,14.9792,225.928,1.17501,13.2307,221.714,2.03333,1.60877,0.0111075,13.5316,0.109695,0.0770853,2.34092,12.5357,0.0324199,
58,52.2722,126.566,499.466,0.413002,4.462,5.54089,1.398,29.6282,2.50288,33.9909,2.76122,13.1005,33.1817,8.08004,19.0708,1.18782,1.49509,9.16402,233.435,0.693081,2.67479,228.613,2.03333,1.62773,0.0111075,19.4885,0.109695,0.0770853,2.3932,12.5751,0.0324199,
59,51.7298,154.452,443.773,0.334925,8.22593,8.12862,1.77217,29.8446,3.34409,41.9562,2.84876,16.6911,41.6407,17.6597,24.4069,1.88919,9.73993,9.69635,202.308,0.857992,15.9048,200.743,2.03333,1.62773,0.173274,0.417714,0.109695,0.0785915,0.949903,12.4859,0.0363206,
60,50.1182,170.978,558.958,0.293126,6.89846,9.71084,1.51967,29.4966,3.06867,51.7179,3.05342,14.6927,50.8201,16.6011,30.3972,1.42683,2.55403,9.14354,259.171,1.42502,7.82194,254.292,1.96032,1.66039,0.113769,15.073,0.168182,0.0785915,2.48648,12.6169,0.0363206,
61,50.1182,75.3167,126.486,0.665433,5.66604,3.6888,1.28975,33.6612,1.54774,6.43127,2.7752,13.9182,6.33849,15.627,8.54944,0.806406,23.0758,3.16094,58.2525,0.396328,5.22025,59.4245,1.65533,1.60317,0.0642182,29.348,0.124249,0.0785915,2.48616,12.6193,0.0363206,
62,50.1182,104.764,315.637,0.478392,5.58642,4.79375,0.834821,29.8259,2.3722,21.6877,2.99057,15.1188,21.5537,14.7972,14.6814,0.92323,5.77278,9.7932,142.942,1.10121,11.3738,143.131,1.69479,1.58405,0.0275365,9.07502,0.121276,0.0785915,2.54104,12.7055,0.0363206,
63,50.1182,107.691,210.779,0.465387,7.15973,11.159,1.04317,33.0075,1.45465,17.8837,3.18481,14.9984,17.8005,16.5945,32.1813,2.32228,21.169,4.22426,78.7326,1.7795,13.9624,79.1596,1.69479,1.48509,0.0275365,13.7519,0.114957,0.0785915,1.31275,2.30637,0.0363206,
64,49.961,261.023,751.595,0.191405,7.13036,8.0011,0.768254,28.6149,1.83456,98.3764,2.91537,16.5561,96.8257,16.7293,23.4296,1.50009,5.87547,6.17046,357.036,1.21059,14.8428,359.765,1.88863,1.48509,0.00531465,9.17528,0.0951134,0.0263503,1.14067,12.7335,0.0263327,
65,49.2279,189.35,678.67,0.259984,4.31793,4.29427,0.614705,29.3727,1.45298,67.0716,3.09188,13.5811,65.5526,11.0864,15.5678,1.24582,1.63516,5.75692,327.906,1.31346,4.32523,322.93,1.84373,1.48509,0.00531465,21.0638,0.0951134,0.0263503,2.63589,12.8055,0.0263327,
66,49.2279,352.316,904.619,0.139727,8.25218,10.3683,1.13964,30.5611,2.5985,140.603,3.48641,17.0802,138.226,17.2706,29.0367,2.26193,15.5447,7.11745,426.18,2.35411,14.3226,429.376,1.81203,1.48509,0.00531465,9.31043,0.0951134,0.0263503,1.05179,12.8208,0.0244559,
67,49.2279,159.298,442.455,0.30903,8.09556,13.0502,0.828316,27.8999,2.28509,41.5039,3.13735,21.2274,41.2703,18.5889,36.6678,1.90388,5.93018,7.05385,205.808,1.61202,26.0653,212.059,1.84373,1.48509,0.00531465,9.79566,0.0951134,0.0263503,0.70612,12.7698,0.0263327,
68,49.2279,161.796,416.485,0.30426,8.47398,12.1158,0.74886,55.3103,2.0741,32.7534,3.5119,14.2071,32.6001,21.5897,36.6228,1.45889,180.034,6.19483,149.032,2.31612,10.3857,149.334,1.76002,1.5192,0.032551,9.73303,0.0951134,0.0263503,2.68161,11.473,0.0263327,
69,49.2279,92.8932,262.592,0.529941,4.79058,7.12179,0.45178,31.3018,1.87413,15.3103,3.03344,13.8067,15.2026,13.5262,32.9025,1.05655,25.8447,9.17159,103.166,1.11814,4.27157,104.421,1.76002,1.53715,0.00662487,17.6604,0.0951134,0.0263503,2.72276,12.8257,0.0263327,
70,49.2279,143.043,400.379,0.344147,7.03517,8.70325,0.845063,28.2014,1.12524,37.2448,3.03843,19.7442,37.1058,17.2429,29.3362,2.38042,4.80723,3.97894,176.098,1.19481,24.2492,176.937,1.73557,1.47416,0.0125032,9.56185,0.0894569,0.0263503,1.10693,12.8504,0.0263327,
71,49.2279,117.517,472.331,0.418899,3.14565,1.92216,0.359062,29.5049,0.563352,33.257,2.94544,13.3369,32.4828,8.25248,7.09985,0.65485,1.487,2.14542,231.27,0.545787,6.87448,226.055,1.76002,1.44532,0.0125032,24.314,0.0894569,0.0263503,2.73944,12.8623,0.0214453,
72,49.2279,60.1097,71.3589,0.818967,3.62391,3.40562,0.390503,34.1671,0.729218,0.786494,2.92061,13.3475,0.738746,11.4399,12.6511,0.942733,32.1844,3.21602,21.3232,0.374757,2.75761,29.2904,1.76002,1.52497,0.0125032,29.5025,0.0894569,0.0263503,2.74126,12.8623,0.014574,
73,49.2279,149.893,467.51,0.328421,5.01793,4.52247,0.672076,28.9882,2.14336,45.3978,3.03482,14.9996,45.1164,13.4648,14.2158,1.71681,6.98485,7.87691,224.502,1.04855,11.1061,223.364,1.76002,1.48119,0.00385101,5.55842,0.0894569,0.0207557,1.34464,9.39222,0.00702915,
74,49.2279,157.536,407.744,0.312486,6.71414,7.59315,0.977822,54.3531,1.9812,32.9364,3.23922,16.8967,32.8446,16.9833,23.2447,2.71222,143.593,10.423,161.852,1.57373,17.0667,160.611,1.76002,1.51427,0.0125032,9.28758,0.0894569,0.0113818,2.75112,12.8623,0.0113248,
75,49.1316,162.082,565,0.303129,4.6081,2.60712,0.671092,28.9666,0.418067,53.8421,3.16761,14.69,53.1111,13.5526,8.35749,2.28896,25.3572,2.14577,269.468,1.54378,10.2588,268.005,1.76002,1.53227,0.00851147,9.39187,0.0894569,0.0150089,2.75112,12.873,0.0123838,
76,49.1316,121.605,327.185,0.404025,8.1457,8.02587,0.643973,37.5673,3.34091,22.3532,3.28154,15.9849,22.262,21.0516,27.5011,1.90747,50.6625,13.4727,144.108,1.72089,12.0781,147.503,1.74097,1.50292,0.0125032,9.48381,0.0894569,0.0150089,2.75112,12.8902,0.0123838,
77,49.1316,94.4531,314.242,0.52017,3.26784,4.43661,0.296009,29.2361,0.567023,19.8947,2.93606,14.0615,19.7573,10.8678,20.2266,0.695595,8.66738,3.59309,138.249,0.656407,8.0887,137.395,1.74097,1.51037,0.00699206,10.755,0.0894569,0.0150089,2.77587,12.8809,0.0123838,
78,49.0831,296.256,747.801,0.165678,11.3332,18.33,1.04269,44.8506,6.43091,96.208,3.35817,19.8325,94.8701,21.7379,42.4168,2.20833,119.481,17.6152,351.252,1.89222,23.9893,345.724,1.74097,1.53227,0.0125032,8.68827,0.0894569,0.0150089,0.690088,8.64311,0.014574,
79,49.0831,247.39,678.821,0.198403,7.13322,11.2325,0.640004,28.2368,2.5489,89.3777,3.09304,16.5091,88.6191,18.4311,40.7889,1.63879,17.1395,9.27772,308.803,1.18163,14.0954,305.461,1.74097,1.5044,0.0125032,8.88153,0.0894569,0.0150089,2.06056,12.8902,0.014574,
80,49.0831,115.352,461.565,0.425508,2.22634,1.89211,0.225782,29.4531,0.480973,32.7718,2.92211,13.3371,32.0423,3.94274,9.47366,0.665437,1.49617,3.02968,228.342,0.502703,4.17613,229.275,1.74097,1.53227,0.00679401,22.1752,0.0974349,0.0150089,2.78529,12.8902,0.014574,
81,49.0401,160.697,560.918,0.305172,4.55536,5.28387,0.382774,28.9539,1.0012,51.8784,2.98496,14.4732,51.1829,13.6116,18.6982,1.37781,3.30882,4.34418,261.773,1.0695,8.86785,259.827,1.74097,1.53227,0.00679401,10.0855,0.0994537,0.0101223,2.48812,12.8902,0.0100611,
