Individual,Roll.rear.side_view_swing_arm_angle_l,Roll.rear.camber_angle_gain_roll_l,2in Heave.rear.p_rod_length_l,2in Heave.rear.tie_rod_angle_top_view_l,2in Heave.rear.roll_center_gnd.z,2in Heave.rear.coil_over_length_l,2in Heave.rear.side_view_swing_arm_angle_l,2in Heave.rear.motion_ratio_heave_l,2in Heave.rear.toe_angle_l,
121,0.927545,1.76858,0,4.08893,663.049,46.7653,2.32105,0.382627,1.55657,
122,0.929479,1.76857,0,4.087,663.049,46.7541,2.32246,0.393308,1.55596,
123,0.928012,1.76832,0,4.08843,663.049,46.7586,2.32087,0.38858,1.55756,
124,0.929861,1.76876,0,4.08496,663.048,46.7611,2.32295,0.386148,1.55766,
125,0.928035,1.7689,0,4.08695,663.048,46.7569,2.32249,0.390538,1.55794,
126,0.927334,1.76882,0,4.08761,663.048,46.7595,2.32227,0.387902,1.55818,
127,0.929294,1.76879,0,4.09096,663.048,46.7568,2.31877,0.390495,1.55601,
128,0.927674,1.76864,0,4.08942,663.048,46.759,2.32118,0.388276,1.55697,
129,0.928025,1.76878,0,4.08803,663.048,46.762,2.32167,0.385756,1.55745,
130,0.927513,1.76857,0,4.08967,663.049,46.7609,2.32031,0.386369,1.55719,
131,0.927614,1.76872,0,4.08581,663.048,46.7647,2.3229,0.382825,1.55873,
132,0.927478,1.76857,0,4.08581,663.048,46.7558,2.32299,0.391932,1.55863,
133,0.926787,1.76906,0,4.09019,663.047,46.7643,2.32124,0.383303,1.5573,
134,0.926972,1.76901,0,4.08844,663.048,46.758,2.32196,0.389559,1.55806,
135,0.929472,1.76848,0,4.08831,663.049,46.7616,2.32031,0.385922,1.55604,
136,0.92877,1.76926,0,4.08535,663.047,46.7572,2.32234,0.390268,1.55952,
137,0.926818,1.76882,0,4.09279,663.048,46.7642,2.31957,0.383124,1.55641,
138,0.927245,1.76854,0,4.08734,663.048,46.7603,2.32208,0.387144,1.55842,
139,0.928017,1.76866,0,4.0862,663.048,46.7641,2.32191,0.383428,1.55906,
140,0.929011,1.7686,0,4.0882,663.049,46.7637,2.3213,0.383871,1.55617,
141,0.928013,1.76865,0,4.08672,663.048,46.7623,2.32256,0.385166,1.55779,
142,0.929057,1.76848,0,4.08886,663.049,46.7617,2.32095,0.385523,1.55557,
143,0.930984,1.76902,0,4.08834,663.047,46.7651,2.3203,0.382622,1.55576,
144,0.926623,1.76879,0,4.08936,663.048,46.7573,2.32127,0.389966,1.55831,
145,0.929197,1.76846,0,4.08939,663.049,46.76,2.32039,0.387259,1.55568,
146,0.929083,1.76851,0,4.0892,663.049,46.7593,2.32087,0.388076,1.55557,
147,0.928521,1.76917,0,4.08513,663.047,46.7629,2.32264,0.384958,1.55934,
148,0.927143,1.76874,0,4.0893,663.048,46.7599,2.32128,0.387421,1.55777,
149,0.929497,1.76836,0,4.08944,663.049,46.7536,2.32065,0.393736,1.55528,
150,0.927821,1.76883,0,4.08983,663.048,46.7595,2.32086,0.387856,1.55704,
151,0.927462,1.76877,0,4.08661,663.048,46.76,2.32332,0.387396,1.55785,
152,0.92952,1.76861,0,4.08607,663.049,46.7576,2.32243,0.389992,1.55679,
153,0.928204,1.76857,0,4.08781,663.049,46.7573,2.32164,0.38987,1.5571,
154,0.931134,1.76854,0,4.08941,663.048,46.7597,2.32078,0.387531,1.55425,
155,0.926943,1.76871,0,4.08935,663.048,46.7584,2.3212,0.389016,1.55804,
156,0.927565,1.76837,0,4.08791,663.049,46.7568,2.32165,0.390336,1.55773,
157,0.928786,1.76854,0,4.08806,663.049,46.7616,2.32121,0.385798,1.55664,
158,0.928813,1.7692,0,4.08851,663.047,46.7551,2.32029,0.392881,1.55762,
159,0.927772,1.76862,0,4.08433,663.048,46.7585,2.32409,0.388742,1.55914,
160,0.927088,1.76886,0,4.08568,663.048,46.7566,2.32365,0.3908,1.55926,
161,0.927132,1.76873,0,4.0862,663.048,46.7622,2.32244,0.385155,1.55974,
162,0.928927,1.7686,0,4.0884,663.048,46.7556,2.32137,0.392104,1.55657,
163,0.927117,1.76855,0,4.08895,663.049,46.7604,2.3217,0.386879,1.55736,
164,0.928132,1.76884,0,4.0846,663.048,46.7612,2.32337,0.386168,1.55962,
165,0.92796,1.76877,0,4.08814,663.048,46.7621,2.32212,0.385113,1.55756,
166,0.930154,1.76866,0,4.08593,663.049,46.7614,2.3222,0.386054,1.5566,
167,0.928202,1.76847,0,4.0911,663.049,46.758,2.31977,0.389177,1.5561,
168,0.929863,1.7688,0,4.09159,663.048,46.7627,2.31913,0.384464,1.55524,
169,0.928316,1.76883,0,4.08987,663.048,46.7608,2.32093,0.386392,1.55632,
170,0.928423,1.76879,0,4.08724,663.049,46.7626,2.32168,0.384876,1.55744,
171,0.928005,1.76878,0,4.09077,663.048,46.756,2.32131,0.391389,1.55493,
172,0.927106,1.76909,0,4.0888,663.047,46.7595,2.32209,0.387843,1.55807,
173,0.929191,1.76906,0,4.08985,663.047,46.7673,2.32058,0.380705,1.55563,
174,0.928643,1.76855,0,4.0839,663.049,46.7504,2.32337,0.397485,1.55843,
175,0.927385,1.76876,0,4.08536,663.048,46.7584,2.32312,0.388786,1.55957,
176,0.927215,1.76871,0,4.09006,663.048,46.7637,2.32068,0.38411,1.55705,
177,0.92803,1.76885,0,4.09081,663.048,46.7602,2.32061,0.387536,1.55601,
178,0.928637,1.76881,0,4.09133,663.048,46.7561,2.32039,0.391517,1.55477,
179,0.929541,1.76868,0,4.08691,663.048,46.7602,2.32204,0.387277,1.55684,
180,0.929904,1.76867,0,4.08987,663.048,46.7584,2.32171,0.388631,1.55545,
181,4.61099,34.4553,0,31.7009,3888.88,596.538,4.72736,708.282,7.80588,
182,0.92815,1.76873,0,4.08884,663.048,46.7547,2.32187,0.393503,1.55755,
183,0.930342,1.7688,0,4.08506,663.048,46.7615,2.32244,0.387054,1.55646,
184,0.929561,1.7688,0,4.08924,663.048,46.7552,2.32174,0.392522,1.55595,
185,323.255,22.2595,0,30.3281,2457.79,353.605,325.208,519.098,490.767,
186,0.929633,1.76889,0,4.08677,663.048,46.7579,2.32212,0.389798,1.55617,
187,1440.18,8.64077,0,5.9246,1207.99,494.396,1439.22,923.935,703.662,
188,0.928253,1.7687,0,4.08993,663.048,46.7576,2.32095,0.390058,1.55632,
189,722.497,11.3254,0,23.0465,1809.21,1801.63,737.677,202.556,748.931,
190,0.92927,1.76857,0,4.0869,663.049,46.7595,2.32227,0.387662,1.55599,
191,0.927764,1.76877,0,4.08684,663.048,46.7573,2.32248,0.389994,1.55768,
192,0.929625,1.76847,0,4.08905,663.049,46.7629,2.32203,0.384782,1.55636,
193,503.709,11.3074,0,3.51479,1767.49,1600.65,505.143,10604.4,516.577,
194,779.941,7.95875,0,32.8707,944.06,370.771,780.178,157.673,116.064,
195,859.874,34.2918,0,4.90682,3957.78,354.26,860.307,401.318,902.349,
196,0.92865,1.76877,0,4.08837,663.048,46.7544,2.32128,0.394033,1.55651,
197,47.436,34.5055,0,12.7556,3894.73,595.982,47.5701,1105.26,46.8977,
198,783.609,8.05869,0,22.6813,2569.65,1473.53,790.791,557.979,1749.05,
199,0.930287,1.76862,0,4.09127,663.049,46.7619,2.32,0.385719,1.55449,
