Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
589,195.425,405.993,977.482,0.481351,16.8762,63.2993,2.83784,33.93,25.3701,4.70917,0,66.8962,4.10935,5.49425,64.119,118.352,58.6907,385.05,9.63811,19.8569,42.6316,2.22345,0,136.929,1.14798,18.4943,387.757,151.957,3.54924,0.370533,0.436629,8.66532,15.2091,4.21276,0,30.1141,3.74931,0.96027,0.882893,41.7341,
590,195.425,515.143,1324.28,0.379362,16.5805,82.2636,2.98457,35.0943,27.9033,4.80313,0,122.919,4.10455,5.41828,83.1163,129.955,58.1954,421.524,11.665,31.7308,49.6012,2.49934,0,288.024,1.15402,21.3451,421.266,189.956,3.54879,0.370533,0.436629,9.34734,12.9022,4.21276,0,45.4162,3.62748,0.96027,0.882893,88.2441,
591,195.425,345.859,855.128,0.565044,10.2686,33.7233,2.05441,32.3619,21.1367,4.53925,0,86.443,4.05368,3.3739,34.2356,113.668,44.8071,229.13,10.3457,13.027,27.2297,2.0119,0,220.093,1.19927,15.4347,226.614,158.172,3.54879,0.370533,0.436629,9.37314,16.502,3.94434,0,45.4161,1.25531,0.96027,0.882893,88.2441,
592,195.425,502.927,1353.87,0.388576,19.6241,93.3671,2.82957,32.2401,22.8074,4.84249,0,82.7852,4.04736,5.52572,94.2993,140.558,70.2121,464.527,10.7259,17.6665,33.0495,2.73565,0,154.513,1.35541,21.8721,457.259,222.016,3.54879,0.370533,0.436629,8.82404,16.502,4.21276,0,45.4162,0.0525964,0.96027,0.882893,88.2441,
593,195.425,405.521,1134.93,0.481912,14.6431,73.2746,4.65072,30.8131,24.9977,4.4278,0,58.7098,4.29655,3.18868,74.0705,112.448,55.4556,425.863,23.5721,6.67585,50.0775,1.67504,0,93.1453,2.7072,13.2555,427.651,131.754,3.54879,0.370533,0.436629,2.81594,16.502,0.363267,0,22.7438,3.889,0.96027,0.882893,88.2441,
594,195.425,377.346,1072.82,0.517894,11.0882,50.2343,6.43222,32.65,21.0699,4.64874,0,73.1265,4.30636,3.7151,50.9653,119.11,41.8188,353.074,39.2601,17.6199,28.164,2.62883,0,170.284,2.53845,15.2763,357.569,193.341,3.54868,0.370536,0.436637,8.97213,16.5021,4.21276,0,30.7524,3.889,0.960271,0.882895,88.2441,
595,195.425,288.545,474.344,0.677279,12.9423,5.95198,5.21129,32.9728,20.3217,4.6854,0,77.2974,4.05554,3.39149,6.44265,115.272,51.2255,59.4599,26.4668,15.0185,27.3908,2.79773,0,171.747,1.03247,13.8516,57.581,196.893,3.5485,0.370536,0.436637,11.6037,16.5021,4.21276,0,45.4165,3.889,0.960271,0.882895,88.2441,
596,195.425,522.047,1397.27,0.374345,12.9617,105.941,8.94298,36.8458,24.4344,4.78787,0,77.057,4.30887,4.82969,107.008,134.929,38.9929,522.524,41.8924,61.5916,35.4003,2.68212,0,120.391,1.76157,20.0587,511.337,223.885,3.5485,0.370536,0.436637,8.6966,16.5021,4.21276,0,45.4167,3.889,0.960269,0.882895,82.2743,
597,195.425,407.061,1055.31,0.480088,18.3686,43.3054,7.69793,34.2987,20.3246,4.83066,0,90.5823,4.25163,4.64235,43.8961,134.863,68.9241,296.183,42.3096,37.0272,25.9095,3.04476,0,217.324,2.60175,19.7863,300.557,243.81,3.5485,0.370536,0.436637,8.48267,16.5021,4.21276,0,45.4167,0.994473,0.960267,0.882895,88.244,
598,195.425,447.638,1089.15,0.43657,14.7302,59.503,7.16487,30.6784,28.6376,4.76602,0,96.7403,4.21472,9.39665,60.0975,131.709,51.1073,304.095,31.5614,5.61946,61.4563,2.6711,0,244.463,1.50872,38.3316,302.042,214.926,3.54838,0.370539,0.436637,8.33067,15.4617,4.08587,0,31.4128,3.889,0.960267,0.882895,88.244,
599,195.425,416.686,1087.12,0.468999,11.6454,70.9176,3.34691,30.8636,25.185,4.50767,0,67.0124,4.10325,4.95115,71.5749,122.578,44.5385,365.857,16.4965,8.04766,43.1293,2.158,0,162.616,1.20592,20.2419,365.302,172.272,3.54838,0.370539,0.436637,0.440015,16.5021,0.192606,0,29.3615,3.889,0.960267,0.882895,88.244,
600,195.425,468.146,1200.27,0.417445,11.4736,69.0528,6.86181,31.1077,33.3932,4.60334,0,108.206,4.27457,8.11924,69.8791,121.176,32.9953,379.648,28.4946,4.6176,68.8903,2.7379,0,259.387,1.58591,31.6735,382.485,194.334,3.54832,0.370539,0.436637,9.10494,16.5022,0.122374,0,45.4168,3.889,0.960267,0.882895,70.9235,
601,195.425,549.517,1295.16,0.355631,24.9673,97.5678,7.95582,32.3859,30.2134,4.7926,0,107.462,4.08474,7.81492,98.2552,134.017,82.4606,402.442,40.7351,19.7257,52.2035,2.56608,0,244.09,1.32963,28.9298,403.209,213.686,3.54832,0.370539,0.436637,8.20004,16.5021,2.18142,0,30.8218,1.59222,0.960267,0.882895,88.244,
602,195.425,330.635,901.815,0.59106,5.9803,41.7982,2.95461,31.2287,18.3276,4.57984,0,59.0977,4.13941,2.40843,42.3312,117.789,23.6335,290.059,21.2589,8.08571,16.352,2.17405,0,146.202,1.80833,11.1552,289.336,190.629,3.54822,0.370539,0.436637,7.09352,16.5021,4.21277,0,30.856,3.889,0.960267,0.882897,88.2439,
603,195.425,384.882,943.956,0.507754,12.6583,40.4765,6.85272,33.4449,21.7132,4.76787,0,91.1783,4.22908,3.34555,40.9798,125.235,48.4036,249.117,31.1967,20.5869,33.0702,2.67216,0,202.53,1.51117,12.3372,249.251,210.397,3.54798,0.370539,0.436632,8.75958,16.5021,4.21277,0,45.417,3.889,0.960267,0.882897,88.2439,
604,195.425,352.504,767.839,0.554391,13.6368,25.2698,1.92123,36.2353,22.2909,4.78327,0,86.7776,3.98947,5.87257,25.7988,125.928,51.6378,201.125,9.32764,37.876,39.0968,2.59755,0,236.279,1.10075,29.2399,201.54,199.231,3.54798,0.370539,0.436632,9.1987,14.417,4.21277,0,28.5129,0.360428,0.960267,0.882897,88.2438,
605,195.425,495.174,1233.28,0.39466,17.2289,73.7522,11.1937,41.4074,29.9415,4.87845,0,98.6732,4.41914,6.55592,74.6084,132.515,58.5465,413.724,40.4605,71.1729,59.9096,2.66826,0,230.971,1.99724,25.6154,414.171,187.003,3.54798,0.370539,0.436631,8.71134,13.6064,3.43154,0,40.1957,3.889,0.960267,0.882898,88.2438,
606,195.425,639.042,1580.44,0.30581,18.4493,121.094,7.7163,52.4533,26.7501,5.24463,0,105.856,4.41077,3.93399,122.173,170.96,54.978,541.474,34.6735,192.881,45.5147,4.144,0,249.778,1.93369,15.2761,543.777,325.107,3.54798,0.370533,0.436623,8.29744,16.5021,3.99814,0,30.1555,3.889,0.960263,0.882886,79.4896,
607,195.425,330.008,608.193,0.592183,10.1919,11.6696,6.45824,33.7366,25.5363,4.80031,0,94.5893,4.26345,6.40552,12.1865,120.17,31.9529,130.004,38.2373,30.752,48.8919,2.98867,0,229.638,2.66142,27.4724,128.227,192.055,3.54798,0.370533,0.436623,13.2725,16.5021,4.21277,0,45.4172,3.56054,0.960263,0.882886,88.2435,
608,195.425,343.913,812.801,0.56824,6.84539,33.9221,4.79393,46.0479,28.338,4.44314,0,63.4617,4.04676,9.10038,34.4258,108.488,18.1419,220.811,30.155,148.488,63.8707,1.96657,0,111.266,1.08476,50.0943,218.454,149.942,3.54798,0.370533,0.436623,8.3447,16.502,1.35939,0,28.1584,3.30761,0.960263,0.882886,88.2435,
609,195.425,589.228,1602.24,0.331663,20.1597,125.022,6.77366,36.74,24.3556,4.75948,0,105.451,4.29456,4.29823,126.421,130.953,65.5861,594.15,34.3208,46.6789,36.7161,2.32308,0,243.725,2.4137,14.8929,582.186,168.624,3.54716,0.370533,0.436623,8.86412,16.502,3.83658,0,28.4515,3.19113,0.960263,0.882886,88.2435,
610,195.425,428.017,1062.41,0.456583,10.0254,73.3431,4.13517,30.4323,29.3105,4.43497,0,72.202,4.07504,6.96832,74.0791,119.011,34.6164,362.642,18.3572,6.96102,62.8248,1.74291,0,167.853,1.23767,34.4876,369.282,170.168,3.54716,0.370533,0.436623,0.305847,16.502,0.0424146,0,26.3448,1.59218,0.960263,0.882886,88.2435,
611,195.425,431.67,1080.62,0.452718,13.6835,66.5109,4.4171,30.8175,32.3139,4.65054,0,77.0949,4.09499,7.91808,67.3593,122.809,50.4926,388.473,20.613,4.31408,65.4368,2.83063,0,172.597,1.10636,31.9204,390.925,222.562,3.54716,0.370533,0.436623,11.4469,16.502,0.992785,0,25.8888,3.44249,0.960263,0.882886,88.2435,
612,195.425,500.961,1319.35,0.3901,18.6926,81.6042,6.1805,33.6941,27.0414,4.96009,0,87.8887,4.21768,7.63456,82.5638,146.483,69.569,421.914,29.136,31.7377,50.8253,3.36478,0,197.329,1.52381,36.5397,424.595,267.152,3.54716,0.370533,0.436623,8.52985,16.341,4.21276,0,28.0146,3.12828,0.960263,0.882886,88.2435,
613,195.425,485.769,1346.83,0.402301,10.8718,105.188,6.2876,30.5278,26.1879,4.60458,0,63.8568,4.48364,6.42116,106.307,121.033,36.2932,522.826,30.9268,7.02073,54.4858,2.24112,0,145.998,3.06001,25.4668,524.746,189.104,3.54707,0.370537,0.436631,1.85197,16.502,4.21276,0,31.7613,3.88899,0.960263,0.882898,88.2435,
614,195.425,354.314,885.758,0.551559,11.1237,28.8945,6.35768,31.99,21.0052,4.75591,0,86.389,4.46513,2.43862,29.391,127.504,45.2631,228.393,35.5292,14.9972,28.3987,3.22571,0,213.334,3.49297,9.31973,232.485,244.862,3.54707,0.370537,0.436626,7.26449,16.502,4.21276,0,45.4178,3.64131,0.960264,0.882898,88.2438,
615,195.425,394.4,917.228,0.495499,15.4603,41.7182,8.30865,31.7494,33.9416,4.72849,0,79.859,4.12942,9.5856,42.2634,122.656,56.2191,251.118,44.7302,6.94459,73.2584,2.45012,0,173.955,1.24128,39.4637,251.537,186.966,3.54707,0.370538,0.436626,9.19,16.5021,4.01366,0,45.4181,3.88899,0.960264,0.882898,82.4737,
616,195.425,436.564,1195.48,0.447643,7.1325,77.6431,5.36783,31.4264,25.2944,4.51007,0,74.2486,4.12949,5.39506,78.3251,123.092,19.8957,403.955,32.7067,13.5285,46.5132,1.89354,0,144.572,1.31383,24.042,405.101,175.267,3.54707,0.370538,0.436626,2.78614,16.5021,1.06413,0,29.2034,3.88899,0.960264,0.882898,88.2438,
617,195.425,516.548,1316.11,0.378329,15.206,93.3206,6.42253,30.0359,21.6212,4.82449,0,95.0751,4.2199,5.62334,93.9972,146.202,55.5645,420.581,32.0611,5.35716,25.4821,2.65289,0,218.992,1.53738,21.382,418.518,237.098,3.54707,0.370538,0.436626,2.4533,16.5024,4.21277,0,45.4181,3.88899,0.960264,0.882896,88.2438,
618,195.425,402.934,898.246,0.485005,11.6411,41.1989,7.51077,34.9112,34.4013,4.98013,0,69.3138,4.15912,6.72483,41.6975,146.395,31.8714,240.269,28.7348,40.0109,74.4868,3.67724,0,141.162,1.27872,25.8419,241.166,264.406,3.54707,0.370538,0.436621,9.16435,16.5024,2.41296,0,28.5558,2.23812,0.960262,0.882898,88.2438,
619,195.425,401.568,906.469,0.486655,16.6432,35.9001,8.99989,33.3031,24.0706,4.91471,0,91.095,4.18443,7.38697,36.4386,138.631,61.8167,221.81,43.8154,23.1362,44.7759,3.27907,0,218.431,1.51763,30.3234,222.272,263.442,3.54696,0.370538,0.436621,10.0281,16.3348,4.21277,0,31.8795,2.90036,0.960262,0.882898,88.2438,
620,195.425,450.537,1262.55,0.43376,12.0693,89.7855,7.30726,32.7411,19.853,4.56128,0,68.4293,4.35188,1.98196,90.8302,118.626,42.9426,495.174,36.0862,18.4473,21.8632,1.95422,0,118.968,2.66362,7.72124,491.075,159.554,3.54696,0.370537,0.436616,8.59589,16.5024,4.21277,0,30.1706,3.82027,0.960262,0.882887,88.2438,
621,195.425,303.966,575.907,0.642917,9.85251,9.17229,5.20988,35.3016,23.3374,4.84525,0,69.124,4.01361,4.31465,9.648,129.147,31.8495,103.155,24.6961,28.7708,40.8337,2.93084,0,153.898,1.00977,19.7862,105.372,221.334,3.5469,0.370537,0.436616,11.4754,16.5024,4.21277,0,28.5381,1.58536,0.960262,0.882887,88.2439,
622,195.425,457.938,1202.48,0.42675,14.4257,78.9029,8.36717,30.5163,28.9531,4.7554,0,61.6932,4.24068,8.44835,79.5819,138.053,54.9035,382.849,38.8995,6.92532,63.7821,2.68605,0,100.334,1.62713,39.825,384.155,248.462,3.54688,0.370537,0.436616,7.37125,16.5024,4.21277,0,31.0132,3.88899,0.960262,0.882887,81.9372,
623,195.425,371.803,966.08,0.525614,15.2342,54.891,4.13275,33.3192,22.1087,4.60181,0,58.0316,4.2266,4.55792,55.6518,115.048,59.3369,374.679,17.5211,18.464,36.7237,1.91976,0,93.62,1.60432,20.1552,378.215,151.687,3.54688,0.370534,0.436597,8.77828,16.5024,4.21277,0,27.9029,3.88899,0.96025,0.882872,88.2438,
624,195.425,488.042,1230.47,0.400427,16.0965,78.862,5.41383,30.5496,29.3293,5.08778,0,78.0515,4.15093,6.02594,79.3461,155.128,56.9833,368.259,30.5138,5.83953,58.2991,3.84185,0,172.153,1.4841,23.617,364.488,307.343,3.54688,0.370534,0.436597,6.87928,16.5024,4.21277,0,30.9943,3.09325,0.96025,0.882872,88.2437,
625,195.425,380.079,917.783,0.514169,10.2282,39.0624,8.60389,31.7108,22.7795,4.81705,0,86.365,4.23578,4.9291,39.6146,127.733,36.0725,256.483,39.9888,9.94719,32.8641,2.76136,0,214.145,1.58991,21.113,258.645,192.078,3.54688,0.370534,0.436597,8.34876,16.5025,4.21277,0,40.5258,3.88899,0.96025,0.882872,88.2437,
626,195.425,408.786,1092.26,0.478061,15.2742,51.418,6.91016,32.1444,26.4132,4.56366,0,89.9594,4.32931,7.05814,52.0065,118.709,61.5784,292.166,35.4179,14.806,52.5059,2.21353,0,225.211,2.59229,32.3973,291.243,186.794,3.54687,0.370534,0.436597,6.49947,16.5023,1.43904,0,31.2792,3.88899,0.96025,0.882872,68.3006,
627,195.425,478.31,1360.74,0.408574,10.4291,83.2582,4.97222,48.9927,21.7644,4.43696,0,103.188,4.24045,3.66293,84.3849,108.98,38.5571,484.808,20.6668,180.658,32.2709,1.78987,0,259.948,1.73706,15.2876,484.283,98.3212,3.54687,0.370534,0.436597,7.04681,16.5023,1.54578,0,45.4187,3.88899,0.96025,0.882872,88.2437,
628,195.425,451.275,1211.74,0.433051,16.1549,71.5101,4.58977,45.6557,27.0539,4.66608,0,76.2966,4.1425,3.742,72.2933,125.17,59.9234,419.218,25.4805,139.755,56.9077,2.38815,0,179.851,1.20491,14.96,421.662,189.962,3.54687,0.370534,0.436597,9.14347,16.5023,2.20432,0,32.7988,3.88899,0.96025,0.882872,88.2437,
629,195.425,406.893,1007.14,0.480286,16.5681,64.6976,3.94595,32.2576,24.4771,4.62597,0,70.3969,4.19175,4.80676,65.5505,115.374,64.8737,382.505,20.5605,17.1995,35.0646,2.13459,0,142.372,2.58623,17.352,386.101,146.707,3.54687,0.370534,0.436597,9.56664,16.5023,4.21277,0,31.3933,2.93849,0.96025,0.882872,51.9766,
630,195.425,265.689,410.207,0.73554,11.6905,10.2558,2.48504,44.8423,20.7486,4.41793,0,58.3422,4.00473,2.99844,10.7571,95.1464,48.6358,100.238,12.4543,133.941,35.5714,1.29218,0,94.8364,1.0563,18.1057,100.355,53.0382,3.54675,0.370534,0.436597,30.9593,16.5021,4.21277,0,31.5243,2.52764,0.96025,0.882872,88.2435,
631,195.425,548.631,1170.09,0.356205,27.7428,76.2844,11.6662,36.3417,36.134,5.29898,0,99.7012,4.47012,13.6896,76.9049,160.397,87.5029,320.421,44.9967,34.4278,72.5672,3.99471,0,204.913,2.69129,44.671,321.114,285.288,3.54675,0.370536,0.436624,8.33827,14.0891,3.46557,0,21.5182,3.88899,0.960264,0.882891,29.1516,
632,195.425,622.53,3286.71,0.31392,15.4141,26.8369,5.77839,341.494,22.5627,4.86044,0,60.1239,4.48478,4.22643,27.3397,109.408,62.9244,189.373,28.5266,3099.2,34.9835,4.14915,0,95.7262,3.04173,20.2954,184.24,153.122,3.54675,0.370536,0.436613,8.62996,16.5021,4.21277,0,28.9662,3.88899,0.960261,0.882886,54.9803,
633,195.425,413.684,1152.17,0.472401,15.1565,80.1531,3.99489,31.0854,20.2095,4.47307,0,55.042,4.14373,3.51279,81.123,114.79,59.8811,471.857,20.3934,308.963,24.7389,1.56024,0,83.3872,1.46682,14.0067,469.225,146.515,3.54673,0.370531,0.436613,9.03803,14.7236,4.21277,0,32.8316,3.88899,0.960261,0.882869,88.2435,
634,195.425,323.12,864.321,0.604807,8.5159,22.4359,3.24279,32.3615,23.6243,4.71422,0,73.0225,4.04029,3.0292,22.9431,125.19,31.0705,212.267,18.2905,18.1389,44.0971,2.91372,0,192.64,0.99495,15.3286,210.949,227.484,3.54658,0.370531,0.436613,8.74218,16.5021,4.21277,0,40.2417,3.88899,0.960261,0.882869,88.2431,
635,195.425,419.016,1128.7,0.46639,19.1065,47.4398,6.09641,34.9534,17.6838,4.90812,0,88.5427,4.19613,2.59295,48.208,145.289,73.8178,348.825,32.976,47.5343,9.59346,3.81845,0,212.009,1.53446,7.86714,349.012,293.163,3.54655,0.370531,0.436613,11.1966,15.8922,4.21277,0,45.4189,3.79517,0.960261,0.882869,88.2431,
636,195.425,360.334,732.422,0.542343,18.4846,14.7265,4.94359,45.6677,26.2438,4.83917,0,100.991,4.27188,4.52674,15.223,120.416,64.1995,118.526,24.1387,103.911,52.1822,2.60932,0,270.646,2.52471,20.9588,120.464,157.98,3.54646,0.370531,0.436613,10.7506,16.5021,4.21277,0,30.7724,3.88899,0.960261,0.882869,88.2427,
637,195.425,339.404,1030.21,0.575788,7.13506,52.8508,2.25487,30.6351,20.6394,4.36939,0,55.8398,3.97546,1.40344,53.6895,106.611,35.3795,379.151,15.9514,15.1585,41.6884,1.57374,0,95.6768,0.828433,4.58571,381.889,145.763,3.54646,0.370531,0.436613,8.3797,14.9094,4.21277,0,45.4189,3.88899,0.960261,0.882869,88.2427,
638,195.425,448.791,1222.17,0.435447,17.7789,62.0434,2.75445,38.7915,20.9976,4.91098,0,91.8813,4.16633,2.87948,62.6012,139.985,64.8163,345.486,11.7523,80.0767,28.11,3.11518,0,243.61,1.54102,11.7475,345.774,239.904,3.54645,0.370531,0.436613,8.37121,16.5021,4.21277,0,30.7193,3.79013,0.960261,0.882869,88.2427,
639,195.425,461.61,1339.84,0.423355,11.7591,82.9724,5.85684,31.9462,27.7115,4.71357,0,75.2864,4.04427,6.22221,84.1789,126.918,42.3668,472.013,37.8264,17.9718,54.0081,2.50276,0,166.963,1.01072,30.2662,473.52,183.561,3.54645,0.370531,0.436624,7.67459,16.5021,4.21277,0,44.2296,3.88031,0.960264,0.882873,88.2427,
640,195.425,400.346,1130.41,0.488139,13.0534,66.3461,2.88933,32.6254,21.287,4.52437,0,67.3293,3.99045,2.50042,67.1505,118.65,55.1332,400.974,19.4557,22.0505,29.067,2.00852,0,160.123,0.874293,8.79525,405.348,169.104,3.5462,0.370531,0.436624,8.32374,16.5023,4.15631,0,28.5683,3.31551,0.960264,0.882873,88.2427,
641,195.425,294.02,701.06,0.664665,7.812,21.2656,4.28739,32.2539,21.6788,4.59086,0,61.7467,4.27926,2.82821,21.7599,111.517,27.1862,201.257,27.5552,11.1863,29.5893,2.19925,0,114.9,2.7261,11.1367,203.361,153.792,3.54609,0.370534,0.436628,6.57259,16.5024,4.21278,0,40.266,3.88899,0.960263,0.88288,88.2429,
642,195.425,363.646,942.777,0.537403,13.5273,49.5687,6.54469,30.9529,23.8801,4.4586,0,61.3766,4.42146,5.19312,50.3323,113.39,53.0273,336.051,34.4434,5.81498,36.6968,1.88848,0,113.853,2.98035,21.6244,335.593,162.454,3.54609,0.370534,0.436629,10.7548,16.5024,1.37746,0,28.1837,3.88899,0.960263,0.88288,88.2425,
643,195.425,510.814,1259.06,0.382575,19.4202,89.1272,7.30619,34.635,24.6229,4.78317,0,103.392,4.13817,4.6366,89.9209,128.831,66.2488,423.528,30.0094,28.8737,39.097,2.46393,0,230.033,1.37444,18.2501,425.904,190.127,3.54603,0.370537,0.436629,7.89402,16.5024,4.11942,0,45.4189,3.506,0.960263,0.882886,78.685,
644,195.425,482.525,1237.71,0.405004,13.5525,73.8728,9.55242,32.3075,27.6878,4.97398,0,93.3568,4.48921,8.99134,74.803,138.938,44.2916,409.869,41.5206,12.8177,48.5812,3.16963,0,204.762,2.94804,34.9197,412.373,225.42,3.54603,0.370537,0.436629,6.14666,16.5024,4.21278,0,44.007,3.61332,0.960263,0.882886,88.2424,
645,195.425,465.88,1226.98,0.419474,18.0651,83.4448,4.66071,30.4754,27.5075,4.7543,0,60.9549,4.15211,6.18808,84.572,141.105,61.156,478.94,24.0921,4.99142,51.5375,3.43908,0,119.578,1.49897,25.2413,482.188,274.54,3.54587,0.370537,0.436635,10.8406,16.5024,2.38213,0,30.7344,3.67945,0.960256,0.882886,88.2423,
646,195.425,386.647,1058.27,0.505435,9.38121,54.2938,3.16403,31.2527,20.342,4.72677,0,71.6687,3.97248,2.53067,55.1009,130.213,35.175,379.827,17.0793,9.00539,25.0717,3.10864,0,131.329,0.651968,9.90235,385.082,247.116,3.54587,0.370537,0.436635,8.77841,16.5024,4.21278,0,45.4187,3.32027,0.960256,0.882886,88.242,
647,195.425,319.48,857.16,0.611695,11.7006,33.9417,1.42549,32.4562,19.8217,4.37073,0,75.7917,4.02631,2.85781,34.7297,98.3584,52.7877,318.63,7.16231,12.8542,27.7813,1.11727,0,178.286,0.956722,14.2657,323.129,70.6821,3.54567,0.370537,0.436635,18.5132,16.5024,4.21278,0,45.4185,3.88899,0.960256,0.882888,88.242,
648,195.425,276.994,655.187,0.705518,4.52622,22.3892,1.578,30.9748,21.9633,4.40913,0,58.4098,4.01402,2.81989,22.9124,102.998,10.3398,204.593,9.69095,3.58555,40.1431,1.59287,0,94.891,0.993471,18.1573,205.757,138.663,3.54563,0.370537,0.436635,8.63148,16.5024,4.21278,0,45.4187,3.88899,0.960255,0.882881,88.242,
649,195.425,425.612,996.522,0.459162,11.7785,45.2435,6.48846,56.5278,22.6431,4.90704,0,79.7083,4.34513,3.97124,45.7356,144.263,38.8576,260.094,28.4172,256.768,32.8304,3.54684,0,155.09,1.8996,16.4795,260.141,269.081,3.54563,0.370542,0.436635,9.05095,16.5024,2.46865,0,34.9502,3.88899,0.960255,0.882891,88.242,
650,195.425,280.045,669.469,0.697833,9.80279,20.0494,3.47659,34.902,19.2426,4.43543,0,56.5293,3.94938,2.60808,20.6136,104.436,46.0817,195.809,28.9534,46.7211,22.7606,1.62848,0,88.4155,0.648093,14.5108,196.316,127.814,3.5456,0.370542,0.43663,9.7463,16.5024,4.21278,0,45.4187,3.88899,0.960255,0.882891,88.242,
651,195.425,540.591,1448.66,0.361501,12.357,103.294,8.21488,31.29,28.3072,5.07395,0,85.494,4.4912,6.1036,104.136,151.829,45.94,479.329,33.7432,11.3639,56.8406,3.66288,0,182.835,2.98579,31.9867,468.958,274.881,3.5456,0.370542,0.43663,7.89417,16.5024,4.21278,0,40.5825,3.15338,0.389061,0.882891,32.2457,
652,195.425,304.991,861.42,0.640754,8.07041,45.3964,1.08595,30.7234,17.1083,4.25417,0,53.4705,3.95506,1.30757,46.1878,93.4317,35.6056,354.285,8.70283,1.73114,11.9778,0.810716,0,88.2086,0.724206,5.20697,355.651,69.6401,3.54533,0.370542,0.43663,15.5331,16.5024,4.21278,0,29.872,3.88899,0.960255,0.882891,86.7392,
653,195.425,482.389,1104.69,0.405118,19.5274,70.0762,5.71539,32.6069,31.6517,5.02178,0,88.3891,4.21116,5.79416,70.6727,148.723,68.189,336.373,26.0448,19.1103,59.3587,4.02861,0,188.892,1.65099,22.2253,333.016,294.241,3.54533,0.370542,0.43663,0.789368,16.5023,0.377289,0,31.4627,3.47806,0.960255,0.882891,27.4214,
654,195.424,269.073,593.858,0.726289,5.09275,21.5076,2.28152,31.5579,17.9688,4.44392,0,53.412,4.02751,1.84528,22.0237,104.912,18.0837,209.434,16.464,8.64016,17.1936,1.80429,0,89.8864,1.05211,8.83333,211.599,147.955,3.54514,0.370542,0.43663,7.972,16.5023,4.21278,0,42.693,3.88899,0.960251,0.882891,88.2418,
655,195.424,565.146,1501.73,0.345795,17.2164,115.533,8.26602,32.07,25.101,4.68256,0,100.094,4.20334,5.96235,116.844,135.174,57.7377,541.027,42.0197,14.2874,48.6119,2.40015,0,228.051,1.4348,31.4214,544.751,203.903,3.54439,0.370542,0.436628,7.31885,12.7881,1.50978,0,42.6533,3.88899,0.960248,0.882891,88.2416,
656,195.424,309.182,717.897,0.632068,9.28132,35.8191,3.7459,30.8636,23.7006,4.40212,0,48.5762,4.08611,4.66117,36.3615,107.685,42.5633,254.277,26.0687,4.50275,43.9957,1.32351,0,60.8796,1.49558,21.869,254.793,138.36,3.54388,0.370542,0.436628,9.08308,16.5023,4.21278,0,31.4596,3.17795,0.960248,0.882891,88.2416,
657,195.424,421.67,1089.82,0.463454,17.5336,55.0609,4.57907,30.9872,27.9398,4.67939,0,95.7395,4.23822,5.02102,55.5647,120.326,68.1033,296.207,20.3527,5.20082,57.3673,2.63085,0,247.083,1.72314,21.8043,293.403,211.74,3.54388,0.370543,0.436635,9.76225,16.5023,4.21278,0,45.4199,3.88899,0.960248,0.882899,28.1319,
658,195.424,479.818,1291.28,0.407289,18.3174,74.7588,3.92151,31.5602,24.0759,4.93636,0,83.8774,4.25843,6.25368,75.4607,152.397,66.0042,370.106,16.2035,16.7882,38.0922,3.10344,0,207.453,1.7464,27.1243,371.27,272.882,3.54388,0.370543,0.436635,4.71968,16.5023,4.21278,0,31.3224,3.88899,0.960248,0.882899,88.2415,
659,195.424,434.579,1090.19,0.449687,21.6671,54.5213,8.77458,30.9115,27.0885,5.01685,0,76.3791,4.25545,7.29206,55.3262,143.346,74.0735,367.286,38.5651,5.5381,56.6745,4.0273,0,139.985,2.64065,31.0918,369.553,293.89,3.54388,0.370543,0.436635,11.2218,15.9192,4.21278,0,31.955,0.984262,0.960248,0.882899,88.2415,
