Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,Steering.front.ackerman_angle,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
14,0.51539,35.2729,5.75887,14.4326,2.42411,0.981346,0.259556,0.0569759,0,46.0761,1.91835,4.80109,1.22876,31.7258,5.70143,
15,0.516035,35.269,5.75773,14.4168,2.43135,0.973868,0.257158,0.0569237,0,46.1097,1.92581,4.83235,1.22579,31.7128,5.6682,
16,0.515101,35.2708,5.75822,14.4215,2.42762,0.977247,0.257879,0.0581493,0,46.0763,1.92197,4.82357,1.22554,31.7185,5.70168,
17,0.515281,35.271,5.75834,14.4246,2.42824,0.976594,0.259788,0.0554329,0,46.0719,1.92259,4.81782,1.22638,31.7197,5.70636,
18,0.517408,35.2702,5.7582,14.422,2.42654,0.976023,0.259201,0.0581004,0,46.0863,1.92087,4.82277,1.22887,31.718,5.68955,
19,0.515942,35.2686,5.75764,14.4155,2.42834,0.978214,0.260385,0.0556805,0,46.0839,1.92273,4.8339,1.22807,31.7118,5.69354,
20,0.516793,35.2704,5.75831,14.4246,2.42589,0.976659,0.258198,0.0571821,0,46.0819,1.92017,4.81904,1.22982,31.7193,5.69617,
21,0.516086,35.2692,5.75783,14.4166,2.43317,0.972246,0.25326,0.0586653,0,46.1108,1.92765,4.83241,1.22769,31.714,5.66486,
22,0.516433,35.2701,5.75824,14.4235,2.42897,0.971281,0.259183,0.0568367,0,46.1021,1.92331,4.82215,1.22866,31.7185,5.67537,
23,0.515744,35.2697,5.75797,14.4195,2.42685,0.977097,0.259811,0.057912,0,46.0784,1.92118,4.82695,1.22833,31.7156,5.6997,
24,0.517556,35.2678,5.75756,14.4155,2.43019,0.972225,0.257278,0.0589346,0,46.0983,1.92459,4.83559,1.23017,31.7108,5.67831,
25,0.516357,35.268,5.75759,14.4146,2.42792,0.975848,0.259524,0.0583152,0,46.0779,1.92231,4.83734,1.2292,31.7112,5.69871,
26,0.516188,35.2714,5.75855,14.4274,2.42542,0.978556,0.258798,0.0565101,0,46.0885,1.91967,4.81424,1.22879,31.7221,5.68877,
27,0.515847,35.2679,5.75744,14.4127,2.43032,0.976306,0.25959,0.0554124,0,46.078,1.92476,4.83968,1.22763,31.7095,5.69988,
28,0.517231,35.2682,5.75758,14.4138,2.42418,0.98242,0.259313,0.0582567,0,46.0837,1.91847,4.83759,1.22996,31.7111,5.69305,
29,0.515951,35.2691,5.75781,14.4173,2.42959,0.975689,0.257438,0.0575953,0,46.0834,1.92401,4.83122,1.22748,31.7138,5.69457,
30,0.515837,35.2696,5.75808,14.4218,2.42893,0.973281,0.259906,0.056286,0,46.0765,1.92329,4.82474,1.22884,31.7167,5.70145,
31,0.515453,35.2693,5.75793,14.4213,2.43402,0.970715,0.260064,0.0546111,0,46.0913,1.9285,4.82472,1.22721,31.715,5.68512,
32,0.515855,35.2696,5.75802,14.4223,2.43197,0.970777,0.261077,0.0563525,0,46.0822,1.92639,4.8221,1.22827,31.716,5.69449,
33,0.515532,35.2703,5.75822,14.4254,2.43279,0.971398,0.258558,0.0566308,0,46.0929,1.92723,4.81713,1.22709,31.7182,5.68414,
34,0.516886,35.2693,5.75799,14.4205,2.42703,0.975977,0.259275,0.0568478,0,46.0683,1.92136,4.82672,1.22924,31.7157,5.71043,
35,0.515746,35.2681,5.75752,14.4137,2.43176,0.971725,0.259133,0.0569091,0,46.0839,1.92622,4.83929,1.22642,31.7105,5.69475,
36,0.515202,35.27,5.75806,14.4212,2.42966,0.975544,0.257544,0.0583809,0,46.082,1.92404,4.82476,1.22751,31.7166,5.69534,
37,0.515767,35.269,5.75757,14.4132,2.42723,0.984141,0.258549,0.0578805,0,46.0826,1.9216,4.83714,1.22599,31.7112,5.69464,
38,0.515758,35.2691,5.75791,14.4203,2.43191,0.970732,0.258815,0.0573687,0,46.0687,1.92634,4.82652,1.22845,31.7148,5.70976,
39,0.516011,35.2706,5.75833,14.4243,2.42934,0.973229,0.258388,0.0575456,0,46.0749,1.9237,4.81919,1.2292,31.7195,5.70227,
40,0.516068,35.2696,5.75809,14.4228,2.42984,0.973496,0.258071,0.0580394,0,46.0721,1.92422,4.82258,1.22864,31.7168,5.70632,
41,0.515986,35.2703,5.75825,14.425,2.42954,0.975125,0.258259,0.0567026,0,46.0687,1.92391,4.81691,1.22954,31.7187,5.70987,
42,0.51833,35.2685,5.75763,14.4149,2.43211,0.973999,0.257968,0.0562074,0,46.0775,1.92658,4.83463,1.2293,31.7116,5.6979,
43,0.516547,35.2695,5.75797,14.4221,2.43447,0.970863,0.256048,0.0568999,0,46.1067,1.92897,4.8225,1.22783,31.7154,5.67145,
44,0.518576,35.2682,5.75762,14.4146,2.42826,0.972929,0.258231,0.0598134,0,46.084,1.92262,4.83843,1.22874,31.7115,5.69377,
45,0.515685,35.2695,5.75793,14.4152,2.42774,0.975501,0.259431,0.0576606,0,46.093,1.9221,4.83615,1.22839,31.7152,5.68396,
46,0.515271,35.2714,5.75854,14.4269,2.42646,0.975727,0.259717,0.059448,0,46.0799,1.92074,4.81549,1.22822,31.7221,5.69772,
47,0.516366,35.2693,5.75783,14.4172,2.43133,0.974226,0.256439,0.0580626,0,46.0588,1.92579,4.83108,1.22727,31.7139,5.72063,
48,0.516312,35.2706,5.75833,14.4239,2.42985,0.972812,0.260221,0.0557404,0,46.0856,1.92422,4.82124,1.22827,31.7196,5.69161,
49,0.517795,35.2681,5.75766,14.4158,2.4301,0.973801,0.258595,0.0567498,0,46.0769,1.9245,4.83619,1.22973,31.7119,5.70044,
50,0.514608,35.2699,5.75795,14.4153,2.42919,0.975705,0.258874,0.0568888,0,46.1279,1.92359,4.8364,1.22569,31.7155,5.65075,
51,0.515824,35.2697,5.75814,14.4222,2.43137,0.970797,0.259514,0.057257,0,46.0862,1.9258,4.82363,1.22897,31.7174,5.69171,
52,0.515696,35.2704,5.7583,14.4247,2.42985,0.972843,0.258775,0.0591112,0,46.0711,1.92422,4.81946,1.22822,31.7192,5.70676,
53,0.516913,35.271,5.75844,14.4266,2.4327,0.970296,0.259056,0.0578396,0,46.0877,1.92715,4.81397,1.22848,31.7207,5.68809,
54,0.518055,35.2684,5.75769,14.4154,2.43238,0.971539,0.259649,0.0557318,0,46.0903,1.92683,4.83731,1.22848,31.7123,5.68498,
55,0.517078,35.2696,5.75806,14.4199,2.42995,0.973656,0.260584,0.0546185,0,46.0797,1.92436,4.82738,1.22999,31.7165,5.69771,
56,0.516843,35.2709,5.75839,14.4251,2.43178,0.972977,0.258015,0.058138,0,46.0829,1.92622,4.81557,1.22962,31.7202,5.69275,
57,0.516415,35.2689,5.75786,14.4186,2.43254,0.972252,0.258309,0.0575331,0,46.0763,1.92701,4.8292,1.22903,31.7142,5.70118,
58,0.516236,35.2694,5.75798,14.4188,2.43076,0.97298,0.258756,0.0568718,0,46.0944,1.92518,4.82965,1.22953,31.7157,5.68327,
59,0.515496,35.2706,5.75821,14.4222,2.43055,0.974177,0.259553,0.0584223,0,46.0649,1.92495,4.82298,1.22634,31.7183,5.71271,
60,0.515923,35.2719,5.75875,14.4318,2.43186,0.972183,0.259152,0.0557634,0,46.0773,1.92624,4.80591,1.22851,31.7243,5.69987,
61,0.515018,35.2702,5.7581,14.4197,2.42885,0.97728,0.257927,0.0583482,0,46.1316,1.92324,4.82618,1.22771,31.7171,5.64837,
62,0.515444,35.2725,5.75881,14.4312,2.43253,0.971525,0.258548,0.05814,0,46.085,1.92695,4.80485,1.22759,31.725,5.69152,
63,0.515477,35.2721,5.75873,14.4293,2.43393,0.970009,0.259172,0.0557853,0,46.0875,1.92842,4.80802,1.22821,31.7241,5.68897,
64,0.516113,35.2701,5.75813,14.4221,2.43281,0.971689,0.258346,0.0565034,0,46.0719,1.92726,4.82265,1.22843,31.7173,5.70655,
65,0.516161,35.269,5.75763,14.4123,2.42483,0.98655,0.258105,0.0571455,0,46.0462,1.91913,4.83919,1.22802,31.7119,5.73368,
66,0.516889,35.2698,5.7581,14.4209,2.43182,0.972329,0.257092,0.0587099,0,46.0894,1.92627,4.82491,1.22895,31.7169,5.68774,
67,0.516862,35.2684,5.75779,14.4187,2.4333,0.969394,0.260214,0.0556269,0,46.0902,1.92775,4.83181,1.22897,31.7134,5.68748,
68,0.517222,35.2703,5.75814,14.4198,2.43044,0.974607,0.257612,0.0571072,0,46.0661,1.92484,4.82692,1.22797,31.7175,5.7113,
69,0.515462,35.2693,5.75799,14.422,2.43166,0.971884,0.25974,0.0598248,0,46.0738,1.92607,4.8248,1.22817,31.7157,5.70359,
70,0.516947,35.2683,5.75774,14.4185,2.4343,0.968647,0.259626,0.0568343,0,46.0887,1.92879,4.83111,1.22879,31.7128,5.68885,
71,0.515892,35.27,5.75801,14.4184,2.4324,0.974285,0.259166,0.0571936,0,46.0809,1.92689,4.82774,1.22768,31.716,5.69535,
72,0.516751,35.2679,5.75744,14.4101,2.42864,0.980564,0.255051,0.0605413,0,46.0681,1.92307,4.84362,1.22938,31.7096,5.70913,
73,0.51643,35.2708,5.75842,14.4265,2.42933,0.975617,0.25889,0.0568651,0,46.1117,1.92369,4.81494,1.22971,31.7205,5.66663,
74,0.516575,35.2703,5.75819,14.4231,2.43286,0.972716,0.258061,0.0577168,0,46.0935,1.92732,4.82064,1.22758,31.718,5.68351,
75,0.515903,35.2718,5.7587,14.4306,2.433,0.970481,0.257727,0.0577438,0,46.102,1.92743,4.80761,1.22861,31.7237,5.67495,
76,0.516818,35.2694,5.758,14.4199,2.43266,0.971693,0.257543,0.058248,0,46.0887,1.92713,4.82718,1.2288,31.7158,5.68821,
77,0.517077,35.2682,5.7576,14.4146,2.43239,0.971464,0.25921,0.057001,0,46.0976,1.92683,4.83806,1.22856,31.7113,5.68032,
78,0.517875,35.2698,5.75803,14.4193,2.43037,0.976411,0.25907,0.056281,0,46.0964,1.92477,4.82721,1.22954,31.7162,5.67901,
79,0.515626,35.2719,5.75874,14.4329,2.43351,0.970479,0.259058,0.0564598,0,46.107,1.92795,4.80238,1.22905,31.7241,5.67114,
80,0.516001,35.2706,5.75827,14.4231,2.43012,0.975954,0.257588,0.059087,0,46.0776,1.92451,4.82004,1.22887,31.7189,5.69962,
81,0.516846,35.2684,5.75767,14.414,2.43037,0.976134,0.261333,0.055559,0,46.0934,1.92481,4.83729,1.22965,31.7121,5.68285,
82,0.516553,35.2704,5.75831,14.4242,2.43234,0.970425,0.257022,0.0595088,0,46.1038,1.92678,4.81998,1.22819,31.7193,5.67384,
83,0.515065,35.2704,5.75803,14.4175,2.42697,0.983055,0.259769,0.0575897,0,46.0847,1.92132,4.82969,1.22699,31.7164,5.69316,
84,0.516937,35.2703,5.75821,14.4228,2.43101,0.973887,0.259429,0.0574271,0,46.1018,1.92541,4.82226,1.22814,31.7182,5.67495,
85,0.516524,35.2702,5.75823,14.4236,2.43291,0.971222,0.259592,0.0556822,0,46.072,1.92736,4.82065,1.22845,31.7184,5.70589,
86,0.515389,35.271,5.75846,14.4252,2.43094,0.972354,0.258998,0.0576334,0,46.0577,1.92535,4.81752,1.22877,31.7212,5.72025,
87,0.517398,35.2688,5.75762,14.4112,2.42576,0.985351,0.258444,0.0566851,0,46.0949,1.92009,4.84164,1.22884,31.7118,5.68228,
88,0.515581,35.2707,5.75832,14.4248,2.43254,0.972202,0.258659,0.0576735,0,46.0934,1.92695,4.81829,1.22827,31.7195,5.68407,
89,0.516988,35.27,5.75814,14.4221,2.43198,0.972224,0.258035,0.0572619,0,46.0874,1.92643,4.82229,1.22902,31.7174,5.69194,
90,0.515982,35.2716,5.75861,14.4275,2.43608,0.970511,0.253591,0.0576967,0,46.0986,1.9306,4.8119,1.22866,31.7227,5.67709,
91,0.516403,35.2702,5.75818,14.4228,2.43268,0.973118,0.25708,0.0583734,0,46.0903,1.92714,4.82118,1.22856,31.7178,5.68755,
92,0.516243,35.2693,5.75796,14.4209,2.43431,0.97028,0.257264,0.057868,0,46.0749,1.9288,4.82564,1.22842,31.7154,5.70415,
93,0.51544,35.2746,5.75939,14.4384,2.42871,0.975584,0.259808,0.0569092,0,46.0943,1.92305,4.79018,1.22875,31.7318,5.6845,
94,0.51596,35.2712,5.75856,14.429,2.43232,0.971199,0.25818,0.0586768,0,46.0843,1.92674,4.81031,1.22923,31.7221,5.69368,
95,0.5171,35.2694,5.758,14.4201,2.43341,0.971178,0.25917,0.0566672,0,46.0837,1.92789,4.82705,1.22903,31.7158,5.69315,
96,0.516209,35.2709,5.75845,14.4259,2.43317,0.970514,0.258451,0.0567427,0,46.1031,1.9276,4.81705,1.22852,31.7209,5.67425,
97,0.516367,35.2708,5.75825,14.4231,2.42815,0.982086,0.25968,0.0575477,0,46.1016,1.92248,4.81857,1.22956,31.7187,5.67487,
98,0.516139,35.2698,5.75817,14.4228,2.43188,0.971078,0.258261,0.0596368,0,46.0948,1.92631,4.82309,1.2284,31.7177,5.68385,
99,0.516531,35.269,5.75792,14.4199,2.43266,0.971695,0.259806,0.0576046,0,46.0753,1.92713,4.82703,1.22989,31.7148,5.70272,
100,0.51561,35.2702,5.75822,14.426,2.43665,0.969042,0.256995,0.0574653,0,46.0731,1.93117,4.81616,1.22742,31.7182,5.70572,
101,0.516152,35.2692,5.75798,14.421,2.43483,0.969336,0.259301,0.0567218,0,46.0775,1.92933,4.82611,1.22887,31.7156,5.70017,
102,0.516893,35.2699,5.75822,14.4226,2.43151,0.970902,0.259211,0.0583338,0,46.0993,1.92591,4.82392,1.22945,31.7183,5.67766,
103,0.516152,35.2693,5.75793,14.416,2.42933,0.976167,0.258803,0.0577198,0,46.0749,1.92373,4.83449,1.22967,31.7151,5.7028,
104,0.51576,35.27,5.75781,14.4155,2.42616,0.990322,0.258716,0.0568023,0,46.0921,1.92051,4.83187,1.22592,31.7139,5.68689,
105,0.516166,35.2686,5.75761,14.4125,2.43476,0.971984,0.258547,0.0564317,0,46.09,1.92929,4.841,1.2265,31.7115,5.68746,
106,0.516365,35.2709,5.75834,14.4233,2.43331,0.971664,0.257879,0.05908,0,46.0797,1.92777,4.82086,1.22728,31.7198,5.69612,
107,0.515909,35.2714,5.75862,14.4275,2.43132,0.97093,0.259303,0.0568533,0,46.0792,1.92571,4.81432,1.22977,31.7229,5.69873,
108,0.518003,35.2699,5.758,14.4193,2.43051,0.974995,0.259262,0.0587502,0,46.064,1.92493,4.82581,1.22875,31.7159,5.7143,
109,0.515598,35.2702,5.75823,14.4267,2.43617,0.969044,0.258821,0.0581556,0,46.0852,1.93069,4.81401,1.22834,31.7183,5.69295,
110,0.516726,35.2719,5.75857,14.4266,2.43227,0.975924,0.258148,0.0567451,0,46.0698,1.9267,4.81234,1.22841,31.7224,5.70612,
111,0.51666,35.269,5.7578,14.4151,2.43247,0.973405,0.259367,0.0563588,0,46.116,1.92695,4.83515,1.22903,31.7137,5.66172,
112,0.516515,35.2687,5.75774,14.4167,2.43269,0.973904,0.252973,0.0644604,0,46.1095,1.92717,4.83206,1.22962,31.7129,5.66783,
113,0.516822,35.2693,5.75806,14.4221,2.43521,0.9701,0.26044,0.054119,0,46.0958,1.9297,4.8236,1.23027,31.7164,5.68079,
114,0.515562,35.2693,5.75794,14.4203,2.43615,0.97015,0.258857,0.0571279,0,46.0855,1.93068,4.82618,1.22818,31.7151,5.69206,
115,0.516749,35.2694,5.75793,14.4154,2.43143,0.974763,0.259146,0.0565773,0,46.0916,1.92589,4.83489,1.22861,31.7151,5.68554,
116,0.516499,35.2687,5.75781,14.4181,2.43603,0.970054,0.257681,0.0585894,0,46.0849,1.93058,4.83007,1.22899,31.7137,5.69147,
117,0.517248,35.2683,5.75767,14.4156,2.43226,0.974012,0.260451,0.0560004,0,46.0899,1.92673,4.83401,1.23074,31.7121,5.68828,
118,0.516606,35.269,5.75771,14.4166,2.43195,0.980911,0.255468,0.058996,0,46.0965,1.92644,4.82957,1.22918,31.7126,5.68185,
119,0.51693,35.2703,5.75821,14.4244,2.43492,0.972431,0.258143,0.0570383,0,46.0858,1.92942,4.81751,1.22898,31.7182,5.69143,
120,0.51741,35.2691,5.75803,14.4214,2.43448,0.968302,0.260639,0.0556923,0,46.0757,1.92896,4.82659,1.22988,31.716,5.70159,
121,0.516294,35.2689,5.75782,14.4158,2.43186,0.973834,0.259681,0.0573114,0,46.0747,1.92631,4.83625,1.22767,31.7139,5.70342,
122,0.516532,35.2685,5.7576,14.4138,2.43575,0.971288,0.257868,0.0572249,0,46.0729,1.93031,4.83775,1.22696,31.7114,5.7058,
123,0.51662,35.2706,5.75837,14.4231,2.43173,0.972331,0.259193,0.0568207,0,46.079,1.92614,4.82208,1.23048,31.7201,5.69714,
124,0.515842,35.2721,5.75858,14.4284,2.4318,0.978131,0.257066,0.0580826,0,46.0904,1.92623,4.80782,1.22768,31.7225,5.68937,
125,0.516582,35.2696,5.75771,14.4127,2.42409,0.994822,0.258905,0.0565292,0,46.0776,1.91839,4.83698,1.22732,31.7128,5.69984,
126,0.516359,35.2693,5.75781,14.416,2.43507,0.973263,0.259096,0.0560395,0,46.0925,1.92958,4.83232,1.22885,31.7138,5.68415,
127,0.517056,35.2704,5.75809,14.4179,2.42167,0.992738,0.256077,0.0626015,0,46.0999,1.91592,4.82736,1.22992,31.717,5.67756,
128,0.517112,35.2683,5.75761,14.4125,2.43275,0.972453,0.256614,0.0605558,0,46.0767,1.92723,4.84176,1.22772,31.7115,5.70141,
129,0.516613,35.2696,5.75801,14.4195,2.43464,0.971039,0.258919,0.0564647,0,46.0697,1.92917,4.8269,1.22906,31.7159,5.70864,
130,0.518398,35.2686,5.75772,14.4152,2.42801,0.977119,0.259548,0.0610012,0,46.0698,1.92237,4.83523,1.23038,31.7127,5.70818,
131,0.516414,35.27,5.75825,14.425,2.436,0.969301,0.257114,0.057897,0,46.084,1.93052,4.818,1.23023,31.7185,5.69305,
132,0.516016,35.2697,5.75805,14.4226,2.4378,0.968456,0.258686,0.0562291,0,46.0744,1.93238,4.82223,1.22736,31.7164,5.70413,
133,0.518498,35.2677,5.75744,14.4103,2.43226,0.974856,0.259088,0.056078,0,46.0835,1.92673,4.84463,1.23042,31.7096,5.69324,
134,0.515354,35.2705,5.75835,14.4259,2.43644,0.969028,0.258409,0.0565596,0,46.0825,1.93096,4.81647,1.22858,31.7198,5.69546,
135,0.515645,35.273,5.75902,14.4335,2.43217,0.971089,0.259031,0.0598401,0,46.0794,1.92658,4.80162,1.22883,31.7274,5.6973,
136,0.515927,35.2701,5.75823,14.4251,2.43731,0.968089,0.258053,0.0572268,0,46.0742,1.93187,4.81749,1.22832,31.7183,5.70424,
137,0.517406,35.269,5.75789,14.4191,2.43616,0.96961,0.259414,0.0561042,0,46.0821,1.93071,4.82865,1.22864,31.7145,5.69521,
138,0.515884,35.2712,5.75853,14.4265,2.43597,0.969344,0.258461,0.0563624,0,46.1012,1.93049,4.81473,1.22836,31.7218,5.67572,
139,0.516201,35.2703,5.7582,14.4223,2.43287,0.976211,0.259729,0.055695,0,46.0742,1.92733,4.82119,1.22973,31.7181,5.70252,
140,0.515457,35.2703,5.75828,14.4263,2.43789,0.968197,0.258582,0.0570441,0,46.0917,1.93244,4.81599,1.22742,31.7189,5.68614,
141,0.516255,35.2699,5.75812,14.4222,2.43579,0.970647,0.259824,0.055612,0,46.0902,1.93031,4.82316,1.22819,31.7172,5.68736,
142,0.516723,35.2699,5.75817,14.4229,2.4334,0.970002,0.259961,0.0600551,0,46.0993,1.92786,4.82272,1.22872,31.7177,5.6774,
143,0.517219,35.2694,5.75795,14.4192,2.43198,0.972521,0.257072,0.0607495,0,46.1193,1.92642,4.82831,1.22876,31.7153,5.66058,
144,0.520854,35.2677,5.7575,14.4115,2.43086,0.971235,0.258632,0.0594733,0,46.083,1.92528,4.84476,1.22967,31.7102,5.69403,
145,0.517048,35.2691,5.75776,14.4159,2.43439,0.973036,0.260174,0.0572314,0,46.084,1.9289,4.83274,1.22858,31.7132,5.69279,
146,0.514464,35.2718,5.75852,14.4278,2.43833,0.968956,0.258136,0.0578994,0,46.1114,1.9329,4.81155,1.22515,31.7219,5.66608,
147,0.516492,35.2684,5.75759,14.413,2.43225,0.977059,0.260034,0.0571269,0,46.1074,1.92676,4.83766,1.22861,31.7113,5.67114,
148,0.515832,35.2697,5.75801,14.4206,2.43691,0.970495,0.258831,0.0566206,0,46.0918,1.93146,4.82504,1.22825,31.716,5.68541,
149,0.515696,35.2705,5.75822,14.424,2.43682,0.9715,0.258816,0.0561236,0,46.0811,1.93137,4.81787,1.22836,31.7184,5.69623,
150,0.515544,35.272,5.75866,14.4273,2.43162,0.975274,0.25833,0.0572836,0,46.0779,1.92602,4.81295,1.22862,31.7234,5.70005,
151,0.517558,35.2691,5.75776,14.4148,2.42844,0.983532,0.259935,0.0548069,0,46.0677,1.92285,4.83333,1.23058,31.7132,5.71152,
152,0.515774,35.2706,5.75827,14.4229,2.43424,0.973893,0.259172,0.056513,0,46.0834,1.92874,4.82003,1.22875,31.7189,5.69377,
153,0.515898,35.2737,5.75905,14.4336,2.43303,0.975078,0.258116,0.0587836,0,46.0711,1.92752,4.79514,1.22932,31.7278,5.70684,
154,0.517263,35.27,5.75787,14.4145,2.43249,0.980109,0.256541,0.0562685,0,46.1047,1.92697,4.83381,1.22725,31.7146,5.67274,
155,0.517703,35.2673,5.75722,14.4081,2.43111,0.981007,0.259498,0.0562795,0,46.0734,1.92558,4.84653,1.22943,31.7072,5.70473,
156,0.516811,35.2681,5.75767,14.4154,2.43031,0.970435,0.259576,0.0665655,0,46.0843,1.9247,4.83818,1.22852,31.7121,5.69255,
157,0.515928,35.2704,5.75817,14.4178,2.43089,0.975856,0.258646,0.0581404,0,46.0769,1.92532,4.83017,1.22823,31.7179,5.7007,
158,0.516033,35.269,5.75793,14.4196,2.43664,0.968988,0.257947,0.0571259,0,46.0702,1.93119,4.828,1.22902,31.715,5.70843,
159,0.516973,35.2695,5.75787,14.4159,2.4312,0.979333,0.259894,0.0555047,0,46.0933,1.92566,4.83138,1.22993,31.7145,5.68431,
160,0.517481,35.2693,5.75778,14.4158,2.43068,0.979664,0.260019,0.0583498,0,46.1043,1.92515,4.83049,1.22942,31.7134,5.67356,
161,0.516582,35.2707,5.75831,14.4235,2.43495,0.972445,0.258306,0.0564845,0,46.1037,1.92947,4.81866,1.22907,31.7193,5.6739,
162,0.516436,35.2699,5.75801,14.4172,2.43594,0.97071,0.257489,0.0564131,0,46.0848,1.93048,4.83208,1.22706,31.7161,5.69278,
163,0.517865,35.2689,5.75768,14.4148,2.43317,0.977611,0.259313,0.0548347,0,46.1056,1.92765,4.83479,1.22906,31.7123,5.67193,
164,0.516336,35.2723,5.75877,14.4266,2.42877,0.98002,0.25768,0.0555403,0,46.1082,1.92313,4.81345,1.2308,31.7247,5.66928,
165,0.51658,35.2676,5.75743,14.4116,2.43315,0.972783,0.260524,0.0590627,0,46.0859,1.92763,4.8431,1.22853,31.7094,5.69219,
166,0.517209,35.2685,5.75768,14.4158,2.43656,0.970833,0.257978,0.0572649,0,46.0873,1.93114,4.83318,1.22893,31.7122,5.69089,
167,0.51856,35.2675,5.75735,14.4101,2.43588,0.971324,0.260196,0.0553986,0,46.104,1.93046,4.8453,1.22863,31.7085,5.67237,
168,0.516235,35.2697,5.75799,14.4193,2.43577,0.969815,0.259796,0.0572516,0,46.082,1.93031,4.8284,1.22631,31.7158,5.69701,
169,0.518389,35.2679,5.75755,14.4138,2.43578,0.971265,0.257794,0.0575914,0,46.0927,1.93034,4.83766,1.23017,31.7107,5.68411,
170,0.516255,35.2706,5.75814,14.4192,2.43537,0.971419,0.259836,0.0562119,0,46.0773,1.9299,4.82596,1.22742,31.7176,5.70063,
171,0.514286,35.2724,5.75872,14.4275,2.43677,0.96919,0.259388,0.0559424,0,46.1037,1.93129,4.81348,1.226,31.7243,5.67277,
172,0.516385,35.2719,5.75864,14.4281,2.43223,0.97475,0.259382,0.059029,0,46.092,1.92664,4.81134,1.22839,31.7231,5.68388,
173,0.518806,35.2678,5.75745,14.4122,2.43342,0.975272,0.259496,0.0567573,0,46.112,1.92795,4.83993,1.22962,31.7097,5.6657,
174,0.515087,35.275,5.75951,14.4408,2.43564,0.971048,0.257616,0.0582855,0,46.0874,1.9301,4.78718,1.22808,31.7331,5.68738,
175,0.515475,35.2699,5.75804,14.4201,2.43252,0.971245,0.258779,0.0677157,0,46.1042,1.92699,4.82575,1.22779,31.7164,5.67132,
176,0.516614,35.2688,5.75778,14.4156,2.43567,0.970648,0.260622,0.0560832,0,46.1127,1.93022,4.83488,1.22812,31.7134,5.66511,
