Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
167,21.4094,82.2724,214.226,0.260226,0.415954,5.05163,0.757804,0.439777,34.8702,0.301437,4.55565,0.363055,13.5333,13.4001,6.18063,0.946084,1.45672,0.0492871,17.9698,2.59959,0.648831,88.4503,1.08863,17.8002,1.45512,54.1269,53.7655,1.54112,1.07777,0.432097,0.115329,0.00384964,0.183673,0.254164,12.5166,0.00153849,0.0567189,0.0124628,0.00870309,0.00287175,5.27559,0.649065,1.3664,
168,21.4077,97.0741,277.643,0.220529,0.434426,6.54446,1.20333,0.562861,42.2028,0.367008,4.92385,0.248205,15.3652,15.236,7.28422,1.09456,1.60713,0.132013,24.2799,4.15054,1.58328,116.558,1.25148,18.4372,0.89809,58.9299,58.8082,5.70658,1.5195,1.02988,0.0635738,0.00394823,0.183156,0.253929,12.5143,0.00154342,0.0567189,0.0124241,0.00942509,0.00287175,5.80935,0.64798,0.988491,
169,21.4077,81.5867,204.6,0.262392,0.407353,6.27714,0.528554,0.392149,27.5491,0.326305,3.87545,0.0728041,15.3959,15.1975,8.96508,1.11271,1.48663,0.0773505,22.009,1.66375,0.502224,55.5267,1.14449,13.8196,0.301931,52.6145,51.9306,20.71,1.8386,0.81346,0.0678109,0.00394253,0.183156,0.25353,12.4779,0.00154342,0.0555706,0.0123999,0.0111716,0.00333571,4.15756,0.64798,0.35268,
170,21.4058,69.5303,203.997,0.307863,0.445923,5.86356,0.549313,0.342012,30.4719,0.242924,3.23566,0.13616,9.37851,9.28496,7.07971,1.04573,1.45395,0.147776,25.4347,1.44987,0.445041,74.4688,0.988313,13.1057,0.565254,45.4476,44.9459,7.54456,1.6136,0.464339,0.207601,0.00383498,0.1826,0.252949,12.4921,0.00154342,0.055616,0.0124379,0.0114402,0.00364541,5.83193,0.64798,1.36625,
171,21.4058,73.9375,233.364,0.289512,0.448774,3.87982,0.457587,0.399033,35.4622,0.192052,1.89259,0.221646,11.2369,11.175,6.15467,1.0183,1.39885,0.107439,15.4491,1.23447,0.597769,101.887,0.795531,8.34285,1.08017,53.0745,52.602,1.99016,1.47375,0.154329,0.426276,0.0038136,0.18233,0.253225,12.5107,0.00153952,0.0559996,0.0124155,0.0114402,0.00364541,3.37935,0.646956,1.36625,
172,21.4055,59.4611,161.507,0.359991,0.420706,5.10333,0.831172,0.362083,28.3491,0.260558,3.473,0.12598,5.81182,5.55338,6.61532,1.10133,1.45333,0.054817,21.4867,2.59367,0.505708,70.6973,1.03007,16.7142,0.541381,28.3827,27.7292,3.057,1.87197,0.530236,0.0930176,0.00383498,0.18233,0.251504,12.5107,0.00153952,0.0559996,0.0124155,0.0115089,0.00364541,5.80215,0.646956,1.36625,
173,21.4011,36.5671,106.105,0.585255,0.421519,1.08728,0.326381,0.288343,14.3514,0.0995008,1.46048,0.0137642,5.05586,5.02398,6.38677,0.69024,1.36152,0.0360314,8.53157,1.07604,0.242324,12.7415,0.671923,9.8412,0.111133,35.2645,35.128,3.6698,0.417038,0.0988983,0.169349,0.00383498,0.181551,0.249004,12.5136,0.00153952,0.0559996,0.0124155,0.0123148,0.00367141,5.78275,0.646185,1.09039,
174,21.4011,45.0391,165.419,0.475167,0.433876,1.67815,0.300985,0.307657,21.4018,0.0524292,1.09371,0.0130473,5.91254,5.8957,5.89685,0.699574,1.35278,0.0515177,11.6584,0.817735,0.368855,61.5706,0.343906,7.25917,0.00101152,41.2493,41.241,0.495683,0.35281,0.10116,0.426174,0.00383498,0.181002,0.2514,12.5009,0.00153952,0.0555813,0.00894985,0.0140904,0.00421847,5.80618,0.646185,0.647312,
175,21.4002,151.456,608.571,0.141296,0.431893,8.00672,0.641292,0.414058,24.7722,0.30578,5.04667,0.164242,11.5439,11.3768,86.1676,1.06249,1.52276,0.0788975,30.152,1.80692,0.60517,72.8176,1.06063,18.9934,0.604508,45.6026,45.1039,556.163,1.54589,0.709857,0.130331,0.00383498,0.181002,0.251204,12.5136,0.00152706,0.0557691,0.0123406,0.0140904,0.0042139,5.80618,0.646185,1.13151,
176,21.3961,70.2349,239.263,0.304636,0.426891,6.32731,0.367372,0.349107,28.149,0.201546,2.2147,0.104212,11.9476,11.8494,5.88648,0.965891,1.44545,0.0411217,31.9671,0.903316,0.482655,76.9698,1.00319,11.4756,0.457834,58.6817,58.3066,80.2867,1.55355,0.478272,0.227219,0.00403784,0.181002,0.2514,12.5136,0.00152706,0.0557691,0.0124717,0.0140441,0.0042139,1.65223,0.646185,1.36626,
177,21.3958,49.2216,138.956,0.434684,0.420359,2.7403,0.508195,0.30507,25.8118,0.201653,1.28549,0.0213831,4.87933,4.86316,5.96638,0.873768,1.34469,0.0396852,14.2269,1.71428,0.284362,76.6648,0.991128,7.35925,0.0925387,25.2889,25.7218,0.521651,1.32458,0.154625,0.149113,0.00382722,0.180865,0.2514,12.5111,0.00152706,0.0553205,0.0124717,0.0140904,0.00422601,5.84205,0.645987,0.59263,
178,21.3932,127.452,466.921,0.167853,0.464049,6.22233,0.892624,1.3381,73.5724,0.371479,8.85956,0.34768,13.162,11.4981,7.98342,0.967603,1.77281,0.393694,20.9907,3.69764,6.89722,388.148,1.19931,28.1843,1.38455,42.4105,40.6173,8.71701,1.05956,1.9121,0.138654,0.00403784,0.180457,0.250208,12.5116,0.00152706,0.0553205,0.0121684,0.0141091,0.00422601,4.7643,0.645619,1.02357,
179,21.3932,60.6767,173.196,0.352577,0.429098,3.70364,0.444262,0.341118,30.6099,0.259532,5.06037,0.0710158,5.18455,5.12167,6.73355,1.1379,1.5801,0.0677957,16.2491,1.42807,0.984189,90.5152,1.06663,21.3228,0.424802,35.3557,34.6321,5.04831,2.02103,1.15135,0.170915,0.00373214,0.0446846,0.250208,12.4918,0.00154071,0.0536514,0.0126131,0.014113,0.00425192,5.83598,0.644745,0.565543,
180,21.3892,110.828,304.857,0.192995,0.444453,5.13725,0.714856,0.427048,49.0781,0.308397,4.41859,0.137929,20.8443,20.6184,6.24209,1.03733,1.41945,0.164955,23.413,2.11113,0.639759,139.736,1.15725,15.8789,0.685796,75.4849,74.7463,1.86663,1.34579,0.446107,0.0320624,0.00373214,0.178057,0.250048,12.4918,0.00154071,0.0536514,0.0128097,0.0143751,0.00441326,5.83598,0.644745,0.0415938,
181,21.3892,73.3669,211.03,0.291538,0.418655,7.39491,0.461155,0.351369,30.0257,0.234023,3.62919,0.0849049,10.9268,10.7994,6.62384,0.962098,1.45488,0.0569257,32.0602,1.32653,0.415893,80.7173,0.977882,14.6698,0.296757,53.2485,52.3552,3.03254,1.48191,0.630576,0.120122,0.00373214,0.178057,0.250048,12.4833,0.00153446,0.0534943,0.0124274,0.0137567,0.00425851,5.83598,0.644745,0.683892,
182,21.3851,40.0855,130.832,0.533487,0.427144,1.39279,0.209783,0.3045,19.99,0.0865713,0.571849,0.126172,4.51371,4.50431,5.90737,0.685741,1.36557,0.0087501,11.1172,0.262989,0.369296,52.5892,0.603848,4.70079,0.792417,31.987,32.0868,0.732461,0.387549,0.089089,0.426477,0.00373214,0.176409,0.249614,12.4833,0.00153446,0.0534596,0.0124274,0.0137567,0.00425851,5.83598,0.643879,1.29033,
183,21.3851,48.7314,138.958,0.438836,0.424746,3.35295,0.491626,0.325012,18.3049,0.120573,1.40092,0.132504,7.60225,7.55872,6.65743,0.897138,1.46264,0.0279145,16.5086,1.95315,0.365727,34.1979,0.579594,6.63932,0.662641,38.8902,38.7654,4.40365,1.2949,0.665763,0.245932,0.00369981,0.176409,0.249614,12.4833,0.00152728,0.0534596,0.0127498,0.0133928,0.00410467,5.83598,0.643326,1.3666,
184,21.3851,72.2657,212.615,0.295923,0.4322,1.78915,0.662108,0.542764,33.134,0.311438,5.72774,0.18842,10.4363,10.2599,6.43638,0.819049,1.52626,0.128032,8.01405,2.5389,1.28127,111.315,1.23701,22.6015,0.896693,51.324,50.4441,3.30773,0.721648,0.751808,0.128324,0.00369981,0.176409,0.249614,12.4833,0.00152272,0.0534596,0.0127643,0.0133928,0.00405221,2.37018,0.643326,1.36655,
185,21.3806,66.8683,190.648,0.319742,0.43612,5.41236,0.566984,0.410281,33.1466,0.262754,4.47668,0.0669041,6.79994,6.75758,6.17378,0.846395,1.51191,0.0444732,22.6172,1.79374,0.634405,82.8996,1.03728,19.0068,0.254673,35.049,34.7815,1.33509,0.833517,1.16486,0.426477,0.00369981,0.176409,0.247051,12.4833,0.00153446,0.0534596,0.0128252,0.0133928,0.00410467,5.83598,0.642448,0.652076,
186,21.3802,83.6491,256.616,0.255594,0.441604,4.00061,0.424354,1.11151,35.232,0.177212,3.44613,0.205501,15.0563,14.9604,6.34409,0.821871,1.4276,0.0639834,16.1758,1.03281,5.61453,91.1198,0.728233,16.5005,0.863132,62.6492,63.561,1.87623,0.762803,0.472274,0.426534,0.00369981,0.174965,0.246822,12.4983,0.00152532,0.0534596,0.0126393,0.0138305,0.00417045,5.84583,0.640862,0.526726,
187,21.3759,118.317,291.963,0.180667,0.448364,8.57767,0.729329,0.482383,42.4891,0.457659,9.16774,0.224243,21.5929,21.4074,9.7092,1.3443,1.68652,0.0800105,31.4423,2.29579,0.936738,110.211,1.40317,29.9307,0.869899,67.1766,66.7174,18.6916,2.12785,1.50848,0.426534,0.00369981,0.174965,0.246688,12.4983,0.00152532,0.0534596,0.0126393,0.0144066,0.00437428,5.846,0.640862,1.27944,
188,21.3759,54.3385,164.437,0.393385,0.43472,2.50363,0.510421,0.380335,32.36,0.148367,1.67768,0.0687828,3.9655,3.78655,6.16939,0.89946,1.43363,0.0634421,12.2829,1.81918,0.653765,98.9854,0.721036,10.265,0.406625,27.1891,26.2488,3.8457,1.38,0.436273,0.384338,0.00369981,0.174965,0.246688,12.4983,0.00152532,0.0534596,0.0123211,0.0144066,0.00437428,5.83724,0.640536,1.3666,
189,21.3759,42.8798,105.841,0.498507,0.419864,1.77482,0.489106,0.295967,20.3188,0.155845,2.58121,0.114442,3.93182,3.53433,6.90901,0.912071,1.44252,0.0570289,8.77524,1.72896,0.277275,49.6909,0.877672,13.5753,0.593583,22.2962,19.7628,5.98446,1.49988,0.373359,0.0369802,0.00369879,0.174965,0.246068,12.5128,0.00152532,0.0537665,0.0124617,0.0143802,0.00437473,5.83724,0.640536,1.36664,
190,21.3759,106.857,265.708,0.200042,0.4179,10.7594,0.649908,2.18438,39.7557,0.414515,5.45197,0.225294,19.0789,18.7626,6.44723,1.15174,1.55773,0.128396,34.6766,1.77929,10.2073,98.8838,1.28867,20.008,0.903918,70.6316,69.7024,1.86613,1.82267,0.919501,0.0222229,0.00372539,0.174965,0.243938,12.5101,0.00152329,0.053198,0.0124267,0.0144066,0.0043837,5.84912,0.640536,0.253633,
191,21.372,96.7851,256.031,0.22082,0.429419,5.09538,0.688578,0.389391,42.3129,0.340006,5.93324,0.18133,16.4644,16.3351,6.15951,0.972318,1.48341,0.0790466,20.0164,2.59485,1.61339,103.452,1.22726,20.0835,0.746741,59.2171,58.7623,1.37726,1.30691,0.62491,0.0389464,0.00372539,0.174939,0.243601,12.5101,0.00152329,0.053198,0.0069935,0.0144268,0.00440097,5.017,0.640732,0.523505,
192,21.3717,61.4081,196.198,0.348027,0.418768,3.14465,0.350027,0.3302,21.0136,0.127864,3.33951,0.0743395,11.5982,11.5618,7.06408,0.899324,1.48571,0.0417146,15.8427,0.992906,0.40589,51.8037,0.636631,17.5075,0.359955,58.4067,57.6327,8.37212,1.31591,0.581954,0.180614,0.00367372,0.174939,0.243601,12.5111,0.00152329,0.053198,0.0123217,0.0142854,0.00425321,5.81084,0.640449,1.36649,
193,21.3685,60.8605,162.326,0.351106,0.435951,2.77744,0.6041,0.502997,36.3428,0.336251,3.09266,0.0809393,4.07066,4.03135,6.11913,1.03276,1.43347,0.0680289,11.2226,1.8821,1.31034,103.241,1.32984,13.418,0.296461,18.2487,18.1232,1.39162,1.56035,0.494319,0.264175,0.00367372,0.174939,0.242303,12.5122,0.00151939,0.053198,0.0123217,0.0142854,0.00425321,5.84456,0.640428,0.665855,
194,21.3683,75.1996,177.734,0.284155,0.424378,6.58178,0.931882,0.416272,35.4015,0.453223,3.3157,0.172193,9.26032,9.24589,6.60564,1.04558,1.34528,0.0864105,22.2546,2.5651,0.556054,82.8894,1.36806,12.0487,0.967959,38.7825,39.6076,2.37371,1.57826,0.222792,0.0352133,0.00367372,0.174712,0.242303,12.5217,0.0015175,0.0534975,0.0121566,0.0149325,0.004505,5.84456,0.640413,0.502242,
195,21.3674,88.9757,250.28,0.240149,0.42992,8.32935,0.565595,0.3584,27.2928,0.272483,4.24496,0.326941,17.4579,17.3309,9.83436,1.01591,1.51624,0.118962,28.7752,1.59828,0.406827,60.0106,0.97538,17.2041,1.21217,69.1562,68.6738,19.1719,1.48463,0.690396,0.148709,0.0037579,0.174712,0.242303,12.5217,0.0015175,0.0534975,0.0120925,0.0147271,0.00439966,5.67788,0.640157,1.15611,
196,21.3668,49.2297,116.577,0.434023,0.410069,2.91168,0.31949,0.346509,18.3678,0.186163,3.69025,0.106588,6.97268,6.73361,6.8489,0.924159,1.41181,0.0704832,15.1591,0.571511,0.403054,24.3362,0.776737,14.4141,0.470571,31.4978,31.5311,6.28482,1.29208,0.440192,0.103732,0.00387748,0.174059,0.24095,12.5217,0.00150993,0.0534975,0.0122828,0.0147271,0.00439966,5.8293,0.640157,0.548616,
197,21.3668,66.6563,204.313,0.320552,0.430883,5.34976,0.348239,0.349388,20.549,0.184821,5.04755,0.160877,11.8019,11.7257,8.23494,0.883326,1.5899,0.0901137,24.7959,0.844184,0.432353,35.4179,0.857135,22.3166,0.709173,57.0775,56.9774,14.56,0.990484,1.38634,0.197261,0.00387748,0.174059,0.24095,12.5139,0.00150993,0.0534975,0.0121713,0.0146958,0.00439966,5.8293,0.640211,1.36657,
198,21.3654,114.627,295.778,0.186391,0.439111,9.53284,0.966142,0.453602,50.2209,0.425992,5.46191,0.261473,18.7748,18.6627,6.50399,1.40351,1.51988,0.139867,31.6789,2.75116,0.682428,130.665,1.30225,20.5119,0.923982,64.4145,65.25,3.96261,2.41563,0.651252,0.0690196,0.00387748,0.17424,0.240593,12.5187,0.00150916,0.0536653,0.0121713,0.0141738,0.00439966,3.43929,0.640013,1.0853,
199,21.3644,42.8374,150.289,0.498731,0.460136,3.94041,0.314283,0.261683,23.9222,0.0937673,0.484477,0.0658603,2.38406,1.61343,7.14331,0.764476,1.38938,0.232183,28.0667,0.990817,0.232876,80.7989,0.702666,3.00825,0.405941,21.6528,20.2622,8.88143,1.07621,0.203963,0.42641,0.00387748,0.174403,0.240593,12.5187,0.00150916,0.0536653,0.012253,0.0144787,0.00442184,5.8293,0.640028,1.36657,
200,21.3644,148.153,384.952,0.144205,0.434494,9.02807,1.05406,0.447998,44.1282,0.388131,8.97237,0.290276,22.7296,22.514,35.3952,1.21857,1.55151,0.119734,25.6815,2.58234,0.613395,119.39,1.04874,29.3878,0.886497,73.9744,72.7206,145.981,1.85844,1.03792,0.095777,0.00515335,0.174132,0.240486,12.5225,0.00150993,0.0535999,0.012253,0.0144787,0.00442184,0.649392,0.640028,0.900774,
