Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
90,1246.48,1880.33,2907.99,0.662904,69.7266,0,46.444,1386.37,70.7027,6.95366,218.038,66.9824,15.1085,267.788,0,139.473,861.82,324.064,1.71982,1854.73,258.101,19.8866,1.53586,0,0.0446588,1208.74,1.03256,2.62914,1.78256,0.514002,3.32453,
91,1245.7,1703.29,1738.63,0.731351,59.0388,0,52.1341,1349.42,58.4333,6.68587,105.668,57.4029,14.5083,222.053,0,153.926,607.879,279.511,1.70857,519.116,215.956,14.9729,1.8908,0,0.0446588,1193.98,1.03256,0.601692,1.78256,0.863686,8.78264,
92,1245.7,1880.82,1689.26,0.662318,87.8289,0,54.6737,1470.93,77.2666,6.57835,78.5682,86.7206,18.248,282.864,0,129.24,773.289,250.101,2.18855,246.963,281.292,23.1288,1.8908,0,0.0446588,1208.74,1.03256,0.131275,1.69236,0.863686,8.78264,
93,1245.7,5881.57,39339.7,0.211797,87.7804,0,61.3996,1443.07,76.6344,6.61068,4103.78,85.1463,17.1548,265.865,0,163.611,712.378,257.862,1.8523,39308.5,257.545,19.634,1.8908,0,0.0446588,1208.74,1.03256,0.663795,1.69236,0.627843,8.78264,
94,1245.7,1506.21,1236.55,0.827041,38.0724,0,26.5066,1304.97,52.0102,6.66027,30.2416,34.5201,13.2366,179.893,0,98.9102,540.956,239.271,1.35034,3521.63,173.634,13.9618,1.8908,0,0.0446588,1208.74,1.03256,2.53927,1.69236,0.627843,8.78264,
95,1245.7,1832.86,2264.89,0.679647,51.3866,0,38.2267,1406.16,54.8059,6.35996,209.167,50.2319,16.5252,218.874,0,115.649,730.733,200.652,1.6474,1389.17,217.542,21.2267,1.8908,0,0.0446588,1208.74,1.03256,0.0982069,1.69236,0.627843,8.78264,
96,1245.7,2259.35,2806.46,0.551353,112.103,0,71.6966,1531.13,100.783,6.48724,307.409,109.53,20.2101,350.292,0,187.149,912.668,321.118,1.79543,1547.35,344.192,26.0736,1.8908,0,0.0446588,1208.74,1.03256,0.111199,1.69236,0.595421,8.78264,
97,1245.7,1923.84,1870.2,0.647508,97.2154,0,64.035,1475.92,105.738,6.66452,59.568,96.0394,18.6538,282.996,0,159.526,797.047,323.743,1.63689,327.011,281.234,22.8767,1.8908,0,0.0646569,1208.74,1.03256,0.687214,1.69236,0.595421,2.73869,
98,1244.27,1985.25,3999.82,0.626758,78.9823,0,33.3157,1362.44,71.4704,6.78918,339.654,77.4405,15.1573,282.624,0,108.666,626.455,295.652,1.5203,3001.39,279.394,17.1512,1.66008,0,0.0646569,1208.74,0.404645,2.38545,1.69236,0.595421,8.78264,
99,1241.49,1803.33,1604.32,0.688443,36.8966,0,41.4531,1550.14,57.2399,6.46062,55.5779,35.2376,20.3227,163.757,0,112.944,1042.79,247.266,1.89658,337.137,161.285,29.9345,0.762049,0,0.0646569,1208.74,0.404645,0.489534,1.69236,0.227534,8.78264,
100,1241.49,1731.27,1646,0.717098,86.5899,0,32.4698,1330.16,84.7763,6.47405,90.9136,85.4627,14.4248,296.037,0,104.761,483.539,266.069,1.51784,420.769,295.322,14.4665,1.48838,0,0.0646569,1208.74,0.404645,0.407062,1.69236,0.595421,8.78264,
101,1241.49,2237.21,3650.27,0.554928,80.4247,0,70.6423,1528.69,119.317,6.13537,329.668,82.4962,19.8274,239.064,0,182.171,938.835,498.596,1.87264,2588,242.463,26.2939,1.48838,0,0.0646569,1208.74,0.404645,0.296082,1.69236,0.595421,8.78264,
102,1241.49,1680.74,1397.33,0.738657,71.1351,0,40.4991,1357,57.6334,6.3119,62.6152,70.2338,15.3116,230.701,0,125.626,558.343,214.685,1.54185,329.588,229.947,16.5294,0.957898,0,0.0646569,1208.74,0.404645,0.930242,1.69236,0.36332,8.78264,
103,1241.49,1822.27,2046.15,0.681286,72.1342,0,50.2167,1423.29,80.2314,6.16288,102.769,70.5947,16.878,234.819,0,151.278,775.445,269.246,1.42415,766.058,233.816,21.828,0.957898,0,0.0646569,1208.74,0.404645,1.01487,1.69236,0.36332,8.78264,
104,1241.49,1844.72,1811.02,0.672997,70.4536,0,60.9844,1458.28,109.435,6.41391,52.843,68.6943,17.6102,276.254,0,161.029,835.268,342.098,1.68576,143.601,272.779,22.9375,0.957898,0,0.0646569,1208.74,0.404645,1.62974,1.69236,0.36332,2.8569,
105,1241.49,1990.01,2169.6,0.623862,131.821,0,39.0753,1424.07,107.347,6.47835,134.235,130.055,16.9273,381.53,0,128.216,720.565,319.181,1.55231,704.329,377.931,20.0472,0.957898,0,0.0646569,1208.74,0.404645,1.13025,1.69236,0.36332,7.10866,
106,1241.49,1957.6,2217.43,0.634189,82.5487,0,51.0904,1529.28,70.2146,6.24372,117.25,81.1103,19.8617,291.491,0,145.88,1000.21,275.255,1.75142,539.232,285.904,26.8919,0.957898,0,0.0646569,1208.74,0.404645,0.629173,1.14655,0.36332,8.78264,
107,1240.87,1884.49,1937.99,0.658465,91.5647,0,34.7234,1434.31,83.7212,6.24457,127.484,88.9003,17.5487,297.864,0,99.6376,703.849,293.366,1.51147,564.57,289.451,20.4177,0.957898,0,0.0646569,1208.74,1.03256,0.872993,1.08184,0.36332,8.78264,
108,1240.87,1781.37,1654.56,0.696584,81.4238,0,39.5237,1434.98,78.9539,6.27397,43.8216,79.2411,17.1529,244.681,0,103.655,780.642,271.507,1.63995,169.659,237.768,20.312,0.957898,0,0.0646569,1208.74,1.08158,0.797473,1.14655,0.36332,8.78264,
109,1240.87,2077.46,3939.7,0.597302,79.9909,0,57.5843,1415.81,82.6713,6.30976,339.732,78.5104,16.8484,266.31,0,164.323,672.993,257.541,1.80625,3059.28,264.517,19.2784,0.957898,0,0.0646569,1208.74,1.08158,0.336373,1.14655,0.36332,10.2932,
110,1240.87,2004.82,2255.58,0.618943,103.584,0,58.1381,1416.68,93.4923,6.23984,207.662,102.192,16.8324,300.119,0,158.388,702.886,286.41,1.53604,1161.69,299.201,19.7519,0.957898,0,0.0646569,1208.74,1.08158,1.15983,1.14655,0.36332,7.77613,
111,1240.87,1649.86,1362.27,0.752108,51.2294,0,41.9073,1322.87,48.9943,6.16705,113.544,50.3541,14.792,201.527,0,134.996,510.094,177.455,1.38689,678.318,200.862,15.3417,0.957898,0,0.0646569,1208.74,1.08158,0.941717,1.14655,0.36332,10.2932,
112,1240.87,1930.73,2102.39,0.642695,87.6682,0,59.9168,1510.64,105.188,6.24001,57.2052,84.9594,18.9181,277.102,0,165.496,968.693,394.898,1.56083,268.767,270.494,25.2605,0.702139,0,0.0646569,1208.74,1.08158,0.234888,1.14655,0.359382,10.2932,
113,1240.87,1734.41,1687.68,0.715442,67.3936,0,38.5908,1394.24,78.1517,6.26491,68.0294,65.9381,15.8024,270.331,0,118.739,720.812,316.701,1.3685,379.72,263.451,18.9227,0.755078,0,0.0646569,1208.74,1.08158,0.458671,1.14655,0.359283,10.3151,
114,1240.87,1761.66,1444.7,0.704375,74.1411,0,51.5091,1396.64,85.9699,6.21994,58.4335,72.5462,16.208,251.584,0,144.063,660.719,260.207,1.68673,193.019,248.699,18.5556,0.755078,0,0.0646569,1208.74,1.08158,0.796028,1.14655,0.359283,10.3151,
115,1232.25,2109.09,2380.8,0.584255,109.217,0,52.7627,1474.89,95.8535,6.24845,244.476,107.262,18.3845,300.228,0,149.831,828.672,297.486,1.61034,1117.53,296.135,22.3603,0.755078,0,0.0646569,1208.74,0.651294,0.80213,1.14655,0.359283,10.3151,
116,1232.25,1830.1,1961.71,0.673322,102.583,0,38.973,1408.63,94.7448,6.16624,63.307,99.7247,15.9656,358.923,0,116.917,740.518,348.504,1.60078,251.499,348.636,18.0443,0.755078,0,0.0646569,1208.74,0.651294,0.157774,1.14655,0.359283,5.94263,
117,1232.25,1641.01,1286.26,0.750907,48.6096,0,35.5386,1396.64,48.6786,6.37431,41.1556,47.6625,16.3484,209.953,0,111.849,726.108,185.817,1.4909,134.521,208.413,20.7118,0.755078,0,0.0646569,1208.74,0.651294,0.874447,1.14655,0.359283,8.35719,
118,1232.25,1838.23,1685.48,0.670344,97.4701,0,59.7924,1369.71,92.6985,6.21868,101.423,95.2731,15.6452,283.363,0,158.986,578.169,300.17,1.94757,362.887,280.626,15.5744,0.755078,0,0.0646569,1189.39,0.651294,0.369876,1.14655,0.359283,3.54668,
119,1232.25,1924.32,2071.21,0.640355,108.924,0,51.3533,1388.98,131.515,6.50809,116.842,103.42,16.7744,330.52,0,150.203,559.726,674.787,2.92128,532.528,319.94,17.7008,0.755078,0,0.0294738,1208.74,0.651294,0.335391,1.14655,0.359283,10.3151,
120,1232.25,2022.23,2701.06,0.609349,99.1782,0,57.0053,1413.57,85.5141,6.13417,247.843,96.2846,16.706,286.32,0,172.718,660.293,282.026,1.21713,1612.37,280.883,18.5311,0.389761,0,0.0294738,1208.74,0.651294,0.630208,1.14655,0.164538,10.3151,
121,1232.25,1979.94,3748.39,0.622365,41.728,0,46.3603,1294.27,47.4268,6.13994,489.434,41.05,13.5316,184.106,0,160.611,343.469,214.71,1.03188,3080.66,183.393,10.892,0.389761,0,0.0294738,1208.74,0.651294,1.07755,1.14655,0.164538,10.3151,
122,1232.25,2149.77,3590.33,0.573199,76.4781,0,62.2517,1454.49,97.4426,6.30216,367.324,69.1004,16.386,275.717,0,183.943,960.226,348.923,1.40731,2555.49,251.886,19.6753,0.389761,0,0.00228135,1208.74,0.651294,0.401365,1.14655,0.164538,7.72464,
123,1232.25,1864.26,2002.37,0.660985,65.0065,0,50.5598,1410.84,84.3254,6.25547,166.623,64.0785,16.5729,203.558,0,146.472,684.565,267.153,1.58568,1154.73,202.243,18.4367,0.389761,0,0.0294738,1208.74,0.651294,0.387782,1.14655,0.164538,10.3151,
124,1232.25,1830.89,1972.99,0.673032,60.483,0,52.8734,1398.49,70.6409,6.1614,166.983,59.1382,16.117,211.709,0,154.431,595.643,241.089,1.48148,954.938,210.708,17.1416,0.389761,0,0.0294738,1209.05,0.651294,0.649947,1.08101,0.164538,10.3992,
125,1232.25,2053.6,2360.86,0.600042,81.079,0,38.0924,1604.06,122.459,6.05701,111.323,71.2247,19.3073,266.839,0,109.094,1289.15,438.806,1.835,394.998,246.018,25.1434,0.389761,0,0.0294738,1209.05,0.651294,0.338431,1.14655,0.164538,10.5713,
126,1232.25,2412.29,4793.31,0.51082,72.3344,0,48.5932,1396.56,85.17,6.26043,717.812,69.964,15.5947,264.504,0,160.329,703.323,318.388,1.23622,3863.25,257.861,17.7472,0.389761,0,0.0294738,1209.05,0.651294,0.641174,1.14655,0.164538,10.5713,
127,1232.25,1873.17,1964.33,0.657841,74.8483,0,35.9804,1391.32,96.3567,5.90491,179.453,73.3732,15.9325,225.111,0,111.972,614.345,291.237,1.58998,1093.67,223.196,16.69,0.389761,0,0.0294738,1209.05,0.651294,0.558902,1.14655,0.164538,8.39956,
128,1232.25,1898.38,1897.43,0.649106,90.4134,0,65.637,1448.65,54.3221,6.25529,125.739,88.9896,18.3667,281.285,0,178.512,711.658,192.644,1.41333,728.604,278.138,21.7293,0.163559,0,0.0294738,1209.05,0.651294,0.382883,1.14655,0.0980048,10.5713,
129,1232.25,1873.16,1706.67,0.657844,100.089,0,41.3716,1454.73,83.4402,6.16875,70.5627,98.6495,18.1527,299.237,0,113.393,754.159,248.397,1.30704,240.455,297.763,22.653,0.163559,0,0.0294738,1209.05,0.651294,1.30209,1.14655,0.0980048,6.41991,
130,1232.25,1862.87,1869.91,0.661478,87.4889,0,42.5256,1428.24,98.9952,6.27656,97.6569,85.2464,16.4382,278.301,0,129.879,753.385,351.345,1.72814,371.527,271.752,19.2471,0.163559,0,0.0294738,1176.77,0.651294,0.57021,0.875562,0.0980048,2.97738,
131,1232.25,1729.35,1334.97,0.712549,72.4687,0,52.1182,1412.55,47.2485,6.07744,49.7522,71.8504,17.2851,227.581,0,143.37,685.975,170.613,1.41758,161.037,227.542,20.8376,0.163559,0,0.0294738,1209.05,0.448971,0.545429,0.875562,0.0980048,2.26005,
132,1232.25,2081.57,3484.27,0.591979,65.139,0,68.705,1429.15,87.2704,6.31085,345.192,62.3448,17.4545,196.166,0,178.28,733.21,243.703,1.66295,2957.56,191.921,20.9633,0.163559,0,0.0294738,1209.05,0.448971,0.877122,0.875562,0.0980048,10.5713,
133,1232.25,9137.14,73187,0.134861,86.4405,0,43.6881,1370.19,96.2942,6.14043,7436.17,83.471,14.7464,270.79,0,137.635,558.199,294.783,1.33727,72318,263.257,12.0153,0.163559,0,0.0294738,1209.05,0.448971,0.491381,0.875562,0.0980048,10.5713,
134,1232.25,1886.88,2237.53,0.653059,86.7963,0,49.3084,1433.84,69.3018,6.04864,140.675,84.0466,16.8644,291.531,0,150.177,765.382,256.685,1.57453,7336.29,280.041,19.7721,0.163559,0,0.0294738,1200.45,0.283123,0.352095,0.875562,0.0980048,10.5713,
135,1232.25,1762.1,1744.61,0.699305,52.4218,0,51.6125,1473.12,40.8544,6.14802,68.4625,50.7425,18.744,217.921,0,158.622,863.246,177.266,1.51951,506.303,214.544,25.0831,0.163559,0,0.022767,1209.05,0.283123,1.10606,0.875562,0.0980048,10.5713,
136,1232.25,1749.85,1564.57,0.704201,75.7106,0,29.8424,1411.38,53.5364,5.99669,81.4089,74.9654,17.0108,251.353,0,108.862,704.404,204.811,1.32533,350.007,250.657,20.4457,0.163559,0,0.022767,1209.05,0.283123,0.537045,0.875562,0.0980048,10.5713,
137,1232.25,1767.41,1673.19,0.697206,84.3116,0,38.9294,1386.51,87.1735,6.50385,65.9921,82.6464,15.3371,290.264,0,121.608,626.714,298.013,1.50156,327.232,286.327,16.1429,0.163559,0,0.022767,1209.05,0.283123,3.77203,0.875562,0.0980048,8.49478,
138,1232.25,1795.95,2166.7,0.686127,53.0342,0,42.8956,1423.31,60.1781,6.20165,137.729,55.2205,17.3727,213.86,0,138.955,780.513,283.701,1.1228,1183.01,220.352,22.6742,0.163559,0,0.022767,1209.05,0.283123,0.520006,0.813921,0.0980048,10.5713,
139,1231.9,2156.31,5587.92,0.571303,34.0997,0,27.2516,1327.76,42.8883,6.09857,670.33,33.4045,14.4691,154.241,0,114.492,522.721,192.621,1.10524,4874.21,153.184,15.8038,0.163559,0,0.022767,1209.05,0.283123,1.1351,0.813921,0.0174524,10.5713,
140,1231.9,1894.23,1797.41,0.650344,116.782,0,31.3206,1438.3,79.6392,6.03,88.5797,115.366,18.2169,349.09,0,86.4181,701.672,266.67,1.55485,626.319,346.818,21.5895,0.163559,0,0.022767,1209.05,0.283123,0.52895,0.813921,0.0174524,2.3807,
141,1231.9,1853.33,2088.44,0.664699,89.9091,0,44.1036,1380.22,66.9879,5.99677,163.325,87.1502,15.6318,295.228,0,147.172,599.562,252.168,1.07224,1013.5,286.654,15.8882,0.163559,0,0.022767,1209.05,0.283123,1.14747,0.813921,0.0174524,10.5713,
142,1231.9,2077.13,2609.48,0.593079,96.5146,0,58.1491,1472.28,107.49,5.98982,226.589,92.5476,17.5728,292.031,0,164.788,860.852,362.692,1.50104,1461.94,287.012,21.2562,0.163559,0,0.022767,1208.08,0.283123,0.541197,0.813921,0.0174524,10.5713,
143,1231.9,1749.56,1786.88,0.704122,45.1479,0,45.7795,1385.71,40.6629,5.94486,165.391,44.552,16.3747,184.823,0,141.418,670.162,175.878,1.51838,929.466,183.8,19.5596,0.163559,0,0.022767,1208.56,0.283123,0.257055,0.813921,0.0174524,10.5713,
144,1231.9,2006.64,2189.35,0.613912,112.752,0,58.3769,1473.63,104.601,6.07176,121.347,111.547,18.3164,325.703,0,155.868,811.205,326.133,1.66392,785.029,322.28,22.5125,0.163559,0,0.022767,1208.56,0.212165,0.522995,0.813921,0.0174524,10.5713,
145,1231.9,1910.19,2302.71,0.644913,80.7335,0,50.0603,1410.66,119.793,6.29309,148.513,78.5774,15.5618,274.092,0,152.831,662.904,373.195,1.46121,848.352,269.947,16.6153,0.163559,0,0.022767,1208.56,0.212165,0.745846,0.813921,0.0174524,3.72154,
146,1231.9,1964.88,2378.63,0.626961,66.4475,0,45.6123,1478.67,92.7706,5.9529,191.148,66.0132,18.2702,241.989,0,143.894,879.652,346.149,1.5071,1386.44,247.13,24.4481,0.163559,0,0.022767,1208.56,0.212165,0.0856905,0.813921,0.0174524,10.5713,
147,1231.9,2085.6,2804.81,0.590672,109.354,0,50.2205,1396.88,123.763,6.1998,277.351,106.245,15.5809,365.454,0,156.277,710.712,405.611,1.47723,1680.09,357.491,16.8588,0.163559,0,0.022767,1208.56,0.212165,1.51991,0.813921,0.0174524,10.5651,
148,1231.9,2320.39,3410.93,0.530903,106.514,0,63.4294,1473.47,122.925,6.14669,426.426,104.18,17.3034,322.225,0,179.768,877.995,388.934,1.82533,2127.8,316.858,20.6922,0.163559,0,0.022767,1208.56,0.212165,0.119587,0.813921,0.0174524,10.5713,
149,1231.9,1796.34,1846.71,0.685786,68.2088,0,40.975,1447.35,90.591,6.19435,58.6577,66.5897,17.7741,259.196,0,134.127,871.151,325.668,1.27205,306.689,257.034,23.7776,0.163559,0,0.022767,1208.56,0.212165,1.35222,0.813921,0.0174524,10.5713,
150,1231.9,2535.14,7478.43,0.485932,55.2113,0,55.4831,1532.78,48.3524,6.16576,762.867,54.0397,20.2356,215.5,0,160.874,991.074,225.636,1.82929,7072.32,211.611,28.6268,0.163559,0,0.022767,1208.56,0.212165,0.0891109,0.813921,0.0174524,9.51108,
151,1231.9,2351.9,4456.52,0.52379,76.0805,0,68.2396,1460.91,76.8648,5.99499,571.22,74.7371,17.8549,224.862,0,187.059,796.504,251.197,1.58422,3465.86,222.312,22.5549,0.163559,0,0.022767,1196.49,0.212165,0.430477,0.813921,0.0174524,8.41437,
152,1231.9,1719.26,1429.14,0.716533,72.146,0,52.8244,1403.86,56.2051,6.16397,40.5884,70.7331,16.731,231.27,0,160.981,655.846,199.412,1.32588,475.777,228.247,19.1162,0.163559,0,0.022767,1208.34,0.212165,0.948295,0.813921,0.0174524,10.5713,
153,1231.9,2031.58,2885.65,0.606378,73.5714,0,47.3765,1458.2,97.5327,6.22745,260.414,71.1009,17.1592,260.424,0,150.436,843.758,332.072,1.66228,1532.79,252.078,20.776,0.163559,0,0.022767,1208.34,0.212165,1.03455,0.813921,0.0174524,10.4325,
154,1231.9,2126.64,2463.18,0.579272,103.192,0,67.794,1542,128.027,6.32393,158.966,100.666,19.6779,305.557,0,168.302,973.309,417.26,1.79166,859.148,303.778,26.0414,0.163559,0,0.022767,1208.34,0.212165,1.31735,0.813921,0.0174524,8.82781,
155,1231.9,1848.34,1874.95,0.666493,77.3818,0,39.2443,1459.4,78.7155,5.97437,93.6947,76.0376,17.8894,274.74,0,123.316,853.26,324.823,1.73183,422.618,270.254,23.5657,0.163559,0,0.022767,1208.34,0.212165,0.21836,0.813921,0.0174524,8.88691,
156,1230.4,1768.9,1798.05,0.695574,58.5065,0,42.5178,1415.87,71.8135,6.19728,100.192,56.9344,16.8676,202.124,0,137.128,729.954,258.982,1.47271,725.983,199.734,20.2483,0.163559,0,0.022767,1208.34,0.212165,1.5095,0.813921,0.0174524,10.5713,
157,1230.4,1705.86,1482.73,0.721277,66.3679,0,40.8701,1390.86,88.6587,5.91322,32.4848,65.307,15.3984,234.981,0,133.813,655.991,285.022,1.0104,148.668,233.538,17.9144,0.163559,0,0.022767,1208.34,0.212165,0.260824,0.875562,0.0174524,6.48904,
158,1230.4,1706.86,1492.88,0.720857,61.2623,0,31.4669,1430.18,42.9267,6.10872,56.8847,60.5951,17.4286,249.728,0,113.795,764.353,185.319,1.34327,241.749,248.394,22.6294,0.163559,0,0.022767,1208.34,0.212165,0.154794,0.881741,0.0174524,10.5713,
159,1230.4,1675.11,1347.2,0.73452,77.9007,0,38.6133,1387.03,52.1499,5.86893,19.6062,77.4595,16.4777,275.009,0,122.941,676.771,172.744,1.03483,66.8847,274.212,20.3469,0.163559,0,0.022767,1208.34,0.166623,1.75092,0.881741,0.0174524,10.4774,
160,1230.4,2027.88,3648.34,0.606743,66.9333,0,48.6486,1393.82,77.9006,6.11609,353.056,65.8688,15.5327,234.026,0,148.465,669.503,281.264,1.00155,2930.25,231.564,17.3032,0.163559,0,0.022767,1208.34,0.115321,1.46634,0.881741,0.0174524,10.5713,
161,1230.4,1958.38,2150.55,0.628274,116.817,0,59.4566,1394.05,85.3868,5.82642,164.664,115.558,16.6263,326.625,0,157.9,687.203,304.776,1.53918,994.395,322.72,18.4863,0.186112,0,0.022767,1179.9,0.115321,0.815674,0.881741,0.0174524,2.10092,
162,1230.4,2021.46,3643.37,0.608668,60.1344,0,49.2746,1381.24,68.1074,5.71612,382.848,58.5711,15.5729,269.155,0,159.866,658.694,252.72,1.37186,3086.16,263.383,18.1781,0.186112,0,0.022767,1208.25,0.115321,0.243039,0.881741,0.0174524,10.0494,
163,1230.4,2119.31,2413.34,0.580565,138.535,0,61.4116,1559.8,125.307,5.94347,68.9711,138.954,20.3893,387.515,0,162.839,1081.69,405.431,1.61317,390.443,386.959,27.3079,0.186112,0,0.022767,1208.34,0.115321,0.629547,0.881741,0.0174524,10.5713,
164,1230.4,1637.69,1317.21,0.751303,77.6176,0,27.7273,1341.68,65.0475,6.22221,28.2262,76.893,14.2691,274.695,0,99.1293,451.074,248.496,1.6092,125.853,274.146,14.3168,0.186112,0,0.022767,1208.34,0.115321,1.06608,0.881741,0.0174524,8.09466,
165,1230.4,2104.35,2104.04,0.584695,119.664,0,86.6565,1458.41,84.2484,5.84283,212.251,118.929,18.3469,303.788,0,204.656,805.852,251.985,1.20534,978.063,303.154,23.0079,0.186112,0,0.022767,1204.49,0.115321,0.930242,0.881741,0.0174524,8.83619,
166,1230.4,1796.07,1649.7,0.68505,79.2648,0,39.153,1404.7,100.984,5.96982,70.987,78.9493,16.0647,255.889,0,125.034,666.979,299.759,1.75723,356.504,256.911,18.6041,0.186112,0,0.022767,1208.34,0.110697,0.378301,0.881741,0.0174524,8.86149,
167,1230.4,1706.65,1525.63,0.720946,70.8095,0,38.8855,1410.2,50.7366,5.81931,42.8331,70.3243,17.0358,231.849,0,124.878,719.299,198.104,1.36561,173.61,231.471,21.1343,0.186112,0,0.022767,1208.34,0.110697,0.954615,0.881741,0.0174524,10.3089,
168,1230.4,1784.96,1635.38,0.689315,68.9801,0,40.4002,1466.38,76.8644,6.06051,37.5394,70.6729,18.0668,221.482,0,122.877,828.966,283.261,1.26987,124.16,227.323,23.4812,0.186112,0,0.022767,1208.34,0.110697,0.996059,0.881741,0.0174524,10.3089,
169,1230.4,1669.83,1528.79,0.736841,84.5978,0,35.0859,1349.34,69.1679,6.20104,27.7889,82.8949,14.7529,301.995,0,112.766,587.916,287.035,1.31408,114.686,296.863,14.829,0.186112,0,0.022767,1208.2,0.110697,0.575516,0.881741,0.0174524,10.3089,
170,1230.4,1857.73,1701.23,0.662313,89.9225,0,38.2632,1491.87,72.0315,5.96048,51.7329,89.036,18.9201,266.345,0,114.23,880.867,236.605,1.72482,186.844,264.676,25.1202,0.186112,0,0.022767,1208.34,0.110697,0.506786,0.881741,0.0174524,9.37797,
171,1230.4,2355,4307.98,0.522462,79.9393,0,64.6622,1493.33,88.3965,6.2365,526.088,77.7698,18.5803,269.945,0,178.95,827.925,304.808,1.6552,3586.76,263.718,23.3287,0.186112,0,0.022767,1208.34,0.110697,0.614125,0.881741,0.0174524,10.3089,
172,1230.4,2114.01,2175.81,0.582022,109.949,0,72.9581,1509.22,113.444,5.69486,173.893,109.2,19.6458,296.695,0,179.933,870.821,285.545,1.57763,1013.31,296.21,25.4398,0.186112,0,0.022767,1208.34,0.110697,0.680507,0.881741,0.0174524,8.72925,
173,1230.4,2104.33,3060.73,0.5847,94.842,0,57.9025,1451.7,116.757,6.04982,269.12,91.0151,16.9366,287.474,0,171.046,828.711,366.91,1.74447,1473.1,276.698,21.2479,0.186112,0,0.022767,1208.11,0.115321,1.60278,0.881741,0.0174524,6.66492,
174,1230.4,2180.66,3569.29,0.564234,102.604,0,55.5744,1450.67,87.6701,6.00163,358.805,101.778,17.5537,329.433,0,161.672,800.37,280.03,1.30036,2604.45,328.07,22.7299,0.188352,0,0.122274,1208.34,0.115321,0.760218,0.881741,0.0174524,10.3089,
175,1230.4,1970.81,2304.1,0.624311,103.77,0,44.3376,1511.29,141.487,6.05836,45.7821,100.401,17.6892,304.799,0,126.728,1118.67,567.116,1.40673,333.964,297.316,22.5923,0.188352,0,0.122274,1208.34,0.115321,0.522302,0.881741,0.0174524,10.3089,
176,1230.4,3212.69,15155.2,0.382982,71.6654,0,43.599,1409.56,64.7567,6.19683,1529.4,70.8704,16.6355,286.482,0,151.707,747.032,278.85,1.20301,14909.1,283.594,21.2659,0.188352,0,0.108844,1208.26,0.115321,0.932003,0.881741,0.0174524,10.3089,
177,1230.4,1842.12,2636.79,0.667926,67.9111,0,39.1901,1352.16,61.7099,6.03012,232.914,67.2638,14.9411,243.502,0,137.545,515.536,237.147,1.63575,1863.77,242.546,14.9396,0.188352,0,0.108844,1208.34,0.115321,0.350443,0.881741,0.0174524,8.32759,
178,1230.4,1811.14,1661.32,0.679352,78.1406,0,32.6099,1472.19,65.9091,6.03802,60.7357,77.2117,18.3016,255.856,0,95.0073,841.942,244.973,1.00219,290.219,253.12,23.8185,0.188352,0,0.108844,1208.34,0.115321,0.40364,0.881741,0.0174524,10.3089,
179,1230.4,2036.78,2283.94,0.604091,119.359,0,51.961,1531.16,131.077,6.26571,60.4524,117.404,19.098,349.472,0,153.978,989.237,417.261,1.60909,214.936,343.5,25.5994,0.188352,0,0.108844,1208.34,0.115321,0.544622,0.881741,0.0174524,10.3089,
180,1230.4,1872.48,2193.16,0.657097,103.782,0,37.3041,1465.53,86.2519,6.15567,54.5424,101.658,17.2527,372.34,0,123.988,903.519,371.366,1.3032,342.1,365.053,21.4323,0.188352,0,0.0265479,1208.4,0.115321,1.04418,0.881741,0.0174524,10.3089,
181,1230.4,2184.44,3992.36,0.563256,101.54,0,71.4888,1413.37,74.3391,5.90244,400.303,100.635,16.8605,325.281,0,188.554,722.877,234.587,1.38984,3388.65,323.574,21.0111,0.188352,0,0.0265479,1167.45,0.115321,0.362783,1.11229,0.0174524,9.99295,
182,1230.4,1724.19,1631.68,0.713611,45.0643,0,32.6786,1428.13,82.6645,6.25442,68.5471,44.4631,16.3881,186.616,0,123.644,758.908,309.766,1.30706,432.776,185.061,20.8226,0.188352,0,0.0265479,1208.12,0.115321,0.4218,1.11229,0.0174524,10.3089,
