Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
0,487.254,2545.65,1470.87,0.191406,45.3651,148.013,52.0608,4.29811,116.963,8.90856,348.979,319.855,0,506.248,3.59096,53.8265,45.3867,628.549,263.611,59.1829,171.736,296.488,4.77286,141.176,11.151,548.632,648.495,2.22854e-156,512.718,4.36236,70.4305,56.6676,727.708,398.923,0.797227,3.95787,11.4284,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.7395,1.75509,31.4316,7.84367,
1,487.254,2443.13,1113.01,0.199438,55.8538,145.131,40.4473,4.33064,116.325,8.39207,321.804,308.325,0,481.242,3.62148,53.7857,55.8704,592.844,255.163,79.7467,86.5327,121.54,2.67089,78.9531,6.30223,338.106,499.957,0,337.111,2.76838,45.4047,78.5391,486.771,198.526,0.797227,3.95787,11.4727,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.355399,1.75509,31.3363,7.84367,
2,487.254,2397.83,1230.9,0.203206,59.9011,143.341,41.4873,4.32803,115.36,8.27556,312.585,306.587,0,469.933,3.61885,53.42,59.9214,573.259,245.816,103.813,85.3172,121.087,2.68019,79.0853,5.97413,362.051,745.587,0,320.997,2.77746,45.3537,103.681,464.179,161.14,0.797227,3.95787,11.4727,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.355399,1.75509,31.3363,7.84367,
3,487.254,2341.65,919.194,0.208081,68.3961,140.639,37.6032,4.33752,115.781,7.92824,296.224,290,0,455.816,3.63653,53.4863,68.4174,549.847,249.541,145.983,83.5664,70.6524,2.696,80.4537,5.64853,272.772,389.99,0,306.494,2.78812,45.3978,145.938,445.528,176.004,0.797227,3.95787,8.87066,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.355399,1.75509,31.3363,7.84367,
4,487.254,2289.45,792.579,0.212826,64.1881,138.662,37.7959,4.34263,112.091,7.54732,289.819,289.6,0,453.522,3.64462,52.9907,64.2023,520.874,250.171,101.023,83.7322,70.2623,2.70812,79.4624,5.3762,258.275,351.212,0,295.913,2.79707,45.3421,101.216,422.913,154.248,0.797227,1.34025,11.4727,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.355399,1.75509,31.3363,7.84367,
5,487.254,2277.77,782.046,0.213918,67.8797,137.816,39.6064,4.31989,112.179,7.37784,283.79,308.316,0,434.381,3.62184,54.0029,67.8921,502.127,254.455,98.4805,85.427,75.4355,2.70833,79.671,5.19376,247.643,403.276,0,285.919,2.79809,45.8909,97.9041,410.594,154.15,0.797227,1.34025,11.4727,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.355399,1.75509,31.3363,7.84367,
6,487.254,2257.24,798.671,0.215863,75.2821,138.566,38.4521,4.32319,113.002,7.19015,275.763,289.72,0,437.422,3.61644,54.0458,75.2894,490.472,254.09,125.772,83.427,70.1973,2.70602,79.6304,5.08127,249.043,352.792,0,284.28,2.80084,45.9729,124.702,398.419,152.94,0.797227,1.34025,11.4727,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.355399,1.75509,31.3363,7.84367,
7,487.254,2242.94,783.657,0.217239,86.3714,137.347,38.6895,4.2978,113.166,7.03421,265.347,286.044,0,426.077,3.60447,54.3838,86.3791,478.977,255.221,169.253,82.9729,70.3169,2.70668,79.8524,4.96417,231.041,326.721,0,278.895,2.79649,45.7247,169.174,388.385,152.863,0.797227,1.34025,9.7904,0.566651,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.7395,1.75509,31.3363,7.84367,
8,487.254,2274.25,964.104,0.214249,89.2867,136.457,38.6986,4.36681,111.601,6.97933,272.475,299.549,0,428.448,3.67888,53.9531,89.294,469.528,269.93,172.658,82.9342,70.1106,2.70076,78.1519,4.95739,252.957,395.419,0,279.589,2.78543,45.3393,172.592,389.015,284.324,0.797227,1.34025,8.64788,0.747269,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.7395,1.75509,31.3363,7.84367,
9,487.254,2246.79,984.307,0.216867,77.5489,137.644,39.1165,4.41596,110.839,6.9411,265.762,303.082,0,421.372,3.71916,53.9581,77.5542,464.732,280.104,118.143,83.6936,70.2919,2.72951,78.6474,4.92811,239.008,439.31,0,276.537,2.81043,45.4701,118.335,385.779,392.086,0.797227,1.34025,11.4727,0.739502,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.7395,1.75509,30.3847,7.84367,
10,487.254,2207.45,817.979,0.220732,83.188,135.863,39.1037,4.32613,107.705,6.76113,258.284,296.318,0,418.565,3.63859,53.2629,83.1883,449.075,268.174,121.99,83.383,70.0279,2.70775,77.2035,4.78039,221.811,403.548,0,269.548,2.78324,45.3587,121.491,375.167,229.42,0.797227,1.34025,11.7444,0.739502,10.242,0.0572073,0.000377273,0.000434748,0,13.7448,0.0522689,0.7395,1.75509,31.3363,7.84367,
