Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.ackerman_angle,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
43,0.616065,32.1938,4.59601,1.39054,15.1311,4.01204,0.308925,0.87837,0,49.822,3.50947,1.27519,1.37242,68.1578,14.4917,
44,0.910619,32.3689,4.62691,2.20033,15.7905,3.83973,3.38385,2.38766,0,46.9529,3.34266,1.60773,1.8086,66.6423,12.0168,
45,1.40066,32.3683,4.71617,1.62962,20.1385,3.52132,2.54382,1.16574,0,45.9897,3.03199,3.94727,1.6895,62.3023,13.4593,
46,2.46872,32.6137,4.73509,1.83781,19.2934,3.53605,2.32602,1.15305,0,45.4033,3.04733,3.4079,2.74796,61.3425,14.0017,
47,1.50194,32.2785,4.66971,2.78455,16.955,3.58684,3.57543,1.51744,0,46.8337,3.08622,2.06,1.62971,64.5197,12.9359,
48,0.920149,32.3234,4.60413,1.23468,14.59,4.20424,2.25969,1.69432,0,44.4858,3.70337,1.3436,2.05652,67.7038,16.8451,
49,1.16895,31.9984,4.5536,1.49005,14.0393,4.40055,1.87096,2.49063,0,46.1919,3.8808,1.92184,1.75232,70.217,12.0627,
50,0.714529,32.1634,4.61124,1.82998,15.6773,3.8374,2.36724,2.05095,0,44.7928,3.32937,1.48159,1.17783,67.4132,16.648,
51,0.640604,32.1116,4.62165,0.759269,15.7124,4.01997,4.45522,3.33078,0,45.7879,3.51775,1.35641,1.37269,66.8557,13.6538,
52,0.694144,32.1103,4.62932,4.72124,17.0315,2.94183,2.888,1.76702,0,47.0725,2.44405,2.24274,1.44328,66.5547,11.7826,
53,0.470161,31.8978,4.56827,3.50468,14.3034,3.4365,1.92332,2.65347,0,46.2572,2.93484,1.48687,1.01118,69.4786,14.6091,
54,0.785769,32.4793,4.71844,1.99998,20.9893,3.57529,0.339913,2.3907,0,46.2929,3.08351,4.46006,1.83237,62.2563,13.3393,
55,1.09464,32.2493,4.63381,0.750124,15.7817,3.98192,5.43458,2.34753,0,45.6362,3.47882,1.47369,1.3917,66.2534,14.0411,
56,1.21644,32.4147,4.66708,3.86011,16.6174,3.26042,3.71622,1.09551,0,45.5028,2.77016,2.01167,1.68461,64.6397,15.1112,
57,3.07832,31.9811,4.58278,1.42302,14.4295,3.90221,2.31619,0.851639,0,45.5964,3.39626,1.54728,3.24356,68.7632,13.4948,
58,1.47859,32.1639,4.59236,3.00896,16.2481,2.79497,1.0249,3.10131,0,46.7941,2.26141,1.78865,2.11948,68.3962,12.8447,
59,0.434768,32.1696,4.63131,1.13246,16.1329,3.96924,4.63411,4.30432,0,45.6759,3.46864,1.71057,0.889311,66.4048,13.2394,
60,1.27635,32.1877,4.6434,3.24089,16.2052,3.81577,3.18975,2.87902,0,45.3141,3.3062,1.56761,1.4715,65.7963,13.9087,
61,1.73662,31.9463,4.5445,0.922611,14.1333,4.10191,2.94177,1.81326,0,45.8072,3.59599,1.80006,1.9225,70.6979,12.8855,
62,1.34769,32.3039,4.6619,4.15898,16.6408,3.4508,4.11034,1.32414,0,45.6198,2.93789,1.98805,1.87576,64.8808,13.584,
63,0.442802,32.1894,4.61736,1.95221,15.4618,4.04259,3.38835,3.56735,0,45.1367,3.54123,1.38696,0.862314,67.0798,15.4275,
64,0.6627,32.3518,4.69014,3.8132,17.9252,3.09276,5.65164,2.71619,0,46.4916,2.58731,2.72901,1.36881,63.5383,11.6568,
65,0.804365,32.3893,4.69175,2.34448,18.2868,4.51136,2.25058,1.44969,0,44.4456,3.99131,2.8677,1.11944,63.4586,16.7222,
66,1.23826,32.5792,4.74431,2.02797,19.7091,4.12918,3.60881,2.38203,0,45.8356,3.62361,3.84287,1.78762,60.9213,12.9636,
67,2.11497,32.1992,4.61076,2.38605,16.2006,3.49473,2.28137,2.11094,0,45.795,3.00117,1.70906,2.48657,67.4884,13.5604,
68,0.508559,31.9271,4.61072,5.29017,15.5787,4.26358,2.15012,0.359901,0,47.258,3.7545,1.2932,0.938627,67.3736,14.1369,
69,1.44118,32.0644,4.63047,1.64786,16.2474,3.72833,3.59489,3.16664,0,45.8451,3.23287,1.70107,1.86423,66.4222,13.8622,
70,1.88957,32.0532,4.57624,2.53826,15.1414,3.27959,4.04382,2.12332,0,46.0754,2.78864,1.23251,2.27002,69.1785,12.2885,
71,0.488252,31.9884,4.57717,0.727674,14.4227,4.02994,3.82906,4.72928,0,45.153,3.52813,1.47308,0.983999,69.0329,14.5518,
72,2.22047,32.1058,4.60663,3.5027,15.0416,3.27789,3.42942,2.31513,0,45.8738,2.77698,1.24038,2.40497,67.5634,13.2382,
73,1.25344,31.8202,4.55539,2.45293,14.8205,3.86951,2.2749,1.43454,0,45.373,3.34821,1.3271,1.4073,70.143,15.5265,
74,1.0971,32.1523,4.59865,1.53458,14.8115,4.65089,2.95981,1.16329,0,47.997,4.1279,1.33792,1.69099,68.0036,13.5377,
75,3.73731,32.3992,4.69182,2.65038,18.4157,3.00599,3.19085,0.8479,0,46.0284,2.50032,2.70379,3.89196,63.4973,12.1333,
76,0.914921,32.2129,4.58792,1.0547,15.557,4.84638,2.42731,1.35736,0,44.7568,4.32154,1.54835,1.46618,68.6197,16.0265,
77,1.61679,32.4257,4.6599,0.849071,17.2857,4.11733,1.76433,0.807624,0,46.622,3.59566,2.31259,2.1123,65.0222,16.5509,
78,1.24843,32.7068,4.7471,3.06204,20.5502,3.46943,0.990631,4.27364,0,45.4777,2.97788,4.24502,2.06384,60.8316,13.102,
79,3.3865,32.632,4.70844,2.8504,18.8729,3.40759,1.68015,0.869781,0,46.6631,2.91527,3.23339,3.87585,62.6546,12.0141,
80,4.6493,32.1954,4.71022,4.65291,20.0979,3.92912,2.29151,1.24139,0,45.4741,3.42787,3.48266,4.69593,62.509,15.2859,
81,3.76293,32.1727,4.58256,1.01236,14.0217,3.83943,3.31657,2.102,0,46.4285,3.34313,1.8649,4.03523,68.7773,11.9388,
82,2039.81,8.49034,20.1256,24.6023,107.846,2.84465,218.88,132.635,0,321.973,3.25731,2.97289,2041.35,1505.22,208.533,
83,1.17694,32.3876,4.74058,6.567,21.315,2.70496,1.09737,2.10297,0,45.7865,2.19548,4.23131,1.50078,61.1089,12.8565,
84,2.18691,32.12,4.6304,1.14329,15.7578,4.32833,1.72975,1.11362,0,46.0576,3.82,1.55033,2.37193,66.4032,13.3125,
85,1.21636,32.9348,4.87738,5.48884,31.1479,3.7828,3.29964,2.2035,0,44.5874,3.27818,8.56672,1.56736,54.8068,16.0688,
86,4.52714,32.2501,4.61645,0.83237,17.0141,3.85672,2.01935,1.16543,0,46.782,3.34731,2.34291,4.74788,67.1824,13.0008,
87,0.613511,32.1963,4.62467,0.794615,16.8784,3.16609,1.73487,1.08088,0,45.4103,2.65272,2.06751,1.46012,66.7849,13.7138,
88,29.3292,282.389,13.8804,78.2189,16.7273,3.18459,220.767,224.576,0,142.835,2.32735,27.7574,29.4359,474.92,850.534,
89,3.07705,32.5332,4.75151,3.03679,24.3181,3.29759,3.52359,2.12484,0,44.8788,2.78514,5.53439,3.37882,60.6556,15.1146,
90,4.8324,32.2945,4.64863,1.71941,17.0864,3.77504,3.62831,3.10034,0,45.8539,3.27523,2.35277,4.98801,65.6536,13.3004,
91,4.07495,32.359,4.71902,4.1623,19.9089,3.2199,1.9247,2.19083,0,47.977,2.71839,3.78659,4.12396,62.1166,12.1674,
92,2.9904,32.2894,4.70468,3.70056,20.6365,3.80825,5.05316,2.63355,0,46.5617,3.30475,4.15555,3.09075,62.8647,12.1527,
93,6.56427,31.7877,4.55132,0.735917,14.2983,3.26588,2.29603,1.61935,0,45.2647,2.77883,1.29327,6.57515,70.4369,14.9351,
94,0.705457,32.1546,4.62051,0.956129,17.2391,3.28738,1.57985,1.45985,0,45.602,2.78308,2.26438,1.16377,67.0157,12.9766,
95,5.50663,32.2375,4.63792,4.22039,16.7721,2.76021,2.28547,0.964917,0,45.4349,2.24076,2.05215,5.55016,66.1741,15.0233,
96,1.26443,32.2188,4.6581,1.78641,18.422,3.35157,4.19412,1.15297,0,45.6195,2.8562,2.8078,1.76344,65.1327,13.0653,
97,4.25087,32.5259,4.73446,2.75865,22.1671,3.70249,2.44628,0.978087,0,45.8934,3.19469,4.88599,4.42316,61.4444,13.1592,
98,5.47178,32.5861,4.75257,6.01433,21.0236,2.38229,2.14728,1.32943,0,45.5158,1.86836,4.31046,5.59358,60.4994,13.3677,
99,0.430873,32.1386,4.65088,4.23564,18.5949,3.21325,2.47035,2.07796,0,48.0963,2.71142,3.31582,0.952429,65.5377,11.7096,
