Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
10,1081.44,2852.51,808.958,0.379119,269.14,294.885,10.6192,0,18.2696,1343.29,295.79,340.515,279.995,201.973,215.244,5.54404,0,10.8706,494.061,216.649,265.418,226.052,11.2185,2.87851,0.203836,0,3.72762,665.89,3.94379,10.9317,6.65745,
11,1081.44,2681.74,667.217,0.403261,263.63,257.802,9.91849,0,18.3641,1264.12,258.42,363.893,245.588,199.501,183.573,5.10671,0,11.0958,434.704,182.433,280.469,174.519,11.2185,2.87851,0.203836,0,3.72762,665.89,3.94379,13.0303,6.65745,
12,1081.44,2693.23,1231.34,0.401539,331.147,256.411,9.39024,0,18.3068,1212.76,257.031,373.475,234.71,863.244,200.554,4.89467,0,11.3816,413.935,200.546,299.769,181.666,11.2185,2.87851,0.203836,0,3.72762,665.89,3.94379,13.0303,6.65745,
13,1081.44,2544.29,719.718,0.425046,286.917,238.644,8.79106,0,17.8989,1158.29,239.266,371.493,222.991,344.055,175.559,4.49791,0,11.3669,360.483,175.512,305.327,176.533,11.2185,2.87851,0.203836,0,3.72762,665.89,3.94379,13.0303,5.60879,
14,1081.44,2455.71,693.068,0.440378,272.15,223.543,8.52687,0,17.6156,1127.29,223.918,380.758,201.906,203.604,167.009,4.74208,0,11.5466,399.019,167.955,306.694,156.84,5.12447,2.87851,0.314726,0,3.72762,665.89,3.94379,13.0303,5.60879,
15,1081.44,2438.26,1156.49,0.443528,320.667,215.793,8.14584,0,17.9385,1094.29,216.141,367.538,197.749,936.794,167.611,4.50517,0,11.6636,373.911,168.652,301.591,164.905,5.12447,2.87851,0.314726,0,3.72762,663.457,3.94379,13.0303,1.82565,
16,1081.44,2267.44,543.03,0.476943,245.742,196.545,7.77229,0,18.6754,1058.22,196.878,366.559,177.046,197.082,143.605,4.10622,0,11.9752,315.128,147.001,301.302,133.685,5.12447,2.87851,0.0783059,0,3.83374,663.457,3.94379,14.7098,5.60879,
17,1081.44,2275.8,1538.1,0.475191,313.572,192.394,7.29316,0,18.2329,1030.64,192.937,338.835,181.894,1113.4,155.217,4.12802,0,11.9519,316.061,155.291,271.156,169.976,5.12447,2.87851,0.0783059,0,3.83374,663.457,3.94379,14.7098,5.60879,
18,1081.44,2168.96,894.005,0.498598,228.544,198.568,7.05948,0,18.5631,1018.97,198.966,312.047,186.244,175.948,209.849,3.96212,0,11.9787,391.27,209.724,248.92,214.204,5.12447,2.87851,0.0783059,0,3.83374,663.457,3.94379,14.7098,5.60879,
19,1066.23,2099.57,870.568,0.507832,220.853,193.334,6.5931,0,18.3488,979.69,193.739,307.255,179.756,175.756,208.697,3.77332,0,12.0112,360.541,209.798,256.47,200.701,5.12447,2.87851,0.0783059,0,3.83374,663.457,3.94379,20.0008,5.60879,
20,1066.23,2136.28,995.406,0.499105,213.706,201.366,6.71156,0,18.5819,991.433,200.218,305.024,199.237,155.564,215.187,4.33095,0,12.0094,390.473,210.773,279.21,245.963,5.12447,2.79608,0.0783059,0,3.83374,663.457,2.67249,18.1157,5.60879,
21,1066.23,2040.86,1000.71,0.522441,206.84,181.271,6.39902,0,18.6987,970.637,181.579,300.97,174.463,155.102,181.476,3.68345,0,12.0899,410.658,181.767,269.041,229.368,5.12447,2.79608,0.0783059,0,3.83374,663.457,2.67249,20.0008,5.60879,
22,1066.23,1992.66,683.658,0.535078,208.894,168.214,6.66426,0,18.7386,979.872,168.497,283.687,158.092,152.725,166.561,4.67627,0,12.0627,393.29,168.167,252.716,141.624,5.12447,2.79608,0.0783059,0,3.83374,663.457,2.67249,20.0008,3.28087,
23,1062.08,1858.44,406.638,0.571491,198.901,141.855,6.31596,0,18.2377,940.969,142.123,270.111,139.928,140.035,102.645,4.06809,0,12.2337,316.816,104.753,221.341,110.852,5.12447,2.79608,0.0783059,0,3.83374,663.457,2.67249,20.0008,2.56918,
24,1062.08,2190.71,3058.2,0.484813,359.358,179.37,6.12819,0,17.9769,985.035,180.117,279.791,182.933,1620.25,271.564,4.31388,0,12.0974,658.671,273.267,261.676,304.34,5.12447,2.79608,0.0783059,0,3.83374,658.546,2.67249,20.0008,2.56918,
25,1062.08,1874.66,879.698,0.566547,216.399,147.743,5.78554,0,18.2097,912.042,148.153,280.507,145.823,358.426,141.235,4.29796,0,12.2548,374.3,142.037,239.953,155.918,5.12447,1.60321,0.0783059,0,3.83374,658.546,2.08249,20.4654,0.910583,
26,1062.08,1986.87,1422.75,0.534552,206.223,175.966,5.73067,0,19.0551,948.548,176.638,286.515,168.192,184.042,254.609,4.13691,0,12.4583,612.664,256.823,277.622,280.596,5.12447,2.79608,0.0783059,0,3.83374,658.546,2.67249,20.4654,2.56918,
27,1062.08,2068.03,2072.01,0.513571,291.908,170.823,6.03293,0,18.6775,958.334,171.383,291.285,159.591,1414.52,217.027,5.43177,0,12.1423,539.799,218.168,304.484,230.811,5.12447,2.79608,0.0783059,0,3.83374,658.546,2.67249,20.4654,2.56918,
28,1062.08,1819.58,882.188,0.583698,184.71,144.873,5.64872,0,18.4764,911.739,145.362,257.001,151.766,185.783,142.656,4.64782,0,12.3185,414.547,145.156,224.246,175.321,5.12447,2.79608,0.0783059,0,3.83374,658.546,2.67249,20.4654,2.56918,
29,1062.08,2127.28,4968.38,0.499269,470.468,161.771,5.29311,0,19.1695,896.312,162.437,249.266,162.559,4127.4,228.931,3.95049,0,12.3357,418.01,229.813,241.077,236.801,5.12447,2.79608,0.0783059,0,3.93766,658.546,2.67249,18.0355,2.56918,
30,1062.08,2142.9,5993.83,0.495629,576.793,137.912,5.14179,0,19.1785,876.339,138.562,248.579,140.394,5733.71,205.325,3.28558,0,12.5348,339.948,207.985,261.6,208.698,5.12447,0.294842,0.0783059,0,3.93766,658.546,0.670951,18.0355,1.38603,
31,1062.08,1682.2,612.323,0.631364,162.791,132.336,5.23075,0,18.6732,870.92,132.738,224.537,134.978,385.022,126.36,3.89935,0,12.4088,307.341,126.124,230.985,140.493,5.12447,0.294842,0.0783059,0,3.93766,658.546,0.670951,15.3014,1.38603,
32,1062.08,1693.94,1095.5,0.62699,220.089,120.694,4.85755,0,18.4742,847.895,121.111,236.179,124.639,548.284,111.346,3.67329,0,12.6229,294.365,112.596,244.916,137.356,5.12447,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.05232,
33,1062.08,1861.51,3024.73,0.57055,418.06,130.043,4.5791,0,18.9059,828.244,130.412,223.48,107.785,2611.3,138.742,3.55338,0,12.6386,237.533,137.145,208.416,96.1232,5.12447,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
34,872.075,1625.26,766.197,0.536577,165.443,114.272,4.8838,0,18.2922,866.293,114.622,239.188,102.262,284.412,110.764,4.81112,0,12.5921,422.214,112.003,232.225,85.5741,5.12447,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
35,851.978,1681.76,2542.14,0.506598,302.595,113.945,4.04185,0,18.4126,790.405,114.248,231.558,106.558,2217.67,102.346,3.11128,0,12.7144,204.613,102.385,223.138,101.675,5.12447,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
36,851.978,1538.32,744.573,0.553838,141.971,122.26,3.90986,0,18.2154,797.106,122.66,223.861,108.332,170.414,166.547,3.39183,0,12.7296,245.648,167.121,210.37,129.495,4.41842,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
37,840.371,1547.22,1555.19,0.543151,204.207,109.582,3.49043,0,18.3043,782.863,110.074,203.495,115.201,971.674,166.597,2.56714,0,12.8482,230.615,169.296,174.396,184.653,5.12447,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
38,840.371,1562.8,1163.25,0.537734,147.085,123.201,3.65306,0,18.0359,818.402,123.52,205.679,123.223,157.178,199.611,3.64594,0,12.9408,443.767,198.65,200.176,246.235,5.12447,0.294842,0.0778088,0,3.83147,658.546,0.670951,15.3014,1.38603,
39,840.371,1737.49,3289.81,0.48367,307.073,119.804,3.57108,0,18.4019,819.071,120.041,219.83,129.697,2439.92,216.93,3.25475,0,12.8887,525.933,217.269,242.916,292.156,5.12447,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
40,840.371,1596.82,1752.66,0.526277,140.467,121.952,3.81631,0,17.7697,860.601,123.28,197.491,131.446,202.904,236.454,4.16297,0,12.983,950.571,243.95,160.594,312.761,5.12447,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
41,840.371,1350.61,242.396,0.622218,132.939,88.6878,3.22342,0,18.0892,743.465,88.9777,185.189,90.0342,96.6688,78.3066,2.3532,0,12.925,164.01,72.7176,149.546,81.6946,8.30236,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
42,780.22,1594.96,2156.76,0.489177,187.524,111.053,3.37393,0,18.8227,846.153,112.189,195.102,120.748,735.472,241.043,4.05655,0,12.9728,1012.12,247.872,198.929,313.182,8.30236,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
43,780.22,1563.42,1735.87,0.499048,217.832,112.921,3.40795,0,19.3371,791.861,113.635,190.833,113.588,1075.88,201.556,3.89266,0,12.9625,426.223,203.631,208.544,214.23,9.48707,0.294842,0.0778088,0,3.93766,658.546,0.670951,15.3014,1.38603,
44,780.22,1424.8,1000.25,0.547599,144.815,97.0974,3.35804,0,18.5852,787.476,96.7576,184.007,92.7058,174.103,167.089,4.33736,0,13.0772,411.731,167.497,182.183,160.977,9.48707,0.294842,0.0778088,0,3.93766,658.546,0.670951,18.0355,1.38603,
45,780.22,1427.3,1040.08,0.546641,149.353,101.197,3.02882,0,18.4572,770.773,101.581,186.771,96.1367,285.038,178.52,3.64193,0,13.0247,328.875,177.909,226.724,171.313,6.17287,0.294842,0.0778088,0,3.79591,658.546,0.670951,18.0355,1.38603,
46,780.22,1362.62,1238.17,0.572589,178.467,76.2162,2.95725,0,17.5902,759.539,76.5155,180.522,70.8093,730.783,84.4048,3.73029,0,13.1424,330.855,85.433,213.663,86.9205,6.17287,0.294842,0.0778088,0,3.9478,658.546,0.670951,18.0355,0.856272,
47,780.22,1407.17,1385.67,0.55446,194.533,92.6796,2.85047,0,17.1736,753.033,92.9683,179.064,74.8694,980.807,144.045,3.55018,0,12.9891,302.68,141.115,214.76,87.7788,6.17287,0.294842,0.0783059,0,3.78195,658.546,0.670951,24.3472,0.856272,
48,780.22,2118.56,9973.26,0.368278,812.075,100.21,3.07147,0,16.227,804.304,100.67,188.947,93.0577,9678.78,202.462,4.4669,0,12.8057,497.283,202.302,227.672,226.579,6.17287,0.294842,0.0783059,0,3.9478,661.034,0.670951,24.3472,0.856272,
49,780.22,1562.88,2545.79,0.499219,263.353,101.678,3.15108,0,16.7813,804.393,102.248,181.934,89.3414,2055.56,190.025,5.05952,0,12.9141,475.72,190.762,231.681,187.809,6.17287,0.294842,0.0783059,0,3.9478,661.034,0.670951,22.3454,0.856272,
50,780.22,1387.83,1563.41,0.562186,117.303,94.2079,2.88335,0,16.0611,802.505,93.8157,161.397,99.6588,239.227,171.934,4.40477,0,12.6669,707.648,166.577,162.891,432.708,6.17287,0.294842,0.0783059,0,3.9478,661.034,0.670951,24.3472,0.856272,
51,780.22,1343.2,927.51,0.580867,144.365,85.1679,2.66468,0,15.3198,757.629,85.6151,173.591,78.8454,360.151,134.503,3.58853,0,12.692,311.288,134.958,190.064,113.573,6.17287,0.294842,0.0783059,0,3.83645,661.034,0.670951,24.3472,0.856272,
52,780.22,1460.87,2141.34,0.534079,234.483,91.5508,2.78584,0,14.9716,773.174,91.8713,179.741,72.2906,1620.65,181.961,4.32525,0,12.3937,398.875,181.962,241.456,115.756,6.17287,0.294842,0.0783059,0,3.9478,659.002,0.670951,24.3472,0.856272,
53,780.22,1461.6,1511.98,0.533814,135.623,102.272,2.66795,0,15.4234,806.917,103.583,175.715,119.394,300.504,219.023,3.86956,0,12.4443,532.84,222.779,234.39,320.211,6.17287,0.294842,0.0783059,0,3.9478,661.034,0.670951,24.3472,0.856272,
54,780.22,1528.68,3420.42,0.510387,316.15,92.0905,2.38508,0,14.7285,759.555,92.7066,156.787,94.2804,2981.16,182.351,3.20378,0,12.5114,344.028,185.138,173.569,223.856,6.17287,0.294842,0.0749717,0,3.90181,661.034,0.670951,24.3472,0.856272,
55,780.22,1272.13,875.939,0.613317,102.56,83.3117,2.27879,0,14.3154,743.881,83.7057,168.99,73.0886,209.897,140.999,3.23768,0,12.322,295.509,142.175,224.554,140.199,6.17287,0.294842,0.0749717,0,3.9478,661.034,0.670951,24.3472,0.856272,
56,780.22,1252.4,1034.09,0.622981,111.79,81.3538,2.1273,0,13.78,745.247,82.1343,146.642,69.3215,152.932,161.019,3.05059,0,12.3031,385.963,165.399,142.256,189.813,2.07152,0.294842,0.0789751,0,3.9478,661.034,0.670951,26.0903,0.856272,
57,780.22,1462.7,2481.93,0.53341,204.011,104.244,2.18348,0,13.4403,786.837,104.824,157.641,89.5208,1096.07,262.685,3.00242,0,11.9797,792.675,264.644,214.965,297.678,6.17287,0.294842,0.0789751,0,3.62486,661.034,0.670951,20.2105,0.856272,
58,780.22,1439.82,1971.06,0.541887,110.813,102.819,2.39192,0,12.913,841.089,103.523,158.088,108.183,162.761,279.875,4.307,0,11.7496,828.994,282.584,222.594,374.037,6.17287,0.294842,0.0789751,0,3.9478,661.034,0.670951,26.0903,0.851973,
59,780.22,1303.93,1168.51,0.598361,101.557,93.0555,2.31992,0,13.407,767.013,93.4796,156.299,76.797,94.9016,225.56,3.32649,0,11.9675,376.386,228.191,215.532,213.191,6.17287,0.701726,0.0789751,0,3.9478,661.034,1.71112,26.0903,0.856272,
60,780.22,1295.22,1117.32,0.602383,101.828,80.1834,2.46759,0,13.3846,783.846,81.1052,151.221,81.1857,123.511,151.962,4.41709,0,11.96,453.613,156.764,209.021,201.128,3.03365,0.701726,0.0789751,0,3.9478,662.374,1.55062,26.0903,0.856272,
61,780.22,1362.54,1692.71,0.57262,185.764,86.8522,2.03202,0,13.3297,744.473,87.5743,167.552,74.9676,1087.91,176.971,2.68918,0,11.9137,235.473,179.249,285.366,181.641,2.17415,0.701726,0.0789751,0,3.9478,662.374,1.71112,26.0903,0.856272,
62,780.22,1566.61,5351.6,0.498031,446.512,67.0503,2.14013,0,13.2427,763.638,67.3682,147.423,59.2322,4967.21,116.311,4.28725,0,11.8689,410.141,116.578,236.135,137.134,3.03365,0.701726,0.0789751,0,3.9478,662.374,1.71112,26.0903,0.856272,
63,780.22,1198.45,830.587,0.651022,91.1464,70.251,1.96788,0,12.8461,745.506,68.869,140.21,67.6573,273.295,105.245,3.25602,0,11.8313,317.273,103.728,202.263,254.261,3.03365,0.701726,0.0789751,0,3.83184,662.374,1.59311,26.0903,0.856272,
64,780.22,1239.62,1365.19,0.629401,146.654,67.6006,2.08988,0,12.9497,762.283,68.1324,129.425,50.4874,811.671,134.714,4.11269,0,11.8589,380.087,134.871,148.283,109.77,3.03365,0.612542,0.0787129,0,3.9478,662.374,1.21008,26.0903,0.856272,
65,780.22,1303.5,2021.62,0.598556,209.081,73.5956,1.88048,0,12.7881,731.332,74.0726,152.08,48.6735,1482.45,156.938,2.77963,0,11.8717,214.623,156.835,273.767,70.7108,3.03365,0.612542,0.0787129,0,3.9478,662.38,1.21008,26.0903,0.856272,
66,780.22,1305.82,1410.8,0.597494,94.8757,89.1064,2.24136,0,12.7917,798.563,89.7249,153.274,65.2427,182.657,237.498,4.21758,0,11.7618,549.441,238.09,271.124,222.531,3.03365,0.612542,0.0787129,0,3.9478,662.38,1.21008,26.0903,0.856272,
67,780.22,1148.18,1112.22,0.679525,75.6767,68.5108,1.63268,0,12.478,751.885,69.2336,108.258,60.5095,83.7817,206.56,2.93497,0,11.7906,423.221,209.868,122.265,217.23,3.03365,0.612542,0.0787129,0,3.9478,662.38,1.21008,26.0903,0.856272,
68,780.22,1124.81,1074.79,0.693645,74.0562,59.2739,1.65552,0,12.1827,739.133,60.4288,107.12,70.9615,75.5677,139.571,2.66357,0,11.5213,347.029,146.715,137.78,360.582,3.03365,0.612542,0.0787129,0,3.9478,662.38,1.21008,26.0903,0.856272,
69,780.22,1704.86,5640.42,0.457645,503.548,78.4619,2.09518,0,12.0267,822.53,79.0967,133.071,74.0267,5051.52,238.499,4.3948,0,11.4,710.218,237.153,231.192,308.922,3.03365,0.612542,0.0787129,0,3.91623,662.38,1.21008,25.3007,0.856272,
70,780.22,1599.82,3155.85,0.487691,267.864,106.446,2.00621,0,12.258,846.113,108.174,151.113,105.849,1976.67,286.566,3.60396,0,11.5512,983.919,293.675,297.978,367.284,3.03365,0.612542,0.0787129,0,3.78775,662.38,1.21008,25.3007,0.856272,
71,780.22,1331.18,3221.57,0.586111,281.046,59.141,1.84932,0,11.3985,753.802,59.627,116.747,47.5703,2974.98,144.788,4.08104,0,11.1944,388.693,145.166,204.453,111.143,1.88115,0.612542,0.0777026,0,3.99349,662.38,1.21008,25.3007,0.856272,
72,776.374,2116,13419,0.366907,993.013,65.6513,2.09138,0,11.6467,780.442,66.2799,133.868,63.0039,12857.7,166.023,4.89985,0,11.3345,463.784,165.928,275.995,162.159,1.88115,0.612542,0.0777026,0,3.99349,662.38,1.21008,25.3007,0.856272,
73,776.374,1256.15,1442.47,0.618056,85.2567,79.287,1.93195,0,11.2885,790.471,80.1755,129.203,78.5403,690.676,225.848,3.86752,0,11.0342,565.682,225.076,231.893,282.067,1.88115,0.612542,0.0777026,0,3.57867,662.863,1.21008,25.3007,0.856272,
74,776.374,1262.95,1727.76,0.614731,87.5833,83.8531,1.84913,0,11.137,801.3,85.0472,114.593,77.5851,160.352,272.863,3.95449,0,10.8835,697.287,278.232,212.612,307.467,1.88115,0.612542,0.0777026,0,3.99349,662.863,1.21008,25.3007,0.856272,
75,776.374,3782.2,33405.9,0.205271,2554.19,83.8392,1.67598,0,10.3739,839.393,84.7847,122.457,85.4837,32529.1,302.145,3.24176,0,10.4106,1167.1,305.616,248.186,388.97,1.88115,0.612542,0.0777026,0,3.99349,662.863,1.21008,25.3007,0.856272,
76,776.374,1290.04,1602.64,0.60182,136.819,70.4971,2.07783,0,10.2434,794.824,70.9618,135.12,69.5002,2149.06,206.172,4.68429,0,10.4358,500.333,207.348,249.721,212.947,1.88115,0.612542,0.0777026,0,3.99805,662.863,1.21008,25.3007,0.856272,
77,776.374,1046.22,647.217,0.742072,64.7445,42.1378,1.52197,0,9.88816,729.651,42.4237,110.358,45.4984,109.867,72.2568,2.92968,0,10.1332,265.184,72.4482,192.862,102.751,1.88115,0.612542,0.0777026,0,3.99805,662.863,1.21008,25.3007,0.856272,
78,772.386,1246.38,1910.32,0.619703,64.3876,80.9907,1.87426,0,9.79576,817.94,81.4585,121.74,68.1942,86.8094,288.514,3.93186,0,10.0554,941.692,287,201.518,320.537,1.88115,0.612542,0.0777026,0,3.79949,614.125,1.21008,26.0903,0.856272,
79,772.386,1588.82,6597.62,0.486138,518.708,66.1662,2.00655,0,9.47218,766.478,66.5065,113.888,45.5947,6266.16,187.762,4.32402,0,9.80424,382.616,187.163,173.085,101.854,1.88115,0.612542,0.0777026,0,3.99805,662.863,1.21008,26.0903,0.856272,
80,772.386,1381.41,4173.68,0.559129,314.589,62.5596,1.80913,0,8.95043,767.889,63.1942,107.421,54.9975,3451.21,205.678,4.16134,0,9.52165,491.189,209.662,198.736,214.58,1.88115,0.612542,0.0777026,0,3.67073,662.863,1.21008,26.0903,0.856272,
81,772.386,1359.74,2731.98,0.56804,226.821,69.109,1.90609,0,9.26603,795.879,69.4647,122.611,64.6809,1938.68,216.419,4.1247,0,9.63607,702.49,216.076,251.704,282.155,1.88115,0.612542,0.0777026,0,3.80715,662.863,1.21008,26.0903,0.856272,
82,762.722,1354.47,2311.6,0.563113,222.756,75.3872,1.81194,0,8.90421,784.715,75.8377,127.54,57.522,1447.91,239.529,3.55976,0,9.15735,691.863,240.483,265.209,265.164,1.88115,0.612542,0.0777026,0,3.99805,662.863,1.21008,26.0903,0.856272,
83,762.722,1268.19,2015.25,0.601426,115.882,77.1926,1.79346,0,8.62276,800.108,77.6791,117.41,69.5001,751.055,258.679,3.17448,0,9.23509,822.246,260.686,232.859,300.718,1.88115,0.612542,0.0777026,0,3.74294,662.863,1.21008,26.0903,0.856272,
84,762.722,1197.09,2168.72,0.637146,148.066,70.8188,1.48122,0,8.54835,729.56,71.2353,107.765,59.616,1182.86,245.421,2.24285,0,8.9261,323.482,247.25,214.625,200.463,1.88115,0.612542,0.0777026,0,3.53987,663.035,1.21008,26.0903,0.856272,
85,762.722,1097.68,1004.24,0.694848,64.5834,59.0456,1.73931,0,8.6536,750.022,59.9032,96.9505,56.784,130.336,162.336,3.37246,0,9.26954,370.775,166.501,158.888,202.784,1.88115,0.612542,0.0777026,0,3.99805,663.035,1.21008,28.6039,0.856272,
86,762.722,1321.06,2057.75,0.577355,100.21,83.5342,2.16676,0,8.36081,834.515,84.3773,123.121,84.777,570.453,287.989,4.98401,0,8.80858,791.423,287.699,236.475,336.548,1.88115,0.612542,0.0777026,0,3.99805,648.199,1.21008,28.6039,0.856272,
87,762.722,1591.85,5769.74,0.479142,440.836,70.912,2.10874,0,8.24593,795.077,71.7575,129.44,73.4744,5286.46,250.551,4.62353,0,8.73781,509.848,253.636,260.448,257.381,1.88115,0.612542,0.0777026,0,3.56774,663.641,1.21008,28.6935,0.856272,
88,762.722,1386.72,3731.35,0.550021,336.347,56.3234,1.84327,0,8.17174,753.997,56.7025,119.315,54.0155,3225.2,170.229,3.80923,0,8.72423,393.005,171.046,234.58,184.243,1.88115,0.612542,0.0777026,0,3.99805,663.641,1.21008,28.6935,0.856272,
89,762.722,1161.84,1245.54,0.656478,72.9217,64.5492,1.94941,0,7.88196,766.501,64.8307,122.686,60.5189,265.229,201.007,4.31941,0,8.57912,437.806,201.583,260.287,194.77,1.88115,0.612542,0.0777026,0,3.51008,663.641,1.21008,28.6717,0.856272,
90,762.722,1142.28,1115.56,0.667718,86.3834,48.326,2.13776,0,7.98571,781.089,48.6528,122.063,45.6442,198.066,166.601,4.98872,0,8.53622,460.782,166.91,244.266,130.475,1.88115,0.612542,0.0777026,0,3.99805,663.641,1.21008,28.6717,0.519242,
