Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
91,1311.41,2260.35,2398.82,0.580181,124.005,0,179.555,1461.73,115.09,6.44068,233.715,122.481,17.3271,284.176,0,383.647,758.323,292.222,3.07889,1201.35,281.211,21.816,3.12847,0,5.38483,1204.21,2.14566,0.0182997,6.83614,1.09236,2.68943,
92,1311.41,8863.03,66626.6,0.147964,114.431,0,197.32,1390.43,117.556,6.10921,6908.99,112.834,15.3466,280.61,0,420.655,580.087,250.261,3.01923,66013.4,278.761,17.0387,3.12847,0,5.38483,1204.21,2.14566,0.0182997,6.83614,1.09236,2.68943,
93,1311.41,2297,3714.55,0.570923,67.285,0,152.807,1427.45,80.0912,5.9753,482.912,64.8525,15.6266,194.619,0,318.09,920.87,236.523,3.02981,6674.37,183.749,22.7753,1.13941,0,5.38483,1205.3,2.14566,0.0182997,5.15162,0.544545,2.68943,
94,1311.41,1919.04,1642.37,0.683369,83.6628,0,143.312,1397.19,89.5946,6.12025,101.27,82.0132,15.8707,251.569,0,291.532,683.461,247.566,2.87617,436.192,249.549,20.0876,3.12847,0,5.38483,1205.3,2.14566,0.0182997,6.83614,1.09236,5.04086,
95,1311.41,2065.26,1874.33,0.634986,79.1701,0,187.621,1507.17,74.4365,5.81369,113.257,78.375,19.4181,204.23,0,419.826,932.559,174.958,2.85527,218.837,203.599,27.6845,3.12847,0,10.1789,1206.25,2.14566,0.0182997,6.83614,1.09236,5.04086,
96,1311.41,1960.28,1660.96,0.668991,93.0288,0,153.325,1409.62,89.9832,6.08938,100.928,91.5317,15.7738,245.534,0,337.339,699.131,253.377,2.85315,180.37,244.532,20.5482,2.39846,0,10.1789,1206.25,2.14566,0.0182997,6.83614,1.09236,5.04086,
97,1311.41,1938.78,1749.1,0.676409,75.5355,0,145.811,1403.49,129.85,6.07153,90.0716,73.4153,14.5388,199.928,0,339.037,725.215,358.148,2.79749,137.421,194.094,17.276,2.85371,0,10.1789,1206.25,2.14566,0.0182997,6.83614,1.09236,5.04086,
98,1311.41,2239.59,3647.39,0.585558,56.9833,0,166.861,1384.95,43.6346,5.93912,509.385,56.1131,15.7232,168.958,0,361.15,653.636,128.614,2.60932,3015.61,168.555,19.9542,2.85371,0,10.1789,1206.25,2.14566,0.0182997,6.83614,1.09236,5.5092,
99,1311.41,1969.03,1625.8,0.666019,74.1704,0,170.906,1435.06,69.4495,6.1144,123.363,72.7805,17.1805,198.21,0,372.126,696.225,181.425,2.87077,469.825,197.096,21.3911,2.85371,0,10.1789,1206.25,2.14566,0.0182997,6.83614,0.925197,5.5092,
100,1311.41,2122.1,2756.9,0.617977,78.4024,0,145.472,1486.08,109.346,6.23438,203.494,76.0621,17.0141,241.499,0,361.042,986.191,331.085,2.74364,1260.03,234.841,24.7405,1.47314,0,10.1789,1206.25,2.14566,0.0182997,6.83614,0.6657,5.5092,
101,1311.41,1899.75,2225.45,0.690308,70.9364,0,102.307,1387.37,81.9677,5.72605,167.431,69.2427,14.7688,222.791,0,255.205,779.181,290.954,2.81696,973.149,217.926,19.2461,2.22149,0,8.30859,1206.25,1.68702,0.00866826,6.83614,0.738679,6.71954,
102,1311.41,1785.8,1439.22,0.734356,64.2672,0,127.603,1355.01,51.5466,5.43092,103.502,63.6535,14.7802,196.306,0,319.716,644.615,129.649,2.75989,221.074,196.169,19.0233,2.22149,0,8.30859,1207.79,1.68702,0.00866826,6.83614,0.738679,6.41341,
103,1311.41,2181.09,3370.23,0.601264,89.3003,0,138.187,1418.56,109.659,5.67996,318.609,85.7571,15.3344,233.592,0,302.188,595.296,272.079,2.83312,2316.12,226.509,15.4485,2.22149,0,8.30859,1207.79,1.68702,0.00866826,6.83614,0.738679,6.41341,
104,1311.41,2228.33,2806.89,0.588516,93.9958,0,181.258,1487.49,141.019,5.66748,213.904,88.1418,16.8545,287.313,0,419.286,933.255,381.352,2.90048,1150.15,273.382,22.5389,2.22149,0,8.30859,1207.44,1.68702,0.00866826,6.83614,0.738679,6.41341,
105,1311.41,2112.63,1944.44,0.620748,107.543,0,160.285,1481.19,92.1623,5.63202,141.432,106.226,18.1584,296.757,0,336.545,788.419,246.683,2.86291,383.393,294.064,23.0173,2.22149,0,8.30859,1207.44,1.68702,0.00866826,6.83614,0.738679,6.41341,
106,1311.41,2514.79,6278.14,0.521479,93.4462,0,145.61,1428.57,74.2773,5.49133,658.504,91.7073,17.1807,289.254,0,306.266,799.038,241.264,2.96431,5502.04,285.028,23.5603,2.22149,0,8.30859,1207.44,1.68702,0.00866826,6.83614,0.738679,6.41341,
107,1311.41,2146.24,2157,0.611027,125.079,0,220.278,1382.1,107.074,5.53166,168.316,122.406,15.4524,320.337,0,488.489,624.125,275.181,2.93238,657.085,314.264,17.9897,2.22149,0,8.30859,1207.44,1.68702,0.00866826,4.99552,0.738679,1.03746,
108,1311.41,2448.78,6043.98,0.535536,72.0677,0,138.991,1446.56,69.6716,5.65777,627.45,71.0382,17.3427,221.352,0,337.108,787.065,198.478,2.88742,5408.92,219.551,23.2725,2.1868,0,8.30859,1207.44,1.68702,0.00866826,4.99552,0.738679,6.26185,
109,1309.89,1980.57,2129.31,0.661371,99.9835,0,151.828,1405.57,105.566,5.52392,97.1078,99.0058,15.9777,304.184,0,397.088,740.761,272.475,2.71837,554.169,302.921,21.2005,2.22149,0,8.30859,1202.63,1.68702,0.00866826,4.99552,0.738679,6.26185,
110,1285.24,2068.06,2012.7,0.62147,99.0836,0,143.049,1449.94,113.242,5.60851,143.133,97.1791,16.8265,290.773,0,318.844,767.991,325.496,2.91909,479.608,286.905,21.2411,2.22149,0,8.30859,1207.44,2.14566,0.00866826,4.99552,0.738679,6.26185,
111,1285.24,29220.5,271650,0.0439841,95.2859,0,158.357,1398.27,104.172,5.24424,27349.4,94.2819,15.4935,264.991,0,375.78,652.98,282.958,2.88035,272716,263.771,18.6671,2.22149,0,8.30859,1207.44,2.14566,0.00866826,4.99552,0.738679,5.48242,
112,1285.24,2071.16,2325.19,0.620539,87.5187,0,177.137,1383.28,94.471,5.29584,222.918,86.0461,14.4971,255.414,0,417.15,633.443,246.094,2.73109,24147.9,252.437,17.0991,2.22149,0,8.30859,1207.44,2.14566,0.00866826,4.99552,0.738679,6.26185,
113,1285.24,2042.05,2176.08,0.629385,88.1799,0,131.116,1418.04,100.316,5.59209,197.154,85.2363,16.4214,228.344,0,297.16,745.762,280.634,2.84643,953.501,224.06,20.7105,2.22149,0,6.62987,1207.44,2.14566,0.00866826,6.83614,0.738679,6.26185,
114,1285.24,1932.66,1803.96,0.665008,60.8544,0,118.425,1461.39,100.125,5.23909,112.956,57.4126,16.267,191.617,0,268.5,856.434,320.559,2.83008,302.023,181.575,22.0601,1.08898,0,8.30859,1207.44,2.14566,0.00866826,3.27255,0.496082,6.26185,
115,1285.24,1948.83,2008.85,0.659492,56.1039,0,104.653,1363.73,75.6527,5.27829,274.123,54.7018,14.5838,155.919,0,239.467,607.44,217.103,2.96335,1206.19,155.441,17.6827,2.22149,0,8.30859,1207.44,3.08464,0.00866826,3.27255,0.738679,6.26185,
116,1285.24,2489.04,5397.97,0.516358,108.385,0,177.374,1374.54,117.971,5.41698,584.075,106.404,14.8735,284.741,0,370.459,631.47,294.383,3.11843,4838.58,281.388,16.4678,2.22149,0,8.30859,1207.44,3.08464,0.00866826,3.27255,0.738679,6.26185,
117,1285.24,2038.08,2114.88,0.630612,94.6585,0,152.142,1458.89,98.0503,4.94244,118.548,93.4261,17.42,323.036,0,359.095,831.618,315.417,2.86733,612.746,321.435,24.3347,1.33651,0,8.30859,1207.17,2.55181,0.00866826,3.27255,0.528199,6.26185,
118,1279.57,1784.01,1400.03,0.717244,56.1729,0,94.7265,1397.59,79.726,5.10958,80.2618,55.1514,15.2716,175.217,0,211.477,724.311,234.235,2.80802,196.36,174.638,20.5642,2.22149,0,8.30859,1207.44,3.08464,0.00866826,3.27255,0.738679,6.26185,
119,1279.57,1983.45,3093,0.645124,75.5723,0,124.67,1324.47,73.7678,4.90076,293.728,73.4178,12.9232,245.004,0,329.853,462.835,235.278,2.89123,2008.07,239.227,12.0904,2.22149,0,8.30859,1206.9,1.67613,0.00866826,3.27255,0.738679,6.26185,
120,1279.57,3737.44,16506.7,0.342366,83.3915,0,162.475,1376.87,95.8606,5.273,1917.75,81.1993,14.6164,249.798,0,398.34,570.369,284.116,3.04892,15663.3,247.933,16.7216,2.22149,0,8.30859,1205.6,2.63388,0.00866826,2.93531,0.738679,6.26185,
121,1278.93,2629.31,6789.22,0.486413,75.1897,0,160.001,1474.58,68.7495,4.56947,755.84,72.8613,17.5273,227.158,0,403.989,834.4,241.033,2.81069,6186.18,223.713,24.2409,2.22149,0,1.59137,1207.44,2.63388,0.00866826,2.93531,0.738679,6.26185,
122,1278.93,1897.99,1614.3,0.673837,72.5754,0,152.537,1440.98,59.9935,4.83462,79.0151,71.1348,16.9175,215.103,0,374.635,782.168,170.871,2.97796,566.374,213.099,23.1917,2.22149,0,1.59137,1207.44,2.63388,0.00866826,2.93531,0.738679,6.26185,
123,1278.93,1966.36,2467.16,0.650405,68.5874,0,115.154,1396.94,98.2361,4.92401,201.74,65.8112,14.9681,212.621,0,309.692,707.442,324.853,2.72429,1161.12,207.964,18.2352,2.22149,0,1.59137,1207.44,2.63388,0.00866826,2.93531,0.738679,6.26185,
124,1278.93,2028.55,2017.99,0.630465,83.1627,0,148.968,1514.47,87.2589,4.98936,92.061,79.5969,18.0434,251.079,0,378.017,959.297,275.731,3.12489,219.829,239.293,25.111,2.22149,0,1.59137,1207.16,1.45683,0.00866826,5.59191,0.738679,6.26185,
125,1278.93,1805.93,1535.33,0.708186,52.4299,0,123.057,1410.09,67.1219,4.97845,82.0765,50.8017,15.3687,182.354,0,341.216,749.397,235.608,3.30526,317.024,177.478,21.4639,2.22149,0,1.59137,1207.16,2.18335,0.00866826,5.59191,0.738679,6.26185,
126,1278.93,1915.82,1671.97,0.667565,105.976,0,131.319,1389.42,99.2493,4.40956,65.9269,104.379,15.1384,287.33,0,318.086,635.424,257.171,2.9735,137.334,285.514,18.5341,2.22149,0,1.59137,1207.16,2.18335,0.00866826,5.59191,0.738679,6.26185,
127,1278.93,1980.73,1798.45,0.645689,98.4961,0,142.272,1431.91,78.0633,4.58415,113.423,95.999,15.9753,272.388,0,333.652,716.894,234.447,3.1011,342.303,266.2,19.6182,2.22149,0,1.59137,1206.67,2.18335,0.00866826,5.59191,0.738679,6.26185,
128,1278.93,2512.57,6997.81,0.509014,90.3793,0,114.688,1403.64,73.6055,4.40328,720.962,89.3492,15.5447,268.043,0,291.463,721.917,197.773,3.18489,6366.67,267.988,21.7657,2.22149,0,1.59137,1207.16,2.18335,0.00866826,5.59191,0.738679,3.22134,
129,1278.93,2092.34,2106.56,0.611245,134.379,0,172.813,1394.79,107.856,4.71329,130.068,132.707,15.0208,349.874,0,401.575,647.846,303.504,3.41199,723.19,346.953,17.8323,2.22149,0,1.59137,1207.16,2.18335,0.00866826,5.59191,0.738679,6.31861,
130,1278.93,1819.92,1524.78,0.702742,84.7865,0,134.651,1322.49,101.099,4.69807,76.4559,82.943,12.7939,256.131,0,365.091,445.697,258.66,3.25311,194.287,253.284,12.8665,2.22149,0,1.59137,1207.16,1.62405,0.00866826,5.59191,0.738679,6.31861,
131,1278.93,4607.46,25899,0.277579,96.2285,0,131.637,1380.27,67.8181,4.54407,2816.42,95.2814,15.2584,284.845,0,329.486,646.411,202.675,3.24425,25224.2,284.429,19.696,2.22149,0,1.59137,1207.16,1.62405,0.0161493,5.59191,0.738679,6.31861,
132,1273.85,2036.5,2548.9,0.625507,114.205,0,127.132,1405.77,99.8861,4.48527,155.807,113.758,15.4519,332.766,0,331.826,716.374,333.895,3.28561,2298.21,329.519,19.4129,2.22149,0,1.59137,1207.16,1.62405,0.0115214,5.59191,0.738679,6.88248,
133,1273.85,1799.64,1563.53,0.707832,69.7504,0,102.852,1378.99,91.1522,4.44701,70.9555,67.724,13.768,203.462,0,306.785,591.026,276.292,3.32497,196.545,200.068,16.164,2.22149,0,1.59137,1207.16,1.62405,0.0115214,5.59191,0.738679,6.88248,
134,1273.85,2047.89,2118.47,0.622027,92.2817,0,107.076,1489.07,104.035,4.36102,142.264,91.0088,17.7999,236.965,0,264.464,812.525,290.701,3.24477,833.936,235.88,24.1932,2.22149,0,1.59137,1207.16,1.62405,0.0115214,5.59191,0.738679,6.88248,
135,1273.85,1987.27,1959.01,0.641003,101.312,0,139.797,1410.11,89.4232,4.22576,126.548,99.9447,15.9087,278.623,0,356.039,588.328,247.138,3.08526,467.349,277.933,19.3889,2.22149,0,1.59137,1207.16,0.164265,0.0115214,5.59191,0.738679,6.44397,
136,1273.85,2373.4,4191.55,0.536718,74.0722,0,122.092,1510.99,102.649,4.18795,466.072,75.1382,18.194,227.822,0,331.723,963.09,322.895,3.09988,2994.74,229.71,27.4539,1.29797,0,1.59137,1207.16,0.164265,0.0115214,5.59191,0.738679,6.44397,
137,1273.85,2388.28,2793.5,0.533373,128.03,0,156.856,1581.14,121.354,4.23323,253.332,123.782,19.5605,326.106,0,379.859,1031.12,338.774,3.23849,1287.2,314.322,26.892,1.29797,0,1.59137,1207.16,0.164265,0.0115214,5.59191,0.738679,6.44397,
138,1273.85,1998.78,1832.28,0.63731,105.012,0,149.437,1449.74,95.3059,3.74099,75.0168,103.702,16.8267,281.661,0,391.877,768.175,251.105,2.82117,263.821,278.389,22.6218,1.29797,0,1.59137,1207.16,0.164265,0.0115214,5.59191,0.738679,6.44397,
139,1273.85,1852.1,1672.87,0.687786,97.24,0,132.48,1353.06,77.3761,3.63686,78.4189,95.9666,13.917,268.57,0,353.915,572.37,220.732,2.80438,335.518,267.725,17.4936,1.29797,0,1.59137,1207.16,0.164265,0.0115214,5.59191,0.738679,6.44397,
140,1273.85,1983.9,2064.16,0.642093,86.5134,0,137.119,1486.56,72.1718,3.94581,95.219,84.8776,17.4936,258.502,0,359,919.637,280.392,2.96308,264.098,254.898,26.3448,1.29797,0,1.59137,1207.16,0.164265,0.0115214,4.41962,0.738679,3.24035,
141,1273.85,2484.55,5138.19,0.512708,94.1158,0,132.207,1491.22,96.196,3.85809,557.216,92.5439,17.1863,287.395,0,334.659,879.675,293.027,3.10644,4410.78,284.48,24.8933,1.29797,0,1.59137,1207.16,0.164265,0.0115214,5.59191,0.785487,6.44397,
142,1271.18,1858.38,1827.78,0.684027,59.2105,0,108.042,1460.9,84.7404,3.75259,71.0044,55.1706,15.5577,170.241,0,320.72,883.272,303.893,2.56703,351.203,159.754,22.6129,1.29797,0,1.59137,1207.16,0.164265,0.0115214,5.59191,0.528864,6.44397,
143,1271.18,2050.24,2540.67,0.620016,85.3067,0,116.728,1411.38,81.2732,3.84916,253.636,82.8651,15.2041,250.411,0,298.999,702.525,293.64,2.85186,1240.13,245,19.907,1.29797,0,1.59137,1208.09,0.164265,0.0115214,5.59191,0.528864,6.44397,
144,1271.18,2566.8,7359.62,0.495239,86.0105,0,126.404,1370.65,71.6399,3.83296,809.084,84.6817,14.5069,255.51,0,343.999,565.291,214.94,2.7138,6645.79,254.222,17.3041,1.29797,0,1.59137,1207.12,0.164265,0.0115214,5.59191,0.528864,6.44397,
145,1271.18,1886.17,2049.17,0.673948,79.7683,0,125.041,1367.21,76.465,3.62925,141.562,78.2831,14.213,269.809,0,334.126,606.971,274.483,2.7679,996.292,266.668,17.6308,1.29797,0,1.59217,1207.12,0.164265,0.0115214,5.59191,0.528864,6.44397,
146,1267.25,1922.44,2072.24,0.659185,98.92,0,109.931,1416.93,89.1018,3.49854,90.6619,97.6436,15.7573,312.535,0,346.764,745.485,294.416,2.71353,256.329,310.969,21.8537,1.29797,0,1.59217,1207.12,0.164265,0.0115214,5.59191,0.528864,6.44397,
147,1267.25,2110.15,3423.39,0.600548,81.8473,0,149.067,1413.19,66.8143,3.31168,300.392,80.1388,15.3937,278.568,0,410.438,750.002,269.07,2.74579,2419.1,274.588,21.3726,1.29797,0,1.59217,1207.12,0.164265,0.0115214,6.06524,0.528864,6.44397,
148,1267.25,2040.73,2293.85,0.620976,87.3552,0,136.916,1440.73,87.0456,3.43293,185.814,84.0232,15.4158,276.848,0,372.883,754.496,282.098,3.14883,983.351,263.671,19.5938,1.29797,0,1.59217,1207.12,0.164265,0.0115214,6.06524,0.528864,6.88248,
149,1267.25,2033.47,2103.66,0.623194,98.6165,0,107.29,1459.91,91.1724,3.08526,160.01,96.6382,16.7489,305.012,0,267.305,820.536,271.051,2.85177,761.312,302.785,23.8201,1.29797,0,1.59217,1207.94,0.164265,0.0115214,6.06524,0.528864,6.88248,
150,1267.25,2375.11,5123.59,0.533554,95.8274,0,149.056,1438.95,84.5017,3.29835,495.658,92.2056,15.6106,323.915,0,409.927,818.42,312.646,2.83858,4365.28,315.887,21.5095,1.29797,0,1.59217,1207.94,0.164265,0.0115214,6.06524,0.528864,6.88248,
151,1267.25,1786.35,1961.44,0.709406,72.7242,0,80.6922,1349.9,62.2744,3.07695,133.475,70.5794,13.623,268.769,0,241.089,608.534,214.533,2.54617,849.61,263.093,17.1352,1.29797,0,1.59217,1207.94,0.164265,0.0115214,5.5143,0.528864,6.88248,
152,1267.25,1902.69,1946.9,0.66603,72.9583,0,133.383,1455.11,86.1315,3.11087,63.9745,71.5615,16.4597,235.716,0,399.239,872.381,308.993,2.87404,188.578,232.932,24.2498,1.29797,0,1.59217,1207.94,0.164265,0.00893478,5.5143,0.528864,6.88248,
153,1267.25,1882.79,2262.72,0.673069,61.8779,0,99.2705,1418.61,81.5373,2.7629,143.135,60.2528,15.3436,240.356,0,315.194,825.827,315.839,2.61349,867.041,235.712,22.2448,1.29797,0,1.59217,1207.94,0.164265,0.00893478,5.5143,0.494825,6.88248,
154,1267.25,1925.72,1972.98,0.658063,107.252,0,106.229,1441.74,94.4739,2.8901,51.7014,105.326,16.1141,314.669,0,317.617,816.434,325.105,2.86352,130.788,309.795,21.848,1.29797,0,1.59217,1207.94,0.164265,0.00678234,5.5143,0.528864,6.88248,
155,1267.25,2025.37,2024.97,0.625686,111.475,0,167.802,1412.24,101.737,2.61075,106.506,107.94,15.0553,315.607,0,427.162,771.579,309.716,2.56515,289.526,307.372,19.1483,1.29797,0,1.59217,1207.94,0.164265,0.00836445,3.18774,0.528864,6.88248,
156,1262.14,2295.8,3036.69,0.549757,76.472,0,154.887,1505.4,83.2227,2.47001,380.505,74.7779,18.0644,228.85,0,387.461,880.02,275.699,2.37128,1784.01,226.969,25.7696,1.29797,0,1.59217,1207.94,0.164265,0.00836445,3.18774,0.528864,6.88248,
157,1262.14,2010.89,2281.36,0.62765,80.6169,0,137.686,1382.3,114.288,2.8259,199.164,79.5221,14.4815,227.056,0,348.123,655.69,311.223,2.85697,1289.58,226.658,18.7275,1.29797,0,1.59217,1207.94,0.164265,0.00836445,3.18774,0.528864,6.88248,
158,1262.14,2091.08,4608.52,0.60358,64.1366,0,64.8265,1411.53,66.926,2.30802,402.873,63.1371,15.3497,232.947,0,187.105,835.415,272.096,2.36987,3589.5,231.969,23.6438,1.29797,0,1.59217,1207.94,0.164265,0.00836445,2.71308,0.528864,7.19282,
159,1262.14,1741.85,1500.44,0.724596,72.7287,0,91.6684,1352.33,73.8985,2.21633,63.8437,71.6341,13.5241,233.41,0,266.149,467.531,240.055,2.26362,327.763,232.169,14.1579,1.29797,0,1.59217,1207.94,0.164265,0.00836445,2.71308,0.528864,7.19282,
160,1262.14,1924.55,2002.83,0.655807,69.3192,0,108.945,1387.69,56.1801,2.24776,216.535,68.4509,15.1813,206.611,0,278.091,693.307,173.247,2.2416,924.182,206.865,20.9112,1.29797,0,1.59217,1207.94,0.164265,0.00836445,2.71308,0.528864,7.19282,
161,1262.14,1891.81,1763.48,0.667159,99.1461,0,139.968,1390.63,92.4114,2.49288,54.9534,97.2655,14.9403,300.696,0,400.605,546.864,295.511,2.66858,212.679,299.585,17.2447,1.29797,0,1.59217,1207.94,0.164265,0.00836445,2.2001,0.528864,7.16557,
162,1254.46,1979.91,2573.49,0.633597,74.7717,0,107.797,1373.97,51.8116,2.35599,281.498,73.4707,14.2282,215.028,0,277.132,577.271,167.057,2.41166,1634.9,214.168,18.01,0.711977,0,1.59217,1207.94,0.164265,0.00836445,2.58787,0.21455,7.11789,
163,1254.46,1872.33,1738.48,0.67,88.0841,0,155.736,1401.3,68.2892,2.1363,54.9164,86.6277,15.2375,267.73,0,430.984,766.804,214.703,2.39075,200.925,266.512,22.1386,0.711977,0,1.59217,1208.06,0.164265,0.00836445,2.58787,0.21455,7.19282,
164,1254.46,2077.64,2402.81,0.603792,101.233,0,201.39,1353.01,99.5693,2.58584,206.897,99.4832,13.4704,320.463,0,490.809,520.314,293.581,3.00481,1072.47,316.725,14.2915,0.711977,0,1.59217,1206.8,0.164265,0.00836445,2.58787,0.21455,7.19282,
165,1254.46,1895.02,2307.12,0.661979,38.6913,0,109.56,1428.03,66.7216,2.41272,197.462,37.1695,14.9665,158.369,0,298.424,769.708,243.519,2.81906,1182.56,157.085,22.1591,0.711977,0,1.59217,1206.8,0.164265,0.00836445,2.58787,0.21455,7.19282,
166,1254.46,2487.17,6641.3,0.504374,84.2404,0,163.583,1410.1,85.5341,2.05822,645.432,81.7813,14.438,248.345,0,444.282,655.918,267.721,2.56038,5876.14,245.038,18.9249,0.711977,0,1.59217,1206.8,0.164265,0.00836445,2.58787,0.21455,5.94532,
167,1254.46,1776.73,1513,0.70605,70.4543,0,136.44,1374.57,48.1608,2.03075,62.8757,67.6473,14.5533,220.324,0,394.004,581.121,157.467,2.6483,196.242,219.229,18.68,0.711977,0,1.59217,1206.8,0.164265,0.00594588,2.58787,0.21455,7.19282,
168,1254.46,1899.02,1839.4,0.660584,73.8306,0,147.771,1426.46,82.8881,2.04951,78.2929,72.5791,15.1447,247.165,0,409.501,761.495,270.895,2.43565,206.245,246.118,22.2548,0.711977,0,1.59217,1206.8,0.164265,0.00594588,2.58787,0.21455,7.19282,
169,1254.46,2540.9,5777.59,0.493708,84.2875,0,127.218,1429.98,69.1044,2.05377,732.537,80.1588,15.5593,292.938,0,317.604,710.348,268.018,3.03629,5066.73,288.589,21.0294,0.711977,0,1.59217,1208.06,0.164265,0.00594588,2.58787,0.21455,7.19282,
170,1254.46,1646.75,1371.03,0.761778,51.2386,0,69.7681,1341.23,76.0451,1.56055,45.0291,49.7043,12.1745,198.497,0,178.356,546.504,252.752,2.00096,527.388,195.895,15.1256,0.711977,0,1.59217,1207.78,0.164265,0.00594588,2.58787,0.21455,7.19282,
171,1253.79,2794.21,9364.51,0.448707,65.1607,0,141.898,1388.6,71.8744,1.59965,1047.7,63.4122,13.9719,217.465,0,384.491,645.749,233.081,2.15458,8878.42,215.41,19.3854,0.711977,0,1.59217,1207.78,0.164265,0.00594588,2.32998,0.21455,5.65471,
172,1253.79,2286.82,3033.15,0.548266,113.784,0,197.994,1447.56,123.117,1.74957,273.707,112.901,16.0079,314.706,0,465.797,749.823,364.895,2.37413,1894.61,312.484,22.1693,0.711977,0,1.59217,1208.06,0.164265,0.00594588,2.32998,0.21455,7.19282,
173,1253.79,2431.53,4834.14,0.515637,95.5432,0,177.107,1447.81,92.2957,1.9229,507.347,94.0572,15.4434,304.264,0,439.835,788.066,334.133,2.71267,3914.67,300.632,21.8134,0.711977,0,1.59217,1208.06,0.164265,0.00585726,2.32998,0.21455,7.19282,
174,1253.79,2027.03,2078.15,0.618532,98.4825,0,146.977,1449.62,101.53,2.01649,117.71,95.4084,15.2919,285.178,0,400.38,800.931,346.593,2.76257,583.326,277.981,21.1247,0.711977,0,1.59217,1208.06,0.164265,0.00594588,2.32998,0.21455,7.19282,
175,1253.79,1848.01,1763.22,0.67845,64.5848,0,117.389,1391.59,110.841,1.69562,85.5353,62.831,13.5436,215.983,0,289.032,724.179,308.328,2.10445,281.099,213.947,20.239,0.711977,0,1.59217,1208.06,0.164265,0.00594588,2.25325,0.21455,4.79452,
176,1253.79,1983.4,2165.52,0.632138,87.1015,0,151.712,1394.45,86.9208,1.60367,161.97,85.778,13.8724,244.13,0,420.838,679.523,249.197,1.98472,718.968,242.477,18.693,0.711977,0,1.59217,1208.06,0.164265,0.00594588,2.32998,0.21455,7.19282,
177,1253.79,2617.69,4594.28,0.478966,104.804,0,186.836,1573.11,121.132,2.08684,508.044,102.525,19.1489,274.62,0,435.995,1009.62,333.652,2.89391,3272.91,271.058,29.6046,0.711977,0,1.59217,1208.06,0.164265,0.00594588,2.32998,0.21455,5.40955,
178,1253.79,1863.08,1825.12,0.672965,70.4547,0,141.452,1397.14,86.7429,1.74317,83.7489,67.762,14.0298,230.989,0,384.559,775.627,304.54,2.47985,488.254,227.554,20.6383,0.711977,0,1.59217,1208.06,0.164265,0.00594588,2.32998,0.21455,0.931875,
179,1253.79,2166.14,2726.01,0.57881,93.8239,0,157.929,1492.35,81.0912,1.91001,230.688,91.8177,16.5332,303.971,0,422.543,862.302,289.72,2.75415,1181.5,298.466,24.9336,0.711977,0,1.59217,1208.06,0.685306,0.00594588,2.32998,0.21455,7.19282,
180,1253.79,2315.11,3052.85,0.541567,116.157,0,171.973,1508.12,87.2826,2.02854,297.387,114.312,17.8497,310.55,0,439.769,855.657,284.705,3.04647,1686.79,308.068,25.3789,0.711977,0,6.05215,1208.06,0.685306,0.00594588,2.32998,0.21455,7.19282,
181,1253.79,1891.47,1957.3,0.662863,73.7333,0,106.604,1476.18,75.4445,1.64139,70.0494,71.7728,16.039,290.885,0,315.228,880.125,294.087,2.32731,277.453,285.401,24.8264,0.711977,0,6.05215,1207.99,0.685306,0.00594588,2.32998,0.21455,7.19282,
182,1253.79,1760.5,1504.18,0.712175,72.1363,0,126.315,1338.88,78.3297,1.78543,60.942,69.4608,12.6474,233.191,0,360.104,437.537,253.976,2.68469,174.155,228.256,13.8111,0.711977,0,6.05215,1207.99,0.685306,0.00594588,2.32998,0.21455,7.19282,
183,1253.79,2186.85,2444.38,0.57333,117.099,0,174.611,1520.07,123.562,1.60708,117.52,115.176,17.2038,347.661,0,456.531,919.464,351.135,2.32657,381.24,343.756,26.0545,0.711977,0,6.05215,1208.06,0.685306,0.00594588,2.32998,0.21455,7.19282,
184,1253.79,1860.2,2185.04,0.674005,62.5165,0,108.435,1426.77,52.4657,1.28175,132.36,61.3474,15.0217,246.825,0,308.665,755.442,223.338,1.58915,887.849,244.746,22.2625,0.711977,0,6.05215,1208.06,0.685306,0.00573548,2.16289,0.21455,7.19282,
