Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,Steering.front.ackerman_angle,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
76,0.520296,35.0616,5.69126,14.8668,2.50014,0.0028193,0.172041,0.0338228,0,46.2951,1.99878,3.77382,1.23145,31.1638,4.05248,
77,0.518195,35.0626,5.69156,14.8679,2.50018,0.0031912,0.170595,0.0358213,0,46.3041,1.99882,3.7728,1.23095,31.1652,4.04239,
78,0.521383,35.0613,5.69123,14.8701,2.50065,0.000424967,0.171004,0.0343574,0,46.2835,1.99929,3.76952,1.23219,31.1635,4.06567,
79,0.524788,35.0605,5.69097,14.8672,2.50061,0.00223138,0.174269,0.0317004,0,46.3325,1.99926,3.77231,1.23288,31.1623,4.01262,
80,0.519207,35.0617,5.6913,14.8649,2.50009,0.00327875,0.174088,0.0320339,0,46.3195,1.99873,3.77616,1.23154,31.164,4.02777,
81,0.525544,35.0601,5.69085,14.8682,2.50049,0.00129949,0.169808,0.0360278,0,46.311,1.99913,3.77109,1.23314,31.1618,4.03574,
82,0.522759,35.0613,5.69119,14.8676,2.50052,0.00193946,0.170255,0.0359859,0,46.2981,1.99917,3.77234,1.2326,31.1634,4.0471,
83,0.52074,35.061,5.69114,14.8649,2.50012,0.00266186,0.171171,0.0342706,0,46.3207,1.99877,3.77609,1.23119,31.1632,4.02832,
84,0.520791,35.0616,5.69131,14.8681,2.50096,0.000621215,0.174902,0.0304676,0,46.3128,1.99961,3.77221,1.23183,31.1639,4.03524,
85,0.520307,35.0607,5.69098,14.8608,2.50102,0.00288057,0.171572,0.0345755,0,46.3189,1.99968,3.78034,1.23226,31.1625,4.02784,
86,0.523736,35.0604,5.69096,14.8677,2.50034,0.000844363,0.167634,0.0397702,0,46.2896,1.99897,3.77247,1.23216,31.1623,4.05768,
87,0.521089,35.0616,5.6913,14.8698,2.50005,0.00258134,0.172126,0.0339987,0,46.3077,1.99867,3.77004,1.23173,31.1639,4.04002,
88,0.518061,35.0631,5.69177,14.8756,2.50054,0.000735463,0.172329,0.033853,0,46.3256,1.99916,3.76381,1.23191,31.1661,4.02205,
89,0.519532,35.0624,5.69148,14.869,2.49999,0.00504472,0.172319,0.0323264,0,46.3042,1.99863,3.77105,1.2317,31.1648,4.04216,
90,0.519161,35.0615,5.6913,14.867,2.50024,0.00160385,0.174921,0.0337209,0,46.3174,1.99888,3.77367,1.23177,31.1639,4.0295,
91,0.519531,35.0622,5.69141,14.8683,2.50101,0.000179511,0.171728,0.0347261,0,46.3015,1.99965,3.77207,1.23247,31.1645,4.04549,
92,0.521093,35.0615,5.69124,14.8658,2.50057,0.00317464,0.170341,0.0373395,0,46.3202,1.9992,3.77503,1.23175,31.1637,4.02383,
93,0.524003,35.061,5.69112,14.869,2.50029,0.00175217,0.174441,0.0308273,0,46.3198,1.99892,3.77085,1.23259,31.163,4.02723,
94,0.519368,35.0617,5.69135,14.8696,2.50056,0.00204681,0.171334,0.0361688,0,46.3084,1.99921,3.76994,1.23215,31.1641,4.03893,
95,0.525143,35.06,5.69079,14.8631,2.50052,0.00220496,0.16957,0.0364122,0,46.3059,1.99916,3.77793,1.23247,31.1616,4.04011,
96,0.521515,35.0598,5.69081,14.8569,2.5003,0.00395123,0.172083,0.0337065,0,46.3117,1.99894,3.78601,1.23286,31.1617,4.03474,
97,0.519481,35.0625,5.69155,14.8713,2.49969,0.00288203,0.169677,0.0351424,0,46.3136,1.9983,3.7688,1.23164,31.1651,4.03532,
98,0.525661,35.0594,5.69066,14.8605,2.50013,0.00363123,0.171881,0.0335119,0,46.3079,1.99877,3.78084,1.2333,31.1609,4.03786,
99,0.51848,35.0619,5.69135,14.869,2.5001,0.00229464,0.174313,0.0331758,0,46.2888,1.99873,3.77097,1.23189,31.1641,4.05994,
100,0.521739,35.0612,5.69121,14.87,2.49957,0.003378,0.17028,0.0349545,0,46.2944,1.99819,3.76953,1.23269,31.1634,4.0546,
101,0.521017,35.0615,5.69119,14.8608,2.50058,0.00317086,0.170567,0.0365156,0,46.3176,1.99922,3.7813,1.23213,31.1635,4.02636,
102,0.521801,35.0609,5.69113,14.8684,2.50092,0.00145972,0.170986,0.035298,0,46.3111,1.99956,3.77232,1.23228,31.163,4.03631,
103,0.518324,35.0623,5.69152,14.8738,2.50106,0.00183793,0.171911,0.0352348,0,46.3189,1.99969,3.76619,1.2311,31.1649,4.02871,
104,0.522092,35.0608,5.69111,14.8661,2.50027,0.0029039,0.173055,0.0330239,0,46.3147,1.9989,3.77422,1.23322,31.163,4.03204,
105,0.52504,35.0604,5.69099,14.8708,2.50031,0.000989379,0.170658,0.0340038,0,46.2827,1.99895,3.76812,1.23381,31.1624,4.06634,
106,0.520893,35.0622,5.69141,14.8722,2.49943,0.00365117,0.17059,0.0345786,0,46.3144,1.99804,3.7673,1.23114,31.1644,4.03522,
107,0.522255,35.0611,5.69113,14.8695,2.50116,0.00027313,0.169322,0.0372518,0,46.3263,1.99979,3.77014,1.2314,31.1631,4.02278,
108,0.521045,35.0616,5.69131,14.8735,2.50027,0.00121465,0.171334,0.034465,0,46.334,1.99889,3.76543,1.2316,31.1639,4.01697,
109,0.521804,35.0609,5.69112,14.8646,2.5004,0.00245744,0.170928,0.0350017,0,46.3117,1.99906,3.77618,1.23275,31.1631,4.03573,
110,0.520076,35.061,5.69116,14.8646,2.50006,0.00328662,0.169773,0.0367899,0,46.3241,1.99871,3.77657,1.2316,31.1633,4.02462,
111,0.519751,35.0618,5.6914,14.868,2.50102,1.03191e-05,0.172902,0.0340515,0,46.2805,1.99966,3.77239,1.23279,31.1643,4.06707,
112,0.521978,35.062,5.69141,14.8711,2.50065,0.00014995,0.171127,0.0347804,0,46.3009,1.99928,3.76871,1.23194,31.1644,4.04734,
113,0.521329,35.0616,5.69126,14.8707,2.49958,0.00312387,0.171313,0.0355411,0,46.3011,1.99819,3.76911,1.23159,31.1637,4.04761,
114,0.520185,35.0617,5.6913,14.8679,2.50089,0.00172622,0.170419,0.0353469,0,46.2932,1.99954,3.77241,1.23121,31.1639,4.05618,
