Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_l.best,Steering.front.tie_rod_angle_front_view_l.best,
164,42.7085,108.773,282.798,0.39264,4.05295,19.0056,0.662507,42.3416,0.2049,35.6226,0.833911,3.15948,2.88898,12.8437,58.2944,2.33559,236.554,0.595251,19.0467,4.62222,4.53004,1.86558,0.426201,3.59996,0.000380655,0.00438984,0.0607669,14.141,7.06598e-05,2.17376,1.83437,
165,42.7084,112.526,342.983,0.379544,1.96758,7.79565,0.357956,62.7133,0.343625,33.1232,1.23379,2.35838,2.63221,8.90845,23.432,1.78107,306.921,1.42585,4.87597,6.06847,1.20008,0.854667,0.426201,3.59996,0.000380655,0.00438984,0.0607669,11.1589,7.06598e-05,2.17376,2.46528,
166,42.7084,110.483,283.531,0.38656,4.31684,13.1385,0.742418,43.0875,0.370361,42.2306,0.847266,3.13216,2.61756,13.4002,34.7908,2.577,234.603,1.24274,44.931,4.60761,4.62794,0.740673,0.426201,3.59987,0.000381994,0.00440689,0.0607669,12.69,6.32067e-05,2.17376,1.2182,
167,42.7084,164.727,378.173,0.259268,8.64895,19.9559,0.992402,91.1313,0.481239,33.6778,1.80512,5.05621,2.97773,21.0738,48.3297,2.68768,316.86,1.2744,18.9315,6.25675,8.29726,1.8453,0.426201,3.59987,0.000381396,0.00442523,0.0607669,9.93831,6.32067e-05,2.17376,1.06679,
168,42.7083,101.597,277.567,0.42037,3.17256,15.1268,0.470836,41.4741,0.198479,34.5469,0.81649,3.0937,2.69705,10.9887,49.9934,2.13766,240.416,0.744719,9.97434,4.72048,4.87497,1.06629,0.426201,3.59987,0.000381994,0.00442523,0.0608047,13.7325,5.75183e-05,2.17374,2.46518,
169,42.7083,114.43,277.879,0.373228,6.88707,27.7627,0.958683,34.6829,0.626644,35.3921,0.681918,4.57079,2.86668,17.311,77.4732,2.76286,228.92,1.8331,21.7183,4.49008,7.83434,1.43586,0.426203,3.59987,0.000381994,0.00442523,0.060824,12.2386,6.32067e-05,2.17378,2.29219,
170,42.7082,86.3746,246.772,0.494454,2.77427,15.7032,0.352884,1.13226,0.142881,60.5906,0.0226443,2.926,2.72983,12.4241,61.3575,1.85853,33.6522,0.695007,190.802,0.661601,4.52188,1.38263,0.426203,3.59991,0.000381216,0.00442523,0.0608499,14.5457,6.79384e-05,2.17375,2.46509,
171,42.7082,74.1122,195.938,0.576265,2.49459,9.29202,0.201623,22.361,0.205209,34.1164,0.445235,2.4236,2.57247,10.1358,32.5969,1.19419,155.057,0.774814,26.9971,3.11728,1.61925,0.587379,0.426204,3.59989,0.000381216,0.00442523,0.0608264,5.19858,6.90096e-05,2.17378,2.46529,
172,42.7082,99.3102,285.469,0.430049,2.35584,5.73991,0.286768,50.914,0.209463,33.2882,1.0036,2.79792,2.71459,9.81198,11.4021,1.42768,258.546,0.819947,3.68448,5.14075,3.70753,1.24438,0.426196,3.59985,0.000380726,0.00442523,0.060897,10.6341,7.82723e-05,2.17378,2.46529,
173,42.7082,106.209,315.301,0.402115,2.71044,11.1755,0.276141,52.4346,0.0901114,33.0825,1.03468,2.73707,2.66783,11.1609,38.7161,1.3826,263.705,0.216575,4.40039,5.1953,3.08188,1.28239,0.426196,3.59985,0.000380726,0.00443983,0.0610324,9.84566,7.85346e-05,2.17378,2.46529,
174,42.7082,106.229,250.375,0.402037,4.09737,17.5838,0.554307,41.2343,0.209067,35.181,0.821605,3.86877,2.67923,13.6685,54.5609,2.08593,199.502,0.596052,19.0777,3.96434,6.31314,0.918277,0.426196,3.59985,0.000380726,0.00442751,0.0610449,9.361,7.56482e-05,2.17379,1.92395,
175,42.7082,158.338,416.078,0.269729,3.84733,18.4915,0.639421,93.7221,0.232298,33.9193,1.84621,2.84977,2.78963,12.5207,60.8132,2.26915,343.944,0.672031,9.12798,6.96173,3.056,1.39791,0.426195,3.59985,0.000380726,0.00443983,0.061047,11.7118,7.85346e-05,2.17381,2.46541,
176,42.7081,96.9196,280.479,0.440655,2.6345,8.92569,0.297098,42.3233,0.264751,36.5022,0.83224,2.44109,2.69875,11.0289,31.7221,1.5059,242.313,1.0107,19.4641,4.77269,1.39739,1.14763,0.426182,3.59987,0.000381912,0.00444512,0.0610593,23.1291,8.08637e-05,2.17379,2.46535,
177,42.7081,109.734,276.648,0.389195,3.84598,13.7347,0.319854,50.1404,0.317379,34.8362,0.998711,3.09536,2.44587,13.4902,48.1371,1.45176,207.569,1.083,13.578,4.1375,4.15208,0.322385,0.426182,3.59987,0.000381781,0.00444512,0.0610675,10.2493,8.08637e-05,2.17381,1.13408,
178,42.7081,95.5805,228.829,0.446829,3.66008,7.67669,0.454794,41.0654,0.321389,35.6098,0.8193,3.33174,2.64135,12.866,20.1819,1.83595,200.11,1.09509,19.1195,3.99148,4.96031,0.76875,0.426182,3.59988,0.000381068,0.00445798,0.0610542,9.06369,8.47214e-05,2.17381,2.46542,
179,42.7081,75.3812,171.788,0.566562,2.64123,7.50004,0.287793,20.7276,0.205897,38.1786,0.413525,2.82156,2.60492,10.9392,24.8095,1.49246,143.711,0.788049,33.2059,2.86932,3.62312,0.726904,0.426182,3.59986,0.000381082,0.00446118,0.0610269,9.41247,8.5184e-05,2.17381,2.46543,
180,42.7081,124.982,282.328,0.341715,4.90401,18.3339,0.697291,56.9928,0.493984,36.0368,1.13617,3.65203,2.73462,14.6053,57.3304,2.06145,217.419,1.45053,18.8389,4.24182,4.79099,1.09001,0.426182,3.59986,0.000380498,0.00445805,0.0610888,9.70814,8.51455e-05,2.17381,2.29003,
181,42.7081,151.167,379.895,0.282522,5.02532,18.772,0.586696,78.5871,0.384834,40.2331,1.54458,3.29032,2.74323,14.9825,51.4944,1.81203,330.095,1.15967,53.3624,6.50615,4.66303,1.30472,0.426195,3.59984,0.000380683,0.00446118,0.0610888,13.7001,8.28308e-05,2.17382,1.44285,
182,42.7081,91.4423,262.199,0.46705,2.7882,9.73421,0.451514,33.6842,0.342136,37.8778,0.658772,3.09834,2.8071,11.7227,28.6165,1.85802,234.848,1.2358,31.9949,4.65494,4.84169,1.52116,0.426195,3.59984,0.000380683,0.00446118,0.0610832,12.3818,8.28308e-05,2.17383,2.4655,
183,42.7081,56.3007,52.522,0.758572,1.43812,9.21112,0.56575,0.609034,0.472038,37.9311,0.0115653,3.42444,2.6375,4.07221,23.1916,1.94372,7.13584,1.48388,19.919,0.642133,5.11954,1.00071,0.426195,3.59983,0.000380683,0.00445674,0.0610888,12.3749,8.42378e-05,2.17383,1.88175,
184,42.7081,109.532,278.202,0.389914,5.36042,15.5036,0.613633,47.9705,0.19058,32.1029,0.952222,3.99247,2.84579,16.4817,54.7562,2.2382,232.317,0.586268,8.63798,4.75992,6.88172,1.63807,0.426189,3.59982,0.000381772,0.00445674,0.0611194,6.92318,8.37151e-05,2.17383,2.46552,
185,42.7081,145.178,407.761,0.294178,3.85843,13.7918,0.598392,86.4949,0.233928,33.0166,1.69919,2.74342,2.74084,13.8238,53.7249,2.39978,348.149,0.936411,4.22938,6.92411,3.0967,1.41297,0.426189,3.59982,0.000381772,0.00445674,0.061114,10.9048,8.33043e-05,2.17384,2.46552,
186,42.7081,102.543,316.692,0.416488,8.65726,8.12617,0.31755,45.8414,0.2067,33.4044,0.902587,2.43755,2.64976,50.3927,25.6191,1.56881,248.059,0.731921,2.91792,4.8676,1.38209,1.27471,0.426186,3.59982,0.000381686,0.00445674,0.0611324,16.068,8.29997e-05,2.17384,2.46556,
187,42.7081,85.4518,254.621,0.499792,4.13883,7.89566,0.451508,32.7554,0.379006,32.7374,0.642216,3.65618,2.7956,15.0665,17.3913,1.77854,228.392,1.33838,4.96416,4.50149,6.61265,1.31864,0.426186,3.59982,0.000381578,0.00445674,0.0611533,12.3067,8.29997e-05,2.17385,2.46556,
188,42.7081,57.7287,64.9338,0.739807,4.4371,12.1083,0.400909,0.90296,0.310672,32.7048,0.0180844,4.13683,2.70893,15.8788,42.3033,1.66237,6.43931,1.06971,5.03594,0.624129,7.74353,1.19059,0.426186,3.59982,0.000381578,0.00446506,0.0611521,12.3282,8.29997e-05,2.17385,2.46556,
189,42.7081,75.969,173.632,0.562178,2.96653,11.9323,0.398414,21.195,0.212449,33.0648,0.422458,3.24359,2.53341,12.5908,55.3627,1.95806,140.936,0.941859,4.49497,2.86161,5.40264,0.494159,0.426186,3.59982,0.000381591,0.0044669,0.0611492,9.3031,8.29997e-05,2.17385,2.46556,
190,42.7081,85.133,214.148,0.501663,2.49159,15.5055,0.274835,27.4814,0.113714,33.0894,0.547412,3.1134,2.51574,10.3324,58.8193,1.45507,147.781,0.290347,4.35814,2.93961,4.64769,0.352849,0.426187,3.59982,0.000381591,0.00446767,0.0611564,10.339,8.32555e-05,2.17385,2.46558,
191,42.7081,99.5663,235.299,0.428941,3.05393,9.82226,0.373129,46.2734,0.307972,32.6324,0.924704,3.50914,2.66932,11.6405,33.2415,1.53468,191.809,1.06628,5.35194,3.85144,5.30457,0.932024,0.426185,3.59982,0.000381591,0.00446767,0.061163,9.65766,8.29153e-05,2.17385,2.46558,
192,42.7081,145.63,384.015,0.293264,4.42126,12.5801,0.996531,86.4056,0.348905,32.7708,1.70091,3.73929,2.66675,12.9396,31.2537,3.12793,348.528,1.23199,6.41373,6.89757,5.81528,0.899971,0.426183,3.59982,0.000381591,0.00446767,0.061173,10.2742,8.29153e-05,2.17385,1.45167,
193,42.7081,199.948,420.895,0.213596,8.54528,24.5589,1.15019,124.02,0.657486,31.9434,2.46293,3.72766,2.88154,20.173,64.7474,3.01515,338.913,1.62314,6.84073,6.89113,5.10506,1.5373,0.426183,3.59982,0.000381591,0.00446767,0.061173,7.91154,8.25028e-05,1.21926,1.42392,
194,42.7081,154.445,386.352,0.276526,7.32954,23.6861,0.897389,71.4435,0.559516,42.1921,1.40111,3.92268,3.01323,18.8628,70.168,2.5154,329.303,1.57031,63.5532,6.44188,6.2324,1.88291,0.426183,3.59982,0.000381813,0.00447078,0.0611725,12.284,8.25028e-05,2.17385,2.46559,
195,42.7081,135.75,344.062,0.314608,4.07214,16.7022,0.685436,73.5646,0.476616,32.3888,1.45439,3.74694,2.65921,13.5149,59.7613,2.36313,297.01,1.46559,11.2284,5.85693,5.9217,0.831515,0.426183,3.59982,0.000381834,0.00447121,0.0611727,9.46218,8.26079e-05,2.17385,2.46559,
196,42.7081,89.9313,278.891,0.474897,2.44019,13.8895,0.243427,33.8012,0.178135,33.2864,0.662218,2.87381,2.5563,10.5434,50.8632,1.29513,236.87,0.670141,3.55082,4.61787,4.4831,0.614472,0.426181,3.59982,0.000381834,0.00447121,0.0611724,13.6662,8.18495e-05,2.17386,2.46559,
197,42.7081,118.086,247.443,0.361669,6.58307,26.8773,0.78825,42.9613,0.404026,31.7699,0.85615,4.92799,2.91798,18.1989,92.3059,2.4647,200.988,1.27479,6.82773,4.00329,8.38095,1.50003,0.426181,3.59982,0.000381853,0.004472,0.0611724,9.30942,8.18495e-05,2.17386,2.46559,
198,42.7081,120.497,366.518,0.354431,3.54079,8.43498,0.422944,66.8499,0.283598,34.5244,1.30682,2.55619,2.57782,13.0634,29.0972,1.79966,328.919,0.953449,7.44537,6.41194,2.43517,0.85057,0.426181,3.59982,0.00038171,0.00447274,0.0611724,22.6155,8.18495e-05,2.17386,2.13056,
199,42.7081,98.2195,275.314,0.434823,4.0363,19.2542,0.514085,34.4617,0.243945,32.9341,0.675383,3.47444,2.62532,14.2538,66.768,2.19264,235.071,1.01357,4.51081,4.53592,5.91788,0.68079,0.426181,3.59982,0.00038171,0.00447227,0.0611711,13.2124,8.18495e-05,2.17386,2.46559,
200,42.7081,142.172,387.306,0.300397,3.81807,13.4721,0.485361,82.8319,0.24568,34.2316,1.62686,2.64705,2.8137,12.6777,37.6697,1.69593,336.514,0.64662,4.83775,6.78765,1.99256,1.36962,0.426181,3.59982,0.000381888,0.00447135,0.0611711,22.893,8.18495e-05,2.17386,2.46559,
