Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,
97,770.487,1222.31,1407.92,0.630353,12.6457,0,133.055,54.5787,51.944,55.379,129.119,7.48533,778.104,19.5584,0,550.598,166.067,128.757,166.104,239.952,6.41397,528.659,2.68163,0,1.38535,0.520824,0.769789,0.54885,26.754,2.5113,656.523,
98,770.487,1151.96,1037.73,0.668847,12.1558,0,71.5374,54.5078,54.3112,55.6155,137.915,7.92149,757.999,16.8506,0,97.1284,157.785,119.109,159.999,271.789,7.00623,457.199,2.68163,0,1.38535,0.404291,1.82249,0.54885,26.754,2.89811,656.523,
99,770.487,1198.64,2013.18,0.642803,10.062,0,190.546,51.4417,51.6265,52.2906,125.815,7.29302,709.563,10.155,0,1644.7,139.411,120.893,140.38,266.331,6.22984,285.341,2.68163,0,1.38535,0.404291,1.82249,0.54885,26.754,2.44504,656.523,
100,770.487,1203.39,2457.22,0.640265,10.9625,0,205.363,44.1623,50.0352,45.324,103.432,7.34374,736.765,14.5123,0,1817.09,87.2465,132.735,89.8298,186.094,6.16925,400.09,2.68163,0,1.38535,0.404291,1.82249,0.54885,26.754,2.15865,656.523,
101,770.487,1615.96,6411.27,0.476797,10.965,0,532.073,74.209,69.1986,75.2738,109.607,7.1713,737.467,13.7456,0,6082.27,220.155,174.968,218.666,176.798,5.80465,380.634,2.68163,0,1.38535,0.404291,1.82249,0.54885,26.754,2.89811,656.523,
102,770.487,1160.04,1845.61,0.664193,10.291,0,165.245,48.1877,55.5286,49.1554,108.22,7.0143,716.393,12.855,0,1391.1,154.433,144.765,153.751,197.323,5.47835,333.922,2.68163,0,1.38535,0.404291,1.82249,0.54885,26.754,2.89811,656.918,
103,770.487,1145.54,1072.91,0.672597,11.0028,0,106.939,59.0671,51.0711,60.3785,113.252,7.58887,736.241,12.5327,0,463.054,167.777,117.607,169.096,194.86,6.56919,307.169,2.68163,0,1.38535,0.404291,1.82249,0.54885,26.754,2.31939,656.918,
104,770.487,1265.97,2153.92,0.608612,11.1098,0,194.172,54.0575,62.8316,55.434,107.527,7.18554,773.656,16.1274,0,1287.62,180.215,220.99,186.798,189.793,5.71814,612.697,2.68163,0,1.38535,0.404291,0.846604,0.54885,26.754,2.89811,656.918,
105,770.487,1290.6,2455.18,0.597001,12.0673,0,179.098,61.4189,57.5057,63.203,135.574,7.35124,774.378,18.3156,0,1452.64,180.26,171.867,186.299,277.682,6.36366,546.956,2.68163,0,1.38535,0.404291,1.82249,0.54885,26.754,2.89455,656.918,
106,770.487,1120.6,975.307,0.687569,11.0693,0,79.2744,53.7127,41.8047,54.5908,133.622,6.95997,739.562,15.7194,0,177.283,138.897,81.0596,139.864,268.41,5.71191,421.065,2.68163,0,1.38535,0.404291,0.706158,0.54885,29.3467,2.88808,656.918,
107,770.487,1240.11,2041.05,0.621307,11.2952,0,138.199,71.4188,62.2142,73.5397,115.648,7.37719,760.415,15.8772,0,1009.44,218.416,201.137,224.29,219.954,6.3218,490.75,2.68163,0,1.38535,0.404291,1.82249,0.54885,29.3467,2.89811,656.918,
108,770.487,1076.37,950.998,0.715823,11.1801,0,81.3804,45.9955,39.9178,46.7929,98.4478,6.85412,745.797,16.1987,0,181.195,126.723,82.3358,130.377,157.678,5.41178,422.974,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.89811,656.918,
109,770.487,1130.96,1126.46,0.681269,10.1674,0,92.2363,54.6517,55.9755,55.7099,126.051,6.77733,729.389,12.2572,0,327.813,148.478,165.745,149.376,264.197,5.29153,351.832,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.89811,656.918,
110,770.487,1100.56,1132.35,0.700088,10.6914,0,97.5161,46.383,43.4681,47.5421,109.386,6.78268,738.788,16.1795,0,387.711,136.884,118.725,138.471,197.802,5.2611,422.979,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.89811,656.918,
111,770.487,1090.19,926.976,0.706744,10.6183,0,71.7474,57.5124,47.2062,58.3047,105.982,6.88393,731.937,14.805,0,123.079,167.826,105.24,167.685,179.632,5.75263,384.578,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.69589,656.918,
112,770.487,1096.42,1036.45,0.702733,10.367,0,71.9606,54.1287,44.5168,54.8888,117.717,6.81446,736.023,14.5085,0,115.974,148.957,118.677,149.386,235.524,5.09682,388.699,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.37113,656.918,
113,770.487,1154.88,1586.15,0.667155,9.19948,0,143.055,58.8589,49.7042,59.9933,118.203,6.25854,709.612,9.04633,0,1113.92,176.595,134.424,179.024,231.551,3.83747,248.604,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.79699,656.918,
114,770.487,1712.79,9416.89,0.449844,9.26967,0,747.274,43.6048,39.1825,44.4317,113.092,6.5596,709.372,9.77451,0,9061.82,97.2455,83.2713,99.6553,233.693,4.51372,234.479,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.94028,656.918,
115,770.487,1387.02,4845.22,0.555497,9.29864,0,374.976,56.0801,44.0888,56.9589,128.525,6.51095,710.584,10.9275,0,4319.67,174.475,103.593,172.82,272.041,4.2704,285.086,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.94028,643.111,
116,770.487,1115.82,1079.44,0.690511,9.89532,0,78.8902,57.437,48.1172,58.4787,131.896,7.0905,724.016,12.2138,0,340.517,175.716,125.353,177.744,285.85,5.68362,309.275,2.68163,0,1.38535,0.404291,1.08846,0.54885,29.3467,2.94028,656.918,
117,770.487,1195.21,1845.79,0.644644,10.1674,0,127.565,71.4379,59.5947,72.3904,111.219,6.9273,735.91,15.2586,0,914.907,242.311,171.727,241.947,231.429,5.15865,393.382,2.68163,0,1.38535,0.404291,0.035492,0.54885,29.3467,2.94028,656.918,
118,770.487,1087.08,941.037,0.708768,9.3398,0,102.636,45.0847,40.9426,46.2719,121.668,7.00652,714.13,10.9539,0,274.469,123.24,93.7877,123.788,242.778,5.40868,279.943,0.802766,0,1.38535,0.404291,0.035492,0.54885,29.3467,2.94028,656.918,
119,770.487,3563.36,33725.2,0.216225,9.90017,0,2593.98,43.1264,34.8158,43.8198,103.558,6.70166,727.452,14.4752,0,33462.6,138.305,83.418,138.448,208.418,5.0071,367.874,2.68163,0,1.38535,0.404291,0.035492,0.54885,29.3467,2.94028,656.918,
120,760.108,1108.15,990.445,0.685922,10.4054,0,66.3595,63.6864,41.7263,64.5163,114.299,6.64475,740.517,14.005,0,2191.28,180.846,102.322,181.274,224.388,4.83635,347.984,2.68163,0,0.801684,0.404291,0.035492,0.698619,29.3467,3.13657,656.918,
121,760.108,2471.05,17683.5,0.307605,10.1524,0,1458.13,40.2628,50.6013,41.7474,112.038,6.86949,751.249,16.139,0,17273.5,121.551,159.475,124.497,238.496,5.54874,458.321,2.68163,0,0.801684,0.404291,0.035492,0.698619,29.3467,3.13657,656.918,
122,760.108,1383.82,3073.78,0.549283,11.3418,0,271.888,63.2468,48.3756,63.9729,144.8,6.63528,773.556,18.5345,0,2755.37,203.165,133.945,202.66,327.169,4.90964,480.434,2.68163,0,0.801684,0.404291,0.035492,0.698619,29.3467,2.97733,620.8,
123,760.108,1270.22,2022.29,0.598404,10.3224,0,213.794,58.2937,49.0051,60.0822,125.267,6.69722,746.762,14.6525,0,1360.77,181.835,137.254,185.726,275.352,4.64704,376.04,2.68163,0,0.801684,0.404291,0.035492,0.698619,29.3467,3.13657,656.918,
124,760.108,1163.28,1373.5,0.653417,10.0419,0,110.614,49.209,72.7137,47.5265,121.229,6.60677,745.34,14.4022,0,483.393,168.098,353.103,160.039,259.708,4.73747,412.743,2.68163,0,0.801684,0.404291,0.035492,0.698619,29.3467,2.7182,656.918,
125,760.108,1044.03,882.209,0.72805,9.08191,0,68.0183,42.1103,50.7862,43.4287,95.8475,6.71803,728.041,11.6042,0,185.22,122.676,179.93,125.409,156.264,5.03769,350.284,2.68163,0,0.801684,0.404291,0.035492,0.698619,29.3467,3.13657,656.918,
126,758.737,1251.22,2058.5,0.606395,9.85363,0,220.377,52.1797,52.9474,53.9505,112.39,7.00822,742.518,13.4554,0,1548.13,164.67,166.084,169.778,228.526,5.61054,377.697,2.68163,0,0.801684,0.404291,0.035492,0.698619,29.3467,3.07771,656.918,
127,758.737,1178.58,2071.36,0.643774,9.63088,0,149.078,46.0043,65.9576,43.0927,105.172,6.28617,753.353,14.3191,0,1225.91,163.084,468.335,148.607,224.617,3.89298,505.932,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,2.36282,656.853,
128,758.737,1234.34,2414.73,0.614692,10.6448,0,190.228,56.5542,42.781,57.6717,121.523,6.74312,748.191,16.3719,0,1839.31,175.636,122.046,176.997,260.799,5.51339,421.378,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,2.61647,656.853,
129,758.737,1265.84,2542.92,0.599394,10.5344,0,200.892,58.2385,59.4295,59.1187,121.355,6.84963,749.423,14.9265,0,1773.9,208.942,182.066,210.467,260.899,5.47335,386.706,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,2.56275,656.853,
130,758.737,1164.8,2237.24,0.651389,10.2862,0,173.058,38.4694,47.6167,39.4682,96.8051,6.50626,752.588,17.1719,0,1522.38,125.009,151.045,127.098,187.61,4.74383,476.788,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,2.19564,656.853,
131,758.737,1177.91,1547.69,0.644137,10.2701,0,110.455,53.3133,61.1668,55.9792,113.213,6.85899,766.655,15.2224,0,683.971,186.906,231.618,197.407,248.674,5.18411,483.579,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,3.13657,656.853,
132,758.737,1048.05,973.658,0.723953,10.1466,0,57.4465,51.5334,31.9542,52.2954,99.8723,6.38176,738.417,15.8489,0,100.219,180.757,85.9978,181.666,204.545,4.27759,409.47,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,3.13657,656.853,
133,758.737,953.181,593.268,0.796005,7.5928,0,55.3759,35.1098,36.3333,37.5552,88.2737,6.32139,686.619,4.76482,0,91.9646,100.512,103.41,110.118,132.573,4.48195,158.179,2.68163,0,0.801684,0.404291,0.035492,0.599325,24.3901,2.49837,656.853,
134,758.737,1271.36,3637.78,0.596789,9.80684,0,291.088,46.3746,34.8943,47.2597,101.219,6.20758,734.515,15.3714,0,3162.44,154.995,116.563,156.116,212.069,4.28877,398.864,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,2.69155,656.853,
135,758.737,1191.85,2349.17,0.636606,9.87674,0,193.581,47.7411,38.6383,48.4925,111.99,6.32058,735.206,14.0312,0,1895.36,154.107,97.4733,154.431,234.579,4.5478,370.312,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,2.90914,656.606,
136,758.737,3493.57,34576.4,0.217181,10.6362,0,2474.81,48.0285,50.1961,48.9767,96.6628,6.48169,757.782,17.8041,0,33886,186.448,163.821,188.955,183.729,5.01372,477.504,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.3467,2.46163,656.606,
137,758.737,1148.73,1743.12,0.6605,9.46682,0,149.162,43.2717,47.88,44.4252,112.979,6.38531,735.16,13.1567,0,2504.18,135.899,155.642,138.274,242.75,4.9426,377.412,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.715,2.56851,656.606,
138,757.059,1083.69,1138.84,0.698597,9.66821,0,66.1537,53.0619,41.8617,53.8194,117.653,6.10272,735.365,13.5403,0,165.617,165.244,136.515,164.682,259.597,3.99716,361.812,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.715,2.90914,656.606,
139,757.059,1131.15,1556.07,0.669285,9.52896,0,104.494,54.6896,54.6174,55.7916,111.682,6.44043,733.903,13.0076,0,657.939,218.925,214.978,222.678,250.911,5.16051,369.122,2.68163,0,0.801684,0.404291,0.035492,0.599325,29.715,2.90914,656.606,
140,757.059,1488.18,3668.57,0.508716,10.7883,0,403.575,54.6998,51.8912,56.4169,127.952,6.52401,776.329,17.6469,0,2820.59,176.222,197.156,182.624,291.393,5.12483,497.773,2.68163,0,0.801684,0.404291,0.035492,0.599325,31.5044,2.97544,656.853,
141,757.059,1217.22,2086.35,0.621956,10.1088,0,192.162,57.1748,38.4989,58.0962,113.256,6.21546,741.711,14.6826,0,1501.18,183.394,118.257,184.318,229.217,4.68799,379.719,2.68163,0,0.801684,0.404291,0.035492,0.599325,31.5044,2.27574,656.853,
142,757.059,1007.61,821.67,0.751344,8.71641,0,47.8602,45.442,41.8847,46.3412,100.991,5.79546,710.576,9.05137,0,147.362,155.778,147.82,156.755,210.757,3.48019,243.74,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.62634,656.853,
143,757.059,1385.96,4622.38,0.546233,9.68883,0,383.494,50.521,36.5277,51.664,117.223,6.03344,730.813,15.7354,0,4143.68,178.342,128.087,181.969,286.181,4.24523,413.584,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.30361,656.853,
144,757.059,1266.43,2632.14,0.597789,9.89152,0,256.362,45.8585,44.8897,46.6972,115.708,6.03772,740.988,15.853,0,1976.78,180.85,140.921,182.548,257.216,4.237,424.798,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.735,656.853,
145,757.059,3774.14,36703.8,0.200591,12.2118,0,2624.49,66.0256,62.7287,69.0446,114.02,5.95828,819.66,22.9657,0,36022.8,243.966,237.788,253.343,247.784,3.65973,691.074,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.70538,656.853,
146,757.059,1125.2,2059.67,0.672824,73.3013,0,93.8092,43.2122,38.9645,44.6028,100.33,5.99364,724.982,916.732,0,2602.77,179.483,160.819,185.973,226.691,3.89404,408.833,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.41848,656.853,
147,757.059,1117.56,1349.07,0.677421,9.64259,0,74.5722,54.6116,54.7415,57.5069,108.144,6.08433,752.258,65.3558,0,266.281,179.001,217.817,189.169,217.027,4.32151,512.951,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.85779,656.853,
148,757.059,1151.23,1270.84,0.65761,10.6864,0,78.4269,59.0469,58.9088,59.3701,115.11,6.45542,763.223,17.5918,0,213.925,178.156,191.489,175.224,229.354,5.18729,469.697,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.97544,656.853,
149,757.059,1187.19,1870.38,0.63769,9.39443,0,167.415,54.9349,41.8837,56.3363,121.468,5.97297,729.783,12.5321,0,1175.66,202.45,153.843,205.62,282.786,4.4658,329.523,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.9066,656.853,
150,755.319,1177.15,2340.24,0.641652,11.0382,0,164.924,44.4921,28.5641,45.5704,99.1687,5.92223,777.468,20.5203,0,1427.88,182.666,120.503,188.434,197.749,4.43557,563.807,2.68163,0,0.801684,0.422355,0.035492,0.599325,31.5044,2.55185,634.15,
151,755.319,2131.69,11688.7,0.354329,10.8141,0,1091.48,46.6892,44.1038,47.3172,114.695,5.98768,770.596,18.2445,0,11294.6,159.201,138.623,159.423,246.845,4.54,481.191,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.41816,656.853,
152,755.319,1098,2468.6,0.687901,8.12107,0,189.307,33.628,34.7222,34.5035,84.6337,5.8553,707.234,11.3051,0,2173.01,114.141,126.197,116.89,162.616,3.48532,314.956,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.97544,656.853,
153,754.959,1249.63,2830,0.604147,9.43943,0,234.517,56.166,41.8697,57.5285,109.297,5.91727,734.894,13.7784,0,2209.47,220.204,162.613,225.627,238.075,4.14111,357.517,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.45308,656.853,
154,754.959,1191.04,1603.97,0.633867,9.61771,0,108.172,67.9011,63.3474,72.0742,117.389,6.21812,746.318,13.8161,0,696.061,231.036,305.013,245.618,247.601,5.20142,397.774,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.77042,656.853,
155,754.959,1130.11,1320.23,0.668042,10.7066,0,100.125,49.248,32.2161,49.971,117.863,5.97586,764.003,17.9028,0,478.891,154.723,101.289,158.063,252.964,3.97758,462.877,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
156,754.959,1078.79,1191.59,0.699823,9.20382,0,55.4541,55.0158,44.6291,55.8877,118.872,6.1286,733.595,12.7842,0,140.718,201.255,158.817,201.131,266.761,4.62082,345.636,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.58374,656.853,
157,754.959,1286.08,2225.5,0.587023,10.1807,0,192.086,63.454,57.658,65.0908,134.539,5.89756,757.176,14.8055,0,1418.14,231.368,199.704,235.77,308.733,3.69979,402.07,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
158,754.959,1141.71,1457.78,0.661256,9.67825,0,107.334,54.6932,36.9161,55.3528,131.501,6.06438,740.166,15.8003,0,586.14,173.339,117.455,174.633,307.85,4.48031,405.965,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
159,754.959,1330.46,2495.56,0.567444,10.3933,0,233.942,64.6316,55.6688,67.0887,118.694,5.84632,774.191,17.0254,0,1524.44,261.061,254.268,266.649,268.816,3.58781,525.313,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
160,754.959,1083.6,1238.09,0.696717,10.0804,0,52.9553,50.9665,43.0512,52.8764,108.417,6.25891,758.99,16.7728,0,222.239,179.574,170.586,186.141,242.152,4.63903,450.151,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
161,754.959,1092.14,1500.33,0.691263,8.48871,0,62.5863,54.9957,48.5266,56.539,113.731,6.10375,741.173,10.6492,0,267.653,212.224,238.956,217.32,252.367,4.58147,493.176,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
162,754.959,1060.61,1397.62,0.711819,8.76344,0,103.818,36.5414,29.3893,37.4522,112.522,5.61618,726.503,12.3787,0,756.788,121.025,126.016,122.511,262.462,3.60401,339.359,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
163,754.959,1238.03,2198.67,0.609809,10.0816,0,112.015,58.9257,68.4191,61.4,113.824,5.84546,807.514,17.2115,0,934.532,234.536,269.672,247.325,272.202,3.80913,766.715,2.68163,0,0.801684,0.520824,0.035492,0.599325,16.1291,2.88686,656.853,
164,754.959,1145.21,1642.18,0.659235,9.73204,0,124.139,46.9528,33.9737,47.6416,127.424,5.88905,749.453,14.0515,0,1048.96,153.421,127.007,156.032,292.603,4.451,394.341,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
165,754.959,1140.77,1589.78,0.661798,10.1399,0,76.4991,53.307,54.8486,54.0387,118.072,5.8429,768.022,17.497,0,340.368,211.807,234.804,216.604,280.922,4.48541,496.242,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
166,754.959,1056.28,1258.33,0.714737,8.81321,0,55.7505,54.7843,39.7532,55.6497,109.981,5.35673,726.187,11.2476,0,181.707,233.827,163.728,235.51,261.094,2.88182,319.19,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
167,754.959,1141.41,1298.91,0.661426,11.2011,0,55.9115,48.9531,41.0437,50.5995,140.159,6.39007,787.154,18.6697,0,131.089,153.645,160.555,158.43,325.262,5.65784,498.16,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
168,754.959,1141.03,1524.08,0.661649,9.39388,0,61.5985,62.0953,58.0142,64.9258,104.888,5.49572,774.615,12.7916,0,178.229,232.645,245.45,247.202,218.222,3.76132,588.474,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.70041,656.853,
169,754.959,1063.58,1094.2,0.709829,9.94049,0,66.753,44.5347,45.21,46.1105,96.5119,5.77097,748.748,16.1234,0,187.558,151.617,158.628,155.847,180.731,4.39724,418.407,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
170,750.468,1208.78,2823.21,0.620848,8.87032,0,247.699,34.3162,36.6353,35.6693,115.062,5.72498,724.802,13.9726,0,2420.22,104.889,114.224,106.445,250.423,4.56093,368.795,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
171,750.468,1108.54,1715.38,0.676987,8.45848,0,130.423,38.357,46.2012,39.4335,119.107,5.51017,721.051,11.1659,0,1145.43,146.942,177.047,150.163,281.901,3.96586,348.689,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
172,750.468,1405.89,3371.41,0.533801,9.82224,0,384.939,49.9843,33.8639,50.8081,124.124,5.78987,746.563,15.0357,0,2722.6,179.981,119.091,179.43,282.64,4.36904,382.996,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
173,750.468,1395.61,5572.72,0.537736,9.93701,0,409.391,37.282,26.7108,37.9684,115.4,5.61117,753.308,17.6148,0,5154.64,140.244,89.8134,141.746,264.501,4.46989,467.825,2.50895,0,0.801684,0.507113,0.035492,0.599325,31.5044,2.88686,656.853,
174,750.468,1672.98,7703.84,0.448582,10.5313,0,611.767,54.1417,41.9,55.8298,124.264,5.54835,768.996,17.9854,0,7016.68,191.622,173.88,194.186,289.427,4.20591,466.859,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,632.876,
175,750.468,1012.58,1435.15,0.741141,7.66236,0,92.2405,44.7196,32.4828,45.4239,95.6431,5.22752,689.185,7.63737,0,914.718,182.272,123.351,184.484,206.06,3.54682,190.89,1.69569,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
176,750.468,1267.33,2603.88,0.592163,9.6446,0,236.205,47.0732,38.453,49.1205,135.585,5.88401,745.369,15.1667,0,1935.07,181.021,172.528,187.456,330.992,5.16241,436.583,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
177,750.468,2194.93,16812.3,0.341911,8.95985,0,1211.39,50.1394,33.8308,51.203,116.936,5.79969,716.67,12.1418,0,16426.2,177.765,125.968,179.813,277.388,4.9236,317.504,2.68163,0,0.801684,0.520824,0.035492,0.599325,31.5044,2.88686,656.853,
178,748.883,1193.58,2072.77,0.627424,10.6457,0,142.831,53.2109,42.5337,54.0626,119.14,5.77107,765.389,17.1826,0,1361.03,191.264,146.492,191.952,268.669,5.1539,438.249,2.68163,0,0.801684,0.520824,0.398291,0.599325,31.5044,2.88686,656.853,
179,748.883,987.239,1007.53,0.758563,9.29309,0,32.0896,37.0217,33.9751,37.6965,100.618,5.25632,731.288,14.1199,0,123.929,176.314,137.722,179.015,229.138,4.01196,378.957,2.68163,0,0.801684,0.520824,0.398291,0.599325,31.5044,2.88686,656.853,
180,748.883,1004.03,1018.67,0.745878,8.47321,0,66.773,32.8879,54.2184,32.2202,92.7515,5.13289,711.572,10.2827,0,338.577,125.034,299.507,115.559,185.289,2.91945,282.571,2.68163,0,0.801684,0.520824,0.398291,0.599325,31.5044,2.88686,656.853,
181,748.883,1314.07,3014.68,0.569897,9.49961,0,291.05,50.2216,46.7033,50.9471,114.397,5.00739,746.241,15.2114,0,2160.94,205.087,196.274,203.283,279.413,2.90083,425.398,2.68163,0,0.801684,0.608783,0.398291,0.599325,31.5044,2.95738,656.853,
182,747.135,1169.25,1643.6,0.638987,9.77269,0,86.7672,64.5725,46.1006,66.0972,132.552,5.29933,758.087,14.2804,0,607.164,248.291,195.318,255.056,315.522,4.23512,505.999,2.68163,0,1.53463,0.608783,0.398291,0.599325,31.5044,2.9744,656.853,
183,747.135,1194.66,1989.01,0.625394,8.78224,0,139.526,68.3589,45.7972,69.4469,134.274,5.48375,722.993,9.05441,0,1208.05,241.862,167.676,244.835,309.693,4.4794,267.394,2.68163,0,1.53463,0.816063,0.398291,1.44436,31.5044,2.92168,656.918,
184,747.135,1097.3,1761.12,0.680885,9.39385,0,111.024,52.2526,33.4223,53.1061,95.2146,5.08342,737.802,14.2303,0,1111.31,214.986,145.589,218.112,199.052,3.26083,379.082,2.68163,0,1.53463,0.816063,0.398291,1.44436,31.5044,2.35426,622.063,
185,747.135,1048.18,1172.41,0.712791,9.63891,0,53.2834,52.4431,31.6754,53.2144,100.689,5.20869,742.029,14.1848,0,222.811,189.854,137.97,191.258,205.663,3.63921,380.779,2.68163,0,1.53463,0.816063,0.398291,1.44436,31.5044,2.24638,656.918,
186,747.135,1067.51,1334.14,0.699886,10.2691,0,43.6257,42.2814,45.5028,43.4724,110.679,5.47769,766.201,16.8825,0,115.254,198.136,192.047,203.856,251.996,4.63419,516.491,2.68163,0,1.53463,0.816063,0.398291,1.44436,31.5044,2.97544,656.918,
