Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.half_track_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.half_track_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.half_track_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
0,83.6797,143.945,40.3187,0.581333,2.74537,109.936,1.86975,3.6647,2.7339,21.3402,0.283455,1.37108,3.35978,103.922,2.15403,1.63575,3.60423,26.6121,0.337142,1.58228,0.027976,27.9543,0.0305215,0.716747,0.238968,11.1764,0.0228548,0.19983,
1,83.6797,122.621,33.8617,0.682427,2.18432,80.7984,2.11788,2.65473,1.92566,28.6896,2.66594,1.58415,1.94301,50.9682,1.37175,1.50607,1.51892,22.0232,4.86385,1.09651,0.027976,27.9543,0.0305215,0.716747,0.238968,6.43974,0.0228548,0.251865,
2,83.6797,136.062,149.701,0.61501,1.92944,62.5293,2.49567,2.04443,2.07083,58.2809,5.13828,1.57348,1.64233,40.2338,1.52052,1.43152,1.674,156.642,9.28281,0.928576,0.027976,25.2901,0.0305215,0.621968,0.203219,6.43974,0.0228548,0.251865,
3,83.6797,113.959,42.8933,0.734297,1.85333,60.1013,2.49885,1.94374,1.7585,39.6235,4.67909,1.50066,1.83365,37.6179,1.71795,1.34511,1.2857,41.8131,7.6092,1.07053,0.0932956,26.3482,0.0305215,0.630764,0.0466811,6.43974,0.0228548,0.220313,
4,83.6797,115.842,60.1427,0.722363,1.51571,62.7063,2.14337,2.06811,1.82942,36.8065,7.17359,1.5986,1.40164,39.3863,1.67824,1.40499,1.33359,54.0596,10.4886,1.08006,0.0932956,26.6594,0.0305215,0.625921,0.0466811,6.43974,0.0228548,0.251865,
5,83.6797,145.696,244.039,0.574345,1.85466,61.6268,2.11723,1.99147,1.87635,70.2367,4.46268,1.53001,1.80464,41.1542,1.66832,1.47811,1.28179,249.482,7.30068,1.11552,0.0932956,25.1822,0.0305215,0.541924,0.0466811,8.0091,0.0228548,0.251865,
