Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,
25,873.138,1570.3,642.028,0.556034,15.8239,0,121.014,106.517,4.61935,792.475,121.275,214.596,193.976,12.0324,0,123.368,100.582,2.9792,251.039,123.845,180.256,165.914,2.50945,0,0.702275,1.76103,0.091649,641.533,1.08418,17.4916,4.79595,
26,873.138,1605.36,950.972,0.543888,16.1574,0,122.236,116.32,4.63407,818.97,123.444,212.012,191.591,12.2408,0,170.076,185.478,2.97467,399.205,178.148,214.104,134.827,2.50945,0,0.702275,1.76103,0.091649,641.533,1.08418,17.4916,4.79595,
27,873.138,1552.69,796.237,0.562339,15.9683,0,125.221,97.1225,4.45268,791.436,125.5,199.493,193.496,11.4911,0,178.288,98.061,3.05447,242.222,178.09,214.076,141.702,2.50945,0,0.702275,1.76103,0.091649,641.533,1.08418,19.8661,4.79595,
28,873.138,1471.85,553.612,0.593225,15.0826,0,104.234,92.3424,4.37466,773.499,104.507,195.667,182.143,10.5181,0,92.392,78.5985,2.8933,212.441,92.2797,215.484,131.087,2.50945,0,0.702275,1.76103,0.091649,641.533,1.08418,19.8661,4.79595,
29,873.138,1477.93,674.617,0.590784,14.8809,0,118.837,97.0828,4.15803,767.731,119.129,183.477,172.633,9.63666,0,182.361,120.935,2.7639,191.722,180.946,178.325,115.599,2.50945,0,1.38726,2.08193,0.091649,646.946,2.60814,19.8661,4.79595,
30,873.138,1488.4,985.974,0.58663,15.3155,0,109.218,98.3399,4.15277,782.572,109.947,187.459,181.392,12.9218,0,158.906,166.465,2.95312,363.256,165.295,204.837,146.396,2.50945,0,1.38726,2.08193,0.0339435,646.946,2.60814,19.8661,4.79595,
31,873.138,1725.92,4036.51,0.505898,15.403,0,110.882,87.2349,4.12741,778.707,111.24,185.118,433.204,10.7462,0,148.962,87.5535,2.93758,234.402,149.687,228.694,3668.52,2.50945,0,1.38726,0.803809,0.0339435,646.946,2.60814,20.1024,4.79595,
32,873.138,1378.75,531.456,0.633284,14.6973,0,98.1287,84.8417,4.11357,758.89,98.43,156.25,163.396,9.97233,0,123.666,86.1022,2.77625,206.097,124.971,160.851,263.994,2.50945,0,1.38726,0.803809,0.0339435,646.946,2.60814,20.1024,4.79595,
33,873.138,1603.49,1970.4,0.544522,15.1605,0,127.129,106.335,4.16017,783.597,125.281,178.846,262.987,11.5984,0,235.661,245.735,2.99874,288.567,225.475,244.561,1228.56,2.50945,0,1.38726,0.803809,0.0339435,646.946,2.60814,20.1024,4.79595,
34,873.138,1397.58,810.229,0.624751,14.1051,0,107.532,86.3815,3.99697,760.314,107.784,149.987,167.476,10.4809,0,175.382,147.588,2.84958,257.325,178.2,125.051,172.139,2.50945,0,1.38726,0.803809,0.0339435,646.946,2.60814,20.1024,4.79595,
35,873.138,1449.47,973.994,0.602384,15.5148,0,105.52,86.1711,3.92338,796.84,105.937,177.419,158.146,15.1217,0,167.283,136.123,2.91818,385.355,168.799,223.78,115.138,2.50945,0,1.38726,0.803809,0.0339435,646.946,2.60814,20.1024,4.79595,
36,873.138,1338.75,615.113,0.652202,13.7966,0,91.8156,85.5176,3.77652,744.531,92.0254,152.672,154.618,9.53431,0,119.417,109.542,2.84204,198.53,120.419,169.69,110.555,2.50945,0,1.38726,0.803809,0.0339435,653.563,2.60814,20.1024,4.79595,
37,873.138,1498.01,2296.19,0.582865,13.5793,0,104.101,93.0048,3.76854,753.57,104.525,155.729,269.732,11.4374,0,184.656,157.373,2.91987,286.074,184.733,197.474,1646.74,2.50945,0,1.38726,0.803809,0.0339435,653.563,2.60814,20.1024,4.79595,
38,873.138,1464.98,1410.74,0.596006,14.8575,0,116.407,106.028,3.74488,799.582,117.633,155.274,151.455,16.1034,0,258.656,243.411,3.19878,468.426,265.328,205.254,187.369,2.59891,0,1.38726,0.803809,0.0339435,653.563,2.60814,20.1024,4.79595,
39,873.138,1404.85,1776.98,0.621518,13.5307,0,84.3946,71.5085,3.40652,753.029,84.6527,142.754,251.571,11.7868,0,108.469,85.6487,2.79029,277.03,111.151,184.067,1493.79,2.59891,0,1.38726,0.803809,0.0339435,653.563,2.60814,20.1024,4.79595,
40,873.138,1478.92,2150.65,0.590391,13.9536,0,96.5093,71.5396,3.42083,774.58,96.6652,156.326,265.921,15.1171,0,141.079,73.3956,2.82938,385.621,142.997,243.573,1666.27,2.59891,0,1.38726,0.803809,0.0339435,653.563,2.60814,19.3015,4.79595,
41,873.138,1454.03,2298.54,0.600494,12.2163,0,86.7971,75.8006,3.43055,742.402,87.4148,151.38,294.591,10.6112,0,162.139,142.47,2.76186,277.467,167.527,258.4,1625.26,2.59891,0,1.294,0.803809,0.0339435,653.563,1.22514,24.6851,4.79595,
42,842.493,1212.11,520.275,0.695062,11.6377,0,79.8226,62.6772,3.219,722.191,79.9717,125.96,126.632,8.04883,0,122.061,57.6775,2.64241,153.589,122.791,147.366,179.935,2.59891,0,1.294,0.803809,0.0339435,653.563,1.22514,24.6851,4.79595,
43,815.991,1834.74,5952.53,0.444744,13.5745,0,82.6221,64.9177,3.13798,766.743,83.0831,154.453,666.214,14.7376,0,140.19,76.2608,2.72269,361.95,140.823,250.42,5498.04,2.59891,0,0.710125,0.803809,0.0339435,654.982,0.822956,24.6851,4.79595,
44,815.991,1296.54,976.19,0.629363,12.8316,0,86.2487,68.4147,3.18748,747.098,85.7375,138.884,154.133,12.6859,0,159.99,93.4084,2.49947,296.877,156.868,212.568,574.371,2.59891,0,0.710125,0.803809,0.0339435,654.09,0.822956,24.6851,4.79595,
45,815.991,1316.48,896.778,0.619829,13.192,0,82.4357,72.417,3.31424,765.157,82.3138,153.798,143.85,13.4165,0,122.54,127.656,2.77096,333.708,121.694,246.932,154.773,2.59891,0,0.710125,0.803809,0.0339435,654.982,0.822956,24.6851,4.79595,
46,815.991,1378.75,1198.4,0.591832,14.0174,0,89.4842,86.746,3.28917,811.937,91.2544,146.16,135.865,16.1238,0,176.755,214.469,2.61468,510.59,183.369,204.483,142.046,2.59891,0,0.710125,0.803809,0.0339435,654.982,0.822956,24.6851,4.79595,
47,815.991,1241.6,793.313,0.657211,12.0584,0,76.3241,70.902,3.26898,741.18,77.4829,129.438,130.943,12.0174,0,121.292,126.662,2.77441,303.097,125.957,154.432,138.151,2.59891,0,0.710125,0.803809,0.0339435,654.982,0.822956,24.6851,4.79595,
48,803.547,1303.31,1019.02,0.616544,13.789,0,86.0792,66.8315,3.16522,783.892,86.2037,147.951,115.398,18.4691,0,174.44,99.4704,2.57128,472.314,173.802,235.439,88.4714,2.59891,0,0.710125,0.803809,0.0339435,654.982,0.822956,24.6851,4.79595,
49,803.547,1553.72,5234.93,0.517176,11.846,0,79.9047,60.6693,3.12498,733.395,80.1008,147.853,436.827,11.1235,0,170.9,99.468,2.47633,255.389,171.992,262.716,4600.98,2.59891,0,0.710125,0.803809,0.0339435,654.982,0.822956,24.6851,4.79595,
50,803.547,1255.82,1130.66,0.639858,12.253,0,79.9328,72.3443,3.15816,754.749,80.3794,136.206,116.799,14.0921,0,187.475,164.96,2.58282,382.62,190.489,231.951,341.694,2.59891,0,0.710125,0.803809,0.0444902,654.982,0.822956,24.6851,15.7415,
51,803.547,1657.27,4913.19,0.484863,12.8409,0,74.3078,58.69,3.11648,771.673,74.4859,148.805,513.348,16.0372,0,145.385,77.6164,2.69944,406.497,146.245,260.404,4417.69,2.59891,0,0.710125,0.803809,0.0444902,654.982,0.822956,22.0835,15.7415,
52,803.547,1194.96,860.061,0.672449,11.9167,0,67.0899,59.3281,2.9662,755.157,67.9833,115.005,115.511,14.5816,0,123.108,133.795,2.44914,409.53,130.499,152.142,403.265,2.59891,0,0.710125,0.803809,0.00572793,654.982,0.822956,22.0835,15.7415,
53,803.547,1816.64,7969.35,0.442326,11.2882,0,82.8997,65.39,3.10552,731.113,83.276,126.452,713.115,9.64506,0,193.547,144.082,2.58651,252.232,193.136,207.931,7545.58,2.60528,0,0.710125,0.803809,0.00572793,654.982,0.822956,22.0835,15.7415,
54,803.547,1376.99,4114.23,0.583554,10.6911,0,53.8796,51.9751,2.93249,711.57,54.1241,115.659,376.157,9.68338,0,57.2805,73.1043,2.31906,238.267,57.4948,171.243,3900.48,2.60528,0,0.710125,0.803809,0.00572793,654.982,0.822956,22.0835,15.7415,
55,803.547,1289.54,1743.09,0.623126,12.49,0,69.4683,53.4632,3.07287,761.218,70.06,123.58,196.19,14.9059,0,140.841,86.7844,2.72662,386.998,144.818,193.607,1229.64,2.60528,0,0.710125,0.803809,0.00572793,654.982,0.822956,22.0835,15.7415,
56,803.547,1470.03,5900.17,0.546618,10.6367,0,58.4024,43.0973,2.79499,702.604,58.5142,105.259,488.725,7.57253,0,105.458,42.4492,2.45672,157.685,106.327,173.491,5540,2.60528,0,0.573172,0.803809,0.00572793,654.982,0.822956,22.0835,15.7415,
57,803.547,1203.12,973.213,0.667888,11.7325,0,76.51,55.7637,2.80621,740.228,76.6507,132.347,107.078,12.4479,0,159.634,102.636,2.41842,312.92,156.418,256.534,400.889,2.60528,0,0.573172,0.803809,0.00572793,654.982,0.822956,20.7237,15.7415,
58,803.547,1424.04,3249.61,0.564273,11.5627,0,83.0891,67.624,2.83896,744.597,84.0035,144.844,285.479,12.5273,0,189.979,153.956,2.71787,328.966,192.551,296.385,2663.46,1.87538,0,0.573172,0.803809,0.00572793,654.982,0.822956,20.7237,15.7415,
59,803.547,1177.52,898.436,0.682407,11.3269,0,72.0387,57.1721,2.86116,730.861,72.3328,127.396,103.531,11.3396,0,174.127,106.438,2.90253,286.3,177.835,242.663,238.589,2.60528,0,0.573172,0.803809,0.00572793,654.982,0.822956,20.7237,15.7415,
60,803.547,1174.94,1397.61,0.683907,11.3444,0,55.1348,47.9193,2.57196,739.787,55.2686,106.845,156.067,14.1566,0,97.2652,72.442,2.35038,367.838,99.1904,160.888,909.664,2.60528,0,0.573172,0.91413,0.00572793,654.982,0.822956,20.7237,15.7415,
61,803.547,1157.19,1071.15,0.694395,11.6279,0,65.8366,50.7888,2.70127,741.895,66.3168,116.617,101.407,18.4322,0,167.155,136.569,2.33643,365.645,168.66,199.747,174.616,2.60528,0,0.573172,0.265858,0.00572793,654.982,0.822956,20.7237,15.7415,
62,803.547,1166.99,931.019,0.688566,11.1084,0,71.5332,51.6364,2.74656,739.971,71.7726,120.916,97.3021,12.6481,0,166.45,100.612,2.59042,320.664,165.935,205.257,120.315,2.60528,0,0.710125,0.265858,0.00572793,654.982,0.822956,20.7237,13.6065,
63,803.381,1290.98,2004.63,0.622301,11.7908,0,57.5179,48.7743,2.79004,765.314,57.7991,129.678,217.321,17.2886,0,115.351,120.921,2.69027,445.91,117.784,252.705,1400.41,2.60528,0,0.710125,0.265858,0.00572793,654.982,0.822956,20.7237,15.7415,
64,802.488,1104.81,876.406,0.72636,10.4584,0,53.9384,48.1881,2.64905,733.219,54.2343,113.089,89.0316,13.7184,0,123.941,116.755,2.11645,360.992,124.896,226.419,152.223,2.60528,0,0.58704,0.265858,0.00572793,654.982,0.780179,20.7237,15.7415,
65,802.488,1195.71,1533.47,0.67114,11.0483,0,73.8794,54.2068,2.95935,775.26,74.861,103.592,99.9035,14.8507,0,240.132,196.453,2.77102,715.173,248.083,165.819,132.354,2.60528,0,0.710125,0.265858,0.00572793,654.982,0.822956,24.194,15.7415,
66,802.488,1174.67,1218.39,0.683162,10.6623,0,69.5997,63.6482,2.57547,749.721,70.0945,114.881,93.4847,14.9805,0,206.576,194.903,2.3627,429.683,208.252,223.668,102.48,2.60528,0,0.710125,0.265858,0.00572793,654.982,0.822956,24.194,15.7415,
67,802.488,1195.32,1709.66,0.67136,10.4383,0,55.2913,51.7026,2.61902,745.469,57.7239,101.865,170.209,14.7369,0,174.968,170.762,2.66203,422.053,186.219,179.332,1039.78,2.60528,0,0.710125,0.265858,0.00572793,655.834,0.822956,24.194,15.7415,
68,774.265,1131.8,1036.67,0.684102,10.1155,0,59.1557,59.663,2.69434,745.693,59.8277,102.931,91.718,13.8967,0,150.158,177.679,2.56406,391.794,153.931,174.178,161.215,2.60528,0,0.710125,0.265858,0.00572793,655.834,0.822956,24.194,10.177,
69,774.265,1191.86,1553.08,0.649626,11.1056,0,52.0366,35.551,2.60454,758.65,52.173,118.058,161.683,17.0836,0,131.77,55.2777,2.36921,441.725,132.781,226.829,950.798,2.60528,0,0.710125,0.265858,0.00572793,655.834,0.822956,24.194,10.177,
70,774.265,1315.61,2729.66,0.588522,10.1433,0,59.9414,44.842,2.54413,729.576,60.244,102.667,305.652,13.8014,0,163.047,88.6119,2.19334,359.931,163.023,189.525,2153.92,2.60528,0,0.710125,0.265858,0.0192932,647.16,0.822956,24.194,10.177,
71,774.265,1416.23,3069.19,0.546708,11.1848,0,69.9715,65.4079,2.7544,770.189,71.0977,129.536,296.09,16.9783,0,192.894,175.582,2.56731,463.401,196.76,276.915,2578.78,2.60528,0,0.710125,0.265858,0.0192932,655.834,0.822956,24.194,10.177,
72,774.265,1183.06,1269.49,0.65446,11.5139,0,67.5839,48.0981,2.7176,773.181,67.9808,111.498,100.487,18.6848,0,202.903,152.112,2.36241,482.675,205.022,223.369,247.714,2.60528,0,0.710125,0.265858,0.0192932,655.834,0.822956,23.2187,10.177,
73,774.265,1309.08,2637.46,0.591459,10.1769,0,58.035,45.1707,2.78941,743.225,58.4231,114.906,276.35,14.412,0,158.006,114.035,2.37533,379.065,161.466,232.591,1903.41,2.60528,0,0.710125,0.265858,0.0192932,655.834,0.822956,23.2187,10.177,
74,774.265,1028.23,675.983,0.753009,8.88391,0,60.0859,33.1532,2.63525,702.219,60.1944,77.3989,83.6584,10.0599,0,173.973,52.0571,2.07567,215.689,173.915,81.3457,118.012,2.60528,0,0.710125,0.265858,0.0192932,655.834,0.822956,23.2187,10.177,
75,774.265,1115.03,1315.88,0.694389,8.35953,0,52.9017,46.3938,2.59932,700.098,53.9048,109.302,141.472,6.96707,0,157.05,149.818,2.358,203.677,162.98,236.311,736.235,2.60528,0,0.710125,0.265858,0.0192932,655.834,0.822956,23.2187,10.177,
76,774.265,1060.27,743.212,0.730253,10.6615,0,35.0539,34.011,2.62705,759.137,35.2323,103.242,80.3059,18.5012,0,55.0384,62.6162,2.21986,489.684,57.4984,181.29,84.9561,1.05151,0,0.710125,0.265858,0.0192932,655.834,0.822956,23.2187,10.177,
77,774.265,1226.74,1884.22,0.631156,9.87763,0,53.1867,44.2246,2.66055,738.637,54.4425,126.445,197.268,14.8026,0,135.203,123.219,2.14883,387.774,135.903,279.952,1248.54,2.60528,0,0.710125,0.265858,0.0192932,655.834,0.822956,23.2187,10.177,
78,774.265,1201.74,2530.99,0.644288,9.25098,0,49.448,33.8056,2.48524,718.912,49.6096,115.772,222.453,11.9798,0,155.472,82.9091,1.82872,307.653,156.167,243.345,1937.78,2.60528,0,0.710125,0.265858,0.0246956,655.834,0.822956,23.2187,10.177,
79,774.265,1119.16,1024.44,0.691824,11.2535,0,49.6275,41.2916,2.68541,773.922,49.7965,101.193,89.3952,19.7325,0,123.365,103.687,2.38041,523.511,123.499,166.435,188.142,2.60528,0,0.710125,0.265858,0.0246956,655.834,0.822956,23.2187,10.177,
80,774.265,1397.3,4611.64,0.554117,10.0387,0,49.1067,36.3037,2.64819,742.976,49.6898,107.913,398.62,16.2686,0,157.759,107.811,2.54499,439.627,161.729,223.726,4080.14,2.60528,0,0.394089,0.265858,0.0246956,655.834,0.446523,23.2187,10.177,
81,763.429,1180.9,1709.36,0.646482,9.78932,0,44.1598,33.8206,2.44311,734.037,44.381,126.289,185.978,15.5239,0,118.458,83.8325,1.97844,406.97,119.628,292.145,1144.46,2.66153,0,0.394089,0.265858,0.0246956,655.834,0.446523,23.2187,10.177,
82,763.429,1078.58,871.02,0.707811,9.72886,0,47.6976,40.219,2.49061,735.244,47.9159,104.761,90.5213,14.7723,0,119.943,103.931,2.1797,387.849,120.085,185.685,162.482,2.66153,0,0.394089,0.265858,0.0246956,655.834,0.446523,23.2187,8.80479,
83,763.429,1094.18,991.512,0.697717,10.2602,0,50.8974,38.9278,2.396,751.575,51.238,94.6779,94.2096,16.7798,0,135.164,108.294,2.00084,444.726,135.651,154.74,158.009,2.66153,0,0.394089,0.265858,0.0246956,655.834,0.446523,23.2187,5.13731,
84,763.429,1212.54,2142.56,0.629614,10.1484,0,57.3326,34.1503,2.47435,741.965,57.5852,102.777,206.103,14.7994,0,163.747,80.5919,2.31391,360.236,163.205,194.825,1500.15,2.66153,0,0.394089,0.265858,0.0246956,655.834,0.446523,23.2187,5.13731,
85,743.542,1104.61,1851.35,0.673128,8.48917,0,41.9414,27.5087,2.31298,703.693,42.1642,98.1539,180.344,10.8791,0,127.343,62.3673,1.95957,281.071,129.495,212.198,1371.35,2.66153,0,0.394089,0.265858,0.0246956,655.834,0.446523,23.2187,4.02307,
86,743.542,1271.69,2250.95,0.58469,9.69608,0,70.0524,44.0047,2.42164,740.151,71.0221,139.434,194.904,14.0699,0,218.744,148.497,2.17348,437.44,223.664,317.399,1645.19,2.66153,0,0.394089,0.265858,0.0243866,655.834,0.446523,23.2187,4.02307,
87,743.542,1255.8,2076.95,0.592084,10.5117,0,53.8849,64.8628,2.4217,780.087,56.1228,121.732,166.181,17.881,0,162.713,221.505,2.24567,520.812,172.315,277.367,1106.65,2.66153,0,0.394089,0.265858,0.0243866,655.834,0.446523,23.2187,4.02307,
88,743.542,1633.7,8260.07,0.455127,9.33404,0,45.3644,55.1206,2.52168,734.843,46.2237,115.28,625.016,13.6945,0,148.418,264.347,2.50114,389.789,155.512,256.384,7878.41,2.66153,0,0.394089,0.265858,0.0150892,655.834,0.446523,23.2187,4.02307,
89,743.542,1101.98,1131.88,0.67473,10.7745,0,44.591,39.0974,2.41096,764.03,44.8574,110.777,85.4461,18.9512,0,132.07,118.04,2.0811,505.668,132.432,229.639,558.214,2.66153,0,0.394089,0.265858,0.0150892,655.834,0.446523,25.8647,4.02307,
90,743.542,1237.48,2450.14,0.600851,9.79477,0,44.5446,28.1241,2.43873,732.655,44.7802,111.275,263.87,14.8401,0,143.66,53.1192,2.228,380.883,143.891,235.52,1866.97,2.68484,0,0.394089,0.265858,0.0150892,655.834,0.446523,31.193,4.02307,
