Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
56,38.3659,74.5616,135.089,0.514553,21.119,1.69593,3.90907,1.11739,0.768376,0.618297,0.436791,6.14254,0.587452,15.9164,20.6026,0.365156,1.28257,47.4406,4.18211,13.1126,0.49967,0.389505,0.914562,0.0537271,20.355,0.56197,49.3574,2.16261,0.305009,0.240283,7.93994,0.434181,0.131064,0.127807,0.526275,0.109041,0.171337,0.065427,0.125932,2.48357,12.2873,0.115885,0.290351,
57,38.2283,56.603,117.075,0.675376,20.9597,0.90078,1.42716,0.964314,0.668028,0.733357,0.452414,1.82631,0.431526,6.27748,20.4024,0.295652,1.26386,80.4853,0.914595,6.67976,0.65084,0.119357,1.95909,0.0509365,5.88425,0.254099,24.0866,1.46907,0.151214,0.0794863,8.33983,0.528992,0.148687,0.127807,0.526275,0.137386,0.434984,0.0821511,0.0231288,2.48357,12.0016,0.124514,0.94982,
58,36.772,72.9851,133.384,0.503829,21.6362,1.109,4.06389,1.05415,0.732868,0.603421,0.439691,3.26067,0.315387,17.6527,20.3111,0.412222,1.39384,52.1524,1.11833,14.0722,0.850864,0.357269,0.953435,0.0516909,10.3706,0.223438,56.5647,2.16419,0.493161,1.08808,8.18935,0.538033,0.148687,0.0182678,0.526275,0.119963,0.102227,0.0821511,0.0130578,2.2966,11.2402,0.132767,0.514899,
59,36.772,88.4712,174.391,0.415638,38.8427,1.64745,5.65377,0.988153,0.757933,0.932579,0.467602,6.78597,0.377048,10.728,19.5447,0.393347,1.35192,110.809,4.74078,18.1919,0.960371,0.521989,1.82389,0.101337,21.5003,0.561367,40.601,3.42935,0.416161,0.382091,8.06833,0.408932,0.148687,0.0182678,0.541503,0.112835,0.41565,0.0821511,0.0129379,2.35329,1.21255,0.134828,1.16186,
60,36.5804,59.9801,107.1,0.609875,19.1701,1.57472,2.13305,0.837788,0.700125,0.76535,0.43621,4.4007,0.266884,8.77868,19.3719,0.287164,1.25745,51.8602,4.39644,9.31734,0.775943,0.373047,1.21124,0.0600663,15.2721,0.338023,34.83,2.23268,0.270231,0.200563,8.06833,0.468935,0.139859,0.0182678,0.541503,0.112835,0.122082,0.0821511,0.0129379,2.35329,6.7745,0.135282,0.884743,
61,36.5804,77.1642,138.759,0.474059,29.7204,1.83103,3.5304,0.939389,0.761646,0.761737,0.433505,6.7214,0.276464,11.6667,18.7774,0.361804,1.3823,80.1315,5.01919,13.1582,1.00899,0.549127,1.01552,0.0744156,19.6246,0.522782,35.2869,2.70866,0.438058,0.564325,8.06833,0.472776,0.139859,0.0182678,0.569295,0.0703618,0.0560056,0.0821511,0.0129379,2.33469,7.9824,0.149106,1.14212,
62,36.5804,60.14,149.144,0.608254,17.9178,1.50829,1.99636,0.684718,0.617478,0.738554,0.447906,5.38115,0.180723,9.92324,19.2703,0.253251,1.22027,60.0517,5.94144,11.2535,0.678316,0.106786,0.576434,0.0244114,28.8284,0.191956,44.5661,1.05782,0.319775,0.105745,8.184,0.484069,0.139859,0.0182678,0.387313,0.112835,0.422439,0.354898,0.0154438,2.10062,15.6266,0.146454,0.589768,
63,35.8312,81.9064,197.276,0.437465,34.7205,1.94388,3.46696,0.715442,0.78604,0.833086,0.487862,6.41358,0.270929,6.05198,24.6087,0.313,1.2944,147.921,5.44943,12.6311,0.984962,0.813375,0.910286,0.258036,20.8378,0.641668,16.1984,36.74,0.477788,0.498558,8.184,0.484069,0.139859,0.0153109,0.588524,0.119963,0.412479,0.12643,0.0138228,2.10062,11.8181,0.146454,0.626787,
64,35.8312,152.115,368.057,0.235553,74.3403,1.63915,9.16502,0.804444,1.83346,1.45263,0.488811,6.54467,0.435772,31.668,21.8438,0.31407,1.58461,230.429,3.52763,25.4692,1.27334,5.9835,2.94148,0.259189,15.2406,1.05965,84.2173,27.736,0.432073,1.49108,8.184,0.484069,0.139859,0.0055435,0.585704,0.158967,0.0198005,0.12643,0.0138228,2.10062,0.510237,0.145958,0.566921,
65,35.399,88.2638,177.955,0.401059,34.9263,2.1077,3.84671,0.607186,0.806671,1.38489,0.448434,8.30122,0.224464,15.5353,18.3244,0.360852,1.38967,107.107,5.92083,13.687,1.08283,1.14226,2.26557,0.103622,25.1508,0.592295,48.6032,4.39484,0.649324,0.833958,8.184,0.480079,0.139859,0.00625361,0.590331,0.182539,0.147291,0.358441,0.0136544,2.10062,3.14854,0.146454,0.755538,
66,35.3173,67.2955,150.724,0.52481,31.3406,1.26451,1.52763,0.378092,0.713498,1.01779,0.458764,4.85232,0.253154,5.17773,18.7808,0.281168,1.24945,109.093,4.04947,7.0354,0.912771,0.505548,1.74485,0.0785822,19.2584,0.939253,16.8677,1.11938,0.526271,0.140031,8.184,0.480079,0.145995,0.00625361,0.581913,0.182539,0.428982,0.358441,0.0133982,2.10062,12.3606,0.147661,1.13095,
67,35.1143,77.7939,204.771,0.451376,37.4297,1.65852,2.95058,0.329873,0.713779,0.953547,0.498774,6.66039,0.14773,5.33578,19.4063,0.226243,1.48265,139.726,6.63893,17.5574,0.592855,0.654386,1.25623,0.281376,29.5945,0.272092,15.1316,3.72813,0.257716,1.34151,8.204,0.480079,0.145995,0.00625361,0.569448,0.239067,0.436155,0.358441,0.0133982,2.06098,16.5307,0.147661,1.21376,
68,34.8533,69.9632,138.756,0.498166,16.0207,1.89583,5.49683,0.386621,0.690976,1.00434,0.443732,8.08647,0.214787,13.9815,19.9939,0.284569,1.46295,35.6824,5.97892,22.9429,0.828596,0.342557,1.31739,0.0936704,27.6082,0.57086,52.0222,5.71057,0.424542,0.950982,8.10722,0.483355,0.153378,0.00625361,0.569448,0.239067,0.0302395,1.15549,0.0133982,2.03134,17.0745,0.149991,1.20786,
69,34.8533,68.0008,156.967,0.512542,23.9354,1.71548,3.53034,0.345653,0.660997,0.919194,0.437131,5.84914,0.242983,10.3221,18.437,0.2472,1.35815,74.4397,5.73021,18.0198,0.686591,0.299056,1.29784,0.0575027,23.3402,0.944134,42.2533,2.62248,0.357203,0.709826,8.10722,0.472333,0.153378,0.0283789,0.580811,0.239067,0.0902118,1.03817,0.0133982,1.96249,4.38856,0.149991,1.20786,
70,34.7024,83.3493,190.186,0.416349,36.914,0.908083,5.95177,0.437977,0.690159,1.31588,0.460116,3.13063,0.243682,12.7913,18.6364,0.296074,1.5732,117.041,1.79026,23.9203,0.926594,0.386059,2.42027,0.12767,7.95458,0.749493,47.792,0.848126,0.484915,1.63344,8.10722,0.492631,0.153378,0.0283789,0.575172,0.239067,0.277711,1.03817,0.0133982,1.96249,13.4799,0.150141,1.20499,
71,34.5019,55.3311,107.479,0.623553,18.8714,1.08227,2.38282,0.336861,0.682355,0.839247,0.450516,3.49426,0.139024,7.10926,18.3997,0.230872,1.31254,54.0853,2.7206,10.6849,0.587012,0.394993,0.843544,0.0345801,11.1652,0.388291,31.5525,1.85942,0.272361,0.496282,8.10722,0.499864,0.153378,0.0188883,0.575172,0.131796,0.314642,1.00184,0.013294,1.94492,8.27849,0.147844,1.12355,
72,34.1878,77.4522,185.878,0.441405,36.1744,1.53382,3.66361,0.487679,0.738455,1.13564,0.4849,4.84213,0.21389,8.52915,18.0625,0.304314,1.2818,123.135,4.61363,15.5659,1.12453,0.759951,1.92954,0.155302,16.2033,0.667167,38.2489,2.47709,0.554898,0.230661,8.05069,0.494815,0.158551,0.0283789,0.567074,0.131796,0.447085,1.00184,0.013294,1.96249,5.13517,0.149441,1.20164,
73,34.0171,63.142,113.812,0.53874,24.3948,1.00088,4.79561,0.33885,0.68539,0.89841,0.456005,3.35656,0.127808,7.33841,18.1489,0.292091,1.30822,72.9863,1.67986,19.3881,0.611006,0.373988,1.19,0.0983431,10.7226,0.267213,30.1693,2.30387,0.412941,0.595946,7.99086,0.494815,0.158551,0.0283789,0.567074,0.131796,0.203984,1.00184,0.013294,1.95883,6.47151,0.147798,0.365729,
74,33.171,73.9638,165.036,0.448476,18.1803,2.29832,3.78037,0.400116,0.85753,0.941055,0.448466,10.0644,0.217376,16.2145,18.8818,0.367797,1.3118,44.0374,8.02885,16.2737,0.795094,1.4469,1.79745,0.0281357,38.2079,0.756899,61.5695,2.33911,0.564413,0.388163,7.74572,0.494815,0.158551,0.00290774,0.576022,0.131796,0.336256,0.954181,0.0133602,1.75465,10.5854,0.149598,0.566895,
75,33.171,89.0475,172.311,0.372509,34.4821,2.37869,4.43634,0.594528,0.778536,0.879256,0.442506,10.0127,0.280107,15.0198,17.9747,0.440427,1.32783,91.0711,6.7764,13.4094,1.28241,0.625227,1.73264,0.105926,30.2524,0.824616,47.413,3.1868,0.568827,0.40668,7.74572,0.494815,0.158551,0.00290774,0.575722,0.131796,0.117651,0.950975,0.0133602,1.75465,4.12309,0.149598,0.62357,
76,33.171,77.7794,182.847,0.426475,32.4324,2.06618,3.03008,0.379639,0.680224,0.826406,0.462031,6.38099,0.21828,11.1501,18.4046,0.367599,1.38087,108.753,5.91673,12.0245,0.917448,0.422594,1.91815,0.0806795,21.4864,0.680561,38.5292,1.44439,0.395679,0.838117,7.74572,0.445078,0.119643,0.00290774,0.575938,0.131605,0.23564,0.916434,0.0133602,1.66359,9.2793,0.149108,0.387872,
77,33.1156,119.648,220.769,0.276776,44.5909,2.36928,8.95562,0.647129,0.768802,0.792759,0.431198,11.2435,0.225517,28.4606,18.9482,0.564062,1.65013,102.555,6.56376,26.8213,1.3538,0.506112,1.61675,0.0917259,29.4057,0.531986,70.7141,8.41463,0.750883,1.30474,7.74572,0.398257,0.119643,0.00241493,0.575938,0.121221,0.0276487,0.916434,0.0132586,1.66359,3.23796,0.174387,1.19404,
78,33.1156,68.5342,170.946,0.483198,17.0452,1.2686,2.62799,0.301646,0.653665,0.545931,0.454006,5.02111,0.221652,10.4034,28.2449,0.363378,1.38274,56.9597,4.2922,12.9354,0.752456,0.340113,1.12067,0.0294999,22.9443,0.851559,48.4295,69.5645,0.413959,0.695952,7.74134,0.398257,0.110815,0.00241493,0.56829,0.131605,0.383043,0.836445,0.0131163,1.66359,15.7466,0.171511,1.19404,
79,32.9022,59.3235,140.482,0.554623,18.9063,0.755606,3.32876,0.272109,0.673908,0.542185,0.455835,3.34876,0.0901433,11.1916,18.0169,0.37956,1.36177,66.2703,0.780064,15.4256,0.843298,0.443549,1.05815,0.0570279,10.3095,0.241555,47.638,10.424,0.437638,0.764172,7.74134,0.398257,0.123631,0.00241493,0.56829,0.131605,0.244259,0.810626,0.0131163,1.66359,1.23675,0.174387,1.20212,
80,32.7445,76.9065,145.015,0.42577,31.3997,1.40099,2.46492,0.544606,0.747022,0.943668,0.438937,5.15754,0.234999,14.2291,17.5706,0.480805,1.29358,85.8202,3.69776,8.87677,1.45113,0.547722,2.82992,0.0810344,15.691,0.800459,45.1736,2.15616,0.62245,0.357209,7.74134,0.408554,0.107281,0.000850237,0.563412,0.131605,0.0749748,0.515628,0.0132586,1.66359,9.74199,0.189214,0.432146,
81,32.7445,60.1937,133.848,0.543985,24.4868,1.36124,0.944483,0.289839,0.630945,0.521971,0.466162,5.04911,0.148481,6.61226,18.0432,0.35639,1.28272,92.9068,4.73908,3.71542,0.901428,0.277556,1.09786,0.115439,20.3562,0.509144,24.02,1.06247,0.2965,0.265459,7.52579,0.408554,0.123631,0.000850237,0.56829,0.107259,0.298603,0.515628,0.0132811,1.66359,12.9597,0.188927,1.20585,
82,32.7445,65.1887,148.105,0.502303,26.5085,1.74219,4.42867,0.337332,0.650189,0.398916,0.460936,6.67083,0.132282,4.19037,17.8212,0.399227,1.44807,93.4944,5.54832,20.6072,1.14548,0.2707,0.340816,0.13182,22.4183,0.406226,10.7569,1.41541,0.388382,1.19906,7.52579,0.408554,0.0915241,0.000850237,0.56829,0.106908,0.0691873,0.790593,0.013087,1.66359,11.2183,0.152625,1.20585,
83,32.634,50.8103,120.561,0.642271,20.6973,1.10157,1.09426,0.153651,0.673003,0.521699,0.467325,4.15086,0.0547547,2.52745,17.7799,0.316165,1.27229,88.2049,3.95934,6.73941,0.387367,0.613708,1.43616,0.0975326,18.6906,0.145665,3.42024,1.65367,0.107779,0.236843,7.52579,0.408554,0.0915241,0.000850237,0.56829,0.107259,0.421922,1.13235,0.0131556,1.66359,7.03621,0.188927,1.20585,
84,32.634,89.0258,171.996,0.366567,43.1777,1.36067,5.86868,0.506832,0.653099,1.01869,0.450457,5.65486,0.224156,11.3073,16.9826,0.485633,1.33516,118.685,2.57316,19.4948,1.13012,0.249115,2.19416,0.125955,13.6343,0.694444,39.1478,3.49025,0.572449,0.504875,7.52579,0.411358,0.0915241,0.000850237,0.575042,0.107259,0.0509457,1.19375,0.0130442,1.72314,2.46735,0.217811,0.742198,
85,32.63,82.6924,195.707,0.394595,33.0814,2.18484,4.59098,0.313364,0.670952,0.939974,0.462691,8.51533,0.0983179,12.5343,17.6219,0.367692,1.31065,104.923,7.1754,18.7805,0.911811,0.411712,2.4464,0.0967562,34.2087,0.288454,46.5199,1.31002,0.281174,0.438617,7.58425,0.406174,0.0915241,0.000850237,0.575042,0.107986,0.331976,1.19375,0.0125154,1.72314,12.9473,0.190851,0.337764,
86,32.5777,57.1008,166.468,0.57053,20.6891,1.43061,1.59762,0.140609,0.662069,0.65423,0.462109,6.53754,0.069306,5.60734,17.6037,0.326874,1.31966,89.577,6.16931,9.67465,0.326728,0.528081,2.17104,0.060713,35.5531,0.22166,24.9622,1.71666,0.216712,0.478945,7.58425,0.39568,0.0915241,0.000850237,0.57479,0.107986,0.430267,1.0666,0.0125154,1.72314,6.08839,0.214779,1.21362,
87,32.5084,117.091,257.986,0.277635,51.9265,2.67913,4.46587,0.438281,0.778263,1.17645,0.473164,11.116,0.187585,24.5517,17.4082,0.497522,1.39206,141.057,8.01485,14.3615,1.09142,0.711907,3.32384,0.098765,34.4614,0.503719,72.8942,2.33009,0.625236,0.595569,7.58425,0.398736,0.103383,0.000850237,0.57479,0.107986,0.209957,1.0666,0.0125154,1.74434,4.53174,0.214779,0.628558,
88,32.5084,69.212,177.539,0.469694,23.6761,1.3867,4.30788,0.29904,0.641285,0.834598,0.450407,5.66233,0.10079,12.5924,17.5066,0.34458,1.40935,76.7524,4.73404,20.3267,0.958853,0.357128,2.91824,0.0565286,22.5831,0.333706,52.1654,1.42442,0.350548,0.830869,7.58425,0.406174,0.103383,0.000850237,0.57479,0.107986,0.135216,1.01331,0.0125267,1.74434,10.2455,0.197798,1.22367,
89,32.4597,150.881,415.981,0.215134,84.2123,3.25055,8.91692,0.58159,0.781479,1.74142,0.486106,12.9493,0.278393,15.136,20.6712,0.47421,1.40187,312.76,7.43848,24.8644,1.43084,0.637815,4.34023,0.189798,31.5894,0.883399,50.6446,20.4098,0.620155,0.962737,7.55081,0.390391,0.103383,0.000850237,0.575042,0.107986,0.0616303,1.0666,0.0126399,1.74434,4.61763,0.192902,0.672386,
90,32.3887,48.7322,112.864,0.664627,19.1908,0.867667,1.52619,0.142231,0.593986,0.515318,0.461122,2.58947,0.0650899,3.43206,17.7293,0.345103,1.27377,97.3297,2.69236,11.1286,0.548484,0.128593,1.62026,0.0554011,8.68294,0.32323,16.3474,3.00524,0.364245,0.226575,7.55856,0.406174,0.103383,0.0110579,0.573099,0.104037,0.451355,1.04502,0.0126712,1.71066,12.9764,0.231947,1.2205,
91,32.2745,74.4039,163.92,0.433774,25.7616,1.96582,3.65035,0.401528,0.664938,0.436366,0.453543,8.59284,0.0685814,13.4604,17.251,0.419296,1.27772,81.0166,7.02199,13.9404,1.28084,0.349849,0.685422,0.0690167,37.4417,0.169234,52.0311,2.80229,0.424692,0.241713,7.49611,0.406174,0.12493,0.0110579,0.573099,0.104037,0.146266,1.04,0.0126712,1.73101,0.173966,0.235767,1.09832,
92,32.2745,88.6474,193.056,0.364077,35.765,1.63739,5.11812,0.410033,0.66387,0.787579,0.483109,8.45168,0.187528,14.6436,18.5633,0.428603,1.5076,116.763,4.0998,17.746,0.984448,0.308051,2.05789,0.176655,21.8676,0.545136,47.5846,3.51211,0.458998,1.18682,7.46542,0.452772,0.12493,0.0110579,0.247055,0.104037,0.306804,1.04,0.0126712,1.73481,15.472,0.217149,1.00253,
93,32.2745,64.7438,159.854,0.498496,26.4109,1.07502,1.46361,0.235813,0.69878,0.69173,0.461485,4.42084,0.108331,10.0583,17.5699,0.333239,1.21587,95.109,2.84081,7.83124,0.784791,0.558879,1.86958,0.0497751,16.3618,0.447066,41.3253,1.55559,0.204595,0.143821,7.46542,0.45555,0.159712,0.0110579,0.573099,0.104037,0.448264,1.04,0.012817,1.73481,9.43414,0.228427,0.38367,
94,32.151,57.5753,121.213,0.558417,17.7116,0.918187,2.38944,0.198929,0.660799,0.715528,0.458879,2.16587,0.143974,12.6375,17.8781,0.357867,1.33857,51.063,1.64566,11.6659,0.58063,0.398564,2.00414,0.0466713,5.64111,0.575524,51.0537,3.31002,0.304642,0.5427,7.46542,0.45555,0.159712,0.00400176,0.573099,0.103643,0.399398,1.07907,0.0123998,1.75124,7.0411,0.209799,1.23112,
95,32.151,73.9005,164.587,0.435059,28.7491,0.918221,2.63435,0.282014,0.681184,0.710332,0.44663,3.16942,0.125315,17.1872,17.4461,0.340936,1.20972,82.8432,1.35781,10.3176,0.880384,0.441575,1.55306,0.0506047,9.27414,0.396469,60.9748,1.37386,0.187905,0.192166,7.46542,0.396483,0.15,0.00279717,0.5704,0.103643,0.198394,1.08199,0.0123998,1.80044,8.91193,0.209799,0.59239,
96,32.151,76.6831,175.296,0.419271,26.7375,1.7587,3.08996,0.291655,0.720036,0.738045,0.459858,6.7018,0.135294,17.2484,17.0626,0.380255,1.35903,76.2245,5.30658,11.8162,0.969519,0.5319,1.90228,0.0528003,25.263,0.543431,58.2562,2.05561,0.395709,0.619978,7.504,0.396483,0.147016,0.00279717,0.574615,0.103643,0.410125,1.08199,0.0123998,1.76554,7.20587,0.226329,0.871865,
97,32.151,233.638,893.412,0.13761,111.735,1.67855,3.78543,0.300154,64.8134,1.18677,0.437574,7.92651,0.183798,20.9419,18.9275,0.335412,1.38583,633.721,6.08456,17.3964,0.932993,447.119,3.96144,0.0731984,34.7508,0.924634,74.0827,10.3425,0.188857,1.02651,7.504,0.612337,0.143975,0.00400176,0.57491,0.103643,0.0295033,1.08277,0.0123998,1.80053,10.9097,0.226329,0.679105,
98,32.1278,118.121,342.095,0.271991,32.3186,1.98573,6.30344,0.258975,0.765016,0.93677,0.461994,8.34995,0.193501,20.7686,43.9092,0.434576,1.43461,109.823,6.0505,24.0905,0.798288,0.721978,2.32685,0.0920693,27.4039,0.731558,64.3591,189.341,0.496672,0.794388,7.504,0.612337,0.117292,0.00400176,0.544629,0.103643,0.264092,1.09937,0.0123266,1.78966,3.53555,0.226329,0.939799,
99,32.1,67.6593,149.284,0.474436,18.6707,1.5145,4.99424,0.297658,0.690245,0.540974,0.449747,5.41637,0.286503,15.0394,17.8675,0.446631,1.44482,60.7497,3.82438,20.7971,1.01969,0.437463,1.10196,0.0438221,17.2817,1.09154,58.1303,25.8349,0.524152,1.10513,7.51305,0.627883,0.103823,0.00400176,0.575803,0.103643,0.201493,1.11186,0.0123266,1.78966,13.6399,0.270506,1.23315,
100,32.1,86.3461,184.027,0.37176,29.3447,2.15214,4.12222,0.442069,0.709061,1.02829,0.442626,7.78439,0.196253,19.9856,18.361,0.398835,1.379,86.9395,5.83959,15.5227,1.34115,0.499875,3.12517,0.0543233,24.8529,0.739015,64.9996,6.37163,0.312561,0.730275,7.51305,0.621548,0.103823,0.00400176,0.573737,0.103643,0.121896,1.096,0.0124986,1.7856,8.62654,0.288323,1.01845,
101,32.0744,94.0083,209.114,0.341187,40.0933,2.59194,6.62049,0.440671,0.736596,0.767843,0.463291,7.56269,0.118683,15.2998,17.4486,0.464852,1.39947,119.561,6.8513,22.3973,1.34316,0.688543,1.93786,0.139929,24.4154,0.441748,49.6963,1.44643,0.567644,0.692049,7.51305,0.619207,0.103823,0.00400176,0.571193,0.103643,0.130257,1.08343,0.0124986,1.78941,11.0797,0.288323,0.528856,
102,32.0744,67.1078,133.485,0.477953,22.6652,1.83697,2.39472,0.274782,0.662609,0.637652,0.441739,7.0566,0.0497849,12.1072,17.3171,0.376796,1.28679,61.4334,5.6993,10.7429,0.987123,0.370027,1.82352,0.0498753,24.4624,0.193799,39.3717,1.10905,0.279024,0.305876,7.51305,0.619207,0.103823,0.00400176,0.568071,0.103643,0.157275,1.08343,0.0124122,1.79503,11.8345,0.288323,0.786002,
103,32.0744,51.114,117.876,0.627506,15.5547,1.29817,1.627,0.0920327,0.630028,0.367639,0.453045,3.34315,0.0405836,8.93081,17.2083,0.33935,1.22924,49.6526,4.53288,9.8285,0.370797,0.330322,0.533344,0.0162793,15.7962,0.18089,39.6858,1.60027,0.168279,0.114354,7.51305,0.619207,0.103823,0.00400176,0.568071,0.103643,0.427535,1.08343,0.0124986,1.79503,7.63121,0.29183,0.535587,
104,32.0305,58.3968,129.285,0.548496,24.9707,1.72217,1.31322,0.179245,0.596047,0.585199,0.464834,4.94178,0.0385381,4.75918,17.2046,0.35146,1.26992,95.6887,5.24374,6.29472,0.717555,0.0781055,1.55617,0.143206,18.5196,0.122537,11.0016,1.47114,0.209264,0.274927,7.60883,0.619207,0.100049,0.00674723,0.561834,0.254647,0.123743,1.08343,0.0124986,1.79503,10.7547,0.29183,0.668492,
105,32.0305,68.34,151.742,0.468693,20.7045,1.65137,3.36781,0.284337,0.949913,0.750054,0.443353,5.96811,0.0461346,15.1347,17.305,0.435276,1.29938,52.6173,4.5833,16.0367,1.01817,2.01826,1.87858,0.0766991,19.387,0.146124,59.6615,2.48816,0.517676,0.275437,7.63377,0.619207,0.100049,0.00674723,0.561834,0.263267,0.0589764,1.0323,0.0125557,1.79081,4.16901,0.29183,1.16092,
106,32.0295,106.699,230.177,0.300185,35.8878,2.64554,9.303,0.40964,0.76539,0.897293,0.460225,9.94647,0.313557,25.9147,17.9598,0.493904,1.70202,101.126,6.98634,27.4417,1.16788,0.708608,2.12935,0.12065,27.0581,0.956179,75.2307,3.61469,0.578791,1.56261,7.59949,0.627478,0.100049,0.0027395,0.556527,0.263267,0.0335984,1.0323,0.0125557,1.79485,4.16233,0.30613,1.24127,
107,32.021,70.2307,152.319,0.455941,27.1073,1.43976,3.07869,0.302915,0.711568,0.644182,0.456122,3.54231,0.1484,14.0882,16.9224,0.430717,1.35811,77.7317,3.589,14.9936,1.05357,0.529506,1.71601,0.0180507,13.9578,0.65808,50.0636,2.98554,0.518098,0.512873,7.59949,0.62508,0.100049,0.00207981,0.556527,0.263267,0.414635,0.243437,0.0125325,1.80634,2.70634,0.30613,1.23794,
108,31.9928,65.7597,137.335,0.486511,26.3738,1.69448,3.50095,0.27117,0.648337,0.612112,0.461444,5.57495,0.101522,7.46848,17.2733,0.445439,1.33374,87.2162,4.67135,15.5858,0.951707,0.355555,1.32119,0.110027,18.719,0.360647,28.7213,1.80465,0.595536,0.503622,7.65036,0.62508,0.100049,0.00207981,0.549455,0.25987,0.211137,1.0484,0.0125979,1.80229,7.27836,0.305986,0.81007,
109,31.9703,96.9171,190.073,0.329872,40.4133,1.83758,5.99009,0.437139,0.708211,1.09747,0.432121,8.90153,0.131131,17.8344,17.2288,0.513734,1.39175,102.311,4.90738,17.7488,1.17167,0.446287,2.58239,0.0860204,22.8796,0.447425,49.691,2.16924,0.65827,0.687246,7.65468,0.638801,0.0983876,0.00208579,0.546778,0.25987,0.0563178,1.0484,0.013096,1.80229,7.88311,0.249427,0.221516,
110,31.9703,87.1689,221.427,0.366762,45.8556,1.72998,2.8394,0.262453,0.728678,1.17254,0.48026,5.50399,0.251399,8.99994,17.5141,0.42162,1.40894,151.887,4.90716,12.0423,0.991124,0.756838,3.51975,0.113237,20.0084,1.10415,30.0712,1.95886,0.460596,0.746622,7.65468,0.635118,0.0983876,0.00196345,0.546778,0.25987,0.453429,1.08232,0.0134208,1.80513,6.9799,0.30613,1.23794,
111,31.9703,98.7782,182.723,0.323657,36.2323,3.23972,9.53576,0.507189,0.802062,0.97461,0.453936,13.2854,0.177168,14.1824,17.3056,0.516638,1.56551,95.0987,7.4936,24.4022,1.31854,0.614886,2.56566,0.0910802,32.4834,0.525834,39.1581,5.10812,0.618077,1.39854,7.63132,0.635118,0.0933974,0.00196345,0.543266,0.114164,0.175821,1.08232,0.013803,1.80513,5.08786,0.214874,0.281523,
112,31.9703,90.0312,202.792,0.355102,38.2034,2.31572,4.5737,0.412463,0.705942,0.827172,0.457866,8.36382,0.12897,14.72,17.4602,0.484245,1.37762,114.218,6.57942,17.9786,1.36971,0.587021,2.13879,0.0567858,27.1413,0.618503,47.8906,1.17769,0.598454,0.571317,7.63132,0.630675,0.0933974,0.00259743,0.543266,0.278828,0.239033,1.05178,0.0127489,1.80513,10.3214,0.306883,1.23713,
113,31.9457,74.2082,184.225,0.430488,19.6959,1.70041,3.93989,0.276828,0.660972,0.537599,0.455791,5.84112,0.0709513,13.2873,25.9396,0.420736,1.38103,54.7831,4.98923,16.8584,1.04254,0.422286,1.22081,0.0579999,19.6759,0.363079,50.947,61.7266,0.471983,0.668613,7.61124,0.625997,0.0933974,0.00259743,0.542355,0.277474,0.190969,1.06468,0.0130626,1.80479,5.45428,0.303777,1.22672,
114,31.9182,51.8334,109.765,0.615784,21.069,0.880917,2.23743,0.1951,0.586734,0.716596,0.452847,2.61085,0.106814,3.64632,17.5958,0.356323,1.37866,80.8264,1.36692,10.4294,0.864355,0.202069,2.17419,0.0856375,8.44832,0.53473,12.3841,8.37996,0.232109,0.637014,7.64152,0.618994,0.095828,0.00259743,0.542355,0.278043,0.0149569,1.06468,0.0130626,1.80255,14.6081,0.303777,1.23743,
115,31.9147,73.252,145.807,0.435683,26.6941,1.39739,4.07998,0.316176,0.658042,0.676482,0.442822,5.85256,0.305416,13.5677,17.4552,0.436882,1.3693,77.4336,3.19735,14.5578,1.0284,0.450562,1.59063,0.0551692,16.2341,1.27069,44.1936,3.64788,0.465505,0.765661,7.67823,0.618994,0.102807,0.00259743,0.538771,0.278043,0.126137,1.06468,0.0151536,1.79914,2.37792,0.306523,0.524927,
