Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
10,1647.67,2852.32,1748.89,0.577659,185.467,0,488.51,5.95344,166.261,1535.88,261.666,184.208,24.3742,250.971,0,491.292,3.89939,170.935,519.415,585.695,250.511,18.2702,4.49245,0,27.0628,0.00955031,5.44678,1178.6,9.76174,2.02573,2.67766,
11,1647.67,2653.15,1658.75,0.621024,152.597,0,454.153,5.69798,163.714,1456.46,248.537,150.815,21.1761,171.812,0,453.248,3.80499,168.459,418.177,706.647,170.008,14.8814,4.49245,0,27.0628,0.00955031,5.44678,1178.6,4.35063,2.02573,2.67766,
12,1647.67,2755.93,1597.06,0.597864,175.687,0,481.835,5.90529,165.696,1537.08,193.441,173.149,23.1336,262.386,0,565.141,3.65209,233.216,635.776,207.443,257.62,19.1948,4.49245,0,27.0628,0.00955031,5.44678,1178.6,4.35063,2.02573,2.67766,
13,1556.14,2743.01,3047.52,0.567312,141.45,0,495.276,5.46204,113.768,1427.75,398.359,140.179,20.7693,157.929,0,564.66,3.78344,127.547,391.948,2343.53,157.604,14.9127,3.17942,0,27.0628,0.00955031,5.44678,1178.6,4.35063,2.02573,2.67766,
14,1556.14,2775.92,2131.61,0.560586,157.439,0,497.714,5.15985,176.229,1593.81,166.865,155.514,23.1869,222.357,0,596.755,3.70911,314.875,993.204,269.041,219.026,25.9988,3.17942,0,27.0628,0.00955031,5.44678,1178.6,4.35063,2.02573,2.67766,
15,1441.02,2759.47,2279.11,0.52221,159.848,0,536.535,5.29703,148.432,1524.69,204.788,158.065,21.8151,272.386,0,725.627,3.72162,259.123,763.653,493.273,267.815,21.0721,0.894548,0,27.0628,0.00955031,5.44678,1209.03,4.35063,0.318553,2.67766,
16,1441.02,2673.09,3389.25,0.539085,106.77,0,426.653,5.03004,117.972,1390.75,502.243,105.36,18.3114,144.551,0,593.505,3.99832,186.949,494.701,2258.49,142.961,14.6862,4.49245,0,27.0628,0.00955031,5.44678,1209.03,4.35063,2.02573,2.67766,
17,1441.02,2265.84,1229.14,0.635979,115.393,0,358.675,4.73274,97.9906,1389.83,166.055,114.745,18.4158,158.854,0,391.685,3.69693,104.239,437.988,488.387,158.863,14.569,4.49245,0,27.0628,0.00955031,5.28016,1208.54,4.35063,2.02573,2.67766,
18,1441.02,2432.06,2086.03,0.592512,118.457,0,432.242,4.91303,124.994,1418.18,199.31,116.01,17.9524,200.446,0,576.965,3.77644,260.164,647.358,713.291,192.388,17.1061,4.49245,0,27.0628,0.00955031,5.28016,1208.54,4.35063,2.02573,2.68129,
19,1440.18,2165.74,1307.94,0.664982,85.3613,0,376.837,4.53575,83.5039,1393.52,119.019,84.6217,18.3441,152.707,0,573.777,3.50409,121.976,613.327,112.365,151.907,18.2385,1.93767,0,27.0628,0.00955031,4.65428,1208.54,4.35063,1.74044,2.68129,
20,1440.18,2193.78,1485.8,0.656482,97.0273,0,369.229,4.65915,89.4254,1384.18,135.382,96.3002,17.5791,174.649,0,559.427,3.31917,130.513,532.111,144.924,174.636,17.0497,2.22219,0,27.0628,0.00955031,5.28016,1208.54,4.35063,2.02573,2.65416,
21,1440.18,2295.04,1863.16,0.627517,106.305,0,319.561,4.58252,117.939,1488.67,136.209,102.072,19.705,213.68,0,481.607,3.40922,229.498,874.698,256.833,203.806,22.0261,2.22219,0,13.2983,0.00955031,1.56709,1208.54,4.35063,2.02573,2.65416,
22,1440.18,2579.85,3139.68,0.55824,126.405,0,413.292,4.63566,113.138,1476.42,300.343,125.164,20.4611,243.633,0,790.674,3.46132,232.99,753.345,1363.13,240.51,21.331,2.22219,0,13.2983,0.00955031,4.23202,1208.54,6.84892,2.02573,2.60164,
23,1440.18,2811.36,7028.51,0.51227,99.7475,0,303.828,4.51674,93.543,1468.99,721.149,98.9301,20.6625,199.852,0,553.113,3.26109,158.596,811.377,6184.94,199.187,23.0835,2.22219,0,13.2983,0.00955031,4.23202,1201.38,6.84892,2.02573,2.65416,
24,1440.18,2832.9,5065.43,0.508375,130.66,0,396.163,4.49992,99.2313,1509.05,541.446,129.786,22.0636,274.763,0,776.307,3.466,211.188,807.782,4011.86,273.158,23.1094,2.22219,0,13.2983,0.00955031,4.23202,1201.38,6.84892,2.02573,3.16074,
25,1440.18,2569.65,3105.59,0.560456,117.727,0,350.89,4.66369,110.565,1510.09,341,114.027,20.6956,229.155,0,716.561,3.50747,257.049,845.051,1384,220.719,21.0423,2.22219,0,13.2983,0.00955031,3.38337,1201.38,6.84892,2.02573,3.16074,
26,1440.18,2217.08,1775.11,0.649583,133.288,0,266.701,4.47958,111.381,1437.97,111.542,131.927,19.7915,281.628,0,507.207,3.51788,202.132,682.556,222.755,279.182,19.2148,2.07796,0,13.2983,0.00955031,2.4618,1201.38,6.84892,1.29764,3.16074,
27,1376.08,2170.08,1468.02,0.634115,106.176,0,271.274,4.7568,95.106,1477.95,88.2222,105.389,21.206,213.726,0,476.051,3.80845,177.734,743.583,86.4698,213.354,21.7489,2.22219,0,13.2983,0.0328578,2.4618,1207.43,6.62727,1.29764,3.16074,
28,1376.08,2057.73,1583.85,0.668738,85.8329,0,279.112,4.58126,85.967,1385.59,114.24,83.8916,18.5124,183.345,0,594.971,3.57991,146.452,552.186,232.536,176.375,16.8506,2.22219,0,13.2983,0.0328578,2.4618,1205.59,6.62727,1.29764,3.16074,
29,1376.08,2167.45,1951.75,0.634886,115.05,0,281.787,4.19154,86.2895,1403.29,143.658,114.171,19.0135,269.076,0,613.887,3.26806,157.54,568.213,587.792,266.966,17.388,2.22219,0,13.2983,0.0328578,2.4618,1205.59,6.62727,1.29764,3.16074,
30,1309.98,2334.3,3002.78,0.56119,112.272,0,273.631,4.7483,109.47,1446.59,257.022,111.008,19.5565,282.44,0,609.817,3.4584,254.628,743.226,1730.6,278.578,20.8262,2.22219,0,13.2983,0.0328578,2.4618,1205.59,6.62727,1.29764,3.16074,
31,1309.98,2582.12,4464.45,0.507329,94.0986,0,276.425,4.56342,113.213,1417.79,565.73,91.76,18.5364,235.499,0,665.835,3.41977,265.406,724.319,3144.88,226.828,18.3082,2.22219,0,13.2983,0.0328578,2.4618,1205.59,6.62727,1.29764,3.16074,
32,1309.98,2571.67,4271.3,0.509389,77.3965,0,320.568,4.54566,102.075,1443.17,528.371,76.7021,18.8481,162.318,0,766.96,3.29225,225.147,727.118,3083.27,161.699,20.4003,2.22219,0,13.2983,0.0328578,3.38337,1205.59,4.1744,1.29764,3.16074,
33,1309.98,2163.36,2108.56,0.605532,115.64,0,266.257,4.1902,132.482,1426.94,87.5246,112.568,17.7607,281.035,0,651.248,3.21814,303.307,742.657,333.986,273.919,18.1548,2.22219,0,13.2983,0.0328578,1.47357,1205.59,6.49085,1.27114,3.16074,
34,1309.98,2031.69,1784.59,0.644775,91.8864,0,192.587,4.39353,122.164,1406.38,106.926,90.1275,17.2218,220.083,0,422.984,3.24871,279.788,609.801,248.115,215.032,14.4268,2.22219,0,13.2983,0.0328578,1.47357,1205.59,6.49085,1.27114,3.16074,
35,1309.98,2153.23,2061.99,0.60838,99.1847,0,225.996,4.33525,81.4191,1514.54,107.878,98.1566,21.7189,215.799,0,497.514,3.30903,157.756,879.506,450.981,214.391,26.1588,2.22219,0,13.2983,0.0328578,1.47357,1205.59,3.78401,1.27114,2.8321,
36,1309.98,2004.54,1703.2,0.653509,87.4786,0,271.69,4.08087,84.8797,1386.07,66.5029,86.404,17.4334,216.382,0,667.123,3.35816,187.81,595.976,115.054,214.355,17.0323,2.22219,0,13.2983,0.0178945,1.47357,1205.59,2.40725,1.27114,2.8321,
37,1309.98,3278.11,12394.2,0.399615,91.1891,0,277.944,3.89012,87.1119,1408.53,1301.9,90.0315,17.5144,231.57,0,669.998,3.30613,174.567,649.774,11392.6,229.39,18.9052,2.22219,0,13.2983,0.0178945,1.47357,1205.22,2.40725,1.27114,2.78604,
38,1309.98,1954.93,1539.79,0.670092,73.7281,0,184.843,3.59154,72.8487,1442.21,86.8318,72.3559,18.518,205.01,0,338.068,2.90849,151.736,803.29,1167.42,201.718,23.2491,2.22219,0,13.2983,0.00688612,1.47357,1205.59,2.40725,1.27114,2.78604,
39,1309.98,7124.73,48062.5,0.183864,92.4835,0,384.559,3.80897,101.862,1450.81,4981.02,91.0973,19.0935,216.123,0,913.645,2.98276,223.745,747.639,47719.1,215.95,21.6663,2.22219,0,13.2983,0.0178945,1.47357,1205.59,2.40725,1.27114,2.8321,
40,1309.98,4496.67,16231,0.291323,117.686,0,351.523,3.97277,105.325,1508.05,2274.51,115.028,20.5675,278.204,0,791.925,3.24356,220.94,770.202,15796.8,276,22.5143,2.22219,0,13.2983,0.0178945,1.47357,1205.59,2.40725,1.27114,2.8321,
41,1309.98,2552.47,3656.58,0.513222,110.335,0,361.654,3.87949,136.45,1484.33,331.746,105.609,18.463,258.099,0,835.622,3.15428,318.42,882.116,2573.01,249.224,21.2942,2.22219,0,13.2983,0.0178945,1.47357,1170.72,2.40725,1.27114,2.8321,
42,1309.98,2398.28,3351.73,0.546217,115.359,0,276.068,3.77476,90.9228,1505.16,273.252,113.086,20.6608,289.101,0,612.856,3.01673,221.692,826.214,1714.27,284.564,24.2459,1.62913,0,13.2983,0.0178945,1.47357,1205.59,2.40725,1.27114,2.8321,
43,1309.98,2003.16,1798.61,0.653957,84.2383,0,244.672,3.72005,76.3099,1405.39,90.0039,81.3583,17.4721,239.725,0,590.144,2.95108,178.236,754.686,273.641,234.344,20.1731,2.22219,0,13.2983,0.0178945,1.47357,1205.59,2.40725,1.27114,2.8321,
44,1309.98,2173.54,2033.16,0.602696,105.079,0,330.174,3.40649,124.235,1419.46,69.4278,103.692,18.0585,283.858,0,782.407,2.75103,262.35,588.627,131.254,282.332,17.4965,2.22219,0,13.2983,0.0178945,1.47357,1205.59,2.40725,1.27114,2.8321,
45,1309.98,2018.22,1931.52,0.649079,72.1361,0,275.392,3.52604,74.4411,1445.08,58.5269,70.6207,18.499,199.643,0,703.399,2.70176,222.231,801.944,89.687,194.956,21.7601,2.22219,0,10.8154,0.0178945,1.47357,1205.98,1.94608,1.27114,2.8321,
46,1309.98,1852.29,1293.08,0.707223,61.0207,0,190.678,3.32506,61.8144,1396.87,61.4695,59.817,17.2975,156.816,0,461.445,2.64144,127.394,648.649,84.6925,156.09,18.8928,2.22026,0,10.8154,0.0178945,1.47357,1205.98,2.40725,1.27114,0.975937,
47,1309.98,2702.49,4065.83,0.484732,98.9148,0,312.614,3.76395,137.996,1540.65,490.438,97.2271,20.8914,256.727,0,719.042,2.87943,307.601,883.517,2151.73,253.761,26.0061,2.02043,0,10.8154,0.0178945,1.47357,1205.98,2.40725,1.27114,1.77411,
48,1309.98,2227.65,2690.27,0.588055,84.0369,0,248.693,3.5311,76.0471,1443.64,270.766,82.8155,18.1276,213.753,0,636.601,2.84763,176.039,778.582,1259.41,214.425,22.3647,2.22219,0,10.8154,0.0178945,1.47357,1205.98,2.40725,1.27114,2.74194,
49,1309.98,1989.09,1848.7,0.658586,74.9169,0,261.382,3.4567,54.497,1442.72,58.9922,74.1477,18.9722,175.727,0,671.977,2.60636,121.549,777.374,127.996,175.658,23.0446,2.22219,0,10.8154,0.0178945,1.47357,1205.98,2.40725,1.27114,2.8321,
50,1309.98,1968.91,1772.95,0.665334,69.5616,0,223.063,3.64773,55.3672,1462.31,67.2171,68.644,19.0963,166.404,0,586.994,2.93465,157.9,825.234,160.896,165.897,24.329,2.22219,0,10.8154,0.0178945,1.47357,1205.98,3.26807,1.29764,2.8321,
51,1302.94,2005.81,2131.75,0.649582,78.0053,0,247.582,3.53433,98.0937,1377.86,110.824,74.5774,15.3249,213.735,0,686.505,3.01772,257.893,655.898,367.76,206.463,16.0458,2.22219,0,10.8154,0.0178945,1.47357,1205.98,3.26807,1.29764,2.8321,
52,1302.94,2287.79,4620.54,0.569517,73.816,0,196.392,3.94138,67.98,1424.72,431.647,71.9061,17.3953,214.003,0,492.848,3.25737,169.344,744.329,3684.94,206.938,21.2562,2.22219,0,10.8154,0.0178945,1.47357,1207.43,3.26807,1.29764,2.8321,
53,1302.94,2621.36,6215.48,0.497046,87.1357,0,247.118,3.56956,69.2572,1483.02,625.959,86.1435,19.1604,239.91,0,567.274,3.00484,161.327,824.426,5278.38,238.741,25.1657,2.22219,0,10.8154,0.0178945,1.47357,1207.43,3.26807,1.29764,2.8321,
54,1302.94,2027.82,1914.99,0.642531,89.4288,0,241.59,3.38244,111.776,1337.17,139.744,90.1942,14.5373,232.822,0,641.009,2.83186,292.86,451.111,778.307,235.458,12.5447,2.22219,0,10.8154,0.0178945,1.47357,1207.43,3.26807,1.29764,2.8321,
55,1302.94,2230.72,2393.29,0.584089,122.076,0,322.372,3.45129,89.2918,1470.79,83.8986,120.427,18.4032,311.562,0,802.347,3.22333,248.661,778.227,194.855,307.438,22.1016,2.22219,0,10.8154,0.0178945,1.47357,1205.65,3.26807,1.29764,2.8321,
56,1302.94,2011.6,1926.55,0.647712,87.7187,0,225.075,3.81891,94.5395,1411.46,86.3103,86.3559,16.316,230.804,0,606.267,3.54552,208.891,722.312,211.325,228.728,20.5017,1.68441,0,4.57348,0.0178945,1.47357,1205.65,3.26807,1.29764,2.8321,
57,1302.94,2248.64,5503.72,0.579434,64.3105,0,200.567,3.3342,65.694,1315.78,522.211,63.0841,13.6555,171.639,0,557.868,3.02667,185.824,414.673,4698.58,170.226,11.5973,2.22219,0,4.57348,0.0178945,1.47357,1205.65,3.26807,1.29764,2.8321,
58,1300.22,1932.07,1827.57,0.672967,80.8581,0,221.746,3.14778,80.1605,1396.7,54.3467,79.0967,16.011,196.218,0,605.194,2.68312,188.16,662.472,459.978,193.374,19.4974,2.22219,0,4.57348,0.0178945,1.47357,1205.65,3.78401,1.29764,2.8321,
59,1297.27,2067.37,1894.98,0.627497,109.428,0,232.003,3.69405,96.5277,1412.01,89.5226,107.612,16.5712,307.416,0,578.613,3.07582,241.901,708.317,200.444,305.12,19.8955,2.00017,0,4.57348,0.0178945,4.02269,1205.65,2.51169,0.595649,2.8321,
60,1297.27,2037.32,2939.64,0.63675,70.3967,0,226.308,3.44242,63.3878,1377.79,211.302,69.1843,15.5155,194.448,0,678.6,2.80584,159.363,671.96,1639.23,193.059,19.6972,2.22219,0,4.57348,0.0178945,4.08942,1205.65,0.953313,0.969447,2.8321,
61,1297.27,1973.11,2337.27,0.657473,72.1029,0,201.697,3.90049,73.694,1390.55,146.255,69.1307,15.7789,224.734,0,597.187,2.9132,224.481,691.61,861.697,217.823,18.4489,2.22219,0,4.57348,0.00991461,4.81048,1205.65,0.953313,0.969447,6.34002,
62,1297.27,2302.03,4429.5,0.563532,76.8292,0,254.12,3.5025,66.7775,1377.21,432.6,75.3201,15.6703,203.132,0,683.072,2.7449,178.615,577.007,3423.12,202.542,16.9603,2.22219,0,4.57348,0.00991461,4.81048,1205.65,0.953313,0.969447,6.34002,
63,1297.27,2162.34,2249.54,0.599937,114.441,0,251.309,3.72699,105.495,1483.44,72.2542,113.062,18.6125,285.248,0,633.994,2.83707,273.619,855.114,381.946,283.62,24.7165,2.59117,0,4.57348,0.00991461,1.35929,1205.65,0.953313,0.969447,6.34002,
64,1297.27,2032.49,2016.1,0.638265,94.9557,0,287.855,3.32581,88.8896,1378.43,71.1872,92.3295,15.5158,271.299,0,777.796,2.51375,222.318,555.626,316.281,266.899,16.0793,2.16473,0,4.57348,0.0178945,4.81048,1208.27,0.953313,0.969447,6.34002,
65,1297.27,2221.93,3827.95,0.583847,52.6906,0,190.257,3.37366,80.5328,1433.1,397.394,48.1326,16.4415,144.987,0,593.784,2.51113,334.067,932.446,2535.57,133.445,22.8931,2.59117,0,4.57348,0.0178945,2.85179,1208.27,0.953313,0.969447,6.34002,
66,1297.27,2191.98,2783.92,0.591824,82.616,0,260.735,3.14113,87.0033,1460.56,200.553,79.8344,17.534,238.36,0,698.528,2.43737,249.477,864.193,1028.32,234.818,24.0083,2.59117,0,4.57348,0.0178945,2.85179,1207.85,0.953313,0.969447,6.34002,
67,1297.27,2016.9,1893.65,0.643199,88.0974,0,210.68,3.57469,75.5279,1448.1,86.6217,86.4432,17.8495,238.946,0,514.944,3.07156,180.378,738.418,257.899,237.815,22.7434,2.59117,0,4.57348,0.0178945,2.85179,1208.27,0.953313,0.969447,6.34002,
68,1297.27,1853.96,1732,0.699726,75.4353,0,195.165,3.12056,61.8433,1380.06,48.7964,73.9123,15.632,224.563,0,565.566,2.40647,160.56,657.466,122.485,224.297,19.6365,1.12971,0,4.57348,0.0178945,2.49925,1208.27,0.953313,0.772837,6.34002,
69,1297.27,2065.78,1968.1,0.627979,85.612,0,263.012,3.23499,93.9611,1462.93,55.3062,84.0641,17.6606,234.229,0,674.419,2.50581,214.647,799.032,120.162,234.165,23.6062,2.59117,0,4.57348,0.0178945,1.46679,1208.27,1.69196,0.969447,2.5765,
70,1297.27,2508.52,4736.33,0.517144,90.1441,0,336.9,3.44185,59.1378,1455.62,456.547,88.7338,17.9994,235.144,0,876.925,2.76296,140.591,742.935,3704.69,234.885,23.0017,2.59117,0,4.57348,0.0178945,2.49925,1208.27,1.69196,0.969447,4.82778,
71,1297.27,1998.94,2021.87,0.648978,87.5001,0,277.285,3.27921,58.7589,1411.98,57.3552,85.9599,16.8189,264.531,0,772.978,2.43574,144.242,711.137,422.745,263.816,21.6851,2.59117,0,4.57348,0.0178945,2.11311,1207.18,1.69196,0.969447,4.74971,
72,1297.27,1914.57,1931.09,0.677575,87.7167,0,261.498,3.54381,72.5112,1347.13,41.7445,85.9557,14.4678,256.203,0,783.668,2.78828,188.987,498.095,111.032,255.713,15.2978,2.59117,0,4.57348,0.0196145,2.49925,1207.94,1.69196,0.969447,6.34002,
73,1292.33,1894.03,1668.15,0.682316,81.8889,0,248.418,3.41628,81.2524,1332.22,53.6894,79.4715,13.6774,231.035,0,684.889,2.57926,202.45,440.851,129.873,228.315,13.0869,2.59117,0,4.57348,0.0196145,2.49925,1208.32,1.69196,0.969447,4.88221,
74,1292.33,2081.67,2694.36,0.620813,83.2827,0,220.409,3.70896,70.756,1403.9,202.573,81.3145,15.7244,220.123,0,625.692,3.01355,209.274,716.711,1436.62,218.427,20.4322,2.59117,0,4.57348,0.0196145,2.49925,1207.8,1.69196,0.969447,6.29948,
75,1292.33,1920.31,2233.6,0.672978,57.5875,0,212.019,3.45437,43.159,1354.6,178.871,55.993,14.6297,199.618,0,616.223,2.9751,95.6978,597.888,1064.33,199.026,17.6796,2.59117,0,3.13493,0.0196145,2.49925,1208.32,1.69196,0.969447,6.29948,
76,1292.33,1943.21,2207.02,0.665046,82.515,0,209.598,3.22277,58.7961,1348.4,145.667,80.4347,14.5861,230.531,0,660.777,2.91208,155.924,558.017,894.623,230.164,16.8065,3.80279,0,3.13493,0.0196145,2.49925,1208.32,0.733681,1.48491,6.29948,
77,1292.33,1869.61,1820.29,0.69123,86.8244,0,162.121,3.17221,89.2003,1355.97,74.948,83.5191,13.8533,260.981,0,436.796,2.83577,233.948,584.858,272.38,255.648,15.0494,3.80279,0,3.13493,0.0196145,2.49925,1208.32,0.733681,1.44444,6.29948,
78,1289.09,1924.73,1860.57,0.669748,78.2431,0,237.326,3.25201,58.172,1383.71,72.4647,76.1149,15.4512,227.395,0,714.788,2.89821,151.338,559.309,196.817,224.86,17.3476,1.93042,0,3.13493,0.0196145,2.49925,1208.32,0.733681,0.736463,6.29948,
79,1289.09,2246.38,2949.14,0.57385,81.394,0,285.033,3.14651,109.625,1385.8,282.571,83.7939,15.0183,202.567,0,721.321,2.85283,343.649,564.98,1876.21,216.577,16.9105,1.93042,0,3.13493,0.0196145,2.48932,1208.32,0.733681,0.736463,6.29948,
80,1289.09,2363.18,3171.13,0.545489,107.103,0,292.639,3.46184,115.409,1556.45,165.53,103.092,19.4868,301.01,0,800.387,3.24985,369.533,1077.78,882.203,293.641,27.9997,1.93042,0,3.13493,0.0196145,2.49925,1208.32,0.733681,0.736463,6.29948,
81,1289.09,2161.33,2719.81,0.596432,104.54,0,193.55,3.26333,97.7707,1550.34,92.2254,101.34,18.2984,335.049,0,521.155,3.07281,333.758,1202.36,374.88,326.338,25.9104,1.93042,0,3.13493,0.0196145,2.49925,1208.32,0.733681,0.736463,6.29948,
82,1266.89,1997.09,2008.78,0.634367,78.5471,0,247.286,3.07058,83.524,1448.51,43.4953,75.8934,16.7718,229.896,0,714.908,2.92198,243.459,808.719,135.769,228.828,22.9715,1.63327,0,3.13493,0.0189944,2.49925,1207.34,0.733681,0.736463,6.29948,
83,1266.89,1751.88,1588.68,0.723162,50.4324,0,218.066,3.0342,47.1721,1332.9,37.1893,48.9282,14.1558,171.159,0,726.792,3.05688,116.527,592.679,112.661,170.843,17.4638,1.93042,0,3.13493,0.0189944,2.49925,1207.34,0.733681,0.736463,6.29948,
84,1266.89,2085.79,2714.76,0.60739,101.34,0,216.905,3.47985,108.613,1394.99,147.541,98.0797,14.8382,317.36,0,571.749,3.37923,300.987,681.089,1055.5,311.781,17.249,1.93042,0,3.13493,0.0189944,2.49925,1207.34,0.733681,0.736463,6.29948,
85,1266.89,2102.89,2761.98,0.602453,78.421,0,237.497,3.02172,78.159,1427.77,185.897,75.7354,16.3901,238.647,0,639.557,3.03402,214.028,728.974,1363.68,232.828,21.0763,1.93042,0,3.13493,0.0189944,2.49925,1207.34,0.733681,0.736463,6.29948,
86,1266.89,1834.76,1611.16,0.690493,69.0245,0,180.794,2.72391,55.1472,1385.65,58.5444,67.1313,15.748,211.148,0,541.661,2.54235,143.372,673.309,188.49,209.895,20.1808,1.9039,0,3.13493,0.0189944,2.49925,1207.34,0.733681,0.736463,6.29948,
87,1266.89,1701.24,1503.12,0.744688,58.6123,0,116.713,2.62638,61.293,1368.08,22.2358,56.9182,14.7525,194.745,0,332.884,2.87731,207.867,665.022,29.5332,194.356,19.4425,1.93042,0,3.13493,0.0189944,2.49925,1207.34,0.733681,0.736463,6.29948,
88,1266.89,2022.96,1996.32,0.626255,78.6981,0,246.41,2.92954,71.3027,1480.59,49.4871,75.7519,17.789,228.083,0,712.155,3.12185,192.273,818.245,127.075,224.767,24.1688,1.93042,0,3.13493,0.0189944,2.49925,1207.34,0.733681,0.736463,6.29948,
89,1266.89,2010.91,2005.36,0.630007,67.8092,0,267.999,2.62134,50.2913,1483.71,54.3399,65.6961,18.4473,188.166,0,728.026,2.94467,144.006,857.471,272.097,186.956,25.4893,1.93042,0,3.13493,0.0159467,2.49925,1207.34,0.733681,0.736463,6.29948,
