Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
0,487.254,3242.36,2547.18,0.150278,59.8431,128.238,223.716,6.28076,122.81,12.8428,399.78,355.624,0,671.845,5.94901,71.2508,59.8481,921.237,203.101,72.4147,156.044,1963.66,1.8935e+30,153.682,15.3373,1.9675e+30,1.89554e+30,2.0415e+30,1.30079e+30,2.06666e+30,2.0045e+30,8.92943e+77,8.83855e+77,8.82128e+77,0.773739,4.75175,10.6454,0.79132,11.8874,0.454592,0.000377273,0.000434748,0,24.078,0.10356,0.793638,0.788102,33.9781,14.5251,
1,487.254,2901.67,1292.94,0.167922,159.805,126.251,28.2617,5.03857,128.027,9.27886,344.088,401.207,0,540.803,4.68924,61.8032,159.714,702.084,230.621,316.876,85.5543,197.09,3.813,93.4721,7.9796,290.024,439.273,0,355.004,4.03075,48.9782,296.61,577.456,167.114,0.773739,4.75175,10.1132,0.79132,11.8874,0.128167,0.000377273,0.000434748,0,24.078,0.10356,0.793638,0.788102,33.9781,14.5251,
2,487.254,3106.65,2009.26,0.156843,183.604,111.046,147.955,4.85137,131.114,8.01344,365.531,535.116,0,501.887,4.39828,59.7988,183.55,594.324,275.46,324.607,78.125,1190.63,3.1219,98.0499,5.90966,390.567,798.94,0,322.501,3.31248,43.3405,319.949,456.883,314.009,0.773739,4.75175,3.36187,0.79132,11.8874,0.454592,0.000377273,0.000434748,0,24.078,0.10356,0.793638,0.788102,31.68,14.5251,
3,487.254,2823.41,1455.34,0.172576,183.097,119.493,98.0579,4.87501,131.316,7.61139,326.759,437.517,0,490.163,4.37637,59.0941,183.029,539.3,238.724,327.262,76.5833,663.493,3.1346,99.0115,5.34657,269.273,537.371,0,329.092,3.30834,43.7535,327.179,431.316,143.29,0.773739,4.75175,11.7703,0.79132,11.8874,0.454592,0.000377273,0.000434748,0,24.078,0.10356,0.793638,0.788102,30.398,14.5251,
4,487.254,3013.99,1744.61,0.161665,261.271,114.487,30.9332,4.52648,127.249,8.1327,319.272,471.004,0,526.227,4.08587,54.1932,261.218,594.947,236.438,458.739,73.7529,76.1233,3.05227,96.0849,5.49859,275.327,605.081,0,374.009,3.25843,42.1652,458.784,447.971,130.096,0.773739,4.75175,8.27167,1.13679,11.8874,0.454592,0.000377273,0.000434748,0,24.078,0.10356,0.793638,0.788102,29.1495,14.5251,
5,487.254,2593.08,1095.77,0.187906,138.662,118.521,35.1325,5.18663,123.286,6.83214,318.967,468.308,0,465.996,4.79749,56.9195,138.594,481.668,230.21,240.965,74.0198,39.27,3.94207,96.4359,4.93651,276.326,562.446,0,321.892,4.15638,44.8288,239.478,384.95,125.734,0.773739,13.6046,11.8422,1.11976,11.7771,0.104831,0.000377273,0.000434748,0,24.078,0.10356,0.793638,0.788102,33.9781,14.5251,
6,487.254,2629.51,1311.29,0.185302,143.509,113.329,34.7914,4.98045,121.258,6.33529,338.296,565.808,0,424.104,4.50983,55.7047,143.444,418.42,255.023,186.344,70.9317,33.7245,3.91616,91.3633,4.19858,315.138,802.338,0,298.189,4.13035,39.4897,186.374,348.996,149.832,0.773739,25.3238,11.8422,1.02557,11.8874,0.415111,0.000377273,0.000434748,0,24.078,0.10356,1.77064,0.788102,31.1409,14.5251,
7,487.254,2760.95,2627.93,0.176481,136.815,113.62,279.046,4.74808,120.037,6.29987,308.042,522.867,0,417.371,4.24591,55.0609,136.759,389.266,266.776,173.401,72.6042,2430.21,3.89685,94.5451,4.96086,274.422,662.324,0,273.252,4.11233,41.9136,174.687,324.617,176.339,0.773739,25.3238,11.8422,1.06698,11.8874,0.294655,0.000377273,0.000434748,0,24.078,0.10356,1.77064,0.788102,32.401,14.5251,
8,487.254,5859.52,29203.9,0.083156,191.212,105.214,35.7232,4.76023,122.774,6.25022,345.535,604.808,0,364.744,4.2688,54.7322,191.146,408.242,3420.12,291.263,72.6667,244.835,3.88889,98.2499,4.19111,372.826,885.944,0,251.265,4.13391,41.9727,274.528,341.951,28108.3,0.773739,5.72983,11.8422,0.831419,11.8874,0.132325,0.000377273,0.000434748,0,24.078,0.10356,1.69904,0.788102,32.401,14.5251,
9,487.254,2711.31,2100.36,0.179712,161.855,111.162,34.566,5.04984,120.265,5.94032,360.525,644.377,0,380.59,4.54928,55.6895,161.793,391.797,273.15,229.725,75.3334,33.2597,3.87041,93.3408,3.97561,648.544,1294.07,0,249.619,4.09229,41.489,231.805,328.048,2371.98,0.773739,25.3238,11.8422,1.20206,11.8874,0.132325,0.000377273,0.000434748,0,22.58,0.10356,1.77064,0.788102,32.401,14.5251,
