Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
392,721.839,1135.02,1565.93,0.635968,48.5623,75.136,3.06529,0,3.87052,781.339,76.1308,110.252,36.6674,281.094,286.244,4.91098,0,3.19935,522.348,280.356,266.082,194.785,1.07152,0.248491,1.82049,0,2.93803,606.452,0.549366,44.351,0.368409,
393,721.839,1222.2,3300.91,0.590605,231.115,48.7376,2.68998,0,3.90789,750.898,49.8004,93.1123,41.9405,2796.36,253.037,3.93088,0,3.26157,439.014,256.925,236.116,213.998,1.07152,0.248491,1.82049,0,3.06939,663.413,0.549366,44.351,0.368409,
394,721.839,1110.3,1801.84,0.650128,101.232,47.1951,3.00359,0,4.13834,772.172,47.9761,101.573,33.0112,983.855,210.91,4.80385,0,4.15161,490.152,211.453,261.779,167.328,1.07152,0.248491,1.82049,0,3.06939,663.413,0.549366,44.1828,0.368409,
395,721.501,1810.85,11431.4,0.398432,815.984,44.7563,2.70014,0,3.98824,759.984,45.9351,97.4548,40.048,11076.5,207.165,4.01053,0,3.82689,482.941,210.044,249.012,224.799,0.994896,0.248491,1.82049,0,3.06939,663.413,0.549366,44.1828,0.368409,
396,721.501,1152.38,2091.72,0.626097,155.703,34.0307,3.18289,0,4.63884,786,34.7557,111.977,22.0913,1723.93,158.968,5.4308,0,5.91528,529.805,158.899,275.098,103.854,0.994896,0.248491,1.82049,0,3.06939,663.413,0.549366,43.8662,0.368409,
397,721.501,1248.82,3858.09,0.577748,275.887,32.5937,2.945,0,4.30179,772.695,33.4426,98.9434,28.0081,3327.83,151.318,4.99624,0,4.80872,514.467,151.808,244.969,152.792,0.994896,0.248491,1.82103,0,2.9209,663.413,0.549366,44.1828,0.368409,
398,721.501,1063.07,1748.12,0.678694,62.397,42.9854,2.85829,0,4.11719,777.64,43.8464,89.9663,39.2619,475.891,222.898,4.81503,0,4.38029,577.464,223.773,219.712,229.461,0.994896,0.248491,1.82103,0,3.06939,663.413,0.549366,43.6717,0.368409,
399,721.501,1094.85,1333.17,0.658996,30.7847,56.8786,3.32878,0,4.16784,794.548,57.6145,114.87,32.6563,125.683,235.645,5.39215,0,4.47409,513.923,235.502,281.382,128.58,0.994896,0.248491,1.82103,0,3.06939,663.413,0.549366,44.1828,0.368409,
400,721.501,976.153,1034.78,0.739127,33.4521,37.5211,2.76428,0,4.39708,742.897,38.3557,92.6841,24.0811,144.838,166.643,3.98725,0,5.19957,382.178,170.1,225.89,124.873,0.994896,0.248491,1.82103,0,3.06939,663.413,0.549366,44.1828,0.368409,
401,721.501,1042.14,1299.84,0.692329,36.968,40.8485,2.85999,0,4.07608,772.031,41.868,99.5791,43.9055,167.138,190.488,4.41639,0,3.83296,486.728,192.191,234.997,209.307,0.994896,0.248491,1.82103,0,3.06939,663.413,0.549366,44.1828,0.368409,
402,721.501,1306.11,2844.85,0.552405,267.176,42.5546,3.05858,0,4.04965,782.456,43.3197,131.134,32.3616,1938.66,201.699,4.79815,0,3.84863,501.287,201.707,335.982,170.516,0.994896,0.248491,1.82103,0,3.06939,663.413,0.549366,43.3883,0.368409,
403,721.369,991.424,1087.84,0.727609,42.3602,35.0525,2.85204,0,4.04173,748.626,35.7795,103.508,19.2034,293.994,155.479,4.2904,0,4.31844,403.84,155.364,260.927,85.1792,0.994896,0.248491,1.82103,0,3.03738,663.413,0.549366,43.697,0.368409,
404,721.369,1059.53,1377.83,0.680836,46.9425,49.2643,3.03027,0,4.39816,770.554,50.2164,98.7501,36.3787,213.93,220.038,4.77489,0,4.95922,476.274,218.608,236.17,182.882,0.994896,0.248491,1.82103,0,2.80801,663.413,0.549366,44.1828,0.368409,
405,721.369,1186.18,2355.79,0.608142,194.871,37.7086,3.19647,0,3.88876,786.995,38.4423,90.1948,30.8875,1623.15,157.898,5.62048,0,3.18031,563.617,160.126,211.006,156.648,0.994896,0.248491,1.82103,0,3.06939,663.413,0.549366,44.1828,0.368409,
406,721.369,1100.73,2730.68,0.655354,179.608,25.0919,2.84093,0,3.98819,744.864,25.8175,105.115,13.4058,2221.43,127.812,4.31136,0,4.34974,398.906,129.446,288.971,71.915,0.994896,0.248491,1.82103,0,3.06939,663.413,0.549366,44.1828,0.368409,
407,721.369,1236.04,2755.98,0.583614,260.321,32.5294,3.09593,0,4.25141,772.225,33.3865,104.822,25.4078,2030.16,162.295,5.11008,0,4.68158,482.067,162.191,268.87,116.003,0.994896,0.248491,1.82103,0,3.05073,663.413,0.549366,44.1828,0.368409,
408,721.369,1049.96,1424.13,0.687043,38.5385,40.6147,2.95792,0,4.36784,784.958,41.6111,102.41,34.5032,285.153,221.442,4.72353,0,5.00277,579.14,223.034,257.125,209.795,0.994896,0.248491,1.82103,0,3.06939,663.174,0.549366,44.1828,0.368409,
409,721.369,996.886,1328.79,0.723622,36.9521,26.459,2.86812,0,4.01118,761.347,27.499,108.436,29.3139,158.339,156.694,4.60555,0,4.04265,515.012,159.968,293.722,190.653,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,44.1828,0.368409,
410,721.369,1432.09,3398.82,0.503717,375.733,46.3917,3.10408,0,4.18487,782.598,47.1892,135.216,37.6742,2689.45,208.54,5.24537,0,4.41619,529.883,205.45,344.064,163.744,0.994896,0.248491,0.953064,0,3.0633,663.174,0.549366,44.1766,0.368409,
411,721.369,1205.48,2420.06,0.59841,180.305,45.7103,3.24062,0,4.22225,793.381,46.5715,97.6451,34.3995,1701.09,191.797,5.23161,0,4.08031,521.508,192.813,233.634,162.208,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,18.8046,0.368409,
412,721.369,1555.17,4734.77,0.463852,484.069,51.4148,3.15913,0,4.41158,794.372,52.4068,118.898,46.4391,3968.24,228.28,5.11503,0,4.88518,554.034,228.713,304.38,233.41,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,44.1828,0.368409,
413,721.369,2179.06,15770.6,0.331046,1137.77,57.2659,3.04084,0,4.45844,775.94,58.0579,108.408,34.1107,15341.3,241.857,5.08289,0,5.37452,528.029,241.436,282.699,177.004,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,44.1828,0.368409,
414,721.369,1260.46,2435.81,0.572305,193.81,57.6501,2.91983,0,4.14698,767.212,58.4715,136.598,39.6525,1644.76,244.652,3.77446,0,4.18297,481.583,245.324,335.815,210.181,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,44.1828,0.368409,
415,721.369,1554.21,5942.44,0.464138,458.894,64.781,3.17141,0,4.31323,802.05,65.6313,108.436,46.9338,5372.52,270.735,5.18393,0,4.42665,569.238,270.235,268.727,227.129,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,44.1828,0.368409,
416,721.369,1132.38,2002.26,0.637038,128.513,35.8893,2.97082,0,4.26677,776.389,36.6962,109.144,38.5109,1414.63,169.241,5.05448,0,4.50434,523.196,170.417,279.425,186.951,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,44.1828,0.368409,
417,721.369,1310.16,2905.34,0.550595,250.506,43.5077,3.42139,0,4.21108,809.321,44.349,119.774,35.0718,2237.85,180.013,6.02817,0,4.22579,601.744,180.296,300.926,154.196,0.994896,0.248491,1.82103,0,3.0633,663.174,0.549366,44.1828,0.368409,
418,721.369,914.788,865.06,0.788564,18.1176,27.6566,2.6792,0,4.25635,731.808,28.3672,82.2963,19.6061,208.731,134.457,3.94867,0,4.86338,367.02,137.058,174.775,88.9096,0.994896,0.248491,1.84137,0,3.0633,663.174,0.549366,44.1828,0.368409,
419,721.369,1096.91,1452.56,0.657636,49.0254,49.3211,3.2324,0,4.31604,801.29,50.0886,101.86,37.7789,186.785,227.499,5.25401,0,4.87964,555.031,228.088,238.634,209.468,0.994896,0.248491,1.84137,0,3.08692,663.174,0.549366,43.3788,0.368409,
420,721.369,1160.21,2337.78,0.621754,135.077,48.6971,2.61102,0,4.09096,739.462,49.7706,131.506,48.9997,1467.11,216.723,2.88759,0,3.75396,331.15,217.749,342.684,223.529,0.994896,0.248491,1.84137,0,3.08692,663.174,0.549366,44.1828,0.368409,
421,721.035,1286.83,4131.65,0.56032,313.158,37.3374,2.54065,0,3.86671,758.339,38.7737,96.1332,36.6778,3193.38,205.352,3.46487,0,3.53077,617.031,209.343,266.222,250.373,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,43.7482,0.368409,
422,721.035,1942.24,10210.7,0.371239,1002.6,26.2906,2.92166,0,4.09029,759.655,27.0371,98.1963,21.4538,9761.08,132.389,4.61643,0,4.28799,447.522,134.088,267.085,101.281,0.994896,0.248491,0.199296,0,3.08692,663.174,0.549366,37.3416,0.368409,
423,721.035,1543.68,7520.87,0.467087,540.83,36.1726,3.01542,0,4.15635,769.989,37.1477,116.541,35.8311,7268.01,171.483,4.88376,0,4.31176,475.742,169.978,304.797,148.855,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,44.1828,0.368409,
424,721.035,1790.48,8292.05,0.402706,674.778,55.9425,3.06531,0,4.38455,822.517,56.722,122.333,50.734,7811.08,286.346,4.89243,0,4.95578,799.429,287,309.506,313.281,0.994896,0.248491,1.8236,0,3.08692,663.174,0.549366,44.1828,0.368409,
425,721.035,1391.9,3232.95,0.518023,254.129,58.9024,3.41428,0,4.272,840.179,59.982,116.248,54.7711,2416.22,263.43,5.75156,0,4.51405,659.248,265.86,279.751,276.117,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,44.1828,0.368409,
426,721.035,1201.59,2687.31,0.600069,235.848,34.8339,2.8169,0,3.85527,751.008,35.6108,110.574,27.0409,2048.59,167.758,4.30158,0,3.72319,432.362,170.628,280.418,142.356,0.994896,0.248491,1.68763,0,3.08692,663.174,0.549366,44.1828,0.368409,
427,721.035,1075.92,1420.15,0.670155,32.4538,58.0369,2.80604,0,4.47987,761.555,59.1348,111.724,45.7309,249.739,250.118,3.97303,0,5.27267,465.016,252.571,274.433,217.29,0.994896,0.248491,1.35022,0,3.08692,611.66,0.549366,44.1828,0.368409,
428,721.035,1202.4,2249.44,0.599664,166.253,47.0704,3.20254,0,4.36705,787.846,47.8138,110.556,35.2889,1299.88,218.975,5.29516,0,5.08531,511.637,218.989,275.604,150.383,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,44.1828,0.368409,
429,721.035,1275.07,2822.69,0.565488,194.461,58.5502,3.03928,0,3.90665,788.22,59.5447,126.473,40.8717,1679.95,246.503,4.96334,0,3.17594,556.172,245.831,323.852,215.691,0.994896,0.248491,1.44731,0,3.08692,663.174,0.549366,43.8621,0.368409,
430,721.035,959.277,1125.98,0.751644,23.0308,42.8576,2.56301,0,3.75062,721.6,43.5789,100.869,21.0277,203.786,212.537,3.60401,0,2.87307,355.863,214.985,273.503,110.948,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,44.1828,0.368409,
431,721.035,1131.33,2286.56,0.637337,157.851,32.2509,2.86083,0,4.00066,770.205,33.7316,98.7843,31.6405,1314.24,167.657,4.72155,0,3.98644,522.219,175.286,269.607,190.637,0.994896,0.248491,1.85174,0,2.96953,663.174,0.549366,44.1828,0.368409,
432,721.035,1007.53,1267.36,0.71565,64.851,21.4572,3.11989,0,4.28531,781.21,22.1832,90.5976,19.821,404.654,110.261,5.58177,0,4.98895,550.518,111.738,221.399,88.4318,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,44.1828,0.368409,
433,721.035,1091.44,1454.11,0.660625,66.0565,44.3142,3.13719,0,4.33305,776.979,45.0059,122.022,29.5958,472.435,188.341,4.94267,0,4.84895,466.425,188.221,307.017,128.539,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,44.1828,0.368409,
434,721.035,1443.78,4849.49,0.499408,478.753,39.0176,2.83231,0,4.00076,747.967,39.7072,103.786,27.7156,4268.19,184.488,4.29955,0,3.98095,418.417,184.375,272.744,133.83,0.994896,0.248491,1.85174,0,3.08692,663.174,0.549366,42.9202,0.368409,
435,721.035,1102.92,1726.61,0.653753,106.101,34.6212,3.28652,0,4.36805,793.792,35.3069,102.275,23.1652,1006.73,153.97,5.8279,0,5.09868,562.659,154.589,251.213,111.171,0.994896,0.384605,1.85174,0,3.08692,663.174,0.808284,44.1828,0.544727,
436,721.035,960.119,1066.21,0.750985,26.0489,26.839,2.93589,0,3.6997,758.084,27.5154,97.566,17.4301,149.725,136.408,4.7605,0,2.94369,454.29,136.3,257.638,76.6008,0.994896,0.384605,1.85174,0,3.07281,663.174,0.808284,44.1828,0.544727,
437,721.035,1144.68,1529.54,0.6299,39.1844,64.3846,3.11087,0,4.23713,803.453,65.2005,108.734,56.3773,144.504,259.643,4.75366,0,4.38628,539.357,252.878,262.467,262.382,0.994896,0.384605,1.85174,0,3.08692,663.174,0.808284,38.9907,0.544727,
438,721.035,1520.89,5815.91,0.474086,509.359,47.5561,2.98222,0,4.18922,760.701,48.4339,110.515,37.1568,5368.28,195.793,4.49385,0,4.42743,432.676,195.736,269.317,149.282,0.994896,0.384605,1.85174,0,3.0833,663.174,0.808284,44.1828,0.544727,
439,721.035,1378.26,5153.85,0.52315,378.457,49.0984,2.72113,0,4.15748,755.366,50.2007,98.5681,39.6889,4610.72,245.058,3.74978,0,4.44641,435.929,246.75,255.462,217.484,0.994896,0.384605,1.85174,0,3.08692,663.174,0.808284,44.1828,0.544727,
440,721.035,1117.85,1729.89,0.645022,116.11,37.8504,3.10867,0,4.61635,773.449,38.5566,113.203,30.9519,966.098,159.778,5.24597,0,5.9565,511.388,161.541,282.797,125.221,0.994896,0.384605,1.85174,0,3.08692,663.174,0.808284,43.7458,0.544727,
441,721.035,995.472,1310.42,0.724315,43.0294,27.6171,2.75724,0,4.1411,754.025,28.3068,110.973,24.6226,340.685,143.332,4.23505,0,4.6023,453.601,143.277,303.223,171.689,0.994896,0.384605,0.777199,0,3.08692,663.564,0.808284,44.1828,0.544727,
442,721.035,2597.6,17414.7,0.277577,1593.45,48.9057,2.73286,0,4.1937,736.337,49.6757,126.798,35.5056,16909,212.81,3.37169,0,4.47676,328.822,210.219,320.779,141.542,0.994896,0.384605,1.86472,0,3.01882,663.564,0.808284,44.1828,0.544727,
443,721.035,1082.46,2038.81,0.66611,110.305,41.2598,2.55355,0,4.11543,748.915,42.0181,90.6328,42.6572,1950.45,213.437,3.69268,0,4.43278,507.428,214.616,234.628,249.376,0.994896,0.384605,1.02761,0,3.08692,663.564,0.808284,44.1828,0.544727,
444,721.035,1142.38,3603.97,0.631172,254.489,30.6194,2.44925,0,3.93695,718.453,31.3302,77.728,23.3692,3293.78,173.123,3.0324,0,3.70213,334.977,174.733,209.384,158.287,0.994896,0.384605,1.86472,0,3.08692,663.564,0.808284,44.1828,0.544727,
445,721.035,1009.4,1176.04,0.714321,27.0962,42.4231,2.84286,0,3.69568,753.791,43.1384,112.1,24.3118,245.317,210.636,4.28795,0,2.60363,411.874,209.054,287.696,129.952,0.994896,0.384605,0.607056,0,2.8465,663.564,0.808284,44.4109,0.544727,
446,721.035,1037.43,1288.5,0.695022,41.5367,37.7877,2.91875,0,4.27975,772.694,38.5165,104.123,35.5711,159.958,178.776,4.70442,0,4.62348,501.95,179.572,252.854,179.403,0.994896,0.384605,0.522877,0,3.08692,663.564,0.808284,44.4109,0.544727,
447,721.035,1101.59,1613.06,0.654541,30.0766,45.057,3.14761,0,4.3013,799.894,46.12,133.612,39.3805,120.803,226.924,5.25758,0,4.86857,610.25,229.298,352.624,217.873,0.994896,0.384605,1.86472,0,3.08692,663.564,0.808284,44.4109,0.544727,
448,721.035,1112.01,1697.72,0.648406,106.096,34.7488,3.11083,0,4.42012,784.028,35.4877,112.428,31.6927,1009.44,154.989,5.14975,0,5.17025,523.262,156.77,282.114,127.435,0.994896,0.384605,1.86472,0,3.08692,663.564,0.808284,44.4109,0.544727,
449,721.035,1166.42,1743.41,0.618158,99.7998,50.712,3.33005,0,4.51264,802.929,51.5096,110.808,42.8236,747.358,204.118,5.69291,0,5.14682,573.086,204.457,264.249,174.651,0.994896,0.384605,1.86472,0,3.08692,663.564,0.808284,44.4109,0.544727,
450,721.035,1009.62,1466.31,0.714167,93.6294,18.1326,2.93569,0,4.24987,761.879,18.9516,82.3679,27.4698,904.623,101.184,4.6954,0,4.9945,456.386,103.469,195.355,132.163,0.994896,0.384605,1.80758,0,2.94777,663.564,0.838897,19.6057,0.544727,
451,721.035,1760.37,10389.2,0.409592,785.775,44.3052,2.60508,0,3.94053,731.406,45.0217,110.552,36.77,9970.16,205.746,2.99785,0,3.43179,297.141,205.473,273.401,163.521,0.994896,0.384605,0.838894,0,3.05508,663.564,0.838897,44.2099,0.544727,
452,721.035,1190.13,2953.29,0.605845,273.014,26.664,2.72166,0,3.59876,738.906,27.4643,94.1208,23.6407,2336.55,137.853,3.94802,0,2.43506,376.358,137.692,260.076,135.866,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,43.8989,0.544727,
453,721.035,23790.3,244528,0.0303079,22734.6,51.7593,3.27259,0,4.58559,794.894,52.4368,110.242,38.4831,243615,216.584,5.45015,0,5.23639,537.535,216.544,272.873,172.252,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,44.4109,0.544727,
454,721.025,1061.08,1472.37,0.679522,34.6767,39.4318,2.98036,0,3.94827,785.04,40.1875,115.108,39.7042,15417.4,188.032,4.91143,0,3.60849,578.532,188.269,312.738,239.051,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,44.4109,0.567235,
455,721.025,982.073,1124.28,0.734187,23.7279,36.3364,2.78679,0,4.21831,751.118,37.096,101.76,25.0297,126.48,193.394,3.88153,0,4.83055,401.867,194.269,263.177,146.127,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,44.4109,0.567235,
456,721.025,980.568,1198.28,0.735314,36.8028,35.6924,2.75049,0,3.81317,744.135,36.4064,98.1244,22.843,166.871,190.301,4.4653,0,3.30389,440.691,190.434,260.716,116.246,0.994896,0.384605,0.320597,0,3.08692,663.564,0.838897,43.8486,0.567235,
457,721.025,1211.84,4241.75,0.594984,287.407,36.3906,2.62033,0,3.75025,731.992,37.095,85.9622,26.6218,3696.61,175.302,3.75296,0,2.97495,382.009,175.291,203.176,127.989,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,44.0289,0.567235,
458,721.025,1216.91,2891.57,0.592508,236.887,42.9258,2.72909,0,4.21018,748.413,43.8901,110.549,27.3008,1911.59,206.046,3.67484,0,4.76846,410.019,207.598,294.362,164.768,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,44.4109,0.567235,
459,721.025,1034.96,1305.94,0.696673,33.2899,48.3197,2.87991,0,4.54223,750.981,49.2399,112.942,32.7618,246.738,218.591,4.10301,0,5.61322,417.784,220.053,293.862,179.33,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,44.4109,0.567235,
460,721.025,1017.4,1213.52,0.708693,36.8822,40.0643,2.9912,0,4.1021,769.937,40.8664,89.2617,33.2971,157.016,207.271,4.62407,0,4.267,465.676,208.37,200.368,168.364,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,35.5996,0.567235,
461,721.025,1176.36,2695.21,0.612931,183.36,35.9612,2.87593,0,4.34767,769.416,36.7677,105.368,38.2596,2050.07,192.278,4.34278,0,5.09437,462.122,193.328,264.718,207,0.994896,0.384605,1.86472,0,3.08692,663.564,0.838897,44.4109,0.544452,
462,720.909,1132.21,1650.28,0.636729,90.4059,53.3424,2.87869,0,4.34202,772.585,54.1541,107.129,47.3696,784.191,217.39,4.60129,0,4.8089,476.569,214.655,258.748,200.631,0.994896,0.384605,0.523755,0,3.0917,663.564,0.838897,44.4109,0.544452,
463,720.909,937.102,1061.46,0.769296,32.4647,17.0275,2.96728,0,4.15838,761.822,17.7566,78.9744,21.9306,218.043,92.4485,5.14486,0,4.60656,505.585,96.0101,188.887,106.614,0.994896,0.384605,1.86472,0,3.0917,663.564,0.838897,44.4109,0.544452,
464,720.909,1730.32,7978.29,0.416634,667.548,51.6726,2.98647,0,4.57617,788.958,52.4986,112.343,49.7359,7573.06,232.508,4.64141,0,5.40064,551.264,233.095,284.29,235.608,0.994896,0.384605,1.86472,0,3.0917,663.564,0.838897,44.4913,0.544452,
465,720.662,1129.92,1901.26,0.6378,103.074,51.0536,2.96421,0,4.33148,769.934,51.7498,104.613,42.1974,1037.93,221.776,4.60708,0,4.8728,491.15,221.949,276.123,219.429,0.994896,0.384605,1.86472,0,3.01353,663.564,0.838897,15.0182,0.544452,
466,720.662,2150.88,11547.7,0.335054,1022.55,62.98,2.94273,0,4.35198,786.118,63.3085,130.859,77.7765,10728.4,258.396,4.27188,0,4.68297,516.022,254.396,326.559,590.234,0.994896,0.384605,1.86472,0,3.0917,663.564,0.838897,44.4913,0.544452,
467,720.662,4421.66,48050.6,0.162985,3491,41.308,2.59165,0,3.95259,717.026,41.9673,107.451,16.3646,47579,181.824,3.41087,0,4.22831,332.001,182.203,278.644,104.196,0.994896,0.384605,1.86472,0,3.0917,663.564,0.838897,44.4913,0.544452,
468,720.662,971.596,1204.35,0.74173,21.1065,37.6961,2.82856,0,3.82831,756.86,38.401,83.8644,27.0104,3197.14,206.944,4.30312,0,3.52576,444.45,207.29,195.766,163.985,0.994896,0.384605,1.86472,0,3.0917,663.564,0.838897,44.4913,0.544452,
469,720.662,1110.51,2003.1,0.648946,121.833,41.9976,2.84309,0,4.22275,760.666,42.7074,105.161,31.0804,1259.32,201.474,3.87766,0,4.69982,405.609,201.882,256.878,160.317,0.994896,0.384605,1.81182,0,3.0917,663.564,0.838897,44.6039,0.544452,
470,720.662,987.345,1470.02,0.729899,86.0856,31.826,2.58581,0,3.65435,723.068,32.4688,93.2896,14.3666,810.745,164.738,3.18762,0,3.01489,293.604,166.094,246.2,67.1357,0.994896,0.384605,1.86472,0,2.9908,663.564,0.838897,44.6039,0.544452,
471,720.648,1033.1,1614.6,0.697561,86.0501,27.2788,2.78369,0,3.75233,747.814,27.9637,110.849,26.6048,953.811,139.858,4.42096,0,3.21114,438.256,139.94,293.805,122.545,0.981731,0.384605,0.822938,0,3.0917,663.564,0.838897,43.9699,0.567235,
472,720.648,1112.58,1518.52,0.647725,59.7043,59.6459,2.94913,0,4.52975,778.379,60.4714,102.521,44.3816,430.747,264.218,4.3413,0,5.21526,499.376,259.388,219.085,214.713,0.981731,0.384605,1.23848,0,2.89686,663.564,0.835416,44.6039,0.526554,
473,720.648,1016.05,1273.02,0.709264,43.2574,38.2124,2.65175,0,4.08681,744.629,39.2926,107.424,36.4964,198.757,189.49,3.26676,0,4.32511,376.904,191.494,275.387,202.653,0.981731,0.384605,1.86472,0,3.00703,663.564,0.835416,44.6039,0.526554,
474,720.648,1076.62,1644.18,0.669364,113.401,33.3799,2.98986,0,3.68651,762.797,34.045,106.906,19.4107,966.86,156.6,4.80292,0,3.01945,466.28,157.209,265.972,97.9097,0.981731,0.384605,1.86472,0,3.0917,663.564,0.835416,44.6749,0.40735,
475,720.648,1066.15,1616.4,0.675938,107.938,30.4964,2.92913,0,4.242,758.382,31.1073,115,16.0505,942.712,144.893,4.52418,0,4.92212,434.781,145.028,302.365,69.7103,0.981731,0.384605,0.834878,0,3.0917,663.564,0.835416,44.6749,0.526554,
476,720.648,1064.64,1424.77,0.676896,40.5797,41.5225,3.24451,0,4.14973,801.742,42.2815,91.0976,40.019,178.317,207.052,5.99919,0,4.31185,635.956,209.065,215.768,204.905,0.981731,0.384605,0.689681,0,3.0917,621.597,0.835416,44.6749,0.526554,
477,720.648,1074,1516.92,0.670994,24.7122,48.7055,3.00317,0,4.19219,788.879,49.8798,112.499,42.1286,119.346,247.752,4.76519,0,4.31028,592.832,251.412,280.692,221.131,0.981731,0.384605,0.397878,0,3.08385,663.559,0.835416,44.6749,0.526554,
478,720.648,1057.41,1814.02,0.68152,113.491,30.8402,2.75615,0,4.23956,744.442,31.4893,109.631,20.5246,1259.38,149.771,4.22258,0,5.02993,408.139,148.689,297.554,95.1691,0.981731,0.384605,0.266761,0,3.08815,658.857,0.835416,33.4122,0.526554,
479,719.993,1126.99,2294.24,0.638866,180.021,33.9066,2.69199,0,3.83676,746.233,34.5574,101.021,24.7185,1591.43,173.52,3.96907,0,3.5582,428.212,173.544,263.048,155.014,0.981731,0.384605,1.86472,0,3.0917,663.564,0.835416,44.6749,0.526554,
480,719.993,1476.8,6420.09,0.487537,563.931,29.5161,2.7065,0,3.78739,734.524,30.1407,97.4113,14.7801,5947.32,144.965,4.18964,0,3.36496,401.491,145.17,253.207,82.0882,0.981731,0.384605,1.86472,0,3.0917,663.506,0.835416,44.6749,0.510086,
481,719.993,1062.37,1274.2,0.677721,40.1274,50.1184,3.28565,0,3.936,788.326,50.7035,103.144,22.7336,532.597,201.62,5.441,0,3.86257,507.069,197.693,241.215,90.6484,0.981731,0.384605,1.87419,0,3.0917,663.506,0.835416,44.6749,0.510086,
482,719.993,7993.11,98336.9,0.0900767,6986.15,38.9024,2.99625,0,4.41645,774.813,39.9197,108.641,37.2718,97770.3,180.269,4.53244,0,5.18047,478.969,183.8,255.25,192.881,0.981731,0.384605,1.87419,0,3.09766,618.428,0.835416,44.374,0.510086,
483,719.993,1062.1,1461.69,0.677898,56.3096,43.0288,2.8139,0,4.24458,770.767,43.7752,98.2412,42.9156,4402.12,207.421,4.47351,0,4.73989,485.306,207.518,238.655,218.355,0.981731,0.384605,0.577363,0,3.09766,663.506,0.835416,44.6749,0.510086,
484,719.993,941.503,1104.22,0.764727,17.8928,26.57,2.80343,0,3.747,747.815,27.3251,91.8226,23.5274,83.3025,154.295,4.52595,0,3.18768,457.173,157.518,232.506,161.06,0.981731,0.384605,1.87419,0,3.09766,663.506,0.835416,44.6749,0.510086,
485,719.993,1059.59,1324.23,0.679502,36.2517,44.4878,3.21515,0,3.84595,786.232,45.091,114.643,25.8218,186.226,199.36,5.36852,0,3.27048,527.62,195.66,301.251,118.569,0.981731,0.384605,1.87419,0,3.09766,663.506,0.835416,44.43,0.510086,
486,719.993,1961.69,11505.1,0.367026,799.448,50.1165,2.66784,0,4.12131,910.956,52.0247,99.5849,42.7747,10598.5,230.09,3.23228,0,4.27807,2763.82,241.211,245.865,294.574,0.981731,0.355208,1.87419,0,3.09766,663.506,0.835416,44.6098,0.510086,
487,719.993,1215.69,2049.82,0.592253,121.368,44.2053,3.43526,0,4.85272,813.876,45.0309,147.25,35.6672,1409.88,178.004,5.88695,0,6.15621,617.261,180.089,370.02,163.816,0.981731,0.355208,1.87419,0,3.09766,606.353,0.835416,44.6749,0.510086,
