Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.ackerman_angle,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
180,0.678051,34.5942,5.55658,1.1838,14.2142,2.75003,4.04496,6.2896,0,46.2847,2.20678,6.3376,1.55304,31.453,6.74892,
181,3.40954,34.585,5.61663,1.12725,15.5339,2.29564,2.40406,5.64542,0,49.3557,1.74396,3.5435,3.54932,31.0534,4.04925,
182,1.9803,34.9541,5.61506,3.35169,14.8727,1.89026,3.63995,7.39182,0,45.9054,1.35055,3.67375,2.16041,31.1546,5.97641,
183,1.06896,34.9228,5.62719,1.93589,15.0722,2.36125,5.87611,5.00913,0,45.6947,1.82168,3.79641,2.52271,31.1013,7.1172,
184,2.55068,35.0055,5.6809,2.77511,15.3394,2.53661,3.02434,3.72241,0,45.1989,2.01125,3.32465,3.24099,31.116,8.42192,
185,0.45932,34.9893,5.72357,4.44542,17.2632,1.58542,4.19832,5.83015,0,47.2201,1.00968,2.27892,0.809773,31.3094,6.83249,
186,2.98143,34.9389,5.61055,1.68137,15.0644,2.17556,1.78104,4.10661,0,48.7904,1.63172,3.86763,3.07086,31.1709,7.0892,
187,1.48615,34.9249,5.58731,8.63781,14.213,1.27223,3.46785,1.89627,0,46.0542,0.664596,5.73627,1.58837,31.2858,7.14932,
188,2.34067,34.7909,5.60358,6.34021,14.7857,1.09538,3.21869,5.73092,0,45.4921,0.477544,4.44046,2.38504,31.1651,6.10202,
189,3.27046,34.5414,5.5422,2.65978,14.4389,1.95884,2.709,1.89674,0,45.6586,1.41774,4.62655,3.28822,31.6285,10.3471,
190,2.66744,34.8099,5.68154,1.28781,16.3538,2.62258,7.66833,1.62491,0,46.0032,2.08044,2.77084,2.77349,31.0679,6.60162,
191,0.500251,34.5957,5.60312,1.47236,14.3216,2.87812,3.96391,3.81231,0,47.4321,2.32987,6.82106,1.11344,31.1003,8.0721,
192,0.612552,35.1399,5.66818,0.898598,15.8103,2.65949,10.0017,3.06193,0,47.2357,2.12568,3.25172,1.06887,31.1214,5.44132,
193,0.704549,35.1175,5.66393,1.15882,16.3449,3.58777,4.16436,4.97576,0,47.1238,3.004,2.91177,1.03682,31.1112,7.22302,
194,0.928074,35.0507,5.65965,1.16243,15.2429,2.82974,2.20654,8.44498,0,47.4382,2.30558,3.43145,0.986598,31.0924,7.35978,
195,1.59275,34.8074,5.64246,3.17602,15.0343,2.12187,3.57525,4.09069,0,47.2841,1.57058,3.96636,1.63194,31.0394,8.62229,
196,1.04249,35.0945,5.63507,4.05818,14.3419,3.63448,1.21437,4.88693,0,48.7381,3.12041,4.8197,1.35896,31.1207,5.08993,
197,1.84698,35.2431,5.62443,1.11836,14.263,2.70036,7.5528,2.3615,0,46.7095,2.16418,6.25175,2.25099,31.1764,4.89342,
198,0.691236,34.9356,5.61382,2.30842,14.8758,2.0916,2.47253,8.15526,0,47.2687,1.52138,4.36098,1.56223,31.1496,7.1582,
199,1.84608,34.7661,5.5522,0.875539,14.9372,3.13391,0.872733,4.96012,0,46.3124,2.60515,7.80286,2.24859,31.5235,6.73921,
200,3.52253,35.057,5.67268,7.83127,15.9768,1.9027,1.14271,0.957376,0,46.9562,1.30111,3.11906,3.61816,31.1094,6.03178,
201,3.00224,35.0391,5.69879,1.11244,18.269,2.6204,5.48097,2.24835,0,45.4375,2.08007,1.61633,3.01278,31.1786,7.40718,
202,1.78734,34.7838,5.63809,1.72274,14.2927,2.234,7.25652,3.56632,0,46.3048,1.68989,5.3537,1.76442,31.0368,6.77353,
203,1.85192,34.9979,5.65529,1.8361,15.153,2.76199,2.46266,2.36373,0,46.0579,2.23419,3.7959,1.97809,31.0786,11.9855,
204,3.02206,34.5487,5.55074,4.44655,14.3103,1.93963,3.47871,1.96872,0,46.2978,1.3822,6.41621,3.05606,31.5078,6.28728,
205,2.33334,34.7501,5.58023,3.76911,14.3561,3.42066,1.28362,4.58199,0,45.9864,2.86031,5.56031,2.37,31.2974,6.06912,
206,0.766339,34.922,5.59717,1.32701,14.5169,2.49034,9.9533,2.58697,0,45.4293,1.91923,5.06038,1.69021,31.2264,6.74309,
207,3.29957,34.9679,5.56326,2.29218,14.3847,2.03703,2.46112,2.49441,0,47.1526,1.48049,5.15486,3.97962,31.5024,7.46167,
208,3.71099,34.7674,5.53118,2.62931,14.4136,2.36271,0.937988,3.53148,0,46.7535,1.78479,7.0866,3.7616,31.7775,5.18999,
209,2.32361,34.7953,5.6321,7.99609,16.4165,1.58899,2.02204,4.40907,0,45.6697,1.01862,2.64535,2.53573,31.0623,6.14567,
210,2.52787,34.6247,5.49586,2.40736,14.706,2.75426,2.69929,4.64491,0,47.1837,2.23119,4.024,2.94437,32.2885,5.73196,
211,0.850697,34.7284,5.56604,3.91203,14.0837,2.67601,1.15409,6.01133,0,45.7028,2.1364,5.7809,1.55624,31.4027,8.75969,
212,3.54438,34.9374,5.64713,3.78778,14.9578,2.17615,0.79435,2.96826,0,46.3325,1.63127,4.06056,3.76729,31.0676,8.68303,
213,1.36369,34.7677,5.5996,1.42749,14.6519,2.34314,5.66842,7.05765,0,45.5813,1.80276,4.5976,1.4209,31.1792,6.92954,
214,0.529445,34.6964,5.65624,2.96428,15.7344,2.34609,1.21087,6.10129,0,50.3023,1.80831,3.0992,1.25417,31.0052,7.68459,
215,1.66683,34.6941,5.59359,4.02276,14.2452,1.97664,0.691688,7.74031,0,46.4304,1.43094,6.35861,2.05389,31.1787,6.32085,
216,1.43063,34.8167,5.53801,1.89625,14.3882,3.11922,3.64718,3.77713,0,47.0195,2.57052,4.8162,2.81742,31.7365,6.85796,
217,1.83455,34.8859,5.70722,4.46992,19.2491,1.2587,6.00436,5.27286,0,46.4988,0.665612,1.23694,1.88788,31.1764,4.35932,
218,0.600771,34.9988,5.63323,3.17279,15.8562,2.42309,6.43721,2.48083,0,44.1839,1.85995,3.12374,0.655081,31.1058,12.0069,
219,2.57829,34.8606,5.61755,1.67829,14.7961,3.52145,4.6408,2.13921,0,46.2518,2.97226,4.31844,2.6611,31.1184,7.39865,
220,4.21341,34.8144,5.57023,1.44416,14.1538,2.93634,1.87172,3.89421,0,46.4258,2.40078,6.20263,4.23343,31.3749,5.01769,
221,1.44834,35.0241,5.65852,3.29578,17.0428,3.34429,4.36395,5.61213,0,46.055,2.82183,2.10359,1.48175,31.0851,5.21729,
222,3.14409,34.8461,5.60382,0.909044,14.8401,3.25107,3.89499,4.32399,0,45.4923,2.69744,4.2331,3.17728,31.1801,6.98411,
223,0.461761,34.9632,5.61372,2.41587,14.7449,1.92895,6.74695,4.05267,0,44.1137,1.3801,4.35163,0.761837,31.1569,11.8983,
224,0.6075,34.812,5.59965,2.10818,14.5858,2.81692,8.36302,4.16817,0,45.9118,2.29103,4.33251,1.11276,31.1898,6.69662,
225,5.10854,34.7167,5.56157,1.63571,14.9987,2.40367,1.89769,1.97234,0,46.2703,1.85824,3.96983,5.27368,31.4771,7.45247,
226,0.447755,34.9663,5.64296,3.19132,15.0167,1.91764,2.06048,3.40052,0,43.8336,1.37004,3.95398,1.04796,31.0782,16.6721,
227,2.46886,34.8288,5.54263,4.06464,14.3074,2.09701,1.6302,4.14567,0,46.1229,1.55446,6.44027,3.02779,31.6633,6.75744,
228,0.827973,34.9697,5.61032,1.87085,14.3388,3.0697,4.7704,4.06889,0,47.6108,2.53781,4.72798,1.04139,31.1719,8.06782,
229,2.46828,35.2079,5.63569,0.998228,14.8372,3.16326,4.11454,3.72521,0,45.6908,2.61907,4.13587,2.65419,31.1477,8.29016,
230,0.852972,34.6727,5.61278,6.00957,14.576,1.74379,2.12849,5.16923,0,45.2437,1.17705,4.46148,0.880497,31.088,11.0922,
231,3.8373,34.8353,5.58311,2.08882,14.749,1.95408,2.4306,3.91074,0,47.3691,1.40935,4.28823,4.05046,31.2995,6.92505,
232,1.30466,35.0515,5.748,1.18118,19.0583,2.81793,3.56971,5.46607,0,45.6333,2.28434,1.24375,1.70753,31.5091,8.16264,
233,0.391256,35.0981,5.66094,2.1893,14.7038,2.09189,6.42684,3.32691,0,46.605,1.54336,4.49768,0.92566,31.1056,10.1826,
234,3.63684,34.855,5.63425,5.53387,14.5018,1.95882,0.222135,4.10591,0,45.3058,1.41577,4.49936,3.65667,31.0659,8.39955,
235,0.522998,34.6371,5.52548,3.29513,15.7499,3.00914,2.6736,8.31136,0,46.0453,2.47302,3.04501,1.16215,31.8816,6.49982,
236,2.48515,34.4199,5.54805,2.00115,15.2207,3.08573,1.5545,5.11898,0,47.0959,2.558,3.59223,2.51961,31.5465,8.09626,
237,1.60754,34.927,5.67753,0.916055,18.4605,2.72386,5.35351,5.26657,0,46.4179,2.16687,1.45551,1.7767,31.0799,7.01395,
238,1.37952,35.1104,5.64511,2.50083,14.7149,2.72906,4.10997,4.00407,0,44.5228,2.20116,4.2155,1.67736,31.1104,10.9257,
239,1.57772,34.7671,5.67288,1.62052,15.9016,2.00662,2.28784,10.4257,0,48.746,1.45206,3.3616,2.14919,31.039,3.851,
240,0.660128,34.8969,5.58075,1.96467,14.2171,3.30167,1.76765,3.47187,0,48.0873,2.74632,6.32482,0.907267,31.3167,9.62677,
241,2.86022,34.9434,5.65803,3.60606,15.6264,3.1105,3.40608,2.80016,0,45.747,2.56181,3.69512,3.0894,31.0659,6.73256,
242,3.06033,34.8658,5.66768,5.32764,17.2164,1.52727,3.01411,3.42649,0,45.1945,0.956891,2.11034,3.05613,31.0528,8.42718,
243,0.541615,34.8761,5.54219,7.43221,14.3194,1.56617,4.79987,1.40238,0,47.3042,0.945225,6.37324,0.959734,31.6757,7.16875,
244,1.35891,34.6969,5.54253,1.26408,14.2942,3.23571,3.33941,4.43544,0,48.5103,2.67801,5.32598,2.03986,31.6407,6.56554,
245,3.22654,34.3918,5.52729,2.85847,14.1993,3.07784,0.821161,3.8515,0,45.1591,2.51141,6.76563,3.47746,31.7398,7.36721,
246,2.29757,34.9037,5.62636,5.70761,14.738,1.24583,4.93846,1.18345,0,45.4974,0.659379,4.34564,2.42081,31.0949,10.3421,
247,0.360739,34.9676,5.5915,2.26958,14.4638,2.66257,10.782,2.00037,0,45.9973,2.12926,4.48443,0.702799,31.2778,7.32105,
248,0.236083,34.8698,5.61546,6.02468,14.8638,1.42145,3.37252,9.48341,0,48.4447,0.843044,4.08889,0.353131,31.1281,4.28382,
249,0.559022,34.7873,5.59306,0.958308,14.354,2.88013,1.33499,10.0472,0,46.5527,2.33469,5.23135,1.05202,31.216,8.15645,
250,0.872022,34.6971,5.61045,2.53547,14.5658,3.01391,2.53354,7.55677,0,46.6041,2.48445,4.50539,2.0785,31.1051,6.89479,
251,3.43887,34.3684,5.55356,3.74043,14.2524,1.99085,1.88115,4.78474,0,46.9192,1.43989,5.33782,3.56597,31.4504,6.33907,
252,1.36317,35.1287,5.6664,1.63538,14.5952,3.01564,2.04336,5.66405,0,45.9097,2.48592,4.53438,2.00552,31.1191,9.93159,
253,0.5151,34.8407,5.63906,0.804698,14.7042,2.45393,7.32967,4.73451,0,46.0075,1.91318,4.5198,0.593973,31.0515,10.0467,
254,1.16491,34.6093,5.58109,2.5229,15.4464,2.7434,3.71369,5.55754,0,47.4192,2.20238,3.40576,1.80862,31.2739,7.71078,
255,0.682562,34.9911,5.68535,3.35106,18.0295,2.79053,3.92271,4.27582,0,46.9784,2.2421,1.56585,0.749724,31.116,8.78585,
256,4.14259,34.8561,5.60399,1.10919,14.697,3.14216,3.80576,1.09441,0,47.4634,2.59579,4.33639,4.14703,31.1722,7.01536,
257,0.788799,34.9389,5.61264,2.09054,14.2965,2.40532,4.30885,4.54815,0,45.5135,1.86351,5.18759,1.02423,31.151,11.4669,
258,1.95005,35.2003,5.58008,0.98054,14.3894,3.07416,4.40065,4.62199,0,46.6746,2.54939,4.76525,2.33033,31.4166,7.26783,
259,1.73193,34.9861,5.61562,5.68212,14.7976,1.86157,3.15935,5.81883,0,45.7572,1.29314,3.94937,2.18705,31.1583,7.20405,
260,0.711353,34.5817,5.54725,0.987595,14.3846,2.70811,1.22009,2.11145,0,42.8441,2.14181,5.2433,1.61038,31.5643,19.5468,
261,3.00887,34.821,5.58466,0.761283,14.2161,2.66835,3.05179,4.43928,0,46.9399,2.13711,6.13908,3.05902,31.2773,7.12945,
262,0.384568,34.7248,5.63344,2.28471,15.9702,2.97037,5.72635,4.06221,0,46.317,2.4322,3.10414,0.725754,31.0386,9.87573,
263,2.00439,34.8284,5.63451,4.34952,16.905,1.99803,4.47808,3.42165,0,45.8442,1.43571,2.39931,2.15201,31.0628,8.74195,
264,0.468594,35.0597,5.60249,1.0304,14.5495,3.27733,4.49383,7.63224,0,46.5713,2.7168,4.85878,1.11618,31.2312,6.68171,
265,0.623501,34.6235,5.59807,2.23704,15.6005,2.21993,5.08678,6.38937,0,47.8319,1.67254,3.35246,1.23132,31.161,7.68235,
266,2.05334,34.7975,5.57119,1.12367,14.2455,2.6707,4.69387,3.95388,0,49.225,2.11531,5.89889,2.13422,31.3779,5.4579,
267,1.45035,35.0075,5.58976,3.62141,14.3677,3.34234,4.58689,2.11516,0,45.8341,2.78653,5.46289,1.79471,31.2877,8.07315,
268,1.85336,34.6303,5.59216,6.50204,14.0788,2.25672,1.76318,4.0247,0,48.1108,1.70476,6.00769,1.8839,31.1745,5.74142,
269,1.05006,35.2041,5.69952,4.59072,17.7921,1.73177,2.41115,6.10382,0,45.0365,1.16976,1.7848,1.95563,31.2198,9.57734,
270,1.4637,34.5692,5.579,5.71076,14.9595,1.51474,1.93621,5.47126,0,47.7172,0.914644,4.07483,1.66026,31.2771,8.48865,
271,1.47366,34.667,5.6558,8.49419,17.0251,0.84003,1.08476,2.57059,0,47.1866,0.169951,2.34369,1.93606,30.998,10.9011,
272,1.77412,34.7123,5.56081,0.835998,14.294,2.56325,3.93077,8.47082,0,45.5691,2.01242,5.62349,1.78513,31.4464,6.79786,
273,1.30021,35.0156,5.59279,10.3195,14.1618,1.66845,0.618109,4.05471,0,45.7789,1.05977,6.12796,1.51928,31.2684,6.89924,
274,3.53243,35.5659,5.72634,1.1192,18.4909,3.20261,1.39834,0.587109,0,48.7155,2.67267,1.34468,3.65212,31.4606,7.94397,
275,1.48498,34.6946,5.57725,2.13992,14.1465,2.90107,5.84047,1.59708,0,44.3778,2.35968,5.59428,1.80261,31.3003,11.597,
276,3.26291,34.6727,5.58322,2.63632,14.4724,2.59393,4.66053,3.29291,0,45.9483,2.06383,4.54578,3.48155,31.268,6.93678,
277,1.87621,34.8785,5.60019,3.82514,14.378,3.17249,5.30081,4.2978,0,46.7067,2.63734,4.60817,1.97196,31.2039,4.97709,
278,0.664922,35.4553,5.71268,2.9841,17.0825,4.06087,1.40013,1.1609,0,43.7839,3.5343,2.00781,1.11003,31.3501,15.1269,
279,1.28131,35.2522,5.63315,1.27525,16.8819,2.03263,2.42579,8.5396,0,49.4803,1.48238,2.27012,2.21038,31.172,5.50552,
280,2.82465,34.7316,5.64057,6.77381,14.464,1.50688,1.83908,5.64605,0,45.8072,0.942122,4.57345,2.91389,31.0219,6.76233,
281,2.14816,34.7677,5.58919,0.906594,15.6806,2.72085,1.27793,2.76393,0,44.8384,2.16246,3.32995,2.16763,31.2582,15.8394,
282,2.68211,34.8008,5.63902,0.746303,14.754,2.7473,4.51523,6.38179,0,46.923,2.22157,4.10599,2.71333,31.044,6.24468,
283,0.988979,34.6035,5.59086,1.93774,14.9141,2.38352,6.06455,4.11614,0,47.8771,1.82822,4.18814,1.06097,31.1964,8.77354,
284,4.17759,34.6944,5.55908,0.78201,14.2208,2.61579,0.437758,4.01283,0,44.2857,2.08099,5.83689,4.20572,31.4689,11.1462,
285,2.253,34.621,5.57955,2.26768,15.2097,2.05964,2.26118,5.28566,0,47.5621,1.50958,3.78952,2.73601,31.2899,9.10792,
286,0.781295,34.6278,5.53437,1.14583,14.8355,2.49523,5.21736,8.70046,0,46.9755,1.95407,4.10737,1.17217,31.746,6.2438,
287,1.93195,34.7235,5.57367,2.96664,14.2323,2.98939,6.91301,2.42253,0,46.1884,2.4263,6.92794,2.00544,31.3204,4.92831,
288,2.50058,35.2508,5.67658,1.06337,17.5362,2.95787,2.29599,4.37508,0,44.3783,2.3885,2.17413,3.03984,31.1591,10.7583,
289,0.793742,34.9009,5.59693,3.8241,14.4105,1.90526,7.45776,3.66284,0,47.2408,1.34476,5.0361,1.71,31.2229,6.45155,
290,0.293256,34.8781,5.65991,2.64669,14.2377,2.28452,3.53827,11.0177,0,45.3045,1.73946,5.57088,0.326652,31.0521,7.01123,
291,0.70117,35.0867,5.63278,0.874063,15.4239,2.35979,4.33717,2.85769,0,43.6752,1.80994,3.67108,1.54842,31.127,16.4703,
292,3.13672,35.0467,5.66994,5.99858,16.1392,1.37143,6.061,2.92382,0,45.5514,0.785446,2.55213,3.18938,31.099,6.06393,
293,1.11847,35.2312,5.67084,1.12446,16.1431,3.59399,4.67238,6.41589,0,46.6429,3.05277,2.91658,1.80461,31.1474,6.07437,
294,0.678182,34.8481,5.58422,5.47484,14.3005,2.45763,4.99959,4.37996,0,45.39,1.87556,5.45276,1.03083,31.2902,7.84891,
295,1.49919,35.1176,5.70053,1.07893,17.1954,2.31555,3.0737,3.78618,0,50.2504,1.74549,2.29656,1.587,31.2088,8.78158,
296,5.24834,34.4341,5.5774,1.7493,15.1661,2.3051,4.63281,1.37265,0,45.0306,1.76313,3.57197,5.39582,31.2696,8.1939,
297,0.78476,35.0339,5.61915,1.25112,15.6603,2.76536,3.20134,6.48828,0,44.4169,2.23495,2.88662,1.8296,31.1605,12.4056,
298,0.81259,34.9764,5.5655,1.56525,14.354,3.42938,2.02232,4.64489,0,49.8105,2.8795,4.96898,1.64547,31.4805,7.6264,
299,1.22125,34.6392,5.56397,3.6486,14.2712,1.91837,1.0001,6.83817,0,47.4903,1.36312,6.23409,2.28472,31.397,7.94812,
300,2.12703,35.1783,5.64877,1.92267,16.499,2.16991,1.58641,5.49193,0,44.68,1.62463,2.52838,2.2325,31.1266,13.0155,
301,2.31383,34.7344,5.55512,2.49754,14.1155,3.53029,1.83987,1.44688,0,48.4068,3.01373,5.7347,2.35163,31.5156,8.78929,
302,1.94254,34.9845,5.62169,0.797634,15.658,2.56153,8.6461,1.76504,0,48.4222,2.02444,3.22258,2.38657,31.1383,6.68894,
303,2.76367,34.7604,5.59427,1.87173,15.0088,2.65587,8.75125,2.2445,0,46.1653,2.10657,3.93207,3.08146,31.2099,5.7261,
304,2.35446,35.0451,5.61676,1.18792,14.4946,3.35828,1.94344,6.44216,0,46.4005,2.81815,4.41928,2.51645,31.1661,8.12743,
305,0.482192,35.1529,5.66987,1.12888,16.424,2.7051,5.93964,7.55778,0,48.3421,2.15841,2.76415,0.967146,31.1262,5.47534,
306,1.917,35.0687,5.73328,0.785305,17.753,2.0212,3.11918,4.02772,0,44.6496,1.46893,2.09453,2.46863,31.4025,13.3846,
307,4.23533,35.1551,5.73743,1.2411,16.985,2.61039,2.25129,2.09502,0,48.4338,2.05421,2.56886,4.29546,31.4675,6.76765,
308,0.683129,35.1005,5.68697,3.04502,16.4516,3.05372,2.19464,7.68579,0,47.3519,2.51631,2.6872,1.38169,31.1525,6.90819,
309,0.234923,34.7801,5.61355,1.64716,14.1953,2.49616,4.78941,5.10395,0,47.7806,1.96518,6.27334,0.27172,31.1016,9.64785,
310,1.80068,34.9239,5.57851,3.69703,14.1089,2.75584,4.67808,2.47439,0,48.0608,2.21472,5.53857,1.93739,31.3527,6.78685,
311,1.83039,34.7561,5.61824,4.37742,14.2066,1.87443,1.60218,4.41836,0,44.535,1.31955,5.90536,2.71742,31.0786,11.6825,
312,0.55514,34.8359,5.62408,1.22663,14.8773,2.15623,9.72362,2.91602,0,45.5988,1.6173,4.03426,1.29416,31.0881,10.377,
313,0.912843,34.7484,5.5919,0.780742,14.6489,2.50601,5.38446,3.96263,0,46.8555,1.96651,4.32674,1.36769,31.2213,11.6751,
314,0.448748,34.8603,5.63305,3.01214,15.4996,2.86528,2.60802,7.838,0,44.3699,2.3362,3.50003,1.06986,31.0712,10.8491,
315,1.17432,35.0686,5.6157,1.12261,14.5222,3.25858,0.710885,8.0472,0,45.5055,2.72339,4.63869,2.14159,31.1721,10.2654,
316,1.95196,35.0714,5.62764,2.12586,14.8222,3.0181,4.88448,4.65456,0,45.9037,2.45701,4.23458,2.09028,31.1357,8.02502,
317,1.03451,34.5401,5.52031,4.06119,14.4417,2.17983,5.21232,4.32816,0,46.7892,1.63083,6.82679,1.2646,31.86,6.32393,
318,2.38126,35.3226,5.67556,1.05829,16.5013,2.69436,4.83283,4.08386,0,46.8994,2.12899,2.70433,2.63937,31.1779,7.92381,
319,1.01065,34.7972,5.59413,7.57334,14.2068,2.28521,0.788115,5.10254,0,47.0531,1.74725,4.79158,1.37105,31.2175,8.53343,
320,3.37641,35.0796,5.67022,0.802715,16.2109,2.18737,2.22117,5.86124,0,47.3406,1.6465,2.92113,3.55597,31.1101,8.09712,
321,1.61,35.1801,5.66326,3.66234,15.5684,2.6238,5.88704,1.37954,0,50.3182,2.06011,3.60553,1.78041,31.1264,5.66472,
322,0.969912,34.1051,5.46253,12.8461,14.3058,0.529457,5.45933,1.00587,0,46.7687,0.55241,5.23431,1.2525,32.7283,4.96236,
323,3.89655,35.0821,5.77852,2.60408,19.3687,1.84542,5.42532,2.38385,0,46.5876,1.28134,1.24821,4.05827,31.8551,4.78791,
324,1.90708,34.8452,5.58825,3.19833,14.1865,2.01308,3.17523,4.21223,0,48.9134,1.47536,5.76446,2.2571,31.2546,7.41688,
325,0.539159,35.1019,5.73795,0.92575,17.6257,2.3963,5.9333,5.27688,0,44.7016,1.86604,1.76534,0.603745,31.4399,12.3543,
326,1.16122,34.8362,5.60555,3.33582,14.4193,1.864,5.15933,6.06236,0,44.9911,1.31662,4.80228,1.74311,31.1597,9.91861,
327,2.09466,35.4164,5.7251,9.8382,17.8232,1.24142,1.23733,0.741576,0,44.0934,0.627217,1.58301,2.51161,31.4175,12.0278,
328,3.22523,35.2005,5.67924,2.47762,16.2756,2.45353,1.47279,3.97104,0,44.649,1.91621,2.74317,3.35625,31.1572,11.8068,
329,2.93282,34.493,5.49028,4.94862,14.1567,2.42641,3.06655,3.16371,0,47.6249,1.8716,6.3795,3.4807,32.3142,4.03581,
330,2.58822,35.2549,5.69175,1.96848,16.5985,3.45321,5.5145,4.15992,0,46.5198,2.90261,2.57152,2.75293,31.2081,5.21351,
331,1.12591,34.7131,5.58106,2.03401,14.615,2.73879,6.29648,7.58146,0,46.3212,2.17464,4.63439,1.15012,31.2897,6.17334,
332,0.902105,34.8789,5.64637,1.1124,14.586,2.77831,2.68196,6.84341,0,50.3809,2.2147,5.08341,0.93135,31.0516,7.36202,
333,1.45961,34.6266,5.57499,1.37522,16.1375,2.94014,4.31322,4.1742,0,43.8058,2.38269,3.00198,2.07426,31.3366,13.2827,
334,1.87121,34.9141,5.5702,1.01698,14.9458,2.73104,1.34301,7.85694,0,48.2441,2.20372,3.83521,1.99914,31.4393,8.55072,
335,2.33051,35.052,5.64463,1.93458,14.6867,2.03489,1.90433,3.33761,0,44.0905,1.48986,4.50896,2.84728,31.0959,15.5847,
336,0.424174,34.5903,5.60951,0.813106,14.6453,2.47803,5.64866,3.67579,0,48.4816,1.94762,4.47,0.633744,31.0829,12.0606,
337,2.4011,35.1031,5.60219,1.28423,14.4197,2.98286,5.40436,3.77112,0,48.5692,2.44852,4.82122,2.67277,31.2466,5.8442,
338,2.2562,34.8838,5.63301,2.00203,15.3664,2.9298,6.21747,5.67363,0,45.4553,2.3906,3.5632,2.66366,31.0758,6.47018,
339,2.49622,35.1414,5.65326,2.51907,15.7126,2.30907,3.23964,4.90175,0,46.6482,1.77182,3.26619,2.61559,31.1143,9.20747,
340,2.13842,34.9911,5.64359,3.2424,15.7564,2.6836,4.87811,2.41438,0,44.4307,2.13809,3.086,2.192,31.0858,11.921,
341,2.76432,35.1085,5.65933,5.13922,14.5563,2.31068,1.96837,4.55684,0,45.3313,1.76091,4.60866,3.02917,31.1071,8.71054,
342,1.97714,35.3615,5.69623,3.32395,18.0178,2.3209,3.78665,2.97359,0,47.3812,1.75396,1.54945,3.05699,31.2413,8.1719,
343,0.710383,35.0048,5.62419,3.2712,15.4698,1.859,7.23901,4.82888,0,47.3636,1.3051,3.53224,0.917376,31.131,8.40317,
344,0.860887,34.7614,5.61221,3.36473,14.9951,2.87461,7.27293,3.76403,0,46.4114,2.31308,4.09811,2.04537,31.1157,7.18209,
345,2.182,34.7372,5.55095,4.52306,14.1931,1.72845,4.44687,5.47842,0,46.7063,1.1786,5.64477,2.47019,31.5507,6.28621,
346,1.77354,35.0617,5.6515,0.917763,16.939,2.74133,7.25878,3.93104,0,47.9485,2.17895,2.44611,1.85224,31.0961,6.88347,
347,1.54317,34.5563,5.52921,1.09579,14.2751,2.39829,4.24897,7.47301,0,44.5918,1.86068,5.11759,2.20619,31.7784,10.0416,
348,1.42562,34.5153,5.60039,4.05346,14.5085,2.0567,5.98057,3.05626,0,48.025,1.5052,4.68728,1.82753,31.1122,8.375,
349,2.16484,34.8326,5.63139,1.16262,14.5602,3.26272,4.01397,3.95502,0,48.7085,2.70523,4.85408,2.61998,31.063,7.24133,
350,2.42763,34.7244,5.60481,2.85098,14.2512,2.07873,3.44741,5.5653,0,49.5935,1.52756,6.11974,2.96028,31.1255,4.50455,
351,1.28439,35.3523,5.67034,6.60912,15.1197,1.42363,6.22704,3.60668,0,44.8208,0.841572,3.86842,1.72177,31.1774,9.0937,
352,1.65521,34.8463,5.61469,2.65803,14.8125,3.13133,5.64104,4.17711,0,44.9852,2.58811,4.28399,2.68988,31.1257,8.62707,
353,3.94259,34.7718,5.56314,0.924719,14.9706,2.57156,4.57194,4.09168,0,45.4884,2.02415,4.07127,3.99387,31.4713,8.40181,
354,2.14213,35.3077,5.69541,2.50931,17.7515,3.51041,1.66518,3.78208,0,47.6543,2.92646,2.09757,2.23808,31.2318,8.35349,
355,2.08567,34.9969,5.68092,1.35142,16.3306,2.41011,11.8398,3.10165,0,45.893,1.86524,2.96248,2.10726,31.1098,5.13407,
356,3.92018,34.9966,5.65797,1.84301,16.335,3.16082,3.23742,1.0708,0,45.3247,2.62898,2.79036,4.11023,31.0788,10.7204,
357,2.54561,34.6952,5.63171,2.15214,14.513,1.87735,1.37673,5.66481,0,43.4874,1.33196,4.76568,2.52787,31.0282,15.2787,
358,2.72128,34.278,5.49609,0.97476,14.4436,3.22963,3.06245,8.01003,0,45.5643,2.66863,4.72982,3.04864,32.2039,6.4683,
359,1.69364,34.7279,5.55982,1.12998,14.473,2.48365,4.85511,4.62888,0,45.3421,1.95282,6.88691,2.28512,31.4507,9.44602,
360,3.394,34.9948,5.6119,1.10233,15.4435,2.40997,6.35627,2.74358,0,47.6494,1.86812,3.36518,3.56377,31.1821,7.2773,
361,1.60109,35.3063,5.75458,1.76389,18.3593,2.56206,1.81566,4.22214,0,43.5851,2.03848,1.35509,1.63353,31.6375,15.3316,
362,3.9054,34.8317,5.5882,2.4964,14.7585,2.00345,4.22273,3.35511,0,44.5922,1.44276,4.3724,4.37705,31.2616,9.76803,
363,0.779918,34.9054,5.64597,2.2377,15.3366,2.6074,6.33589,5.28339,0,45.8313,2.05399,3.6692,1.14882,31.0604,10.1194,
