Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
15,1152.27,2644.97,1965.97,0.435645,364.437,218.431,9.07508,0,21.7945,1173.33,219.179,432.142,206.591,1492.47,182.216,5.0172,0,11.2736,444.488,183.595,340.594,183.483,21.9165,3.8507,0.134979,0,3.52634,657.072,4.99384,14.0215,1.07569,
16,1152.27,2709.96,3170.24,0.425199,457.449,216.05,8.61107,0,21.8506,1146.26,217.002,428.31,214.428,2699.18,207.671,4.11843,0,11.412,400.54,210.12,344.974,241.453,21.9165,3.41712,0.134979,0,3.51087,657.072,4.99384,14.0215,1.07569,
17,1152.27,2403.59,722.284,0.479396,260.624,203.008,8.35882,0,21.9649,1106.32,203.644,408.777,190.896,243.903,177.535,4.18626,0,11.4397,348.441,178.076,323.306,184.427,21.9165,3.41712,0.134979,0,3.52634,657.072,4.99384,14.0215,1.07569,
18,1087.41,2352.73,912.052,0.462189,248.562,199.339,7.94427,0,22.0145,1078.84,199.979,406.456,189.599,136.839,214.689,3.93822,0,11.3943,399.344,216.605,328.806,211.919,21.9165,3.41712,0.12951,0,3.52634,657.072,4.99384,14.0215,1.07569,
19,1000.65,2390.32,1689.24,0.418625,327.683,185.3,7.8308,0,21.7774,1065.89,185.885,412.124,183.824,1012.91,186.068,3.87685,0,11.374,346.032,188.29,323.748,212.901,21.9165,3.41712,0.115563,0,3.52634,657.072,4.99384,14.0215,1.07569,
20,1000.65,2328.23,1775.19,0.429789,269.54,191.97,7.5101,0,20.9871,1067.5,192.774,394.402,183.541,396.228,263.699,3.96488,0,11.4632,672.108,266.429,307.556,285.288,21.9165,3.41712,0.0962408,0,3.2354,657.072,4.99384,14.0215,1.07569,
21,1000.65,2278.14,1478.59,0.439238,249.631,182.352,7.21236,0,20.8348,1059.43,182.938,387.93,187.81,147.607,225.273,3.72326,0,11.7201,701.517,227.971,298.445,327.918,21.9165,3.41712,0.0962408,0,3.2354,657.072,4.99384,14.0215,5.71992,
22,1000.65,2129.5,611.302,0.469897,245.991,162.027,7.00986,0,20.6488,983.329,162.482,386.74,161.275,127.733,137.579,3.89612,0,11.8205,330.918,137.706,277.479,158.79,21.9165,3.41712,0.0962408,0,3.2354,657.072,4.99384,14.0215,5.71992,
23,1000.65,2352.31,3197.59,0.425389,422.955,175.529,7.1463,0,20.3322,1000.55,175.985,386.811,163.006,2593.53,186.641,4.32284,0,11.8553,421.244,185.114,290.673,202.006,21.9165,3.41712,0.0962408,0,3.03893,657.072,4.99384,14.0215,5.71992,
24,1000.65,2114.76,959.224,0.473173,260.046,167.389,6.73647,0,20.7664,974.45,167.961,355.066,162.342,352.81,183.984,3.99821,0,11.708,348.115,184.596,275.868,199.948,21.9165,3.41712,0.0962408,0,3.03893,657.072,4.99384,14.0215,2.27131,
25,1000.65,2144.72,1730.64,0.466562,355.661,154.028,6.48754,0,20.7552,950.818,154.55,356.048,146.375,1409.54,156.66,3.5276,0,11.7237,312.982,159.712,265.169,178.428,21.9165,3.41712,0.115563,0,3.03893,657.072,4.99384,14.0215,5.71992,
26,1000.65,2030.11,1185.88,0.492903,293.864,140.505,6.46314,0,21.0177,936.978,140.989,353.521,136.77,799.09,126.308,4.22849,0,11.7518,372.281,127.906,253.973,142.764,21.9165,3.41712,0.115563,0,3.03893,657.072,5.01019,14.0215,5.71992,
27,1000.65,2363.87,6005.9,0.423309,615.641,147.942,6.11566,0,20.5468,925.823,148.487,353.015,146.297,5459.13,165.207,3.80388,0,11.8227,324.889,165.224,256.687,170.246,29.5561,3.41712,0.115563,0,3.03893,657.072,5.01019,14.0215,5.71992,
28,1000.65,1959.88,977.36,0.510566,221.867,152.149,5.96791,0,20.5037,923.416,152.641,342.685,140.649,347.273,204.577,3.56831,0,11.7744,392.312,205.71,254.516,225.747,29.5561,3.41712,0.115563,0,3.03893,657.072,4.83608,14.0215,5.71992,
29,1000.65,2020.19,1429.84,0.495324,218.305,166.471,5.91695,0,20.9474,960.965,166.974,319.451,161.156,147.26,256.786,4.30292,0,11.8158,659.336,256.6,237.408,316.532,29.5561,0.48832,0.115563,0,2.91345,657.072,1.21656,14.0215,2.67596,
30,1000.65,1844.94,723.397,0.542374,209.382,140.837,5.63413,0,20.9044,872.069,141.086,331.385,123.641,115.848,170.219,3.47275,0,11.8679,267.044,172.801,269.096,115.498,29.5561,1.87891,0.115563,0,3.10633,657.072,1.77784,14.0215,5.71992,
31,1000.65,1968.99,2536.48,0.508203,263.595,150.069,5.34048,0,20.7693,917.103,150.629,314.274,147.21,876.971,232.607,2.99904,0,11.7083,915.635,234.002,230.975,302.357,29.4694,1.87891,0.115563,0,3.10633,657.072,1.77784,14.0215,5.71992,
32,1000.65,1853.62,1162.21,0.539834,194.883,138.921,5.65761,0,20.5552,902.167,142.049,308.217,141.169,137.608,199.469,4.30173,0,12.0941,534.827,213.006,224.899,251.75,29.4694,1.18854,0.12951,0,3.10062,657.072,1.65081,14.0215,1.09798,
33,1000.65,1796.12,1039.02,0.557116,208.226,126.703,5.61607,0,20.4231,885.727,127.049,302.238,120.135,273.111,164.375,4.47131,0,12.3329,445.677,166.505,225.957,165.929,29.4694,1.87891,0.12951,0,3.09159,657.072,1.77784,14.0215,1.16414,
34,1000.65,1753.07,946.261,0.570795,197.629,118.127,5.50221,0,20.0497,883.036,118.789,292.365,117.577,162.267,116.278,4.78375,0,12.2864,469.161,120.727,244.511,172.591,29.4694,1.87891,0.126721,0,2.84418,657.072,1.77784,14.0215,2.917,
35,1000.65,1726.57,972.303,0.579558,184.197,133.783,5.11438,0,20.0705,846.687,134.099,282.578,120.04,125.92,196.824,3.50934,0,12.2264,376.555,197.547,229.29,196.416,25.7785,1.87891,0.126721,0,3.09159,649.629,1.77784,14.0215,2.917,
36,1000.65,1669.17,711.608,0.599486,183.327,124.166,4.93229,0,20.1846,825.466,124.654,263.9,122.544,135.036,167.319,2.85036,0,12.1857,217.513,169.56,212.69,161.653,8.90888,1.87891,0.126721,0,3.09159,649.629,1.77784,14.0215,2.917,
37,1000.65,1677.3,890.203,0.596583,169.489,130.02,4.75078,0,20.2862,825.51,130.579,273.411,123.25,96.1738,194.067,2.81854,0,12.1005,263.449,195.458,257.997,180.319,26.6038,1.87891,0.126721,0,3.09159,649.629,1.77784,14.0215,2.917,
38,1000.65,1881.31,2843.75,0.531887,327.851,136.64,4.95217,0,20.8509,848.751,137.524,275.965,128.778,2073.35,227.425,3.49293,0,11.993,349.278,227.55,254.147,223.945,29.4694,1.87891,0.126721,0,3.09159,649.629,1.77784,14.0215,2.5497,
39,984.632,1679.38,1135.22,0.586308,174.069,128.019,4.89214,0,20.545,842.919,128.444,260.986,119.501,212.289,209.761,3.63799,0,12.1989,397.96,210.273,227.191,195.888,28.5685,1.87891,0.126721,0,3.09159,649.629,1.77784,8.23089,2.80032,
40,984.632,1739.63,1293.28,0.566001,182.035,118.613,5.3799,0,20.9761,890.952,119.52,272.645,129.508,160.117,194.962,5.12554,0,12.1312,546.498,198.652,259.731,250.449,29.4694,1.0119,0.126721,0,3.09159,649.629,1.77784,17.552,2.80032,
41,984.632,1708.73,1386.52,0.576236,179.128,124.977,5.01036,0,20.4625,860.182,125.843,268.582,124.544,162.375,209.318,4.18831,0,12.3286,540.026,211.368,227.101,258.647,29.4694,1.0119,0.126721,0,3.09159,649.629,1.77784,17.552,2.80032,
42,910.992,1640.76,1433.32,0.555226,207.981,107.388,4.78141,0,20.6706,835.513,107.985,246.139,110.301,721.993,174.308,3.4051,0,12.3982,465.665,175.825,210.733,218.082,29.4694,1.0119,0.126721,0,3.09159,649.629,1.77784,17.552,2.80032,
43,910.992,1612.37,1412.79,0.565002,158.011,114.402,4.85947,0,20.1823,852.142,114.867,237.129,110.776,116.418,225.913,3.81852,0,12.4072,578.53,227.3,228.873,251.466,13.0879,1.0119,0.134979,0,3.09159,649.629,1.77784,17.552,1.1787,
44,910.992,1493.37,530.494,0.610027,151.817,99.8209,4.48141,0,20.1843,791.663,100.144,225.033,100.22,75.6113,102.761,3.11457,0,12.333,253.853,103.947,209.11,111.881,13.0879,1.0119,0.134979,0,3.09159,649.629,1.77784,17.552,2.23825,
45,910.992,1477.06,736.909,0.616761,148.724,98.422,4.41476,0,20.9435,788.572,98.8335,213.64,103.51,87.9563,143.559,2.57412,0,12.2849,240.348,144.313,160.868,165.161,13.0879,1.0119,0.134979,0,3.09159,649.629,1.77784,17.552,2.80032,
46,860.565,1616.34,2370.26,0.532416,288.574,107.163,4.33434,0,20.6478,782.374,107.531,205.103,100.613,1960.26,146.118,3.2303,0,12.4487,281.64,145.119,175.675,127.142,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,2.80032,
47,860.565,1507.83,1499.97,0.570729,147.733,103.903,4.12176,0,20.6599,815.168,104.323,207.695,104.232,163.843,196.462,2.14671,0,12.5505,781.245,198.805,187.282,282.276,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,2.80032,
48,860.565,1620.53,1661.6,0.531038,208.349,121.26,4.65655,0,21.1547,818.035,121.693,219.927,105.458,859.821,225.412,4.09692,0,12.5116,386.09,223.184,232.197,175.134,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,2.80032,
49,860.565,1430.7,936.143,0.601501,148.059,92.9388,4.0513,0,22.0725,775.862,93.4581,196.487,97.7668,237.575,139.969,2.45775,0,12.3342,311.492,141.664,201.854,215.308,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,2.80032,
50,860.565,1504.45,1240.53,0.572014,138.657,111.008,4.24453,0,21.308,812.831,111.537,196.022,108.842,103.08,207.381,4.06669,0,12.3365,468.8,206.763,206.044,229.022,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,2.917,
51,860.565,1392.44,673.189,0.618029,138.63,80.2475,4.21972,0,21.9759,784.881,80.6065,202.679,79.1956,100.474,86.765,3.42083,0,12.4021,319.526,88.7842,246.714,97.668,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,2.917,
52,860.565,1423.81,1155.75,0.604408,150.634,94.6913,4.21568,0,21.3644,794.313,95.0763,177.796,85.7244,147.952,169.707,3.99026,0,12.5098,501.226,171.038,175.906,193.682,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,1.63982,
53,860.565,1630.86,2584.23,0.527675,297.707,99.9705,4.58225,0,21.1706,819.76,100.67,194.009,92.9945,2042.25,157.496,4.45691,0,12.5347,454.041,159.218,221.83,179.061,13.0879,1.0119,0.0990043,0,2.94018,649.629,1.77784,17.552,2.917,
54,860.565,1350.53,863.441,0.637207,140.58,84.7056,4.12326,0,21.4819,772.181,85.0602,163.623,78.7713,200.388,146.176,3.72919,0,12.5078,364.434,147.416,160.009,118.247,13.0879,1.0119,0.0990043,0,3.09159,649.629,1.77784,17.552,2.34709,
55,860.565,1644.31,2176.08,0.523359,252.372,116.712,4.40925,0,20.5156,829.333,117.21,195.639,108.12,1251.57,247.407,4.57391,0,12.6606,544.644,243.245,263.282,260.634,13.0879,1.0119,0.0990043,0,2.75521,627.473,1.77784,17.552,2.917,
56,860.565,2117.71,8881.05,0.406366,745.217,103.687,4.44844,0,20.819,832.13,105.179,194.945,111.284,8591.88,199.337,4.76478,0,12.7526,611.999,204.619,287.716,297.174,13.0879,1.0119,0.0990043,0,3.1321,649.629,1.77784,17.552,0.370527,
57,860.565,1520.68,2263.78,0.565908,296.418,80.141,4.29134,0,20.3149,778.516,80.4684,184.886,75.6434,1732.94,119.657,3.95175,0,12.7109,384.713,119.999,254.53,97.9189,13.0879,0.833954,0.123535,0,3.1321,649.629,1.77784,23.9416,1.14096,
58,860.565,1289.17,761.713,0.667533,136.313,77.4487,3.86869,0,21.1114,744.301,77.7176,153.26,75.1514,300.903,121.202,2.15856,0,12.8525,177.91,121.376,186.554,110.062,13.0879,0.833954,0.123535,0,3.1321,649.629,1.77784,23.9416,2.917,
59,860.565,1297.31,789.124,0.663344,127.042,74.6307,4.02979,0,20.6612,762.74,74.8887,160.442,72.879,108.864,120.281,3.46512,0,12.815,326.676,120.495,207.363,117.22,16.9399,0.833954,0.123535,0,3.13648,649.629,1.77784,23.9416,2.917,
60,841.772,1389.28,1072.44,0.605904,134.156,89.7251,4.40466,0,20.7642,798.621,90.169,172.385,79.0597,137.901,161.249,4.37101,0,12.7057,425.755,162.023,228.032,156.911,16.9399,1.0119,0.123535,0,3.13648,661.043,1.77784,23.9416,2.917,
61,841.772,1383.52,2052.44,0.608429,150.77,86.0836,3.79073,0,20.8439,787.802,86.5647,163.034,84.6298,504.951,228.932,2.8525,0,12.8119,718.295,231.007,232.992,280.888,16.8562,1.0119,0.123535,0,3.13648,661.043,1.77784,23.9416,2.917,
62,841.772,1352.85,1952.52,0.622223,116.285,75.2051,3.96096,0,20.815,835.354,76.4645,143.065,81.6971,105.349,178.207,3.70585,0,12.6823,1230.89,189.178,150.632,268.382,16.8562,0.636339,0.0850329,0,3.13648,661.043,1.11639,23.9416,1.51581,
63,796.714,1407.63,2276.83,0.565997,241.1,82.5113,3.89511,0,20.2012,754.968,82.8095,159.734,62.4083,1857.99,172.57,3.00596,0,12.9132,283.134,171.726,233.374,85.4459,12.4695,1.0119,0.123535,0,3.13454,661.043,1.77784,23.9416,1.51581,
64,796.714,1589.12,4545.79,0.501356,426.072,73.1075,3.98388,0,20.1914,782.866,73.6959,136.166,73.0344,4184.05,156.046,4.04361,0,12.7948,457.636,159.025,171.609,185.63,12.4695,1.0119,0.123535,0,3.13648,661.043,1.77784,23.9416,1.51581,
65,796.714,1458.72,2301.46,0.546172,290.69,77.5684,3.83911,0,20.0406,761.846,77.928,157.434,69.3758,1809.05,148.891,3.26384,0,12.9142,310.662,148.979,250.79,136.853,12.4695,1.0119,0.123535,0,3.13648,661.043,1.77784,23.9416,1.51581,
66,796.714,1172.35,500.022,0.679586,108.709,64.8216,3.54117,0,19.9718,726.878,65.1545,126.213,57.0636,213.276,104.098,2.01685,0,12.9824,162.211,105.436,123.897,69.9174,12.4695,1.0119,0.123535,0,3.07144,661.043,1.77784,23.9416,1.51581,
67,796.714,1325.46,1341.07,0.601083,140.356,90.3803,3.63673,0,19.5899,762.9,90.902,141.738,75.9595,416.769,224.406,2.16349,0,13.0763,385.44,222.2,191.459,216.74,12.4695,1.0119,0.123535,0,3.13648,661.043,1.77784,23.9416,1.51581,
68,796.714,1271.65,1044.05,0.626522,105.057,75.1952,4.17426,0,20.1417,792.973,75.641,128.78,69.6839,109.302,158.129,4.789,0,13.0325,476.868,160.818,177.952,140.803,12.4695,1.0119,0.144919,0,3.13648,661.043,1.77784,23.9416,1.51581,
69,796.714,1339.59,1329.29,0.594746,136.982,88.0849,3.96953,0,20.2159,771.304,88.7441,149.943,80.344,393.683,193.137,3.89292,0,13.0791,416.427,191.992,243.329,198.278,10.0042,1.0119,0.144919,0,3.13648,661.043,1.77784,23.9416,1.51581,
70,796.714,2173.56,9871.93,0.366548,871.634,94.5742,3.78204,0,19.9983,835.013,95.3008,159.74,93.5152,9374.62,271.412,3.19379,0,13.1929,964.85,274.189,283.691,354.077,10.0042,1.0119,0.144919,0,3.13648,661.043,1.77784,23.9416,1.51581,
71,796.714,1338.2,1585.15,0.595363,163.026,87.5472,3.72695,0,19.5388,747.187,88.2738,157.664,71.2356,945.801,201.342,2.36068,0,13.2664,251.42,204.729,281.994,216.922,10.0042,1.0119,0.144919,0,3.13648,661.043,1.77784,23.9416,1.51581,
72,796.714,1295.74,1498.08,0.61487,175.219,72.0871,3.64788,0,18.8985,742.425,72.6421,138.612,72.2124,1098,150.805,2.26432,0,13.3309,241.208,154.251,218.664,168.912,10.0042,1.0119,0.144919,0,2.75344,661.043,1.77784,23.9416,1.51581,
73,796.714,1233.61,1182.66,0.645837,147.201,53.6636,3.94848,0,18.4597,776.128,54.0229,124.657,55.5339,799.517,75.6766,4.6064,0,13.2721,457.225,78.0261,164.781,80.8923,10.0042,1.0119,0.144919,0,3.13648,661.043,1.77784,23.9416,1.51581,
74,796.714,1234.78,975.626,0.645228,110.058,67.5944,3.8719,0,18.6237,770.814,67.9206,141.775,54.1211,247.624,136.143,4.07668,0,13.2923,387.97,136.698,242.74,74.835,10.0042,1.0119,0.144919,0,3.13648,662.941,1.77784,23.9416,1.51581,
75,796.714,1211.61,996.635,0.657565,94.6235,64.0253,3.6626,0,18.1829,761.459,64.3879,131.1,74.1702,122.184,135.064,3.47023,0,13.2415,373.562,136.01,221.577,171.529,7.60627,1.0119,0.144919,0,3.13648,662.941,1.77784,23.9416,1.51581,
76,796.714,1311.29,1888.28,0.607579,146.825,71.9382,3.88396,0,17.945,788.611,73.422,131.915,76.7509,753.894,183.565,3.96006,0,13.119,512.896,189.36,236.25,237.633,10.0042,1.0119,0.144919,0,3.13648,662.941,1.77784,23.9416,1.51581,
77,796.714,1225.65,955.076,0.650036,98.9837,70.4089,3.87389,0,17.6766,773.271,70.9878,115.573,74.8707,134.583,141.82,4.09489,0,13.1199,404.038,143.139,144.842,165.755,6.20688,1.0119,0.144919,0,3.01948,663.064,1.77784,23.9416,0.872472,
78,796.714,1453.97,2300.04,0.547956,187.123,91.4898,4.02636,0,17.6969,834.558,92.0302,135.481,91.5687,1185.66,259.119,4.69135,0,13.1736,667.292,256.686,213.671,288.52,7.07971,0.790732,0.144919,0,3.13648,663.064,1.6653,22.7621,0.872472,
79,796.714,1435.3,2397.65,0.555085,248.414,74.1168,3.97188,0,17.9234,793.981,74.5097,152.633,69.7493,1520.75,193.031,4.29724,0,13.2329,440.76,196.454,289.128,171.914,7.07971,1.0119,0.144919,0,3.13648,663.064,1.77784,23.9416,0.872472,
80,796.714,1223.23,1015.87,0.651318,117.35,65.7303,3.59932,0,17.3309,759.493,66.0234,124.13,69.5763,241.753,150.812,3.06351,0,13.2103,318.375,150.651,196.275,177.632,7.07971,1.0119,0.144919,0,3.16388,663.064,1.77784,23.9416,1.4268,
81,796.714,1274.32,1331.92,0.625207,111.744,78.6946,3.71102,0,17.5136,773.048,79.4134,130.158,80.0381,346.996,213.252,3.92697,0,13.071,414.246,213.62,227.734,212.622,7.07971,1.86831,0.144919,0,3.19704,663.064,1.77784,23.9416,1.4268,
82,796.714,1189.28,1460.36,0.669915,160.354,54.7183,3.52193,0,17.3487,738.363,55.0474,111.669,48.2522,1016.62,109.62,3.18606,0,13.0478,300.943,112.07,158.02,71.6169,6.3011,1.86831,0.144919,0,3.16491,663.064,1.77784,23.9416,1.40479,
83,796.714,1400.33,3017.93,0.568946,111.988,81.0797,3.62233,0,16.2728,886.782,81.7763,134.491,84.321,379.48,283.185,3.42192,0,12.9235,1901.69,285.919,257.323,398.166,7.07971,1.00099,0.144919,0,2.95267,663.064,1.23981,23.9416,1.4268,
84,796.714,1202.46,1012.45,0.662571,93.105,77.0515,3.64508,0,16.0712,756.897,77.4351,121.517,56.7364,140.875,188.715,3.69118,0,12.9054,372.252,188.794,206.151,103.595,3.48204,1.86831,0.0994078,0,2.7565,663.064,2.71956,26.3534,1.4268,
85,796.714,1517.27,4317.18,0.525096,335.689,72.5279,3.81879,0,15.9861,811.619,73.3434,131.48,72.8095,3513.96,222.758,4.27465,0,12.8641,787.323,226.117,241,279.452,3.48204,1.86831,0.144919,0,3.26654,663.064,2.71956,26.3534,1.4268,
86,796.714,1688.98,4004.3,0.471714,443.714,86.6363,3.92908,0,15.9945,822.714,87.2202,143.72,85.0494,3207.97,262.768,4.7201,0,12.8756,569.616,264.12,263.1,252.561,3.48204,1.49992,0.144919,0,2.62698,663.064,1.69218,26.3534,1.4268,
87,796.714,1177.61,960.686,0.67655,90.6055,56.714,3.66352,0,16.1995,764.411,57.0962,133.879,55.0443,363.154,138.242,3.79238,0,12.8754,370.077,138.264,258.853,116.81,3.48204,1.86831,0.144919,0,3.26654,663.064,2.71956,25.4197,1.4268,
88,796.714,1321.67,1873.23,0.60281,151.673,70.0854,3.87552,0,15.5621,803.375,70.5692,141.742,64.7848,1084.11,220.402,4.74146,0,12.907,537.947,219.887,259.501,203.162,3.12706,1.75602,0.144919,0,2.8596,663.064,1.99025,26.3534,0.853986,
89,796.714,1328.55,1811.02,0.599689,183.935,61.7435,3.57066,0,16.1336,789.153,62.2766,131.126,80.607,1212.9,153.854,3.97986,0,12.9715,471.914,156.042,228.864,249.515,3.48204,1.75602,0.144919,0,3.26654,663.064,1.99025,26.3534,1.4268,
90,796.714,1122.13,828.539,0.710002,82.3777,57.228,3.45645,0,15.4233,742.661,57.5237,119.973,43.4861,157.34,137.258,3.49407,0,12.9268,328.129,137.298,212.118,80.2214,3.48204,1.75602,0.144919,0,3.11906,663.064,1.99025,26.3534,1.4268,
91,796.714,1301.16,2102.96,0.612309,79.5163,76.7197,3.32127,0,15.4157,830.46,80.297,120.344,95.0878,111.059,257.974,3.27393,0,12.9147,952.667,274.975,192.193,388.023,3.48204,1.75602,0.144919,0,3.26654,663.108,1.99025,27.0397,1.4268,
