Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
107,112.691,429.373,683.386,0.262455,3.53576,53.6973,31.3369,45.3179,42.0805,130.115,123.29,2.07476,79.3393,16.0641,18.2625,66.3952,282.421,273.899,2.30134,25.8952,0.653352,37.1902,13.0462,5.54302,1.6493,
108,112.056,507.828,845.529,0.220657,3.53033,72.9235,34.189,48.2821,49.6422,152.05,147.211,1.56095,106.481,24.1155,26.2139,88.2318,333.677,338.312,2.30134,25.5238,16.2499,37.1902,13.0462,5.54302,1.6493,
109,112.056,549.791,832.589,0.203816,3.63325,59.8508,33.1968,46.3361,33.3748,189.754,183.645,1.93388,87.7826,20.7561,20.3966,46.9933,363.736,372.336,2.30134,25.8952,10.1762,29.7369,10.7773,5.54302,1.6493,
110,112.056,517.936,879.407,0.216351,3.80457,79.2846,33.7449,49.6683,46.3706,158.16,146.903,2.33537,126.238,25.9926,27.7162,68.2477,372.447,364.736,2.30134,24.993,3.49172,35.6013,13.0462,5.65245,1.71738,
111,112.056,475.316,947.726,0.235751,3.49576,60.7006,35.0955,48.4135,53.8103,139.266,134.535,1.92655,101.116,25.5575,28.3449,97.0246,383.314,377.228,2.2484,24.9508,19.4737,33.0194,13.0191,5.76524,1.73381,
112,112.056,347.434,693.127,0.322525,3.4619,40.3851,34.2085,46.4282,39.0318,93.6307,90.2876,1.51368,61.913,24.0323,24.5187,70.9001,305.239,306.178,2.33588,25.6178,19.1337,37.1902,13.0191,5.72703,1.69624,
113,112.056,573.259,929.898,0.195472,3.55796,79.6665,34.9332,49.8295,35.1077,190.249,179.916,1.55542,123.85,22.8614,25.0793,41.6825,366.864,388.726,2.31567,25.8029,19.0444,37.1902,13.0191,5.76524,1.72108,
114,111.41,534.266,938.936,0.208529,3.68934,52.3242,32.914,46.1683,46.7476,178.289,174.134,1.95729,79.0006,22.3028,22.906,84.8898,398.196,393.563,2.33588,24.7319,8.56178,35.013,12.5096,1.22411,0.710424,
115,110.735,437.057,739.577,0.253366,3.28211,51.6751,33.4522,46.949,60.084,123.403,118.212,1.54876,86.0485,21.5243,22.0663,106.221,301.329,296.302,2.31971,24.9813,10.1432,35.7856,11.6695,5.53272,1.68432,
116,110.328,350.233,729.331,0.315013,3.42487,55.8506,32.8068,45.7695,28.9045,93.6696,89.8071,1.90286,96.8754,23.9773,25.4599,56.4634,307.05,302.744,2.31787,24.8088,18.0317,31.7059,11.1491,2.94988,1.64558,
117,110.328,398.304,742.818,0.276994,3.44853,55.7211,31.9935,44.9341,37.5579,114.732,109.917,1.90639,87.4133,21.4862,23.8634,67.2576,298.645,295.361,2.31787,25.802,18.4369,35.147,11.1491,5.47343,1.6276,
118,110.328,455.793,789.786,0.242057,3.17594,68.0804,31.8989,45.1838,29.2752,139.496,138.683,1.51784,105.99,19.17,19.8299,41.6125,330.136,326.737,1.80956,25.883,18.2767,37.1911,9.58392,5.47343,1.6276,
119,109.737,347.235,692.515,0.316032,3.22516,40.762,29.9422,42.4585,27.4664,103.568,99.8129,1.72522,55.8832,18.7305,19.4122,48.1152,315.396,317.165,2.31787,25.047,18.1894,31.8507,10.8011,2.70382,1.59398,
120,109.737,354.82,579.487,0.309276,3.09644,45.0983,33.2216,46.0217,29.1817,101.063,97.137,1.25583,64.7206,20.7675,21.2516,51.1136,234.644,235.001,2.31787,25.3049,17.5073,37.1911,10.8011,5.36455,1.59398,
121,109.321,336.94,601.592,0.324452,3.36481,54.7934,32.3249,46.061,29.6399,87.9032,82.8529,1.93593,86.8999,21.9869,22.7142,52.1496,251.911,248.928,2.32091,25.0605,18.303,37.1784,10.8011,1.73641,0.907592,
122,108.82,455.924,920.174,0.238681,3.25215,56.0647,29.0309,41.7849,24.8226,153.635,147.334,2.01059,81.456,12.593,14.7849,46.0181,403.153,395.944,2.32091,25.8593,19.1698,37.1784,10.756,5.36455,1.59398,
123,108.82,466.806,764.357,0.233117,3.26861,56.0307,30.715,44.4,33.1506,152.124,147.118,1.99402,88.34,14.479,15.8558,52.0212,324.859,322.269,1.9645,25.8593,16.36,36.1229,10.5957,5.36378,1.59323,
124,108.82,305.905,525.895,0.355732,3.22148,58.9213,29.4324,43.3892,42.6491,66.5819,61.7097,1.78193,90.434,18.466,19.0643,85.2578,229.74,229.135,2.32091,24.972,8.39575,37.1784,10.4242,5.31037,1.59323,
125,108.82,510.263,943.788,0.213263,3.67033,79.5984,32.2592,49.2624,47.4409,155.034,142.998,2.39712,143.085,21.4426,28.2083,79.345,361.024,362.216,2.32091,24.9855,3.05581,37.2159,10.4242,2.63963,1.59323,
126,108.808,522.824,947.901,0.208116,3.49664,74.6736,29.2419,44.1366,36.5416,173.622,161.112,2.47644,117.745,14.2287,19.3541,74.8445,388.809,378.283,2.32091,25.8848,17.4311,37.2169,10.4153,5.36378,1.59323,
127,108.808,574.632,1013.05,0.189353,3.76167,76.8647,38.2875,50.0588,36.2874,190.15,179.221,2.24347,114.198,47.9277,34.5429,65.0645,419.699,402.912,2.46458,25.1339,8.08657,36.5218,10.1849,3.14487,1.59323,
128,108.799,306.979,579.906,0.354418,3.35996,42.579,33.6363,47.0151,26.6121,80.5611,73.2151,2.0217,81.837,23.5942,25.4337,50.8707,257.65,242.435,2.46458,24.8882,25.207,37.2085,10.1849,5.17031,1.59323,
129,108.72,320.394,598.286,0.339333,3.05639,48.4807,30.3686,43.8855,31.0835,84.3874,79.1322,1.51246,71.2507,19.1282,20.6126,61.7716,251.358,250.051,2.48368,25.0114,4.28697,31.6281,10.1849,5.39876,1.60524,
130,108.611,376.373,743.016,0.288574,3.35759,48.8274,32.415,44.9081,42.3989,104.024,100.441,1.93324,72.1033,23.3688,25.0871,86.6554,297.712,298.339,2.48368,25.8962,21.3114,32.4529,10.1849,5.38257,1.60524,
131,108.611,382.207,741.307,0.284169,3.45409,58.312,29.6313,43.5715,31.8961,112.096,103.245,2.36856,97.2701,18.4101,20.488,54.9686,305.825,303.063,2.45147,23.3304,17.6354,30.4033,10.1849,5.38257,1.60688,
132,107.723,459.91,946.408,0.234227,3.03912,58.8848,27.8995,40.9406,28.9511,152.341,147.854,1.39081,89.6463,14.7248,16.4622,63.6653,394.949,398.187,2.45147,25.8962,17.1178,33.9,9.39982,5.34854,1.58595,
133,107.468,631.792,996.03,0.1701,3.58703,74.2801,36.3039,49.9286,61.599,205.791,200.303,2.00135,113.045,26.0045,25.6116,98.8043,393.967,402.466,2.48535,25.2792,8.67472,33.7105,9.39982,5.32097,1.58595,
134,107.468,438.545,779.625,0.245056,2.94134,61.522,32.4797,46.059,34.403,132.661,128.479,1.17879,81.0233,22.1593,24.1537,79.5576,341.654,326.223,2.48535,25.8817,11.234,37.2227,9.39982,5.32097,1.57992,
135,107.399,461.016,835.044,0.232962,3.43746,43.5986,32.5799,45.0984,47.0202,146.654,142.628,2.43447,59.5509,21.9061,23.0154,102.002,363.22,359.384,2.3735,25.8428,21.0752,31.2644,9.17632,5.32097,1.57992,
136,107.378,321.008,497.655,0.334504,3.35978,40.0865,33.6388,46.8766,28.5207,86.0497,82.4756,2.07266,44.8711,22.1403,23.1524,56.1281,209.238,212.036,2.46813,25.165,9.6217,34.1204,9.17632,5.32097,1.57992,
137,107.378,463.25,832.634,0.231793,3.13198,49.0126,29.6325,42.3744,44.0069,149.382,145.709,1.68976,58.1376,14.7339,15.5019,81.9781,345.571,348.084,2.15378,25.9017,5.0774,30.8802,9.17632,5.32097,1.57992,
138,107.19,434.731,813.378,0.246567,3.35274,66.0101,38.7846,53.0175,38.8549,120.109,114.602,1.97655,106.024,28.5249,33.3112,68.6478,330.285,327.415,2.46904,24.917,18.0273,37.2209,9.17632,5.32097,1.57992,
139,107.19,473.671,815.036,0.226297,3.34216,51.7665,33.1815,45.9281,45.3327,148.715,145.405,1.81436,81.3566,23.287,24.1799,96.1546,343.953,345.316,2.46904,24.9264,15.5026,31.5543,9.17632,4.21396,1.57992,
140,107.075,588.455,1043.75,0.18196,3.44536,65.9078,36.4635,49.6078,52.0108,192.978,188.042,2.02539,93.2929,25.8337,26.9282,105.402,422.065,414.435,2.42415,25.404,19.1424,31.927,9.17632,5.32097,1.57992,
141,106.978,476.047,951.649,0.224722,3.39776,66.9538,31.6737,44.9613,39.1938,147.734,142.133,2.15892,104.19,18.8082,19.3277,82.3896,391.269,386.948,2.43589,25.8883,18.702,37.2209,9.17632,5.31468,1.57806,
142,106.978,332.681,660.358,0.321564,2.85742,49.4059,30.8856,44.052,24.1692,92.4222,88.8888,1.29672,75.3015,20.1387,21.5977,57.6108,294.018,282.863,2.28111,24.7589,19.4404,32.0973,9.17632,1.98239,1.57806,
143,106.978,409.465,854.074,0.261263,3.05619,47.3533,28.1129,42.1909,36.7486,129.556,122.447,1.88515,79.6992,18.1094,20.7578,71.8006,377.794,365.723,2.43589,23.2216,3.71788,27.0567,9.17632,1.28371,1.01338,
144,106.978,546.831,1015.39,0.195633,3.3252,61.3252,32.3274,46.0636,54.3134,178.037,171.439,2.0202,91.7627,18.9069,20.1922,109.432,422.874,412.366,2.42666,24.7961,13.9392,37.2233,9.17632,5.31468,1.57806,
145,106.978,489.472,928.291,0.218558,3.34792,69.7632,30.6402,45.1845,29.5635,159.635,151.338,2.00713,115.01,17.4693,23.006,61.2426,397.302,381.81,2.42666,25.3787,17.9725,34.6507,8.89085,5.31468,1.57806,
146,106.978,357.775,669.124,0.29901,2.80139,57.3566,31.4231,45.5022,26.8767,99.0697,94.7452,0.976451,90.038,21.31,23.9495,57.7794,273.837,276.34,2.36506,25.1522,5.77765,34.6121,8.89085,5.31468,1.57664,
147,106.978,394.756,749.252,0.270998,3.49242,60.8231,32.6641,46.7639,34.2627,111.641,105.109,2.28254,106.432,25.2761,26.6574,68.5757,310.169,304.566,2.42666,25.5785,9.48812,31.2596,8.89085,5.306,1.57664,
148,106.978,519.397,883.114,0.205966,3.48492,73.1291,35.5781,49.894,41.5628,160.538,155.21,2.15647,114.142,25.0777,27.3506,79.6177,331.599,323.93,2.35965,25.9414,9.56288,35.0598,8.89085,5.306,1.57664,
149,106.903,305.057,598.469,0.350436,3.05098,49.9235,31.6867,45.1341,33.4894,72.7066,69.0654,1.76993,82.9061,21.0178,22.5095,73.4742,252.639,255.158,2.46657,25.0873,17.8203,37.2225,8.89085,5.306,1.57664,
150,106.871,375.082,708.225,0.284927,3.4838,53.0934,32.2319,45.6648,36.6914,106.174,97.7427,2.49716,86.3282,20.4648,21.7492,76.5163,284.538,274.102,2.46657,25.9321,18.5041,37.2225,9.00012,5.306,1.57664,
151,106.871,742.738,1096.77,0.143888,3.6842,63.0354,39.1093,51.4259,45.7506,271.47,268.262,2.43264,88.2573,28.0231,26.071,69.1077,461.804,510.302,2.33363,24.9172,17.9639,32.033,9.00012,0.919056,0.283004,
152,106.871,427.062,722.189,0.250247,3.45486,74.9389,32.3857,48.0613,44.8333,116.474,106.914,2.2518,113.247,24.6283,25.8896,93.7568,321.999,315.184,2.20633,25.9321,1.4624,37.2225,9.00012,5.31468,1.57664,
153,106.633,428.548,763.423,0.248823,3.29422,43.4303,33.7281,46.1691,41.5845,131.862,128.48,2.02507,73.5157,23.4014,25.1704,83.5206,325.03,325.682,2.17394,24.8533,21.3423,31.9702,8.78005,1.71625,1.30689,
154,106.633,423.178,837.143,0.251981,3.0034,52.8665,31.3154,43.8355,32.2966,132.055,127.806,1.34933,81.2051,19.7832,21.3596,77.4491,342.925,340.983,2.46372,25.9321,18.7646,37.2249,8.78005,5.30962,1.57684,
155,106.633,513.276,917.066,0.207749,3.38609,56.0932,35.7982,48.3434,34.8166,169.484,165.354,2.04728,96.2218,24.7907,26.0431,64.8236,373.205,364.286,2.46372,25.1482,25.2253,37.2249,8.78005,4.80816,1.57656,
156,106.633,479.489,801.496,0.222388,3.07183,45.6586,33.9231,46.1275,34.6771,159.425,156.606,1.54257,69.9385,22.3025,23.2871,68.1751,341.114,342.494,2.42083,25.1233,22.4464,33.5184,8.78005,5.30962,1.57656,
157,106.633,453.156,900.742,0.235311,3.05003,64.3171,32.9006,46.7234,38.5328,136.599,131.032,1.51614,102.125,23.3899,25.5707,66.1334,366.246,361.162,2.01767,25.5252,7.0205,31.996,8.78005,5.28718,1.5759,
158,106.633,505.744,933.881,0.210843,3.6762,64.0288,33.6897,46.8522,41.6942,160.144,155.659,2.44407,104.259,21.9789,23.6792,80.7076,382.845,384.488,2.45054,25.9321,17.9081,34.7101,8.78005,5.28718,1.5759,
159,106.633,529.273,935.586,0.20147,3.43695,62.8929,30.8292,44.1802,34.8825,180.017,173.034,2.49948,88.3332,18.1445,18.4497,59.9783,404.827,401.844,1.95717,24.9401,8.84651,33.147,8.78005,5.29927,1.57574,
160,106.63,446.936,957.154,0.23858,2.92159,56.3165,27.9182,41.0705,32.8195,146.429,139.461,1.74967,90.7816,11.9103,13.8771,75.189,408.808,404.428,2.45054,25.9234,17.1332,33.4827,8.74138,5.29927,1.57463,
161,106.63,506.131,806.488,0.210676,3.47866,84.3796,32.1388,46.4519,49.5281,147.023,143.131,2.29334,115.821,20.4281,21.2737,89.8732,314.339,314.456,2.26002,25.9234,17.6788,37.227,8.74138,5.29302,1.56856,
162,106.524,485.72,909.095,0.219312,3.68538,75.1196,33.7426,49.4878,51.2892,142.271,130.124,2.74077,125.05,24.0806,30.3276,96.6388,361.794,346.09,2.47698,25.5306,18.386,37.227,8.72977,5.29302,1.56856,
163,106.524,334.152,712.167,0.31879,3.09561,50.6036,29.9793,43.2223,30.4185,90.6233,86.2093,1.81559,91.8809,17.6503,19.572,77.2431,295.136,292.517,2.47698,25.5749,9.48475,37.2259,8.72977,5.29302,1.56856,
164,106.524,506.615,842.974,0.210266,3.13354,62.1232,33.5726,47.3267,38.5432,163.341,158.575,1.75492,85.5643,23.5864,24.1366,78.1823,333.051,335.126,2.47698,25.5491,11.6136,30.7219,8.72977,5.29306,1.57279,
165,106.524,408.412,702.125,0.260825,3.09396,42.1924,35.7443,48.4539,62.253,110.004,106.67,1.54611,62.3885,24.7857,24.9929,114.229,286.437,288.091,2.48002,25.2026,3.77972,31.7348,8.72977,5.30128,1.57261,
166,106.426,413.094,638.135,0.257632,3.20513,54.3761,33.8443,47.5781,40.8803,118.301,114.909,1.9433,81.0437,21.9921,22.643,98.4642,255.056,256.846,2.33757,23.5965,13.0736,31.6589,8.53823,5.30128,1.57261,
167,106.426,478.175,805.151,0.222567,3.376,66.9443,31.7279,45.0332,34.3609,150.959,145.773,2.30884,105.388,18.2486,19.5928,69.1534,332.874,331.032,2.10882,25.9417,18.5776,37.2259,8.63027,5.30128,1.57261,
168,106.426,491.739,879.311,0.216428,3.07566,61.1499,33.0095,46.1673,41.0772,155.767,151.493,1.66521,86.5263,21.3727,22.8527,91.5905,350.659,349.349,2.49037,25.9402,14.4672,35.6857,8.63027,5.30128,1.57253,
169,106.426,599.184,875.431,0.177618,3.38031,59.1562,32.9434,46.1886,38.6163,212.023,206.876,2.16721,75.4323,17.0872,17.6164,72.8184,354.614,368.387,2.47164,25.5906,11.093,30.4399,8.51224,5.30128,1.57127,
170,106.426,408.621,734.889,0.260452,2.89121,38.1376,31.4533,43.5561,33.5063,131.094,127.983,1.14939,53.4294,20.6231,21.0049,60.911,326.446,324.67,2.48816,25.531,7.1117,29.9497,8.57548,5.28845,1.56951,
171,106.42,357.942,685.964,0.297311,2.9074,56.7939,31.7346,45.0684,23.112,101.651,96.675,1.47969,89.7025,22.2267,24.8625,43.5531,284.708,285.525,2.08078,25.9354,19.0213,34.5348,8.63027,5.2904,1.56705,
172,106.42,418.117,707.695,0.254522,3.32163,53.0036,31.8063,45.5718,30.4519,129.241,124.721,1.99722,72.2784,22.4521,25.2629,67.1535,295.002,291.527,2.48887,25.2669,6.80313,27.051,8.62962,5.2904,1.56705,
173,106.407,500.266,855.124,0.212702,3.16434,65.2864,33.2267,48.2313,39.0313,159.687,151.638,1.83872,110.802,25.2446,26.9796,77.895,354.161,350.533,2.32449,25.167,3.09377,30.8171,8.62524,5.2904,1.56705,
174,106.403,585.567,1014.99,0.181709,3.20641,83.7958,32.7291,47.5722,60.0771,182.674,175.512,1.81488,121.68,21.8344,27.0541,107.924,401.93,392.612,2.48887,25.9367,18.3047,31.6788,8.61183,5.2904,1.56705,
175,106.374,326.058,646.868,0.326245,2.93727,35.3392,28.5902,40.8816,22.3711,99.6566,96.2815,1.6232,62.2292,15.5985,15.8267,45.6369,302.475,301.976,2.178,24.8041,9.18755,32.3341,8.61183,5.28726,1.56705,
176,106.374,472.447,802.181,0.225157,3.3503,69.5593,32.4847,46.1787,33.1235,145.992,141.758,2.03246,106.552,22.2385,22.9735,63.0251,319.405,319.63,2.48811,25.9367,14.4507,37.1072,8.60983,5.28726,1.56705,
177,106.374,658.772,1046.18,0.161474,3.87437,92.8559,37.0678,51.3285,57.1142,210.277,206.255,2.57316,123.655,26.1336,26.9639,93.0305,410.579,427.49,2.19708,24.8517,17.4714,37.2248,8.60983,5.05965,1.56705,
178,106.374,389.848,633.283,0.272861,3.31546,58.4491,35.7693,49.4028,45.6905,101.071,96.1495,2.24191,101.723,26.2051,27.5827,92.6203,282.862,264.637,2.3422,24.0862,18.1659,37.2223,8.60871,2.42952,1.56705,
179,106.351,460.906,892.515,0.230743,3.35015,56.8742,31.3538,44.2974,32.535,148.272,144.223,2.00476,87.4311,18.2536,19.2128,65.9372,380.85,386.235,2.48504,24.8582,23.5757,35.4559,8.60871,1.81648,1.22167,
180,106.351,425.589,692.142,0.249891,3.47318,54.1604,34.852,48.3114,39.727,124.613,120.452,2.2343,75.8234,23.7984,24.8447,76.3872,275.551,280.168,2.487,25.2334,5.94739,37.2223,8.59243,5.27576,1.56705,
181,106.344,537.573,1020.27,0.197823,3.28919,68.2663,38.8776,51.727,43.6312,167.769,164.013,2.03218,99.7161,28.2721,28.6256,100.822,405.863,416.893,2.487,24.8447,25.2219,37.2225,8.56604,5.27576,1.5669,
182,106.344,522.328,902.077,0.203596,3.34072,56.451,31.4808,44.095,52.409,170.622,163.929,2.40898,86.6178,17.1251,17.9305,103.379,374.533,375.774,2.487,25.9403,13.8677,35.0198,8.56604,5.26697,1.5669,
183,106.338,444.428,860.426,0.239269,3.10874,51.4112,28.1701,41.1861,33.5231,145.852,141.177,1.67936,65.8702,15.3943,15.835,70.8491,373.212,372.192,2.487,25.4236,3.51076,33.3284,8.56604,5.26697,1.56704,
184,106.311,496.111,850.103,0.214288,3.89245,69.4034,35.3918,49.5862,37.9475,151.492,148.398,2.72446,101.716,25.3215,28.5872,61.993,356.914,354.726,2.31308,24.7442,18.3872,36.3114,8.55342,1.21235,0.469318,
185,106.311,402.755,723.427,0.263959,3.0974,43.8442,28.7233,41.0995,46.6884,121.46,117.842,2.02486,57.1826,13.8554,15.4026,99.6934,297.892,298.444,2.48452,25.1656,22.8059,34.9353,8.55342,5.26817,1.5669,
186,106.311,426.784,820.044,0.249098,3.26756,62.0001,35.1392,48.5107,35.2712,123.237,119.358,2.06702,94.6095,24.8652,24.6536,72.5898,334.196,334.103,2.48479,24.7927,18.0642,37.2209,8.55342,3.61387,1.5669,
187,106.311,586.435,983.905,0.181283,3.57363,69.6748,35.2498,48.9651,39.5744,197.413,191.984,2.39889,109.948,25.0392,28.9764,72.1843,393.168,406.209,2.48479,25.9391,18.8126,31.9842,8.55342,5.26817,1.5669,
188,106.311,360.25,753.089,0.295103,2.93902,49.7731,28.2966,40.909,24.8717,108.613,104.848,1.49518,69.4373,16.3109,16.8298,57.1544,326.279,333.728,2.48053,25.9391,19.4226,33.5975,8.54456,5.26817,1.56585,
189,106.279,471.09,910.606,0.225603,3.45007,69.125,36.649,50.1355,33.0099,141.533,137.188,2.47378,123.056,28.5646,28.3502,73.0695,347.565,348.629,2.48053,24.7946,19.0731,37.2207,8.54456,5.26504,1.56453,
190,106.279,457.674,901.44,0.232217,3.27162,67.5914,30.5146,44.9884,44.0522,137.496,129.76,1.82706,107.071,20.1201,23.9077,95.1575,378.803,369.036,2.48158,25.1544,15.0316,30.6182,8.54456,5.26083,1.56453,
191,106.279,619.192,1067.46,0.171642,3.75196,92.4874,32.2188,48.469,42.5649,204.361,195.338,2.64722,146.501,22.9163,30.2429,76.3,429.127,435.196,2.48158,25.8619,17.7585,31.7357,8.54456,5.26083,1.56453,
192,106.272,393.511,688.845,0.270062,3.15803,71.0862,31.0357,45.1244,36.9575,105.574,100.575,1.82185,108.862,19.753,22.0223,83.4191,259.572,287.206,2.1194,25.9325,18.2033,37.2198,7.44795,5.25968,1.56233,
193,106.262,347.116,606.842,0.306128,3.33844,61.6569,31.1115,44.6455,35.4225,87.614,83.3272,2.08203,94.8257,19.4649,21.5378,73.7928,229.609,226.168,2.47678,25.9325,18.2257,37.2198,8.54456,5.24883,1.56224,
194,106.262,541.801,898.847,0.196127,3.27586,61.0956,27.5016,41.7558,35.5366,188.085,184.551,1.90152,84.5272,16.026,16.2469,69.5223,367.788,393.468,2.38941,25.9325,1.98557,29.2472,8.36255,5.24883,1.56224,
195,106.262,431.649,759.861,0.246177,3.21843,59.9926,34.1713,48.0053,40.7539,126.212,119.296,1.83982,105.058,26.0241,29.4928,76.3535,317.942,314.58,2.40294,25.0099,16.5171,31.8358,8.53689,2.58656,1.56224,
196,106.252,405.039,766.47,0.262324,2.8347,56.6855,30.5968,43.7979,30.0992,122.475,118.549,1.4384,83.5386,17.6133,18.4701,71.8462,315.173,315.177,2.10995,25.9371,17.991,37.2198,8.53689,5.24883,1.56224,
197,106.23,282.894,501.332,0.375511,3.09842,57.3057,28.6106,42.6842,17.6414,65.9706,67.5827,1.54385,96.3264,15.9124,16.8775,32.6623,206.228,215.417,2.47678,25.4172,16.3123,37.2199,8.53437,5.24883,1.56224,
198,106.214,522.562,984.603,0.203257,3.11071,63.5464,32.6064,46.1895,35.7769,173.927,167.406,1.61331,100.599,21.4684,26.4847,66.339,387.773,385.811,2.36531,25.7946,21.3047,31.8448,8.51552,5.24305,1.56224,
199,106.198,440.462,868.471,0.241105,3.40564,64.7262,30.3564,44.0619,37.7225,132.092,128.098,2.21758,98.2045,19.5411,20.6294,78.3178,374.531,374.698,2.47678,25.1126,12.2983,33.1949,8.51552,5.22758,1.56224,
200,106.198,442.916,790.653,0.239769,2.9027,54.4562,29.9839,42.9652,22.9185,147.581,142.109,1.52624,77.7192,15.8542,16.7205,51.2877,339.557,339.893,2.21163,25.8441,18.6102,34.5225,8.51552,5.22758,1.56224,
