Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
25,1522.85,2677.8,2222.15,0.568693,131.036,0,378.038,4.19035,150.456,1641.74,226.238,127.627,18.4764,272.815,0,679.613,2.92083,208.946,973.735,196.328,269.883,26.5113,1.01045,0,44.7599,0.0162357,66.4531,1224.53,61.6951,0.327038,2.45908,
26,1522.85,2271.96,1730.18,0.67028,111.607,0,314.774,3.96901,129.278,1398.07,190.684,110.305,13.2706,280.472,0,619.725,2.36148,170.794,695.227,162.49,277.425,18.0436,2.91735,0,44.7599,0.0162357,71.2896,1222.24,39.7897,1.33142,2.70393,
27,1522.85,2818.3,2844.65,0.540343,153.939,0,445.39,3.80774,202.495,1672.53,170.029,150.394,19.7119,311.467,0,838.487,2.95491,351.201,1213.71,116.203,302.609,27.6161,2.91735,0,50.3086,0.0162357,68.1045,1219.37,63.9281,1.33142,2.62531,
28,1497.66,2461.11,1807.54,0.608529,122.053,0,450.073,4.39793,172.103,1408.65,173.869,117.559,12.4098,264.522,0,791.27,2.8175,246.28,476.153,172.524,262.569,14.5099,2.26978,0,50.3086,0.0162357,70.018,1219.37,53.6838,0.680104,2.70393,
29,1470.45,2704.49,2409.97,0.543705,134.482,0,466.874,4.20099,181.367,1567.89,202.555,131.018,16.1087,314.121,0,821.605,2.80064,290.508,832.585,216.574,312.595,21.7066,2.26978,0,50.3707,0.0162357,68.9828,1219.37,44.8214,0.680104,2.73412,
30,1470.45,2602.26,2228.55,0.565064,98.2416,0,411.715,3.88768,152.496,1669.06,148.001,98.703,20.1583,213.004,0,758.577,2.4832,211.577,1183.1,153.303,213.994,29.1121,2.26978,0,60.5252,0.0269657,71.2896,1220.61,31.9759,0.680104,3.02137,
31,1470.45,2600.38,2229.6,0.565474,126.229,0,346.036,4.06598,177.304,1653.17,152.002,123.713,17.8543,317.568,0,597.929,2.74487,302.621,1015.58,145.767,316.25,25.8182,1.91329,0,61.6333,0.0210766,69.3892,1220.63,44.8214,0.680104,2.77411,
32,1470.45,2522.06,2281.46,0.583034,93.5551,0,399.561,3.50872,157.55,1588.7,165.276,96.0442,17.8618,242.756,0,755.787,2.29341,321.841,960.728,172.414,244.433,25.122,2.26978,0,60.1253,0.0269657,71.2896,1220.88,44.8214,0.680104,2.77411,
33,1469.23,3405.1,3261.08,0.431479,202.342,0,756.609,4.35043,245.465,1781.6,197.827,195.538,21.3675,395.167,0,1193.35,3.39268,395.247,1095.38,201.992,385.933,27.4515,2.26978,0,64.4543,0.0192277,68.6277,1220.88,32.096,0.680104,3.02137,
34,1469.23,2829.21,2435.44,0.519306,151.351,0,541.573,4.13253,166.519,1650.02,149.85,145.524,20.2476,293.353,0,1016.13,3.65028,274.907,944.959,170.534,293.838,23.9998,2.26978,0,62.9482,0.0192277,69.3475,1220.88,30.9769,0.680104,2.59703,
35,1469.23,2581.77,2140.04,0.569078,109.303,0,492.738,3.54231,181.681,1528.13,139.055,111.207,16.1176,238.429,0,836.687,2.43782,288.091,817.788,125.801,236.791,20.1871,2.26978,0,64.4543,0.0192277,69.0219,1220.88,10.0789,0.680104,3.02137,
36,1469.23,2547.12,2213.11,0.57682,135.566,0,387.496,3.24974,122.948,1569.94,174.965,134.105,18.8473,310.784,0,745.642,2.24538,166.869,855.138,204.122,309.641,23.3494,2.26978,0,65.5127,0.0266201,67.7338,1220.78,32.6297,0.680104,3.02137,
37,1469.23,2666.31,2459.48,0.551033,110.418,0,494.116,3.55493,133.991,1625.26,169.8,109.332,19.8416,269.053,0,906.057,2.33572,181.589,1032.6,196.224,269.845,26.5607,1.21936,0,63.805,0.471773,69.0219,1220.88,29.0101,0.654592,3.79428,
38,1469.23,2875.86,2920.34,0.510882,175.937,0,531.127,4.09248,192.476,1661.47,121.341,170.282,19.1419,407.142,0,1010.18,2.56116,285.558,1055.45,106.537,395.992,25.7398,0.759,0,50.4514,0.617389,69.0219,1220.88,31.2136,0.341894,3.79428,
39,1469.23,2427.18,2172.72,0.605322,118.77,0,386.762,3.52393,164.309,1494.22,127.321,116.759,15.5191,271.178,0,817.567,2.2376,221.858,817.115,110.306,269.172,20.3897,0.759,0,53.585,0.24167,69.0219,1220.02,31.2136,0.341894,3.79428,
40,1469.23,2473.18,2424.04,0.594064,119.503,0,437.962,3.40971,145.815,1522.91,108.502,118.613,16.4663,283.699,0,917.531,2.14151,199.825,937.474,128.315,282.898,23.4317,0.759,0,65.5127,0.0739917,69.0219,1219.94,26.4103,0.341894,3.98798,
41,1469.23,2900.71,2745.69,0.506506,155.09,0,531.231,3.43661,159.438,1746,128.871,153.992,22.6491,352.75,0,974.208,2.73868,238.044,1123.51,142.884,354.917,30.0556,0.759,0,52.329,0.0739917,69.0219,1220.88,26.4103,0.341894,3.98798,
42,1465.64,2663.19,2797.23,0.550333,127.437,0,543.433,2.83082,147.591,1576.14,122.876,124.533,18.3496,270.46,0,1138.97,2.49843,210.136,1001.94,170.072,262.892,23.9893,2.26978,0,70.7863,0.0735249,68.2833,1220.47,16.2266,0.680104,3.98798,
43,1460.5,2404.7,2276.94,0.60735,134.875,0,330.179,2.87414,149.505,1526.11,110.646,133.267,17.2483,319.409,0,722.963,2.53102,203.878,825.055,143.914,318.167,21.0244,2.26978,0,69.913,0.0735249,68.2833,1220.47,21.142,0.680104,4.28581,
44,1460.5,2703.39,2399.97,0.540246,129.209,0,351.609,3.15346,165.736,1754.43,148.108,128.19,22.9584,302.774,0,628.501,3.24372,261.567,1177.68,189.799,302.155,31.1206,2.26978,0,77.2722,0.0208848,68.4821,1219.67,21.142,0.680104,4.28581,
45,1445.07,2578.72,2400.34,0.560381,113.357,0,421.567,2.45171,146.694,1647.53,114.652,112.032,20.4366,286.291,0,832.178,2.54159,229.506,1145.57,174.553,284.704,28.7206,2.26978,0,71.1147,0.012433,69.0219,1220.47,13.0367,0.680104,4.28581,
46,1445.07,3019.62,3303.23,0.478559,175.037,0,553.916,2.99951,223.274,1751.07,120.295,171.587,21.4375,422.191,0,962.288,3.35812,392.134,1259.65,183.967,413.788,29.0794,2.22821,0,77.2722,0.0208848,69.0219,1220.47,8.61757,0.738859,4.28581,
47,1445.07,2904.09,3150.68,0.497597,146.068,0,501.145,2.91811,161.394,1791.72,134.545,143.228,23.0704,348.875,0,925.753,3.53358,349.364,1324.67,215.672,341.282,31.9087,2.18461,0,83.8802,0.0208848,66.6028,1220.47,8.61757,0.738859,4.28581,
48,1445.07,2615.01,2555.1,0.552603,131.826,0,454.66,2.94104,173.288,1588.26,115.537,130.34,18.16,318.735,0,770.785,2.69016,273.051,1008.63,175.701,316.815,24.7226,2.18461,0,83.8802,0.0306362,67.8829,1220.47,8.28505,0.738859,7.31688,
49,1445.07,2204.82,2108.71,0.655411,29.5385,0,315.449,1.78258,130.068,1604.79,79.4807,25.3156,18.3989,132.496,0,605.17,1.93872,275.22,1186.48,126.171,123.711,28.7264,1.94653,0,84.9001,0.0992328,70.9699,1220.47,8.28505,0.738859,7.42421,
50,1444.41,2362.78,2170.34,0.611321,101.528,0,397.173,2.35118,150.269,1513.18,81.8325,99.8442,16.5938,251.138,0,794.901,2.90947,239.344,750.345,121.492,250.122,18.669,1.97478,0,86.3625,0.0535123,69.5727,1220.47,8.28505,0.738859,7.42421,
51,1444.41,2300.33,2223.05,0.627917,67.2952,0,387.915,1.86943,174.689,1496.74,85.5965,70.0991,16.1212,194.751,0,753.178,2.5923,301.838,882.012,167.299,203.509,22.2432,1.97478,0,84.8698,0.0535123,71.6928,1220.27,8.28505,0.738859,7.83226,
52,1444.41,3046.19,3322.42,0.474171,147.636,0,594.924,1.98535,228.331,1800.3,109.439,141.589,21.9802,370.651,0,1020.49,3.1854,390.318,1274.44,199.612,373.525,28.7036,1.97478,0,86.0345,0.0535123,71.6928,1220.27,8.28505,0.757051,8.24811,
53,1441.56,2541.31,2632.51,0.567251,91.9414,0,497.905,1.30091,139.083,1580.91,121.593,90.0581,18.522,293.284,0,965.766,2.25749,199.472,1016.13,247.646,289.803,25.6835,1.97478,0,86.1894,0.0535123,71.6928,1220.27,6.68358,0.694276,8.60005,
54,1440.85,2864.4,3020.51,0.503018,154.699,0,546.463,1.55163,205.313,1700.35,84.157,151.442,20.4346,416.394,0,1016.87,2.76048,342.302,1130.87,142.997,410.992,28.0136,0.837385,0,90.3879,0.0535123,71.7965,1220.49,4.63565,0.339281,7.09861,
55,1440.85,2805.13,2531.4,0.513647,137.612,0,614.068,1.43184,136.764,1638.46,119.922,136.511,20.3663,312.471,0,943.386,2.42261,199.598,1007.76,234.278,311.819,25.7298,1.78357,0,86.5109,0.0231461,68.3931,1220.49,4.63565,0.580658,8.45759,
56,1440.85,2396.32,2737.99,0.601275,102.287,0,445.452,1.27438,164.226,1495.1,71.5773,100.291,16.1093,324.008,0,934.11,2.2553,307.031,888.515,138.181,317.932,21.1207,1.78357,0,96.6206,0.0535123,71.424,1220.02,4.63565,0.580658,8.60005,
57,1440.85,2677.01,2686.88,0.53823,178.22,0,561.48,1.36393,161.517,1458.93,122.618,176.909,15.9698,406.292,0,986.947,2.22636,209.886,602.096,246.034,405.88,16.6503,1.5727,0,101.473,0.0535123,71.9443,1219.97,4.63565,0.679309,8.60005,
58,1440.85,2942.44,3033.46,0.489677,192.803,0,470.393,1.8617,174.861,1787.64,100.887,190.84,23.1564,405.412,0,917.556,3.02742,300.931,1131.07,196.196,405.568,30.3114,1.5727,0,101.835,0.0535123,66.4655,1219.94,4.63565,0.679309,8.60005,
59,1440.85,2922.27,2889.39,0.493057,98.8089,0,608.037,1.60315,168.986,1824.77,100.907,94.7311,24.4269,255.15,0,987.535,2.7372,251.522,1309.29,190.54,253.372,33.4127,1.5727,0,103.57,0.0571444,71.2991,1219.94,4.63565,0.679309,8.58706,
60,1440.85,2968.06,3081.84,0.485451,179.811,0,558.68,1.7091,188.528,1742.95,97.9769,176.678,21.7217,445.014,0,988.781,2.37023,296.005,1182.35,210.464,446.832,28.7533,1.5727,0,103.595,0.0857549,72.1102,1219.94,4.63565,0.679309,8.6622,
61,1440.85,2175.94,2221.13,0.662173,119.945,0,297.094,1.23836,120.934,1464.07,38.7775,118.525,15.351,368.138,0,643.328,1.96705,209.585,779.301,74.8696,365.1,19.1042,1.5727,0,103.982,0.0857549,72.0017,1219.94,4.63565,0.679309,8.7252,
62,1440.64,2996.17,3534.95,0.480827,158.632,0,565.346,2.04599,207.277,1772.75,112.109,156.056,21.9593,400.075,0,1054.21,3.01915,370.46,1364.29,226.36,396.671,33.0702,1.5727,0,103.982,0.0857549,71.7464,1219.94,4.63565,0.679309,8.7252,
63,1438.44,2606.19,2656.28,0.551934,109.478,0,495.359,1.89793,191.43,1638.02,45.2213,105.955,18.828,291.972,0,885.648,3.16998,331.488,1128.75,78.4205,285.997,27.3295,1.5727,0,106.322,0.0857549,71.6515,1219.94,4.63565,0.679309,8.7252,
64,1438.44,2467.73,2515.13,0.5829,95.6931,0,400.154,1.60188,173.816,1595.46,89.7376,93.1816,18.0892,277.105,0,813.949,2.41845,276.437,998.146,198.937,274.661,24.3234,1.5727,0,91.1797,0.0857549,71.8718,1219.91,4.63565,0.587184,8.7039,
65,1437.47,2480.26,2337.24,0.579564,142.667,0,449.105,1.64067,180.797,1485.24,64.4549,140.513,15.8395,366.89,0,788.086,2.7331,302.172,695.431,167.954,364.464,17.7814,1.62341,0,106.494,0.0857549,70.1394,1219.91,4.31124,0.529874,6.79111,
66,1437.47,2963.13,2788.5,0.485118,137.817,0,674.069,1.34894,161.46,1716.63,113.593,136.033,22.176,346.866,0,1103.97,2.19258,211.088,1192,223.19,344.908,30.8503,1.62341,0,106.494,0.0829855,72.06,1219.91,3.68789,0.529874,8.7039,
67,1437.47,2654.84,2673.19,0.541451,98.9841,0,529.807,1.88889,155.612,1671.57,81.1754,96.5829,19.2246,303.598,0,1016.06,3.11138,278.41,1130.74,215.011,299.292,28.0469,1.62341,0,110.181,0.12565,70.9499,1219.91,3.68789,0.529874,7.59758,
68,1437.47,2471.09,2136.85,0.581713,115.614,0,427.134,1.80899,151.95,1547.63,95.2272,113.627,18.1008,252.576,0,673.706,2.96402,207.338,748.559,213.559,249.206,20.5372,1.70793,0,110.887,0.113011,70.3755,1219.91,3.68789,0.592892,8.92524,
69,1436.61,2726.97,2838.18,0.526815,122.026,0,527.531,1.74638,140.622,1725.66,67.3866,120.423,21.5696,308.327,0,923.157,3.01617,232.305,1180.08,167.975,308.874,30.1676,1.66166,0,116.946,0.113011,71.4609,1219.91,4.30523,0.592892,8.98619,
70,1436.61,2783.29,2771.17,0.516155,133.327,0,546.749,1.63495,132.093,1719.41,96.0592,132.037,21.9769,350.176,0,923.781,2.82891,218.237,1143.26,218.623,349.22,29.155,1.63154,0,116.946,0.103863,71.516,1220.03,4.46105,0.532687,8.97061,
71,1436.24,2284.74,2253.55,0.628623,68.1116,0,400.655,1.452,110.187,1551.98,68.0169,66.8282,17.5091,232.99,0,823.478,3.03924,152.185,1071.66,191.962,232.311,26.5909,1.31255,0,117.55,0.100122,68.5821,1220.03,4.46105,0.478111,1.67559,
72,1436.24,2634.7,2657.12,0.545123,125.5,0,566.361,1.50819,170.478,1579.51,48.9923,123.609,18.7487,302.775,0,980.994,2.77581,265.803,949.323,113.628,304.764,24.4167,1.43402,0,117.865,0.100122,72.1246,1220.09,4.46105,0.478111,8.92923,
73,1436.24,2518.63,2467.12,0.570246,133.052,0,486.186,1.50132,177.965,1508.59,65.4935,130.058,15.7771,330.551,0,827,2.76284,273.514,840.494,164.474,327.118,19.9323,1.29073,0,118.76,0.0965638,68.7683,1220.09,4.46105,0.417212,8.92923,
74,1435.7,2719.96,2994.55,0.52784,153.753,0,384.053,1.61701,212.755,1721.59,82.2109,144.264,19.7178,373.856,0,716.522,3.3544,361.164,1185.21,186.202,352.076,25.0292,1.29073,0,64.0026,0.0963965,65.4192,1220.09,4.14986,0.390266,8.92923,
75,1435.7,3048.77,3158.63,0.470912,217.461,0,518.117,1.14994,194.701,1801.76,76.341,215.483,23.7609,412.31,0,894.061,2.28917,330.102,1227.7,190.686,411.286,30.3321,1.29073,0,105.556,0.0965638,70.6217,1220.09,4.3965,0.390266,7.02148,
76,1435.7,2879.92,3133.95,0.498523,139.242,0,566.739,1.76461,176.215,1765.23,73.7361,134.835,22.1543,376.57,0,1021.52,3.54533,353.151,1327.6,176.278,349.331,30.0524,1.26842,0,118.76,0.0965638,72.4317,1220.09,4.23956,0.390266,8.92091,
77,1435.7,2919.98,3249.95,0.491684,158.235,0,441.677,1.58104,270.864,1768.12,107.006,151.546,20.9515,381.276,0,717.868,3.46466,478.234,1314.03,254.496,371.929,29.8778,1.26842,0,118.76,0.100004,72.6188,1220.09,4.23956,0.372009,2.51238,
78,1435.7,2805.72,2813.64,0.511707,144.193,0,528.558,1.27888,176.169,1688.77,106.321,139.982,20.4513,341.274,0,928.366,2.60726,296.302,1066.87,246.21,333.062,26.4368,1.25826,0,66.3457,0.0973357,71.3167,1220.51,4.3965,0.372009,8.94266,
79,1435.7,2682.19,2892.11,0.535274,154.945,0,382.51,1.31994,159.241,1730.02,80.7727,151.934,21.4497,398.501,0,708.898,3.13394,246.522,1207.14,215.345,392.662,29.6939,1.10078,0,121.904,0.0997081,71.3839,1220.51,4.3965,0.372009,8.94266,
80,1435.26,2753.03,3117.19,0.521337,145.505,0,482.037,1.17887,168.388,1718.54,76.9837,139.64,20.7533,373.91,0,829.771,2.83417,352.415,1209.08,198.14,356.006,26.9564,1.04939,0,122.057,0.0997081,72.3337,1220.51,3.96782,0.303226,8.94266,
81,1435.26,2321.49,2198.68,0.618249,122.367,0,445.377,1.24608,159.861,1425.41,34.5018,118.808,13.9115,330.613,0,868.524,3.02744,249.772,605.798,97.026,327.849,15.9248,0.858855,0,121.923,0.0997081,71.0661,1220.54,3.96782,0.293258,8.94266,
82,1435.26,2578.67,2415.81,0.556588,111.067,0,492.297,0.560317,141.199,1627.74,75.7588,109.632,20.4116,245.712,0,851.941,1.1879,194.958,986.773,153.148,244.527,25.1211,0.858855,0,121.736,0.102298,71.8129,1220.48,4.86541,0.293258,8.94266,
83,1435.26,2726.55,2665.57,0.5264,163.332,0,532.5,0.850425,163.316,1615.77,72.3493,159.957,18.4699,401.392,0,877.313,1.93878,276.564,918.082,180.253,391.666,22.393,0.858855,0,121.659,0.102298,72.1135,1220.48,4.86541,0.293258,8.93082,
84,1434.98,2517.11,2966.58,0.570089,85.9496,0,401.069,1.61726,199.558,1671.91,56.3489,82.603,18.0486,303.594,0,757.627,3.94021,420.535,1390.65,153.496,299.733,26.4893,0.858855,0,121.659,0.102362,68.3122,1220.41,4.86541,0.293258,8.94639,
85,1434.98,2562.13,2497.28,0.560071,116.852,0,508.978,1.23117,178.107,1570.01,57.0538,112.96,16.9401,302.388,0,953.01,2.99167,287.977,942.095,177.05,294.551,23.1991,0.850352,0,121.659,0.102362,72.3666,1220.41,4.86541,0.282214,8.94639,
86,1434.98,3214.64,3144.44,0.446388,221.114,0,646.719,1.39535,208.256,1792.57,101.64,218.97,23.9762,406.416,0,957.923,2.7224,338.299,1229.87,188.522,404.744,30.3961,0.850352,0,118.356,0.102362,68.0881,1220.41,4.86541,0.282214,8.94639,
87,1434.98,2489.05,2274.84,0.576515,72.0208,0,625.294,1.20047,208.526,1366.04,127.212,76.7618,11.9992,237.19,0,1103.31,2.81593,331.489,539.683,281.295,246.7,15.0898,0.850352,0,121.417,0.102362,73.1836,1220.41,4.86541,0.243029,6.5501,
88,1434.98,2511.26,2402.2,0.571417,122.602,0,458.484,0.948784,156.864,1539.6,95.402,120.264,17.0909,337.723,0,842.873,2.30809,238.877,921.664,212.518,333.329,23.8216,0.850352,0,120.901,0.105875,71.7425,1220.41,4.86541,0.243029,8.9822,
89,1434.98,2727.81,2620.55,0.526054,167.455,0,478.631,1.38089,209.651,1618.15,74.4998,159.909,18.1379,365.072,0,838.625,2.93863,345.542,976.015,179.091,355.75,22.748,0.769099,0,121.417,0.109637,71.6504,1220.41,4.86541,0.215087,8.63188,
90,1434.98,2812.18,2598.34,0.510272,137.722,0,583.797,1.48509,164.794,1675.49,91.3453,135.845,21.7,293.238,0,908.598,3.18375,271.29,1008.01,176.135,292.463,26.5173,0.680523,0,39.9403,0.109637,72.2085,1220.41,4.86532,0.215087,7.91254,
