Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
90,1256.49,1990.96,1935.89,0.631099,70.3392,0,255.797,2.98443,40.1155,1470.69,64.5695,69.2594,17.1982,220.352,0,715.372,3.23499,154.066,860.851,164.454,219.497,25.4004,0.266955,0,4.74451,0.0075663,1.09491,1206.12,6.20907,0.364756,5.20051,
91,1256.49,2047.58,2152.01,0.613648,70.0152,0,223.736,2.62863,70.6102,1529.5,64.8498,67.7969,18.4426,202.375,0,607.716,2.89199,229.272,985.276,171.072,195.774,28.1337,0.266955,0,4.74451,0.0075663,1.09491,1206.9,6.20907,0.364756,5.20051,
92,1256.49,2107.45,2161.81,0.596214,87.1562,0,323.502,3.12469,75.0149,1453.37,63.1406,85.6813,16.4608,251.867,0,839.925,3.31993,226.354,700.05,164.711,249.807,21.5187,0.266955,0,4.74451,0.0075663,0.807434,1206.9,6.20907,0.364756,5.20051,
93,1256.49,1880.79,1982.83,0.668067,82.5908,0,218.233,2.68016,66.0891,1360.69,55.0652,81.5121,13.9262,264.816,0,703.376,2.88421,191.688,590.455,144.352,262.873,17.5153,0.266955,0,4.74451,0.00567761,0.807434,1206.9,6.1975,0.364756,5.20051,
94,1254.48,1949.58,2038.22,0.643463,88.1288,0,205.448,2.92157,67.3718,1439.62,42.5607,87.2486,16.2794,276.229,0,674.796,3.06149,214.999,804.075,105.16,275.321,23.9257,0.266955,0,4.74451,0.0132553,0.807434,1206.9,6.20907,0.364756,5.20051,
95,1254.48,1945.38,2008.97,0.644853,69.6002,0,230.913,2.9284,36.665,1457.89,61.7466,68.6839,16.9525,218.864,0,724.423,3.51134,121.985,809.825,170.498,217.987,24.7075,0.266955,0,4.74451,0.0127076,0.807434,1206.9,6.20907,0.364756,5.20051,
96,1254.48,1793,1653.85,0.699654,60.1386,0,183.401,2.95355,51.3309,1385.63,36.8166,57.961,14.7758,215.61,0,582.898,3.36909,163.928,706.212,96.8585,210.82,21.2173,0.266955,0,4.74451,0.0132553,0.807434,1206.9,6.20907,0.364756,5.20051,
97,1254.48,1936.73,1889.9,0.647731,60.4261,0,291.559,2.9917,60.0026,1382.42,65.7093,59.0531,14.5652,194.688,0,797.478,3.37091,185.843,602.628,170.878,194.2,18.5669,0.36181,0,4.74451,0.0132553,0.807434,1206.9,6.20907,0.364756,5.20051,
98,1254.48,2096.84,2284.93,0.598274,85.3015,0,253.534,2.83389,78.1893,1515.34,60.1929,83.6262,17.8155,274.985,0,709.873,3.38568,230.523,942.773,161.923,271.572,26.8407,0.36181,0,4.74451,0.00440235,0.807434,1206.9,6.20907,0.364756,5.20051,
99,1254.48,1969.81,1950.19,0.636856,89.8575,0,256.296,2.83759,69.6546,1401.22,50.3368,84.9196,14.6813,258.595,0,739.723,3.1635,187.558,690.77,123.012,246.09,18.2556,0.36181,0,4.74451,0.00440235,0.807434,1206.9,6.20907,0.364756,5.20051,
100,1254.48,2100.52,2326.68,0.597225,105.141,0,238.521,2.72405,109.046,1477.68,48.158,102.891,16.355,305.747,0,676.414,3.02851,306.849,810.754,120.508,306.296,22.5567,0.36181,0,4.74451,0.00440235,0.807434,1206.9,6.20907,0.364756,5.20051,
101,1254.48,1841.09,1844.42,0.681379,71.9681,0,159.693,3.27965,67.0385,1408.08,45.3122,70.7065,15.0142,245.507,0,496.549,3.67175,210.669,721.505,131.343,243.376,20.7019,0.36181,0,4.74451,0.00440235,0.807434,1206.9,6.20907,0.364756,5.20051,
102,1254.48,1753.3,1527.67,0.715496,50.1213,0,196.828,2.47803,54.1205,1330.52,58.379,48.4333,12.4194,151.891,0,632.793,2.88813,197.077,495.366,169.167,148.899,14.3315,0.36181,0,3.42109,0.00440235,0.807434,1206.9,6.20907,0.364756,4.15386,
103,1254.48,2105.27,2086.21,0.595878,120.093,0,245.618,2.73586,112.545,1425.16,66.429,117.841,14.8462,319.003,0,660.375,3.03985,264.283,650.681,135.996,313.866,17.9658,0.36181,0,4.74451,0.00440235,0.807434,1201.04,6.20907,0.364756,5.20051,
104,1254.48,1985.29,2251.83,0.63189,85.5493,0,288.265,2.70386,67.6078,1381.05,61.6543,83.9986,14.4552,286.605,0,834.867,3.11535,248.701,741.259,166.251,282.653,19.9802,0.36181,0,4.74451,0.00440235,0.807434,1207.14,6.20907,0.364756,5.20051,
105,1254.48,1837.49,1772.45,0.682715,97.492,0,189.363,2.51292,60.667,1316.84,61.2601,96.5366,12.8241,311.32,0,606.594,2.84594,202.178,402.08,172.311,310.52,13.6432,0.36181,0,4.74451,0.00440235,0.807434,1207.84,6.20907,0.364756,3.66511,
106,1254.48,2290.92,2668.44,0.547588,95.6061,0,348.989,2.6188,91.3367,1558.4,84.7581,91.4214,17.7898,280.562,0,912.805,3.1657,297.204,964.761,198.623,266.076,27.4242,0.36181,0,4.74451,0.00440235,0.807434,1207.84,6.20907,0.364756,5.20051,
107,1254.48,2206.75,2370.23,0.568475,63.4736,0,327.563,2.40083,74.8401,1581.35,74.1099,62.7274,20.2809,199.09,0,830.312,2.76998,221.948,1047.17,172.502,198.24,31.0703,0.36181,0,4.74451,0.00440235,0.807434,1207.84,6.20907,0.364756,5.20051,
108,1254.48,1956.85,1889.69,0.641073,71.5089,0,245.59,2.38842,74.693,1419.67,58.023,69.8689,15.109,222.274,0,727.329,2.91452,213.95,643.283,142.488,220.476,18.984,0.36181,0,4.74451,0.00440235,0.807434,1207.84,6.20907,0.364756,7.92213,
109,1254.48,2048.4,2096.23,0.61242,68.5316,0,284.456,2.71356,89.6845,1465.9,56.6202,64.6814,15.8146,212.063,0,770.723,3.08264,274.606,777.865,135.483,204.974,21.1004,0.36181,0,4.74451,0.00440235,0.374308,1207.84,6.20907,0.364756,7.92213,
110,1247.09,1901.08,1993.63,0.655991,74.9231,0,188.176,2.40732,70.0171,1424.68,52.7883,72.8703,15.2192,260.359,0,555.008,3.03298,231.084,748.298,147.851,254.278,21.1554,0.36181,0,4.74451,0.00440235,0.374308,1207.84,6.20907,0.364756,7.92213,
111,1247.09,2065.6,2197.37,0.603743,71.5651,0,325.947,2.37057,68.2161,1457.26,53.4308,70.4206,16.3954,207.378,0,879.867,2.84998,209.22,805.177,148.707,205.697,23.4051,0.36181,0,3.09113,0.00440235,0.374308,1207.84,6.20907,0.364756,8.12627,
112,1247.09,1794.65,1685.7,0.694894,64.7432,0,194.413,2.16143,56.1235,1337.24,63.7491,63.1792,13.0473,208.247,0,625.372,2.5638,184.745,518.314,176.683,205.84,15.3028,0.36181,0,3.09113,0.00440235,0.374308,1207.84,5.96933,0.364756,8.12627,
113,1247.09,1737.32,1608.59,0.717827,44.186,0,178.478,2.29603,43.1518,1368.73,43.3214,43.4269,13.7229,180.853,0,575.416,2.94719,163.415,680.764,136.442,180.412,19.6363,0.36181,0,3.09113,0.00440235,0.374308,1207.84,5.96933,0.364756,8.12627,
114,1247.09,1872.52,2034.07,0.665998,55.4603,0,232.303,2.11921,63.0659,1406.52,44.7838,53.7142,14.5545,212.742,0,741.204,2.54516,212.634,724.672,112.649,206.232,20.3601,0.36181,0,3.09113,0.0119978,0.374308,1207.84,5.96933,0.364756,5.34067,
115,1247.09,1657.25,1645.19,0.752509,52.8392,0,133.929,2.12527,43.0493,1326.51,34.396,51.9176,12.4783,187.219,0,528.347,2.57051,175.962,547.303,97.5191,185.694,15.8255,0.36181,0,3.09113,0.0146671,0.374308,1207.84,5.96933,0.364756,8.12333,
116,1247.09,1885.23,2094.63,0.661507,61.3787,0,192.973,2.04524,58.2805,1438.51,56.2119,60.2528,15.581,216.232,0,647.028,2.23092,190.916,835.856,171.578,213.766,24.3893,0.36181,0,1.50208,0.0146671,0.374308,1207.84,5.96933,0.364756,8.12333,
117,1247.09,1972,2076.18,0.6324,64.4645,0,236.152,2.65008,59.4483,1467.91,61.3953,63.2675,16.7126,263.77,0,668.183,3.18926,246.59,873.869,162.434,259.829,25.3969,0.36181,0,1.50208,0.0208381,0.374308,1207.84,5.96933,0.364756,8.12333,
118,1247.09,1753.04,1602.51,0.71139,56.6325,0,182.994,2.33643,70.5888,1333.2,40.7838,54.3351,12.1636,179.414,0,628.248,2.67093,247.691,480.527,109.305,175.198,12.6029,0.36181,0,1.50208,0.0208381,0.374308,1207.84,5.96933,0.364756,8.12333,
119,1247.09,1799.53,1977.38,0.693008,56.9763,0,202.157,2.24864,78.014,1368.53,29.0909,49.5858,12.9369,208.486,0,681.54,2.84097,336.138,658.851,71.2073,196.056,16.9113,0.36181,0,1.50208,0.0208381,0.374308,1207.84,5.96933,0.348204,8.12333,
120,1247.09,2060.93,2130.39,0.605111,107.184,0,269.751,2.19733,95.11,1407.36,57.7743,106.129,15.4275,301.069,0,752.231,2.34381,241.885,696.907,144.862,301.183,20.2662,0.36181,0,3.09113,0.0208381,0.374308,1207.84,5.96933,0.348204,8.12333,
121,1247.09,1900.97,1841.92,0.65603,76.8673,0,193.112,1.94184,65.9768,1405.12,67.2379,75.9734,14.7387,235.271,0,606.077,2.09365,202.057,645.794,171.837,234.258,19.0998,0.36181,0,3.09113,0.00506083,0.374308,1207.84,5.96933,0.348204,8.12333,
122,1247.09,1976.39,2238.05,0.630994,89.5218,0,218.715,2.40527,86.2435,1400.47,77.4722,87.4542,14.1096,291.535,0,709.357,2.68758,268.711,610.804,217.224,288.309,17.3391,0.36181,0,3.09113,0.0208381,0.374308,1207.68,5.96933,0.348204,8.10632,
123,1247.09,1896.21,1921.06,0.657675,81.7167,0,207.766,2.21081,50.7248,1402.51,55.8382,80.5742,14.8765,271.861,0,661.285,2.43462,162.081,687.464,143.587,270.434,20.6282,0.36181,0,3.09113,0.0208381,0.374308,1207.68,5.96933,0.348204,8.02798,
124,1247.09,1939.43,1988.95,0.643021,96.4777,0,233.318,2.27643,52.8864,1380.79,63.5008,95.6696,14.5107,301.019,0,667.403,2.39909,186.382,535.826,169.495,300.172,17.8835,0.36181,0,3.89878,0.0208381,0.374308,1207.48,5.96933,0.348204,5.70267,
125,1247.09,1953.67,2178.53,0.638334,65.5159,0,268.713,2.50921,83.552,1408.33,47.6104,63.2257,14.216,213.964,0,819.791,2.97114,269.913,721.847,129.994,209.189,20.2504,0.36181,0,3.89878,0.0244375,0.374308,1207.48,5.96933,0.318327,8.10632,
126,1247.09,2134.68,2297.28,0.584206,95.6796,0,290.483,2.02545,76.9221,1501.08,56.4991,94.3329,17.6539,282.654,0,769.951,2.27516,224.019,850.154,131.507,282.118,25.6214,0.36181,0,3.89878,0.0152397,0.374308,1205.81,5.96933,0.318327,8.10632,
127,1247.09,1948.05,1935.47,0.640174,63.2551,0,245.238,1.94758,56.4539,1445.83,56.9485,62.3341,16.0447,218.275,0,742.623,1.92831,199.378,786.877,142.823,216.861,23.1304,0.36181,0,3.89878,0.0152397,0.374308,1207.37,5.96933,0.318327,8.10632,
128,1247.09,1993.31,2344.07,0.625639,87.2431,0,234.066,1.77995,80.9348,1429.15,55.448,89.2814,15.4037,305.945,0,715.783,1.73706,295.683,815.5,162.363,307.768,23.6247,0.36181,0,3.89878,0.0152397,0.374308,1207.37,5.96933,0.318327,8.10632,
129,1247.09,1834.82,1839.99,0.679681,60.4936,0,187.88,2.12256,81.3171,1389.46,40.6184,59.476,13.4545,203.792,0,588.614,2.36884,257.231,636.018,109.928,202.884,17.2933,0.36181,0,3.89878,0.0105157,0.374308,1207.37,5.96933,0.318327,8.10632,
130,1247.09,1862.86,1925.87,0.669452,65.5933,0,189.822,2.29607,87.1802,1384.32,55.7495,64.7391,13.1527,267.983,0,603.318,2.59311,293.439,635.271,163.791,266.699,17.6329,0.36181,0,3.89878,0.0152397,0.374308,1207.37,5.96933,0.318327,8.10632,
131,1247.09,1951.58,1841.65,0.639016,91.7847,0,216.04,2.07299,75.5833,1399.82,62.6571,89.228,14.3989,278.766,0,661.522,2.42169,213.601,653.957,169.762,276.385,20.4153,0.36181,0,3.18816,0.0152397,0.374308,1207.37,5.96933,0.318327,0.733754,
132,1247.09,2078.44,2261.13,0.600014,95.6484,0,238.513,1.84821,76.7963,1476.7,77.567,94.511,16.861,299.468,0,617.972,1.87879,258.703,840.516,202.216,296.759,24.6605,0.36181,0,3.18816,0.0152397,0.374308,1207.37,5.96933,0.318327,8.07832,
133,1247.09,2093.74,2097.04,0.595629,83.1711,0,349.515,2.19344,58.8228,1449.02,52.429,82.358,16.2336,238.295,0,892.465,2.52385,193.044,734.326,143.788,237.375,22.6995,0.36181,0,3.18816,0.0152397,0.374308,1207.37,5.96933,0.318327,3.04241,
134,1247.09,1712.36,1469.87,0.728291,76.7033,0,167.807,1.72912,44.0867,1299.65,34.3889,76.1618,11.8311,249.456,0,614.356,1.85065,139.457,392.567,80.6482,249.275,12.4827,0.36181,0,3.18816,0.0112927,0.374308,1207.37,5.96933,0.318327,5.52056,
135,1247.09,1911.79,2025.21,0.652317,78.4801,0,204.646,2.01785,47.45,1427.86,58.427,77.2801,15.6224,259.515,0,660.094,2.6145,153.281,736.537,159.266,256.275,22.6936,0.36181,0,3.18816,0.00705283,0.374308,1207.37,6.40948,0.239468,8.07832,
136,1247.09,1949.37,2173.45,0.639742,71.7267,0,254.094,1.92972,68.3373,1414.16,53.1186,71.3616,14.6345,276.474,0,764.549,2.59893,253.689,708.705,144.513,274.334,20.8452,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.40948,0.239468,8.07832,
137,1247.09,1923.05,2139.63,0.648497,53.5477,0,255.632,1.73033,53.8312,1438.61,51.2062,52.7614,15.7314,196.838,0,781.269,2.07216,212.918,810.659,126.254,196.434,24.3413,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.40948,0.239468,8.07832,
138,1247.09,1932.81,2036.34,0.645224,61.0758,0,211.172,1.76117,77.7211,1438.15,64.4023,62.8947,15.6297,206.984,0,617.357,1.83688,278.98,828.694,181.1,213.162,23.9014,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.38404,0.239468,8.07832,
139,1247.09,1941.71,2095.56,0.642264,77.2265,0,262.408,2.17677,64.8063,1371.27,73.8129,76.1289,13.8865,247.874,0,855.193,2.78881,207.182,550.193,193.113,246.49,16.7612,0.36181,0,3.18816,0.010745,0.374308,1207.37,6.38404,0.239468,8.07832,
140,1247.09,2049.48,1982.38,0.608491,65.6196,0,245.554,1.68867,57.7311,1538.42,57.4241,64.4762,18.5741,214.293,0,625.122,1.82192,193.774,896.652,146.642,213.623,28.1525,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.38404,0.239468,8.07832,
141,1247.09,2096.26,2342.99,0.594913,92.1918,0,269.285,1.78216,62.4139,1481.06,81.2993,91.125,17.1,279.611,0,764.461,1.99276,198.147,876.244,213.008,277.478,25.8999,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.38404,0.239468,8.07832,
142,1247.09,2105.66,2386.34,0.592258,102.092,0,262.583,2.01506,97.0355,1455.67,71.4846,99.3612,15.4161,315.2,0,736.562,2.32039,311.666,794.425,192.041,310.661,21.8599,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.38404,0.239468,8.07832,
143,1247.09,2106.64,2229.9,0.591982,90.5789,0,264.411,1.77622,91.2865,1491.11,57.7928,92.9331,16.7544,287.319,0,708.076,2.08068,300.689,831.045,156.733,290.077,24.7875,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.38404,0.239468,1.90333,
144,1247.09,1815.04,1948.16,0.687089,56.9111,0,201.66,1.82797,48.211,1379.9,56.3294,56.2173,13.986,261.032,0,657.105,2.37818,214.609,704.438,163.291,259.82,20.7937,0.36181,0,3.18816,0.0152397,0.374308,1207.37,6.16521,0.239468,5.76287,
145,1247.09,1768.51,1849.64,0.705166,56.8782,0,198.183,1.67064,32.8492,1360.53,48.4077,56.2821,13.71,231.998,0,663.015,2.08916,168.554,606.548,147.135,230.873,19.1539,0.36181,0,3.18816,0.0152397,0.374308,1203.15,6.38404,0.239468,7.6762,
146,1247.09,2137.45,2675.48,0.583448,96.5787,0,235.116,1.88346,83.5698,1499.92,109.815,93.8285,16.7416,322.889,0,703.102,2.38915,293.134,966.182,580.587,312.216,25.3805,0.36181,0,3.18816,0.0152397,0.374308,1206.89,6.38404,0.239468,7.92852,
147,1247.09,1748.62,1669.88,0.713188,38.9943,0,185.412,1.95227,34.2841,1407.67,27.4193,38.2984,14.5833,194.182,0,629.592,2.5748,153.879,758.723,56.9293,191.589,22.3425,0.36181,0,3.18816,0.0152397,0.374308,1206.89,6.38404,0.239468,7.92904,
148,1247.09,1848.98,1687.11,0.674474,59.4745,0,256.305,1.59345,53.7225,1337.33,68.7296,58.7501,13.0766,195.789,0,755.038,1.61443,165.068,449.078,177.946,195.453,14.2071,0.178218,0,3.18816,0.0152397,0.374308,1206.71,6.38404,0.0751962,7.86263,
149,1247.09,1940.95,2034.25,0.642517,86.2862,0,175.275,1.76917,93.7752,1428.93,54.9381,85.1776,14.7998,281.625,0,512.377,2.30268,284.691,825.958,154.939,281.097,23.1099,0.178218,0,3.18816,0.0152397,0.374308,1206.89,6.38404,0.0751962,6.4873,
150,1247.09,1955.1,2000.13,0.637866,63.2917,0,279.747,1.88802,89.3392,1394.93,53.592,59.4638,12.8493,225.753,0,761.647,2.55892,272.393,644.531,129.33,211.106,15.3779,0.178218,0,3.18816,0.0152397,0.374308,1206.89,6.38404,0.0751962,7.92904,
151,1247.09,1654.5,1522.97,0.753757,57.3686,0,126.688,1.55394,37.8058,1316.36,45.5419,56.8512,12.3361,222.951,0,484.058,2.22341,152.938,435.836,134.595,222.747,14.7224,0.178218,0,3.18816,0.0152397,0.374308,1207.68,6.38404,0.0751962,3.13351,
152,1247.09,1608.83,1538.49,0.775156,51.4953,0,123.348,1.30266,31.6783,1307.15,33.2674,49.1866,11.3999,233.755,0,509.203,1.65536,159.217,508.165,114.276,226.275,13.7071,0.178218,0,3.18816,0.0152397,0.374308,1207.68,6.15809,0.0751962,7.92904,
153,1247.09,1974.33,2154.26,0.631652,115.869,0,192.763,1.66444,96.0827,1388.79,51.8139,113.938,13.4115,352.263,0,524.383,2.51503,299.092,694.687,136.307,352.411,18.549,0.178218,0,3.18816,0.0152397,0.374308,1207.84,6.38404,0.0751962,8.00526,
154,1247.09,1787.72,1872.84,0.697588,42.2457,0,236.496,1.28773,36.4648,1371.84,44.4616,41.5979,13.3232,174.2,0,797.872,1.69448,148.26,667.659,146.207,172.77,19.36,0.178218,0,3.18816,0.0152397,0.374308,1207.84,6.38404,0.0751962,8.00526,
155,1247.09,1978.06,2249.1,0.630461,75.5685,0,250.776,1.8769,56.5783,1453.39,51.138,73.4108,15.3253,278.453,0,764.183,2.75476,218.821,805.819,147.89,267.388,22.0645,0.178218,0,3.18816,0.0152397,0.374308,1207.84,6.38404,0.0751962,8.00526,
156,1247.09,2168.18,2739.63,0.575179,114.112,0,296.97,1.69768,82.2946,1498.06,46.1626,111.811,17.0694,336.743,0,843.803,2.31561,288.821,981.928,108.472,330.212,25.9659,0.178218,0,3.18816,0.0152397,0.374308,1207.84,6.38404,0.0751962,8.00526,
157,1247.09,1880.88,1957.85,0.663035,72.8466,0,210.746,1.47662,80.3974,1387.86,42.6854,71.5687,13.3027,237.226,0,618.073,2.02619,253.666,664.713,123.838,230.992,17.1307,0.178218,0,3.05819,0.0152397,0.374308,1207.84,6.38404,0.0751962,8.00526,
158,1247.09,1892.69,1865.59,0.658901,57.1081,0,236.038,1.54095,42.9617,1425.78,57.5661,56.4458,15.2411,212.471,0,729.255,2.14585,171.566,800.935,168.392,211.378,23.7859,0.178218,0,3.18816,0.0152397,0.374308,1207.84,6.24592,0.0751962,8.00526,
159,1247.09,1935.46,2162.57,0.644339,60.892,0,237.2,1.261,41.4047,1461.73,58.6005,58.6213,15.7455,208.082,0,762.897,1.49212,189.721,851.851,169.836,197.786,23.3694,0.178218,0,3.18816,0.0152397,0.374308,1207.84,6.38404,0.0751962,8.00526,
160,1247.09,2132.37,2306.27,0.584838,84.6642,0,260.256,1.57361,62.5897,1558.31,65.9245,80.2604,18.7993,272.171,0,667.269,2.27509,230.442,991.986,166.525,265.699,29.3955,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.00526,
161,1247.09,1998.31,2179.21,0.624073,93.0193,0,205.6,1.70171,81.148,1455.97,54.0666,90.8411,15.9683,315.297,0,621.422,2.55133,265.703,849.041,138.004,313.11,24.5723,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.00526,
162,1247.09,1822.87,1699.43,0.684138,50.5027,0,227.031,1.55743,37.4419,1383.56,59.2239,49.3922,14.1581,170.346,0,662.157,2.19528,157.658,588.421,169.162,169.844,18.3706,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.00526,
163,1247.09,1822.84,2167.2,0.684147,63.905,0,182.146,1.38673,77.4279,1396.49,28.4392,59.5023,13.5416,257.262,0,690.521,2.14827,344.144,809.703,77.4904,248.863,20.0648,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.31372,0.0751962,8.00526,
164,1247.09,2052.74,2136.01,0.607527,61.4918,0,270.714,1.58267,84.8182,1492.84,64.7256,59.9533,16.6048,243.923,0,725.485,2.35409,287.634,882.333,151.513,240.743,26.0828,0.178218,0,1.19164,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.07832,
165,1247.09,1742.22,1818.67,0.715807,45.0279,0,186.538,1.27968,32.1648,1385.01,33.9556,44.3875,13.8578,208.483,0,699.427,2.01515,182.25,738.952,96.6319,206.747,21.355,0.178218,0,3.18816,0.0152397,0.374308,1207.86,6.38404,0.0751962,8.07832,
166,1247.09,2021.04,2354.8,0.617053,85.3294,0,255.96,1.51446,75.6158,1455.03,47.8452,83.9539,15.7958,279.403,0,726.73,2.26084,283.605,824.13,132.212,274.658,22.7511,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.07832,
167,1247.09,1958.34,1958.29,0.636811,64.0776,0,287.765,1.34791,32.335,1426.31,66.9421,63.7098,15.8558,213.016,0,799.983,1.7995,120.891,766.945,180.05,213.029,23.5497,0.178218,0,3.18816,0.0152397,0.374308,1207.58,6.38404,0.0751962,8.07832,
168,1246.64,2127.97,2355.9,0.585835,91.7822,0,231.63,1.78891,75.0072,1572.15,46.1586,90.336,19.1171,281.353,0,660.25,2.62125,290.505,1040.07,105.9,276.833,29.4255,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.07832,
169,1246.64,1959.31,2166.55,0.636264,81.2086,0,227.757,1.49364,55.9193,1438.47,60.4955,78.8962,15.0651,284.102,0,705.838,2.07079,236.938,810.878,168.715,279.996,22.6808,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.07832,
170,1246.64,1792.17,1740.26,0.695603,58.4367,0,193.855,1.27589,37.5178,1387.53,41.3725,57.81,14.3744,221.41,0,617.273,1.73423,142.657,636.945,123.847,221.877,19.9659,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.07832,
171,1246.64,2091.51,2346.42,0.596045,77.2716,0,261.618,1.55155,76.28,1519.68,61.9865,75.7345,17.3925,229.942,0,721.625,2.33177,224.446,990.059,163.745,226.716,28.0559,0.178218,0,2.51677,0.0152397,0.374308,1207.92,6.38404,0.0751962,5.65378,
172,1246.64,1919.12,1936.42,0.649588,77.167,0,226.247,1.44028,28.9545,1437.69,55.301,76.3613,15.9508,244.071,0,694.762,2.10887,132.011,695.324,149.444,242.025,22.0426,0.178218,0,3.18816,0.0152397,0.374308,1207.9,6.38404,0.0751962,8.07832,
173,1246.64,1824.69,2210.96,0.683206,63.9638,0,173.111,1.54907,56.8309,1414.41,37.7418,62.6515,14.4234,273.271,0,610.163,2.41871,276.604,853.233,128.425,267.891,23.1683,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.36292,0.0751962,7.44272,
174,1246.64,1993.73,2002.13,0.625278,101.833,0,249.637,1.48241,86.1123,1384.37,56.6622,100.366,13.272,321.117,0,685.562,2.31947,259.81,575.672,150.525,318.832,16.1138,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,3.55629,
175,1246.64,1853.09,2106.01,0.672735,62.4365,0,198.011,1.16274,62.0083,1409.32,44.763,61.0856,14.3001,225.316,0,698.386,1.58419,257.023,768.326,128.602,222.373,21.4231,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.07832,
176,1246.64,1660.77,1811.77,0.750638,47.3697,0,101.283,1.16025,55.1951,1363.01,34.9284,45.2857,12.5325,211.085,0,388.179,1.74559,266.263,779.242,103.929,201.23,18.5337,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,8.06355,
177,1246.64,1948.86,2345.65,0.639675,102.326,0,183.076,1.5015,68.516,1437.28,40.6126,100.487,15.0647,356.575,0,593.923,2.41249,297.403,785.47,115.167,349.055,22.6236,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.38404,0.0751962,5.45811,
178,1246.64,1831.68,1896.28,0.680598,64.2385,0,186.339,1.20068,64.7769,1394.05,42.8572,63.7499,14.4668,239.872,0,631.303,1.69749,217.128,633.713,137.342,238.941,19.7672,0.178218,0,1.08225,0.0152397,0.374308,1207.92,6.77671,0.0751962,8.06355,
179,1246.64,1978.92,2358.5,0.629958,75.9461,0,267.726,1.30955,61.9627,1427.91,53.5405,75.2143,15.3111,262.015,0,823.343,1.99307,232.205,839.788,161.995,260.651,24.315,0.178218,0,3.18816,0.0152397,0.374308,1207.92,5.92319,0.0751962,8.06355,
180,1246.64,1806.97,1927.38,0.689904,52.3018,0,202.663,1.43577,34.9059,1403.57,46.0597,51.5692,14.4687,219.918,0,702.548,2.1446,156.008,773.322,125.545,218.34,22.3024,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.23718,0.0751962,8.06355,
181,1246.64,1870.84,1775.8,0.666353,81.4638,0,194.148,1.67267,77.7366,1369.21,52.8208,80.4613,13.3212,263.861,0,559.093,2.61478,230.47,569.273,128.437,262.118,16.4916,0.178218,0,3.18816,0.0152397,0.374308,1207.92,6.77671,0.0751962,8.06355,
182,1246.64,2103.75,2179.15,0.592578,111.437,0,271.878,1.4899,80.9198,1448.54,64.2588,109.673,15.5541,322.744,0,676.397,2.39433,231.019,728.53,162.145,319.571,21.9666,0.178218,0,3.18816,0.0152397,0.374308,1207.83,6.62577,0.0751962,8.06355,
