Individual,Roll.rear.side_view_swing_arm_angle_l,Roll.rear.camber_angle_gain_roll_l,2in Heave.rear.p_rod_length_l,2in Heave.rear.tie_rod_angle_top_view_l,2in Heave.rear.roll_center_gnd.z,2in Heave.rear.coil_over_length_l,2in Heave.rear.side_view_swing_arm_angle_l,2in Heave.rear.motion_ratio_heave_l,2in Heave.rear.toe_angle_l,
77,0.016025,2.1626,0,4.65753,663.937,46.7185,0.10329,0.536782,0.0238167,
78,0.0173345,2.1626,0,4.65717,663.937,46.719,0.102156,0.536187,0.0239293,
79,0.0167735,2.16256,0,4.65704,663.938,46.717,0.102674,0.538423,0.0239147,
80,0.016601,2.16262,0,4.65738,663.938,46.723,0.102753,0.532179,0.0238458,
81,0.0174637,2.16256,0,4.65742,663.937,46.7189,0.102039,0.53627,0.0239181,
82,0.015736,2.16261,0,4.65707,663.938,46.723,0.103692,0.532179,0.0239347,
83,0.0164936,2.16258,0,4.65736,663.937,46.7198,0.10288,0.535503,0.0238688,
84,0.0155334,2.1626,0,4.65721,663.938,46.7195,0.103904,0.535624,0.0239595,
85,0.0165752,2.16259,0,4.6573,663.937,46.7214,0.10285,0.533935,0.0239119,
86,0.0157413,2.16258,0,4.65718,663.938,46.7193,0.103685,0.535884,0.0238779,
87,0.0158886,2.16262,0,4.6573,663.938,46.7189,0.103506,0.536214,0.0238729,
88,0.0160488,2.1626,0,4.65725,663.938,46.7187,0.103413,0.536432,0.0239355,
89,0.015953,2.16264,0,4.65733,663.938,46.7226,0.103429,0.532486,0.0238908,
90,0.0184955,2.16257,0,4.65741,663.937,46.7208,0.1011,0.534251,0.0238847,
91,0.0167754,2.16261,0,4.65743,663.938,46.725,0.102619,0.529968,0.023891,
92,0.0163698,2.1626,0,4.65725,663.938,46.7197,0.102985,0.53568,0.0238563,
93,0.0171671,2.16263,0,4.65692,663.938,46.7183,0.102303,0.536988,0.0239134,
94,0.0173897,2.16263,0,4.65738,663.938,46.7218,0.102025,0.533225,0.0238359,
95,0.0176345,2.16263,0,4.65731,663.938,46.7205,0.101844,0.534521,0.0239265,
96,0.0160566,2.16259,0,4.6573,663.938,46.7208,0.103406,0.534285,0.0239396,
97,0.0161767,2.16265,0,4.65727,663.938,46.7225,0.103232,0.532465,0.0238956,
98,0.0163375,2.1626,0,4.65725,663.938,46.7195,0.103063,0.535812,0.0238881,
99,0.0166018,2.1626,0,4.65725,663.937,46.7205,0.10283,0.534842,0.0239065,
100,0.0154282,2.16261,0,4.65715,663.938,46.7196,0.104054,0.53544,0.0239494,
101,0.0182145,2.16256,0,4.65735,663.937,46.7212,0.101384,0.534109,0.0239305,
102,0.0171613,2.16262,0,4.65726,663.938,46.7217,0.102227,0.53354,0.0238487,
103,0.0166051,2.1626,0,4.65714,663.938,46.7199,0.102884,0.535239,0.0239559,
104,0.0165177,2.1626,0,4.65733,663.938,46.7197,0.102839,0.535579,0.0238402,
105,0.0168131,2.1626,0,4.65726,663.938,46.7166,0.102598,0.538658,0.02388,
106,0.0158732,2.16257,0,4.65714,663.937,46.7229,0.103555,0.532608,0.0239168,
107,0.0199271,2.16253,0,4.6576,663.937,46.7226,0.0999429,0.532085,0.0239889,
108,0.0172819,2.16259,0,4.65738,663.937,46.7228,0.102176,0.532439,0.0238898,
109,0.01713,2.16259,0,4.65725,663.938,46.7168,0.102328,0.538197,0.0238993,
110,0.0165311,2.16257,0,4.65716,663.938,46.7202,0.102911,0.535002,0.0239259,
111,0.0168817,2.16263,0,4.65716,663.938,46.7184,0.102557,0.53692,0.0239087,
112,0.0180124,2.16259,0,4.65736,663.937,46.7199,0.101493,0.535241,0.0238889,
113,0.0184502,2.16255,0,4.65742,663.937,46.7197,0.101095,0.535686,0.0238838,
114,0.0168875,2.16257,0,4.65725,663.938,46.7174,0.102595,0.537859,0.023927,
115,0.017358,2.16259,0,4.65734,663.938,46.7213,0.102021,0.534051,0.0238584,
116,0.0176107,2.16253,0,4.6573,663.937,46.7212,0.101963,0.533991,0.0239474,
117,0.015215,2.16263,0,4.65716,663.938,46.7199,0.104389,0.535093,0.0240746,
118,0.0162651,2.16263,0,4.65724,663.938,46.7212,0.103133,0.533983,0.023872,
119,0.0191051,2.16255,0,4.65716,663.937,46.7206,0.100565,0.534761,0.0238381,
120,0.0163266,2.16261,0,4.65705,663.938,46.7202,0.103131,0.535109,0.0239237,
121,0.0180749,2.16256,0,4.65749,663.938,46.721,0.101416,0.53406,0.0238667,
122,0.0169943,2.16261,0,4.65735,663.938,46.7213,0.10237,0.534018,0.0238282,
123,0.0171902,2.16257,0,4.65748,663.937,46.717,0.102268,0.538205,0.0239009,
124,0.0146732,2.16261,0,4.65698,663.938,46.7205,0.104985,0.534514,0.0241369,
125,0.0167071,2.16256,0,4.65746,663.938,46.726,0.102668,0.529309,0.0238429,
126,0.0170296,2.16258,0,4.65727,663.938,46.7211,0.102442,0.534152,0.0239073,
127,0.0175826,2.16258,0,4.65726,663.938,46.72,0.101869,0.53533,0.0238616,
128,0.015357,2.16263,0,4.65748,663.938,46.7183,0.104001,0.536583,0.023806,
129,0.0161299,2.1626,0,4.65734,663.938,46.7215,0.103318,0.533666,0.0239321,
130,0.0167792,2.1626,0,4.65711,663.938,46.7184,0.10259,0.537043,0.0238331,
131,0.0173685,2.1626,0,4.65725,663.937,46.7187,0.102028,0.536857,0.0238303,
132,0.0161678,2.16259,0,4.65721,663.938,46.7213,0.103246,0.53395,0.023889,
133,0.0162465,2.16261,0,4.65745,663.938,46.7199,0.103121,0.535139,0.0238456,
134,0.0169957,2.16262,0,4.65719,663.938,46.7202,0.102453,0.534864,0.0238938,
135,0.0162646,2.1626,0,4.65735,663.938,46.7208,0.103149,0.534433,0.0239028,
136,0.0183065,2.16255,0,4.65722,663.937,46.7184,0.101317,0.53689,0.023938,
137,0.017066,2.16262,0,4.65716,663.938,46.7219,0.102374,0.53334,0.0239041,
138,0.0169898,2.16258,0,4.65737,663.937,46.7219,0.102455,0.53335,0.0238992,
139,0.0178543,2.16257,0,4.6574,663.937,46.7191,0.101651,0.536149,0.0238722,
140,0.0162398,2.16258,0,4.65723,663.938,46.7209,0.103149,0.534472,0.0238622,
141,0.0157643,2.1626,0,4.65718,663.938,46.7182,0.103666,0.537129,0.0239344,
142,0.015879,2.1626,0,4.65737,663.938,46.7214,0.103571,0.533694,0.0239236,
143,0.0178427,2.16255,0,4.65739,663.938,46.7184,0.101718,0.536671,0.0239081,
144,0.0160193,2.16261,0,4.65724,663.938,46.7208,0.103435,0.534484,0.0239629,
145,0.0157181,2.16262,0,4.6573,663.938,46.7228,0.103745,0.53232,0.0239316,
146,0.0171224,2.16263,0,4.65741,663.938,46.7194,0.102326,0.535502,0.0238827,
147,0.0156074,2.16258,0,4.65724,663.938,46.7205,0.103867,0.534626,0.0239287,
148,0.0174202,2.16261,0,4.65732,663.938,46.7197,0.102004,0.535565,0.0238409,
149,0.01687,2.16261,0,4.65743,663.938,46.7191,0.102526,0.535979,0.0238914,
150,0.0159745,2.16259,0,4.65725,663.938,46.7208,0.103492,0.534393,0.0239582,
151,0.0164914,2.16258,0,4.65731,663.938,46.7178,0.102916,0.537418,0.0238741,
152,0.0163437,2.16262,0,4.65726,663.938,46.721,0.103098,0.533949,0.023909,
153,0.0160023,2.1626,0,4.65747,663.938,46.7216,0.103429,0.533477,0.0239,
154,0.0161635,2.16264,0,4.65719,663.938,46.7211,0.10321,0.533982,0.0239255,
155,0.0161695,2.16261,0,4.6573,663.938,46.7177,0.103221,0.537409,0.0238665,
156,0.016373,2.16261,0,4.65717,663.938,46.7193,0.103084,0.535883,0.0239277,
157,0.0163766,2.16264,0,4.65713,663.938,46.7217,0.103071,0.533391,0.0239364,
158,0.0163931,2.16261,0,4.65736,663.938,46.7213,0.103042,0.533757,0.0238941,
159,0.0171694,2.16261,0,4.65725,663.938,46.7195,0.102276,0.535666,0.0238864,
160,0.0183166,2.16256,0,4.65734,663.937,46.7195,0.101264,0.535806,0.0239082,
161,0.0162194,2.16264,0,4.65733,663.938,46.7198,0.103199,0.535312,0.0239597,
162,0.016038,2.16262,0,4.65712,663.938,46.721,0.103388,0.534261,0.023894,
163,0.0166295,2.16263,0,4.65717,663.938,46.7208,0.102782,0.534511,0.0238993,
164,0.0167774,2.1626,0,4.65754,663.937,46.7185,0.102569,0.5368,0.0238422,
165,0.016241,2.1626,0,4.65721,663.938,46.7233,0.103217,0.532029,0.0239216,
166,0.0181386,2.16259,0,4.65735,663.938,46.721,0.101409,0.534231,0.0238932,
167,0.0165188,2.16262,0,4.65718,663.938,46.719,0.102915,0.536273,0.0239256,
168,0.0176553,2.16262,0,4.6574,663.937,46.7199,0.10177,0.535399,0.0238972,
169,0.016357,2.16261,0,4.6575,663.937,46.7195,0.103026,0.535696,0.023889,
170,0.0168673,2.16263,0,4.65716,663.938,46.7211,0.102565,0.534235,0.0239027,
171,0.0160012,2.16261,0,4.65732,663.938,46.72,0.103408,0.53517,0.0239055,
172,0.0164715,2.1626,0,4.65727,663.938,46.7206,0.102951,0.534696,0.0238886,
173,0.0169439,2.16263,0,4.65709,663.938,46.7249,0.102506,0.530091,0.0239012,
174,0.016806,2.16261,0,4.65732,663.938,46.7191,0.102677,0.535899,0.0239356,
175,0.0167856,2.16257,0,4.6574,663.938,46.7206,0.102679,0.534523,0.0239322,
176,0.0159364,2.16259,0,4.65734,663.938,46.7166,0.103477,0.538755,0.0239278,
177,0.0181303,2.16257,0,4.6574,663.938,46.7208,0.101445,0.534385,0.023897,
178,0.0165749,2.16259,0,4.65723,663.938,46.7205,0.102812,0.534776,0.0238586,
179,0.0173039,2.16262,0,4.65731,663.938,46.7181,0.102179,0.53723,0.0239052,
180,251.199,7.89084,0,4.27814,1104.39,1093.89,254.654,99.5785,675.726,
181,0.017185,2.16257,0,4.65714,663.937,46.7208,0.102261,0.533853,0.0238921,
182,0.0179317,2.16255,0,4.65725,663.937,46.7193,0.101599,0.535928,0.0238933,
183,0.0181162,2.16258,0,4.6573,663.937,46.7198,0.101444,0.535231,0.0238677,
184,173.016,22.2686,0,33.7131,2478.04,1283.57,177.001,88.3387,656.545,
185,315.51,29.727,0,10.6708,3324.7,453.786,315.188,850.607,3.92322,
186,477.776,11.2421,0,3.73858,1740.48,1597.2,480.41,14132.5,487.015,
187,46.6864,33.8048,0,11.0242,3812.22,1802.28,46.6613,106.251,17.8757,
188,814.42,7.84242,0,14.1191,929.124,452.962,813.688,434.291,76.7621,
189,2398.63,8.11053,0,23.5296,4554.3,357.522,2429.04,351.896,2431.36,
190,502.161,26.9158,0,28.4778,2988.6,316.017,501.699,777.889,7.03682,
191,0.0173676,2.16257,0,4.65739,663.937,46.7212,0.102084,0.533924,0.023881,
192,997.504,11.3405,0,27.9378,2119.73,971.768,1001.28,1410.54,1059.81,
193,604.419,12.5509,0,6.97887,2171.84,530.422,603.162,1167.02,1393.4,
194,2218.75,22.3101,0,12.435,4413.69,1719.39,2238.16,998.147,2074.48,
195,0.0186319,2.16258,0,4.65745,663.937,46.7167,0.100957,0.538765,0.0239112,
196,0.0169792,2.16257,0,4.65715,663.937,46.7188,0.102468,0.536485,0.0239056,
197,0.0169473,2.16261,0,4.6573,663.938,46.7215,0.102476,0.533667,0.0238975,
198,0.0159559,2.16263,0,4.65731,663.938,46.7196,0.103409,0.535682,0.0238618,
199,0.0162148,2.16264,0,4.65743,663.938,46.7202,0.103133,0.534596,0.0238494,
