Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,
89,976.822,1959.53,3819.78,0.498498,15.8814,0,58.7287,63.059,2.10638,1062.24,58.965,428.156,270.397,18.2143,0,206.799,142.626,2.11447,671.482,206.783,1442,1811.59,9.89674,0,0.276401,1.65051,0.0197596,883.739,0.267861,14.6282,14.0563,
90,976.822,1757.5,2908.04,0.555803,15.0926,0,74.8864,56.7448,2.07451,1027.24,75.1287,453.208,53.1261,16.9057,0,284.944,160.844,2.21406,594.366,285.975,1711.88,256.464,8.63855,0,0.276401,1.65051,0.0197596,883.739,0.267861,14.6282,13.722,
91,976.822,2182.85,3346.67,0.447498,17.6939,0,136.074,123.341,2.23628,1122.44,135.387,564.931,80.7537,21.9589,0,390.693,305.629,2.44312,800.953,392.396,1718.52,214.087,9.89674,0,0.276401,1.65051,0.0197596,883.739,0.267861,14.6282,13.0505,
92,976.822,1872.11,2914.67,0.521775,17.2878,0,92.2004,67.7116,2.20677,1109.23,92.4938,404.909,86.0766,20.4296,0,294.344,177.261,2.44244,724.929,293.372,1448.49,227.874,9.89674,0,0.276401,1.65051,0.0197596,883.739,0.267861,14.6282,14.0563,
93,976.822,2507.34,4972.21,0.389585,18.1586,0,74.3847,89.2594,2.34824,1172.08,75.505,655.805,419.794,22.9734,0,236.078,227.141,2.64754,881.319,239.626,1867.26,2491.85,9.89674,0,0.276401,1.65051,0.0229654,883.739,0.267861,14.6282,11.7679,
94,976.822,1926.16,3704.85,0.507134,16.0523,0,83.2497,69.3016,2.27766,1062.49,83.4731,395.31,214.009,19.7838,0,272.985,171.151,2.4691,721.716,272.02,1398.54,1799.1,9.72798,0,0.276401,1.65051,0.0229654,883.105,0.267861,14.6282,14.0563,
95,975.657,2847.98,6442.39,0.342579,19.7522,0,95.927,95.1951,2.26367,1219.78,97.4524,684.754,632.852,26.2889,0,291.114,262.707,2.49451,1030.02,291.709,1901.36,4150,9.89674,0,0.279799,1.65051,0.0229654,883.739,0.612598,14.6282,11.7295,
96,960.791,1998.75,3029.32,0.480695,17.8428,0,89.3544,82.456,2.38568,1152.32,89.8888,454.919,109.589,22.8533,0,262.999,208.301,2.69714,863.79,266.126,1443.94,638.333,9.89674,0,0.279799,1.65051,0.0229654,883.739,0.612598,14.6282,11.2003,
97,960.791,2151.94,3677.53,0.446476,16.8487,0,141.262,102.825,2.1619,1085.47,141.913,463.068,198.395,20.1235,0,400.382,237.363,2.37239,742.434,388.258,1432.02,1285.64,9.89674,0,0.279799,9.76832,0.0229654,883.739,0.612598,14.6282,11.7295,
98,960.791,2413.61,5518.01,0.398072,14.9477,0,92.0765,77.2249,1.88554,1036.25,94.6668,486.616,609.94,12.3354,0,281.791,173.097,2.11623,503.599,300.054,1530.24,3770.5,9.89674,0,0.279799,1.84935,0.0229654,883.739,0.612598,14.6282,11.7295,
99,960.791,1917.73,3334.32,0.501005,18.0896,0,79.748,69.7468,1.96346,1156.13,82.562,333.745,175.747,23.5774,0,277.709,200.122,2.03762,902.299,285.994,1251.55,1367.9,9.89674,0,0.143541,7.12203,0.0229654,883.739,0.312769,14.6282,11.7295,
100,960.791,2152.93,3864.91,0.446271,17.9709,0,69.1201,74.6181,2.20963,1154.3,69.3728,514.795,250.545,22.7561,0,235.439,196.148,2.70783,846.382,236.359,1550.83,1731.5,9.89674,0,0.143541,1.64907,0.0229076,882.721,0.312769,14.6282,11.7295,
101,960.791,1977.56,3219.99,0.485847,16.3233,0,83.8351,73.9579,1.96434,1093.23,84.5238,508.286,115.436,18.6445,0,260.378,169.668,2.28042,705.283,259.773,1655.15,592.003,9.89674,0,0.143541,2.30343,0.0229076,882.721,0.253272,14.6282,11.7295,
102,960.791,1646.51,3074.48,0.583531,14.2214,0,41.879,48.0515,2.03155,1015.95,42.2128,300.77,181.399,14.4111,0,156.378,113.223,2.36125,551.386,161.175,1199.33,1442.53,9.89674,0,0.143541,2.30343,0.0229076,882.721,0.253272,14.6282,13.4392,
103,960.791,2031.87,3595.98,0.47286,17.202,0,84.3647,74.3634,2.2505,1133.2,87.0206,410.57,222.895,21.9622,0,252.967,187.401,2.84693,809.642,249.664,1359.75,1213.28,9.89674,0,0.143541,2.30343,0.0229076,882.721,0.253272,14.6282,13.4392,
104,960.791,1509.98,2125.09,0.636295,13.3221,0,72.8335,55.9271,2.01909,961.982,73.3146,280.349,50.2283,11.2592,0,280.525,143.547,2.16545,387.494,285.287,1181.13,134.671,9.89674,0,0.143541,2.30343,0.0229076,882.721,0.253272,15.6998,13.4392,
105,960.791,2133.74,3220.17,0.450285,17.2665,0,100.861,96.5756,2.05997,1124.25,101.695,555.036,135.994,20.8909,0,317.992,238.56,1.95736,710.848,312.195,1538.37,446.042,5.32534,0,0.143541,2.30343,0.0229076,883.739,0.253272,15.6998,13.4392,
106,960.791,2374.13,4204.34,0.404692,16.5387,0,117.123,97.7955,2.00389,1107.8,118.233,704.81,209.824,20.0227,0,364.615,251.944,2.21885,777.917,366.139,2037.33,1123.32,9.89674,0,0.143541,4.18018,0.0229076,883.739,0.253272,15.6998,15.3357,
107,960.791,2502.98,4637.39,0.383859,19.3492,0,88.2696,88.4793,2.01466,1209.14,88.7515,714.042,292.934,26.5115,0,299.658,223.736,2.47628,988.089,307.701,2017.87,2031.94,9.70523,0,0.143541,5.22442,0.0229076,882.554,0.253272,15.6998,15.3357,
108,960.791,2481.68,3834.33,0.387153,19.5951,0,119.62,87.5954,2.1614,1206.84,121.096,716.27,208.505,23.2309,0,343.776,207.292,2.61927,849.331,341.815,1801.94,1233.31,9.70523,0,0.143541,5.35481,0.0229076,882.554,0.253272,15.6998,3.16083,
109,960.791,2224.13,4159.24,0.431985,19.4057,0,58.3897,52.5138,1.90798,1197.38,58.5251,560.124,275.881,28.2249,0,215.726,121.177,2.10599,1041.31,226.678,1799.56,1621.31,9.70523,0,0.143541,3.81273,0.0229076,882.554,0.253272,15.6998,15.3357,
110,960.791,2165.4,3772.34,0.443701,18.5674,0,85.0249,80.6677,2.34444,1176.81,87.1245,497.007,217.853,24.7396,0,280.557,236.537,2.95182,954.007,286.249,1635.73,1512.43,9.70523,0,0.143541,8.97223,0.0229076,882.554,0.253272,15.2917,15.3357,
111,960.791,2074.28,3137.03,0.463191,18.9586,0,66.648,72.4278,2.11669,1190.24,67.4062,576.938,79.5444,26.4005,0,234.125,195.426,2.62347,982.226,238.2,1674.23,259.842,2.89261,0,0.143541,6.77121,0.0229076,882.554,0.253272,15.6068,14.9493,
112,960.791,2429.18,5118.69,0.395521,17.0596,0,62.4667,67.9507,2.12405,1108.47,62.7929,601.934,506.378,21.2654,0,207.026,165.77,2.62344,766.473,207.674,1804.74,2650.31,9.70523,0,0.143541,10.2381,0.124137,882.554,0.253272,15.6068,14.9493,
113,960.791,1958.04,2905.44,0.49069,16.8406,0,78.1269,79.0874,1.94261,1144.13,80.397,503.982,53.5313,20.5354,0,266.589,228.445,2.40112,870.242,278.517,1575.22,375.922,9.70523,0,0.143541,5.93179,0.124137,882.554,0.253272,15.6068,14.9493,
114,957.882,1895.67,2748.04,0.505299,15.425,0,80.2249,80.3428,1.67828,1069.27,80.7687,492.451,75.5171,17.3863,0,264.165,192.25,1.95886,685.393,265.445,1497.71,207.662,9.70523,0,0.143541,8.63741,0.136138,882.554,0.253272,15.6068,14.9493,
115,957.882,2070.05,3907.24,0.462733,20.1102,0,71.958,56.6358,1.80258,1221.63,72.0762,378.268,247.57,28.8813,0,245.087,148.647,2.22192,1044.77,246.969,1227.14,1859.58,9.70523,0,0.143541,3.32075,0.0615404,882.554,0.253272,15.6068,14.9493,
116,957.882,2108.98,3506.28,0.454193,16.9804,0,92.5167,72.3098,1.62317,1110.59,92.6894,635.608,86.6561,22.5247,0,276.598,189.847,2.00026,822.049,273.076,1992.37,266.246,9.70523,0,0.143541,1.73386,0.0615404,882.554,0.253272,15.6068,14.9493,
117,957.882,2037.1,3372.5,0.470219,16.701,0,62.4965,78.3427,1.62583,1134.98,63.9166,592.622,86.415,22.0336,0,238.867,230.008,2.41454,879.56,251.134,1849.96,303.253,9.70523,0,0.143541,6.03263,0.0165457,882.554,0.253272,15.6068,14.9493,
118,957.882,2050.34,3108,0.467182,16.0005,0,84.1564,91.0544,1.78765,1118.66,85.4575,533.393,119.831,19.5424,0,247.506,223.987,2.63858,771.172,245.229,1570.42,448.138,7.10371,0,0.143541,6.41158,0.0165457,882.554,0.253272,15.6068,14.9493,
119,957.882,2112.02,3313.37,0.453538,16.7431,0,106.111,102.555,1.51147,1131.63,106.93,503.972,142.575,21.4908,0,320.476,269.108,2.07096,836.589,322.915,1545.3,575.439,9.70523,0,0.143541,8.66625,0.0165457,882.554,0.253272,15.6068,14.9493,
120,957.882,2303.45,3997.25,0.415847,17.4032,0,60.1152,103.986,1.4001,1161.22,62.0879,591.45,305.784,23.2093,0,179.666,254.133,2.02721,908.24,186.756,1742.96,1466.97,9.70523,0,0.20509,10.2381,0.0165457,882.554,0.253272,15.6068,14.9493,
121,953.975,2528.46,5946.89,0.377295,17.678,0,92.1742,80.4316,1.50206,1141.65,92.8516,560.249,541.918,22.144,0,280.901,208.722,2.21169,792.784,275.314,1706.94,3768.18,9.70523,0,0.20509,9.9282,0.0165457,882.554,0.253272,15.6068,14.9493,
122,953.975,2178.95,3514.29,0.437814,18.9007,0,61.4421,63.28,1.46578,1179.38,61.6578,603.787,189.035,26.4845,0,208.166,143.86,1.95754,963.956,214.227,1659.21,1288.56,9.70523,0,0.20509,5.28466,0.0165457,882.554,0.253272,15.6068,11.9382,
123,953.975,2016.64,4221.13,0.473052,14.6184,0,61.8927,59.2394,1.25712,1029.25,62.1429,444.162,344.079,17.448,0,255.634,156.153,1.60574,615.048,256.218,1619.68,2186.59,9.70523,0,0.20509,3.28814,0.0165457,882.554,0.253272,15.6068,14.9493,
124,953.975,2278.36,4000.88,0.418711,17.9607,0,80.747,83.3475,1.55638,1176.48,81.1155,521.475,315.682,23.5852,0,266.954,210.564,2.37586,881.773,264.737,1478.64,1901.12,9.70523,0,0.20509,2.3905,0.0165457,881.245,0.253272,15.333,14.3146,
125,953.975,2168.03,3304.43,0.44002,16.2722,0,87.2271,84.1025,1.59323,1126.23,88.4815,545.286,218.84,19.7253,0,244.148,205.708,2.19053,759.237,245.163,1542.89,993.835,9.65892,0,0.20509,6.42463,0.0165457,881.245,0.253272,15.333,15.3357,
126,953.975,2244.87,4492.28,0.424958,16.5009,0,101.46,98.4668,1.49547,1143.72,103.532,491.241,288.456,23.0798,0,330.447,284.775,2.11969,895.008,336.247,1597.75,2395.91,5.21523,0,0.101338,7.30549,0.0165457,881.245,0.196127,15.333,15.3357,
127,953.975,2083.07,3056.6,0.457966,16.6219,0,91.2961,83.8273,1.55381,1116.48,92.5189,611.134,69.6398,19.3413,0,280.482,209.229,2.21068,682.71,283.945,1695.22,259.492,1.82414,0,0.101338,1.8166,0.0165457,881.245,0.196127,15.333,15.3357,
128,953.975,2002.44,2903.78,0.476407,18.1537,0,92.0279,84.0511,1.67367,1174.07,92.518,461.512,78.4311,25.0431,0,288.857,197.055,2.15984,920.25,290.027,1416.1,185.01,9.65892,0,0.101338,4.47894,0.0615404,881.245,0.196127,15.6068,15.3357,
129,952.687,2256.1,4739.6,0.422272,15.3836,0,92.1374,99.0183,1.52795,1080.01,89.2047,497.519,381.297,16.9038,0,293.526,315.162,2.16639,636.155,289.741,1517.28,3047.74,9.65892,0,0.101338,4.64955,0.0582371,881.245,0.196127,15.6068,15.3357,
130,952.687,14708.4,128839,0.0647716,15.5279,0,64.2621,64.5881,1.63219,1086.92,64.5106,503.966,12907,19.6305,0,213.204,167.066,2.09354,725.097,218.693,1690.68,127802,2.62847,0,0.101338,10.2381,0.0811686,881.245,0.196127,15.6068,15.3357,
131,952.687,2060.18,4494.01,0.462428,14.8864,0,83.8545,84.1382,1.59996,1074.2,86.0738,416.967,298.464,18.5048,0,299.526,233.503,2.33781,725.779,302.976,1426.56,7258.4,3.6163,0,0.101338,8.9047,0.126739,828.861,0.196127,15.6188,15.3357,
132,952.687,1833.7,2800.92,0.519542,15.0526,0,66.8488,77.5635,1.38419,1064.86,67.6625,484.911,55.42,17.1744,0,232.537,192.218,1.84238,640.081,238.446,1580.44,268.762,9.65892,0,0.101338,7.80122,0.126739,881.245,0.196127,15.6188,15.3357,
133,952.687,2261.68,4444.31,0.421231,15.5528,0,105.536,88.4283,1.93554,1106.46,110.159,509.383,324.217,18.3494,0,330.479,215.15,3.06744,767.127,345.229,1515.94,2481.94,9.65892,0,0.101338,8.26665,0.126739,881.245,0.196127,15.6188,16.6595,
134,952.687,2073.3,3310.91,0.459503,17.797,0,85.3381,88.0589,1.54473,1176.68,86.3139,537.844,79.7284,24.0763,0,293.535,224.265,2.10776,896.26,302.86,1642.07,317.896,9.65892,0,0.101338,2.61571,0.126739,881.245,0.196127,15.6188,16.9646,
135,952.687,1670.68,2562.45,0.57024,14.76,0,58.8367,46.4728,1.32457,1043.28,59.1377,392.253,54.6146,19.2377,0,247.072,130.808,1.76914,722.336,251.7,1451.02,159.62,9.65892,0,0.101338,7.16495,0.126739,881.245,0.196127,15.6144,16.9646,
136,952.687,1698.55,2648.65,0.560884,16.1759,0,61.2008,39.127,1.15522,1092.02,61.2629,379.114,48.4876,21.8517,0,240.833,83.9962,1.16222,765.175,240.624,1450.14,123.388,9.65892,0,0.101338,3.30767,0.0360532,881.245,0.196127,15.4483,16.9646,
137,949.184,1906.78,2974.26,0.497793,15.4822,0,74.9214,81.8727,1.30835,1081.75,75.2078,430.475,145.763,18.2717,0,252.386,206.484,1.84988,664.637,255.649,1440.78,716.988,9.65892,0,0.101338,2.60037,0.0360532,881.245,0.139365,15.6144,17.1754,
138,949.184,2069.19,4048.36,0.458723,15.6151,0,78.0546,71.9061,1.32767,1090.68,78.5038,478.107,254.993,19.5186,0,255.652,219.726,1.91309,741.644,256.745,1563.98,1943.1,9.65892,0,0.101338,3.07709,0.0360532,881.245,0.139365,15.6144,17.1754,
139,949.184,2298.75,5548.27,0.412912,15.2019,0,70.4694,55.7437,1.39365,1063.25,70.8177,446.055,575.821,18.4683,0,254.661,152.233,2.25391,646.697,257.62,1519.68,3540.27,9.65892,0,0.101338,8.05931,0.0360532,881.245,0.123686,15.6144,17.1754,
140,949.184,2255.07,3364.08,0.420912,19.1465,0,128.394,81.5168,1.40119,1198.44,128.84,604.247,93.0764,24.6095,0,345.163,191.001,2.02339,824.103,327.773,1667.21,534.201,9.77303,0,0.101338,3.70084,0.0360532,881.245,0.123686,15.6144,17.1754,
141,949.184,1979.85,3255.19,0.479422,17.2975,0,60.7421,69.9926,1.46188,1151.19,61.2995,414.102,203.76,23.829,0,226.45,182.402,2.05398,895.507,228.251,1313.95,1440.51,9.68524,0,0.101338,3.13639,0.0360532,881.818,0.123686,15.6144,17.2912,
142,949.184,2195.19,3307.7,0.432392,19.5948,0,79.4825,82.7221,1.37552,1239.71,80.3106,612.421,79.5817,27.6466,0,252.262,212.195,2.06609,1040.66,255.149,1724.13,232.449,9.68524,0,0.101338,4.65084,0.0360532,881.818,0.123686,15.6144,17.8294,
143,949.184,2030.55,3120.74,0.467452,17.098,0,110.296,78.1556,1.28876,1127.24,110.483,531.872,54.1135,22.6125,0,331.575,223.262,2.06534,850.456,324.515,1631.55,143.111,9.68524,0,0.101338,5.98228,0.0360532,881.818,0.123686,15.6144,17.8294,
144,949.184,1911.44,3067.16,0.49658,16.5315,0,38.6674,57.0563,1.27161,1123.98,39.7718,572.976,61.1885,22.3707,0,197.831,167.492,2.11676,822.969,206.819,1838.13,155.68,9.68524,0,0.101338,3.03232,0.0360532,881.818,0.123686,15.6144,17.8294,
145,949.184,1989.88,3819.47,0.477006,15.5066,0,72.0765,74.256,1.33245,1092.2,72.8809,402.645,258.981,20.2304,0,270.604,211.551,2.18325,764.69,267.377,1472.7,1922.9,9.68524,0,0.101338,2.9447,0.0360532,881.7,0.123686,15.6144,17.4863,
146,949.184,2283.72,4802.49,0.415631,15.8619,0,75.5333,64.5946,1.32312,1086.96,75.8026,569.488,394.155,20.0833,0,279.391,201.457,2.40783,705.251,280.189,1763.99,2331.61,9.68524,0,0.134454,5.99566,0.0360532,881.818,0.123686,15.6144,17.3469,
147,949.184,2044.77,5965.16,0.464201,13.0908,0,38.1348,47.3051,1.17724,991.65,38.4425,408.565,506.401,13.251,0,152.527,127.453,2.14323,452.322,152.565,1540.84,4575.26,4.6655,0,0.134454,8.94421,0.0360532,880.553,0.123686,15.6144,17.8004,
148,949.184,2090.78,3502.3,0.453985,17.2982,0,43.38,65.0489,1.59168,1152.16,44.4368,620.877,145.985,24.6162,0,155.005,175.341,2.85534,924.288,157.262,1857.67,720.527,9.68524,0,0.134454,1.09704,0.0360532,881.818,0.123686,15.6144,17.8004,
149,949.184,3578.11,12818.6,0.265275,16.6987,0,40.3538,53.6721,1.08199,1114.61,40.5135,531.499,1779.68,23.2808,0,149.436,143.942,1.82333,838.677,150.211,1664.62,11238.1,7.10529,0,0.142613,1.67339,0.0360532,881.818,0.139365,15.5389,17.8004,
150,949.184,2060.43,3513.91,0.460674,14.3063,0,95.4626,73.274,1.16956,1015.35,96.3937,625.19,139.282,14.8224,0,329.982,209.673,1.9699,511.955,320.875,1895.23,1218.64,9.68524,0,0.128553,12.0566,0.0360532,881.934,0.139365,15.4335,17.8004,
151,949.184,2117.56,3360.67,0.448245,17.0461,0,95.3667,65.2974,1.32223,1138.46,96.1582,541.705,162.199,22.3071,0,295.068,176.198,2.26795,807.166,298.172,1589.34,688.283,9.68524,0,0.128553,7.00845,0.0360532,881.934,0.139365,15.4335,17.8004,
152,949.184,1947.85,3083.29,0.487298,16.6273,0,75.8399,66.4883,1.35769,1126.82,78.2708,521.796,60.6536,21.9843,0,286.446,200.278,2.66664,831.434,297.619,1624.77,200.93,9.68524,0,0.121935,2.63387,0.0360532,881.934,0.139365,15.3026,17.8004,
153,949.184,1847.84,3083.63,0.513673,14.8521,0,63.9962,95.6848,1.06735,1073.61,65.1313,352.583,180.908,18.4898,0,223.623,254.847,1.95843,717.179,228.732,1146.1,1320.82,9.68524,0,0.121935,14.125,0.187223,881.894,0.139365,15.3026,17.8004,
154,949.184,1954.79,3784.95,0.485567,16.6359,0,56.3016,68.8233,1.04687,1126,58.0845,400.966,226.93,24.0506,0,218.675,227.211,1.75842,914.449,221.989,1459.34,1591.85,9.68524,0,0.121935,3.80606,0.187223,881.894,0.139365,15.3026,17.8004,
155,949.184,2436.53,5620.25,0.389563,16.3848,0,62.4357,54.4626,1.13299,1104.44,62.6262,545.494,589.555,19.7632,0,225.539,133.424,2.12706,695.493,225.127,1617.98,3660.4,9.68524,0,0.121935,6.31034,0.187223,881.894,0.139365,15.3026,17.8294,
156,949.184,2394.33,6844.27,0.39643,17.4877,0,75.7006,85.4731,1.24328,1183.39,76.9096,303.708,650.415,25.1283,0,281.794,260.934,2.18623,955.41,284.166,1042.66,5638.5,7.58041,0,0.121935,3.14811,0.187223,881.781,0.139365,15.3026,17.8294,
157,947.44,1903.99,2809.7,0.497608,14.9484,0,93.7886,75.7253,1.26658,1075.56,94.2871,473.006,75.4069,17.7367,0,279.446,198.166,2.30383,677.597,280.434,1511.24,402.992,9.68524,0,0.121935,3.57405,0.187223,881.529,0.145187,15.3026,18.5464,
158,947.44,1805.23,2632.1,0.52483,16.2938,0,54.6092,52.0461,0.879201,1108.85,55.0689,426.928,90.5554,21.5076,0,214.375,142.117,1.18085,778.564,215.423,1347.79,263.064,9.68524,0,0.119348,3.13801,0.187223,881.529,0.145187,15.3026,18.492,
159,947.44,2157.46,3381.56,0.439146,16.2606,0,106.498,75.9086,1.15409,1103.44,107.127,614.656,132.415,19.9093,0,306.924,201.866,2.12548,698.686,311.383,1749.51,463.213,9.68524,0,0.119348,9.02739,0.187223,881.529,0.145187,15.3026,18.492,
160,947.44,1981.69,2946.66,0.478098,17.83,0,72.5452,54.6955,1.19836,1160.04,72.8156,499.443,103.119,23.9779,0,255.882,157.247,2.39444,843.182,256.079,1552.13,479.681,9.68524,0,0.119348,2.97161,0.187223,881.529,0.145187,15.2529,18.492,
161,947.44,1984.75,3449.65,0.47736,16.3913,0,64.6619,35.6515,1.01654,1098.37,64.7676,482.332,221.555,22.3664,0,234.294,79.9166,1.97703,782.855,235.666,1502.03,1444.65,2.24614,0,0.119348,4.57399,0.187223,881.224,0.145187,15.2529,18.492,
162,947.44,2100.11,3596.09,0.451139,16.8144,0,67.6772,57.4814,0.905507,1126.79,68.0025,523.88,238.554,22.9363,0,247.493,163.962,1.36772,830.741,248.226,1614.33,1358.71,9.68524,0,0.119348,4.26734,0.187223,881.224,0.145187,15.2529,18.492,
163,947.44,2791.33,6178.5,0.339422,20.8188,0,100.895,49.9159,1.46827,1255.71,102.593,765.963,493.967,29.2172,0,318.188,134.594,2.91571,1043.76,316.219,1942.19,4070.66,9.68524,0,0.119348,4.24881,0.151394,881.224,0.145187,15.2529,18.3842,
164,947.44,1936.95,2735.66,0.489139,18.3552,0,102.559,73.0473,1.04079,1163.35,102.787,408.018,67.7964,25.3064,0,321.913,179.167,1.81697,897.884,322.402,1310.31,444.927,9.68524,0,0.119348,5.46807,0.0889045,881.224,0.145187,15.2529,18.492,
165,947.44,1903.38,2768.91,0.497767,17.1629,0,60.186,76.6508,1.21969,1152.97,61.1424,467.24,66.8065,24.6779,0,226.223,206.92,2.17378,915.503,228.222,1430.57,170.46,6.76306,0,0.119348,5.07673,0.0889045,881.224,0.145187,15.2529,18.492,
166,947.44,1843.04,2984.28,0.514063,14.5355,0,64.3097,88.4502,1.27689,1083.72,66.4558,465.681,58.6168,17.725,0,259.401,267.946,2.37825,720.004,264.745,1577.16,170.761,9.78896,0,0.119348,7.49215,0.0889045,881.224,0.145187,15.2529,18.492,
167,947.44,2272.27,3628.57,0.416958,17.7287,0,99.991,101.182,1.25989,1170.52,100.548,682.63,98.4057,24.4237,0,292.591,243.429,2.04738,900.009,285.985,1860.1,478.64,9.78896,0,0.119348,8.41314,0.0889045,881.224,0.145187,15.2529,18.492,
168,947.44,1815.15,2876.92,0.521964,14.5836,0,59.3425,72.627,1.05958,1048.21,59.8103,491.958,67.559,19.5584,0,250.822,204.545,2.09109,716.432,257.5,1715.76,198.63,6.05996,0,0.119348,9.49249,0.177907,881.224,0.145187,15.2529,18.492,
169,947.44,1939.16,3029.86,0.488584,17.2372,0,54.4883,62.4404,1.04242,1155.83,54.822,516.365,76.9328,24.203,0,182.421,159.745,1.80977,902.364,184.043,1672.22,199.708,9.78896,0,0.119348,6.16366,0.177907,881.224,0.266862,15.2529,18.492,
170,947.44,1973.21,2929.43,0.480151,16.7341,0,77.0909,64.8686,1.15158,1125.84,77.4127,537.435,72.6857,22.3718,0,268.686,170.388,2.19582,832.993,270.063,1730.98,185.675,9.78896,0,0.119348,5.1019,0.13608,881.224,0.266862,15.2529,18.492,
171,947.44,2787.91,7249.48,0.339838,18.8819,0,101.903,90.3678,1.16521,1216.32,103.183,594.068,662.027,26.1841,0,319.078,237.756,2.15588,977.575,315.086,1687.74,5389.55,9.78896,0,0.0973915,4.6928,0.196609,881.224,0.218859,15.2529,18.8745,
172,947.44,2261.15,4707.58,0.419007,16.234,0,76.3407,59.6086,1.18529,1113.15,77.4725,514.749,402.409,21.7495,0,293.595,195.704,2.37591,804.505,300.34,1667.55,2458.8,9.78896,0,0.0973915,4.91988,0.196609,881.34,0.218859,15.2529,19.2523,
173,947.44,1836.74,2967.71,0.515827,14.7109,0,51.5128,56.1703,0.983472,1048.43,51.7543,443.55,169.631,16.8007,0,201.12,148.898,1.78111,598.062,205.661,1442.6,1054.43,9.78896,0,0.0973915,3.03571,0.196609,881.34,0.218859,15.2529,19.2523,
174,947.44,2046.63,3758.65,0.462927,15.7448,0,74.2423,68.8659,1.18165,1101.25,75.3755,506.44,203.525,21.2237,0,255.518,187.343,2.27573,784.843,256.092,1654.43,1351.83,9.78896,0,0.0973915,6.23064,0.196609,881.34,0.218859,15.2529,19.2523,
175,947.44,2232.33,4786.59,0.424418,17.0414,0,80.2631,81.2672,1.18341,1139.86,78.5816,462.365,371.762,22.9837,0,266.422,245.262,2.34381,836.027,264.993,1465.37,3004.99,9.78896,0,0.0973915,8.79971,0.196609,881.34,0.132692,15.2529,19.2523,
176,947.44,2330.24,3575.06,0.406585,18.9271,0,82.793,68.6487,1.15892,1197.74,83.0027,752.749,125.221,25.9538,0,262.036,169.169,2.06637,927.592,261.805,1944.91,538.9,9.78896,0,0.0973915,2.34077,0.109243,881.34,0.132692,15.2529,19.2523,
177,947.44,2040.88,3190.16,0.464231,16.6086,0,82.7308,54.528,1.24042,1117.93,83.0151,565.644,119.183,20.623,0,260.513,125.229,2.68606,727.093,260.829,1733.86,583.207,9.78896,0,0.0637555,6.32002,0.196609,881.34,0.132692,15.2529,19.3927,
178,947.44,2326.81,4801.34,0.407184,16.0104,0,65.0881,77.9736,1.29056,1128.41,66.5502,595.836,375.65,19.3259,0,241.083,203.077,2.36932,770.319,247.45,1755.42,2844.26,9.78896,0,0.0637555,4.66913,0.196609,881.34,0.132692,15.2529,19.3927,
179,947.44,3808.26,17018.7,0.248785,15.875,0,104.724,87.0491,1.51301,1132.52,107.7,536.665,1822.22,19.6066,0,327.199,257.289,2.90515,835.924,326.374,1563.75,15699.9,9.78896,0,0.0637555,4.22207,0.196609,881.34,0.132692,15.2529,10.7561,
180,947.44,2288.58,3536.3,0.413987,19.0175,0,97.6662,93.1344,1.16313,1220.94,98.88,666.04,91.7327,27.4086,0,297.164,234.532,2.14037,1048.11,302.096,1751.82,1605.93,9.78896,0,0.0637555,8.06057,0.196609,881.34,0.132692,15.2529,19.3927,
181,947.44,2035.89,3720.81,0.465369,14.4019,0,66.789,80.6334,1.17166,1055.9,67.3998,539.238,210.358,16.5186,0,253.636,196.597,2.42668,634.718,254.414,1751.12,1513.59,9.78896,0,0.0637555,16.7351,0.168767,881.34,0.132692,15.2529,19.3454,
182,947.44,2266.03,6065.31,0.418106,14.3823,0,79.4877,74.6422,1.04162,1083.51,83.1109,460.38,469.477,18.2139,0,309.831,277.305,2.34546,856.776,316.256,1627.42,3378.26,9.78896,0,0.0637555,5.27109,0.168767,881.34,0.127696,15.2529,19.3927,
