Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_r.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_r.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_r.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
148,41.315,56.801,47.3132,0.727365,0.5956,0.663228,0.450753,29.9357,16.1632,0.257591,7.11016,0.127606,0.513488,0.98363,1.54062,0.250412,1.39703,21.0623,16.8753,0.788884,25.8887,0.206577,0.579447,0.148314,0.150009,0.590576,0.00230399,24.4445,0.91464,0.048712,0.479509,0.0678658,0.339459,0.37038,
149,41.315,59.164,48.4553,0.698313,0.669732,0.719385,0.658066,32.8664,13.6679,0.531842,8.34396,0.145068,0.531016,1.03061,1.47507,0.33859,1.61171,27.4739,3.1865,1.49819,31.8712,0.236697,0.56313,0.226356,0.150009,0.589369,0.00220254,24.4451,4.00355,0.0136494,0.479509,0.0678716,0.339741,0.549901,
150,41.315,68.291,59.0424,0.604985,1.6313,0.830347,0.93641,34.4674,15.6776,0.511162,12.4545,0.171867,0.64776,0.962707,3.25965,0.509023,1.79611,30.2044,8.08184,1.18489,33.0373,0.276785,0.727955,0.205623,0.149402,0.587989,0.00218815,9.23067,8.97768,0.0285122,0.479509,0.0357825,0.186291,0.287053,
151,41.3142,203.898,1084.03,0.202622,0.780237,0.682344,0.344355,30.1612,167.452,0.214779,2.53352,0.148732,0.521731,1.05879,2.03733,0.310965,1.12117,20.3607,1085.92,0.570877,11.4171,0.324688,0.590873,0.382089,0.149402,0.587989,0.00210054,24.4451,1.3608,0.0478296,0.479509,0.0678305,0.339912,0.775132,
152,41.3081,58.268,47.7126,0.708934,1.01466,0.66403,0.422507,30.2391,13.6194,0.381895,10.1931,0.127684,0.544116,1.06141,2.36901,0.218025,1.21628,17.432,152.307,1.09825,27.8493,0.174352,0.574164,0.393199,0.149402,0.587989,0.00208004,24.4438,6.06545,0.0478296,0.479509,0.0678716,0.339978,0.813677,
153,41.307,64.5658,66.3024,0.639767,0.744576,0.654108,0.536071,34.9531,18.5143,0.344949,7.09338,0.168547,0.504814,1.052,2.11701,0.171804,1.47523,30.5121,34.5919,1.02514,26.2122,0.290838,0.481039,0.482206,0.149402,0.587242,0.00208004,24.4438,6.54093,0.0478296,0.479509,0.0678716,0.340019,0.529584,
154,41.3006,56.8166,46.9963,0.72691,0.626314,0.72049,0.363156,30.4847,13.5445,0.36683,9.12604,0.134851,0.442042,1.00761,1.74895,0.401109,1.21669,21.7753,5.42928,0.974668,28.5276,0.228221,0.454889,0.203499,0.147908,0.586842,0.00210054,23.3718,1.39626,0.0478296,0.479509,0.06801,0.117485,0.696417,
155,41.3006,57.2653,46.4177,0.721214,0.519683,0.699251,0.488029,31.8818,14.4645,0.22122,7.34774,0.144278,0.513332,0.985501,1.27406,0.343438,1.41431,24.87,3.19762,0.572353,28.2538,0.239678,0.520062,0.118739,0.147908,0.586842,0.00210926,24.4438,8.72679,0.051798,0.479509,0.0680646,0.340068,0.433672,
156,41.2976,52.9091,39.6361,0.780539,0.497732,0.67026,0.298425,30.6448,14.9281,0.208448,3.96692,0.123699,0.498065,1.07262,1.53028,0.315588,1.05642,22.846,8.046,0.586815,18.0788,0.206051,0.599577,0.396622,0.147908,0.586842,0.0020879,24.4437,0.52868,0.051798,0.480736,0.0680738,0.34011,0.981822,
157,41.2969,56.2647,44.2958,0.733976,0.958058,0.688816,0.466756,30.7314,16.3715,0.261577,5.02735,0.136736,0.509495,1.11294,2.56313,0.29825,1.33682,24.0287,14.3584,0.591613,18.5572,0.224342,0.488003,0.466856,0.149638,0.586096,0.0020879,24.4437,3.68668,0.0529475,0.480798,0.0680738,0.340202,0.725306,
158,41.2969,56.0638,50.0942,0.736606,0.512352,0.636976,0.310166,30.781,13.7759,0.332733,8.0914,0.130423,0.47955,1.01332,1.72571,0.168181,1.11882,22.1081,2.94593,1.17396,26.8842,0.212437,0.510585,0.420415,0.149638,0.58605,0.0020879,24.4433,7.82458,0.0543558,0.480798,0.0680921,0.340223,0.382821,
159,41.2939,70.403,58.6842,0.586536,1.229,0.804396,0.805613,33.3189,17.8229,0.659953,13.733,0.148332,0.708247,1.17271,2.40977,0.48198,1.53224,20.5173,15.4822,1.42838,33.4107,0.185787,0.805397,0.583997,0.149638,0.58605,0.0020879,24.4433,0.564773,0.0543558,0.191027,0.0669847,0.340234,0.522765,
160,41.2926,56.743,41.4099,0.727712,0.675904,0.728002,0.544074,32.7081,14.4608,0.36195,5.64166,0.148398,0.516121,0.958059,1.28101,0.371526,1.2542,26.5982,4.21693,0.786258,21.4202,0.267193,0.468162,0.26648,0.148078,0.574274,0.00211662,24.4432,8.76544,0.0288208,0.192151,0.0275435,0.174716,0.353229,
161,41.2926,71.8464,63.5906,0.574734,0.654112,0.780524,0.902185,38.088,13.1747,0.622192,15.738,0.219727,0.587838,1.07918,1.53129,0.437834,1.74817,31.4594,2.92479,1.54137,40.1867,0.340072,0.563171,0.524273,0.148078,0.584933,0.00211662,24.4438,1.98417,0.0544234,0.479735,0.0681206,0.340275,0.428415,
162,41.2926,62.4274,54.8012,0.66145,0.704264,0.709498,0.558731,30.9081,14.8146,0.322797,12.6787,0.134844,0.599205,0.996657,1.79649,0.342763,1.5209,22.0994,7.86378,0.960896,38.3235,0.21375,0.730085,0.18963,0.148078,0.584933,0.0021221,24.4432,1.63289,0.0544234,0.479735,0.0681171,0.340282,0.424541,
163,41.2921,61.6576,52.9299,0.669701,0.766203,0.719897,0.455121,30.6621,16.7418,0.36917,10.2366,0.13579,0.535762,1.03514,1.93838,0.374223,1.21506,22.2394,18.683,0.912951,32.8383,0.21809,0.619483,0.206357,0.148078,0.584679,0.0021221,8.37362,1.41289,0.0544234,0.0474889,0.0681103,0.340298,0.695852,
164,41.2921,56.026,44.6838,0.737017,0.808555,0.73122,0.531657,27.8572,14.761,0.436591,9.23982,0.113699,0.566341,0.979945,1.99459,0.411993,1.48415,12.0214,4.29191,1.2306,28.9461,0.155843,0.666791,0.189595,0.148078,0.584679,0.00209301,24.4432,7.06756,0.0544234,0.479735,0.0629324,0.340321,0.324038,
165,41.289,57.5467,45.3445,0.717486,0.738829,0.70729,0.366882,30.0013,13.6064,0.389972,10.0518,0.141873,0.52168,1.02067,2.33135,0.363462,1.17387,18.0264,2.65101,0.957873,28.9117,0.225106,0.572011,0.197456,0.148078,0.584144,0.00215415,24.4428,1.69473,0.0566985,0.479735,0.0681243,0.340322,0.476,
166,41.289,65.7568,59.2973,0.627904,0.503961,0.733452,0.524078,30.5295,14.6133,0.46275,16.6875,0.139216,0.511254,1.05189,1.27904,0.366514,1.21655,17.371,6.19346,1.14245,42.6648,0.183227,0.448877,0.423148,0.14549,0.584144,0.00216178,19.3104,1.2028,0.0566985,0.293682,0.0681243,0.340365,0.370499,
167,41.289,61.5496,45.2439,0.670825,0.677418,0.732699,0.680957,31.3995,14.3538,0.494336,11.3047,0.133735,0.53494,1.23737,1.27761,0.37963,1.48398,21.1887,3.63468,1.21579,29.3198,0.206101,0.524906,0.704535,0.0957231,0.559769,0.00219612,19.2011,0.75087,0.0432335,0.396313,0.0223983,0.174136,0.523399,
168,41.289,52.6644,34.967,0.784002,0.94485,0.677412,0.488092,32.2017,14.8364,0.218166,1.63983,0.1491,0.507676,1.00124,2.34748,0.29027,1.27113,28.8224,4.06999,0.60193,7.82435,0.272715,0.522045,0.400361,0.0957018,0.584144,0.00219612,24.4428,10.2782,0.028406,0.386068,0.0681243,0.340365,0.294457,
169,41.289,63.0605,52.3108,0.654753,1.15723,0.74,0.745322,32.5404,15.4212,0.550872,10.039,0.167457,0.541542,1.15736,2.56987,0.390588,1.62946,25.288,8.94697,1.2082,30.8295,0.255415,0.568578,0.663831,0.148078,0.584144,0.00219612,20.2162,6.62554,0.0566985,0.479735,0.0681782,0.340365,0.722318,
170,41.289,57.498,43.0398,0.718094,0.683399,0.683804,0.486141,31.8778,14.7009,0.354777,6.89422,0.148064,0.548916,1.12006,1.61435,0.296579,1.34573,21.6543,5.83276,0.793376,26.2542,0.233903,0.65771,0.507837,0.148078,0.583035,0.00219612,24.4435,1.30511,0.0572183,0.479735,0.0681782,0.340395,0.412751,
171,41.288,58.8783,53.4372,0.701243,0.651243,0.707307,0.463437,30.401,13.4177,0.374954,11.2168,0.125469,0.461408,1.05902,1.71268,0.392636,1.394,22.2388,2.91297,1.1844,38.2289,0.204498,0.455283,0.423741,0.148078,0.583035,0.0022099,24.4432,1.38719,0.0571536,0.479735,0.0681617,0.340367,0.466666,
172,41.2869,59.1783,50.9806,0.69767,0.861702,0.708577,0.492055,32.8674,18.518,0.364342,3.65033,0.143169,0.523723,1.04898,2.29016,0.359914,1.38376,29.7355,23.9089,0.927152,14.0226,0.250077,0.588643,0.338211,0.149795,0.583035,0.00236143,24.4431,10.8386,0.0572183,0.0555783,0.0681796,0.340405,0.558643,
173,41.2865,73.7908,184.893,0.559508,0.465534,0.629612,0.289679,29.8139,39.707,0.160852,1.17793,0.115109,0.398447,1.03271,1.4214,0.20151,1.07645,21.3791,175.015,0.446243,3.93321,0.185949,0.261334,0.177238,0.149677,0.583035,0.00236143,24.4426,4.78258,0.0572183,0.479818,0.0681787,0.340405,0.983537,
174,41.2865,63.0017,59.4207,0.655324,0.655897,0.729119,0.539106,29.4686,13.8693,0.207821,15.8343,0.133737,0.529174,1.03467,1.84887,0.440365,1.47043,18.8405,25.6601,0.737716,44.9731,0.205282,0.592151,0.232803,0.149611,0.58364,0.00235641,10.6509,4.59188,0.0570486,0.479818,0.0681634,0.340405,0.81586,
175,41.2852,67.3478,60.592,0.613015,1.21041,0.770611,0.698616,34.6178,15.1052,0.610504,12.4779,0.156789,0.644085,1.05586,2.52965,0.479884,1.53874,26.9814,8.63503,1.34446,38.953,0.245555,0.729938,0.276399,0.149611,0.104417,0.00232897,23.8911,0.104078,0.0572183,0.479818,0.0290485,0.340405,0.554007,
176,41.2852,70.9553,62.0184,0.581848,0.77158,0.728606,0.777421,36.1251,14.9703,0.562295,15.1215,0.194274,0.529421,1.17474,1.65121,0.365496,1.6258,32.5341,6.68147,1.39187,44.8462,0.305521,0.477034,0.630268,0.149409,0.582651,0.0023165,16.9234,1.38432,0.039479,0.324141,0.0681796,0.085729,0.602498,
177,41.2836,67.5138,76.6424,0.611484,1.04621,0.683774,0.517054,32.2562,20.6429,0.210399,10.4323,0.144645,0.576196,1.00421,2.67271,0.31052,1.43408,25.6639,37.9976,0.681423,36.346,0.252949,0.671689,0.211467,0.149356,0.582651,0.0023165,24.4425,8.94322,0.0571397,0.479783,0.0681796,0.340405,0.489005,
178,41.2827,65.9881,59.4045,0.625609,1.09877,0.759378,0.689928,30.701,16.7187,0.461565,13.7381,0.136854,0.68619,0.997582,2.5525,0.424814,1.5056,20.5005,15.4239,1.02051,41.5449,0.192969,0.855118,0.348372,0.148634,0.582316,0.0023165,13.009,1.44835,0.0574455,0.42288,0.0681796,0.340419,0.356665,
179,41.2827,62.904,54.9885,0.656281,1.18395,0.739351,0.551876,36.8509,13.0122,0.358051,8.39992,0.173695,0.605171,1.02893,2.95567,0.415164,1.46429,35.2146,4.89309,1.05097,29.0553,0.285322,0.758718,0.368274,0.148634,0.582316,0.0023165,17.3861,0.635922,0.0336716,0.479692,0.0681796,0.340493,0.178236,
180,41.2824,60.5407,54.0324,0.681895,0.933052,0.690864,0.522121,28.4354,14.382,0.242494,13.5278,0.114803,0.580067,1.11212,2.70943,0.332429,1.4512,16.4957,2.82643,0.668082,38.4969,0.161971,0.716369,0.397999,0.148634,0.581677,0.00232234,23.6123,7.76915,0.0578119,0.479692,0.0681903,0.340514,0.984094,
181,41.2824,56.7861,47.3038,0.72698,0.243472,0.69095,0.380035,31.9181,13.8881,0.48399,7.54595,0.152318,0.478425,1.00471,0.762871,0.359891,1.19021,27.1709,1.35157,1.39717,32.2265,0.279567,0.459459,0.278306,0.148004,0.581677,0.0022899,12.0064,6.63787,0.0578304,0.479692,0.0681903,0.340522,0.134168,
182,41.2815,64.416,62.9037,0.640857,1.04371,0.686746,0.432557,31.5349,14.4145,0.303191,14.2589,0.138962,0.531106,1.07141,2.73002,0.30407,1.18519,27.5961,4.5083,0.761926,42.0243,0.235869,0.554573,0.50239,0.148004,0.581677,0.00227554,13.3285,4.47068,0.0578304,0.479672,0.0682023,0.340522,0.28645,
183,41.2813,70.3205,62.417,0.587045,1.54222,0.833275,0.781994,36.2069,15.3337,0.454321,13.1031,0.186832,0.771796,1.10641,3.0793,0.545928,1.49699,30.4558,7.35592,0.858874,38.5588,0.290552,0.873864,0.463531,0.148004,0.581808,0.00227554,13.6674,0.580693,0.04388,0.479746,0.0682248,0.340548,0.345332,
184,41.2799,54.6603,38.9532,0.755208,1.17831,0.694779,0.418206,28.6672,14.4997,0.334058,7.13534,0.117613,0.568665,1.04646,3.05989,0.352586,1.18719,16.6455,2.07412,0.882685,22.52,0.203518,0.677989,0.351915,0.148729,0.581632,0.00227554,24.4419,11.3008,0.0578359,0.480026,0.0682248,0.340513,0.503171,
185,41.2799,63.1369,52.7342,0.653816,0.876035,0.764009,0.531166,33.7252,15.712,0.500819,9.16654,0.164317,0.63142,1.06541,2.13376,0.458221,1.20497,29.7946,9.9802,1.29445,29.6116,0.272599,0.760888,0.389475,0.148729,0.581632,0.00223363,14.3638,2.69656,0.0581057,0.480026,0.0682248,0.340605,0.57739,
186,41.2787,62.2863,52.9097,0.662726,0.877265,0.726529,0.523215,32.6912,14.6105,0.382917,10.6871,0.148144,0.538346,1.10106,2.50118,0.396432,1.34676,23.3722,9.25396,0.964481,32.5751,0.214792,0.529546,0.507818,0.146836,0.581632,0.00223363,24.4416,0.802722,0.0580451,0.313653,0.068198,0.34061,0.347582,
187,41.2785,65.5404,73.9,0.629818,0.831036,0.729371,0.519924,30.8448,23.211,0.341163,7.30859,0.135076,0.632519,0.986908,1.97184,0.387596,1.35893,20.5212,52.0652,0.854427,28.3096,0.186628,0.781492,0.198007,0.146836,0.581012,0.00223363,24.4415,9.35559,0.0580451,0.479347,0.068198,0.340603,0.261525,
188,41.2785,65.9674,50.2972,0.625741,1.02392,0.763972,0.885823,36.1002,13.8459,0.560596,10.7837,0.187027,0.726923,1.08936,1.86337,0.376366,1.72406,29.4974,10.3814,1.13506,30.5216,0.29965,0.782685,0.483697,0.123964,0.577219,0.00227554,19.4694,2.18975,0.0581486,0.479347,0.0353246,0.248094,0.364733,
189,41.2785,62.857,56.9891,0.656705,1.05995,0.726908,0.581346,30.7589,18.4173,0.431596,9.12336,0.131923,0.621576,1.00408,2.48795,0.395696,1.48595,18.6847,23.1985,1.15549,29.8991,0.181759,0.725251,0.195408,0.146836,0.581012,0.00227554,23.7938,0.575012,0.0581486,0.479347,0.068198,0.187663,0.400123,
190,41.2774,62.8882,51.269,0.656361,1.04641,0.746475,0.667948,38.6989,16.139,0.521447,3.26592,0.200245,0.521848,1.07995,2.44243,0.425318,1.66219,34.7583,17.737,1.25009,14.8006,0.331356,0.482627,0.506923,0.146409,0.581012,0.00224985,24.4413,2.72278,0.0581486,0.282851,0.068198,0.340603,0.195733,
191,41.2771,66.2437,59.1568,0.623109,0.666695,0.816956,0.651741,30.7703,15.5383,0.725348,15.3582,0.140615,0.518097,1.05743,1.6984,0.844423,1.53157,21.6072,8.46661,1.66707,41.3351,0.201209,0.456076,0.272897,0.146409,0.581012,0.00224985,16.7474,7.8969,0.0580737,0.479347,0.068198,0.340603,0.638313,
192,41.2771,61.7023,49.0696,0.668971,0.524078,0.694121,0.5831,33.7055,13.6004,0.389835,10.58,0.14242,0.493105,0.98976,1.04152,0.33637,1.38972,25.5601,2.91309,0.974465,31.4203,0.199999,0.390448,0.315404,0.146409,0.581264,0.00224985,24.4411,3.31674,0.0580737,0.479347,0.0682015,0.340632,0.190053,
193,41.2769,60.8957,70.3002,0.677829,0.636704,0.681699,0.411459,30.7647,20.97,0.464143,5.30441,0.121057,0.460229,1.08127,1.89065,0.327398,1.24898,20.6889,51.7446,1.36487,20.7484,0.17179,0.495359,0.505744,0.146371,0.581159,0.00224985,24.441,5.52729,0.0581671,0.479347,0.0682015,0.340632,0.902509,
194,41.2769,67.7962,80.0643,0.608838,1.03863,0.741742,0.623005,33.7544,22.8645,0.400134,6.48751,0.174954,0.654096,1.05729,2.74511,0.417956,1.57183,29.0298,59.6017,1.03949,27.4632,0.2947,0.808148,0.430887,0.145939,0.581128,0.0022618,20.956,8.89827,0.0581671,0.479291,0.0682091,0.340713,0.66862,
195,41.2766,74.0316,65.7589,0.557553,1.42671,0.788636,0.839069,37.8027,13.8458,0.479491,16.8204,0.203493,0.750356,1.0749,2.76866,0.449867,1.65073,29.168,9.61852,1.07549,42.093,0.284744,0.814816,0.369663,0.145939,0.581159,0.0022618,20.491,1.9642,0.0585153,0.479291,0.0682091,0.340736,0.241937,
196,41.2762,70.2974,71.2308,0.587165,1.10445,0.706006,0.627691,32.975,23.0969,0.43493,9.53284,0.174348,0.520011,1.1253,2.54748,0.347249,1.3979,22.6171,47.4071,0.989085,32.1317,0.265424,0.571808,0.456736,0.145939,0.581159,0.0022618,8.14936,6.56537,0.0585153,0.479291,0.0575059,0.340736,0.925013,
197,41.276,60.6414,50.1814,0.680657,0.579766,0.732109,0.493894,34.2997,15.4678,0.503667,6.76942,0.169961,0.539383,1.08572,1.57081,0.394771,1.33183,26.5621,11.4085,1.34844,24.6147,0.274907,0.517407,0.683404,0.146354,0.580878,0.0022618,24.4409,5.14944,0.058195,0.479363,0.0682241,0.340778,0.21226,
198,41.276,99.9325,375.674,0.413039,0.446016,0.668045,0.174862,29.2098,64.0658,0.269312,3.5277,0.127755,0.432451,1.01087,1.51872,0.356297,0.787188,21.1668,353.111,0.842448,18.9128,0.24227,0.382178,0.195185,0.146354,0.580878,0.00227593,24.4409,10.6568,0.0580949,0.479401,0.0682241,0.340737,0.780158,
199,41.2758,53.266,41.7326,0.7749,0.419757,0.648216,0.282989,30.016,14.9033,0.240191,5.15053,0.124376,0.416202,1.06442,1.16096,0.297544,0.951057,22.3213,27.5838,0.895456,20.7492,0.214674,0.291525,0.56207,0.14622,0.580878,0.00227593,24.4409,2.43925,0.0577973,0.479476,0.0682231,0.340654,0.203357,
200,41.2758,54.9522,43.4315,0.751121,0.281286,0.67392,0.376061,29.1209,13.8142,0.242614,8.7833,0.121154,0.501813,1.03707,0.497382,0.309113,1.11793,20.7798,3.41459,0.687676,33.3641,0.196961,0.563749,0.390799,0.146083,0.580785,0.00224904,10.7768,2.23669,0.0583728,0.479476,0.0681838,0.340723,0.692387,
