Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
38,487.254,1649.35,1074.96,0.295422,87.6873,57.916,34.8085,3.70555,79.7381,5.26331,221.334,431.505,0,192.703,3.36547,35.881,87.715,153.048,254.682,80.5711,47.1099,9.69584,2.06551,62.5474,3.41537,293.688,677.542,0,175.887,2.17593,28.1869,80.7265,233.554,125.796,2.22084,1.47697,11.4775,0.816216,12.8298,0.116802,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,2.17706,31.0918,18.8758,
39,487.254,1423.36,578.634,0.342328,79.6833,56.6274,34.3656,3.41888,77.9701,5.11823,158.003,281.112,0,180.296,3.04274,34.3201,79.7145,158.961,270.725,75.4132,41.587,9.62083,2.06638,64.7004,3.47238,163.586,350.352,0,219.223,2.17983,28.9545,75.8045,236.765,119.792,0.877069,1.47697,11.4529,0.816216,12.8298,0.116802,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,0.877245,31.3515,18.8758,
40,487.254,1414.26,644.444,0.344531,104.214,55.7592,34.6677,3.64919,72.7687,4.90343,155.008,276.409,0,166.136,3.28919,31.7704,104.225,131.657,269.8,151.711,42.6453,8.76379,2.23181,55.4161,2.24428,145.821,328.175,0,127.362,2.30124,26.1836,149.814,127.808,129.624,2.22084,1.47697,13.5739,0.78722,12.8789,0.116802,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,2.17706,31.3515,18.8758,
41,487.254,1439.06,715.678,0.338592,77.8744,50.8368,35.1977,3.48826,70.8414,4.99088,179.779,333.448,0,178.441,3.13727,30.9138,77.911,120.326,271.875,69.0882,39.8214,8.91802,2.23301,54.8536,2.15916,200.572,462.035,0,217.624,2.35652,26.5872,68.7251,102.62,126.605,2.22084,1.47697,16.0842,0.585742,12.8789,0.252038,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,2.17706,31.2585,18.8758,
42,487.254,1406.53,666.325,0.346423,86.3528,49.4344,34.791,3.42302,72.9699,5.00126,153.039,293.38,0,187.834,3.10456,31.5765,86.3861,113.684,285.554,80.8497,38.1548,7.06168,2.06302,59.2628,1.99216,161.627,407.3,0,220.738,2.14659,28.549,79.8699,98.715,123.748,2.22084,1.47697,16.0842,0.585742,12.4053,0.252038,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,2.17706,31.8915,18.8758,
43,487.254,1360.35,543.419,0.358182,84.6755,50.1497,34.6583,3.49473,72.3841,4.92122,151.732,301.202,0,150.709,3.24197,31.6665,84.7048,102.896,283.916,72.3713,37.083,6.14695,2.08807,53.9355,1.92135,139.046,348.585,0,118.577,2.18174,26.2655,72.5005,71.8655,115.692,2.22084,1.47697,23.2001,0.585742,12.8789,0.252038,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,2.17706,31.8915,18.8758,
44,487.254,1370.6,503.502,0.355504,84.383,50.5557,35.2687,3.45157,70.8178,5.06502,151.454,309.342,0,156.575,3.12489,30.3152,84.427,105.847,279.975,85.9535,41.5846,6.80951,2.19221,54.2166,2.03244,123.383,336.507,0,111.416,2.26293,25.6867,85.8445,76.9877,116.637,1.21708,1.2176,22.1047,0.585742,11.6225,0.252038,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,2.17706,31.3096,18.8758,
45,487.254,1400.52,737.557,0.347909,77.4314,46.6597,36.6098,3.33623,77.1754,5.12783,165.24,287.847,0,179.84,3.08333,33.2405,77.4658,109.613,297.853,99.7342,34.5924,13.5666,2.02305,62.7145,2.20087,185.731,340.478,0,208.534,2.11661,29.6652,99.5998,83.0131,142.464,2.22084,1.47697,19.7917,0.585742,12.8789,0.0939556,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,2.17706,31.8915,18.8758,
46,487.254,1351.85,1371.63,0.360436,72.2318,45.678,33.9076,3.46144,77.2297,4.99684,154.48,249.173,0,174.91,3.17648,34.3639,72.2887,124.257,301.692,59.6539,40.1273,7.02629,2.15562,53.923,3.03794,381.827,576.323,0,220.738,2.19754,27.7058,60.0585,199.256,127.489,0.923126,1.47697,11.9358,0.585742,12.8789,0.252038,0.000377273,0.000434748,0,16.8112,0.0658473,1.0955,1.13684,31.8915,18.8758,
47,487.254,1487.46,990.572,0.327575,81.2654,48.6032,34.1267,3.62852,75.6587,4.70805,180.95,372.467,0,166.695,3.32626,33.8566,81.3172,110.254,290.603,85.6322,36.2018,6.60926,2.1771,62.3006,2.00793,238.41,645.129,0,123.304,2.20374,31.6055,85.3853,79.7987,127.073,0.923126,1.35001,22.7842,0.585742,12.8789,0.115901,0.000377273,0.000434748,0,16.8112,0.0722144,1.0955,1.13684,31.8915,18.8758,
48,487.254,1386.81,702.517,0.35135,72.6909,42.4071,35.1714,3.48959,68.6871,5.11282,186.772,331.662,0,161.375,3.19612,30.0146,72.7434,99.8453,273.639,73.0119,32.7057,6.3778,2.20295,53.8859,1.85467,225.849,470.746,0,119.487,2.30348,25.8326,73.7746,67.0553,124.978,0.923126,1.33481,23.2001,0.585742,12.7081,0.252038,0.000377273,0.000434748,0,16.8112,0.0469586,0.266188,1.13684,31.8784,18.8758,
49,487.254,1367.09,712.941,0.356416,67.1215,44.1927,34.5426,3.43797,69.2177,4.9746,179.842,352.338,0,155.087,3.10566,30.4345,67.169,91.3392,264.29,55.846,32.3215,5.44057,2.16081,51.0897,1.65803,202.393,517.098,0,112.272,2.28168,24.3683,56.103,62.4039,130.199,0.923126,1.47697,23.2001,0.585742,12.8789,1.09005,0.000377273,0.000434748,0,16.8112,0.0469586,2.186,1.13684,31.271,18.8758,
50,487.254,1668.28,1702.38,0.29207,105.335,43.9364,34.3885,3.55128,64.7096,5.05046,224.21,459.555,0,171.761,3.20019,29.9847,105.723,105.334,311.543,311.572,35.968,6.24783,3.03657,50.9065,1.90232,318.416,739.044,0,132.135,3.15853,28.7665,314.885,105.97,514.882,0.923126,1.47697,11.101,0.585742,12.8789,0.0711477,0.000377273,0.000434748,0,16.8112,0.0469586,2.186,1.13684,31.5211,18.8758,
51,487.254,1321.28,559.907,0.368775,71.0454,52.5075,34.426,3.57905,67.6593,4.73147,157.893,306.172,0,143.685,3.28092,29.776,71.0838,113.413,262.027,70.6881,46.2588,7.64592,2.21706,53.6444,2.11671,157.314,408.596,0,118.38,2.33066,25.5515,72.9094,80.3399,130.083,0.923126,1.47697,23.2001,0.585742,12.8397,0.615252,0.000377273,0.000434748,0,16.8112,0.0469586,2.186,1.13684,31.8784,18.8758,
