Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,Steering.front.ackerman_angle,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
11,0.485026,32.8904,5.01934,18.382,1.92379,0.0161976,0.0134836,0.00328636,0,46.2816,1.38315,1.0934,1.12265,47.7406,4.3568,
12,0.480829,32.8913,5.01976,18.4297,1.92339,0.00896081,0.00964197,0.004111,0,46.2549,1.38269,1.08234,1.11982,47.7239,4.38055,
13,0.472525,32.8898,5.01933,18.4227,1.92379,0.0104972,0.00906931,0.00365181,0,46.2507,1.38311,1.08347,1.1147,47.7429,4.38561,
14,0.474291,32.8903,5.01947,18.4303,1.9258,0.0030891,0.00907569,0.00437914,0,46.2931,1.38519,1.08182,1.11581,47.7367,4.34257,
15,0.473656,32.8885,5.01888,18.4007,1.92303,0.0127985,0.00955587,0.00341764,0,46.2939,1.38236,1.08883,1.11555,47.7616,4.33925,
16,0.479413,32.8899,5.01933,18.4077,1.92299,0.0122446,0.00932611,0.00524197,0,46.3112,1.38232,1.08747,1.11896,47.742,4.32403,
17,0.475834,32.8895,5.01925,18.4129,1.92269,0.014143,0.0100824,0.00364492,0,46.281,1.38201,1.08594,1.11641,47.7458,4.353,
18,0.48149,32.8909,5.01965,18.4141,1.92368,0.0111221,0.0117716,0.00415457,0,46.2613,1.38301,1.08587,1.12024,47.7282,4.37688,
19,0.476337,32.8897,5.01925,18.4132,1.92668,0.00208837,0.00863114,0.00630775,0,46.2802,1.38612,1.08575,1.11717,47.7459,4.35541,
20,0.477668,32.8892,5.01902,18.3978,1.92225,0.0170482,0.00929917,0.0050993,0,46.293,1.38151,1.08977,1.11846,47.7552,4.33756,
21,0.476265,32.8876,5.01866,18.3824,1.92439,0.00793366,0.0104058,0.00359624,0,46.2834,1.38372,1.09417,1.11769,47.7703,4.35244,
22,0.478967,32.8901,5.01932,18.4097,1.92302,0.0119783,0.0109301,0.00344634,0,46.2827,1.38233,1.08703,1.11912,47.7423,4.35203,
23,0.470803,32.8904,5.01952,18.4408,1.92331,0.00932572,0.0101325,0.00370313,0,46.2914,1.38262,1.0791,1.11354,47.7352,4.34322,
24,0.477151,32.8895,5.01924,18.4139,1.92462,0.00759925,0.0107219,0.00325393,0,46.2887,1.38398,1.08578,1.1174,47.746,4.34528,
25,0.485595,32.8922,5.0201,18.4408,1.92483,0.00636336,0.00955436,0.00546345,0,46.2611,1.3842,1.07964,1.12162,47.7093,4.37252,
26,0.481851,32.8916,5.01993,18.4438,1.92481,0.00605234,0.0104145,0.00326086,0,46.2885,1.38414,1.07887,1.11944,47.7171,4.3435,
27,0.483475,32.8912,5.0197,18.418,1.92483,0.00737709,0.0097883,0.00470978,0,46.3005,1.38413,1.08545,1.12092,47.7258,4.33777,
28,0.481095,32.8901,5.01938,18.4122,1.92297,0.0109312,0.0088257,0.00649342,0,46.277,1.38227,1.08653,1.11965,47.7397,4.35646,
29,0.478706,32.8905,5.01948,18.4257,1.92215,0.0132161,0.00960429,0.00440194,0,46.2866,1.38142,1.08305,1.11862,47.7363,4.34412,
30,0.47608,32.8879,5.01879,18.3908,1.92375,0.00951279,0.013082,0.00374896,0,46.2843,1.38309,1.09187,1.11637,47.7646,4.35006,
31,0.478365,32.8894,5.01921,18.409,1.92454,0.00807999,0.0105035,0.00331101,0,46.2868,1.38384,1.08741,1.11777,47.7473,4.34857,
32,0.475773,32.8896,5.01917,18.4115,1.92333,0.0130186,0.0112116,0.00389955,0,46.278,1.38265,1.08622,1.11722,47.7494,4.35305,
33,0.478778,32.8908,5.01957,18.4263,1.92325,0.00789332,0.00877416,0.00714838,0,46.2903,1.38254,1.08335,1.11884,47.732,4.34468,
34,0.480191,32.8918,5.01997,18.4418,1.92232,0.0144165,0.0109127,0.00355221,0,46.2983,1.38154,1.07936,1.11921,47.7151,4.33568,
35,0.475509,32.8916,5.01983,18.4422,1.92651,0.00119319,0.00928139,0.00358494,0,46.2754,1.3859,1.07899,1.11727,47.7219,4.36526,
36,0.474884,32.8877,5.01868,18.3894,1.92412,0.0099452,0.0110207,0.00331007,0,46.2947,1.38342,1.0922,1.11688,47.7696,4.3384,
37,0.476357,32.8896,5.01925,18.4191,1.92497,0.00557159,0.00979819,0.0036443,0,46.2844,1.38432,1.08458,1.11711,47.7458,4.34999,
38,0.480273,32.8913,5.01981,18.4364,1.92316,0.00853773,0.0114996,0.00376015,0,46.3092,1.38243,1.08108,1.11907,47.7218,4.3264,
39,0.478575,32.8911,5.01972,18.4353,1.92272,0.0114311,0.0108535,0.00308328,0,46.2906,1.38201,1.08083,1.11819,47.7261,4.34433,
40,0.479644,32.8904,5.01956,18.4256,1.9229,0.0114904,0.0130166,0.00304542,0,46.3026,1.38219,1.08315,1.11841,47.7326,4.33026,
41,0.480798,32.8914,5.01983,18.4408,1.92408,0.00669724,0.0101694,0.00516046,0,46.2733,1.38342,1.07948,1.11949,47.7213,4.35909,
42,0.478104,32.8891,5.01913,18.3972,1.92315,0.012477,0.0123842,0.00517992,0,46.2913,1.38249,1.0901,1.11774,47.7504,4.34621,
43,0.480854,32.8907,5.01951,18.4211,1.92517,0.005486,0.0106039,0.00340446,0,46.2816,1.38452,1.08434,1.11988,47.7347,4.35332,
44,0.469222,32.8854,5.01794,18.3665,1.92746,0.00138623,0.00942184,0.00331342,0,46.2889,1.3869,1.09794,1.11291,47.8015,4.34656,
45,0.48036,32.8906,5.01956,18.4226,1.92287,0.0135136,0.0106545,0.00359395,0,46.2698,1.38216,1.08371,1.11917,47.7324,4.36441,
46,0.48494,32.8886,5.01893,18.3699,1.92304,0.0142915,0.01535,0.00310516,0,46.2628,1.38237,1.0974,1.122,47.7578,4.37512,
47,0.470975,32.8856,5.01777,18.3402,1.9252,0.015471,0.00925422,0.00459252,0,46.2819,1.38459,1.10354,1.11462,47.8082,4.35404,
48,0.477906,32.8899,5.0193,18.4148,1.92261,0.0108282,0.00914443,0.00665094,0,46.2815,1.38187,1.08614,1.11857,47.7435,4.35314,
49,0.467921,32.8889,5.01909,18.4304,1.92685,0.000734635,0.00967546,0.00368929,0,46.3035,1.38627,1.08149,1.11157,47.7541,4.33171,
50,0.466963,32.8845,5.01746,18.3356,1.92302,0.0211404,0.00903465,0.00406746,0,46.2919,1.38238,1.10464,1.11198,47.8216,4.34217,
51,0.474244,32.8898,5.01931,18.4178,1.92292,0.0138304,0.00986841,0.00443887,0,46.2874,1.38223,1.08466,1.11617,47.7435,4.35026,
52,0.480383,32.8913,5.01962,18.4221,1.92613,0.00503197,0.0113479,0.00483398,0,46.2733,1.38554,1.08357,1.12,47.7298,4.36365,
53,0.476223,32.8888,5.01886,18.3861,1.92585,0.0108333,0.0115033,0.00445407,0,46.283,1.38528,1.09183,1.11743,47.7621,4.35444,
54,0.489987,32.893,5.02027,18.4481,1.92533,0.00266726,0.00931667,0.0071299,0,46.2678,1.3847,1.07817,1.12442,47.7023,4.3639,
55,0.482835,32.8919,5.01999,18.4447,1.92321,0.00826902,0.0117321,0.00378281,0,46.2834,1.38249,1.07896,1.12051,47.7145,4.35081,
56,0.472557,32.8874,5.01851,18.3887,1.92453,0.00941739,0.00989851,0.00325653,0,46.2853,1.3839,1.09191,1.11493,47.777,4.34985,
57,0.483753,32.8911,5.01971,18.4191,1.92619,0.00393953,0.0123129,0.00370782,0,46.2847,1.3856,1.08481,1.121,47.7254,4.35586,
58,0.484207,32.8939,5.02054,18.464,1.92578,0.00233079,0.0114137,0.00410952,0,46.2674,1.38517,1.07403,1.12156,47.6914,4.3716,
59,0.474467,32.8876,5.01851,18.383,1.9248,0.00970475,0.00997664,0.00411166,0,46.2866,1.38417,1.09323,1.1164,47.7769,4.3479,
60,0.480814,32.8907,5.0196,18.4271,1.92398,0.00927337,0.0112304,0.0041795,0,46.2838,1.38327,1.08297,1.11947,47.7307,4.35062,
61,0.484997,32.892,5.01998,18.4384,1.92586,0.00212021,0.0114224,0.00324735,0,46.2789,1.38523,1.08025,1.122,47.7144,4.35902,
62,0.478981,32.8901,5.01942,18.4233,1.92584,0.00344268,0.00978668,0.00524887,0,46.2881,1.38522,1.08362,1.11827,47.7384,4.34809,
63,0.473226,32.888,5.01876,18.4068,1.92397,0.0085921,0.00945478,0.0041279,0,46.2887,1.38328,1.08758,1.11487,47.7668,4.3438,
64,0.482845,32.8923,5.02008,18.4498,1.92513,0.00385152,0.00995638,0.00384144,0,46.2823,1.38444,1.07769,1.12033,47.7108,4.35464,
65,0.480443,32.8916,5.01992,18.4464,1.92214,0.0113214,0.0117779,0.00392026,0,46.271,1.38138,1.07838,1.11963,47.7176,4.3625,
66,0.478484,32.8899,5.01933,18.4172,1.92445,0.00883134,0.0124755,0.00536052,0,46.2839,1.38374,1.08528,1.11786,47.7424,4.34896,
67,0.481851,32.892,5.02005,18.449,1.92447,0.00711016,0.0109703,0.00368498,0,46.2896,1.38382,1.07744,1.11979,47.7122,4.34649,
68,0.4765,32.8903,5.01949,18.4348,1.92331,0.0103449,0.00923309,0.00379058,0,46.2956,1.38262,1.08056,1.11707,47.7363,4.33849,
69,0.473525,32.8878,5.01848,18.3754,1.92524,0.0148941,0.00897166,0.00613247,0,46.2917,1.38464,1.09401,1.1161,47.7781,4.3434,
70,0.47509,32.8901,5.01947,18.4381,1.9255,0.00235932,0.0102598,0.00288535,0,46.2823,1.38488,1.08005,1.11604,47.7372,4.35413,
71,0.485405,32.8904,5.01935,18.3928,1.92587,0.0107344,0.012275,0.00354645,0,46.2562,1.3853,1.09044,1.12263,47.7406,4.38295,
72,0.480227,32.8906,5.01958,18.4242,1.9233,0.0119286,0.0123401,0.00478015,0,46.2854,1.38256,1.08358,1.11902,47.7317,4.3494,
73,0.48173,32.8912,5.01977,18.4331,1.92519,0.00505993,0.0113856,0.00672488,0,46.2872,1.38454,1.08143,1.11983,47.7236,4.34795,
74,0.477967,32.8891,5.019,18.3986,1.92189,0.0166641,0.00959916,0.00464605,0,46.259,1.38114,1.08975,1.11862,47.7559,4.37709,
75,0.478493,32.8909,5.01966,18.435,1.92382,0.00804305,0.00949266,0.00428525,0,46.2722,1.38315,1.08087,1.11806,47.7286,4.36639,
76,0.482222,32.8902,5.01952,18.4185,1.92398,0.00696176,0.0128936,0.0035347,0,46.277,1.38329,1.08538,1.11991,47.7338,4.36176,
77,0.474891,32.8881,5.01866,18.3828,1.92272,0.0186212,0.00881185,0.00608085,0,46.2916,1.38203,1.09286,1.11691,47.7704,4.34462,
78,0.480522,32.892,5.02004,18.4532,1.92542,0.00145528,0.00873305,0.00888689,0,46.2458,1.38477,1.07685,1.119,47.7126,4.38994,
79,0.47263,32.8891,5.01909,18.4123,1.92353,0.0131923,0.0102894,0.00309413,0,46.2851,1.38286,1.08568,1.11477,47.7529,4.35482,
80,0.47722,32.8907,5.01961,18.4384,1.92164,0.0148903,0.0100694,0.00319764,0,46.294,1.38088,1.07996,1.11736,47.7311,4.34035,
81,0.477692,32.89,5.01927,18.4115,1.92568,0.00884976,0.0116668,0.00389719,0,46.29,1.38507,1.08584,1.1185,47.745,4.34663,
82,0.474891,32.8895,5.01911,18.4184,1.92431,0.00946036,0.00944218,0.00343673,0,46.3032,1.38357,1.08479,1.11745,47.7521,4.32988,
83,0.48188,32.8896,5.01924,18.414,1.9248,0.00308082,0.0104547,0.00451779,0,46.2649,1.38414,1.08642,1.12035,47.7461,4.37007,
84,0.472975,32.8901,5.01938,18.4384,1.92536,0.00510295,0.0093974,0.00342438,0,46.2815,1.38468,1.07978,1.11481,47.7415,4.35332,
85,0.476548,32.891,5.01975,18.4463,1.92405,0.00877867,0.009937,0.00328746,0,46.2654,1.38339,1.07781,1.11664,47.7252,4.37184,
86,0.473697,32.8882,5.01876,18.3993,1.92398,0.00915902,0.00993086,0.00510911,0,46.2687,1.38329,1.08956,1.11585,47.7667,4.36766,
87,0.481445,32.8919,5.02001,18.4488,1.92538,0.00218446,0.0119475,0.0040817,0,46.2852,1.38475,1.07774,1.11916,47.7138,4.35375,
88,0.478005,32.8902,5.01937,18.4196,1.92418,0.0103134,0.0101781,0.00334451,0,46.2955,1.38352,1.08426,1.1185,47.7409,4.34217,
89,0.474449,32.8876,5.01862,18.3974,1.9236,0.0102548,0.01181,0.00350723,0,46.2835,1.38293,1.08969,1.11633,47.7725,4.34787,
90,0.482301,32.8897,5.01917,18.3986,1.92484,0.00945693,0.0117299,0.00417762,0,46.2794,1.38414,1.0898,1.12056,47.7484,4.35791,
91,0.470475,32.8879,5.01856,18.3851,1.92367,0.0173033,0.00971011,0.00705993,0,46.2866,1.38302,1.09182,1.11426,47.7755,4.34923,
92,0.472376,32.8889,5.01903,18.4185,1.92285,0.0125891,0.0104364,0.00356895,0,46.2851,1.38215,1.08436,1.11442,47.7558,4.35069,
93,0.469434,32.884,5.01745,18.3446,1.92606,0.00593118,0.0100085,0.0034461,0,46.256,1.38549,1.10328,1.11318,47.8221,4.38003,
94,0.476597,32.8886,5.01891,18.3937,1.92276,0.0137567,0.0126021,0.00604915,0,46.3024,1.38209,1.09086,1.1176,47.7598,4.3353,
95,0.469637,32.8879,5.01877,18.4124,1.92366,0.00768761,0.00897329,0.00385605,0,46.2757,1.38297,1.08633,1.11281,47.7668,4.36365,
96,0.473211,32.8895,5.01922,18.4295,1.92386,0.0063598,0.00888139,0.0045444,0,46.288,1.38317,1.08213,1.11549,47.7479,4.34936,
97,0.482383,32.8912,5.01978,18.4312,1.92345,0.00969761,0.0161566,0.00551473,0,46.2972,1.38276,1.08199,1.11984,47.7229,4.33725,
98,0.476675,32.8891,5.0191,18.4095,1.92416,0.00955715,0.0132763,0.00537457,0,46.283,1.38351,1.08688,1.11731,47.7522,4.35183,
99,0.472252,32.8891,5.01902,18.4211,1.92557,0.00623851,0.00919491,0.0038286,0,46.2913,1.38486,1.08399,1.11457,47.7563,4.34421,
100,0.474351,32.8882,5.01867,18.3884,1.92316,0.0152569,0.0130408,0.0043245,0,46.2935,1.38249,1.09157,1.11636,47.7702,4.34217,
101,0.484756,32.8915,5.01997,18.4419,1.92184,0.0123514,0.0087288,0.00789004,0,46.2826,1.38107,1.07973,1.12091,47.7149,4.35348,
102,0.483243,32.8921,5.02002,18.4431,1.92533,0.00392598,0.0113091,0.00348083,0,46.2724,1.38469,1.07914,1.1207,47.7131,4.36908,
103,0.489709,32.893,5.02035,18.4508,1.92198,0.0125642,0.0122584,0.00395788,0,46.2819,1.38122,1.07763,1.12401,47.6989,4.35335,
104,0.484521,32.8901,5.01931,18.407,1.92627,0.00385254,0.00847457,0.0100727,0,46.28,1.38562,1.0879,1.12198,47.7425,4.35428,
105,0.475957,32.8897,5.01925,18.4206,1.922,0.0168611,0.0100842,0.00329291,0,46.2808,1.38127,1.08396,1.11704,47.7461,4.3551,
106,0.483182,32.8903,5.01954,18.4228,1.92515,0.0059119,0.0123277,0.00298716,0,46.28,1.38454,1.08374,1.12093,47.7331,4.35765,
107,0.484078,32.8918,5.01996,18.4415,1.92614,0.00174132,0.0111166,0.00451715,0,46.2816,1.38553,1.0794,1.12112,47.7156,4.35854,
108,0.478843,32.8904,5.01951,18.4363,1.92394,0.00810835,0.0107864,0.00295633,0,46.2868,1.38327,1.08038,1.11833,47.7353,4.34774,
109,0.489317,32.8927,5.0203,18.4527,1.92594,0.000493343,0.0116535,0.00353908,0,46.2464,1.38531,1.07732,1.12427,47.7008,4.3919,
110,0.473016,32.8886,5.01898,18.4166,1.92597,0.000233774,0.0112272,0.00476498,0,46.2706,1.38535,1.08556,1.11513,47.7577,4.36892,
111,0.470858,32.8853,5.01792,18.3701,1.92596,0.00362728,0.00995631,0.00611171,0,46.292,1.38539,1.09671,1.1145,47.8022,4.34211,
112,0.475647,32.8902,5.01949,18.4421,1.92328,0.00855397,0.00944205,0.00435297,0,46.2787,1.38256,1.07923,1.11641,47.7365,4.35629,
113,0.473376,32.8893,5.01922,18.4286,1.92264,0.0122321,0.00896376,0.00587085,0,46.2867,1.38192,1.08217,1.11489,47.7475,4.34941,
114,0.477144,32.8907,5.01964,18.4421,1.92399,0.00848777,0.00876909,0.0057675,0,46.2821,1.38325,1.07928,1.11683,47.7296,4.35527,
115,0.473851,32.8888,5.01906,18.4166,1.92335,0.00938611,0.00895765,0.00487124,0,46.2768,1.38267,1.0852,1.11592,47.7541,4.36335,
116,0.479362,32.8903,5.01947,18.4286,1.92499,0.0036926,0.00937177,0.0039956,0,46.2988,1.38434,1.0825,1.119,47.7364,4.34201,
117,0.475785,32.8892,5.01909,18.4188,1.9234,0.0104721,0.00929223,0.00363451,0,46.2713,1.38268,1.08468,1.11701,47.7531,4.36437,
118,0.473293,32.8882,5.01875,18.3999,1.92201,0.0180206,0.0100803,0.00354474,0,46.2795,1.38131,1.0887,1.11527,47.7671,4.3572,
119,0.475675,32.8899,5.01917,18.4106,1.92463,0.0108145,0.0124526,0.00374065,0,46.3189,1.38399,1.08597,1.11757,47.7492,4.32027,
120,0.48471,32.8912,5.01969,18.4315,1.92245,0.0118198,0.0102531,0.00434486,0,46.2839,1.38172,1.08186,1.122,47.7269,4.35061,
121,0.483661,32.8907,5.01956,18.4245,1.92548,0.00717622,0.010852,0.00348455,0,46.2732,1.38477,1.08348,1.12087,47.7324,4.36283,
122,0.482125,32.8909,5.01963,18.4292,1.92372,0.00845236,0.0100872,0.00382369,0,46.2618,1.38304,1.08242,1.12037,47.7297,4.3777,
123,0.470449,32.887,5.01815,18.3679,1.92545,0.0148225,0.0102666,0.00303499,0,46.2921,1.38488,1.09578,1.11466,47.7926,4.34599,
124,0.474754,32.8903,5.01947,18.4382,1.92334,0.0100827,0.00887987,0.00514103,0,46.2709,1.3826,1.08001,1.11618,47.7373,4.36599,
125,0.472173,32.8888,5.01894,18.4162,1.92345,0.0107237,0.00993545,0.00520513,0,46.2748,1.38276,1.08497,1.11479,47.7596,4.36092,
126,0.480143,32.8915,5.0198,18.4411,1.92531,0.00567392,0.0100688,0.00360948,0,46.2747,1.38463,1.07942,1.11956,47.7226,4.36523,
127,0.473735,32.8897,5.01919,18.4213,1.92494,0.00837128,0.0113401,0.00348693,0,46.2538,1.38421,1.08396,1.11586,47.7489,4.3848,
128,0.487344,32.8909,5.01953,18.4178,1.92677,0.00295981,0.0115973,0.00510787,0,46.2882,1.38606,1.08548,1.12361,47.7335,4.34479,
129,0.475523,32.889,5.01901,18.4144,1.92561,0.00484157,0.0100355,0.00355826,0,46.2862,1.3849,1.0859,1.11707,47.7563,4.35158,
130,0.475317,32.891,5.01967,18.4485,1.92049,0.0198513,0.00887581,0.00470611,0,46.31,1.37969,1.07719,1.11666,47.7288,4.32318,
131,0.482406,32.8921,5.01998,18.4533,1.92374,0.0067371,0.0133154,0.00416415,0,46.295,1.38303,1.07678,1.12054,47.7154,4.3376,
132,0.479078,32.8883,5.01879,18.3984,1.92481,0.00582256,0.0103558,0.00509827,0,46.2776,1.38416,1.08985,1.11905,47.765,4.35779,
133,0.480696,32.891,5.01967,18.4316,1.92467,0.00681126,0.0109766,0.00467918,0,46.2768,1.38404,1.08151,1.11946,47.7279,4.36444,
134,0.481529,32.8885,5.01899,18.3963,1.92282,0.00992662,0.013361,0.00564874,0,46.2564,1.38207,1.09113,1.1199,47.756,4.3818,
135,0.475917,32.8907,5.01956,18.4396,1.92387,0.00940414,0.00866147,0.00648368,0,46.2777,1.3832,1.07942,1.11653,47.7334,4.36006,
136,0.481426,32.889,5.01907,18.4084,1.92452,0.00707357,0.0114307,0.00367827,0,46.2962,1.38388,1.08736,1.11985,47.7533,4.33932,
137,0.470041,32.8882,5.01883,18.4189,1.92442,0.007716,0.00922114,0.00546263,0,46.2607,1.38372,1.08446,1.11405,47.7647,4.37434,
138,0.472924,32.8901,5.0194,18.4327,1.92284,0.0100742,0.00922523,0.0054553,0,46.2867,1.38212,1.08127,1.11553,47.7399,4.35635,
139,0.471929,32.8881,5.01877,18.4127,1.92261,0.0123355,0.00895255,0.0050053,0,46.2745,1.38191,1.08589,1.11454,47.7667,4.36084,
140,0.474992,32.8889,5.01909,18.4216,1.92295,0.0101109,0.0090886,0.00485912,0,46.2925,1.38223,1.08421,1.11591,47.7531,4.34522,
141,0.474427,32.8897,5.01929,18.4349,1.92352,0.00925238,0.00955495,0.0037284,0,46.2478,1.38283,1.08061,1.11582,47.7447,4.38863,
142,0.467476,32.884,5.01748,18.3549,1.92293,0.0137395,0.0104466,0.0037557,0,46.2893,1.38226,1.10044,1.11159,47.8212,4.34537,
143,0.478435,32.8897,5.01937,18.4287,1.92518,0.00450499,0.0109841,0.00418514,0,46.302,1.38457,1.08218,1.11792,47.741,4.33638,
144,0.481684,32.8915,5.01977,18.4335,1.92353,0.00947112,0.0119776,0.00549356,0,46.278,1.38279,1.08149,1.12046,47.7239,4.36177,
145,0.477856,32.8892,5.01909,18.4104,1.92433,0.00592905,0.0114055,0.00371998,0,46.2936,1.38366,1.08718,1.11825,47.7524,4.34826,
146,0.473939,32.8878,5.01856,18.3922,1.92341,0.0126809,0.00945016,0.00412381,0,46.2804,1.38275,1.09086,1.11645,47.7754,4.35733,
147,0.477719,32.89,5.01927,18.4169,1.92359,0.0100311,0.0109354,0.00844861,0,46.2919,1.38291,1.08536,1.11877,47.7448,4.34487,
148,0.47252,32.8868,5.01834,18.3844,1.92728,0.00059078,0.017762,0.00662278,0,46.2779,1.38669,1.09329,1.11501,47.7845,4.35387,
149,0.474158,32.8885,5.01891,18.4169,1.92348,0.0113498,0.00923897,0.00381453,0,46.297,1.3828,1.08479,1.1164,47.761,4.33722,
150,0.473619,32.8883,5.01892,18.4282,1.92366,0.006774,0.0102568,0.00338204,0,46.2509,1.38296,1.08241,1.11528,47.7607,4.38027,
151,0.479297,32.8901,5.01942,18.4237,1.92285,0.0118414,0.0088785,0.00846799,0,46.2471,1.38215,1.08342,1.11853,47.7388,4.39114,
152,0.474827,32.8901,5.01939,18.4333,1.92536,0.00582647,0.0109117,0.00429215,0,46.2749,1.38467,1.08119,1.11639,47.7403,4.36416,
153,0.46949,32.8874,5.01862,18.4119,1.92551,0.00363564,0.00889649,0.00446297,0,46.2998,1.38486,1.0861,1.11254,47.7736,4.33883,
154,0.476386,32.8903,5.01938,18.431,1.92347,0.0146062,0.0104632,0.00354978,0,46.2591,1.38277,1.08098,1.11706,47.7408,4.37592,
155,0.471,32.8872,5.01842,18.3944,1.924,0.00976093,0.0104112,0.00403587,0,46.2873,1.38329,1.09068,1.11466,47.7813,4.34947,
156,0.474093,32.8888,5.01902,18.4233,1.92339,0.00945073,0.0100956,0.0041347,0,46.3089,1.3827,1.08333,1.11608,47.7562,4.32645,
157,0.485798,32.8916,5.0199,18.4443,1.92217,0.0135016,0.0111952,0.00357973,0,46.2813,1.38143,1.07869,1.12172,47.7182,4.35266,
158,0.470792,32.886,5.01814,18.3842,1.92285,0.0123822,0.0104364,0.00286363,0,46.2993,1.38216,1.093,1.1137,47.7934,4.3367,
159,0.478674,32.8885,5.01884,18.3974,1.92363,0.0143391,0.0105444,0.00438741,0,46.2707,1.38297,1.08939,1.11923,47.7629,4.36452,
160,0.472713,32.8855,5.01795,18.3665,1.92259,0.01359,0.0090947,0.00559475,0,46.2899,1.38192,1.09773,1.11514,47.8007,4.34728,
161,0.472523,32.8874,5.01859,18.4013,1.92356,0.0101497,0.00974073,0.0032392,0,46.2773,1.38287,1.0889,1.11519,47.7741,4.36136,
162,0.475203,32.8896,5.01906,18.4071,1.92375,0.013785,0.0156345,0.00425178,0,46.2573,1.38309,1.08693,1.11717,47.7538,4.37949,
163,0.474698,32.8915,5.01977,18.4573,1.9249,0.00654515,0.00943118,0.00372023,0,46.249,1.38417,1.0753,1.11586,47.7251,4.38899,
164,0.479958,32.8898,5.01936,18.4295,1.92476,0.00447911,0.0110425,0.00354205,0,46.2832,1.38411,1.08226,1.11916,47.7412,4.35391,
165,0.476213,32.8896,5.01927,18.433,1.92394,0.00836701,0.0105042,0.00334771,0,46.2713,1.38326,1.08104,1.11649,47.7456,4.36434,
166,0.476128,32.8887,5.01893,18.4158,1.92386,0.0107675,0.00907092,0.00586272,0,46.3,1.38313,1.08528,1.11738,47.7598,4.33173,
167,0.474118,32.8874,5.0186,18.3841,1.92409,0.0105472,0.00962472,0.00402359,0,46.3317,1.38345,1.09302,1.11543,47.773,4.31719,
168,0.470594,32.8887,5.01895,18.4229,1.92584,0.00385906,0.0104762,0.00597199,0,46.2758,1.38522,1.08318,1.11338,47.7596,4.3621,
169,0.479687,32.891,5.01966,18.4412,1.92306,0.0119846,0.0105982,0.00377101,0,46.3087,1.38238,1.07894,1.11948,47.7289,4.32723,
170,0.473347,32.8892,5.01915,18.4262,1.92393,0.00934735,0.0109755,0.00532586,0,46.27,1.38325,1.08259,1.1153,47.7507,4.36715,
171,0.474778,32.8877,5.01871,18.4029,1.92344,0.00919849,0.00902733,0.00579799,0,46.2748,1.38277,1.08862,1.1155,47.7689,4.36455,
172,0.477931,32.8898,5.01929,18.42,1.92249,0.0130727,0.0124842,0.00625993,0,46.2737,1.3818,1.08418,1.11777,47.7441,4.36394,
