Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
66,15.9115,44.0279,101.375,0.361395,26.0778,3.14286,0.443304,0.495868,0.739095,3.29713,1.10482,0.537542,5.96803,0.520005,1.70145,64.4449,10.839,0.806036,0.510822,1.83123,12.6774,0.184941,0.851585,25.4154,0.489,0.186606,10.806,0.238842,0.0258029,0.0494643,0.0550281,0.00401997,0.215018,0.0258902,0.0832251,0.0173611,0.950328,
67,15.9115,100.054,256.234,0.159029,54.3381,8.63116,0.621093,0.875107,1.155,8.4312,1.26574,0.472113,21.7884,0.518907,1.95717,134.113,28.177,1.15677,1.88383,2.65282,25.4598,0.488282,0.308542,70.3915,0.464948,1.31193,10.806,0.309249,0.0339445,0.0569525,0.0550281,0.0209391,1.00912,0.0258902,0.0832251,0.0224428,0.404592,
68,15.9115,64.4336,188.525,0.246944,30.0387,4.93942,0.397629,0.462125,0.53452,7.51412,1.11149,0.437534,16.7268,0.550929,1.72032,79.7117,19.5701,0.700009,0.563737,1.00925,30.1848,0.228643,0.413619,62.783,0.508837,0.540221,10.7809,0.34904,0.0339445,0.0276724,0.0550281,0.00311461,0.123591,0.0258902,0.0832251,0.0197481,0.40721,
69,15.9115,30.3924,93.9262,0.523534,14.71,2.93014,0.366038,0.361822,0.380104,0.956709,1.14788,0.403423,6.99447,0.382705,1.75913,29.2152,16.9732,0.549541,0.39633,0.467141,7.85369,0.0523345,0.198855,44.1846,0.272471,0.348025,10.8158,0.299758,0.0339445,0.027469,0.0550281,0.00311461,0.902496,0.0258902,0.0832251,0.0174572,1.62587,
70,15.9115,56.0081,159.38,0.284093,30.9554,4.62109,0.48118,0.389751,0.519765,5.46412,1.18434,0.45497,9.66778,0.431167,1.83849,83.3503,16.8203,0.79265,0.449188,0.930854,22.5924,0.1661,0.444884,43.1703,0.326193,0.714457,10.8158,0.302933,0.0339445,0.027469,0.0550281,0.00311461,1.12052,0.0258902,0.0832251,0.0305684,1.62587,
71,15.787,44.173,137.11,0.35739,26.489,2.7957,0.396443,0.432776,0.488538,5.18374,1.16142,0.510573,4.49501,0.447703,1.7721,88.7307,11.9175,0.586969,0.439039,1.10061,25.0454,0.268023,0.894336,25.2114,0.371079,0.4747,10.8073,0.32636,0.0318735,0.027469,0.0550281,0.00924744,0.215251,0.14015,0.0645493,0.0305684,1.62587,
72,15.787,65.9193,181.804,0.23949,25.5285,6.15315,0.540431,3.63489,0.512172,5.41191,1.11047,0.530329,20.1497,0.527721,1.81995,55.4787,23.0208,0.994932,22.539,0.978217,21.9451,0.169893,1.13206,73.7035,0.476772,0.925678,10.8134,0.131383,0.028559,0.0276724,0.0680073,0.00924744,0.0777424,0.0392845,0.0645493,0.0370845,0.181282,
73,15.787,63.0179,163.05,0.250516,32.713,4.28021,0.452798,0.882848,0.751942,6.41687,1.13434,0.476779,13.6665,0.531528,1.71112,82.0296,13.9436,0.805103,3.98985,2.26491,23.3175,0.235298,0.579686,52.3716,0.530316,0.404454,10.8134,0.223859,0.0259379,0.0276724,0.0654156,0.00924744,0.0539175,0.0647477,0.0645493,0.0370845,0.619964,
74,15.787,55.4833,194.632,0.284536,33.3472,3.28276,0.420964,3.12409,0.532277,3.09979,1.21723,0.421364,7.88156,0.434503,1.72155,126.746,14.2408,0.825224,16.4326,1.46957,15.3626,0.619312,0.462792,39.5995,0.369266,0.0988863,10.8134,0.275688,0.0318735,0.0276724,0.0653138,0.0209391,0.268709,0.0647477,0.0645493,0.0370845,1.62587,
75,15.7604,54.1892,145.099,0.290841,24.7356,5.27788,0.524253,0.428972,0.738282,5.20449,1.18505,0.433638,13.4239,0.490133,1.74699,57.9248,16.486,1.11506,1.71906,1.94312,18.2032,0.290991,0.405946,57.6083,0.549274,0.27798,10.8134,0.252471,0.0318735,0.0442801,0.0653138,0.0209391,0.38491,0.0647477,0.0645493,0.0252852,1.17869,
76,15.5782,28.334,83.358,0.549804,15.7006,1.5625,0.259036,0.284444,0.428685,1.76627,1.14148,0.316694,4.68311,0.402096,1.78911,34.7157,8.60079,0.712694,0.375435,1.18933,11.9728,0.0642438,0.166947,28.687,0.277437,0.578507,10.8134,0.1583,0.0275874,0.0280024,0.0627812,0.0113315,0.828481,0.0647477,0.0645493,0.0370845,1.65741,
77,15.5782,27.1771,76.425,0.573208,14.4689,2.80386,0.191832,0.318552,0.323669,0.60668,1.1379,0.390247,4.8085,0.37874,1.74831,24.9817,16.385,0.333548,0.327583,0.327986,3.7797,0.0907862,0.437812,29.6929,0.30189,0.336932,10.8134,0.286814,0.0275015,0.0280024,0.0653138,0.0117739,0.510851,0.0878596,0.0645493,0.0290646,1.6206,
78,15.4752,35.4435,118.35,0.436615,20.266,1.13531,0.29078,0.362965,0.629564,4.16273,1.16525,0.33821,4.91956,0.383168,1.78995,56.691,4.43562,0.831292,0.476471,2.33569,23.711,0.100663,0.11396,29.5091,0.351782,0.449984,10.8134,0.322368,0.0286983,0.0280024,0.0653138,0.0117739,1.12709,0.050799,0.0645493,0.0370845,1.65741,
79,15.4752,50.5575,139.816,0.30609,32.6897,4.64244,0.371199,0.366583,0.868106,3.10056,1.1854,0.381416,4.67252,0.41546,1.86412,91.6878,16.6081,1.0709,0.551212,2.6526,13.7076,0.235144,0.264716,20.1208,0.434394,0.85538,10.7968,0.220453,0.0274422,0.0186464,0.0653138,0.0117739,0.750483,0.0878596,0.0645493,0.0557331,0.958725,
80,15.4752,43.7095,135.188,0.354045,27.2234,2.4562,0.295171,0.354881,0.625887,3.09123,1.16284,0.391234,5.99086,0.38035,1.7375,80.6709,11.5182,0.970472,0.542576,2.08257,15.1336,0.063494,0.269545,34.275,0.388645,0.186464,10.8134,0.235707,0.0275266,0.0186464,0.06101,0.0117739,1.13045,0.0132808,0.0645493,0.019825,1.66036,
81,15.372,79.223,205.039,0.194035,37.7704,7.35133,0.375748,0.344755,1.15932,9.3989,1.19227,0.498725,18.6964,0.513681,1.92151,100.134,22.8732,1.04502,0.518588,2.77003,33.5446,0.228327,0.51123,61.2879,0.661928,0.876742,10.8134,0.301763,0.0286983,0.0280024,0.06101,0.00847289,0.500005,0.107657,0.0645493,0.039095,1.02043,
82,15.372,36.8622,111.647,0.417014,25.2208,2.4447,0.288164,0.236309,0.470734,2.81694,1.17808,0.366951,1.703,0.383931,1.75256,84.9916,11.7179,1.04433,0.220519,1.05272,15.4734,0.38646,0.153055,17.0033,0.396201,0.291095,10.8134,0.296406,0.0286983,0.0280024,0.06101,0.00847289,0.035999,0.211773,0.0645493,0.0637782,1.66336,
83,15.372,97.5858,262.682,0.157523,46.5175,10.97,0.431257,0.6848,0.650578,10.029,1.16742,0.447837,23.9714,0.501174,2.21478,124.451,35.0898,1.08971,2.82207,1.36284,31.9421,0.129336,0.419311,72.3318,0.641021,1.95929,10.8134,0.178885,0.026208,0.0280024,0.06101,0.00847289,0.719457,0.159793,0.0645493,0.0372148,1.61693,
84,15.372,27.644,81.1176,0.556071,14.6781,1.35847,0.142113,0.192428,0.342367,1.82557,1.12614,0.394437,5.51159,0.395112,1.67767,33.5124,10.7736,0.504929,0.510081,0.515454,12.1306,0.159747,0.130416,37.4972,0.421672,0.301278,10.7869,0.259179,0.0286983,0.0280024,0.06101,0.00847289,0.0514689,0.164013,0.0645493,0.0771984,0.381645,
85,15.372,53.3267,152.636,0.288262,29.8869,4.17324,0.325931,0.304051,0.401042,5.78533,1.15998,0.435051,8.70543,0.382997,1.76669,84.1379,15.7233,1.01018,0.629556,0.726816,23.4987,0.217352,0.274656,38.9022,0.354587,0.782914,10.8134,0.0942135,0.0269762,0.0253145,0.0562062,0.00847289,0.495585,0.0107782,0.0645493,0.0382607,0.163085,
86,15.372,65.4982,196.79,0.234694,40.8654,3.97487,0.282532,0.326152,0.74385,5.41209,1.20117,0.469677,10.0326,0.377895,1.81191,122.929,15.6468,0.895515,0.724897,2.32551,24.5279,0.271027,0.558135,45.8106,0.242845,0.613652,10.8122,0.219117,0.0276439,0.0309599,0.0562062,0.00847289,1.12226,0.177591,0.0645493,0.145571,0.803478,
87,15.2831,35.7126,108.045,0.427948,18.0528,2.11471,0.252895,0.225802,0.50445,4.80095,1.14989,0.455186,6.0908,0.388427,1.67669,51.6348,8.98239,0.879966,0.456981,1.38163,23.1924,0.0687851,0.502656,32.2822,0.425691,0.16521,10.7679,0.212915,0.0298112,0.0309599,0.0562062,0.00847289,0.942623,0.211773,0.0816822,0.020147,0.628163,
88,15.2831,61.7519,159.556,0.247492,28.244,4.48128,0.407627,0.265493,0.72713,7.81179,1.11992,0.472046,16.0835,0.406338,1.73272,60.35,14.0831,1.1413,0.581642,2.32868,29.2235,0.214788,0.422811,61.2937,0.424558,0.304446,10.8166,0.285878,0.0298112,0.0309599,0.0562062,0.00847289,0.130826,0.18049,0.0816822,0.0594195,0.857965,
89,15.2831,36.1552,109.402,0.422709,25.0955,1.36032,0.181779,0.195408,0.572227,2.51704,1.15466,0.447909,2.57517,0.359366,1.69573,81.7593,5.76066,0.549942,0.362686,1.97226,13.1581,0.233424,0.521657,16.8329,0.26592,0.23914,10.8003,0.250271,0.0286709,0.0309599,0.06101,0.0185513,0.183815,0.211773,0.0816822,0.125602,0.154564,
90,15.2831,30.5092,73.1898,0.500935,15.7003,3.25695,0.270068,0.160669,0.603812,3.02942,1.14129,0.383797,3.66685,0.391535,1.90443,24.7184,15.9557,0.94551,0.358791,1.85516,15.0242,0.162996,0.25501,18.2409,0.325951,1.23207,10.8115,0.295958,0.0287207,0.0234084,0.06101,0.0185513,0.223801,0.211773,0.0816822,0.0668437,1.68785,
91,15.2831,44.6668,142.529,0.342158,24.0754,3.52161,0.295225,0.217202,0.677977,4.25563,1.15573,0.338317,7.97749,0.378816,1.77339,64.2496,15.5495,0.98988,0.499377,2.5015,20.4665,0.167636,0.143166,38.445,0.385169,0.434565,10.8115,0.303674,0.0284117,0.017618,0.0628018,0.0180855,0.52519,0.171271,0.0816822,0.125602,1.68247,
92,15.2831,48.523,174.92,0.314967,27.222,4.21874,0.282622,0.139428,0.536036,7.00449,1.18119,0.403376,5.27394,0.351303,1.90981,96.5896,18.8774,0.985257,0.356395,1.6713,37.1506,0.399105,0.383255,24.2344,0.434917,1.16779,10.8115,0.268268,0.0284117,0.0282254,0.064724,0.00589362,0.101405,0.177107,0.0816822,0.0535175,1.68247,
93,15.2831,27.266,66.4815,0.560519,13.0474,2.56595,0.202523,0.148252,0.496706,1.7791,1.14261,0.469624,5.29886,0.36008,1.75492,17.596,13.0331,0.583871,0.313575,1.23085,9.57584,0.0527541,0.995511,31.6717,0.33619,0.248098,10.8003,0.189206,0.0270967,0.026222,0.064724,0.0156127,0.905028,0.18188,0.0816822,0.0583057,1.68247,
94,15.2125,32.8793,102.481,0.462677,19.4756,1.1044,0.211941,0.198258,0.555524,1.47482,1.16235,0.334359,6.33627,0.342487,1.68337,50.641,5.00175,0.609292,0.58127,1.67307,6.92598,0.134828,0.214793,38.5205,0.237802,0.177502,10.8003,0.151943,0.0270967,0.026796,0.059059,0.0156127,0.973585,0.209253,0.0816822,0.125602,0.477099,
95,15.2125,42.89,135.143,0.354686,31.9066,1.22451,0.214298,0.141497,0.719732,1.63391,1.19417,0.409023,3.385,0.367981,1.69334,104.157,5.52732,0.611348,0.43671,2.61168,7.69295,0.241861,0.554497,16.7017,0.349542,0.0940721,10.8003,0.209403,0.0270967,0.0163445,0.0578072,0.0156127,1.12477,0.225313,0.0816822,0.0856687,1.21386,
96,15.1313,27.5291,84.3001,0.549648,15.4064,1.17447,0.18453,0.123423,0.339448,0.742898,1.13464,0.292426,6.08524,0.333441,1.71221,34.6759,5.57544,0.633264,0.330535,1.00835,4.87876,0.106211,0.138118,40.163,0.136284,0.0121173,10.8003,0.2796,0.0270967,0.0234145,0.0614833,0.0156127,0.519491,0.065385,0.0816822,0.0422303,1.6802,
97,15.0594,30.3003,104.136,0.497005,17.1678,1.37725,0.182636,0.126465,0.202249,1.23736,1.15412,0.319969,6.44066,0.317394,1.77442,44.0541,7.01165,0.578505,0.382421,0.183988,8.32313,0.0555623,0.225956,42.888,0.0880393,0.420681,10.8003,0.29856,0.0270967,0.0224682,0.0631598,0.0203246,1.13405,0.212746,0.0817354,0.148913,1.69224,
98,15.0594,79.281,205.62,0.18995,45.6843,5.94866,0.374273,0.354649,0.685465,5.42935,1.1886,0.442304,16.7628,0.45779,1.95289,125.322,19.4971,0.953727,1.01441,1.98392,17.8046,0.489732,0.533106,59.9269,0.519212,0.833123,10.8134,0.29856,0.0260307,0.0224682,0.0603181,0.0203246,0.387418,0.224218,0.0817354,0.111867,1.69224,
99,15.0594,50.232,147.698,0.299797,32.6247,2.74727,0.295511,0.186819,0.602183,5.52733,1.15689,0.316286,4.65122,0.420874,1.70293,100.602,9.64254,0.823164,0.552207,2.16562,24.2829,0.188369,0.259471,18.8128,0.412124,0.354241,10.8134,0.32112,0.0265048,0.0206794,0.0636974,0.0182792,0.416043,0.207222,0.0817354,0.175312,0.419284,
100,15.0594,123.716,285.174,0.121725,56.6615,10.403,0.660715,0.392868,1.57152,15.5863,1.17261,0.556408,34.218,0.540951,1.95251,130.023,27.1069,1.51938,0.829119,4.38124,43.1605,0.368926,1.02992,85.6427,0.564132,0.870678,10.8134,0.32112,0.0265048,0.0234145,0.0665829,0.0177959,0.19173,0.13973,0.0817354,0.175312,1.06347,
101,15.0594,45.6241,148.964,0.330075,27.0209,2.26892,0.27613,0.146231,0.538994,3.37144,1.152,0.372181,8.25748,0.422285,1.79755,85.784,12.8149,0.940909,0.477136,2.245,16.7315,0.0455622,0.564687,44.2269,0.446079,0.434691,10.8134,0.312354,0.0265048,0.0234664,0.062277,0.0177959,1.13727,0.224218,0.0817354,0.175312,1.69004,
102,15.0594,69.6014,216.077,0.216366,44.4067,6.47305,0.310181,0.253703,0.341258,6.26578,1.26172,0.399165,7.35577,0.443527,2.09057,134.07,24.8927,0.894592,0.845249,1.11808,30.8489,0.479104,0.66819,42.4184,0.461143,1.96006,10.8134,0.3408,0.0265048,0.028544,0.0621351,0.0177959,1.131,0.0354185,0.0805573,0.24451,1.69004,
103,15.0594,47.9424,161.209,0.314115,28.707,4.36082,0.317336,0.195518,0.345623,3.23879,1.17914,0.300346,6.99999,0.430195,1.8676,89.3231,20.0066,1.07856,0.639788,1.05867,16.6721,0.18904,0.194353,34.6107,0.417551,0.796752,10.8134,0.350111,0.0265048,0.0194196,0.0657579,0.0177959,1.13177,0.224218,0.0886075,0.191104,1.69004,
104,15.0594,52.0678,150.59,0.289227,27.6185,3.80641,0.27573,0.213786,0.554256,4.60901,1.12342,0.303122,11.3734,0.491581,1.69858,78.8759,15.2931,0.92368,0.601919,2.15428,20.3101,0.210041,0.241995,49.1763,0.530013,0.352351,10.8134,0.337707,0.0265048,0.0194196,0.0635127,0.0191942,0.0535972,0.121491,0.0886075,0.254621,0.41395,
105,15.0594,46.3031,152.436,0.325235,22.1469,2.89143,0.213599,0.176478,0.475712,6.15967,1.16215,0.339048,10.5956,0.416074,1.72641,59.5719,12.3952,0.679548,0.56739,1.79865,30.0545,0.160366,0.396155,53.0291,0.322655,0.180671,10.8134,0.332485,0.0260812,0.0194196,0.0657579,0.0202955,0.903678,0.233892,0.0886075,0.277248,1.10879,
106,15.0594,67.6469,178.787,0.222618,44.7138,2.6712,0.441721,0.246465,0.983274,3.96691,1.17032,0.403042,10.8595,0.483367,1.7073,115.922,7.87994,1.32817,0.692547,3.58141,15.3363,0.0995165,0.510617,43.9938,0.468724,0.190794,10.7887,0.350111,0.0265048,0.0194196,0.0618947,0.0211942,1.13813,0.213499,0.0886075,0.277248,0.694471,
107,14.9849,60.2974,183.719,0.248517,45.1274,1.74985,0.265109,0.113744,0.734627,4.15457,1.21375,0.38751,4.38819,0.428824,1.73375,137.735,6.31994,0.97822,0.248543,2.64721,19.4452,0.428182,0.554167,21.6653,0.310294,0.293549,10.7887,0.336808,0.0263172,0.0194196,0.0636772,0.0186581,0.588792,0.232425,0.0832514,0.317323,1.05082,
108,14.9849,78.8975,238.814,0.189929,43.6243,5.19066,0.373422,0.200827,0.798743,8.47134,1.262,0.472285,16.1578,0.49498,1.85121,146.061,18.3114,1.08136,0.534332,2.72719,31.815,0.66128,0.888628,56.1717,0.469708,0.8254,10.7887,0.338459,0.0255387,0.0194196,0.0625569,0.0186581,0.964905,0.235776,0.0494779,0.321624,1.0286,
109,14.9849,38.3077,114.414,0.391173,17.6335,4.85302,0.157648,0.144142,0.184119,3.34883,1.12854,0.295557,8.2098,0.437687,1.91485,43.2362,23.4427,0.531903,0.450952,0.723432,16.8036,0.182348,0.211705,40.2615,0.373335,1.27185,10.7887,0.339504,0.0251014,0.0197428,0.0630024,0.0171206,0.261396,0.251409,0.0494779,0.277617,1.69526,
110,14.9651,44.2921,123.008,0.337873,21.1149,3.03037,0.314667,0.17658,0.405649,4.30504,1.11691,0.401562,11.1273,0.454567,1.84459,40.6531,15.0524,1.07339,0.612679,1.41257,17.697,0.104242,0.570665,52.2301,0.340446,0.603651,10.8055,0.329694,0.025408,0.0176923,0.0625568,0.0186581,0.654432,0.252795,0.0350781,0.309735,1.69526,
111,14.9651,76.7711,206.798,0.194931,41.6558,7.79918,0.468838,0.220406,0.841915,6.72828,1.21732,0.470786,14.7489,0.571125,2.04857,116.844,23.8055,1.32195,0.546072,2.86975,22.9287,0.416771,0.875375,61.8205,0.651119,1.33984,10.8055,0.348101,0.0254651,0.0176923,0.0625568,0.0186581,0.240257,0.106679,0.0350781,0.303253,1.63553,
112,14.9651,51.6228,119.012,0.289893,23.8359,6.19848,0.4741,0.291937,0.409388,9.97096,1.1188,0.569125,6.47843,0.549648,1.72602,46.4189,20.7828,1.25641,0.654185,0.884471,30.0289,0.214709,1.07268,28.3893,0.517477,0.533988,10.8055,0.348101,0.0254651,0.0188366,0.0630024,0.0186581,0.226593,0.082307,0.0350781,0.309735,0.330102,
113,14.9651,58.8828,175.352,0.254151,38.188,4.59212,0.196337,0.205511,0.642307,6.10569,1.21245,0.370429,5.08676,0.45888,1.82427,113.482,18.5711,0.760129,0.757693,2.20868,25.2579,0.402261,0.474367,19.8225,0.440819,0.598779,10.8055,0.344873,0.0255387,0.0188366,0.0630024,0.0186581,1.03327,0.249485,0.0350781,0.29542,1.22649,
114,14.9602,52.2098,118.833,0.286541,26.9249,4.42955,0.388463,0.242502,0.439135,8.22929,1.10535,0.349705,7.84184,0.519678,1.73937,57.208,12.7718,1.10568,0.604728,1.50101,25.2186,0.236208,0.267442,29.0697,0.495883,0.621649,10.8055,0.348101,0.0255387,0.0188366,0.0630024,0.0180138,0.0162204,0.252795,0.0245927,0.309735,0.76471,
115,14.9396,39.855,122.055,0.374848,26.5686,2.00992,0.219251,0.0872407,0.320889,2.94371,1.1621,0.322647,4.05581,0.452101,1.71281,80.2397,8.74132,0.885638,0.255702,1.49719,15.0071,0.126618,0.362662,26.5989,0.397725,0.0513705,10.8057,0.327401,0.0255387,0.0263955,0.0630024,0.0186581,1.13861,0.133951,0.0245927,0.309735,1.4529,
116,14.9326,43.8887,142.864,0.340237,21.2432,3.53376,0.235524,0.144819,0.50737,4.65567,1.14017,0.425699,9.71604,0.436071,1.85038,56.5744,16.6486,0.883812,0.504167,2.2449,23.1723,0.120866,0.888847,47.7546,0.288169,0.674526,10.8011,0.335125,0.0255387,0.0224576,0.0630121,0.0186581,0.478695,0.254412,0.0245927,0.357648,1.68952,
117,14.9326,66.593,207.079,0.224236,39.0132,4.22602,0.204726,0.168762,0.254759,5.68327,1.19567,0.325002,13.1954,0.481328,1.84479,116.199,15.737,0.618665,0.554625,1.00609,24.3968,0.420243,0.292838,58.9502,0.40685,0.551778,10.8011,0.352901,0.0255387,0.0224576,0.0630121,0.0186581,0.0566945,0.0902697,0.0245927,0.360012,1.68921,
118,14.8878,20.1145,35.7123,0.740152,13.6136,0.903187,0.156548,0.0806168,0.100764,1.43496,1.13529,0.297824,0.243138,0.395679,1.75294,21.3725,3.72773,0.783424,0.298604,0.198806,10.7925,0.0789733,0.172584,4.66137,0.139447,0.289139,10.8011,0.351773,0.0255387,0.0224576,0.0630121,0.0186581,0.775325,0.255352,0.00208781,0.334815,1.69342,
119,14.8878,43.7831,141.325,0.340036,24.0051,1.67247,0.180731,0.134834,0.363315,3.80684,1.12084,0.323698,10.0153,0.407286,1.75265,64.8878,6.49836,0.674215,0.525588,1.84705,21.7116,0.141791,0.243528,49.0467,0.135777,0.223356,10.8011,0.320801,0.0255387,0.0224576,0.0619414,0.0186581,0.136398,0.237311,0.00208781,0.329482,1.69159,
120,14.8878,67.577,233.544,0.220309,34.7922,4.54484,0.271182,0.224763,0.307749,8.28633,1.18422,0.274254,15.3431,0.504011,1.84424,116.621,17.5588,0.947827,0.781214,1.09749,35.6927,0.306835,0.0659696,67.4928,0.501025,0.744722,10.8011,0.356039,0.0258331,0.0224576,0.0630121,0.0186581,0.789457,0.0351024,0.00208781,0.353967,0.879627,
121,14.8878,26.5807,81.1252,0.560099,15.5294,1.46411,0.136291,0.0934994,0.200347,0.423446,1.1272,0.290399,5.11411,0.434022,1.76786,32.8109,8.39986,0.607524,0.390794,0.846943,5.79094,0.115511,0.127836,36.9508,0.365445,0.410437,10.8011,0.349645,0.0265574,0.0210215,0.0622669,0.0197784,0.422921,0.251285,0.00208781,0.353967,1.685,
122,14.8878,49.2545,144.056,0.302263,23.2889,4.12908,0.339532,0.1252,0.65492,6.71407,1.17826,0.308505,10.2885,0.417954,1.80952,74.4774,15.512,1.17808,0.36906,2.34733,26.4486,0.181472,0.23107,49.0276,0.168193,0.764813,10.8011,0.355536,0.0265574,0.0199868,0.0630121,0.020331,1.13935,0.251285,0.00208781,0.341186,0.995604,
123,14.8878,116.732,332.447,0.127539,73.1136,5.48988,0.422113,0.33239,1.39455,20.5411,1.39181,0.477869,11.1492,0.5845,1.8348,205.546,16.6267,1.08336,0.93261,4.8129,79.8134,0.928824,0.954105,39.0564,0.595949,0.627627,10.8011,0.355536,0.0257609,0.0199868,0.0638913,0.020331,1.13767,0.0493608,0.00208781,0.353967,0.526293,
124,14.8782,43.4679,143.581,0.342279,24.2755,4.10305,0.22113,0.0885365,0.300974,2.20019,1.14915,0.285974,8.63648,0.431824,1.77508,77.2611,18.76,0.940992,0.349486,1.11283,21.6069,0.252089,0.223886,43.076,0.340463,0.538595,10.8011,0.355536,0.0257609,0.0199868,0.0634696,0.0219544,0.998755,0.0356759,0.00208781,0.353967,1.15173,
125,14.8782,39.8976,102.389,0.372909,15.8635,4.19564,0.302306,0.141282,0.525833,2.3177,1.12406,0.42737,12.6625,0.476638,1.86073,21.5741,18.4122,1.05331,0.440209,1.90184,9.59776,0.188485,0.76292,55.909,0.412215,0.65379,10.8052,0.358078,0.0258883,0.0199868,0.0638913,0.0219544,0.322172,0.251285,0.00208781,0.353967,1.68714,
126,14.8782,59.4029,160.63,0.250462,38.8039,3.31616,0.342946,0.168152,0.448597,2.82974,1.17163,0.46912,9.61117,0.525457,1.716,106.932,15.0851,1.11042,0.559408,1.65343,10.7255,0.235063,0.960961,41.8161,0.522231,0.207919,10.8084,0.36092,0.0259645,0.0199868,0.0638913,0.0219544,0.54648,0.254023,0.00208781,0.353967,1.10615,
127,14.8782,54.3219,144.166,0.273889,31.9557,2.48729,0.31357,0.156961,0.594198,6.40938,1.11465,0.48454,8.51477,0.509978,1.78089,83.9215,8.67164,0.922024,0.47207,1.86679,21.5016,0.193625,0.779025,36.7907,0.50026,0.276967,10.8081,0.358376,0.0261072,0.0198996,0.0638913,0.0216515,0.212848,0.254023,0.00208781,0.350893,1.68714,
128,14.8782,28.7656,96.9991,0.517221,18.7029,2.25776,0.135959,0.0406078,0.266493,2.03925,1.13002,0.349698,1.66297,0.418651,1.76129,56.8801,13.251,0.68507,0.130377,1.31862,14.4525,0.0898689,0.538945,13.2062,0.249719,0.353724,10.8081,0.359048,0.0256689,0.0195973,0.0634108,0.0216515,0.509865,0.254023,0.00208781,0.353967,1.68714,
129,14.8772,81.3616,231.952,0.182853,46.4131,6.5278,0.310861,0.244552,0.860263,7.72748,1.19208,0.454809,15.3245,0.535349,1.77078,117.768,23.9604,0.970019,0.961246,3.08342,30.2797,0.228097,0.764596,64.6899,0.517694,0.513039,10.8084,0.358985,0.0256689,0.0195973,0.0634108,0.0210408,1.13917,0.0479718,0.00208781,0.367367,0.221777,
130,14.873,46.4389,154.494,0.320269,35.5391,1.71943,0.163178,0.162691,0.282617,2.99866,1.21461,0.277682,1.84394,0.44209,1.79496,121.986,7.99019,0.666641,0.682298,1.32799,15.4115,0.401737,0.181649,13.9965,0.263984,0.445343,10.8084,0.35661,0.0256689,0.0195371,0.0634108,0.0216515,1.13934,0.0797251,0.00208781,0.367367,1.68714,
131,14.8662,66.2584,205.54,0.224367,47.4987,2.46232,0.210119,0.209872,0.42525,4.65499,1.24618,0.32282,7.05318,0.499459,1.67548,147.285,9.27424,0.718436,0.790625,1.52954,21.0334,0.498412,0.360746,28.6072,0.445709,0.189873,10.8084,0.355364,0.0256689,0.0197934,0.0634108,0.0216515,1.13934,0.110617,0.00208781,0.351301,0.753003,
132,14.8662,54.6849,164.297,0.271852,28.7745,6.18749,0.295355,0.179687,0.568016,2.11145,1.18154,0.411797,12.549,0.487056,1.93903,83.4024,23.3175,1.09314,0.612714,2.45536,9.10366,0.201116,0.5634,53.379,0.413945,1.05138,10.8084,0.356281,0.0256689,0.0196741,0.0634108,0.0219064,1.13929,0.253967,0.00208781,0.351301,1.68494,
133,14.8628,51.3905,163.55,0.289213,22.0469,6.09885,0.174629,0.128572,0.35304,6.47763,1.11671,0.442361,12.2022,0.4051,1.94448,56.468,25.7727,0.656919,0.437109,1.31192,28.5256,0.153607,0.738517,53.2958,0.158121,1.16004,10.8023,0.356914,0.0256689,0.0210215,0.0634108,0.0219064,0.209735,0.253967,0.00208781,0.214906,1.68494,
134,14.8618,26.7215,82.8097,0.556173,17.3357,0.68498,0.125397,0.0837608,0.332553,0.0911077,1.14545,0.299876,4.48771,0.396463,1.73842,45.5604,2.24046,0.605354,0.402541,1.79266,5.56872,0.0314952,0.233609,32.3555,0.0701807,0.260926,10.8023,0.358295,0.0256689,0.0212181,0.0634108,0.0219064,1.13975,0.23524,0.00208781,0.358,1.6801,
