Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
90,1279.92,1974.49,2222.68,0.648228,57.6661,0,332.215,1334.43,90.1386,2.10973,90.6901,56.3219,10.9141,205.939,0,1143.17,467.979,275.472,1.7147,211.129,205.349,13.8474,1.69028,0,3.22691,1206.33,1.58491,0.829664,17.1364,0.507221,3.47945,
91,1279.92,2338.72,2810.58,0.547273,87.5622,0,481.991,1458.43,84.1241,2.41591,123.817,85.6296,14.7466,274.043,0,1424.42,800.231,248.562,2.37993,450.283,271.341,24.2078,1.96102,0,3.22691,1206.33,1.58491,0.829664,19.085,1.49681,3.85355,
92,1279.92,2439.99,3365.69,0.52456,117.704,0,410.315,1459.9,108.927,2.47486,210.171,115.931,14.5607,326.246,0,1289.23,784.509,367.314,2.60098,880.561,324.089,21.8321,1.96102,0,3.22691,1206.25,1.58491,0.583726,19.085,1.49681,4.36203,
93,1279.92,2063.34,2506.77,0.620314,68.283,0,304.549,1430.84,74.9534,2.33402,101.567,66.5783,14.2333,219.719,0,1107.84,811.625,287.709,2.15643,392.306,217.642,23.3452,0.696156,0,3.22691,1206.33,1.43921,0.829664,19.085,0.72284,5.64351,
94,1279.92,2323.29,2871.36,0.550908,112.2,0,521.048,1379.51,76.7121,1.97666,107.198,110.774,13.8725,311.639,0,1521.78,543.355,207.962,1.3856,320.222,311.374,18.7344,0.696156,0,3.41693,1206.33,1.58491,0.478591,15.5876,0.72284,5.64351,
95,1279.92,2712.18,4307.4,0.471916,71.3911,0,489.719,1478.08,102.209,2.35558,483.517,69.4784,15.4266,225.835,0,1467.6,840.207,302.072,2.38767,2405.34,218.979,24.4459,0.696156,0,3.41693,1206.33,1.58491,0.2853,19.085,0.72284,5.64351,
96,1279.92,2193.69,3361.25,0.583454,61.5629,0,313.978,1438.33,51.2931,2.19092,251.83,59.7993,14.704,209.232,0,1075.07,826.086,224.263,2.06622,1489.9,207.389,24.5485,0.696156,0,3.41693,1206.33,1.58491,0.126111,19.085,0.72284,5.64465,
97,1276.01,1931.54,2035.23,0.660614,51.0287,0,278.748,1378.43,77.6499,1.92259,83.2784,48.2883,12.1996,159.566,0,966.623,659.6,259.847,1.54676,261.44,154.653,19.0137,0.696156,0,3.19154,1206.33,1.58491,0.264353,19.085,0.72284,5.64465,
98,1276.01,1805,1807.83,0.706928,55.4311,0,167.69,1398,63.6617,2.10284,54.9194,50.4924,12.7058,169.609,0,717.661,698.499,237.953,1.90215,108.209,162.929,19.6893,0.696156,0,3.19154,1206.44,1.58491,0.732716,19.085,0.72284,5.64465,
99,1276.01,2059.21,2190.34,0.619657,60.6581,0,327.599,1449.77,61.2293,1.98955,85.1724,58.1915,14.5978,170.799,0,1013.26,760.233,189.394,1.36528,191.669,167.157,22.5996,2.01548,0,3.19154,1205.46,1.58491,0.378526,19.085,0.950636,5.64465,
100,1276.01,2269.66,3180.34,0.562202,102.766,0,363.119,1465.88,94.0354,2.15557,128.784,98.4316,14.4828,350.624,0,1316.36,843.977,376.194,2.0278,552.446,343.337,22.8117,2.01548,0,3.19154,1206.19,1.58491,0.604416,19.085,0.950636,5.64465,
101,1276.01,1995.6,2190.98,0.63941,68.5276,0,292.86,1404.22,83.1572,1.95688,65.5563,65.9059,13.41,220.509,0,958.679,680.577,262.971,1.52119,137.063,217.398,20.2268,2.01548,0,3.19154,1206.44,1.58491,0.66349,19.085,0.950636,5.64465,
102,1276.01,2321.39,2812.32,0.549673,85.132,0,444.579,1504.11,86.7357,2.04785,100.853,82.0839,15.8466,248.29,0,1270.44,921.161,296.682,1.85422,242.395,242.764,25.6732,2.01548,0,3.19154,1205.93,1.58491,0.339862,19.085,0.950636,2.34932,
103,1276.01,2474.78,3542.57,0.515603,114.796,0,420.281,1429.13,118.296,2.14811,263.966,112.272,13.8913,314.972,0,1260,711.872,335.297,1.85832,1622.78,310.618,19.1455,2.01548,0,3.19154,1205.93,1.58491,0.81439,19.085,0.950636,5.64465,
104,1276.01,1814.15,2239.49,0.703363,54.702,0,197.066,1324.59,43.1758,1.89602,128.613,52.8808,11.227,222.097,0,870.839,537.309,158.706,1.20711,823.43,221.795,16.2609,1.30981,0,3.19154,1205.72,1.57188,0.332253,19.085,0.899381,5.64465,
105,1276.01,2253.29,3319.3,0.566285,86.598,0,333.027,1421.95,88.0617,2.13438,223.078,84.313,14.1267,273.135,0,1066.7,729.345,286.935,1.68257,1202.8,270.812,22.1442,1.30981,0,3.19154,1205.72,1.57188,0.81439,23.7415,0.899381,5.79598,
106,1276.01,2221.44,2904.06,0.574405,84.943,0,379.968,1408.14,77.8832,2.11037,171.813,82.7716,13.8147,279.521,0,1275.21,741.13,244.26,1.78638,1028.17,278.009,22.0035,1.30981,0,3.19154,1205.72,1.57188,0.81439,23.7415,0.899381,5.79598,
107,1276.01,2379.26,2920.23,0.536303,81.3022,0,538.291,1456.73,91.7378,2.30345,115.182,78.679,15.0385,221.358,0,1399.86,732.877,267.806,2.26774,577.578,220.686,22.3214,1.30981,0,3.19154,1205.72,1.57188,0.704792,23.7415,0.899381,5.79598,
108,1276.01,2129.19,2366.47,0.599291,88.6942,0,328.342,1433.73,81.1464,2.06669,95.0036,85.8356,14.3734,279.666,0,1032.67,710.158,278.139,1.95131,238.841,275.262,21.0087,1.30981,0,3.19154,1205.72,1.57188,0.327138,22.5978,0.899381,5.79598,
109,1276.01,2483.82,3175.65,0.513726,114.534,0,403.609,1528.63,96.644,1.93145,209.249,111.776,17.4545,288.132,0,1036.85,920.673,262.809,1.41856,1074.18,285.037,27.6446,1.30981,0,1.61595,1191.86,1.39267,0.270672,23.7415,0.899381,5.79598,
110,1276.01,2179.2,2719.73,0.585537,96.7521,0,317.979,1430.34,68.8706,1.92498,154.503,94.1799,14.6555,293.812,0,1037.58,705.37,231.423,1.27076,921.198,289.938,22.1969,1.30981,0,1.61595,1205.72,1.57188,0.194402,23.3258,0.899381,5.79598,
111,1276.01,2281.9,2750.91,0.559184,76.3802,0,443.339,1493.37,74.1171,2.29885,102.474,73.6895,16.2326,233.227,0,1371.86,852.577,227.05,2.09714,231.943,230.271,25.4275,1.30981,0,1.61595,1204.97,1.20406,0.81439,22.0692,0.899381,6.00228,
112,1276.01,6593.61,44984.9,0.193521,83.1356,0,355.614,1387.98,97.9428,2.13813,4573.24,80.7097,12.8495,240.401,0,1085.65,705.632,301.543,1.74834,43650.9,238.451,19.8765,1.30981,0,1.61595,1204.97,1.20406,0.81439,23.7415,0.899381,6.00228,
113,1273.5,2138.03,2767.83,0.595642,89.357,0,341.441,1416.04,97.3667,2.17708,93.0176,85.1228,13.5095,278.441,0,1132.38,731.866,312.548,2.31556,228.242,273.123,20.0229,1.30981,0,1.61595,1204.97,1.20406,0.338667,21.6007,0.899381,6.00228,
114,1272.1,2525.19,3980.67,0.503766,106.201,0,462.786,1424.88,98.8021,2.26502,314.036,102.581,13.6349,303.111,0,1373.91,709.954,287.164,2.13024,1652.47,295.78,19.6334,1.30981,0,1.61595,1204.97,1.20406,0.81439,22.0655,0.899381,6.00228,
115,1271.7,2183.16,3189.86,0.582502,42.4936,0,338.73,1404.6,48.0797,2.12239,292.933,40.2256,13.9718,183.218,0,1103.53,779.643,178.383,1.81524,1493.59,182.165,23.464,0.669971,0,1.61595,1204.97,1.20406,0.602293,23.7415,0.360858,6.00228,
116,1271.7,2138.64,3027.29,0.594629,89.4634,0,295.251,1382.67,85.3468,2.24133,184.93,86.4838,12.2485,316.71,0,1013.94,716.544,322.631,2.38228,1044.64,311.098,15.8696,0.669971,0,1.61595,1204.97,1.20406,0.79779,23.4037,0.360858,6.00228,
117,1271.7,2196.11,2678.39,0.579068,114.786,0,330.347,1370.82,71.331,2.20914,181.478,111.731,13.4036,330.85,0,1017.27,575.254,199.498,1.90514,765.123,329.697,18.4106,0.669971,0,1.61595,1204.97,1.57188,0.81439,23.4037,0.360858,6.00228,
118,1271.7,2527.51,2969.78,0.503143,111.412,0,448.945,1568.1,125.607,2.59211,145.983,107.394,17.4746,298.41,0,1253.54,924.144,340.522,2.57665,400.156,291.057,25.9781,0.669971,0,1.61595,1204.97,1.57188,0.456226,23.4037,0.360858,6.00228,
119,1271.7,2415.12,4264.97,0.526556,80.6395,0,373.348,1427.89,64.0529,2.09906,373.95,78.7198,14.4269,247.004,0,1222.98,781.496,213.555,1.80558,2379.39,246.38,22.8755,0.669971,0,1.61595,1204.97,1.57188,0.329271,21.6152,0.360858,6.00228,
120,1271.7,2262.14,2699.25,0.562164,83.3669,0,377.356,1406.54,98.69,2.26209,201.188,79.7871,12.9531,246.262,0,1012.96,705,279.845,1.9996,907.502,239.185,17.9613,0.669971,0,1.61595,1205.25,1.57188,0.490824,23.0878,0.360858,6.00228,
121,1271.7,2219.38,2852.65,0.572995,111.146,0,405.128,1385.15,79.9243,2.21595,114.192,108.206,13.4215,321.957,0,1346.1,555.645,250.055,2.00478,349.662,319.426,18.083,0.669971,0,1.61595,1205.25,0.955172,0.433627,23.4037,0.360858,6.00228,
122,1271.7,2046,2627.32,0.621551,55.8219,0,365.982,1401.03,85.0357,2.05212,70.1823,52.7523,13.149,239.918,0,1276.57,774.032,315.537,1.83313,163.682,234.961,21.236,0.638488,0,1.61595,1204.58,1.57188,0.74395,21.3629,0.360858,6.00228,
123,1271.7,2309.07,3989.19,0.550739,76.5064,0,389.152,1360.08,87.8602,1.99769,308.908,72.873,11.6954,263.363,0,1320.27,636.59,320.053,1.47783,1741.56,259.611,16.4263,0.669971,0,1.61595,1205.25,1.57188,0.322907,23.4037,0.360858,6.22099,
124,1271.7,2208.77,4409.46,0.575747,61.3561,0,278.567,1327.43,40.2716,1.87069,428.025,59.4786,11.7741,211.928,0,964.074,545.589,135.32,0.92073,3449.59,212.099,17.0535,0.669971,0,1.61595,1205.25,1.57188,0.0172149,20.9287,0.360858,6.22099,
125,1271.7,2006.94,2346.76,0.633648,69.7014,0,315.745,1415.85,68.07,1.87447,54.5287,67.4136,13.7565,226.738,0,1104.63,732.917,225.193,1.08103,375.76,226.031,21.5637,0.669971,0,1.61595,1205.25,1.57188,0.481077,22.0563,0.360858,6.22099,
126,1271.03,2324.97,3325.19,0.546687,106.69,0,449.046,1371.46,71.9012,2.29822,206.613,103.759,13.2042,311.058,0,1361.36,647.037,233.719,2.31746,1072.74,312.768,19.2143,0.669971,0,1.61595,1205.25,0.708061,0.823852,23.1791,0.360858,6.22099,
127,1271.03,2306.71,2623.05,0.551016,83.6587,0,492.179,1458.77,68.0882,2.34656,104.027,82.1014,15.541,233.587,0,1401.25,785.443,237.037,2.16095,329.607,233.912,23.8526,0.669971,0,1.61595,1205.25,0.708061,0.823852,23.1791,0.360858,6.22099,
128,1271.03,2522.66,4777.98,0.503846,66.2187,0,379.437,1459.63,78.333,2.20662,458.331,63.7825,14.7227,254.827,0,1258.28,829.535,279.102,2.07511,3645.97,251.128,23.405,0.669971,0,1.61595,1204.8,0.708061,0.385023,13.9033,0.360858,6.22099,
129,1271.03,2767.96,6561.28,0.459195,68.7001,0,393.856,1424.8,60.3206,2.10327,738.871,65.0175,14.2932,204.481,0,1213.29,738.736,211.165,1.95761,5335.62,199.397,22.0197,0.669971,0,1.61595,1205.25,0.708061,0.0256358,20.754,0.360858,6.22099,
130,1271.03,2684.52,3857.31,0.473467,100.348,0,501.166,1510.72,86.2584,2.25083,369.12,97.5107,17.1485,288.858,0,1277.55,858.642,254.732,2.06203,1640.39,287.742,26.2192,0.669971,0,1.61595,1204.72,0.708061,0.823852,21.6781,0.360858,6.22099,
131,1271.03,2442.2,4953.93,0.520446,93.8742,0,347.664,1374.62,76.4562,2.2377,442.62,91.9349,12.7926,280.309,0,1172.61,600.846,257.864,1.85718,3561.23,279.342,18.2961,0.669971,0,1.61595,1205.06,0.708061,0.15857,23.1791,0.360858,6.0819,
132,1271.03,2230.52,2934.72,0.569837,71.2177,0,389.922,1481.17,88.177,2.25317,115.799,66.2073,15.7759,254.154,0,1270.75,910.655,325.17,2.32405,432.025,245.47,26.5401,0.669971,0,1.61595,1193.63,2.09913,0.0595205,23.1791,0.360858,6.22099,
133,1268.91,3155.54,12932.6,0.40212,69.2704,0,320.584,1331.99,39.9444,2.17421,1313.98,66.1513,11.4503,251.594,0,1174.14,465.878,204.086,2.15329,11985.9,242.872,14.4935,0.669971,0,1.61595,1205.06,2.09913,0.0868399,23.1791,0.360858,6.34856,
134,1268.91,2523.12,4156.88,0.502912,58.825,0,493.213,1448.75,70.7344,2.10466,377.667,57.075,14.7496,204.521,0,1476.76,853.427,224.034,1.88612,2446.58,204.049,24.7701,0.669971,0,1.61595,1205.06,2.09913,0.823852,22.9684,0.360858,6.34856,
135,1268.91,2030.58,2515.64,0.624898,75.9122,0,281.932,1427.36,93.3641,2.26383,62.8385,73.5436,13.3727,245.789,0,1077.98,805.713,304.247,1.93448,331.744,243.438,22.4712,0.669971,0,1.61595,1205.06,2.09913,0.823852,21.8758,0.360858,6.34856,
136,1268.91,3137.53,6943.22,0.404429,103.224,0,454.306,1430.07,77.1132,2.01507,954.913,100.902,14.9865,285.076,0,1249.84,722.787,238.732,1.39568,5155.31,284.102,22.3887,0.669971,0,1.61595,1205.06,2.09913,0.462417,23.1791,0.360858,6.34856,
137,1268.91,2576.49,3804.75,0.492495,109.772,0,523.944,1380.2,231.183,2.52523,207.535,108.158,13.1693,315.834,0,1527.79,616.588,1259.46,3.39961,1163.1,316.965,18.2807,0.669971,0,1.65301,867.351,2.09913,0.418106,23.1791,0.360858,2.27409,
138,1268.91,1977.06,2145.32,0.641815,58.5399,0,362.465,1357.69,62.8192,2.03648,64.656,56.6344,12.2135,214.967,0,1137.11,542.58,262.309,1.62322,192.735,214.656,15.9741,0.669971,0,1.65301,1205.06,1.22616,0.686942,22.2312,0.360858,6.34856,
139,1268.91,1963.46,2568.48,0.64626,55.4453,0,345.38,1376.15,74.4606,2.13577,47.5145,51.1321,11.2409,206.839,0,1289.48,785.243,341.32,1.84091,79.6589,194.146,16.3607,0.669971,0,1.65301,1205.06,1.79713,0.510599,22.3035,0.313358,6.91094,
140,1265.01,2344.29,2900.05,0.539612,115.535,0,501.386,1411.15,105.863,2.27369,81.7956,112.827,13.469,341.647,0,1459.74,714.815,340.517,2.30275,175.582,338.411,19.5977,0.669971,0,1.65301,1205.06,1.14592,0.378669,23.1791,0.360858,6.60062,
141,1265.01,2207.09,2706.41,0.573158,89.6917,0,405.567,1394.64,58.0898,2.19519,155.599,87.5001,13.8057,256.387,0,1192.42,546,203.754,1.92457,783.913,255.409,18.3991,0.669971,0,1.65301,1204.42,1.14592,0.386226,20.7085,0.360858,6.83363,
142,1265.01,2255.96,3405.3,0.56074,98.8252,0,358.195,1375.99,79.9124,2.00266,231.667,96.6939,12.6741,345.554,0,1268.81,614.321,312.746,1.56189,1547.69,342.154,17.5218,0.669971,0,1.65301,1205.06,1.14592,0.471078,22.6398,0.360858,6.77387,
143,1265.01,1815.73,1751.75,0.696694,63.9451,0,240.369,1309.43,56.9433,1.92125,69.7308,62.1976,11.1945,222.148,0,890.931,386.391,216.9,1.22205,180.533,221.644,13.4066,0.669971,0,1.65301,1205.06,1.14592,0.75255,21.997,0.360858,6.91094,
144,1265.01,1903.6,2245.43,0.664536,71.2805,0,335.291,1311.07,41.8091,1.9785,60.7819,70.0376,11.3489,259.618,0,1284.46,490.997,160.778,1.26751,131.859,259.832,15.8711,0.669971,0,1.65301,1204.75,1.14592,0.581648,23.1791,0.360858,6.91094,
145,1265.01,2594.62,4232.99,0.487551,84.9919,0,382.701,1590.23,117.417,2.30492,315.624,83.0666,18.2863,234.129,0,1188.97,1072.21,332.335,2.21602,2282.47,231.804,31.1026,0.669971,0,1.65301,1204.75,1.14592,0.65158,23.1791,0.360858,6.91094,
146,1258.95,2787.8,7159.27,0.451592,123.589,0,311.809,1442.58,113.33,2.22992,661.438,119.118,13.7014,349.849,0,1013.15,863.591,379.368,2.12735,5704.46,337.849,21.5667,0.545436,0,1.65301,1204.75,1.14592,0.535246,23.1791,0.360858,6.91094,
147,1258.95,2465.43,3574.05,0.510641,81.5737,0,477.747,1391.55,93.8905,2.05101,327.318,78.4238,12.8724,241.242,0,1399.63,574.136,329.314,1.64085,1536.84,238.612,15.9927,0.545436,0,1.65301,1204.58,1.14592,0.48052,23.1791,0.360858,6.91094,
148,1258.95,2033.72,2758.22,0.619037,69.4644,0,357.167,1367.07,57.1291,1.85695,100.757,67.7361,12.5413,281.767,0,1304.45,635.376,259.437,1.2707,260.844,278.903,18.505,0.545436,0,1.65301,1204.58,1.14592,0.0976219,23.1791,0.360858,6.62901,
149,1258.95,2449.86,3592.08,0.513886,130.025,0,405.724,1441.81,118.814,2.24022,210.039,126.699,14.5057,357.772,0,1236.89,818.764,349.887,2.08185,1181.03,356.271,23.6183,0.545436,0,1.65301,1204.58,1.14592,0.63356,23.1791,0.360858,6.91094,
150,1258.95,2030.57,2475.09,0.619997,57.9055,0,394.875,1384.65,62.7115,2.18163,59.5266,56.2238,12.5042,244.906,0,1367.34,656.257,242.121,1.84626,170.808,242.825,18.4421,0.545436,0,1.65301,1204.58,1.14592,1.23337,23.0798,0.360858,6.91094,
151,1258.95,2515,3920.6,0.500576,90.049,0,349.357,1507.02,73.9874,2.17423,389.235,86.9149,16.265,297.824,0,1015.54,876.942,259.55,1.6962,2052.24,290.949,26.5565,0.545436,0,1.65301,1204.58,0.841504,0.51256,23.1791,0.360858,6.91094,
152,1258.95,2296.48,3639.59,0.548207,58.2104,0,345.898,1409.72,80.5172,1.99724,330.414,56.2623,13.4633,216.325,0,1189.09,739.663,283.12,1.59274,1934.78,214.878,21.7586,0.545436,0,1.65301,1204.4,0.841504,0.403405,23.1791,0.360858,3.4153,
153,1258.95,2109.04,2812.38,0.596931,79.0149,0,366.338,1350.63,74.5101,1.87292,147.145,77.4643,12.0649,257.962,0,1153.53,575.776,230.1,1.02191,841.216,256.366,17.0702,0.419871,0,1.65301,1204.58,0.841504,0.301274,23.1791,0.360858,6.91094,
154,1258.95,1926.77,2078.24,0.653399,43.7174,0,289.463,1397.28,46.3803,2.07865,92.3378,42.0746,13.4417,146.684,0,1026.89,648.775,173.629,1.57584,215.541,146.115,20.2208,0.545436,0,1.65301,1204.58,0.841504,0.473578,23.1791,0.360858,6.91094,
155,1258.95,2864.5,6745.54,0.4395,70.3534,0,447.839,1505.4,113.505,2.17251,639.979,69.4649,15.7846,260.883,0,1338.12,939.046,385.339,2.05426,5516.75,257.902,26.4237,0.545436,0,1.65301,1204.58,0.841504,0.223168,23.1791,0.360858,6.91094,
156,1258.95,3088.54,7770.24,0.40762,81.3368,0,543.921,1557.29,65.3238,2.27972,739.998,80.1043,18.2854,274.829,0,1527.63,1024.34,236.645,2.20443,6481.82,273.878,30.6825,0.545436,0,1.65301,1204.58,0.841504,0.879557,23.1791,0.360858,6.91094,
157,1258.95,2225.32,2684.79,0.565737,92.7337,0,378.091,1480.5,54.5203,2.28215,111.59,89.2422,16.3627,285.322,0,1267.48,789.138,220.761,2.08738,574.398,283.117,25.284,0.545436,0,1.65301,1204.58,0.841504,0.332252,23.1791,0.360858,6.84542,
158,1258.95,2187.7,3140.64,0.575467,62.3956,0,382.819,1409.26,92.5414,1.98871,165.697,60.2915,12.7066,221.198,0,1343.06,753.071,305.963,1.30231,1014.23,217.56,20.8139,0.545436,0,1.65301,1204.47,0.841504,0.191268,23.1791,0.360858,6.84542,
159,1258.95,2066.54,2566.75,0.609205,76.396,0,360.718,1385.25,75.7992,2.11293,80.2704,73.4402,12.5528,232.89,0,1239.12,618.2,279.564,1.87539,180.407,227.409,17.3086,0.545436,0,1.65301,1204.58,0.841504,0.496885,23.1791,0.360858,6.59794,
160,1258.95,2076.8,2793.14,0.606197,71.6513,0,281.371,1415.66,67.5475,2.44653,153.945,70.0662,14.1094,257.094,0,974.456,781.268,279.427,2.56839,830.2,254.811,22.7075,0.545436,0,1.65301,1204.58,0.841504,1.35148,23.1791,0.360858,6.84542,
161,1258.95,2320.08,3556.65,0.542631,86.76,0,355.086,1438.19,99.1761,2.29234,241.447,83.2247,13.903,308.836,0,1143.9,808.295,360.792,2.54806,1849.57,301.844,21.6488,0.196556,0,1.65301,1204.35,0.817698,0.378867,23.7415,0.25901,6.84542,
162,1258.95,1996.7,2495.93,0.630514,65.4879,0,291.077,1346.14,63.9455,2.10314,151.9,64.0157,12.035,230.312,0,990.186,591.28,211.681,1.83298,947.972,229.741,17.6067,0.196556,0,1.65301,1204,0.511608,0.60864,22.3702,0.25901,6.84542,
163,1258.95,2388.29,3163.99,0.527134,101.648,0,334.897,1554.75,89.8584,2.36698,186.357,100.393,18.0147,289.676,0,1130.2,987.336,330.054,2.39384,1025.63,288.58,29.8131,0.196556,0,1.65301,1204.35,0.688945,0.478418,23.7415,0.25901,6.84542,
164,1258.95,1974.76,2519.13,0.637521,76.0724,0,353.699,1290.33,46.0855,2.16547,118.021,77.6097,10.7726,253.781,0,1279.83,453.215,226.843,1.99063,585.723,259.784,15.031,0.545436,0,1.65301,1204.35,0.688945,1.20824,23.7415,0.360858,5.73677,
165,1258.95,2254.69,3179.61,0.558368,61.0973,0,410.701,1441.36,79.4842,2.27257,185.496,59.9402,14.3398,198.679,0,1347.73,828.016,273.455,2.16416,1069.1,198.204,24.9117,0.545436,0,1.65301,1204.58,0.688945,1.10672,23.7415,0.360858,6.73628,
166,1258.95,3071.79,10238.8,0.409842,57.7347,0,443.445,1442.2,65.6998,2.13471,989.685,56.4421,14.4482,204.766,0,1377.61,788.167,226.285,1.81078,9159.09,202.719,23.1747,0.38789,0,1.65301,1204.5,0.688945,0.375835,23.7415,0.242804,6.73628,
167,1258.95,2366.95,3583.85,0.531886,78.5512,0,399.621,1488.8,85.6516,2.43516,220.353,76.5059,15.0366,282.81,0,1317.34,902.386,348.284,2.46896,1259.46,277.41,24.3612,0.38789,0,1.65301,1204.5,0.688945,0.151434,23.7415,0.242804,6.73628,
168,1258.95,2202.73,2755.82,0.571541,71.6484,0,403.362,1478.44,63.1754,2.09207,97.9568,70.2879,15.7623,233.524,0,1220.7,875.587,214.806,1.6696,284.448,230.735,26.0087,0.38789,0,1.65301,1204.5,0.688945,0.391312,23.7415,0.242804,6.73628,
169,1258.95,2170.79,2682.63,0.57995,85.6438,0,410.286,1409.77,96.4011,2.28969,69.3969,83.7608,13.2377,277.286,0,1209.06,785.11,302.315,2.32798,160.68,274.675,22.5385,0.38789,0,1.65301,1204.5,0.688945,1.30606,23.7415,0.242804,5.39628,
170,1258.95,2598.9,4457.98,0.484417,96.3636,0,504.466,1513.26,119.765,2.31667,253.616,93.5574,15.5473,337.21,0,1610.84,1029.92,439.744,2.44093,1611.71,328.699,26.6379,0.38789,0,1.65301,1204.5,0.688945,0.448671,23.7415,0.242804,6.73628,
171,1258.95,1922.31,2152.85,0.654914,51.7942,0,265.749,1414.22,50.3236,1.92029,74.4195,50.2617,13.62,225.416,0,997.846,757.006,224.423,1.1662,228.554,223.531,22.4544,0.38789,0,1.65301,1204.5,0.688945,0.544616,25.9761,0.242804,6.6806,
172,1258.95,2180.33,2746.04,0.577411,83.5072,0,400.59,1406.08,74.2509,2.30496,121.088,78.8016,13.709,254.327,0,1283.45,662.003,241.781,2.43777,408.62,247.603,19.538,0.38789,0,1.65301,1204.34,0.688945,0.34649,25.9761,0.242804,6.73628,
173,1258.95,3745.29,12614.7,0.336141,94.3166,0,452.717,1426.03,93.571,2.2109,1570.67,92.082,13.693,287.228,0,1385.8,795.702,325.892,2.09495,10799.5,283.529,20.4131,0.38789,0,1.65301,1204.5,0.688945,0.536336,22.5816,0.242804,6.73628,
174,1258.95,2283.02,2594.8,0.551441,93.5262,0,472.939,1359.9,111.318,2.19735,139.445,91.7081,11.9813,282.062,0,1340.93,512.769,309.287,1.87008,1344.01,280.53,14.6929,0.38789,0,1.65301,1204.5,0.320626,0.349792,26.3547,0.242804,6.73628,
175,1258.95,2603.05,6080.07,0.483644,91.9867,0,371.147,1383.9,66.8473,2.08766,582.736,90.9378,13.4039,301.295,0,1272.25,649.821,266.001,1.47828,4788.73,300.316,19.9875,0.38789,0,1.65301,1204.5,0.841504,1.39638,23.5151,0.242804,6.73628,
176,1258.95,1998.95,2289.76,0.629803,73.5512,0,324.02,1365.85,54.6575,2.21989,93.903,72.18,12.5712,241.927,0,1224.34,615.803,196.336,2.06437,517.611,239.992,18.9074,0.38789,0,1.65301,1194.77,0.656136,0.393391,26.7515,0.242804,6.73628,
177,1258.95,2214.76,2963.46,0.568435,79.8183,0,362.846,1452.08,82.5299,2.34388,142.758,77.8126,14.5773,277.376,0,1181.21,846.674,282.411,2.03766,670.305,271.427,24.1088,0.38789,0,1.65301,1204.5,0.656136,1.16726,24.5083,0.242804,6.73151,
178,1258.95,1979.82,2152.3,0.635889,55.2722,0,303.927,1436.57,37.615,2.05319,75.2262,54.3718,14.7883,189.825,0,992.017,746.599,151.975,1.73189,191.137,189.212,23.246,0.38789,0,1.65301,1204.5,0.365449,0.368041,26.9905,0.242804,6.73628,
179,1258.95,2208.75,2751.44,0.569983,58.5936,0,408.406,1475.39,83.8923,2.27679,108.934,56.5269,14.7301,196.688,0,1223.17,909.464,285.7,2.0436,423.294,190.484,24.4555,0.38789,0,1.65301,1204.5,0.365449,1.11869,22.054,0.242804,6.73628,
180,1258.95,3573.6,11749.9,0.352291,98.127,0,623.349,1468.18,115.659,2.38227,1154.6,96.1726,15.1368,311.66,0,1646.7,714.869,319.534,2.45943,10199.5,310.176,21.7352,0.38789,0,1.65301,1204.5,0.365449,0.58599,22.1205,0.242804,6.73628,
181,1258.95,2471.87,3470.47,0.509311,108.613,0,497.525,1364.88,105.138,2.47622,276.186,105.099,11.9496,324.767,0,1430.17,590.773,300.419,2.6131,1560.4,316.209,14.697,0.38789,0,1.65301,1204.5,0.365449,0.294275,11.5135,0.242804,6.73628,
182,1258.95,6255.07,43882.1,0.201268,55.3962,0,218.025,1335.16,49.2715,1.94916,4529.3,54.3284,11.6384,221.378,0,865.095,505.223,205.157,1.13447,43322.6,220.08,15.076,0.38789,0,1.65301,1204.5,0.365449,0.65845,26.9905,0.242804,6.73628,
183,1258.95,2046.2,2636.82,0.615261,48.5937,0,413.632,1407.33,47.7643,2.06276,65.6468,47.506,13.6621,193.87,0,1427.99,748.716,194.872,1.53771,3052.86,193.213,22.3498,0.298272,0,1.65301,1204.5,0.365449,0.250339,26.9905,0.119676,6.73628,
