Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,
622,685.281,847.486,800.941,0.808605,1.07283,2.74608,23.5304,2.29956,43.0361,8.28937,3.5957,23.8222,653.17,7.20802,78.7154,0,1.51156,3.07575,141.151,12.6736,104.748,0.563591,18.3288,140.611,346.52,23.0191,189.844,0,0.879368,2.13208,0.201261,0.258609,8.21357,8.18526,1.2008,0.478995,592.742,2.96469,33.8411,0,
623,685.281,882.44,812.994,0.776576,1.4886,2.57251,58.7,3.06755,33.8161,8.51739,7.52609,59.4458,623.921,9.96206,73.4227,0,2.36796,1.80188,284.284,13.2338,15.5144,1.30088,24.3864,284.502,142.288,27.4737,127.272,0,0.879562,0.619794,0.201261,0.258609,10.6554,8.18526,1.20096,0.479162,592.742,2.96469,23.6719,0,
624,685.281,884.626,902.546,0.774657,1.22067,3.0965,19.1131,3.03666,40.3875,8.29673,5.37669,19.3777,694.429,8.80244,81.4883,0,2.16378,4.41502,131.926,14.3747,60.2973,0.675951,21.9691,134.103,504.799,25.7535,149.636,0,0.879792,2.13223,0.201256,0.258598,9.1069,8.02917,1.20116,0.479133,592.742,2.96469,43.9612,0,
625,685.281,930.075,937.45,0.736802,1.41432,2.83959,55.9597,3.15855,35.5576,8.40029,8.21237,56.511,651.121,11.0468,95.8534,0,2.44132,2.7347,256.252,12.8771,25.0183,0.908362,30.4113,251.517,280.717,28.5363,203.535,0,0.733256,2.13223,0.201256,0.258598,8.80723,7.95413,1.20116,0.479122,567.848,2.96469,23.2589,0,
626,685.281,807.001,651.022,0.84917,1.18063,2.64536,19.2946,1.2206,31.8503,8.24256,4.43376,19.593,648.756,5.92658,63.8583,0,1.90471,3.43577,133.105,6.40103,5.82469,0.434841,20.7911,133.346,405.615,16.6673,121.464,0,0.879823,2.13223,0.201256,0.164629,9.26605,7.12365,1.20117,0.479122,458.067,2.96469,33.6285,0,
627,685.281,927.023,986.845,0.739228,1.35309,3.21019,35.4109,5.36816,34.4188,8.29823,5.21746,35.8349,709.802,10.4292,77.6802,0,2.53441,4.75409,199.323,26.3371,27.7035,0.859118,19.8151,200.612,546.383,29.0149,176.365,0,0.696871,2.13224,0.201256,0.25856,8.702,5.73507,1.20122,0.479122,592.742,2.95874,22.7181,0,
628,685.281,940.283,875.203,0.728803,1.52433,3.08565,29.3578,5.08013,57.2278,8.39067,5.91239,29.6151,678.416,9.11845,112.555,0,2.35605,3.54793,139.342,20.5583,159.96,0.969622,19.9352,139.32,363.082,21.8206,264.745,0,0.87989,2.13225,0.201241,0.25856,8.75448,7.79994,1.20124,0.479087,590.547,2.95874,33.4677,0,
629,685.281,929.134,993.959,0.737549,1.32181,2.94625,50.4407,2.46837,32.2201,8.4741,6.57918,50.8897,676.709,10.5267,86.558,0,2.1247,3.46186,231.902,12.822,24.1176,1.19488,24.5736,234.055,396.065,29.6354,213.652,0,0.879926,2.13225,0.201241,0.25856,7.09885,8.18526,1.20125,0.479087,592.742,2.96469,23.8538,0,
630,685.281,919.3,1028.13,0.745438,1.11374,3.2485,21.2707,2.42369,60.3493,8.44727,1.88507,21.558,719.728,8.19193,71.0839,0,1.33879,5.14877,146.95,10.315,290.371,1.20471,6.36914,148.53,603.14,25.834,168.251,0,0.879926,2.13225,0.201241,0.258526,7.81899,8.18526,1.16766,0.479087,592.742,2.97957,23.8696,0,
631,685.281,905.943,927.095,0.756428,1.28105,3.00258,33.4061,2.98095,31.6071,8.38881,6.80839,33.8192,690.072,8.93262,85.6445,0,2.19585,4.38024,195.139,15.5117,26.9566,0.937938,30.4867,195.203,516.721,26.2687,193.247,0,0.880037,2.1323,0.201241,0.258526,7.306,8.18532,1.20135,0.479087,592.742,2.97957,25.848,0,
632,685.281,929.519,973.536,0.737243,1.30879,3.45547,14.6139,3.26493,34.602,8.47218,4.79671,14.8778,741.345,12.0484,90.7336,0,2.02188,5.69952,107.18,15.4899,25.974,1.88089,17.177,107.186,652.549,34.9627,220.028,0,0.880063,0.374879,0.201241,0.258426,8.24149,5.64783,1.20135,0.479087,592.742,2.97957,22.7558,0,
633,685.281,890.949,895.116,0.769158,1.41948,3.11249,12.3843,2.98902,41.302,8.36904,5.46993,12.6596,702.571,8.68024,91.9923,0,2.84778,5.1186,102.252,12.0852,97.7843,1.30702,26.4595,102.384,592.309,24.8095,243.888,0,0.880063,0.333225,0.201152,0.258426,1.23346,1.83374,1.20135,0.47888,435.07,2.96725,31.5098,0,
634,685.281,992.24,1118.13,0.69064,1.33029,3.25549,46.622,4.2004,41.9452,8.59246,4.70766,47.047,703.402,10.4204,120.718,0,2.17616,4.28246,222.449,24.6929,54.8359,2.35691,16.7307,228.593,470.873,28.2124,295.676,0,0.674908,2.1323,0.201139,0.258426,7.01834,8.13712,1.20135,0.47888,592.741,2.96725,22.9427,0,
635,685.281,927.387,1067.54,0.738937,1.13479,2.79101,68.9485,5.57537,31.288,8.62478,5.85191,69.7312,665.169,6.58621,61.6862,0,1.2159,3.38581,305.753,24.4365,9.2535,2.40032,24.4158,309.586,390.491,19.2393,119.83,0,0.880181,2.13234,0.201139,0.258426,7.38604,8.18532,1.20145,0.47888,592.741,2.96725,25.2513,0,
636,685.281,962.175,1063.64,0.71222,1.5945,3.21921,34.5663,6.69181,34.0131,8.49234,9.19195,34.8493,716.409,8.51657,104.632,0,3.31259,4.94375,167.677,27.1627,26.7514,1.30224,38.2581,167.904,580.944,23.0724,270.468,0,0.821298,2.13234,0.201139,0.258425,10.1122,8.18532,1.20145,0.4789,567.179,2.96872,23.8502,0,
637,685.281,906.246,891.332,0.756175,1.50652,2.83813,42.8467,5.51692,36.8633,8.29848,6.74306,43.2894,659.602,11.3846,87.3578,0,2.53268,2.99722,218.165,22.1212,38.0798,0.920184,21.7615,219.402,334.804,30.8809,179.722,0,0.880181,2.13234,0.201139,0.258425,8.72365,4.03066,1.20145,0.4789,592.741,2.96872,23.6364,0,
638,685.281,1063.7,1194.74,0.644244,1.95393,3.95137,33.6174,3.09744,58.3145,8.3908,10.877,34.0276,782.648,15.5525,111.268,0,3.78044,6.2933,195.985,9.95427,180.046,1.23043,35.6972,196.975,712.857,36.5955,263.274,0,0.625615,2.13234,0.201139,0.258425,10.0386,2.75534,1.20145,0.4789,592.741,2.97313,22.6954,0,
639,685.281,952.801,1074.91,0.719228,1.40296,3.15003,44.1967,4.4478,33.2276,8.24767,6.68141,44.4857,706.07,10.13,90.7604,0,2.46707,4.26455,196.838,19.4398,30.3195,0.713204,23.5867,196.903,483.448,31.2858,198.352,0,0.880208,2.13235,0.201139,0.258425,7.96507,3.96395,1.20152,0.4789,592.741,2.97313,22.7199,0,
640,685.281,917.332,977.182,0.747037,1.2171,2.9929,47.9024,2.32682,32.9048,8.3347,5.18157,48.3369,681.679,7.84459,78.611,0,1.73687,3.57128,235.235,9.18481,14.8641,0.79132,19.8011,236.226,388.062,23.8239,177.752,0,0.880287,2.13238,0.201139,0.258425,7.60966,7.62383,1.20156,0.4789,592.741,2.97313,24.8572,0,
641,685.281,857.441,907.83,0.799216,1.10463,2.71911,33.1103,2.88813,32.5622,8.48373,2.07464,33.5423,655.815,7.44101,77.7001,0,1.3137,3.24715,200.646,14.2293,10.0261,1.70332,6.3763,200.008,378.391,23.8438,176.556,0,0.880287,2.13238,0.201139,0.258425,8.59923,8.18555,1.20156,0.4789,592.741,2.97313,43.9665,0,
642,685.281,866.337,774.962,0.791009,1.36622,2.8996,22.1281,2.44852,41.1114,8.31716,7.09156,22.4068,665.11,7.85892,85.599,0,2.29869,3.5454,118.477,12.2143,59.8386,0.847717,26.9068,118.598,392.119,21.081,208.876,0,0.880341,2.13239,0.201139,0.258425,8.95861,7.82127,1.20162,0.4789,592.741,2.97523,32.6155,0,
643,685.281,883.267,874.25,0.775848,1.04822,2.64739,42.8814,0.685831,57.8632,8.25422,4.04631,43.5082,635.283,9.14653,77.903,0,0.985523,2.25615,248.907,2.77932,210.424,0.401181,14.2923,249.963,219.759,25.655,177.625,0,0.698494,2.13239,0.201139,0.184433,9.23909,7.87004,1.20162,0.4789,592.741,2.97814,24.4623,0,
644,685.281,919.728,916.122,0.745091,1.22953,2.76274,48.1554,5.42418,32.1068,8.46385,5.66317,48.5553,660.492,9.06547,97.8093,0,1.70045,2.88825,216.98,22.797,26.5752,1.24403,20.8784,217.991,332.138,24.8861,205.693,0,0.695051,0.69815,0.201139,0.258413,8.55091,6.82034,1.20164,0.4789,592.741,2.97814,31.576,0,
645,685.281,991.373,1163.46,0.691244,1.33439,3.41539,45.78,1.92263,36.6298,8.35342,5.49882,46.0483,732.012,12.2687,98.1099,0,2.0317,4.97803,192.632,8.6719,38.699,0.886107,16.7809,192.629,577.983,33.3616,251.252,0,0.739074,2.13244,0.201139,0.258413,8.45265,7.83941,1.20175,0.4789,592.741,2.97814,22.8404,0,
646,685.281,830.179,832.221,0.825461,1.04925,2.61711,32.0485,1.0295,31.4892,8.26352,2.26524,32.3509,650.165,4.84968,64.0519,0,1.31181,2.93774,184.458,5.64537,5.36786,0.502686,9.42581,182.892,354.05,15.3102,154.832,0,0.880515,2.13246,0.201139,0.258413,7.29375,8.18536,1.20179,0.4789,592.741,2.97255,25.4583,0,
647,685.281,927.876,1002.38,0.738547,1.36653,3.33213,28.3115,5.63836,34.8134,8.38328,6.44511,28.5705,717.061,9.94823,84.006,0,2.0828,4.69913,154.808,25.639,18.9351,0.981779,19.7587,155.368,526.114,27.2593,186.517,0,0.880477,2.13244,0.201139,0.258413,6.93006,6.84303,1.20174,0.478923,592.741,2.97255,23.7319,0,
648,685.281,978.832,1136.26,0.7001,1.51355,3.39655,46.3437,4.25336,31.5334,8.30973,4.70553,46.728,737.814,10.176,84.0586,0,2.80061,5.36009,222.728,18.5144,7.80641,1.16245,14.9118,223.387,631.268,28.9671,187.816,0,0.880477,2.13244,0.201139,0.258389,8.55751,2.76434,1.20174,0.478923,552.48,2.97255,24.5364,0,
649,685.281,896.907,895.708,0.764049,1.38256,3.03115,25.767,3.93801,33.3837,8.30644,5.22874,26.1143,682.775,8.64118,98.3394,0,2.20429,4.20192,177.461,18.4848,12.1419,0.72684,18.5888,178.155,475.025,25.1552,230.839,0,0.880477,2.13244,0.201114,0.258352,3.0148,7.23087,1.20174,0.478846,592.741,2.97255,43.9695,0,
650,685.281,811.403,730.842,0.844563,1.0526,2.62771,20.8473,1.52155,36.2449,8.26746,3.03223,21.1389,649.228,9.09182,58.35,0,1.22391,2.93257,124.877,7.91938,45.5558,0.491669,15.7582,125.051,343.254,29.9366,143.462,0,0.880477,2.13244,0.201114,0.258352,8.95369,8.18534,1.20174,0.478846,592.741,2.97255,22.736,0,
651,685.281,832.032,697.713,0.823622,1.44719,2.84278,14.7491,2.88306,34.4275,8.25761,5.6874,15.0284,666.76,9.14428,70.8055,0,2.46572,3.84975,104.071,15.6481,18.4553,0.636527,20.8723,103.643,433.406,27.571,165.18,0,0.880477,0.483625,0.201114,0.258352,8.84048,6.48779,1.20174,0.478846,592.741,2.97255,22.6692,0,
652,685.28,817.626,772.884,0.838134,1.2833,2.61419,27.1336,1.00909,31.5716,8.26265,5.03777,27.4369,651.207,6.15202,55.9181,0,2.38165,2.84597,156.025,6.58052,4.63507,0.530275,24.0485,155.556,343.545,19.235,85.9193,0,0.880477,2.13244,0.201118,0.258352,8.58169,8.18529,1.20174,0.478865,592.741,2.97474,34.4177,0,
653,685.28,901.2,963.965,0.760409,1.18331,3.31817,17.5702,2.69943,31.9311,8.45789,6.20178,17.8301,725.454,9.5066,77.0476,0,1.5128,5.54881,112.494,11.7006,6.18417,1.1956,23.0317,112.239,640.733,27.1087,177.41,0,0.880477,2.13244,0.201118,0.258352,7.20757,8.18524,1.20174,0.478865,592.741,2.97474,23.9095,0,
654,685.28,1052.47,1252.98,0.651119,1.61933,3.43223,73.5963,5.94919,30.4866,8.38313,4.26263,74.0081,743.351,10.671,96.7062,0,3.05649,5.07405,263.763,21.9066,5.73175,0.87453,13.0576,274.759,600.593,28.2591,206.108,0,0.880555,1.9459,0.201118,0.258358,7.94348,8.07407,1.20178,0.478865,529.608,2.97474,24.6818,0,
655,685.28,860.264,760.491,0.796594,1.24789,2.7003,37.2503,2.66801,32.4674,8.33934,5.1925,37.5629,654.477,8.18487,70.1734,0,1.69256,2.6748,170.473,12.9907,8.74957,0.799855,20.4092,172.969,310.669,24.4429,131.497,0,0.880555,2.13246,0.201118,0.258304,8.91261,8.1852,1.20178,0.478865,592.741,2.97474,33.1236,0,
656,685.28,897.551,942.446,0.763501,1.50031,3.03843,33.4709,2.17449,32.3473,8.42079,8.37933,33.7788,687.257,7.44183,79.7418,0,2.70487,4.00627,164.056,12.9619,6.38314,1.10854,35.7924,164.232,447.537,21.9157,185.442,0,0.880555,2.13246,0.201186,0.258304,8.57542,7.85592,1.20178,0.479005,592.741,2.97474,33.8586,0,
657,685.28,1006.3,1072.39,0.680988,1.5066,3.09881,62.6193,5.63598,34.0166,8.77024,9.61456,63.0986,689.223,11.9586,116.76,0,2.61498,4.25473,256.974,21.566,19.3308,2.68478,34.0216,258.155,490.198,31.8402,262.579,0,0.748144,1.36886,0.201218,0.258304,6.42876,8.1852,1.20178,0.479081,497.417,2.97474,24.6326,0,
658,685.28,948.577,1116.78,0.72243,1.15758,2.95153,63.2848,2.49785,31.9989,8.39548,4.55235,63.8714,682.066,7.16303,80.6378,0,1.75377,3.67198,281.551,13.9494,9.66391,0.957933,16.9899,283.215,427.963,21.2299,184.534,0,0.880555,2.13246,0.201226,0.258304,7.71065,8.1852,1.20178,0.479096,592.741,2.97912,23.6429,0,
659,685.28,791.026,557.964,0.866319,1.02899,2.62161,10.448,3.63565,38.0925,8.27107,3.43631,10.75,635.388,6.20289,71.1511,0,1.06833,2.47239,110.989,22.4025,37.8057,0.70579,13.4691,111.499,244.994,18.3404,167.418,0,0.690712,2.13246,0.201224,0.258304,9.95166,7.2232,1.20178,0.479096,592.741,2.97912,23.8743,0,
660,685.28,976.675,1098.43,0.701646,1.58666,3.22437,51.4496,5.14097,34.6055,8.18481,7.65715,51.9458,713.018,11.2978,88.5644,0,2.82264,4.5863,242.3,25.0499,28.0928,1.09241,25.9405,243.744,525.735,31.9607,189.591,0,0.880555,2.13246,0.201186,0.258358,6.86175,1.19364,1.20178,0.478999,592.741,2.97912,23.6884,0,
661,685.28,1007.08,1158.86,0.680465,1.41119,3.10614,50.7527,4.15752,70.1734,8.4989,7.22595,51.1723,695.153,10.8698,104.555,0,2.50046,3.89108,233.779,20.8348,228.092,1.64989,35.6454,234.685,431.35,29.9614,231.243,0,0.880604,0.282311,0.201224,0.258404,8.28938,7.9639,1.20183,0.479096,592.741,2.97912,43.9759,0,
662,685.28,1049.45,1252.09,0.652992,1.4994,3.28725,80.689,5.09407,31.4852,8.37506,7.16395,81.3318,721.024,10.0732,99.4243,0,2.44752,4.30891,300.128,22.7817,39.2025,0.953357,29.756,296.309,512.276,26.9821,213.628,0,0.880604,2.13248,0.201214,0.258404,8.72475,6.48462,1.20183,0.479083,592.741,2.98398,35.8275,0,
663,685.28,934.726,960.255,0.733135,1.63297,3.32358,28.5665,2.964,34.19,8.26523,5.89808,28.9837,720.923,10.7477,89.2318,0,3.10026,5.12425,186.78,15.9197,28.7343,0.859452,22.8434,184.61,579.945,29.4456,218.696,0,0.880604,2.13248,0.201214,0.193943,11.0354,3.4467,1.20183,0.479095,592.741,2.98398,23.7791,0,
664,685.28,893.685,894.989,0.766803,1.32121,3.21498,23.7958,3.36284,41.7446,8.4124,5.43184,24.0672,699.499,11.4582,71.3768,0,1.85036,4.43587,145.237,12.478,75.8763,0.951496,17.6197,145.297,505.213,32.1721,130.436,0,0.735267,2.13248,0.201214,0.258404,8.47187,8.1852,1.20183,0.479095,592.741,2.98398,23.6994,0,
665,685.28,818.962,763.753,0.836767,1.10507,2.57825,32.7755,1.58749,31.5881,8.2337,2.44301,33.2264,642.21,6.26997,56.944,0,1.58299,2.99263,203.752,9.20727,10.7526,0.330345,8.55753,205.08,339.243,20.1872,93.6747,0,0.880604,2.13248,0.201214,0.258413,5.16344,8.1852,1.20183,0.479095,592.741,2.98398,23.8645,0,
666,685.28,926.127,947.936,0.739942,1.27548,3.27157,22.9126,1.84078,35.2538,8.39321,7.92369,23.1971,713.686,10.5739,97.7994,0,1.84033,4.58916,115.473,9.55514,29.1919,0.926841,28.5276,115.985,510.138,28.8581,225.043,0,0.85418,2.13248,0.201214,0.258413,10.6448,8.1852,1.20183,0.479095,592.741,2.98461,23.7892,0,
667,685.28,1002.82,1094.26,0.683356,1.63868,3.48345,47.8034,4.6693,35.7873,8.36556,9.11616,48.2658,740.339,9.08637,94.2615,0,2.8817,5.19036,228.026,18.854,41.362,0.900492,31.5751,229.322,606.428,25.3251,194.364,0,0.880604,2.13248,0.201231,0.258405,8.05201,6.02405,1.20183,0.43004,592.741,2.98461,23.7258,0,
668,685.28,838.219,751.965,0.817544,1.24383,2.7421,12.8797,2.56445,33.4212,8.33157,6.47828,13.1621,652.893,6.19716,98.3053,0,2.06034,3.60367,117.131,13.0203,12.4638,0.672014,26.6723,114.718,416.562,17.6197,249.013,0,0.880572,2.13247,0.201231,0.258405,7.96986,8.1852,1.20177,0.479106,592.741,2.98461,43.9807,0,
669,685.28,1034.63,1116.7,0.662346,1.31715,3.50852,50.8743,3.83091,57.3992,8.58525,6.08386,51.5067,732.828,15.0395,103.651,0,1.74123,5.09303,253.138,16.4924,150.547,1.98432,26.476,255.459,555.756,37.1496,213.763,0,0.880572,2.13247,0.201188,0.258405,8.35371,7.94065,1.20177,0.479004,592.741,2.98394,22.9462,0,
670,685.28,939.487,982.802,0.72942,1.30599,3.01568,52.4957,3.41524,35.3333,8.55357,4.39567,53.0924,684.856,10.5799,82.4441,0,2.06818,3.89664,260.679,19.3414,42.0779,2.53921,15.6504,262.647,445.717,30.3175,183.68,0,0.880572,2.13247,0.201188,0.258413,7.76933,8.1852,1.20177,0.479004,592.741,2.98394,23.7343,0,
671,685.28,887.596,979.71,0.772063,1.46782,2.854,37.6842,1.69666,31.832,8.32548,7.23605,38.1362,673.492,7.03435,77.8376,0,2.56886,3.71008,214.41,9.94907,5.91907,0.692403,28.2504,215.667,439.704,20.3909,203.588,0,0.880604,2.13248,0.201211,0.258413,8.90074,8.1852,1.20184,0.479062,592.741,2.98394,30.5663,0,
672,685.28,926.843,950.983,0.739371,1.33684,3.17971,46.6369,2.25842,33.9838,8.43934,6.04428,47.0559,697.169,9.02765,71.7114,0,1.80162,4.02018,227.357,10.0159,15.2401,1.2632,20.3921,226.855,452.608,23.0172,164.269,0,0.880604,2.13248,0.201211,0.258413,8.67766,4.48602,1.20184,0.479062,592.741,2.98394,23.7072,0,
673,685.28,879.347,894.295,0.779305,1.2837,3.01731,24.3348,2.47549,31.9817,8.29014,5.85608,24.6375,693.539,8.26959,75.6618,0,1.81994,4.72979,140.343,14.4191,8.04715,0.802553,22.2507,140.5,547.097,24.3403,143.77,0,0.880604,0.500472,0.201211,0.258413,8.84988,5.06504,1.20184,0.479062,531.621,2.98461,43.9838,0,
674,685.28,883.617,746.397,0.77554,1.30164,2.85446,24.8055,4.17959,38.0943,8.47789,6.15403,25.0977,660.925,12.0857,99.6411,0,2.08672,3.99024,135.392,17.7175,38.4885,1.13403,20.1231,135.517,433.76,33.7901,215.53,0,0.550499,0.824995,0.201211,0.258362,5.89172,8.18521,1.20185,0.479062,501.029,2.98461,35.9224,0,
675,685.28,854.275,797.208,0.802177,1.38386,2.96465,27.8606,4.2938,37.1154,8.38339,5.69978,28.2619,676.308,7.56479,54.4394,0,2.37087,4.03262,188.745,21.6319,47.8935,0.905268,21.148,189.674,457.973,22.6033,90.2402,0,0.880616,2.13249,0.201211,0.258331,6.73081,8.18521,1.20185,0.479062,592.741,2.98461,22.7251,0,
676,685.28,964.095,1127.03,0.710802,1.29335,3.13137,56.4388,2.0183,30.9938,8.27427,5.62177,56.8935,710.999,10.6726,77.7579,0,2.13093,4.31133,244.78,10.7027,7.65691,0.633323,21.285,241.519,514.374,32.4012,194.262,0,0.880668,2.1325,0.201211,0.258331,8.0945,5.46826,1.20188,0.479062,592.741,2.98717,22.9506,0,
677,685.28,856.027,777.405,0.800535,1.39432,3.06303,19.8159,2.77271,42.4858,8.29248,3.30036,20.0814,695.77,8.62508,50.4263,0,2.45232,4.60723,124.424,14.5639,105.099,1.3128,11.9923,124.444,535.886,26.3292,73.8101,0,0.880668,0.69361,0.201209,0.258331,9.76514,1.48236,1.20188,0.479059,592.741,2.98656,23.7021,0,
678,685.28,1060.23,1180.64,0.646348,1.89546,3.47487,49.0741,5.32874,35.1874,8.39864,9.82894,49.516,737.266,13.3166,146.947,0,3.71214,5.08608,215.598,18.3134,25.5779,1.01817,31.8776,211.407,578.542,31.9429,332.763,0,0.630308,0.702945,0.201209,0.258331,10.1996,4.40372,1.20188,0.479059,592.741,2.98656,27.3344,0,
679,685.28,872.512,839.786,0.785411,1.26252,2.82622,22.2716,2.056,40.3899,8.40289,5.79604,22.5446,659.981,8.82621,98.1547,0,2.07166,3.264,145.37,10.5644,62.7586,1.15092,26.7009,145.481,351.248,27.9856,255.378,0,0.880668,2.1325,0.201209,0.258331,8.07865,7.91923,1.20188,0.479059,592.741,2.98656,23.9197,0,
680,685.28,979.757,1181.64,0.699439,1.3831,3.58723,31.5122,3.50546,36.3601,8.4223,5.16033,31.7749,756.383,9.96757,91.7007,0,2.59112,5.89674,158.926,15.4428,50.2141,0.998892,19.0168,158.936,685.541,28.1872,200.927,0,0.839819,2.1325,0.201209,0.258288,8.80342,8.18515,1.20188,0.479059,592.741,2.98656,32.9422,0,
681,685.28,965.512,937.99,0.709758,1.80075,2.90567,69.3426,5.35948,35.4426,8.71786,11.034,70.0986,652.202,12.0371,96.5709,0,3.26051,3.17162,298.085,21.7729,21.0932,2.68425,39.7789,300.765,315.33,28.3326,179.052,0,0.880668,0.809275,0.201209,0.258288,7.21821,3.86961,1.20188,0.479059,240.631,2.98502,25.0608,0,
682,685.28,930.262,966.297,0.736653,1.6555,2.95031,46.9732,5.63795,31.9933,8.29551,10.1776,47.4081,683.21,15.0674,76.8924,0,3.04705,3.7711,223.195,21.9465,7.52254,1.31193,38.4285,225.814,444.851,40.6611,179.194,0,0.880668,2.11603,0.201209,0.258288,8.63281,1.48534,1.20188,0.479059,592.741,2.98502,22.5758,0,
683,685.28,879.615,930.838,0.779068,1.52211,2.74656,41.1498,3.57313,32.0092,8.23243,7.25405,41.7072,657.162,7.95549,76.3031,0,3.00872,3.82973,235.92,15.421,7.38227,0.491928,29.1423,237.645,439.799,24.4576,169.36,0,0.880668,2.1325,0.201209,0.258288,7.22996,6.5583,1.20188,0.479059,592.741,2.98502,43.986,0,
684,685.28,878.122,821.673,0.780392,1.31201,3.05828,24.6388,4.06636,43.7566,8.5998,6.35961,24.9052,675.882,7.96296,77.5805,0,1.90294,3.62356,147.042,19.0937,69.6835,2.58889,24.5915,146.381,377.92,21.0337,178.044,0,0.878458,2.1325,0.201228,0.258288,8.43496,8.18515,1.20188,0.479103,592.741,2.98792,23.6721,0,
685,685.28,936.934,938.615,0.731407,1.40824,3.26817,12.5321,5.23621,33.9876,8.39913,8.00721,12.794,714.104,11.109,126.088,0,2.51062,5.09213,77.9441,18.4828,17.0253,1.4509,31.2325,77.8928,568.64,29.9664,305.244,0,0.853757,0.673483,0.201237,0.258313,10.906,0.425094,1.20191,0.479123,592.741,2.98792,23.0108,0,
686,685.28,825.426,603.47,0.830213,1.21248,2.74887,13.1889,5.16745,34.7714,8.27935,5.41617,13.4536,646.695,8.24361,86.2498,0,1.77924,3.31534,72.2139,26.476,19.1426,0.638977,21.7958,72.2545,358.268,24.0529,193.15,0,0.880706,1.63019,0.201237,0.258315,13.129,7.44749,1.20192,0.479123,519.363,2.98792,43.9874,0,
687,685.28,860.356,806.22,0.796507,1.06388,2.64436,32.6713,2.26013,34.1003,8.46452,3.94051,33.1055,642.42,8.11002,91.5757,0,1.3564,2.69682,198.22,12.7343,22.151,1.50484,17.9317,199.544,278.758,23.9849,221.395,0,0.880684,2.1325,0.201237,0.258315,7.97741,8.18509,1.20189,0.479123,592.741,2.98792,43.9832,0,
688,685.28,934.996,958.131,0.732923,1.20179,3.1256,33.0161,4.21171,43.8107,8.45278,4.35811,33.4236,690.44,9.85475,103.1,0,1.49563,4.08654,195.665,14.9941,84.3131,1.12326,14.3115,196.773,454.776,25.8834,234.633,0,0.880684,2.1325,0.20124,0.258315,8.03765,7.7347,1.20189,0.479123,592.741,2.98956,33.057,0,
689,685.28,1036.5,1139.9,0.66115,1.6852,3.20393,76.7288,5.71246,34.9502,8.7446,6.43173,77.3698,703.146,10.8112,107.712,0,3.05881,3.70472,292.737,23.5174,31.3243,2.65237,20.1044,294.733,409.599,27.8187,228.213,0,0.711012,2.1325,0.201256,0.258315,7.72139,8.18509,1.20189,0.479179,592.741,2.99148,32.2713,0,
690,685.28,929.931,1044.77,0.736915,1.13934,2.92234,50.7485,3.65798,34.0539,8.52594,2.09293,51.1642,681.175,10.1682,84.2824,0,1.64819,3.57459,239.204,19.501,29.4132,2.35893,6.05208,240.143,417.157,29.5678,216.898,0,0.730261,2.1325,0.201256,0.258315,7.19596,8.18509,1.20189,0.479179,592.741,2.98656,15.9078,0,
691,685.28,860.353,775.19,0.79651,1.48933,3.10675,10.7539,2.09468,34.775,8.25016,7.35774,11.0387,691.933,9.19048,80.3625,0,2.79517,4.46443,98.231,8.61609,18.5358,0.914278,26.7327,96.291,512.468,25.5724,179.894,0,0.880684,2.1325,0.201256,0.258315,11.4574,2.07197,1.20189,0.479179,592.741,2.99096,24.7037,0,
692,685.28,819.336,670.904,0.836384,1.00887,2.75203,18.7221,3.2492,31.6306,8.31847,3.3869,19.0012,660.711,6.52479,64.0308,0,1.17764,3.61693,124.318,19.3677,5.04227,0.740485,15.4338,124.296,407.711,18.2779,117.93,0,0.752217,2.1325,0.201256,0.215448,8.9205,8.18501,1.20189,0.479181,592.741,2.99096,18.7891,0,
