Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
70,47.7265,146.028,251.458,0.326832,61.3172,2.7147,8.16598,0.533406,1.85136,1.20469,0.459893,10.2184,0.470523,25.4431,31.3774,0.532608,1.7383,140.885,6.77633,21.1082,1.04357,8.37079,2.01704,0.143911,26.8189,1.39278,75.1272,21.4183,0.567993,0.965739,12.6726,0.507967,0.0174206,0.039881,0.258643,0.369928,0.100111,0.0194891,0.0127184,0.0610261,6.16615,0.272329,0.832435,
71,47.5752,69.9787,113.702,0.679852,19.9181,1.3722,2.06305,0.372216,0.482273,0.769571,0.44107,3.85711,0.144837,8.00903,30.6437,0.370207,1.53547,47.9368,4.07961,10.9977,0.988707,0.847385,1.15107,0.0614033,17.9829,0.390361,48.2421,4.39929,0.270016,0.403108,12.6449,0.514722,0.0136249,0.039881,0.258643,0.334598,0.128365,0.0194891,0.0115006,0.0503478,9.82434,0.272761,1.41051,
72,47.5259,86.7846,137.813,0.547631,33.3116,1.5125,5.60019,0.45666,0.508916,0.950804,0.447738,5.9249,0.150004,6.97473,28.9062,0.458567,1.58169,85.0592,4.89858,18.545,1.17412,0.488159,1.83228,0.103191,27.2402,0.337807,33.1983,5.65392,0.52547,0.665139,12.6893,0.514722,0.0136249,0.060305,0.258643,0.31792,0.129043,0.0171116,0.0115006,0.0503478,8.80131,0.272761,0.588676,
73,47.3786,109.176,193.349,0.433965,34.884,2.61127,5.78597,0.592562,0.53878,1.30867,0.443339,8.37349,0.340245,22.653,29.5953,0.46302,1.58642,77.308,6.35917,19.2444,1.41449,0.569052,2.88243,0.0739395,28.5119,1.0546,67.6169,6.10878,0.431952,0.544599,12.6379,0.514722,0.0195613,0.060305,0.258643,0.21133,0.0588029,0.0171116,0.0121313,0.07418,11.4241,0.289589,1.37679,
74,47.305,109.208,261.63,0.433165,23.7067,2.88273,4.85669,0.404356,0.483043,0.993221,0.452752,9.93863,0.303878,8.15783,54.9552,0.453414,1.61934,46.2593,7.89816,16.4569,0.996291,0.42335,1.74447,0.119228,34.2809,0.962001,34.2007,168.283,0.443897,0.708125,12.6176,0.52958,0.016123,0.0593659,0.259554,0.378848,0.027635,0.0171116,0.0121313,0.127876,12.8318,0.294842,1.14507,
75,47.305,81.2488,136.336,0.582224,28.6527,1.33198,5.94623,0.328928,0.506601,0.654817,0.467245,5.93035,0.187437,5.76614,29.4765,0.468129,1.53172,68.52,4.45191,20.1673,0.678577,0.469662,0.713818,0.127768,25.8328,0.493015,34.3181,25.7846,0.522121,0.53592,12.6176,0.531621,0.016123,0.0593659,0.277577,0.348667,0.347844,0.0172025,0.0121304,0.127876,5.42092,0.301204,0.243573,
76,47.2182,98.4267,207.513,0.47973,33.0202,1.77069,7.25383,0.297881,0.992307,0.963861,0.448664,6.59665,0.207571,15.8291,28.8777,0.405433,1.76284,88.4803,5.12691,28.2893,0.708822,3.72397,1.78048,0.0866693,26.5693,0.69914,68.4262,5.7967,0.348792,1.5603,12.5641,0.531621,0.0145858,0.0483483,0.267097,0.487983,0.0388089,0.0171757,0.0119248,0.148593,2.84308,0.301204,1.43463,
77,47.2182,74.3584,133.157,0.635008,34.8549,0.765847,1.4197,0.297265,0.371119,1.04587,0.457062,1.57429,0.143701,1.91415,29.5881,0.402759,1.52365,108.739,1.06601,8.35612,0.861698,0.28879,2.56517,0.056172,7.52575,0.422283,14.6693,3.90276,0.424101,0.575942,12.5522,0.587784,0.0145858,0.0483483,0.235472,0.482125,0.407753,0.0162618,0.0119248,0.148593,7.54315,0.306976,0.998409,
78,47.2093,113.786,209.1,0.414896,47.3461,2.09006,4.68197,0.466783,0.596937,1.09439,0.459939,9.51845,0.22943,16.8369,28.3701,0.494411,1.60033,119.558,6.25472,16.2313,1.16062,0.876352,2.14962,0.0795128,33.2949,0.569411,58.65,6.29911,0.559921,0.733246,12.5307,0.59055,0.0145858,0.0483483,0.211499,0.482125,0.192109,0.0162618,0.0120532,0.148593,2.05877,0.306751,0.878282,
79,47.1604,81.9803,144.91,0.575265,27.3838,1.0391,2.40344,0.327262,0.473157,0.683599,0.441837,2.83075,0.0866696,15.323,29.1131,0.404691,1.4699,70.5482,2.0555,9.74663,0.923924,0.703305,0.929672,0.0733319,14.0406,0.167321,61.7224,5.24308,0.347046,0.265505,12.5307,0.598633,0.0145858,0.0483483,0.211499,0.301128,0.0919974,0.0162618,0.0122387,0.153086,3.59834,0.310977,0.59293,
80,47.1371,70.0991,115.184,0.672436,22.5048,1.19554,2.86694,0.265137,0.394791,0.626593,0.445181,1.94426,0.129819,8.01479,29.7348,0.371608,1.60474,54.6208,2.85459,14.024,0.865758,0.437373,0.818011,0.0394286,11.5288,0.343481,40.9204,3.48778,0.261342,1.0852,12.3687,0.598633,0.0145858,0.0691561,0.211499,0.26403,0.170579,0.0162618,0.0135162,0.153086,10.8736,0.313648,0.846753,
81,47.0761,94.2168,173.489,0.499657,35.5822,1.36695,4.64084,0.38222,0.452107,0.843628,0.43689,5.33082,0.240715,13.743,29.1327,0.440175,1.6246,87.7372,3.72896,16.7003,1.02595,0.573739,1.66643,0.0921263,19.6937,0.744351,59.2163,4.54366,0.390792,0.735873,12.3687,0.597202,0.0184982,0.0691561,0.211499,0.456104,0.0733602,0.0216894,0.0135162,0.155288,9.68367,0.316425,0.654073,
82,47.056,78.5568,127.76,0.599006,21.2711,0.774247,4.56427,0.292534,0.368251,0.63987,0.432028,2.5276,0.141635,14.4512,31.1146,0.421904,1.55747,43.1721,0.887381,19.7303,0.796572,0.318598,0.869232,0.0806244,10.2728,0.370133,60.0654,8.19268,0.429134,0.447975,12.3687,0.598633,0.0184982,0.0691561,0.211499,0.321255,0.0154199,0.0184478,0.0116795,0.13015,14.2059,0.320333,1.45666,
83,47.0307,87.9806,162.014,0.534557,23.9965,2.10721,4.30795,0.295854,0.415088,0.58508,0.439606,5.96899,0.168938,17.3892,30.3674,0.409941,1.52882,45.8181,5.9013,17.758,0.792484,0.481378,0.367782,0.0719343,23.2899,0.653752,68.2585,4.94518,0.360452,0.436694,12.3687,0.583188,0.0143377,0.0704424,0.198806,0.438504,0.0429156,0.0170326,0.0116795,0.139255,5.59099,0.31726,0.937723,
84,47.0207,118.713,225.86,0.396087,43.4084,2.05288,6.32082,0.493554,0.462872,1.1581,0.459136,7.31272,0.168669,25.3694,29.405,0.501619,1.59983,112.058,5.866,20.8958,1.24388,0.561458,2.53268,0.101151,24.9333,0.535298,76.8529,3.95601,0.534567,0.778216,12.4359,0.583188,0.0143377,0.0811461,0.198806,0.438504,0.136885,0.0158196,0.0116795,0.151403,12.0098,0.31726,0.623663,
85,46.9882,78.6248,132.822,0.597626,25.9418,1.09495,3.49534,0.232371,0.414512,0.809582,0.437696,3.31617,0.109338,11.5073,29.2881,0.466321,1.51129,59.2846,2.5813,14.9769,0.62529,0.518754,1.39008,0.0591137,13.5409,0.278202,48.42,4.23368,0.549812,0.415302,12.4942,0.588147,0.0143377,0.0811461,0.198806,0.432748,0.109243,0.0157019,0.0116795,0.151003,9.13122,0.31726,0.123006,
86,46.9691,94.9597,196.31,0.494621,31.0394,1.60146,6.22227,0.263296,0.364224,0.698559,0.454243,5.68487,0.0948093,16.8578,29.642,0.4269,1.60982,79.4662,5.65752,24.7254,0.739422,0.404757,0.805568,0.0677192,27.1507,0.159894,65.9378,3.27714,0.38477,0.878391,12.4942,0.581835,0.0142809,0.0754684,0.198806,0.444344,0.26829,0.0157019,0.0116795,0.151403,10.9308,0.320438,0.927117,
87,46.9531,113.145,213.144,0.414981,39.6738,2.36043,4.70186,0.468575,0.480329,1.06415,0.436411,9.28111,0.265212,21.2533,30.8882,0.577656,1.69392,96.2085,6.2479,15.5225,1.1983,0.648944,2.26363,0.0724912,30.188,0.812841,73.3795,8.79252,0.756542,1.16744,12.4516,0.575268,0.016379,0.0754684,0.198806,0.454356,0.0332744,0.0155851,0.0116795,0.140773,5.34076,0.324917,0.795417,
88,46.9393,137.031,275.97,0.342545,66.0801,2.09374,5.29734,0.345775,0.769586,1.34557,0.487687,8.94948,0.212821,20.2141,29.0695,0.449717,1.71563,158.144,5.41736,16.2298,0.819495,2.88792,2.86559,0.133972,28.8274,0.665145,73.6629,4.57628,0.38346,0.88757,12.3942,0.575268,0.0135945,0.0754684,0.199577,0.452561,0.449346,0.0155851,0.0116795,0.146322,12.212,0.324879,1.4646,
89,46.9359,93.6114,167.232,0.50139,35.4273,1.91296,2.65545,0.366201,0.399799,0.942588,0.436988,6.14268,0.271301,14.0621,29.0567,0.438947,1.49844,87.1225,5.04854,10.6554,0.979497,0.640697,1.78162,0.0723692,21.4616,0.82224,55.0216,4.67056,0.38665,0.250201,12.3942,0.587103,0.0135945,0.0754684,0.188864,0.443686,0.192356,0.0155851,0.022624,0.145364,7.37435,0.32274,0.839663,
90,46.8863,92.792,163.691,0.505284,35.4232,2.04699,3.37668,0.465115,0.423451,0.983474,0.448071,5.4166,0.242157,13.3972,28.547,0.472165,1.54979,81.2973,5.41984,14.6529,1.32737,0.642535,2.03053,0.0606076,18.8708,0.641836,52.923,6.26755,0.482183,0.294065,12.4516,0.587103,0.0136876,0.0754684,0.183248,0.443686,0.138983,0.0155851,0.0231646,0.146322,5.95182,0.324405,1.46534,
91,46.8863,77.6533,161.306,0.603791,30.1519,1.26899,4.00693,0.226031,0.244505,0.614744,0.459859,3.33923,0.113061,5.69227,29.3809,0.416333,1.73859,94.6439,3.55884,21.1386,0.699103,0.205312,0.890307,0.131671,16.4917,0.213736,37.4389,5.11804,0.39243,1.612,12.4516,0.587103,0.0136876,0.0754684,0.183939,0.443686,0.059656,0.0140756,0.0198397,0.142012,1.63289,0.32666,1.46543,
92,46.8863,107.478,196.72,0.436242,51.0468,1.46718,2.89176,0.474657,0.366085,1.02197,0.474064,6.37571,0.200046,12.5773,28.5751,0.501712,1.50554,130.234,2.98439,9.65433,1.23655,0.591977,1.79936,0.178276,19.1846,0.597719,50.4532,5.7785,0.491723,0.206734,12.4586,0.587103,0.0139677,0.0754684,0.183939,0.447917,0.0581236,0.0140756,0.0198397,0.142012,5.38416,0.326579,0.885729,
93,46.8511,82.0252,172.552,0.571179,24.6781,1.72053,3.284,0.264309,0.311216,0.908943,0.45755,4.61051,0.126918,11.9185,31.7971,0.403394,1.54422,67.8826,5.43639,15.9297,0.935964,0.521255,2.50436,0.038369,22.5355,0.230929,57.6828,12.9765,0.349097,0.41653,12.4586,0.590344,0.0139677,0.0754517,0.147919,0.440227,0.449623,0.0140756,0.0198397,0.142012,12.4339,0.321083,1.46433,
94,46.8329,101.074,192.068,0.463354,44.9505,1.85438,5.0951,0.424619,0.307993,1.15246,0.491934,6.05956,0.128659,8.31065,30.2305,0.425402,1.6419,124.907,5.42443,21.9651,1.19686,0.396663,2.64052,0.20437,23.1029,0.239995,47.4935,9.66903,0.355736,0.964538,12.4943,0.592485,0.0139677,0.0739955,0.147919,0.440227,0.046316,0.0140756,0.0204626,0.141156,5.2117,0.321083,1.43151,
95,46.8329,76.6822,126.157,0.610741,23.7904,1.26313,4.04706,0.330738,0.30006,0.589229,0.443243,3.59785,0.111924,10.5423,29.6244,0.423276,1.61847,49.2648,3.78963,16.417,1.00061,0.415755,0.68819,0.0770995,15.4301,0.213648,51.3197,4.32207,0.356928,0.800046,12.4943,0.595986,0.0145434,0.0769121,0.133474,0.436267,0.12422,0.0140756,0.0204626,0.141156,5.87697,0.321083,1.03044,
96,46.8329,78.332,154.8,0.597877,32.0628,1.46959,2.5581,0.324133,0.308872,0.779189,0.450391,4.19841,0.209678,3.73873,30.2894,0.376766,1.566,96.3334,5.46221,12.8732,1.16533,0.611048,1.69678,0.0517472,23.2645,0.720269,21.6229,0.893108,0.279041,0.5994,12.4792,0.596225,0.0154804,0.0728532,0.133474,0.417423,0.184781,0.010631,0.015043,0.141156,26.1658,0.167422,1.46593,
97,46.7894,86.9036,151.437,0.538406,27.0153,2.02072,4.96675,0.390074,0.356408,0.66159,0.430301,6.44056,0.0956797,13.1247,29.4333,0.513472,1.4548,52.6416,5.82376,17.6749,1.09021,0.57702,0.83646,0.0836205,24.466,0.181282,58.3828,3.63198,0.632934,0.379814,12.469,0.593422,0.0154804,0.076079,0.133474,0.417423,0.00322493,0.010631,0.015043,0.139515,12.7842,0.322134,0.436909,
98,46.7894,94.5925,192.875,0.494642,24.371,1.64423,4.76103,0.26656,0.269023,0.873648,0.444833,5.14955,0.0979392,18.255,36.4289,0.443835,1.58705,57.9949,4.9796,19.6422,0.730846,0.378491,1.87303,0.0399453,21.31,0.201684,71.9819,45.9034,0.43792,0.498173,12.469,0.584521,0.0178864,0.0730854,0.133474,0.378953,0.248057,0.010631,0.0119341,0.134639,13.6836,0.322134,1.46593,
99,46.7894,76.4435,178.377,0.612079,26.9887,0.872245,5.873,0.308222,0.360245,0.59544,0.445224,1.14947,0.20088,7.43586,30.0581,0.399828,1.75624,86.5538,1.42191,32.0264,1.10157,1.03372,0.694366,0.0316312,6.67063,0.796929,51.8525,6.73841,0.279302,1.47367,12.4102,0.590871,0.0173586,0.0695332,0.133474,0.378953,0.231757,0.010631,0.0247115,0.134639,13.5775,0.329151,1.46593,
100,46.7876,78.3051,154.299,0.597504,28.236,1.4117,2.16897,0.17292,0.278293,0.60853,0.45082,2.71817,0.068145,10.4525,29.7846,0.429633,1.52482,76.7794,3.92245,11.2538,0.45551,0.523395,0.976194,0.00556242,13.2639,0.16486,50.1896,3.00866,0.393486,0.513122,12.4701,0.576616,0.0173586,0.0680648,0.127886,0.371881,0.449551,0.011423,0.0247115,0.126204,13.8882,0.329151,0.929793,
101,46.7668,93.2089,169.521,0.501742,45.7464,1.71339,2.73353,0.382047,0.338353,0.80182,0.465173,5.6868,0.15853,4.34335,28.9657,0.458018,1.41572,126.36,4.79915,9.92953,1.11205,0.632811,1.65634,0.148471,21.0645,0.665101,18.6705,4.97551,0.409646,0.224337,12.4701,0.59597,0.0173586,0.0680648,0.133474,0.378953,0.0126816,0.0108113,0.0186792,0.129765,10.1863,0.33551,0.287901,
102,46.7668,1345.67,9005.67,0.0347534,17.6914,1.25519,3.5562,0.299432,0.224453,0.620882,0.447965,3.36476,0.141691,4.48209,1311.57,0.410313,1.61397,34.2021,3.68218,17.3331,1.07888,0.354266,1.19059,0.0295169,18.7188,0.48972,30.1338,9062.65,0.321504,0.887271,12.4701,0.597839,0.0215151,0.0695332,0.138594,0.378953,0.280412,0.0108113,0.0217667,0.123903,19.8755,0.338225,1.46752,
103,46.7602,88.6019,149.581,0.527756,33.5188,1.29149,1.96297,0.383604,0.357897,0.611685,0.450201,4.22078,0.267455,14.6656,28.8814,0.451544,1.5385,75.3457,3.48008,8.39749,1.11367,0.662338,0.737925,0.042147,14.8206,1.24385,54.5793,1269.41,0.3859,0.434772,12.4872,0.59718,0.021597,0.0695332,0.138594,0.168081,0.242578,0.0108113,0.0217667,0.123335,9.62204,0.338225,0.442362,
104,46.7552,83.3727,133.553,0.560798,32.5456,1.70267,3.1885,0.404541,0.245634,0.674112,0.447861,4.16586,0.125692,9.10193,28.7975,0.470904,1.50192,83.763,4.69903,12.0009,1.16459,0.366774,1.13293,0.126908,16.2412,0.320583,35.9063,5.52459,0.405606,0.277456,12.4793,0.599436,0.0203203,0.0695332,0.138594,0.276502,0.0611763,0.0108113,0.014407,0.123335,8.64128,0.338446,1.01879,
105,46.7324,74.8603,137.705,0.624261,28.0127,1.12358,2.26816,0.280393,0.27557,0.690903,0.453105,2.69097,0.0964447,7.26985,29.7321,0.421035,1.54553,80.3576,3.33616,13.9533,0.991512,0.591863,1.28532,0.0146647,13.2501,0.281422,39.8716,3.4655,0.341268,0.478067,12.4698,0.597949,0.0210589,0.0718756,0.138594,0.392775,0.449909,0.0108113,0.014407,0.12266,11.766,0.338309,1.46689,
106,46.729,71.1956,91.1721,0.656346,19.521,1.29111,3.15753,0.246029,0.278963,0.641049,0.434805,4.06156,0.259041,9.76885,29.5647,0.416169,1.55478,29.5369,3.41609,11.8244,0.568221,0.439972,0.95301,0.0634091,16.5604,0.856993,41.6846,3.95823,0.231994,0.594279,12.4698,0.59671,0.0219927,0.0733044,0.138594,0.392775,0.134727,0.0108113,0.014407,0.123903,9.79741,0.338944,0.622407,
107,46.7023,84.0445,164.089,0.555686,34.8427,1.27304,2.05186,0.314559,0.331094,0.737511,0.458678,4.46926,0.229336,7.77722,29.5647,0.441608,1.55283,96.6327,3.38505,9.08266,1.00025,0.725188,1.48609,0.0743202,18.0753,0.87625,47.8409,3.75451,0.3565,0.349044,12.4334,0.598216,0.0219927,0.0733044,0.139179,0.357903,0.256966,0.00722842,0.014407,0.123903,10.798,0.338944,1.46677,
108,46.6983,105.476,201.176,0.44274,37.2915,2.38996,5.11896,0.425941,0.320702,0.8427,0.451936,7.33194,0.103947,19.9861,29.2006,0.489822,1.52141,86.5122,6.50823,19.2506,1.22502,0.657261,1.56875,0.0383012,25.3928,0.244655,67.9857,5.19427,0.434031,0.55474,12.4144,0.595837,0.0219927,0.0733044,0.139179,0.357903,0.308962,0.00722842,0.0161702,0.127108,2.30814,0.338944,0.675065,
109,46.6983,85.3841,154.349,0.54692,30.5392,0.815737,3.60671,0.35393,0.300611,0.81371,0.449891,3.40002,0.180707,13.5954,29.2599,0.4803,1.58805,74.6728,0.916514,16.4973,1.13347,0.591059,2.04669,0.0434362,13.615,0.576128,53.8051,4.71674,0.465691,0.526617,12.4144,0.595837,0.0235494,0.0733044,0.137626,0.340005,0.193731,0.00824633,0.0251089,0.127108,3.53711,0.345225,1.46749,
110,46.6954,84.7491,152.225,0.550984,31.4724,1.49009,5.48316,0.279924,0.215716,1.17709,0.444548,5.26601,0.291982,7.23614,29.2593,0.475561,1.65719,88.0365,4.61939,22.2904,0.923999,0.309378,3.19741,0.0692923,25.1049,0.992652,38.5145,4.51438,0.511389,0.740124,12.4573,0.595837,0.0252723,0.0733427,0.137626,0.375407,0.0334168,0.0107062,0.0251089,0.128015,7.71826,0.348401,1.4678,
111,46.6856,71.1719,107.247,0.655956,24.9912,1.47756,3.74912,0.245136,0.236562,0.778705,0.449322,4.2887,0.157033,2.80333,30.0369,0.455752,1.50254,66.2769,4.1246,15.3971,0.775262,0.382787,1.66547,0.027411,17.7528,0.515299,12.6008,5.87827,0.446954,0.325237,12.4573,0.595897,0.0274201,0.0722053,0.137626,0.375407,0.344401,0.0107062,0.0172722,0.128015,6.02271,0.348578,0.825716,
112,46.6801,66.8967,101.659,0.697793,19.515,1.70193,2.5272,0.215694,0.215592,0.562166,0.449643,3.79555,0.15682,6.27308,29.503,0.432956,1.54811,39.9629,5.40454,12.4066,0.801065,0.357827,0.811464,0.023912,18.5885,0.629819,30.4861,4.404,0.343118,0.598292,12.4834,0.596354,0.027788,0.0722053,0.137626,0.375407,0.300536,0.0106898,0.0158397,0.125886,6.08483,0.354257,1.0625,
113,46.6643,106.952,187.466,0.436311,42.8741,1.8666,3.54206,0.470764,0.363599,1.38922,0.472629,4.68804,0.241093,17.2078,31.6484,0.612157,1.5754,114.954,4.5527,12.2626,1.26737,0.732232,3.88699,0.0873061,15.8183,0.909269,57.7044,14.2338,0.783564,0.715046,12.5142,0.596355,0.0287731,0.0722053,0.13754,0.408501,0.450268,0.0106898,0.0158397,0.127841,8.41413,0.354257,0.845889,
114,46.6634,100.41,219.344,0.464729,51.3078,1.58184,4.22675,0.276221,0.211648,0.977066,0.490849,4.65458,0.0959557,5.08613,29.5112,0.429862,1.56009,155.467,4.00043,19.3014,0.875766,0.345833,2.20095,0.172663,18.3655,0.320464,26.5981,4.38385,0.349946,0.703634,12.5142,0.59928,0.0287731,0.0722053,0.135169,0.416053,0.450268,0.0106898,0.0142317,0.123902,6.99429,0.351027,0.703391,
115,46.6634,128.769,218.317,0.36238,54.7805,2.92312,6.21878,0.715376,0.416042,2.29966,0.448567,8.87211,0.408386,19.7707,29.6424,0.569943,1.70374,127.935,6.74506,19.9445,1.68634,0.766688,5.52697,0.115723,23.2641,1.18137,58.9324,8.7968,0.573631,0.811272,12.4901,0.59928,0.0287731,0.0738533,0.136315,0.418838,0.0697747,0.0109894,0.0142317,0.123902,4.64803,0.351027,1.06361,
116,46.6606,80.103,137.097,0.582508,27.0467,1.75198,4.5464,0.354316,0.291109,0.835818,0.445394,4.90558,0.150462,8.00699,29.6658,0.506878,1.59561,67.4022,5.35481,19.758,1.18901,0.606858,2.23178,0.0345068,19.8538,0.623406,41.4281,3.80238,0.591081,0.765141,12.5127,0.599409,0.0287731,0.0738533,0.136315,0.417064,0.249533,0.0110677,0.0142317,0.123902,10.0731,0.351027,0.314776,
117,46.6549,104.801,198.313,0.445174,52.0822,1.66732,3.09693,0.382986,0.259903,0.993199,0.480631,2.60515,0.104465,12.1623,28.9473,0.516348,1.50274,134.195,4.18259,10.6351,1.06289,0.47214,2.31105,0.115217,13.5895,0.43558,49.9347,4.88247,0.539171,0.312128,12.5218,0.599409,0.0269542,0.0738533,0.136315,0.417064,0.450268,0.0110677,0.0131888,0.124684,10.4498,0.352951,0.734915,
118,46.6549,87.0951,163.065,0.535678,38.6191,0.842182,2.69125,0.341685,0.257714,1.09922,0.466164,2.36937,0.146771,8.44119,29.9245,0.396218,1.49981,116.086,1.44243,11.4775,1.08986,0.577645,3.44403,0.116727,9.57556,0.51248,39.9113,2.50243,0.214773,0.313455,12.5218,0.599409,0.0271818,0.0735813,0.135745,0.417261,0.190193,0.0110677,0.0160272,0.124032,14.2333,0.294751,0.308018,
119,46.6385,104.911,198.328,0.444553,40.7903,2.48687,5.71208,0.474506,0.301183,1.25035,0.46223,7.3782,0.209946,10.8128,32.8668,0.503257,1.66239,110.185,7.1848,21.9606,1.39122,0.624604,3.25073,0.108889,27.1288,0.705593,49.0089,25.0173,0.526237,0.821154,12.5239,0.599409,0.0289236,0.0735813,0.134689,0.417261,0.0106148,0.0109371,0.0160272,0.122997,10.3255,0.353641,1.46558,
120,46.6385,83.2984,169.295,0.559896,30.5756,1.19693,3.99891,0.302324,0.296673,0.942151,0.464045,3.20592,0.104385,10.3859,29.9077,0.412272,1.50554,92.5722,2.93176,18.4294,1.08524,0.665407,2.3795,0.107278,14.0077,0.358391,48.287,3.9153,0.301603,0.463141,10.5526,0.598499,0.0289236,0.0731738,0.134689,0.417261,0.243869,0.0109371,0.0160272,0.122997,15.3837,0.132252,0.382071,
121,46.6385,196.277,920.705,0.237615,143.885,1.4028,3.09491,0.238406,0.162571,0.887361,0.474508,3.72199,0.138402,10.3173,29.9343,0.440275,1.57902,843.056,4.98463,15.004,0.795668,0.115866,2.53434,0.120308,20.3939,0.521989,49.9932,2.59144,0.380332,0.713125,12.5311,0.599559,0.0267462,0.0735424,0.134689,0.41722,0.449835,0.0109371,0.0160272,0.122997,11.7971,0.352359,1.46859,
122,46.6385,92.4118,191.9,0.504681,28.5221,2.0719,5.87445,0.249154,0.231347,0.792443,0.459197,7.08573,0.27842,13.0902,31.663,0.441121,1.65274,112.779,6.43825,23.5765,0.734717,0.388455,1.71923,0.0555568,29.2539,1.12775,55.5094,11.7006,0.334235,0.981158,12.5531,0.599559,0.0279414,0.0735442,0.134689,0.41722,0.399513,0.0109371,0.0213824,0.122997,19.6076,0.353641,1.04125,
123,46.6385,134.957,244.355,0.34558,53.2479,3.11149,9.71214,0.498161,0.44034,1.40747,0.448573,12.5682,0.344935,21.637,29.2798,0.471449,1.78946,133.638,8.20406,28.0904,1.40091,0.83438,4.3863,0.114353,38.3043,1.19376,68.2626,10.6685,0.407683,1.22484,12.579,0.599575,0.027063,0.0718441,0.134689,0.411764,0.0626382,0.0106603,0.0213824,0.122528,0.314781,0.0877116,0.19979,
124,46.6359,80.4918,137.816,0.579388,31.719,1.22892,3.24824,0.266485,0.275398,0.686458,0.442314,4.23583,0.0807625,7.22004,29.173,0.442438,1.47283,86.4428,3.55671,14.3897,0.862185,0.587677,1.71025,0.0795914,19.7827,0.3315,34.3278,4.37439,0.338871,0.437767,12.5793,0.599575,0.027063,0.0687725,0.135082,0.411764,0.0976082,0.0109017,0.0198011,0.122997,8.34938,0.351662,0.184642,
125,46.6326,100.584,187.989,0.463618,28.0797,3.04219,6.98223,0.357397,0.286159,1.07704,0.443109,10.8345,0.234766,17.0196,30.0701,0.465497,1.69181,58.2356,8.85692,25.4267,1.00672,0.542366,2.8555,0.0621684,37.9363,0.970347,61.981,4.91212,0.415446,0.895895,12.5695,0.59928,0.0293,0.0695626,0.135082,0.411764,0.0568374,0.0109017,0.0198011,0.120735,8.5897,0.352745,1.38305,
126,46.6322,96.3099,168.834,0.484189,40.5996,1.44859,3.16101,0.371604,0.274245,1.17614,0.448186,4.61371,0.0874161,13.578,28.6196,0.442703,1.48903,103.865,4.17718,12.8813,1.03566,0.566444,2.90002,0.106443,18.5624,0.278445,58.823,5.97412,0.306257,0.308065,12.5793,0.598623,0.0269747,0.0695626,0.135082,0.407597,0.053238,0.0106821,0.00694913,0.121158,2.60966,0.34773,0.864521,
127,46.6322,74.202,161.966,0.62845,21.2935,1.91587,3.35933,0.195203,0.262478,0.648364,0.445295,5.68423,0.0776256,7.43898,30.8812,0.439486,1.56037,51.2418,6.87675,20.0408,0.612939,0.665272,1.11773,0.0323955,30.1383,0.266392,49.0378,6.71469,0.420405,0.707365,12.5984,0.600578,0.0293098,0.0695626,0.135082,0.407597,0.219628,0.0108637,0.0197967,0.121158,18.5081,0.352745,0.927021,
128,46.63,155.289,281.55,0.300279,74.3777,4.17025,10.5462,0.624443,0.716983,0.845095,0.511415,16.7391,0.31163,15.7057,28.3631,0.647764,1.72935,177.565,9.58612,26.2617,1.42671,1.60399,1.44967,0.274043,41.2119,0.769769,52.2169,6.2686,0.753867,1.13426,12.5984,0.600578,0.0309436,0.0698482,0.13658,0.185571,0.190679,0.0106058,0.0197967,0.123542,0.599595,0.34672,1.1465,
129,46.6274,88.4289,150.498,0.527287,32.5263,2.37328,5.50284,0.371449,0.316204,0.750385,0.443309,8.58723,0.126922,6.66626,28.6736,0.462083,1.62908,97.1493,7.02199,21.5443,1.066,0.661609,1.44805,0.0942105,31.5345,0.644798,28.4105,5.39319,0.432702,0.705571,12.5749,0.601812,0.0324004,0.0698482,0.13639,0.415243,0.16782,0.0106058,0.0197967,0.123542,5.26912,0.358659,1.46965,
