Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
14,32.4032,298.623,227.897,0.108509,28.9277,50.2895,2.27514,0.531048,2.06562,92.0563,3.42191,26.8804,92.1758,10.0944,40.9892,1.85981,0.0931331,1.81063,101.573,1.79444,5.34636,101.159,5.92953,2.53554,0.0296143,0.293896,0.0412936,0.569789,0.554743,2.27571,0.436951,
15,32.4032,297.879,228.184,0.10878,28.9753,50.176,2.28337,0.530864,2.05849,91.7142,3.4147,26.8933,91.8328,10.1432,41.0517,1.86393,0.0602315,1.81245,101.492,1.78543,5.34553,101.22,5.92953,2.53554,0.0296143,0.293896,0.0412936,0.569789,0.554743,2.27571,0.436951,
16,32.4032,249.549,275.125,0.129847,29.1879,44.1982,2.14175,0.586024,2.04185,70.3139,3.67588,27.1404,70.2634,9.17158,39.4595,1.69051,1.02288,1.80636,133.329,1.65108,5.32386,131.568,7.57546,2.33481,0.0184184,0.24727,0.0335699,0.724057,0.707019,5.99176,0.548631,
17,32.4032,248.617,275.13,0.130334,29.0772,43.8339,2.13159,0.527225,2.02111,70.16,3.61071,27.1471,70.1086,9.18942,37.5461,1.64776,0.0847802,1.77396,131.6,1.59333,5.31501,129.919,7.57546,2.33481,0.0184184,0.24727,0.0335699,0.724057,0.707019,5.99176,0.548631,
18,32.4032,183.31,197.37,0.176767,27.3273,33.7949,1.7891,0.526077,2.06945,43.2763,3.76066,27.5625,43.2041,8.26936,26.7678,1.48514,0.0774295,1.58913,99.2499,1.43492,4.03118,98.2774,7.30974,2.22701,0.0041233,0.338045,0.0280433,0.198392,0.712794,16.362,0.0601461,
19,32.4032,182.887,197.399,0.177176,27.2781,33.829,1.75465,0.526309,2.05054,43.1228,3.73501,27.5405,43.0502,8.08588,24.8945,1.44243,0.0774737,1.58423,97.8027,1.41642,4.02128,95.7787,7.30974,2.22701,0.0041233,0.338045,0.0280433,0.198392,0.712794,16.362,0.0601461,
20,32.4032,183.136,197.404,0.176936,27.265,33.9108,1.7564,0.526245,2.06468,43.2024,3.73231,27.5481,43.1299,8.08691,24.9275,1.44197,0.0774711,1.60162,97.7753,1.41774,4.01966,95.7544,7.30974,2.22701,0.0041233,0.338045,0.0280433,0.198392,0.712794,16.362,0.0601461,
21,32.4032,168.109,214.014,0.192751,26.3876,32.3381,1.68985,0.531709,1.86505,37.044,3.86204,27.4262,36.9648,7.54276,31.8704,1.50603,0.154164,1.485,104.804,1.25329,4.7206,103.182,6.4448,2.55542,0.039536,0.335792,0.0363889,0.374766,0.940388,8.00129,0.27492,
22,32.4032,167.684,214.115,0.19324,26.0958,32.6188,1.65027,0.523373,1.76812,36.9567,3.80521,27.3892,36.8764,7.5145,31.7103,1.48441,0.0316132,1.1989,104.732,1.22562,4.7206,103.194,6.4448,2.55542,0.039536,0.335792,0.0362458,0.374766,0.940388,8.00129,0.27492,
23,32.4032,167.426,214.106,0.193538,26.0816,32.4371,1.65006,0.523264,1.77045,36.9176,3.81063,27.3977,36.8374,7.49244,31.5982,1.48393,0.0304608,1.19478,104.737,1.22065,4.71891,103.191,6.4448,2.55542,0.039536,0.335792,0.0362458,0.374766,0.940388,8.00129,0.27492,
24,32.4032,154.333,242.546,0.209957,25.5421,28.0994,1.52069,0.520542,1.88219,32.7444,3.91815,27.443,32.662,6.65208,30.5863,1.46033,0.0222516,1.65777,112.232,1.07974,3.04292,111.291,6.39028,3.00952,0.00961751,0.308048,0.0400349,0.0616107,0.779182,10.296,0.0334636,
25,32.4032,153.56,242.637,0.211014,25.4877,27.8659,1.47365,0.520531,1.87912,32.5343,3.90965,27.4402,32.4486,6.60327,30.2677,1.45404,0.022067,1.65654,112.197,1.06163,3.04035,111.15,6.39028,3.00952,0.00961751,0.308048,0.0400349,0.0616107,0.779182,10.296,0.0334636,
26,32.4032,127.924,163.367,0.253301,24.9116,21.4132,1.38927,0.529276,1.74132,23.23,4.07858,27.4204,23.2101,5.95481,18.3111,1.27259,0.105164,1.17166,76.0084,0.920265,2.81148,75.8499,5.16376,2.6651,0.00980493,0.249058,0.0525725,0.343185,1.91669,7.10498,0.174716,
27,32.4032,127.571,163.354,0.254001,24.8379,21.1921,1.37731,0.524859,1.73377,23.2187,4.07811,27.4099,23.1983,5.74958,16.8035,1.26141,0.0722169,1.15933,75.4798,0.903655,2.80462,75.3714,5.16376,2.6651,0.00980493,0.249058,0.0525725,0.343185,1.91669,7.10498,0.174716,
28,32.4032,130.386,175.742,0.248518,24.6987,21.2701,1.38492,0.52954,1.72734,24.698,4.05981,27.3419,24.6758,5.87121,17.0075,1.32498,0.107492,1.29496,81.1454,0.894622,2.94498,81.0533,5.16376,2.6651,0.00980493,0.249058,0.0525725,0.343185,1.91669,7.10498,0.174716,
29,32.4032,137.332,302.179,0.235949,24.6461,23.2364,1.43034,0.522259,1.72284,26.8883,4.16337,28.0187,26.7034,7.28415,40.541,1.6081,0.0961144,1.4211,134.773,0.80605,5.05818,133.003,6.82419,2.93063,0.0146395,0.257193,0.03447,0.402237,1.60934,13.9557,0.163769,
30,32.4032,146.746,356.396,0.220811,24.4572,23.1072,1.38901,0.516366,1.70771,31.8606,4.15658,27.9784,31.5731,7.35087,40.531,1.59526,0.0289323,1.47335,163.371,0.797698,5.04934,160.868,6.82419,2.93063,0.0146395,0.257193,0.03447,0.183511,1.60934,13.9557,0.123434,
31,32.4032,146.919,356.377,0.220552,24.4482,23.1458,1.38746,0.516378,1.70803,31.9365,4.15085,27.9764,31.6491,7.32988,40.5247,1.59575,0.0283264,1.47329,163.763,0.795829,5.04918,161.32,6.82419,2.93063,0.0146395,0.257193,0.03447,0.183511,1.60934,13.9557,0.123434,
32,32.4032,114.125,283.087,0.283927,23.6909,15.5428,1.19923,0.604005,1.65484,19.8378,4.38203,27.6754,19.538,6.32561,21.3075,1.33589,1.13511,1.51845,135.95,0.717558,3.43903,132.348,2.45291,2.68698,0.0115619,0.339613,0.0343551,0.214338,1.46464,13.5692,0.0698855,
33,32.4032,123.81,312.956,0.261718,23.754,17.7124,1.22468,0.602876,1.6687,23.472,4.35362,27.8521,23.1694,7.02678,32.7449,1.43896,1.1319,1.67134,144.3,0.679162,4.18585,141.483,2.45291,2.68698,0.0115619,0.32818,0.0343551,0.214338,1.46464,13.5692,0.0698855,
34,32.4032,123.78,312.961,0.26178,23.7758,17.6729,1.21908,0.602799,1.64858,23.4798,4.35115,27.853,23.1774,7.03399,32.684,1.43767,1.13191,1.6598,144.537,0.677548,4.18229,141.714,2.45291,2.68698,0.0115619,0.32818,0.0343551,0.214338,1.46464,13.5692,0.0698855,
35,32.4032,123.559,312.985,0.26225,23.7107,17.7006,1.2126,0.602754,1.64503,23.3938,4.34946,27.8539,23.0898,7.04286,32.6757,1.4404,1.13191,1.66056,144.545,0.677267,4.18252,141.73,2.45291,2.68698,0.0115619,0.32818,0.0343551,0.214338,1.46464,13.5692,0.0698855,
36,32.4032,123.24,313.016,0.262927,23.6418,17.6784,1.2255,0.602663,1.63419,23.2754,4.35318,27.8593,22.9698,7.11504,32.6923,1.44757,1.13192,1.66057,144.566,0.683838,4.18255,141.733,2.45291,2.68698,0.0115619,0.32818,0.0343551,0.214338,1.46464,13.5692,0.0698855,
37,32.4032,122.999,313.038,0.263444,23.5671,17.6118,1.23488,0.602622,1.62462,23.2214,4.35826,27.8614,22.9165,7.08439,32.692,1.44817,1.13192,1.65697,144.558,0.684258,4.18256,141.738,2.45291,2.68698,0.0115619,0.32818,0.0343551,0.214338,1.46464,13.5692,0.0698855,
38,32.4032,122.934,313.046,0.263582,23.5574,17.579,1.24597,0.602589,1.61786,23.2063,4.36008,27.8632,22.9018,7.08944,32.6969,1.45858,1.13192,1.657,144.56,0.684583,4.18251,141.738,2.45291,2.68698,0.0115619,0.32818,0.0343551,0.214338,1.46464,13.5692,0.0698855,
39,32.4032,96.0511,170.006,0.337354,22.089,13.4858,1.00846,0.581018,1.444,12.5819,4.53834,27.8172,12.5054,6.13293,28.9708,1.19174,1.10575,0.981958,74.028,0.55666,3.32059,73.6554,3.84676,2.76554,0.00588691,0.283051,0.0359354,0.211528,3.04125,9.06196,0.0884323,
40,32.4032,102.093,207.499,0.31739,21.8889,14.4577,1.00328,0.584462,1.42574,15.2139,4.50628,27.8897,15.123,6.46784,31.0303,1.21256,1.10785,0.999565,89.7999,0.532534,3.48806,89.6772,3.84676,2.76554,0.00588691,0.283051,0.0359354,0.211528,2.61778,9.06196,0.0884323,
41,32.4032,101.686,207.429,0.318658,21.8036,14.2552,0.992619,0.580231,1.41989,15.1753,4.49926,27.8761,15.0843,6.25388,30.7564,1.19985,1.10566,0.991828,89.9308,0.530407,3.48192,89.6463,3.84676,2.76554,0.00588691,0.283051,0.0359354,0.211528,2.61778,9.06196,0.0884323,
42,32.4032,100.089,211.071,0.323745,20.691,13.0963,0.964003,0.600315,1.52769,15.3694,4.60385,27.9746,15.2616,6.23761,29.2741,1.24129,0.949531,1.23792,94.9669,0.672013,3.42686,94.7371,5.47683,2.93557,0.00477618,0.257367,0.0300568,0.187678,1.85198,15.9482,0.0727903,
43,32.4032,99.4545,210.83,0.32581,20.6295,12.6504,0.942525,0.597959,1.49527,15.3456,4.59996,27.9548,15.2385,6.00056,28.2377,1.19403,0.948638,1.09872,94.9565,0.662325,3.41168,94.735,5.47683,2.93557,0.00477618,0.257367,0.0300568,0.187678,1.85198,15.9482,0.0727903,
44,32.4032,98.7013,210.914,0.328296,20.4065,12.5956,0.905435,0.598052,1.4857,15.1476,4.58371,27.9396,15.0392,6.03151,28.2533,1.18647,0.948628,1.10709,94.9817,0.662262,3.41276,94.7539,5.47683,2.93557,0.00477618,0.257367,0.0300568,0.187678,1.85198,15.9482,0.0727903,
45,32.4032,98.6404,210.923,0.328499,20.3891,12.6241,0.905414,0.598097,1.47682,15.1248,4.5753,27.9319,15.0148,6.0369,28.2518,1.18701,0.948624,1.10887,94.9815,0.659756,3.4129,94.7578,5.47683,2.93557,0.00477618,0.257367,0.0300568,0.187678,1.85198,15.9482,0.0727903,
46,32.4032,98.6628,210.921,0.328424,20.4068,12.6462,0.908122,0.598117,1.47348,15.1184,4.57331,27.9299,15.0085,6.03988,28.249,1.18677,0.948622,1.11002,94.9802,0.659908,3.413,94.7575,5.47683,2.93557,0.00477618,0.257367,0.0300568,0.187678,1.85198,15.9482,0.0727903,
47,32.4032,86.9051,165.902,0.372858,20.1232,8.89261,0.76926,0.516774,1.41066,11.1794,4.6727,28.2661,11.0744,6.00652,10.7619,0.989333,0.10459,1.06274,77.8864,0.600318,4.62769,77.6427,7.25882,2.90379,0.00709214,0.259497,0.042789,0.236149,3.55986,27.0505,0.0910438,
48,32.4032,86.2064,165.548,0.37588,20.0571,8.41962,0.74213,0.513231,1.36998,11.1479,4.66618,28.248,11.0424,5.9208,5.77376,0.863432,0.0242318,0.831898,77.8552,0.583477,4.6071,77.7442,7.25882,2.90379,0.00709214,0.259497,0.042789,0.236149,3.55986,27.0505,0.0910438,
49,32.4032,90.0098,181.748,0.359997,19.8322,8.4318,0.750533,0.512485,1.32311,13.1068,4.66115,28.3909,13.0009,6.13828,5.85253,1.02666,0.0265231,0.849098,85.0692,0.593199,5.26846,84.9737,7.25882,2.90379,0.00628595,0.259497,0.042789,0.236149,3.55986,27.0505,0.0910438,
50,32.4032,90.0572,181.746,0.359807,19.7464,8.45335,0.745157,0.512443,1.31912,13.1681,4.65768,28.3915,13.0634,6.15494,5.85905,1.02879,0.0265121,0.851939,85.2266,0.592371,5.26649,85.1321,7.25882,2.90379,0.00628595,0.259497,0.042789,0.236149,3.55986,27.0505,0.0910438,
51,32.4032,101.052,263.673,0.320658,19.8258,8.68194,0.775086,0.511838,1.35224,18.5529,4.64946,28.3535,18.3497,6.52575,7.04021,1.14623,0.0287458,1.03288,126.366,0.592463,5.30411,124.633,7.25882,2.90379,0.00628595,0.259497,0.042789,0.236149,3.55986,17.4988,0.0910438,
52,32.4032,84.7929,218.347,0.382146,18.1849,9.71166,0.66358,0.527015,1.31101,10.9769,4.69304,27.9116,10.8132,5.53955,29.2469,1.02797,0.236374,0.968746,96.9313,0.441434,3.32922,96.1236,6.01742,2.8907,0.00904935,0.253309,0.0320911,0.173518,2.21254,6.77082,0.158327,
53,32.4032,95.4997,294.548,0.339302,17.8512,10.2662,0.639104,0.527149,1.2603,16.3521,4.68913,27.8492,16.0653,5.34067,30.8289,1.06331,0.235893,0.995324,135.891,0.455587,3.39902,133.649,6.01742,2.8907,0.00361244,0.253309,0.0320911,0.173518,2.21254,6.77082,0.103061,
54,32.4032,95.4911,294.549,0.339333,17.8425,10.2781,0.640894,0.527152,1.25937,16.3474,4.68679,27.8483,16.0606,5.32835,30.8225,1.06289,0.235892,0.993957,135.783,0.454846,3.39842,133.816,6.01742,2.8907,0.00361244,0.253309,0.0320911,0.173518,2.21254,6.77082,0.103061,
55,32.4032,95.1339,294.585,0.340606,17.6884,10.2764,0.638872,0.527174,1.23215,16.2684,4.6782,27.8432,15.981,5.31679,30.8202,1.06281,0.235891,0.996286,135.797,0.450415,3.39836,133.826,6.01742,2.8907,0.00361244,0.253309,0.0320911,0.173518,2.21254,6.77082,0.103061,
56,32.4032,95.1593,294.583,0.340516,17.7189,10.2922,0.638569,0.527134,1.23094,16.2596,4.67644,27.8455,15.9701,5.34101,30.8173,1.06251,0.235893,0.994148,135.792,0.44943,3.39845,133.824,6.01742,2.8907,0.00361244,0.253309,0.0320911,0.173518,2.21254,6.77082,0.103061,
57,32.4032,95.1706,294.582,0.340475,17.7312,10.2902,0.637867,0.527128,1.22807,16.2617,4.67657,27.8456,15.9722,5.34099,30.8176,1.06243,0.235893,0.995312,135.791,0.449428,3.39844,133.824,6.01742,2.8907,0.00361244,0.253309,0.0320911,0.173518,2.21254,6.77082,0.103061,
58,32.4032,95.1527,294.584,0.340539,17.7251,10.287,0.635697,0.527119,1.22789,16.2582,4.6769,27.846,15.9688,5.34063,30.8181,1.06306,0.235894,0.995171,135.792,0.449459,3.39844,133.824,6.01742,2.8907,0.00276885,0.253309,0.0320911,0.173518,2.21254,6.77082,0.103061,
59,32.4032,91.2779,302.643,0.354995,16.5333,8.45446,0.572917,0.515477,1.14097,15.8973,4.73165,27.9031,15.5287,5.37937,26.2971,0.864847,0.0246123,1.07142,143.277,0.443124,3.28475,140.294,3.20927,2.98765,0.00344575,0.286054,0.0318905,0.155401,3.28475,13.3954,0.0585403,
60,32.4032,107.196,364.297,0.302281,16.5428,8.86464,0.649706,0.515706,1.26118,23.5857,4.7354,27.943,23.0976,6.39767,26.5885,1.19241,0.0264628,1.69222,173.387,0.497966,4.06409,170.259,3.20927,2.98765,0.00344575,0.286054,0.0318905,0.155401,3.28475,13.3954,0.0585403,
61,32.4032,107.286,364.286,0.302027,16.562,8.87678,0.649192,0.515703,1.24498,23.6256,4.73206,27.9411,23.1383,6.41539,26.5837,1.18932,0.0264637,1.68853,173.924,0.49796,4.06401,170.353,3.20927,2.98765,0.00344575,0.286054,0.0318905,0.155401,3.28475,13.3954,0.0585403,
62,32.4032,107.263,364.289,0.302093,16.555,8.87869,0.647966,0.515702,1.23967,23.6202,4.73223,27.9405,23.1326,6.41276,26.5835,1.18929,0.0264637,1.68874,173.925,0.497741,4.06405,170.358,3.20927,2.98765,0.00344575,0.286054,0.0318905,0.155401,3.28475,13.3954,0.0585403,
63,32.4032,67.1815,124.868,0.482324,14.5453,6.05066,0.480555,0.516029,1.01601,6.06499,4.76048,27.8148,5.93268,4.93102,10.5399,0.630775,0.0340956,0.636899,58.1267,0.431584,2.7724,56.7497,2.39102,2.64893,0.00298946,0.284829,0.0274351,0.334968,4.35903,2.7747,0.114184,
64,32.4032,66.4864,124.913,0.487366,14.2859,5.90143,0.4756,0.515893,0.981962,5.94174,4.76548,27.814,5.80439,4.49702,10.1669,0.615036,0.0341017,0.595475,55.4115,0.429417,2.76953,55.3911,2.39102,2.64769,0.00298946,0.284829,0.0274351,0.334968,4.35903,2.7747,0.114184,
65,32.4032,73.2399,170.344,0.442426,14.3147,5.98128,0.496008,0.515088,1.02411,9.17896,4.76712,27.9259,9.03669,4.60281,10.1772,0.704458,0.0369318,0.822539,78.7042,0.446233,3.39927,78.3921,2.39102,2.64769,0.00298946,0.270293,0.0274351,0.334968,4.35903,2.7747,0.114184,
66,32.4032,76.4258,178.811,0.423983,14.4188,6.66242,0.523188,0.518106,1.05644,10.3889,4.77024,27.8408,10.247,4.87543,15.6274,0.849664,0.0640717,1.02982,81.1875,0.44911,3.70658,81.1295,2.39102,2.64769,0.00298946,0.270293,0.0274351,0.334968,4.35903,2.17103,0.114184,
67,32.4032,83.5275,295.796,0.387935,12.9859,6.18494,0.486878,0.514512,0.938246,15.1228,4.78004,27.7727,14.7414,4.74421,14.5912,0.888696,0.014797,0.494678,142.033,0.391851,1.61999,139.165,3.52639,2.53978,0.00580623,0.314287,0.0558946,0.263969,2.69895,14.3613,0.0834345,
68,32.4032,94.3161,352.485,0.34356,12.9498,6.53676,0.502303,0.514029,0.907213,20.4316,4.78947,27.7459,19.939,5.27804,15.7481,1.10211,0.0162324,0.47715,169.337,0.482793,1.66553,165.838,3.52639,2.53978,0.00580623,0.314287,0.044006,0.263969,2.69895,14.3613,0.0834345,
69,32.4032,94.2929,352.488,0.343645,12.926,6.54177,0.503277,0.514031,0.907789,20.429,4.78906,27.7457,19.9362,5.2831,15.7436,1.10188,0.0162256,0.477101,169.252,0.482706,1.66531,165.971,3.52639,2.53978,0.00580623,0.314287,0.044006,0.263969,2.69895,14.3613,0.0834345,
70,32.4032,94.1551,352.504,0.344147,12.8375,6.54245,0.496988,0.514042,0.898269,20.413,4.78866,27.7441,19.9201,5.31018,15.7439,1.10305,0.0162258,0.480427,169.254,0.482679,1.66524,165.974,3.52639,2.53978,0.00580623,0.314287,0.044006,0.263969,2.69895,14.3613,0.0834345,
71,32.4032,94.1684,352.502,0.344099,12.8461,6.54244,0.497763,0.514043,0.89583,20.4162,4.78868,27.7438,19.9235,5.30865,15.7439,1.10287,0.0162258,0.481379,169.254,0.482685,1.66522,165.972,3.52639,2.53978,0.00580623,0.314287,0.044006,0.263969,2.69895,14.3613,0.0834345,
72,32.4032,71.5003,183.792,0.45319,11.7246,7.99312,0.460875,0.571549,1.00216,8.65237,4.79593,27.8256,8.47401,5.64508,31.6171,0.968238,1.00356,1.08205,74.7669,0.298995,1.59578,74.44,2.02064,2.90977,0.00306911,0.303174,0.044639,0.0596259,2.55313,18.4671,0.0548865,
73,32.4032,71.4839,183.793,0.453294,11.7002,7.99096,0.464173,0.571546,1.00065,8.65682,4.79494,27.8253,8.47927,5.5292,31.5841,0.968918,1.00191,1.07647,74.1873,0.298314,1.59369,73.9081,2.02064,2.90977,0.00306911,0.303174,0.044639,0.0596259,2.55313,18.4671,0.0548865,
74,32.4032,71.0902,183.834,0.455804,11.4591,7.96457,0.455684,0.5715,0.961168,8.62175,4.79036,27.822,8.44409,5.51889,31.5868,0.973296,1.00191,1.08168,74.1926,0.29636,1.5938,73.9146,2.02064,2.90977,0.00306911,0.303174,0.0343108,0.0596259,2.55313,18.4671,0.0548865,
75,32.4032,71.077,183.835,0.455889,11.4702,7.95596,0.453723,0.571486,0.958775,8.61619,4.79102,27.8226,8.43711,5.50977,31.5879,0.972612,1.00191,1.08161,74.1914,0.296372,1.5938,73.9131,2.02064,2.90977,0.00306911,0.303174,0.0343108,0.0596259,2.55313,18.4671,0.0548865,
76,32.4032,71.0554,183.837,0.456027,11.4597,7.9555,0.452371,0.571483,0.958196,8.61151,4.79173,27.8226,8.4324,5.50654,31.5879,0.972736,1.00191,1.08189,74.1918,0.296872,1.59379,73.9129,2.02064,2.90977,0.00306911,0.303174,0.0343108,0.0596259,2.55313,18.4671,0.0548865,
77,32.4032,72.8165,200.832,0.444998,10.5823,5.50905,0.465359,0.539105,0.819032,11.0153,4.89935,28.1484,10.8387,6.71762,14.4789,1.07366,0.472925,0.590389,91.9437,0.700651,4.06563,91.6747,1.79286,2.88582,0.000985634,0.253844,0.0365602,0.275693,4.55053,19.1249,0.0836567,
78,32.4032,83.7193,281.222,0.387046,10.1725,5.99101,0.455736,0.539124,0.803465,16.5238,4.9003,28.1034,16.23,6.69978,16.5615,1.09311,0.471846,0.59655,131.884,0.694401,4.12347,130.528,1.79286,2.88582,0.000985634,0.253844,0.0365602,0.275693,4.55053,14.961,0.0836567,
79,32.4032,83.6795,281.226,0.38723,10.1375,6.00135,0.455198,0.539104,0.796346,16.5213,4.89902,28.1027,16.2271,6.69135,16.5534,1.09413,0.471847,0.593589,132.302,0.694728,4.1233,130.771,1.79286,2.88582,0.000985634,0.253844,0.0365602,0.275693,4.55053,14.961,0.0836567,
80,32.4032,83.6803,281.226,0.387226,10.1381,5.99794,0.455546,0.539093,0.792076,16.5246,4.8992,28.1028,16.231,6.69108,16.5538,1.09406,0.471847,0.594084,132.302,0.694552,4.12329,130.77,1.79286,2.88582,0.000985634,0.253844,0.0365602,0.275693,4.55053,14.961,0.0836567,
