Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.ackerman_angle,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
341,0.121903,34.6442,5.54066,0.6967,14.8476,3.21416,0.0947348,0.128302,0,45.9693,2.72773,2.07051,0.148417,31.7084,6.77533,
342,0.0612076,34.6714,5.54522,0.922937,15.0051,3.14153,0.107203,0.13396,0,45.9693,2.6539,1.94089,0.115226,31.6631,6.7572,
343,0.174502,34.6761,5.55249,0.661469,15.1973,3.19535,0.116472,0.0751137,0,45.9974,2.70821,1.81459,0.153225,31.584,6.78195,
344,0.123534,34.646,5.54058,0.78392,14.9567,3.14837,0.170067,0.0930779,0,46.025,2.66089,1.9868,0.151236,31.7115,6.69104,
345,0.0699026,34.638,5.54083,0.649974,14.8883,3.22813,0.144193,0.0922824,0,46.1879,2.74187,2.05286,0.12013,31.705,6.62947,
346,0.0905263,34.661,5.54488,0.781004,14.925,3.15647,0.276788,0.0567547,0,45.8547,2.66934,2.01633,0.0847576,31.6628,6.90868,
347,0.0647104,34.6515,5.54086,0.749124,14.9464,3.16038,0.207152,0.0988482,0,46.0063,2.67305,2.00073,0.122297,31.709,6.75877,
348,0.113187,34.6668,5.54719,0.655485,15.0141,3.2221,0.188196,0.155482,0,45.8889,2.7352,1.94681,0.101416,31.6388,6.8155,
349,0.0552903,34.657,5.54321,0.807076,14.9517,3.14464,0.167014,0.0487868,0,46.2075,2.65715,1.99652,0.134543,31.6822,6.63694,
350,0.0357954,34.7112,5.55138,0.994896,15.1461,3.09409,0.134656,0.134433,0,46.0022,2.60523,1.83754,0.0899588,31.6048,6.7474,
351,0.0692273,34.6385,5.53778,0.85874,14.846,3.12825,0.111599,0.0939119,0,46.179,2.64009,2.09553,0.112281,31.7418,6.63746,
352,0.0427003,34.6755,5.55015,0.651209,15.159,3.31376,0.0972168,0.1202,0,45.9687,2.8285,1.82873,0.0390171,31.6098,6.80606,
353,0.0110263,34.6533,5.54224,0.758439,14.9579,3.16723,0.160279,0.173507,0,46.2532,2.67999,1.99679,0.0285569,31.6927,6.61555,
354,0.0668706,34.6698,5.54606,0.774363,15.02,3.16451,0.128112,0.124872,0,46.2219,2.67676,1.93018,0.121149,31.6533,6.59299,
355,0.00979285,34.6768,5.54946,0.703256,15.1764,3.18551,0.156189,0.100338,0,46.2711,2.69802,1.82356,0.0407096,31.6181,6.68208,
356,0.0723879,34.6365,5.54203,0.859232,15.0047,3.12714,0.136546,0.0529027,0,46.0941,2.63901,1.95618,0.130779,31.6922,6.74838,
357,0.0916854,34.6522,5.54771,0.730472,15.0806,3.17759,0.20169,0.0394895,0,46.2421,2.69052,1.88754,0.122212,31.6305,6.59792,
358,0.083951,34.6835,5.55358,0.653984,15.2538,3.25212,0.15755,0.102718,0,46.0141,2.76296,1.77262,0.103578,31.5751,6.72272,
359,0.0314681,34.6961,5.55092,0.769536,15.1158,3.15331,0.140434,0.207478,0,45.931,2.66519,1.86898,0.081513,31.6056,6.87508,
360,0.0409504,34.6705,5.54953,0.690386,15.1542,3.17969,0.177061,0.234179,0,46.066,2.69229,1.83991,0.0843976,31.6156,6.698,
361,0.164256,34.6629,5.54957,0.713971,15.1269,3.17412,0.129743,0.127903,0,46.0104,2.68669,1.86109,0.148165,31.6123,6.72482,
362,0.147835,34.6646,5.54547,0.656353,15.0164,3.23017,0.183361,0.0349037,0,45.9766,2.74362,1.94243,0.132212,31.6581,6.76091,
363,0.128878,34.6677,5.5492,0.692656,15.1372,3.1839,0.161278,0.152572,0,45.9752,2.69659,1.86076,0.121191,31.6177,6.74853,
364,0.0662011,34.6367,5.54217,0.68432,14.8877,3.20016,0.241315,0.110815,0,45.8104,2.71291,2.06663,0.102958,31.6884,6.94284,
365,0.0672955,34.6661,5.54655,0.667237,15.0431,3.21186,0.289277,0.0732019,0,46.0415,2.72517,1.91752,0.103712,31.647,6.69409,
366,0.061449,34.6425,5.54706,0.720974,15.0414,3.18099,0.144591,0.172203,0,45.9083,2.69418,1.90894,0.126206,31.6353,6.90969,
367,0.0354162,34.6641,5.54813,0.676805,15.1081,3.20242,0.182639,0.231208,0,46.0164,2.71543,1.8757,0.07309,31.629,6.73572,
368,0.0522335,34.6813,5.54915,0.675637,15.1963,3.2048,0.127344,0.0930714,0,46.229,2.7168,1.81151,0.0945184,31.6229,6.64045,
369,0.0481301,34.6675,5.54884,0.633224,15.1195,3.23468,0.114163,0.300609,0,46.0764,2.74837,1.85901,0.0683824,31.622,6.65424,
370,0.0878919,34.6609,5.5481,0.677275,15.1454,3.18451,0.190288,0.120167,0,46.0876,2.69717,1.85361,0.123755,31.6292,6.68915,
371,0.0461395,34.6913,5.55157,1.01068,15.2856,3.08552,0.190653,0.0589995,0,45.8635,2.59651,1.7472,0.0494317,31.5995,6.91853,
372,0.0944768,34.665,5.54774,0.771146,15.1324,3.15208,0.190176,0.073221,0,46.1699,2.66462,1.83962,0.113519,31.6343,6.64723,
373,0.141081,34.6396,5.54187,0.836482,14.9059,3.13671,0.1555,0.0427554,0,45.942,2.64876,2.04449,0.16606,31.6933,6.80173,
374,0.102534,34.6876,5.54699,0.884748,15.0598,3.10902,0.12518,0.135191,0,46.0969,2.62076,1.9055,0.135349,31.647,6.63999,
375,0.089759,34.6342,5.5435,0.642084,14.9858,3.22059,0.135647,0.0446279,0,46.1701,2.73343,1.98307,0.108846,31.6732,6.73315,
376,0.0738565,34.6452,5.54023,0.623422,14.8827,3.29972,0.115524,0.126844,0,45.8453,2.81438,2.05342,0.0642518,31.7137,6.90045,
377,0.0515712,34.6997,5.55364,0.657692,15.2267,3.20343,0.157241,0.0386957,0,46.0555,2.7163,1.78589,0.11279,31.5782,6.86213,
378,0.104096,34.6333,5.54073,0.783404,14.9545,3.16239,0.120979,0.0988943,0,46.0391,2.67448,1.9917,0.186953,31.7066,6.70254,
379,0.106003,34.6883,5.55176,0.774948,15.1307,3.1473,0.155082,0.201962,0,45.9004,2.65966,1.8547,0.0956931,31.5944,6.83887,
380,0.104871,34.6261,5.53787,0.774793,14.8525,3.13575,0.135001,0.136831,0,46.0477,2.64767,2.11864,0.135211,31.7372,6.71086,
381,0.126428,34.6354,5.54039,0.721711,14.9081,3.19337,0.131711,0.0978483,0,45.9013,2.70583,2.04052,0.155078,31.7102,6.83343,
382,0.0742619,34.6629,5.54988,0.767555,15.1276,3.17596,0.116137,0.118893,0,45.9656,2.68848,1.84959,0.161484,31.6096,6.83378,
383,0.0611101,34.686,5.55264,0.766801,15.1626,3.1476,0.188879,0.150555,0,46.1094,2.65992,1.83111,0.10749,31.5849,6.69318,
384,0.108136,34.6835,5.55293,0.863693,15.1626,3.11713,0.159731,0.0370241,0,46.2135,2.62901,1.82492,0.113293,31.581,6.65595,
385,0.101372,34.6596,5.54583,0.749746,15.0327,3.16687,0.12003,0.175841,0,45.9315,2.67929,1.93411,0.155959,31.6535,6.79621,
386,0.0718694,34.6571,5.54299,0.678912,14.8976,3.20101,0.133026,0.146347,0,45.8694,2.71456,2.04143,0.118332,31.684,6.94663,
387,0.0476809,34.6491,5.54412,0.708328,15.0198,3.18959,0.0766273,0.18641,0,46.2535,2.7019,1.94715,0.0598323,31.6704,6.64868,
388,0.103605,34.6276,5.53965,0.794201,14.9263,3.14997,0.127629,0.0551393,0,46.0541,2.66256,2.01533,0.218757,31.7177,6.71082,
389,0.0992463,34.6588,5.54527,0.663443,15.0155,3.22105,0.166178,0.138182,0,45.9814,2.73395,1.94648,0.132427,31.6591,6.74301,
390,0.00889354,34.6624,5.54628,0.710457,15.0675,3.17544,0.247878,0.0848697,0,46.2965,2.68825,1.89945,0.0398868,31.6494,6.6276,
391,0.0473157,34.6768,5.55144,0.690884,15.1916,3.18447,0.2726,0.138497,0,46.0709,2.69734,1.80612,0.0819751,31.5963,6.69918,
392,0.0969401,34.6378,5.54358,0.647625,15.0039,3.21812,0.194546,0.160475,0,46.0145,2.73166,1.95219,0.0921717,31.6737,6.73827,
393,0.0295195,34.6236,5.53666,0.873615,14.8741,3.12749,0.240832,0.0782686,0,46.0585,2.63973,2.06427,0.0683598,31.7526,6.73827,
394,0.132157,34.6617,5.54424,0.68949,15.0201,3.20742,0.113253,0.0661895,0,45.9102,2.72056,1.94331,0.169878,31.6725,6.85494,
395,0.132452,34.6676,5.54544,0.716239,14.9955,3.17924,0.12833,0.123332,0,46.0912,2.69225,1.96035,0.118943,31.6589,6.69654,
396,0.127811,34.6298,5.54011,0.634993,14.9155,3.24572,0.118382,0.114954,0,46.0012,2.75912,2.03247,0.169424,31.7124,6.70532,
397,0.0798007,34.6386,5.54166,0.799652,14.8993,3.17745,0.121398,0.140473,0,46.0401,2.68939,2.05617,0.143541,31.6952,6.68516,
398,0.05696,34.6591,5.5386,0.755513,14.8245,3.16204,0.121013,0.185974,0,46.0749,2.67453,2.12237,0.116404,31.7358,6.68088,
399,0.177597,34.6814,5.55026,0.675804,14.9751,3.21417,0.140152,0.0683318,0,45.9921,2.72731,1.98581,0.178269,31.6066,6.73616,
400,0.0863516,34.6834,5.55153,0.942826,15.1633,3.08986,0.111179,0.229036,0,46.071,2.60114,1.8342,0.0826688,31.5961,6.66648,
401,0.0512435,34.6886,5.5498,0.672423,15.1192,3.23583,0.158758,0.100614,0,46.1753,2.74963,1.85006,0.125448,31.6167,6.61559,
402,0.017804,34.6647,5.54642,0.644906,15.0641,3.23486,0.216979,0.203615,0,46.1438,2.74853,1.91065,0.05262,31.6481,6.61257,
403,0.0437228,34.6739,5.55261,0.77546,15.1724,3.15297,0.221501,0.199512,0,46.1902,2.66558,1.8103,0.0707234,31.5826,6.59863,
404,0.130313,34.6773,5.55267,0.804155,15.1644,3.14254,0.201955,0.0787702,0,46.0574,2.65465,1.83012,0.122056,31.5821,6.7115,
405,0.161921,34.6581,5.54848,0.677177,15.1277,3.19801,0.103851,0.0877119,0,46.0546,2.71066,1.85616,0.18669,31.6244,6.71455,
406,0.0664743,34.6591,5.54379,0.690234,14.9187,3.2003,0.212651,0.147398,0,45.9753,2.71355,2.02769,0.121845,31.6752,6.7579,
407,0.0443168,34.6639,5.54762,0.734862,14.973,3.23596,0.229777,0.10417,0,45.8503,2.74962,1.98078,0.0504221,31.6327,6.91278,
408,0.122196,34.6531,5.54449,0.757483,15.0324,3.16551,0.131924,0.1435,0,45.777,2.67771,1.93077,0.152358,31.6671,6.95482,
409,0.0605203,34.6761,5.54606,0.82565,15.0249,3.15868,0.123153,0.165903,0,45.8851,2.67083,1.93468,0.093886,31.6547,6.89017,
410,0.111585,34.6737,5.54592,0.724686,15.0227,3.19564,0.154199,0.121857,0,46.0487,2.70831,1.93282,0.137247,31.6559,6.67706,
411,0.0736477,34.6345,5.54203,0.772849,14.9573,3.17392,0.168544,0.118544,0,45.8518,2.68603,1.98457,0.164435,31.691,6.89132,
412,0.0262635,34.6726,5.54953,0.749197,15.0336,3.16217,0.335654,0.107388,0,46.1772,2.67457,1.94492,0.039777,31.6138,6.62405,
413,0.051159,34.6602,5.5434,0.856595,15.0314,3.12854,0.116922,0.141991,0,46.151,2.63999,1.93241,0.105088,31.6821,6.67026,
414,0.0952534,34.6644,5.54477,0.854734,15.0314,3.13898,0.118571,0.0614499,0,45.751,2.65119,1.92236,0.146419,31.6673,7.06337,
415,0.0644844,34.6793,5.55008,0.648481,15.1666,3.22539,0.140375,0.128793,0,46.0606,2.73907,1.81454,0.0951235,31.6121,6.78666,
416,0.105994,34.6334,5.54192,0.795441,14.9861,3.14814,0.141363,0.20352,0,45.907,2.66054,1.97169,0.0871513,31.692,6.83835,
417,0.142591,34.6465,5.54276,0.72565,14.9229,3.19903,0.12021,0.0503275,0,45.7946,2.71237,2.0126,0.176728,31.6849,6.98146,
418,0.180285,34.6659,5.54762,0.702439,15.0791,3.20235,0.125767,0.0262928,0,46.0523,2.71551,1.88154,0.166997,31.6347,6.73211,
419,0.0708151,34.6524,5.54416,0.817527,14.9983,3.15135,0.147265,0.147939,0,46.0392,2.66375,1.95409,0.100096,31.6708,6.75527,
420,0.0426487,34.7076,5.55507,0.637687,15.2693,3.21753,0.153337,0.209003,0,45.8126,2.73043,1.76001,0.105028,31.5652,6.94801,
421,0.0821482,34.7013,5.56358,0.65927,15.1106,3.20361,0.36147,0.079311,0,46.1218,2.71686,1.89132,0.122641,31.4737,6.6261,
422,0.0218689,34.6901,5.54644,0.642426,15.1,3.27899,0.157042,0.0716398,0,45.9938,2.79199,1.86705,0.0547901,31.6551,6.84287,
423,0.0957995,34.6872,5.54936,0.817068,15.0961,3.15275,0.235609,0.100664,0,46.0093,2.66524,1.87524,0.111867,31.6205,6.69764,
424,0.135885,34.6521,5.54563,0.674561,15.0596,3.19408,0.139342,0.177411,0,45.9332,2.70723,1.90567,0.162872,31.6547,6.77266,
425,0.158425,34.6351,5.53954,0.63528,14.8902,3.23091,0.105122,0.0369255,0,46.1003,2.74481,2.04996,0.183329,31.7204,6.68485,
426,0.0125625,34.6556,5.54347,0.779118,15.0002,3.16057,0.313012,0.165582,0,45.8321,2.673,1.95216,0.0436277,31.6796,6.90464,
427,0.108927,34.6488,5.54284,0.629941,14.9272,3.31191,0.129209,0.0148946,0,45.9834,2.82602,2.02192,0.134492,31.6843,6.75149,
428,0.0680366,34.6596,5.54792,0.62759,15.0886,3.23989,0.171876,0.148382,0,46.1032,2.75368,1.88585,0.141901,31.6303,6.64873,
429,0.1142,34.6576,5.54473,0.817687,15.0403,3.1433,0.270972,0.0489417,0,46.0967,2.65546,1.91961,0.0941763,31.6656,6.64699,
430,0.0891175,34.6466,5.5474,0.692522,15.0397,3.20513,0.111149,0.160147,0,45.7811,2.71828,1.9169,0.179667,31.6325,6.99649,
431,0.0650286,34.6594,5.53944,0.74508,14.9501,3.16988,0.165125,0.173273,0,46.1068,2.68212,1.99881,0.0963292,31.7283,6.63735,
432,0.185029,34.6874,5.55178,0.640617,15.0711,3.22096,0.133319,0.063966,0,46.1243,2.73452,1.90487,0.176532,31.5927,6.63064,
433,0.0874521,34.6798,5.54868,0.781216,15.0755,3.16382,0.258196,0.103668,0,45.8397,2.67647,1.89478,0.0749509,31.626,6.90764,
434,0.0272816,34.6561,5.54574,0.683044,15.0404,3.19512,0.152291,0.240392,0,45.8112,2.70752,1.93055,0.0351164,31.6534,7.03976,
435,0.0284836,34.6397,5.54376,0.822043,14.9868,3.15144,0.271504,0.169184,0,45.7476,2.66419,1.9479,0.0735523,31.6724,6.9996,
436,0.0364503,34.6735,5.54525,0.64282,15.0503,3.22295,0.218318,0.146578,0,46.1126,2.7364,1.9226,0.0779028,31.6637,6.66967,
437,0.0750642,34.66,5.54693,0.98822,15.0029,3.09303,0.21409,0.0691896,0,46.0865,2.60434,1.95581,0.0597571,31.6399,6.72336,
438,0.0582068,34.6408,5.54661,0.690562,15.1258,3.18614,0.113103,0.0631752,0,46.4301,2.69887,1.85516,0.0549035,31.6412,6.61478,
439,0.127034,34.6211,5.53939,0.742958,14.9196,3.17377,0.187341,0.0598889,0,45.8752,2.68614,2.02461,0.160961,31.7193,6.88318,
440,0.0720057,34.65,5.54491,0.90124,14.9441,3.10965,0.229391,0.094893,0,45.9078,2.62132,2.01969,0.111493,31.6601,6.85435,
441,0.0944425,34.6725,5.54736,0.782772,15.0337,3.1498,0.147435,0.0502847,0,45.7295,2.66204,1.92849,0.120071,31.6386,7.16409,
442,0.150303,34.6812,5.54385,0.776001,15.0197,3.14904,0.148609,0.0206152,0,45.9406,2.66148,1.93536,0.210535,31.6821,6.80175,
443,0.0465168,34.6674,5.5471,0.733353,15.1159,3.17502,0.186757,0.098386,0,45.791,2.68714,1.86457,0.111211,31.6419,7.05523,
444,0.0886133,34.6349,5.5411,0.789592,14.96,3.15826,0.196792,0.118966,0,45.8244,2.67045,1.98855,0.130781,31.7025,6.9173,
445,0.07107,34.6472,5.54505,0.677821,15.0073,3.20626,0.130904,0.170101,0,45.9131,2.7195,1.95043,0.171337,31.659,6.85307,
446,0.130215,34.6302,5.53982,0.787837,14.8918,3.14748,0.128931,0.130868,0,45.9387,2.65943,2.061,0.156468,31.7155,6.80432,
447,0.106734,34.6596,5.54098,0.746394,14.9836,3.16064,0.123152,0.0330932,0,45.8387,2.67326,1.96904,0.180037,31.7103,6.99722,
448,0.047057,34.6471,5.54173,0.770714,14.9219,3.16415,0.300974,0.0778408,0,46.0102,2.67645,2.02673,0.110192,31.6969,6.731,
449,0.0523296,34.6425,5.54412,0.665843,15.0159,3.20197,0.199903,0.0818337,0,46.2757,2.71521,1.94655,0.101017,31.6689,6.61167,
450,0.106099,34.6365,5.54437,0.777897,15.0991,3.15411,0.232063,0.116957,0,46.0041,2.66636,1.87891,0.12833,31.6657,6.71346,
451,0.0801852,34.6543,5.54651,0.837843,15.0073,3.12628,0.242768,0.0413691,0,46.0055,2.63845,1.95035,0.188241,31.6438,6.76137,
452,0.0548394,34.669,5.55198,0.656135,15.0921,3.19741,0.193448,0.124922,0,45.8443,2.71019,1.91329,0.10408,31.5864,7.02646,
453,0.0470464,34.661,5.55014,0.793186,15.1193,3.14823,0.154074,0.209123,0,45.7827,2.66064,1.85258,0.110818,31.606,7.02998,
454,0.0932133,34.6924,5.55124,0.654341,15.4406,3.22044,0.0985783,0.102188,0,46.0786,2.73313,1.65815,0.111372,31.6053,6.68577,
455,0.148456,34.6684,5.54689,0.756774,15.0683,3.17099,0.151084,0.117696,0,46.0307,2.68314,1.89194,0.150672,31.6436,6.69837,
456,0.09342,34.679,5.55024,0.73129,15.1273,3.17263,0.181478,0.120469,0,46.1604,2.68549,1.84786,0.103001,31.6092,6.6653,
457,0.144455,34.6679,5.54566,0.795119,15.0036,3.148,0.132112,0.0377172,0,46.1238,2.66044,1.95035,0.174807,31.6573,6.68661,
458,0.0615217,34.6544,5.54409,0.851045,15.0102,3.13105,0.182948,0.17565,0,45.9692,2.64299,1.95261,0.0868825,31.6718,6.79352,
459,0.150561,34.6744,5.55031,0.705734,15.2597,3.16343,0.190443,0.0720322,0,46.0416,2.67509,1.77435,0.173798,31.6086,6.68812,
460,0.150158,34.6666,5.54839,0.62969,15.1279,3.22322,0.136849,0.101154,0,45.9834,2.73641,1.86806,0.19162,31.6272,6.73808,
461,0.0486801,34.6674,5.5445,0.689363,14.9585,3.18401,0.233636,0.187161,0,46.0355,2.69648,2.01323,0.102377,31.669,6.69894,
462,0.054572,34.6768,5.54745,0.79025,14.9838,3.15491,0.2492,0.155383,0,45.8774,2.66766,1.96738,0.104043,31.6382,6.86198,
463,0.145117,34.6514,5.5437,0.689398,14.9387,3.19618,0.193503,0.0340416,0,45.9078,2.70909,2.01528,0.170474,31.6749,6.85966,
464,0.0384365,34.658,5.5477,0.92347,15.0733,3.12068,0.201153,0.178113,0,45.8944,2.63249,1.90997,0.0823474,31.6319,6.83799,
465,0.084608,34.6816,5.54642,0.814217,15.0892,3.16001,0.159046,0.0704353,0,46.082,2.67235,1.88411,0.146195,31.653,6.6877,
466,0.0958601,34.6671,5.54231,0.771885,15.0071,3.16935,0.187836,0.0927942,0,45.9829,2.68154,1.95233,0.133941,31.6965,6.74939,
467,0.113607,34.6545,5.54357,0.770067,15.0793,3.14522,0.157617,0.121757,0,45.809,2.65727,1.8969,0.139304,31.6796,6.96381,
468,0.111551,34.6871,5.54739,0.648968,15.025,3.2483,0.106702,0.075421,0,46.1772,2.75975,1.95098,0.114683,31.6413,6.63767,
469,0.0570984,34.6534,5.54204,0.842157,14.9466,3.1445,0.152685,0.0668899,0,46.2064,2.65679,1.9961,0.139194,31.6953,6.63284,
470,0.0588505,34.6488,5.5401,0.636302,14.8877,3.22991,0.225386,0.072994,0,46.0972,2.74379,2.05404,0.141432,31.7163,6.67917,
471,0.114333,34.6564,5.54755,0.834172,15.0561,3.15424,0.166251,0.14809,0,45.983,2.66612,1.90855,0.0967175,31.6328,6.7678,
472,0.102263,34.6796,5.54874,0.873205,15.0822,3.12677,0.160929,0.13121,0,46.1088,2.63751,1.9011,0.10556,31.6251,6.64951,
473,0.173683,34.6636,5.54763,0.656352,15.1414,3.19087,0.140047,0.0603337,0,45.7485,2.70351,1.86145,0.17002,31.6345,7.0409,
474,0.0412535,34.6633,5.54835,0.668801,15.1118,3.21325,0.265522,0.152235,0,45.9243,2.72463,1.88782,0.0741871,31.6262,6.83117,
475,0.147379,34.6276,5.54371,0.677947,15.0104,3.19021,0.186917,0.107234,0,46.0143,2.70305,1.96671,0.172185,31.6701,6.71512,
476,0.0952983,34.6468,5.54465,0.674348,15.0382,3.21781,0.211762,0.114989,0,45.9731,2.73103,1.91798,0.14445,31.6645,6.75834,
477,0.103092,34.6578,5.54525,0.798025,14.9169,3.1766,0.135931,0.0770549,0,45.9838,2.68726,2.05535,0.117211,31.6569,6.82296,
478,0.044099,34.6705,5.55007,0.808773,15.1959,3.14492,0.147253,0.19958,0,45.9365,2.65649,1.8039,0.0798563,31.6101,6.88611,
479,0.0577661,34.6137,5.53711,0.637396,14.8538,3.2312,0.135739,0.184003,0,46.1535,2.74509,2.08102,0.129642,31.7443,6.6304,
480,0.0568713,34.6412,5.53933,0.731322,14.8711,3.1689,0.318143,0.242357,0,46.1228,2.6818,2.07471,0.0838539,31.7236,6.64061,
481,0.0478107,34.6586,5.54332,0.649062,14.9408,3.23225,0.327152,0.322965,0,46.0159,2.74591,2.00556,0.0752077,31.6812,6.71768,
482,0.0675382,34.6477,5.54463,0.661609,14.9881,3.21734,0.13384,0.133448,0,45.8594,2.73077,1.96538,0.0781072,31.6635,6.89335,
483,2193.57,6.13476,14.6161,3.37633,40.9971,1.20842,183.983,220.534,0,1082.18,0.599224,4.38459,2197.64,1133.93,320.005,
484,2014.31,9.01399,17.8007,159.342,102.172,2.47588,184.831,22.8721,0,1083.97,1.05497,55.5536,2017.49,1375.91,343.39,
485,0.176482,34.6279,5.53698,0.710747,14.8717,3.17818,0.289486,0.159665,0,46.1781,2.69114,2.07387,0.213797,31.7499,6.69296,
486,0.260774,34.6451,5.54538,0.725032,14.9411,3.18403,0.150679,0.107502,0,45.893,2.69627,2.01925,0.239867,31.6526,6.8723,
487,0.0801111,34.6518,5.54265,0.635728,14.9883,3.2498,0.0805328,0.10284,0,45.979,2.76349,1.96696,0.107938,31.6884,6.77922,
488,0.161766,34.6267,5.53953,0.710434,14.9436,3.18961,0.182921,0.211907,0,46.1581,2.70264,2.00202,0.21671,31.7195,6.66341,
489,0.192979,34.6372,5.5388,0.760908,14.8255,3.17117,0.306992,0.191469,0,46.1852,2.68416,2.11046,0.222212,31.7289,6.63064,
490,0.0360807,34.624,5.54059,0.730331,14.9451,3.18413,0.139952,0.181088,0,45.9868,2.69708,2.0031,0.0629137,31.7053,6.76905,
491,0.0800571,34.6408,5.54271,0.884037,14.9342,3.13961,0.308642,0.285691,0,46.1253,2.65178,2.01346,0.115338,31.6837,6.67511,
492,0.0847116,34.6484,5.54077,0.764925,14.9225,3.16359,0.371201,0.339478,0,46.1014,2.67602,2.02196,0.13843,31.709,6.64402,
493,0.244461,34.662,5.54671,0.809862,15.0531,3.14514,0.154504,0.218234,0,46.1075,2.6575,1.90433,0.227884,31.6436,6.66684,
494,0.0703149,34.6654,5.54541,0.682634,15.003,3.21485,0.134654,0.177385,0,46.0535,2.72754,1.95466,0.0922263,31.659,6.70122,
495,0.385544,34.6821,5.55439,0.791952,15.2665,3.13064,0.167559,0.21316,0,46.161,2.64241,1.76161,0.366261,31.5653,6.65743,
496,1204.76,14.0166,6.50063,79.2621,365.409,2.95152,357.175,380.199,0,1980.4,2.38481,98.0597,1205.6,674.81,253.89,
497,2018.12,7.13173,19.02,286.434,65.0424,24.5577,219.726,64.9307,0,576.013,25.2241,30.8845,2019.33,1443.95,190.213,
498,0.131701,34.6698,5.54674,0.629895,15.0268,3.23008,0.123977,0.139987,0,45.8771,2.7436,1.9458,0.121795,31.6446,6.86349,
499,0.094863,34.6519,5.53992,0.679827,14.9224,3.23053,0.126351,0.0859358,0,46.0382,2.74397,2.01778,0.139397,31.7204,6.69235,
