Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
107,61.8708,428.444,753.859,0.144408,4.14133,46.6218,20.4498,43.3086,62.2668,125.732,125.924,1.44018,139.744,28.6558,25.6728,114.601,271.186,283.542,1.86799,1.71322,9.03781,32.1038,7.14371,6.1098,1.80583,
108,61.455,399.182,834.227,0.153952,3.97697,30.652,19.0505,41.2324,49.4478,129.564,125.259,1.34482,89.0087,27.5917,26.1126,108.598,317.31,317.68,2.43429,1.71322,9.03781,32.1038,7.14371,5.89652,1.80583,
109,61.455,643.748,1023.18,0.0954644,4.56233,50.0141,20.3651,42.0881,33.7099,249.693,243.315,2.08941,100.461,22.5898,20.9118,52.3093,412.458,452.211,3.19021,1.67745,9.03781,32.1038,7.14371,5.89652,1.78333,
110,61.455,616.327,991.685,0.0997117,4.31532,71.5556,19.2641,42.4091,60.557,212.364,205.862,2.05442,126.779,26.518,26.5901,106.756,406.568,411.58,2.1555,1.67745,8.32858,31.8216,7.14371,5.89652,1.78333,
111,61.455,375.036,807.84,0.163864,4.11866,24.873,20.8148,42.2988,43.2966,121.996,117.638,1.75106,83.1592,27.03,24.1699,92.1575,346.661,346.198,3.19021,1.67745,9.03322,32.0976,7.14371,2.00391,1.76533,
112,61.455,338.744,749.759,0.18142,3.78569,36.0743,17.76,40.7261,32.2482,107.43,100.72,1.23337,104.539,25.1896,23.0824,85.6805,299.928,297.979,2.90654,1.67745,7.80682,32.0976,7.14371,3.14188,1.78333,
113,61.455,434.436,868.842,0.141459,4.26306,57.1084,20.8259,44.8336,64.9589,124.917,117.528,1.94578,135.744,30.8039,30.1181,129.591,330.963,320.032,3.03587,1.14476,9.03322,32.0976,7.14371,5.89652,1.7803,
114,61.455,602.437,1036.54,0.102011,3.98122,32.9833,18.2196,39.532,123.109,193.956,190.657,1.59437,87.7366,19.6281,18.231,647.82,358.691,343.607,2.9148,1.67745,8.111,31.634,6.9904,5.89652,1.78333,
115,61.3763,333.92,765.156,0.183805,3.83874,27.3563,15.8793,37.9116,43.7779,104.994,100.163,1.76269,84.0103,17.4754,14.6379,133.553,289.074,301.336,2.01243,1.46023,8.0503,31.6116,7.14371,5.89652,1.78333,
116,61.3763,537.897,966.497,0.114104,4.47972,52.0326,20.7466,43.9493,51.1246,187.299,178.266,2.59452,126.458,26.1566,23.7629,103.376,373.026,383.12,2.22773,1.67745,9.01658,32.0913,7.14371,5.89652,1.75675,
117,61.3763,442.942,717.593,0.138565,3.99231,43.7865,19.1417,41.5781,47.551,144.59,142.303,2.10854,96.5584,24.7004,22.4305,96.62,282.232,284.921,2.60729,1.67745,9.01658,32.0913,7.14371,5.89652,1.75675,
118,61.3763,514.608,996.188,0.119268,3.9509,43.7612,22.2292,44.2219,61.6339,171.641,167.17,1.68876,108.671,30.259,29.2708,133.955,379.861,378.548,2.58687,1.67745,9.01658,32.0913,7.10093,5.89652,1.75675,
119,61.3763,432.846,860.354,0.141797,4.17587,45.7003,18.1215,41.0672,47.7914,140.322,135.667,2.14318,114.999,22.9568,21.2864,95.8997,348.314,347.615,2.52513,1.66204,2.07353,31.7849,7.19048,5.89652,1.75675,
120,61.3763,410.632,858.511,0.149468,4.03161,45.2333,24.0989,46.6546,47.6564,124.59,118.367,2.14975,104.36,35.3297,34.1084,99.6392,330.56,324.131,2.21788,1.66204,9.01658,32.0913,7.16897,4.25308,1.75631,
121,61.2966,382.406,791.671,0.160292,4.03779,35.3608,16.4182,39.4886,37.8168,128.536,120.749,2.04432,105.442,22.1733,22.6495,83.7202,320.819,309.555,3.02824,1.66204,9.00908,32.0876,7.16897,5.89652,1.75675,
122,61.1499,466.616,968.74,0.13105,3.7121,37.2293,20.9984,43.5542,45.7553,160.5,154.867,1.61101,96.3446,28.575,24.9103,108.535,384.302,387.997,2.17209,1.66204,7.61822,32.0876,7.16897,5.89652,1.75675,
123,61.1499,338.9,677.794,0.180437,3.90814,50.6108,16.2844,40.0189,58.9038,82.7555,86.4183,1.89225,163.957,19.9136,21.0504,129.33,247.377,235.488,2.84668,1.71585,8.99172,32.0815,7.16897,2.21076,1.56365,
124,60.9748,505.893,967.795,0.120529,3.80762,44.7785,21.6956,43.5586,42.1474,177.383,172.522,1.4791,106.858,28.388,25.6433,87.145,407.128,402.856,2.53061,1.71585,8.97462,32.0748,7.16897,2.7547,1.75617,
125,60.9748,547.628,976.858,0.111343,3.48228,43.896,25.0058,46.6956,54.4927,189.423,184.632,1.15653,106.298,30.9914,29.0592,108.283,388.271,386.294,1.99452,1.22023,9.00908,32.0876,7.16897,4.04561,1.75617,
126,60.9748,355.936,763.023,0.171308,3.80255,31.4032,18.245,40.4736,42.746,111.825,107.441,1.59719,89.8235,24.4193,21.7719,102.428,308.357,307.14,2.91733,1.71585,9.00908,32.0876,7.16897,5.86236,1.75617,
127,60.9748,472.253,997.936,0.129115,4.30152,52.6063,21.3625,45.0263,49.6996,152.993,146.263,2.47304,127.99,29.9638,29.3514,106.775,390.387,389.172,3.01894,1.71585,9.00908,32.0876,7.16897,5.86236,1.75617,
128,60.9748,430.459,807.58,0.14165,3.94352,39.9383,22.1327,44.153,57.6132,133.569,129.109,1.79204,98.8377,30.4762,28.8759,116.033,313.459,311.512,2.61621,1.71585,8.96907,32.0727,7.16897,2.76454,1.75617,
129,60.9748,477.66,779.873,0.127653,4.12403,59.4421,15.2616,39.3308,66.588,152.326,140.587,2.14039,123.878,15.9637,15.8822,118.076,295.91,281.748,2.98634,1.71585,3.64171,29.9956,7.18126,5.86236,1.75617,
130,60.9748,405.988,749.492,0.150188,3.97692,34.4656,22.176,44.85,82.3033,112.047,106.17,2.18357,106.59,32.2248,28.5829,136.184,292.144,286.542,2.02472,1.71585,9.00908,32.0876,7.18126,5.8495,1.75617,
131,60.9748,206.771,508.478,0.29489,3.32362,15.7605,10.6533,33.3186,19.3303,64.3034,60.0817,0.921608,54.3756,12.8694,12.536,49.0013,216.885,215.484,2.8498,1.72873,9.00908,32.0876,7.18126,5.8495,1.75617,
132,60.9247,459.171,899.783,0.132684,3.81408,42.786,16.5107,39.1,48.93,156.968,151.062,1.45453,104.409,20.888,18.7024,106.503,379.06,346.275,2.99572,1.72083,1.38452,32.1132,7.18126,5.8495,1.74724,
133,60.7609,337.063,782.927,0.180266,3.4363,25.8611,17.7462,39.7745,31.5807,111.453,107.211,1.2887,83.6859,24.5041,22.7495,90.872,309.261,310.671,1.94913,1.70676,9.07738,32.1132,7.18126,4.50393,1.73622,
134,60.7609,279.422,642.066,0.217452,3.76523,22.68,16.8124,39.3184,39.3069,80.7131,76.8261,1.72122,70.9391,24.7173,22.9919,88.0487,241.812,246.091,2.89263,1.70676,9.07738,32.1132,7.2173,5.8495,1.73622,
135,60.7609,391.34,807.13,0.155264,3.86514,32.0947,19.1949,41.2493,55.5967,121.625,117.714,2.07502,90.2191,25.7421,22.9421,114.398,318.29,326.719,2.17099,1.70676,9.08304,32.1171,7.2173,5.27955,1.73622,
136,60.7609,271.788,696.097,0.22356,4.07852,27.7398,23.5511,51.4335,49.9788,62.1702,52.8358,2.53258,93.3364,34.5425,50.6559,107.006,292.41,255.62,2.89263,1.70676,9.08167,32.1158,7.21858,1.00634,0.40284,
137,60.7609,600.541,939.547,0.101177,3.73788,29.586,26.2594,46.5969,48.7827,224.411,221.167,1.87682,79.2761,29.8042,26.2067,73.6299,390.719,389.339,2.5853,1.70676,9.08167,32.1158,7.23905,2.16074,1.69227,
138,60.7609,574.237,971.911,0.105811,4.04149,69.7808,23.1273,46.6628,60.0466,188.763,181.815,2.22901,147.606,30.7376,30.5082,100.505,385.312,376.843,2.88146,1.70622,6.48983,30.1506,7.21471,4.48867,1.7282,
139,60.7563,264.838,583.45,0.22941,3.14759,19.7883,18.0773,40.25,31.587,77.7534,74.234,1.40485,89.9267,26.8329,25.1186,92.9572,221.867,229.141,2.32472,1.36537,7.26086,31.7367,7.23905,5.83809,1.7282,
140,60.749,442.18,957.083,0.137385,3.51717,41.5778,20.4019,43.5042,41.5825,149.026,142.57,1.71587,112.051,28.7043,27.2629,95.2877,377.676,371.452,2.85035,1.69694,9.08167,32.1158,7.20531,1.81991,1.68512,
141,60.7237,498.7,1028.51,0.121764,3.3807,37.2048,19.8393,42.2187,50.3657,175.566,170.125,1.18537,91.4514,27.4977,27.1138,112.628,421.934,415.914,2.23614,1.69694,9.08167,32.1158,2.91108,5.83809,1.7282,
142,60.6419,345.184,671.112,0.17568,3.41929,17.5498,15.9446,37.6988,30.5849,121.84,118.147,1.45315,57.401,18.7354,16.376,85.2767,287.252,284.915,2.86151,1.69694,9.08483,32.1187,7.20531,5.82691,1.7282,
143,60.6419,321.251,741.139,0.188768,3.447,42.612,17.5334,41.0689,29.2342,95.8924,91.463,1.60383,117.438,26.8324,27.3081,75.3158,277.734,274.444,2.86151,1.69694,9.08483,32.1187,7.20531,5.82569,1.7282,
144,60.6419,460.771,931.679,0.13161,3.58208,25.3419,20.8438,42.651,51.8834,160.629,155.84,1.69213,82.5497,27.3948,23.754,119.495,374.94,374.237,2.86151,1.12484,9.08822,32.1189,7.22011,4.34102,1.72743,
145,60.6419,498.424,988.63,0.121667,3.86821,44.9326,17.7765,40.7241,39.2986,180.798,171.026,2.22204,105.153,21.2819,21.5408,85.4861,410.408,400.274,2.86151,1.69335,9.08822,32.1193,7.22011,5.82569,1.72737,
146,60.6108,379.175,788.413,0.159849,3.37292,22.6727,14.6912,36.3193,31.6268,137.145,133.347,1.69697,61.3927,15.2939,12.5835,80.0246,342.518,336.589,2.85517,1.68843,9.08373,32.1162,7.22011,5.82569,1.72546,
147,60.6108,381.56,677.045,0.15885,3.68645,34.9326,17.1153,39.2207,69.9044,110.839,105.862,1.8934,88.5257,20.7514,19.174,136.563,243.817,242.394,2.21181,1.68843,6.09164,28.209,7.21445,5.7997,1.72385,
148,60.6108,716.245,1095.7,0.0846229,3.56524,50.5455,21.3157,42.1995,59.9765,271.387,267.256,1.62083,95.3707,23.8273,20.926,126.508,481.066,480.608,2.41042,1.68685,9.08848,32.1191,7.21445,5.7997,1.72142,
149,60.6108,522.522,935.389,0.115997,3.52217,48.2524,18.8199,41.1789,51.3934,182.734,176.621,1.66845,106.009,22.3699,23.1347,108.425,389.907,374.299,2.17818,1.68843,9.0909,32.1193,7.21445,5.7997,1.72142,
150,60.5571,425.632,926.17,0.142276,3.47063,27.7064,14.9485,37.1397,35.5598,154.547,152.26,1.65917,80.3631,19.589,17.7618,84.6287,387.537,383.897,2.58386,1.68843,8.53684,28.7355,7.21445,5.7997,1.71727,
151,60.5571,563.475,1055.4,0.107471,3.46767,44.5659,17.82,39.9333,45.3101,208.497,203.881,1.63987,107.491,22.8923,20.8499,84.3146,420.59,422.21,2.44463,1.67462,9.08642,32.117,7.21445,5.7997,1.71652,
152,60.5559,542.741,961.893,0.111574,3.66447,54.0958,21.9857,43.8485,37.0366,193.525,188.586,1.97063,117.543,26.6961,23.0607,72.7051,396.233,397.124,2.12907,1.67462,9.08547,32.117,7.21445,5.79514,1.71652,
153,60.4804,378.27,886.731,0.159887,3.4825,32.239,16.5817,38.7216,45.66,122.964,118.621,1.75094,91.6102,21.7602,20.5265,105.407,355.361,362.351,2.80417,1.67462,9.08341,32.1157,7.21643,3.83471,1.70874,
154,60.4804,450.8,901.018,0.134162,3.79377,41.4028,19.148,42.2069,51.056,150.294,142.899,2.27798,113.67,25.8391,25.7724,112.035,355.671,346.476,2.18145,1.67462,4.717,29.8048,7.21643,5.78756,1.70874,
155,60.4426,239.094,545.606,0.252798,3.14731,18.8245,19.4953,41.7204,17.4195,71.5165,66.9709,1.25474,72.3148,27.8767,26.8149,41.0286,222.46,217.516,2.40755,1.67719,9.08333,32.1157,7.20742,2.65389,1.70186,
156,60.4387,449.147,789.805,0.134563,3.56362,50.3772,21.3059,43.86,42.4155,146.862,140.762,1.67786,108.967,28.0675,29.0765,87.9128,295,298.726,2.05377,1.67719,9.08341,32.1157,7.19916,5.76325,1.70186,
157,60.4387,403.059,730.186,0.14995,3.6547,40.7769,23.9302,47.1518,52.6191,121.63,113.296,2.09051,112.27,31.3882,29.2163,98.6786,284.926,276.868,2.01134,1.68389,9.08341,32.1157,7.19916,2.56391,1.70186,
158,60.4387,552.841,1044.54,0.109324,3.9654,34.9675,20.1215,41.6856,46.193,204.991,200.917,2.56744,97.3133,26.4983,24.8942,98.1542,413.096,439.746,2.5793,1.69546,9.08473,32.0034,7.19916,5.76325,1.70186,
159,60.4387,402.818,820.734,0.15004,3.53759,50.4809,16.8673,40.2116,51.8753,119.881,119.964,1.93666,132.475,22.0057,20.7669,112.62,323.186,328.386,2.7823,1.69703,9.08473,32.1164,6.25339,5.76325,1.70186,
160,60.4342,363.854,837.093,0.166095,3.37969,29.7666,14.1323,36.8434,50.0797,117.474,112.178,1.61729,86.2261,17.9503,16.5384,122.466,335.411,332.544,2.76896,1.69086,9.08473,32.1164,7.19474,5.76325,1.70186,
161,60.4342,507.03,889.437,0.119192,3.15167,34.6986,23.5542,45.3445,46.6295,179.004,174.648,0.962597,81.6783,31.7086,26.4505,98.3915,351.685,358.631,2.00752,1.5077,3.90815,29.95,7.19474,1.60902,1.26166,
162,60.4342,383.636,793.3,0.15753,3.4647,33.9075,20.9368,42.7591,32.2811,127.296,122.991,1.73777,102.672,28.4067,27.3782,62.8601,327.576,315.295,2.47366,1.69086,9.08208,32.1162,7.19474,5.76325,1.70186,
163,60.3922,462.475,902.318,0.130585,3.50292,30.8125,20.3099,42.5954,48.4253,161.524,155.306,1.95261,82.3613,28.0512,26.0116,97.7689,366.719,375.727,2.15588,1.69086,9.08728,32.1179,7.19474,5.72281,1.70186,
164,60.3922,509.102,892.908,0.118625,4.11871,50.1873,21.1489,43.6633,48.4363,173.525,168.022,2.61455,121.161,29.101,28.0936,110.13,354.263,352.327,2.2921,1.69086,3.59729,30.0259,7.19474,5.72281,1.70186,
165,60.3463,419.391,908.503,0.14389,3.31855,36.5763,15.1031,37.7025,38.7489,146.82,141.121,2.00582,97.9329,16.7357,15.0829,90.1116,386.777,376.852,2.75119,1.69086,9.0851,32.1165,7.19474,5.72281,1.70186,
166,60.3463,514.624,1000.28,0.117263,3.7158,61.518,15.935,39.7317,63.4247,167.933,162.366,2.09641,134.624,18.7562,18.4402,134.442,388.971,384.815,2.75119,1.69086,9.08728,32.1182,2.66409,5.72281,1.70186,
167,60.3463,494.684,757.965,0.121989,3.77621,52.6287,24.8262,46.7332,63.5028,153.318,149.9,2.08168,106.033,33.612,30.4525,116.662,282.694,279.874,2.5089,1.69174,4.77253,30.1452,6.71944,5.72281,1.70186,
168,60.3463,641.579,1112.71,0.0940589,3.53462,46.669,24.5277,45.6768,56.3527,234.297,230.521,1.88168,104.616,30.2492,27.9468,115.826,433.729,437.526,2.10886,1.5452,9.08728,32.1182,7.1926,5.72281,1.70186,
169,60.2827,328.536,745.386,0.183489,3.19632,31.6482,14.0868,36.9507,41.6054,103.788,97.2612,1.55841,87.0377,20.6896,19.503,105.123,329.769,307.225,2.49159,1.68826,2.69162,32.1182,7.1926,5.70732,1.69846,
170,60.2827,483.123,862.394,0.124777,4.01499,33.7936,19.1502,40.9042,37.1818,175.928,172.15,2.84074,82.6109,24.6095,21.1978,62.1513,358.629,380.232,2.75076,1.68376,9.08883,32.1187,7.1926,5.70656,1.69558,
171,60.2827,326.612,719.712,0.18457,3.4224,36.9114,20.6312,44.0562,27.9,101.091,92.5995,1.89078,109.417,30.1491,30.0993,55.0963,280.44,258.496,2.74001,1.68376,9.08769,32.1187,7.1926,5.20652,1.69558,
172,60.2827,286.144,633.85,0.210672,3.23262,19.7368,16.6294,38.8221,21.3727,94.9614,91.3892,1.48063,65.3225,24.0165,22.8947,52.5512,274.16,274.456,2.74001,1.68376,9.08769,32.1174,7.18862,5.69011,1.69201,
173,60.2764,313.729,714.212,0.192129,3.16485,22.5763,14.0593,36.8971,36.7597,103.026,97.246,1.63236,71.3565,17.8904,17.0686,90.2465,299.752,292.272,2.33899,1.68277,9.08749,32.1172,7.18815,5.69011,1.69037,
174,60.2764,529.979,961.918,0.113734,3.68981,45.1025,19.7117,41.3527,59.3703,182.352,178.4,2.1603,113.964,24.0316,20.4597,113.979,371.569,387.077,2.35506,1.68277,7.41367,32.1172,7.18801,5.69011,1.69037,
175,60.2424,613.797,963.674,0.0981471,3.68352,63.5937,24.4158,45.2326,50.2825,215.217,211.372,1.94934,116.92,26.9701,23.8574,98.4215,371.364,380.638,2.73408,1.68277,9.08749,29.5856,7.12006,5.69011,1.68629,
176,60.2424,169.945,377.032,0.354482,3.01643,5.28505,13.3151,35.5002,10.5849,52.999,49.244,1.14952,62.6409,18.6102,15.6937,13.1182,226.207,229.74,2.14188,1.55923,9.07928,32.1152,7.18801,5.69011,1.68629,
177,60.2312,464.928,923.739,0.129549,3.32501,43.5162,20.528,42.9812,42.8198,158.602,153.156,1.72147,104.723,29.0304,26.9491,96.3616,356.515,376.083,2.48112,1.68277,9.08691,32.1172,7.18027,0.857206,0.287765,
178,60.2312,381.836,828.301,0.157741,3.34079,48.2783,14.8713,38.1993,49.279,113.43,114.438,1.65424,122.551,19.5831,19.4831,114.874,308.729,308.966,2.73027,1.68277,7.36211,32.1172,7.18027,5.69011,1.68497,
179,60.2312,377.494,751.501,0.159555,3.53403,26.422,16.8031,39.178,76.4899,109.035,106.032,2.00208,71.5474,25.0064,23.0292,128.05,306.333,306.64,2.3162,1.68376,3.67503,29.9854,7.18027,5.69011,1.68497,
180,60.2312,418.702,955.991,0.143852,3.83911,40.3225,16.4247,40.3592,38.0684,143.625,136.062,2.56717,114.128,20.3493,21.9306,89.5217,383.487,376.208,2.5547,1.68376,9.08749,32.1172,7.18027,5.69011,1.68497,
181,60.2165,496.419,1000.33,0.121302,3.53417,44.8752,16.5886,39.7858,40.894,178.826,171.916,1.98517,112.471,21.1548,24.944,83.3921,404.046,395.944,2.72453,1.68616,9.08483,32.116,7.18027,5.69011,1.68343,
182,60.2043,350.991,764.769,0.171527,3.4942,26.8924,16.1075,38.007,43.8709,113.341,109.278,2.0053,75.3489,18.3133,15.6133,113.883,307.142,310.931,2.72453,1.68571,9.08644,32.1155,7.18027,5.69391,1.68184,
183,60.1944,463.684,973.093,0.129818,3.25548,25.4362,17.0312,38.6936,47.6071,167.883,163.777,1.62357,73.5557,20.2372,17.3009,109.252,384.396,399.289,2.72239,1.68571,9.08644,32.1155,7.18256,5.69035,1.68184,
184,60.1944,503.545,917.426,0.119541,3.73225,37.3464,21.4865,43.2795,48.4893,177.215,171.995,2.42932,91.7793,27.0993,25.2189,110.451,373.817,368.944,2.42739,1.68571,9.08611,32.1155,7.18256,5.69035,1.68184,
185,60.1786,621.347,1109.17,0.0968519,3.967,64.3758,20.935,44.5983,54.4199,220.118,212.933,2.78157,143.635,27.7278,28.2414,104.774,437.694,440.968,2.71557,1.68616,8.72659,32.1155,7.18256,5.67659,1.68078,
186,60.1786,380.427,694.848,0.158187,3.29654,34.0923,17.9361,39.5676,19.4857,135.869,130.18,1.95874,95.0203,20.3693,18.8334,40.7318,302.564,306.211,2.1832,1.68293,9.08698,32.1156,7.18256,5.67659,1.68078,
187,60.1786,488.306,931.711,0.12324,3.57548,33.2603,18.2907,39.8348,76.0303,160.383,156.931,1.84337,72.8551,23.5566,21.4808,186.988,338.108,345.899,2.71557,1.68758,9.08698,32.1156,7.18256,5.67659,1.68078,
188,60.1786,402.15,784.414,0.149642,3.33915,38.6317,18.7186,41.1889,60.7803,122.06,117.431,1.67384,90.4203,24.3278,21.8679,133.601,313.67,317.48,2.7105,1.68758,6.26607,32.1158,7.18256,4.2272,1.68078,
189,60.1527,447.485,883.626,0.134424,3.33625,44.2214,18.9731,41.3116,35.8727,153.861,149.909,1.63725,101.157,23.4879,21.1776,105.752,358.673,365.591,2.40449,1.68758,9.08435,32.1158,6.86364,5.65584,1.67599,
190,60.1514,257.28,577.458,0.233798,3.01984,8.17923,14.8256,36.5902,30.7112,83.7469,80.2066,1.0878,40.2699,17.8611,14.0573,83.2083,234.759,241.389,2.55089,1.68758,6.91125,30.7306,7.18501,5.65538,1.67312,
191,60.1406,509.992,1098.03,0.117925,3.4278,53.4112,21.741,44.1854,45.6052,173.232,168.39,1.86448,129.997,29.5064,28.278,110.692,418.066,411.289,2.64279,1.68758,9.08435,32.1164,7.18501,5.65193,1.67312,
192,60.1376,313.91,751.108,0.191576,3.38599,24.9507,16.5639,39.067,30.6111,101.505,97.8273,1.97565,86.885,24.3193,22.2456,71.1948,327.723,323.106,2.24849,1.6875,4.38599,29.6696,7.18501,5.65193,1.67312,
193,60.1376,348.711,634.498,0.172457,3.17966,34.1743,16.2094,38.893,33.7059,113.934,108.615,1.29493,91.758,18.6907,16.3267,69.1019,257.786,257.555,2.7086,1.68801,9.0893,32.1167,7.18258,5.65181,1.67312,
194,60.1341,544.898,1059.86,0.110358,3.29285,34.1951,18.8242,40.4216,75.0422,188.699,184.423,1.88206,90.3619,21.8959,18.5721,173.102,417.672,392.027,2.06804,1.68679,9.09002,32.1164,7.18258,5.65181,1.67182,
195,60.1341,370.379,859.27,0.162358,3.05438,23.9548,16.6629,38.8533,45.0584,123.879,118.916,1.46189,73.9788,20.3801,18.4299,117.689,360.644,344.096,2.6598,1.68777,9.09002,32.1164,7.18258,5.65181,1.67182,
196,60.131,337.938,840.816,0.177935,3.39896,32.5291,15.6668,39.209,23.7039,116.648,106.783,1.96831,92.0601,20.4679,22.1734,54.8656,355.429,336.993,2.7061,1.68754,9.09002,32.1164,7.18258,5.64661,1.67182,
197,60.1242,484.904,883.404,0.123992,3.49499,48.1862,20.3163,42.4531,31.895,171.754,166.805,2.02418,108.43,24.987,22.2725,52.4902,370.51,376.129,2.25619,1.6878,9.09002,32.1164,7.18235,5.64661,1.67079,
198,60.1175,454.76,745.515,0.132196,3.48603,69.3431,20.0529,44.3205,63.3072,128.129,126.121,2.14423,166.03,25.5822,25.6377,100.783,289.524,291.211,2.31414,1.09917,9.09002,32.1164,7.18235,4.14894,1.66968,
199,60.1175,272.687,637.264,0.220464,3.11763,17.6075,14.9019,37.336,33.9694,84.7703,80.984,1.54789,61.948,19.7228,17.1201,82.1027,267.484,269.872,2.70192,1.6878,9.09002,32.1164,7.18235,5.63714,1.66968,
200,60.1157,393.854,790.686,0.152635,3.60865,58.6821,14.2522,38.8507,37.1023,125.82,115.538,2.12038,128.243,16.9815,20.164,88.2823,310.109,308.25,2.70192,1.6878,9.08967,32.116,7.18194,5.63714,1.66903,
