Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
74,53.7345,227.945,548.127,0.235735,13.2365,13.2449,0.80129,34.4206,3.84138,74.4926,2.87623,10.7512,74.2801,19.0184,41.0413,2.44092,6.15719,12.1853,235.582,1.9839,18.698,245.641,6.6794,2.00775,0.000612904,6.47005,0.419846,0.021808,1.1394,2.73835,0.00729539,
75,53.7345,225.92,844.457,0.237847,9.29126,5.84307,0.495647,108.521,2.59759,45.6332,2.59447,7.1781,43.766,13.0614,20.4575,2.2107,497.958,14.7806,306.098,1.33955,6.25228,293.726,6.6777,2.00921,0.000612904,35.7032,0.419846,0.021808,1.9375,6.20294,0.00729539,
76,53.6392,156.978,604.104,0.341699,8.99689,4.78983,0.431897,35.7123,3.0838,47.1528,2.45616,9.07575,45.2782,10.9199,14.4212,1.89554,72.9475,14.1345,287.45,0.325942,16.1801,274.953,6.59263,2.00921,0.000612904,12.173,0.419846,0.0149801,1.90367,6.2224,0.00729539,
77,53.6392,201.475,763.471,0.266232,9.21725,7.12776,0.487601,36.758,2.5992,68.8655,2.57885,8.03016,65.8107,12.1424,26.0037,2.26215,11.9175,15.2199,358.218,0.962785,10.4924,339.376,6.59263,2.00722,0.000639932,6.04967,0.196066,0.0149801,2.39317,6.2224,0.0105933,
78,53.5914,250.29,826.341,0.214117,11.4759,5.27634,0.559804,38.3626,4.95328,90.2234,2.68867,9.80822,86.9419,15.8955,12.2766,1.95118,15.5278,17.8472,397.699,1.11192,17.1245,381.6,6.59263,2.00722,0.000639932,11.5774,0.419048,0.0149801,2.40395,6.22908,0.00953536,
79,53.5914,227.107,722.519,0.235974,12.6021,14.1681,0.846211,36.0556,4.4358,73.035,2.66706,12.8397,70.4579,17.7651,42.6255,2.69007,10.0273,15.696,339.351,1.5244,23.2284,324.078,6.59263,2.00722,0.000639932,12.5915,0.419048,0.0149801,1.63939,6.22908,0.00777465,
80,53.5686,178.937,502.998,0.299371,12.4277,10.9671,0.602449,35.3715,5.048,50.3785,2.64426,11.5614,49.9364,19.4441,34.1463,2.19706,9.97988,20.3969,216.457,1.15571,19.4775,216.042,6.57172,2.00926,0.000639932,3.69321,0.4199,0.00989676,1.58987,6.22316,0.00777465,
81,53.5686,88.1541,142.321,0.60767,9.77825,9.35016,0.557992,34.4181,4.00678,7.4941,2.61547,12.5387,7.39455,12.7554,35.2542,2.33931,5.37084,21.0113,59.0547,1.0993,25.0178,61.2731,6.59263,2.00926,0.000639932,12.2175,0.4199,0.00989676,1.56897,6.23058,0.00777465,
82,53.567,151.576,425.636,0.3534,9.37666,8.69908,0.460345,37.7692,2.12754,40.2206,2.92119,9.94868,40.0526,10.339,25.2105,1.93769,24.2839,6.56628,195.663,1.78171,16.8389,194.362,6.59263,2.00926,0.000639932,4.17721,0.421179,0.00989676,2.4041,5.21634,0.00777465,
83,53.567,168.137,562.582,0.318591,9.14268,4.32228,0.369417,34.544,1.25373,54.4243,2.43521,7.71198,53.9337,12.2467,14.2029,1.76574,6.73705,5.15796,268.656,0.445951,8.65295,266.16,6.59263,2.00926,0.000802716,5.44926,0.421179,0.00989676,1.88654,6.23098,0.00777465,
84,53.4702,154.999,371.195,0.344972,13.7549,6.55005,0.894484,39.1679,3.68095,38.0573,2.99192,12.0815,37.8195,20.5586,14.9716,2.56929,20.52,11.116,166.461,2.20332,20.5283,165.994,6.57666,2.00968,0.000802716,5.59439,0.421179,0.00989676,1.62194,6.23098,0.0031313,
85,53.417,124.943,442.43,0.427532,9.12479,6.72851,0.289247,35.2601,2.95861,30.2942,2.54103,7.93936,29.8069,12.2564,23.1151,1.42864,5.45987,12.6321,203.77,1.12387,9.2517,201.611,6.52821,2.00968,0.000802716,8.47639,0.421179,0.00989676,1.23106,6.23081,0.0031313,
86,53.417,225.309,812.063,0.237084,9.27758,5.37132,0.347222,37.3419,5.56696,80.098,2.71849,8.37971,76.2074,12.3723,15.6041,1.34843,12.4481,22.6293,399.1,1.2899,9.57104,379.538,6.52821,2.00968,0.000802716,15.2146,0.421179,0.00989676,2.40584,6.23227,0.0031313,
87,53.417,256.112,788.951,0.208569,11.5789,10.1226,0.777603,34.692,1.29475,92.4158,2.93277,11.8124,90.4847,16.7095,32.7636,2.8282,7.38854,6.18371,373.037,2.11312,20.738,364.184,6.52821,2.01176,0.000802716,9.33459,0.422674,0.00989676,2.4024,6.21789,0.0031313,
88,53.417,215.666,713.526,0.247684,10.0485,5.96512,0.423473,35.129,4.76322,74.2835,2.77346,10.4448,71.8348,14.3168,19.8283,1.70144,6.74958,19.3895,337.156,1.52088,18.8986,325.981,6.52821,2.00993,0.00112072,3.29848,0.421901,0.00989676,2.40584,6.23227,0.0031313,
89,53.417,127.519,394.002,0.418895,9.2916,6.65072,0.324793,34.7344,4.95927,29.3755,2.70244,10.2135,29.2667,13.1016,26.4172,1.54505,5.05206,22.8859,170.853,1.41906,19.4703,169.932,6.52821,2.00993,0.00112072,7.98122,0.421666,0.00989676,2.40584,6.23037,0.0031313,
90,53.417,141.35,383.114,0.377907,12.2897,6.114,0.536572,36.141,2.55916,35.781,2.82254,9.39705,35.7087,19.0027,16.1337,1.88048,8.71207,8.14487,176.097,1.60868,11.1633,175.367,6.52821,2.00993,0.000572506,7.42108,0.421997,0.00989676,2.40584,6.23227,0.0031313,
91,53.417,100.595,267.406,0.531011,9.57893,6.26036,0.347535,35.9291,3.47702,17.1594,2.48632,8.23795,17.1183,14.9793,20.7877,1.64642,5.72642,16.27,112.666,0.851856,10.2207,111.379,6.52821,2.00993,0.000572506,11.9317,0.421997,0.00989676,0.687033,6.23227,0.0031313,
92,53.3941,83.1621,123.766,0.642048,9.39673,3.76846,0.483339,35.515,7.68904,6.0715,2.45353,11.7854,5.99908,13.2065,8.08572,1.88874,7.10572,29.3663,32.8882,0.297777,24.1208,34.3442,6.49513,2.00993,0.000572506,11.5546,0.421997,0.0117785,1.90172,6.23436,0.0031313,
93,53.3395,194.943,520.441,0.273616,13.1952,8.32009,0.724351,42.5943,6.8276,55.4781,2.81727,9.95423,55.0315,19.8316,32.4411,2.23638,47.8698,21.3035,244.82,1.62576,14.5771,236.838,6.4666,2.01602,0.000718778,10.7902,0.421999,0.0106147,0.571656,6.23436,0.0045684,
94,53.3395,200.944,509.851,0.265445,11.4494,6.68859,0.62157,39.9551,3.9816,62.8753,2.50194,10.2155,62.6545,16.8994,23.9429,2.23201,39.3844,14.4142,221.5,0.487802,17.7816,222.104,6.4666,2.01568,0.000831934,9.33357,0.421999,0.0106147,2.41289,6.23728,0.0045684,
95,53.3395,121.33,328.131,0.439623,10.7467,5.71711,0.639257,35.9435,3.30626,25.805,3.00866,10.5809,25.5829,15.1836,17.0798,2.24283,10.7252,12.4143,155.352,2.25091,16.7085,155.111,6.45529,2.01568,0.000831934,6.52499,0.421999,0.0106147,2.41229,6.23874,0.002988,
96,53.3282,110.264,397.757,0.483639,7.87743,3.42922,0.201044,35.2404,3.52511,24.8338,2.54643,7.89439,24.7167,9.67945,10.1232,1.36158,3.47636,21.6963,173.621,1.02237,11.8154,172.931,6.43547,2.01498,0.000831934,10.782,0.422237,0.0102684,2.41219,6.23834,0.002988,
97,53.3282,140.533,363.24,0.379471,9.93319,8.14156,0.667416,40.4159,2.53664,32.8729,2.60925,10.5508,32.8054,14.2634,32.8274,2.73254,40.5293,14.044,150.028,0.953136,19.0096,150.198,6.43547,2.01568,0.000673591,6.98527,0.422256,0.0102684,2.412,6.23834,0.002988,
98,53.3282,165.214,508.333,0.322783,9.77812,9.87511,0.396365,34.8179,3.27314,48.0925,2.68616,8.72034,47.5743,13.3279,34.1295,1.60608,7.94709,11.5,229.929,1.49028,10.0293,227.375,6.43104,2.01629,0.000563695,3.55988,0.422256,0.00906236,1.03211,6.23915,0.002988,
99,53.3282,196.843,568.914,0.270917,9.99953,7.41853,0.471903,34.155,4.48898,63.8647,2.37356,10.5484,63.5226,14.7971,27.5513,1.84502,6.33508,20.0753,252.381,0.447234,17.7676,252.37,6.43104,2.016,0.000563695,7.33353,0.422376,0.00906236,0.662716,6.23915,0.002988,
100,53.3282,264.536,726.573,0.201591,12.7765,7.90421,0.668039,42.5208,7.79228,91.3555,2.78925,8.81404,89.9152,19.4004,22.4657,2.07094,35.1336,24.9719,335.648,1.45698,11.1572,325.466,6.4347,2.016,0.000563695,8.75465,0.422376,0.0106534,1.13617,6.23915,0.002988,
101,53.3282,239.12,656.209,0.223018,11.8974,4.63162,0.508225,33.9102,5.59629,85.5317,2.55192,9.45777,85.0351,18.514,11.6937,1.77931,10.6525,21.1964,304.985,0.839717,13.6448,302.309,6.43547,2.016,0.000563695,9.54067,0.422376,0.0107922,2.03655,6.23915,0.00152872,
102,53.3226,86.0928,170.884,0.619362,9.46307,6.453,0.450376,42.6277,2.93227,7.36522,2.71729,6.91695,7.16686,14.8488,22.0243,2.20308,35.1571,17.752,91.0284,1.46925,4.13622,91.4714,6.4297,2.01389,0.000563695,35.7199,0.422376,0.0107922,2.4117,6.23915,0.002988,
103,53.2981,235.538,705.817,0.226282,10.6621,9.79398,0.687156,64.0322,3.08188,68.3956,2.71005,8.9655,67.21,15.1472,30.0614,2.64767,199.66,13.2699,307.584,1.18292,12.4168,302.072,6.41906,2.01508,0.000566264,7.16738,0.422376,0.0100232,2.38296,5.98374,0.00332333,
104,53.2802,130.388,356.674,0.408628,10.887,5.29462,0.303209,37.0607,2.91006,31.2469,2.6889,8.8814,31.1155,17.5526,16.7462,1.22589,28.7127,9.83526,157.064,1.21013,14.0322,159.483,6.37475,2.01508,0.000666004,8.88072,0.422376,0.0100232,2.41346,6.24159,0.00332333,
105,53.2676,191.377,549.828,0.278339,9.93429,6.15114,0.43318,33.9569,4.82224,62.3306,2.49285,9.28738,61.9681,15.0579,26.1795,1.76837,7.77416,19.2198,249.358,0.59259,13.1445,250.261,6.37475,2.01589,0.000562672,0.137759,0.422596,0.0100232,1.90188,6.24159,0.00332333,
106,53.2676,186.944,595.348,0.284939,10.4339,6.24308,0.675623,37.1252,5.40615,58.2837,2.80858,8.85033,57.1173,13.9695,17.5489,2.36991,14.967,19.7684,280.167,1.95062,9.02979,275.022,6.37475,2.01577,0.00056399,1.6247,0.422592,0.00907157,2.09235,6.24137,0.00269691,
107,53.2676,161.008,491.757,0.330838,11.0338,10.8875,0.574935,33.7498,7.29117,41.2507,2.55303,12.9321,40.7349,15.667,36.6111,2.05018,7.64306,29.2378,218.505,0.842212,25.4778,215.742,6.37475,2.01684,0.00056399,4.29227,0.422592,0.00907157,1.23392,6.24094,0.00269691,
108,53.2641,161.358,482.889,0.330099,10.4768,6.35927,0.537653,36.0513,3.03694,46.8826,2.83965,8.62989,46.5436,16.0848,18.8686,2.14076,9.55539,13.2272,217.821,2.06457,13.3703,217.258,6.37475,2.01686,0.00056399,11.2946,0.422592,0.00907157,2.41346,5.90392,0.00269691,
109,53.2409,118.985,459.794,0.447459,7.45115,3.85075,0.160868,35.4473,2.07271,30.889,2.57318,6.53433,30.0056,7.44178,13.0143,1.1366,2.12747,11.5532,216.088,1.13421,2.89689,210.406,6.36692,2.01686,0.00056399,21.1679,0.422592,0.00968203,2.41346,6.24159,0.00269691,
110,53.2409,110.126,226.3,0.483454,11.9311,8.86517,0.680743,34.6312,4.12447,17.7148,2.5488,12.1211,17.5085,19.3368,28.7928,2.44974,4.98086,15.1499,81.334,1.05908,21.469,81.1612,6.36692,2.01525,0.00056399,13.1657,0.421718,0.0105218,0.708807,6.24159,0.00393337,
111,53.2409,230.18,661.371,0.231301,11.6254,7.17115,0.467867,68.8122,7.40105,61.5345,2.4733,10.5435,60.1514,17.9898,23.39,1.8788,242.547,24.7036,287.386,0.439054,15.6552,279.795,6.36474,2.01473,0.00056399,9.26296,0.421059,0.0105956,0.954444,6.2419,0.00393337,
112,53.2409,150.344,336.383,0.354127,12.6584,12.6556,0.996386,38.2052,7.21656,30.6271,3.01036,14.6445,30.33,17.7702,39.6144,2.79628,41.1043,22.9092,135.083,2.02848,25.9703,137.184,6.36474,2.01412,0.00056399,11.7201,0.420561,0.0127736,1.38453,6.24242,0.00316387,
113,53.2409,82.3408,203.479,0.646591,7.92581,3.93045,0.108423,35.3042,2.6449,11.4645,2.59622,6.89944,11.4669,11.3972,15.9036,1.11979,4.16813,16.1647,80.9056,1.33726,8.91706,82.2837,6.36474,2.01412,0.000567552,14.2157,0.420561,0.0124181,2.41409,6.24361,0.00316387,
114,53.2409,78.8963,130.567,0.674821,9.09149,6.06738,0.143277,37.1945,5.13342,4.99762,2.52483,8.96203,4.78177,13.284,24.2623,0.890142,13.7725,25.5305,30.7053,0.797193,15.4513,30.6138,6.36296,2.01412,0.000567552,14.1525,0.420561,0.0124181,2.20391,6.24365,0.00316387,
115,53.2218,235.831,751.438,0.225678,11.5112,4.8584,0.55241,50.8074,2.65947,78.6785,2.7156,8.21129,75.8366,17.3849,10.7161,2.3775,100.176,10.216,342.914,1.34142,9.91948,338.088,6.35189,2.01482,0.000567552,11.3298,0.421223,0.0127736,2.41418,3.93009,0.00316387,
116,53.2202,239.318,607.343,0.222383,14.1659,9.08017,1.04768,34.0837,2.76203,81.9566,3.10434,12.1689,80.9482,21.2676,25.0655,3.03755,17.6344,7.85719,283.548,2.08089,19.705,278.327,6.35189,2.01458,0.000567552,7.87959,0.421223,0.0153347,2.41412,6.24388,0.00316387,
117,53.2202,146.909,443.407,0.362266,10.4201,9.37,0.476599,35.809,5.07433,36.7612,2.7127,9.77122,36.5143,16.3243,34.1624,1.97975,9.90232,18.9238,188.882,1.48546,14.9577,193.249,6.34823,2.01711,0.000567552,3.3836,0.422203,0.0137431,2.3138,6.24388,0.00510749,
118,53.2202,242.133,692.438,0.219797,11.5415,7.06449,0.644765,35.1938,3.55252,85.4334,2.8314,11.5372,84.3341,16.1929,18.8115,2.25716,14.1586,10.8,333.148,1.54726,20.2112,327.03,6.34823,2.01652,0.000676126,1.61267,0.422203,0.0137431,1.50228,6.24388,0.00482087,
119,53.2185,146.246,411.328,0.363898,10.3811,2.92634,0.717103,34.2335,3.39962,40.2425,2.61213,11.5827,40.1505,15.9633,5.81767,2.86622,6.07004,19.803,193.072,0.918365,21.4366,190.962,6.34317,2.01615,0.000676126,6.18237,0.422185,0.0150597,2.41412,6.24388,0.00482087,
120,53.213,276.164,789.123,0.192686,11.4209,8.69507,0.501189,35.2752,5.54374,101.696,2.76468,10.4764,99.7913,17.3432,28.7742,1.79045,10.5296,18.4155,359.72,1.51791,16.2972,352.957,6.34317,2.01615,0.000676126,6.6484,0.422185,0.0146863,2.41446,6.24418,0.00480734,
121,53.2118,124.219,307.895,0.428369,11.5748,4.54537,0.734271,38.4745,7.53796,24.2374,2.53245,10.5554,24.0274,16.5381,11.1595,2.43439,13.4653,27.0994,157.083,0.724164,13.5127,156.108,6.33865,2.01592,0.000599916,10.3434,0.422185,0.0155113,1.30678,6.24418,0.00480734,
122,53.2093,72.1122,92.861,0.737868,8.25429,7.05586,0.319861,35.3808,3.59071,2.94389,2.56235,9.12648,2.87799,10.6301,25.3722,1.66333,4.20778,16.4041,22.2327,0.977074,15.0612,23.7891,6.33847,2.01533,0.000676126,15.4092,0.422185,0.0155113,2.41394,6.24418,0.00466324,
123,53.1996,129.406,333.821,0.411105,10.7096,7.20847,0.54781,41.5994,5.2939,26.4817,2.62202,8.61494,26.3286,17.2008,24.0272,2.17593,36.0807,20.5702,133.406,1.49207,12.1837,132.964,6.33847,2.01533,0.00057987,8.36383,0.422185,0.015613,1.88672,6.24412,0.00427797,
124,53.1996,115.137,174.995,0.462057,13.2941,14.1763,0.896907,42.971,6.32631,10.2966,2.70479,14.3775,10.093,20.2498,42.3031,2.63401,40.2958,21.4718,38.7107,1.64831,26.5162,38.5261,6.33525,2.01636,0.000676126,12.0096,0.422185,0.015613,1.30971,6.24412,0.00427797,
125,53.1967,91.748,161.351,0.579813,9.81117,8.35996,0.360994,34.4398,4.27159,9.90915,2.59387,12.2523,9.74915,13.9215,30.4718,1.60351,9.16336,15.3796,50.5542,1.12425,23.952,50.4979,6.3303,2.0161,0.000884117,12.4853,0.422187,0.015613,2.41369,6.2438,0.00427797,
126,53.1967,94.0458,234.148,0.565647,8.75065,3.49131,0.27416,35.9295,1.71849,17.0912,2.57426,7.15904,17.0572,12.1228,8.68213,1.45238,7.25375,6.82023,107.929,0.949299,7.17828,107.954,6.3303,2.0161,0.000884117,5.4797,0.422261,0.0151517,2.41369,6.2438,0.00448783,
127,53.1967,239.01,692.496,0.222571,11.0641,6.37745,0.863185,33.8054,1.32421,86.9178,2.61895,10.742,85.2964,16.0454,18.7616,3.05747,7.14313,4.21556,332.449,0.7021,18.0134,334.199,6.3303,2.01622,0.000619542,0.802759,0.422211,0.0151517,2.41369,6.2438,0.00448783,
128,53.1962,165.571,525.112,0.32129,10.7068,6.99753,0.363495,37.7303,3.11249,47.857,2.51353,9.42101,46.8685,15.1723,22.3345,1.67886,14.4358,9.81821,251.312,1.07776,13.3488,246.048,6.3303,2.01636,0.000619542,10.0111,0.422261,0.015231,1.04625,6.24324,0.00416743,
129,53.1864,118.625,393.098,0.448358,7.74075,3.64568,0.36109,34.6577,1.89324,29.5324,2.68014,9.008,29.1058,7.56379,10.3126,1.89365,6.17943,10.241,183.338,1.37209,15.2083,181.005,6.32895,2.01649,0.000619542,3.91189,0.422261,0.015231,2.41316,6.24324,0.00416743,
130,53.1864,99.3048,276.714,0.535588,8.2554,6.82806,0.309692,35.2145,1.53957,17.9819,2.65284,8.71385,17.8089,10.9199,24.2539,1.66611,3.77191,5.81729,115.769,1.1968,12.3072,115.281,6.32382,2.01649,0.000620036,9.09245,0.422261,0.0139092,2.41316,6.24324,0.00404721,
131,53.1864,104.031,221.235,0.511257,10.472,4.76295,0.590017,45.9235,7.00738,12.9017,2.43105,7.14386,12.7982,16.5033,12.972,2.33021,57.9983,27.2247,76.8844,0.463787,5.17624,76.8924,6.32382,2.01639,0.000597768,35.7325,0.422371,0.0139092,1.11124,2.48244,0.00404721,
132,53.184,148.665,483.096,0.357744,9.96328,4.21768,0.423197,35.6001,1.80999,42.8174,2.69968,9.54072,41.5929,14.5009,12.1681,1.93933,10.9147,7.9586,234.365,1.18313,17.2049,226.804,6.32382,2.01704,0.000597768,11.7073,0.422376,0.0139092,2.41298,6.24321,0.00404721,
133,53.1817,136.387,415.099,0.389932,9.14611,4.26823,0.20879,34.6945,1.8834,37.2356,2.46922,9.31752,37.1637,13.8926,14.3791,1.03578,5.14843,7.15518,187.17,0.522698,15.3927,186.935,6.32148,2.01708,0.000597768,6.91998,0.422408,0.0141141,1.85806,6.24307,0.00424597,
134,53.1796,113.823,374.779,0.467215,8.60618,6.25504,0.395961,35.7821,5.23122,23.4594,2.52459,8.5276,23.0405,11.5325,27.3527,1.94173,5.11529,24.6289,156.096,0.681446,11.5455,153.813,6.32148,2.01708,0.000597768,11.9758,0.42234,0.0141141,2.41304,6.24325,0.00438065,
135,53.1772,167.34,421.667,0.317779,11.2437,8.16905,0.678318,34.0717,4.39375,47.5149,2.66234,11.1816,47.4251,16.7102,26.5908,2.27205,6.00121,15.1313,183.072,1.2804,19.3189,184.322,6.31949,2.01708,0.000597768,11.6393,0.42234,0.0140828,1.14834,6.24284,0.00428945,
136,53.1759,210.796,703.919,0.252262,12.4394,9.74447,0.716922,37.7947,5.16807,66.1399,3.12187,12.6409,63.0301,18.2324,28.5369,2.1045,15.2538,13.9533,335.649,2.30454,23.3714,317.272,6.31949,2.01708,0.000562923,10.8029,0.422426,0.0140828,2.41266,6.24284,0.00428945,
137,53.171,111.624,356.38,0.47634,9.26447,5.75076,0.348294,36.0843,1.55081,23.9326,2.4639,8.50542,23.7233,14.6081,25.72,1.8926,7.5147,6.98274,158.262,0.741315,12.4413,157.375,6.3149,2.01711,0.000563288,8.9023,0.422426,0.0134796,0.994282,6.24284,0.00428945,
138,53.171,148.2,459.72,0.358777,10.0633,7.2247,0.477349,42.3645,2.10084,36.7603,2.75339,10.0148,36.4413,14.8599,26.9473,2.14957,54.2526,8.11167,195.965,1.38082,17.1963,194.002,6.31446,2.01725,0.000603017,7.30098,0.422334,0.0134796,2.41266,6.24284,0.00428945,
139,53.1702,114.342,306.166,0.46501,8.2292,3.00566,0.170254,34.8144,1.72609,27.6575,2.59797,8.48782,27.6533,10.6815,6.94994,0.88839,6.60622,6.60223,139.538,0.968985,12.396,138.303,6.31446,2.01755,0.000574637,11.4062,0.422187,0.0134796,2.41241,6.24251,0.00412065,
140,53.1702,178.055,607.198,0.298618,9.14782,3.2018,0.465518,36.3802,4.26085,56.2139,2.82296,10.8568,54.7048,11.709,5.57331,2.00788,13.2299,16.4982,287.195,1.78278,22.9927,280.167,6.31446,2.01755,0.000574637,7.87276,0.422187,0.0136567,2.41282,6.24297,0.00388321,
141,53.1699,126.063,385.211,0.421774,10.0049,8.43766,0.649274,36.9167,2.34269,28.7206,2.88783,7.75286,28.3501,14.6445,28.7293,2.61052,10.6798,10.0599,177.397,1.96049,6.98236,177.703,6.31384,2.01776,0.000569078,3.41015,0.422334,0.0136567,2.41282,6.24297,0.00388321,
142,53.169,111.715,323.044,0.475935,8.40308,6.38493,0.388044,34.7942,3.99822,22.6654,2.41541,10.1464,22.5191,10.5898,27.0839,1.94404,5.06556,22.2383,127.893,0.465561,19.6622,126.594,6.31384,2.01759,0.000569078,11.9943,0.422334,0.0132414,1.00117,6.24314,0.00388321,
143,53.169,162.24,385.169,0.327718,11.7513,12.9439,0.748397,33.9091,4.61274,40.4573,2.82145,14.7468,40.2489,17.2114,36.3057,2.57249,6.49579,15.7947,163.123,1.85697,27.3155,165.377,6.31384,2.01784,0.000600192,9.88049,0.422334,0.0127839,0.537904,6.24374,0.00388321,
144,53.1674,143.91,457.263,0.369449,8.54224,6.1945,0.36944,62.1466,1.28859,27.8624,2.67075,7.66164,27.1738,11.5651,27.5079,1.89744,192.121,5.6222,190.782,1.5239,10.121,187.937,6.31384,2.01779,0.000591566,0.482487,0.422518,0.0124343,2.4143,6.24449,0.00406932,
145,53.1674,80.7703,139.058,0.658254,8.90604,7.02345,0.212719,35.4439,2.91178,7.20513,2.69321,9.22691,7.14724,12.7812,25.7373,1.0514,26.6707,12.5192,36.6886,1.36696,16.027,41.6482,6.31291,2.01774,0.000564027,12.5147,0.422518,0.0127839,2.4143,6.24449,0.00371522,
146,53.1656,278.248,728.438,0.191073,12.5787,6.51877,0.686605,33.2523,9.24441,99.8743,2.73827,14.2064,99.1483,19.2865,16.4808,2.27279,7.46687,31.6816,328.982,1.50777,25.8908,341.101,6.31291,2.01774,0.000564027,8.13215,0.422555,0.0132414,2.41431,6.24451,0.00371522,
147,53.1635,148.628,429.628,0.357695,10.3934,6.5794,0.492003,34.9414,4.51084,40.0798,2.71911,8.92334,39.9884,16.3791,21.4616,2.04336,6.58724,22.0103,205.208,1.30385,13.5772,202.339,6.312,2.01774,0.000561837,6.16011,0.422492,0.0128689,2.41373,6.244,0.00334633,
148,53.1635,188.221,561.47,0.282453,11.2746,8.36604,0.65222,33.966,6.13377,57.3044,2.91888,10.8178,56.7869,17.0497,25.5117,2.26921,6.93549,21.5776,258.763,1.81984,17.4641,258.777,6.312,2.01774,0.000561837,1.44823,0.422492,0.0131707,2.41416,6.2444,0.00334633,
149,53.1635,111.758,293.467,0.475703,10.2806,5.09638,0.53462,35.7065,1.3047,23.0288,2.50432,10.3136,22.9881,15.8188,17.7237,2.26152,8.19959,6.82095,137.639,0.549674,17.4205,134.814,6.312,2.01774,0.000561837,10.3639,0.422492,0.0124867,2.41416,6.2444,0.00371522,
150,53.1635,201.136,580.409,0.264316,11.4134,12.9617,0.516548,33.7531,4.46161,61.6049,2.47208,12.8634,61.0892,17.2597,39.4548,2.1663,7.07493,16.7039,257.498,0.572286,23.2215,255.015,6.31185,2.01769,0.000667912,4.98097,0.422447,0.0124867,1.55753,6.2447,0.00363375,
151,53.1623,179.927,533.142,0.295466,9.80236,7.64652,0.396543,34.972,4.79741,56.0081,2.35977,8.52426,55.42,14.0188,23.3457,1.57962,6.7297,17.5681,239.166,0.269964,13.0085,236.189,6.31116,2.01769,0.000576657,1.75772,0.422537,0.0127631,0.626962,4.71509,0.00363375,
152,53.162,139.065,421.108,0.38228,8.99567,7.91719,0.317652,34.9148,1.22306,37.5787,2.61973,8.09521,37.4034,13.1562,29.341,1.76396,4.01007,5.63907,185.479,1.0799,9.12255,184.614,6.31042,2.01762,0.000576657,14.3457,0.422537,0.0127631,2.41448,6.24469,0.00350571,
153,53.162,138.565,524.044,0.38366,8.70738,3.64911,0.38059,38.8943,5.89539,36.326,2.44179,6.8038,35.467,11.8555,9.19806,1.85765,20.1943,28.0369,246.493,0.286424,4.11882,240.505,6.31042,2.01761,0.000600825,35.7317,0.422502,0.0125739,2.10176,6.19306,0.00315613,
154,53.1616,209.072,563.973,0.254274,11.9954,16.6747,0.68282,53.9612,8.88891,51.7159,2.76059,11.2304,51.1624,18.1123,47.1625,2.17486,98.8542,30.3931,236.29,1.88006,17.7527,234.011,6.31042,2.01761,0.000646442,3.71435,0.422502,0.0120193,1.06923,6.24469,0.00315613,
155,53.1607,148.566,443.131,0.357825,9.77557,6.82152,0.366532,35.1412,2.15927,41.6679,2.82614,8.38795,41.4201,14.5956,22.1122,1.60372,19.9909,10.1736,206.649,1.7633,9.40862,204.067,6.31042,2.01764,0.000613212,0.923782,0.422568,0.0115413,2.41453,6.2447,0.00315613,
156,53.1606,220.696,605.312,0.240877,12.8382,11.1392,1.07452,43.2245,7.37984,65.7755,2.68673,11.8857,64.6915,19.7458,35.3383,3.14861,43.8388,25.5868,285.325,1.28302,17.4482,280.783,6.31042,2.01764,0.000677605,2.42737,0.422568,0.0115413,1.75624,6.2447,0.00315613,
157,53.16,141.271,384.779,0.376299,10.3777,5.46161,0.486603,34.8271,4.29431,37.8293,2.57295,7.58204,37.8392,16.1817,17.687,2.14112,9.45345,18.2167,169.513,0.79621,9.25145,170.913,6.31071,2.01764,0.000668647,11.322,0.422552,0.0110968,2.41461,6.24479,0.00315613,
158,53.1599,101.335,337.217,0.524594,7.24968,2.48205,0.1737,35.2348,3.24234,21.5434,2.56362,7.39134,21.4542,7.0269,4.40781,1.25973,3.50052,19.763,152.693,1.04164,8.02607,151.506,6.31088,2.01779,0.000602997,10.8864,0.422568,0.0110968,2.41461,6.2448,0.00289446,
