Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
0,1152.27,6232.28,4649.38,0.184888,353.034,701.652,18.097,0,19.2473,3046.09,709.047,558.099,827.019,415.657,965.302,20.719,1.85371e-156,13.2065,4075.83,978.774,580.331,1256.68,3.0965,17.0034,0.658048,0,3.80307,665.89,17.0631,7.02445,12.2544,
1,1152.27,5050.96,1801.05,0.228129,350.716,555.931,18.578,0,19.0393,2416.69,559.291,548.829,581.89,217.317,489.287,9.95577,0,7.69249,1113.73,533.929,347.48,578.57,3.0965,17.0034,0.658048,0,3.80307,665.89,17.0631,7.02445,11.7716,
2,1152.27,4620.79,1474.09,0.249367,350.653,472.312,18.5187,0,18.7043,2286.34,474.653,525.665,473.942,213.934,401.334,9.687,0,8.26807,946.631,412.941,359.744,430.379,3.0965,9.11812,0.700442,0,3.80307,665.89,9.48699,7.02445,11.7716,
3,1152.27,4245.77,1155.64,0.271393,356.162,388.228,18.0124,0,18.291,2191.33,389.462,502.943,381.338,207.283,322.161,9.52602,0,8.79098,916.946,327.197,336.726,353.581,3.0965,9.11812,0.531283,0,3.29798,665.89,9.48699,17.5921,11.7716,
4,1152.27,4316.77,2838.67,0.266929,371.496,381.401,17.4637,0,18.6103,2260.43,383.588,489.988,393.79,212.72,364.446,9.02524,0,8.97273,1988.84,370.525,351.124,524.982,3.0965,5.58244,0.700442,0,3.16318,665.89,5.23223,17.5921,11.7716,
5,1152.27,3849.52,935.931,0.299328,384.426,334.895,16.5875,0,18.0103,1987.07,335.83,450.275,322.43,206.058,264.176,8.96339,0,9.0351,891.5,265.753,304.075,260.32,3.0965,5.58244,0.700442,0,3.24619,615.112,5.23223,16.2786,11.7716,
6,1152.27,3712.61,922.656,0.310367,390.106,325.061,15.9323,0,18.2823,1898.23,325.655,433.361,305.983,220.936,236.5,8.3845,0,9.29088,824.701,237.315,317.617,217.439,3.0965,3.12925,0.700442,0,3.24619,615.112,4.8362,16.2786,9.65104,
7,1152.27,3552.94,946.143,0.324314,389.437,329.677,14.2302,0,18.6973,1740.4,330.397,410.841,319.263,197.875,249.021,7.57593,0,9.35609,731.373,249.633,298.843,257.333,3.0965,3.12925,0.64903,0,3.29798,615.112,4.8362,14.1192,4.176,
8,1152.27,3406.38,792.422,0.338269,404.315,312.244,13.6122,0,18.4477,1645.5,312.91,392.626,306.725,206.258,219.203,6.61938,0,9.71885,628.035,219.316,302.279,224.309,3.0965,3.12925,0.700442,0,3.2085,615.112,4.8362,14.1192,2.91678,
9,1152.27,3268.82,700.081,0.352504,398.523,303.935,13.0807,0,18.4799,1580.87,304.473,364.463,284.996,199.981,219.056,6.21399,0,9.67615,581.202,219.82,264.82,199.855,3.0965,3.12925,0.953186,0,3.2085,615.112,4.8362,14.1192,2.91678,
10,1152.27,3300.02,1175.05,0.349171,404.368,298.912,13.1604,0,18.7749,1604.98,300.003,377.55,282.276,198.533,234.018,6.16501,0,9.97812,708.404,238.198,291.124,265.336,3.0965,3.12925,0.953186,0,3.16171,615.112,4.8362,14.1192,2.91678,
11,1152.27,3154.83,1186.15,0.36524,405.154,286.722,12.1369,0,18.6941,1499.89,286.019,341.217,304.999,201.084,226.121,5.82899,0,10.2202,576.874,226.252,254.25,576.345,3.0965,3.12925,0.731973,0,3.16171,615.112,4.8362,14.1192,2.91678,
12,1152.27,3175.63,3178.87,0.362848,417.751,276.243,11.2921,0,18.1868,1564.74,276.823,343.911,266.683,305.406,253.551,5.74262,0,10.5109,2401.2,255.728,272.291,432.395,3.0965,3.12925,0.731973,0,3.16171,615.112,4.8362,14.1192,2.91678,
13,1152.27,2901.44,862.893,0.397138,435.243,258.126,10.3748,0,17.9457,1326.75,258.57,354.226,240.205,413.927,199.036,5.51205,0,10.6433,521.666,200.974,289.057,197.253,3.0965,1.11384,0.318715,0,3.16171,615.112,2.20113,14.1192,2.91678,
14,1152.27,2757.14,609.872,0.417923,407.595,239.026,10.0757,0,17.6976,1283.48,239.415,349.886,209.969,200.27,170.15,5.29295,0,10.6509,447.195,170.183,268.878,142.426,47.8443,1.11384,0.318715,0,3.16171,615.112,2.20113,14.1192,2.91678,
15,1152.27,2691.99,782.968,0.428036,397.085,240.958,9.3931,0,18.0838,1226.71,241.404,343.087,215.277,197.882,206.568,5.08316,0,10.6802,429.633,206.705,268.46,186.842,28.68,1.11384,0.318715,0,3.16171,615.112,2.20113,14.1192,2.91678,
16,1152.27,2617.56,912.546,0.440208,400.525,227.162,8.89389,0,18.6516,1196.53,227.609,336.993,201.192,196.196,216.369,5.3834,0,10.8315,493.421,217.674,266.395,213.369,28.68,1.11384,0.318715,0,3.19117,615.112,2.20113,14.1192,1.57419,
17,1152.27,2696.61,1913.81,0.427304,464.126,229.708,8.28359,0,19.383,1193.21,230.257,338.01,213.632,976.659,260.061,5.06054,0,11.0048,816.558,260.431,284.427,343.234,28.68,1.01847,0.318715,0,3.15986,615.112,2.20113,14.1192,2.91678,
18,1152.27,2470.85,708.634,0.466347,401.317,223.479,7.85432,0,18.7811,1093.69,223.929,318.487,183.31,210.653,188.138,4.9626,0,11.0088,412.543,189.447,257.36,149.757,28.68,1.01847,0.138337,0,2.95835,615.112,2.20113,14.1192,2.61883,
19,1152.27,2424.16,980.382,0.475328,393.075,207.276,7.72476,0,19.4125,1092.53,208.193,305.115,190.831,202.077,200.555,4.67896,0,10.9789,492.504,206.021,232.582,226.754,28.68,1.01847,0.138337,0,3.15986,615.112,2.20113,14.1192,2.91678,
20,1152.27,2401.76,1344.34,0.479762,404.989,205.166,7.24146,0,18.739,1068.28,206.188,302.216,188.938,186.517,226.872,4.80659,0,10.8052,719.278,231.814,245.267,246.962,28.68,1.01847,0.138337,0,3.15986,615.112,2.20113,13.5739,2.91678,
21,1152.27,5390.58,42059.2,0.213757,3428.57,195.643,7.16019,0,18.4028,1038.72,196.276,320.422,185.387,41669,213.406,4.91512,0,10.8044,452.684,215.422,278.022,208.07,28.68,1.01847,0.138337,0,3.15986,665.022,2.20113,13.5739,2.91678,
22,1152.27,2333.81,1106.49,0.493729,396.791,199.824,6.665,0,17.6318,1010.78,200.541,310.123,191.453,2555.68,222.704,4.49944,0,10.5898,447.018,223.731,285.418,233.406,28.68,1.01847,0.138337,0,3.15986,663.408,2.20113,13.5739,2.91678,
23,997.519,2249.62,1269.13,0.443417,456.489,179.726,6.08003,0,18.7,948.019,180.671,290.27,169.664,910.436,163.09,4.11474,0,11.0039,334.974,166.188,245.696,169.301,28.68,1.01847,0.138337,0,3.07932,663.408,2.20113,13.5739,2.91678,
24,997.519,2136.65,1418.55,0.466862,373.641,170.421,5.72399,0,18.4009,935.755,167.569,254.158,210.979,214.307,185.722,3.50822,0,11.1372,447.111,175.736,195.681,839.806,28.68,1.01847,0.138337,0,3.07932,663.408,2.20113,13.5739,1.3908,
25,997.519,2083.53,1912.33,0.478764,486.311,146.121,5.41104,0,19.0871,885.482,146.516,261.596,133.004,1606.47,126.292,3.95626,0,11.4656,308.405,126.724,251.08,123.219,27.6058,1.01847,0.138337,0,3.07932,657.427,2.20113,14.2305,1.3908,
26,997.519,2439.99,6319.56,0.40882,821.831,153.155,5.03803,0,19.1115,887.191,153.789,251.842,148.036,5761.97,189.107,3.76917,0,11.4533,429.757,190.076,247.741,216.144,16.5586,1.11384,0.138337,0,3.07932,657.427,2.20113,14.2305,1.3908,
27,991.708,2090.9,1743.05,0.474296,426.192,162.282,4.92926,0,19.5096,891.168,162.742,260.291,163.79,884.442,214.977,3.90824,0,11.2966,525.018,215.401,271.415,260.865,16.5586,1.11384,0.0893401,0,3.07932,657.427,2.20113,14.2305,1.3908,
28,991.708,1830.67,719.482,0.54172,330.055,134.296,4.76226,0,19.8804,848.742,134.726,229.971,128.233,218.914,149.68,4.0005,0,11.401,342.288,152.639,201.263,144.476,16.5586,1.11384,0.138337,0,3.07932,657.427,2.20113,14.2305,1.3908,
29,991.708,1962.08,2279.75,0.505438,448.981,141.083,4.72677,0,19.2405,850.977,141.552,230.973,124.543,1621.02,169.104,4.83827,0,11.5974,434.145,169.776,200.608,132.576,16.5586,0.805985,0.138337,0,3.07932,657.427,1.97844,14.2305,1.3908,
30,991.708,1846.39,1283.23,0.537107,372.762,135.435,4.07493,0,19.2717,814.326,135.853,234.12,130.545,756.218,186.337,3.07648,0,11.863,319.814,187.451,231.758,196.652,16.5586,1.11384,0.138337,0,3.07932,657.427,2.20113,14.2305,1.3908,
31,991.708,1762.69,1140.11,0.56261,310.802,134.122,3.68477,0,18.429,804.448,134.721,218.324,138.159,185.724,224.025,2.34234,0,11.88,392.735,226.325,210.093,264.406,16.5586,1.11384,0.138337,0,3.07932,657.427,2.20113,14.2305,1.3908,
32,991.708,1722.77,1121.55,0.575648,306.333,127.522,3.81657,0,18.9386,801.925,128.118,207.434,128.682,177.119,199.868,3.4291,0,11.9847,426.351,202.468,193.56,209.171,16.5586,1.11384,0.127551,0,3.07932,657.427,2.20113,12.9385,1.3908,
33,988.703,1661.78,775.064,0.594967,304.025,114.842,3.65585,0,18.663,776.194,115.293,213.659,115.445,187.147,163.724,2.48856,0,11.9306,215.031,164.758,210.815,163.84,16.5586,1.11384,0.0819191,0,3.07932,657.427,2.20113,14.2305,1.3908,
34,940.734,1679.35,979.609,0.560178,280.154,122.821,3.7271,0,18.7638,804.373,123.416,202.506,123.588,170.522,184.91,3.57315,0,11.9253,385.245,185.243,199.865,217.135,16.289,1.11384,0.0837064,0,3.07932,663.408,2.20113,14.2305,1.3908,
35,940.734,1599.36,971.245,0.588193,273.955,106.054,3.59549,0,18.9876,785.126,106.455,197.044,108.147,162.081,175.214,3.40068,0,12.2105,380.656,177.427,181.427,185.097,16.5586,1.11384,0.0837064,0,3.07932,663.408,2.20113,14.2305,1.3908,
36,940.734,1607.49,1027,0.58522,289.206,109.959,3.41919,0,19.3815,772.962,110.316,195.708,106.535,324.736,161.304,2.95796,0,12.2957,287.212,161.375,187.633,185.328,16.5586,1.11384,0.0837064,0,3.07932,663.16,2.20113,14.2305,1.3908,
37,940.734,1559.61,801.2,0.603185,260.021,107.073,3.32065,0,19.7809,769.107,107.546,182.31,110.453,152.094,185.534,3.10946,0,12.3352,295.142,186.554,174.26,170.215,16.5586,1.11384,0.0837064,0,3.07932,663.16,2.20113,14.2305,1.3908,
38,932.934,1551.08,1051.43,0.601474,257.38,92.6203,3.47108,0,19.7939,795.161,93.6154,180.731,108.306,166.108,148.216,4.36541,0,12.4174,469.695,152.57,174.727,203.928,16.5586,0.0825197,0.0837064,0,3.10499,663.16,0.571739,14.2305,1.3908,
39,932.934,1517.98,878.288,0.614589,254.467,101.345,3.20661,0,19.2095,774.541,101.844,169.567,93.7993,163.543,197.014,3.60421,0,12.327,348.485,197.026,133.522,160.418,16.5586,0.0825197,0.0837064,0,3.10499,663.16,0.571739,14.2305,1.3908,
40,899.42,1694.92,3114.21,0.530656,434.573,95.4313,3.52923,0,18.8439,795.577,95.8076,169.73,81.4291,2711.91,150.579,4.6189,0,12.2468,413.23,151.089,175.574,96.8505,16.5586,0.0825197,0.0846029,0,2.70752,663.16,0.571739,14.2305,1.3908,
41,899.42,1484.25,971.527,0.605975,238.205,90.4114,3.08304,0,19.2339,772.042,91.5531,181.307,88.4177,241.347,146.103,3.12606,0,12.2319,383.56,153.399,202.861,184.733,16.5586,0.0825197,0.0846029,0,3.10499,663.16,0.571739,15.6605,1.3908,
42,899.42,1406.64,722.743,0.639412,216.092,81.0432,3.09801,0,18.2778,760.053,81.4951,163.395,83.1811,137.79,101.695,3.71952,0,12.3309,361.949,103.014,126.231,153.929,8.14861,0.0825197,0.0846029,0,3.10499,663.16,0.571739,15.6605,1.3908,
43,899.42,1518.95,1325.48,0.592131,222.815,103.461,3.1325,0,18.8361,793.539,104.07,175.823,97.277,164.709,232.188,3.70099,0,12.6177,543.871,233.885,205.63,242.558,8.14861,0.0825197,0.0846029,0,3.10499,663.16,0.571739,10.1119,1.3908,
44,899.42,1634.02,2100.42,0.550432,290.099,108.9,2.92809,0,18.4254,805.263,109.595,186.223,112.592,996.429,255.693,3.33011,0,12.6487,697.168,256.769,258.642,317.571,8.14861,0.0825197,0.0846029,0,2.84101,663.16,0.571739,10.1119,1.3908,
45,872.444,1386.41,702.288,0.629283,210.427,82.5946,2.63469,0,18.5041,737.957,83.0628,168.732,82.4975,176.218,135.087,2.47706,0,12.6766,231.42,137.739,205.557,133.877,8.14861,0.0825197,0.0846029,0,2.95458,663.16,0.571739,10.1119,1.3908,
46,872.444,1466.62,1079.36,0.594866,226.661,88.338,3.02732,0,18.4153,773.877,89.2284,174.197,92.8782,288.561,142.683,3.97792,0,12.597,381.001,144.037,208.248,192.981,8.14861,0.0825197,0.0780849,0,3.12839,663.16,0.571739,10.1119,1.3908,
47,872.444,2096.6,9837.92,0.416124,931.959,83.5311,2.6228,0,18.3289,728.364,84.1359,162.943,84.7115,9508.61,124.098,2.55305,0,12.5772,220.126,126.055,185.561,156.837,8.14861,0.0825197,0.0846029,0,3.12839,663.16,0.571739,15.6605,1.3908,
48,830.837,1355.07,684.962,0.613134,201.966,76.6124,2.72672,0,18.0823,739.83,76.9689,161.632,77.2474,743.825,99.0619,2.97313,0,12.8923,279.044,99.2984,159.855,128.441,8.14861,0.0825197,0.0846029,0,3.12839,663.16,0.571739,15.6605,1.3908,
49,769.213,1452.12,1828.03,0.529716,269.883,83.61,3.06744,0,17.4636,769.72,83.9998,149.337,75.0437,1155.7,154.705,4.5823,0,12.9863,432.427,154.901,152.516,123.48,8.14861,0.0825197,0.127551,0,3.12839,663.16,0.571739,15.6605,1.3908,
50,769.213,1782.23,3692.37,0.431601,474.098,85.1601,3.08017,0,17.4381,836.826,86.3009,192.709,86.6184,2183.79,186.129,4.16349,0,12.89,1160.06,194.291,295.041,289.372,8.14861,0.0825197,0.127551,0,3.12839,663.16,0.571739,15.6605,1.22087,
51,769.213,1329.17,1325.87,0.578716,229.658,72.2219,2.66214,0,16.2716,722.101,72.577,153.803,59.8762,1062.53,104.46,3.11287,0,12.7773,290.844,104.94,161.428,67.3501,8.14861,0.0825197,0.0955475,0,3.12839,661.928,0.571739,15.6605,1.22087,
52,769.213,1717.75,2747.17,0.447803,287.052,106.471,3.08016,0,16.5868,847.412,104.063,190.039,163.047,1164.82,242.508,4.22542,0,12.8222,905.385,233.08,263.963,989.378,8.14861,1.1354,0.137676,0,3.07623,661.928,1.49842,15.6605,1.22087,
53,769.213,1376.17,1276.88,0.558953,190.432,89.2456,2.77723,0,16.159,754.366,89.8575,154.588,78.7425,357.774,196.179,3.59155,0,12.819,409.972,196.821,179.991,216.543,8.14861,1.1354,0.137676,0,3.12839,661.928,1.49842,15.6605,1.22087,
54,769.213,1397.91,1710.01,0.550259,156.89,92.8017,2.6486,0,16.0497,791.799,93.3329,153.293,91.0973,136.949,245.557,3.22215,0,12.5695,784.975,246.52,201.878,294.197,8.14861,1.1354,0.137676,0,3.12839,661.928,1.49842,15.6605,1.22087,
55,769.213,1277.79,853.8,0.601985,153.206,79.6174,2.57077,0,15.4037,737.65,80.2113,140.949,68.1858,122.161,146.168,3.76334,0,12.4842,358.741,147.842,154.36,131.508,8.14861,1.1354,0.137676,0,3.12839,661.928,1.49842,15.6605,1.22087,
56,769.213,1608.48,4111.01,0.478223,489.315,66.4314,2.69483,0,15.5679,747.417,66.834,156.638,63.5829,3668.16,86.0621,3.89301,0,12.4271,366.906,86.2754,223.094,98.7546,8.14861,1.35387,0.137676,0,3.12839,661.928,2.8005,15.6605,1.22087,
57,769.213,2555.64,15688,0.300987,1387.51,82.8084,2.59517,0,14.4307,742.711,82.3141,159.574,83.6946,15268,177.895,3.20658,0,12.031,341.383,177.557,234.625,319.559,8.14861,1.35387,0.137676,0,2.98267,661.928,2.8005,15.6605,1.22087,
58,769.213,1345.72,1272.65,0.571601,147.267,95.2956,2.56402,0,14.484,752.972,96.3348,156.077,80.7224,1071.37,228.591,3.79944,0,11.7358,469.752,231.717,230.443,216.534,2.18082,1.35387,0.137676,0,3.12839,661.928,2.8005,15.6605,1.22087,
59,769.213,1478.06,2291.97,0.520422,201.971,96.5902,2.66611,0,13.9439,802.349,97.0963,172.8,90.6389,645.704,258.976,3.58285,0,11.6302,779.542,260.428,269.515,321.859,8.14861,1.35387,0.137676,0,3.12839,661.928,2.8005,15.6605,1.22087,
60,769.213,1310.39,1235.49,0.587011,175.657,67.5173,2.67165,0,14.0353,751.858,68.084,164.843,65.7239,664.766,144.561,3.83017,0,11.6181,378.874,144.998,235.372,151.765,8.14861,1.35387,0.137676,0,3.12839,661.928,2.8005,15.6605,1.22087,
61,769.213,1393.36,1721.47,0.552057,223.252,93.9408,2.59043,0,13.5124,738.167,94.3854,153.651,73.8589,1083.41,230.22,3.19558,0,11.3669,297.59,227.532,219.935,158.61,8.14861,1.35387,0.114811,0,3.12839,661.928,2.8005,15.6605,1.22087,
62,769.213,1433.77,3085.88,0.536495,296.152,75.8431,2.41109,0,13.6347,746.73,76.3588,152.584,70.0608,2416.65,206.84,2.84747,0,11.4875,490.875,209.851,245.426,232.09,8.14861,1.35387,0.114811,0,3.12839,661.928,2.8005,15.6605,1.22087,
63,769.213,1379.05,1990.04,0.557786,131.651,86.4721,2.68036,0,14.1365,819.016,87.6887,155.635,81.768,184.316,252.484,3.49474,0,11.9028,1132.09,256.879,215.895,303.533,8.14861,1.3091,0.114811,0,3.12839,661.928,2.8005,15.6605,1.22087,
64,769.213,1463.86,2231.14,0.525469,247.758,82.4367,2.71618,0,13.6003,801.86,83.7888,151.419,80.2793,1155.81,207.423,4.48086,0,11.7254,906.785,216.931,227.148,253.084,8.14861,1.3091,0.126934,0,2.92031,661.928,2.8005,15.6605,1.22087,
65,769.213,1295.99,1634.78,0.593534,199.427,64.9227,2.62105,0,12.7103,743.994,65.8127,138.581,67.9201,896.74,133.109,3.73221,0,11.1773,386.133,138.164,169.821,194.672,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,15.6605,1.22087,
66,769.213,1370.05,2003.2,0.56145,222.652,76.3462,2.75181,0,13.3494,754.835,77.0377,157.095,65.9805,1362.67,192.771,4.64355,0,11.4908,451.299,192.303,245.318,152.275,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,15.6605,1.22087,
67,769.213,1197.85,954.188,0.642163,120.956,73.3664,2.2413,0,13.3229,713.421,74.3834,134.102,66.0528,144.898,175.939,2.44763,0,11.4198,267.85,179.741,183.946,189.736,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,15.6605,1.22087,
68,769.213,1286.06,1234.83,0.598115,134.17,76.1292,2.72072,0,12.6726,766.676,76.7554,139.954,76.9847,162.03,184.4,4.27117,0,11.2838,451.896,185.52,194.13,217.466,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,15.6605,1.22087,
69,769.213,1112.07,548.907,0.691694,109.17,55.2382,2.32622,0,13.3135,713.753,55.6854,116.257,46.3273,79.6708,101.452,2.82813,0,11.4039,243.449,100.602,124.067,83.902,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,15.6605,1.22087,
70,769.213,1361.78,1692.99,0.564858,123.468,84.9796,3.11413,0,12.7383,818.583,85.8218,148.293,84.7841,165.097,228.703,5.69152,0,11.3848,697.504,225.838,246.762,255.275,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,15.6605,1.22087,
71,769.213,1226.72,1677.46,0.627051,204.499,57.2861,2.42063,0,12.6164,726.015,57.737,123.863,42.2777,1339.93,101.198,3.54125,0,11.0961,326.053,103.713,185.531,58.8465,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,15.6605,1.22087,
72,769.213,1221.19,1071.37,0.629891,115.719,77.2894,2.46132,0,12.803,726.427,77.8269,150.197,58.4609,211.142,181.812,2.87366,0,11.6017,267.723,182.409,266.484,137.137,8.14861,1.3091,0.164443,0,2.7806,661.928,2.8005,20.3558,1.22087,
73,769.213,1362.3,1870.65,0.564642,146.432,80.8154,2.53612,0,12.5158,797.936,81.6524,157.255,83.1594,342.502,225.14,3.02296,0,11.2232,859.184,228.625,265.961,288.655,4.81112,1.3091,0.115013,0,3.11412,661.928,2.8005,20.3558,1.22087,
74,769.213,1272.46,1454.54,0.604506,95.4678,83.6648,2.34693,0,12.6616,771.744,84.3731,140.023,82.183,85.1725,259.547,3.45544,0,11.2959,575.007,260.528,244.298,294.416,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,20.3558,1.22087,
75,769.213,1404.74,2478.7,0.547584,289.915,69.3055,2.63037,0,12.7942,759.056,69.9323,136.357,64.7498,1873.06,166.743,4.42091,0,11.3636,454.806,170.111,214.459,178.097,8.14861,1.3091,0.164443,0,3.11412,661.928,2.8005,20.3558,1.22087,
76,769.213,1457.85,2293.4,0.527634,255.578,96.728,2.78814,0,12.5997,775.105,97.3955,141.847,75.8119,1443.04,250.713,4.44597,0,11.3437,460.843,246.424,236.108,197.605,8.14861,1.3091,0.187033,0,2.95823,661.928,2.8005,20.3558,1.22087,
77,769.213,1669.61,7718.69,0.460714,624.595,59.971,2.23465,0,12.2745,727.454,60.445,128.993,53.6438,7335.76,149.579,2.89296,0,11.3524,303.266,149.627,224.407,143.691,8.14861,1.3091,0.145835,0,3.11412,661.928,2.8005,20.3558,1.22087,
78,769.213,1153.15,1019.07,0.667053,122.204,49.553,2.50114,0,12.2356,746.439,49.9914,126.799,43.4276,613.528,93.2765,4.40283,0,11.3202,423.715,94.4784,209.119,79.9669,3.76235,1.3091,0.145835,0,3.0023,661.928,2.8005,20.3558,1.22087,
79,769.213,1232.41,1235.24,0.624154,103.841,80.2299,2.44073,0,12.8285,758.684,81.3656,119.634,73.3859,103.732,223.466,3.46909,0,11.7029,468.083,223.709,149.553,243.948,3.76235,1.3091,0.136267,0,3.11412,661.928,2.8005,20.3558,1.22087,
80,769.213,1065.05,548.578,0.722232,101.794,43.9703,2.0328,0,12.4885,703.547,44.4355,115.191,41.5914,93.8863,75.5357,2.77123,0,11.6068,249.751,75.7332,178.951,74.8443,3.76235,1.3091,0.0799027,0,3.11412,661.928,2.8005,20.3558,1.22087,
81,769.213,1293.5,1483.25,0.594674,135.377,77.8204,2.68446,0,12.6979,779.055,78.7072,136.004,71.1568,374.225,221.327,4.69684,0,11.7783,531.848,223.837,253.779,230.196,3.76235,1.3091,0.136267,0,2.77782,661.928,2.8005,20.3558,1.22087,
82,769.213,1223.45,1697.01,0.628724,153.478,56.8851,2.29651,0,12.1407,765.325,57.5089,119.175,56.6417,755.377,173.297,3.49393,0,11.5166,666.883,175.633,216.358,257.669,3.76235,1.3091,0.136267,0,3.10056,661.928,2.35809,20.3558,1.22087,
83,769.213,1119.33,906.137,0.68721,121.084,54.7549,2.3683,0,12.1357,720.109,55.2176,114.219,39.4394,366.169,118.416,3.05077,0,11.6453,261.894,118.751,210.603,66.6392,3.76235,1.3091,0.136267,0,3.03142,661.928,2.8005,20.3558,1.22087,
84,769.213,2477.58,16309.3,0.310469,1316.51,69.4978,2.71675,0,12.2436,772.581,70.4125,160.738,72.8836,15801.9,208.016,4.38062,0,11.5922,498.445,206.216,329.862,231.823,3.76235,1.3091,0.136267,0,3.11204,662.92,2.8005,20.3558,1.22087,
85,769.213,1444.84,3816.02,0.532385,346.889,64.6601,2.45758,0,12.0157,763.567,65.6771,120.982,68.5947,3486.68,191.066,3.27486,0,11.5051,576.504,194.995,188.803,252.675,3.76235,1.3091,0.136267,0,3.11204,662.92,2.8005,22.1302,1.22087,
86,769.213,1135.88,1403.36,0.677197,90.4432,55.977,2.22239,0,11.8053,748.498,56.7492,108.806,61.3771,222.373,211.256,3.00046,0,11.2084,628.333,214.731,181.888,255.299,3.76235,1.3091,0.136267,0,3.11204,662.92,2.8005,22.1302,1.22087,
87,769.213,1140.83,1300.03,0.674255,131.577,56.8333,2.0729,0,11.6913,714.167,57.4345,110.473,56.5847,628.772,163.798,2.16772,0,11.066,236.496,164.402,181.935,146.413,5.36783,1.3091,0.104124,0,3.11204,662.92,2.8005,22.1302,1.22979,
88,769.213,1188.22,1261.25,0.647366,99.6671,68.1129,2.33004,0,11.3643,746.01,68.7074,127.138,64.8888,149.457,210.364,3.22229,0,10.8021,435.573,209.547,235.94,213.243,5.36783,1.3091,0.136267,0,3.11204,662.92,2.8005,22.1302,1.22979,
89,769.213,1177.76,1742.49,0.653115,81.3819,53.7773,2.44657,0,10.9783,788.473,54.7867,114.962,70.9545,74.152,216.624,4.16793,0,10.5401,883.543,221.136,221.772,321.283,5.36783,1.07376,0.136267,0,3.11412,662.92,1.74767,22.1302,1.08661,
90,758.209,1194.29,1322.92,0.634862,88.4944,68.3036,2.28365,0,10.7844,752.775,69.5145,127.224,74.9091,106.501,222.813,2.90868,0,10.5082,407.558,226.268,260.754,261.152,5.36783,1.07376,0.136267,0,2.93031,662.92,1.74767,22.1302,1.22979,
91,758.209,1282.22,2183.85,0.591326,202.475,59.7264,2.63489,0,10.2345,769.094,60.4644,112.308,65.2799,1538.06,177.043,4.01797,0,10.1777,446.834,177.837,198.028,217.043,5.36783,1.07376,0.136267,0,3.11412,663.541,1.74767,22.1302,1.22979,
92,758.209,1095.55,861.493,0.69208,97.2798,49.052,2.47645,0,10.0223,733.918,49.5182,117.293,35.9904,200.559,139.503,4.00698,0,10.1149,373.426,140.937,230.095,62.0299,5.36783,1.07376,0.136267,0,3.11412,663.541,1.74767,22.1302,1.22979,
93,758.209,1133.72,1371.19,0.668778,89.4664,54.9556,2.45908,0,9.67744,768.98,55.9742,95.0106,57.1989,128.081,189.372,3.79918,0,9.77573,641.441,193.715,146.065,247.824,5.36783,1.07376,0.136267,0,3.11412,663.541,1.74767,22.1302,1.22979,
94,758.209,1175.16,1658.17,0.645197,175.977,39.33,2.58868,0,9.93555,746.404,39.9526,120.328,40.6425,1158.94,91.1195,4.57792,0,10.2253,437.571,94.0558,251.458,110.311,5.36783,1.07376,0.136267,0,2.96822,663.541,1.74767,22.1302,1.22979,
95,758.209,1262.79,1719.42,0.600424,89.8475,71.6859,2.66893,0,9.56265,799.308,73.184,140.46,76.0721,155.251,253.084,4.37086,0,9.55883,632.171,253.848,321.398,314.514,5.36783,1.07376,0.136267,0,3.11412,663.541,1.74767,22.1302,1.22979,
