Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
106,1240.7,1675.32,1226.2,0.740574,4.403,40.9148,13.7438,1455.57,42.6971,60.0424,57.9476,1.94966,137.941,22.8105,876.618,85.3928,221.493,218.531,0.135344,3.48248,5.37105,1202.3,7.42411,0.266919,0.288765,
107,1240.7,1575.05,1150.14,0.787719,4.35968,65.4655,10.832,1343.01,31.3985,61.4471,58.5384,1.8216,208.141,14.3941,528.242,49.0598,217.867,214.094,0.843565,3.48248,5.37105,1202.3,7.42411,0.266919,0.288765,
108,1240.7,1665.61,1311.59,0.744892,4.40091,49.809,12.901,1419.8,39.7038,70.3066,68.6833,1.62464,161.908,21.4304,826.013,84.6385,255.372,255.364,1.41308,2.76184,5.37105,1202.3,7.42411,0.266919,0.288765,
109,1240.7,1837.79,1721.17,0.675105,4.43868,68.7132,16.029,1553.23,37.7636,80.3313,77.2816,1.86867,223.554,26.699,1102.6,63.7778,255.258,251.416,0.87939,3.48248,5.37105,1202.3,7.42411,0.266919,0.288765,
110,1240.7,1895.58,1809.89,0.654521,4.76788,106.368,14.5123,1488.11,53.0489,115.639,113.132,2.01578,305.772,21.3528,878.86,108.397,314.388,310.438,1.92372,3.18765,5.37105,1202.56,7.42411,0.266919,0.288765,
111,1240.02,1617.23,1389.32,0.766759,4.35112,43.5718,12.8713,1419.75,39.4945,49.5783,47.6084,1.78273,215.248,20.8176,835.245,87.9699,225.123,220.693,0.581226,3.18765,5.37105,1202.56,7.42411,0.266919,0.288765,
112,1240.02,1793.56,1675.68,0.691375,4.66779,117.523,12.5252,1415.29,34.2856,106.218,103.057,2.04369,343.991,16.9886,712.954,66.2421,318.46,314.451,1.84424,3.18765,5.37105,1202.56,7.42411,0.266919,0.288765,
113,1240.02,1715.22,1505.2,0.722954,4.73338,60.0874,13.3624,1459.58,41.8564,69.1284,66.4693,1.92108,209.935,22.0976,886.654,95.1829,252.208,243.842,1.5762,2.60795,1.94512,1202.56,6.17404,0.266919,0.20929,
114,1240.02,1641.8,1241.52,0.755283,4.80119,68.6807,12.0893,1403.61,35.4972,60.1865,56.9413,2.12748,232.672,18.1947,748.42,79.9417,195.987,189.383,1.03988,3.18765,5.53948,1202.33,6.17404,0.266919,0.20929,
115,1240.02,1635.82,1330.97,0.758046,4.58174,85.9355,11.2455,1397.91,22.8982,58.9434,54.2998,2.03477,263.819,17.4318,735.111,40.6443,227.04,223.114,0.741198,3.18765,5.53948,1202.56,6.17404,0.266919,0.20929,
116,1232.26,1824.07,1437.15,0.675553,4.63418,110.005,13.4854,1441.74,41.0179,109.747,103.442,2.15938,276.765,17.5813,654.848,79.5931,282.107,285.554,1.00569,3.18765,5.95792,1202.56,6.10879,0.266919,0.20929,
117,1232.26,1733.32,1536.32,0.710925,4.37808,51.7949,14.9388,1508.15,35.6439,60.3643,58.05,1.68512,208.573,25.2876,1016.28,75.5993,223.858,211.116,0.637855,2.35756,5.95792,1202.56,6.10879,0.266919,0.20929,
118,1232.26,1840.69,1830.83,0.669454,4.4976,84.0716,15.4579,1536.16,44.8634,79.9341,75.7051,1.8204,288.108,25.631,1074.34,103.355,259.128,247.864,0.223095,2.35756,5.95792,1202.56,6.10879,0.266919,0.20929,
119,1232.26,1879.59,1910.41,0.655601,4.5666,117.469,14.7848,1519.13,35.4327,95.944,92.2581,2.16553,349.192,25.0335,1037.78,78.0391,307.642,301.483,0.648967,2.35756,5.95792,1202.56,6.10879,0.266919,0.20929,
120,1232.26,1958.65,2132.72,0.629136,4.44511,138.262,14.843,1542.66,38.2634,112.08,108.098,1.91948,443.092,23.6911,1074.25,93.4524,332.79,322.03,0.902803,2.35756,5.95792,1202.56,6.10879,0.266919,0.20929,
121,1232.26,1701.42,1532.32,0.724254,4.40533,77.1497,12.3088,1411.92,32.4773,83.0536,80.1061,1.7093,243.494,17.837,724.33,73.7363,290.49,284.55,0.366243,2.35756,5.95792,1202.56,6.10879,0.266919,0.20929,
122,1232.26,1689.8,1513.94,0.729233,4.51044,65.8604,11.983,1396.21,38.0488,87.6298,85.5566,1.88562,250.137,16.7099,660.596,101.441,291.404,288.908,0.896383,2.35756,5.95792,1202.56,6.10879,0.266919,0.20929,
123,1232.26,1790.93,1618.38,0.688055,4.45917,81.8295,13.3998,1460.49,42.5872,95.0009,93.1618,1.86573,259.566,21.9796,874.986,99.2213,282.638,279.344,0.832359,2.35756,2.14795,1202.56,6.10879,0.266919,0.20929,
124,1232.26,1759.52,1629.96,0.700338,4.3449,78.1617,13.6023,1449.65,36.5217,89.3661,87.877,1.53553,238.454,21.4941,832.672,91.286,278.853,277.579,1.1235,2.35756,6.23819,1202.73,6.10879,0.266919,0.20929,
125,1232.26,1897.76,1861.02,0.649324,4.44975,96.2096,15.6037,1562.56,38.4585,92.2934,88.1799,1.86641,299.904,25.0869,1045.46,89.5976,298.348,289.186,0.118464,2.35756,6.24919,1202.73,6.10879,0.266919,0.20929,
126,1232.26,1832.32,1564.45,0.672514,4.88865,91.1736,14.7315,1520.71,54.4775,74.4759,71.8595,2.42449,282.554,23.5991,939.27,117.188,243.097,239.155,0.689544,2.35756,6.24919,1202.73,6.10879,0.266919,0.20929,
127,1232.26,1621.14,1231.01,0.760117,4.11521,69.3008,11.6287,1378.96,31.1994,62.3977,63.5408,1.34352,239.825,17.1885,673.662,79.5898,225.689,229.09,0.740924,2.35756,6.24919,1203.2,6.10879,0.266919,0.20929,
128,1232,1741.52,1481.56,0.70743,4.4061,55.7078,13.6509,1453.77,41.1592,87.1423,85.689,2.10923,213.461,21.3658,813.585,101.099,293.275,291.624,0.359483,2.35756,5.92313,1203.35,6.10879,0.266919,0.20929,
129,1232,1857.42,1765.93,0.663289,4.24276,105.692,14.0107,1501.62,35.5311,100.205,96.1167,1.80369,314.792,21.8343,888.606,78.9157,291.492,290.923,0.476564,2.35756,6.24919,1203.35,6.10879,0.266919,0.20929,
130,1232,1766.16,1488.74,0.697562,4.38178,64.2162,14.6528,1507.74,34.689,71.5261,68.953,1.79607,212.537,24.9839,983.138,84.3691,240.897,233.751,0.325332,2.35756,3.99766,1202.49,6.10879,0.266919,0.20929,
131,1231.33,1676.05,1350.92,0.734662,4.3618,60.3775,12.4972,1405.26,36.6417,79.9784,76.9287,1.99815,190.251,19.159,747.865,90.4356,236.305,232.447,0.451349,2.35756,6.24919,1202.35,6.10879,0.266919,0.20929,
132,1231.33,1690.28,1428.93,0.728476,4.36091,77.4767,12.1783,1401.83,30.915,82.6339,80.8818,1.81225,232.719,17.9268,685.184,79.6186,278.107,277.291,0.515487,2.27437,5.2486,1202.35,6.10879,0.407944,0.20929,
133,1231.33,1752.31,1711.32,0.702686,4.44673,116.155,11.1007,1377.18,19.9156,112.975,110.537,2.02431,339.671,14.573,619.421,42.2362,367.345,370.615,1.34103,2.27437,4.9181,1202.35,6.10879,0.407944,0.20929,
134,1231.33,1626.55,1329.07,0.757016,4.28417,58.7215,12.5429,1391.1,27.7903,67.146,64.9693,1.98783,217.434,17.7954,655.885,68.6516,231.462,222.916,0.270953,2.27437,6.24919,1202.35,6.10879,0.407944,0.20929,
135,1231.33,1655.42,1457.37,0.743814,4.17716,49.5399,12.4232,1411.9,35.8528,71.7143,69.8195,1.32169,199.82,20.0885,794.318,103.986,261.677,257.357,1.0387,2.27437,6.24919,1202.35,6.10879,0.407944,0.20929,
136,1231.33,1554.3,1241.53,0.792208,4.03889,47.8988,11.2356,1362.24,32.3307,48.8272,47.7245,1.07827,168.529,18.8083,746.303,94.586,197.191,197.047,0.0978908,2.27437,6.24919,1202.35,6.10879,0.407944,0.20929,
137,1231.33,1729.91,1360.61,0.711787,4.00316,51.6814,13.5756,1443.98,36.8791,90.5366,89.2502,1.48483,161.68,20.7097,780.138,88.6776,259.01,257.889,0.95435,2.27437,6.42097,1202.35,6.10879,0.407944,0.3801,
138,1231.33,1895.33,2109.53,0.649664,4.32398,111,14.2983,1514.79,28.4967,112.028,110.393,2.03128,389.708,23.324,1017.46,73.0218,364.988,362.07,1.37989,2.27437,6.42097,1202.35,6.10879,0.407944,0.3801,
139,1231.33,1827.49,1677.51,0.673781,4.3038,83.2056,13.3215,1437.39,43.1647,123.753,122.346,1.61641,250.146,18.374,707.656,104.379,356.003,354.51,1.1599,2.27437,6.42097,1202.35,6.10879,0.407944,0.3801,
140,1230.38,1858.59,1764.17,0.661999,4.41693,84.4497,15.132,1514.91,34.2886,104.759,100.629,2.12912,254.287,24.0234,981.878,78.5038,303.585,292.108,0.891398,2.27437,6.42097,1202.35,6.10879,0.407944,0.3801,
141,1230.38,1732.24,1612.18,0.710283,4.29967,64.5804,13.7806,1470.57,30.813,74.9638,73.2302,1.92216,219.948,23.046,934.25,84.0996,278.669,274.46,0.533737,2.27437,6.42097,1202.35,6.10879,0.407944,0.3801,
142,1230.38,1584.09,1183.71,0.776715,4.03916,49.1963,11.124,1346.64,24.5274,74.7698,73.7895,1.42702,171.119,14.6456,527.637,60.9616,254.524,253.9,0.382214,1.44604,1.71554,1202.35,6.10879,0.407944,0.3801,
143,1229.79,1679.48,1273.64,0.732243,4.22647,81.1306,12.0204,1414.54,30.009,69.7326,67.8157,1.56525,264.174,16.9972,677.646,71.222,239.938,237.695,1.45059,1.44604,6.42097,1202.35,5.97573,0.407944,0.3801,
144,1229.79,1780.79,1590.8,0.690585,4.06048,85.8615,14.3762,1533.4,24.0258,61.9396,57.1213,1.538,289.827,24.6121,1048.36,63.9025,207.48,199.812,0.455103,1.44604,6.42097,1202.35,5.97573,0.407944,0.3801,
145,1229.79,1556.68,981.462,0.790006,4.03981,40.6346,12.1156,1380.14,24.8206,48.1065,46.8176,1.48198,163.752,17.4622,655.872,59.0218,177.432,177.03,0.340307,1.44604,6.42097,1202.35,5.97573,0.407944,0.281153,
146,1229.79,1663.35,1425.6,0.739344,4.17796,67.2698,13.067,1429.14,28.6571,61.6232,59.4093,1.7324,226.72,21.0579,810.473,75.988,221.141,220.682,0.72522,2.27437,6.68815,1202.35,5.97573,0.407944,0.281153,
147,1229.79,1828.4,1835.87,0.672602,4.49151,85.5835,14.0462,1479.46,34.7875,106.183,103.845,2.07112,311.265,21.2219,874.14,88.3655,331.256,335.884,0.860073,2.27437,6.68815,1202.35,5.97573,0.407944,0.281153,
148,1229.79,1793.5,1950.84,0.685691,4.18152,75.621,14.7103,1511.83,33.7412,77.4646,75.9469,1.5247,292.07,25.9839,1061.89,93.3326,317.021,313.137,1.2955,2.27437,6.68815,1202.35,5.97573,0.407944,0.281153,
149,1229.79,1933.92,1880.8,0.635904,4.28586,89.9236,17.2399,1583.95,49.1709,96.5958,92.747,2.05554,291.589,26.6935,1065,117.484,295.279,290.806,0.541391,2.27437,6.68815,1202.35,5.97573,0.407944,0.281153,
150,1227.43,1662.33,1549.24,0.738379,3.94854,47.7065,12.4186,1409.11,35.3182,77.5139,76.3149,1.46299,225.648,20.2847,845.256,103.345,287.749,284.448,0.470712,2.27437,6.68815,1202.35,5.97573,0.407944,0.281153,
151,1227.43,1663.32,1566.95,0.73794,4.23049,79.962,11.5389,1396.63,24.1678,74.2123,72.5797,1.91817,284.995,18.1131,751.665,58.4813,278.302,275.801,0.85308,2.27437,6.68815,1202.35,5.90074,0.407944,0.281153,
152,1227.43,1759.36,1538.94,0.697661,3.99394,80.2479,13.2133,1447.61,36.4995,90.4727,87.3215,1.93568,253.437,20.1896,786.426,97.5201,285.402,282.51,0.0715551,2.27437,6.68815,1202.35,5.90074,0.407944,0.281153,
153,1227.43,1840.42,1667.39,0.666931,4.01908,77.0404,15.4276,1506.21,43.5592,97.8772,96.291,2.09569,242.803,24.264,942.042,103.399,287.255,284.559,0.486544,2.27437,6.68815,1202.35,5.90074,0.407944,0.281153,
154,1227.43,1662.85,1265.13,0.738151,3.92457,79.0212,12.2597,1394.36,25.8545,74.7134,72.7112,1.48382,218.461,17.3835,666.345,62.94,238.326,238.275,0.495663,2.27437,1.16816,1202.35,5.88597,0.407944,0.281153,
155,1227.4,1634.75,1337.92,0.750816,3.9842,63.002,12.2924,1389.64,23.0608,71.2836,71.4868,1.67648,228.965,17.5793,656.352,59.9944,261.365,262.639,0.946144,2.27437,6.68815,1202.35,5.85482,0.407944,0.121156,
156,1226.58,1616.76,1306.85,0.758666,4.10391,61.7925,12.9685,1418.37,27.9631,46.5531,45.0083,1.96602,208.669,21.2838,795.924,74.6186,196.108,192.461,2.21787,2.27437,5.72125,1202.34,5.85034,0.407944,0.121156,
157,1226.58,1727.36,1617.92,0.710087,3.94588,87.9529,12.26,1414.72,28.6379,89.4317,90.4134,1.77656,390.146,18.8743,792.921,70.2415,293.333,300.779,0.707611,2.27437,6.67562,1179.08,5.85034,0.407944,0.121156,
158,1226.58,1776.45,1630.7,0.690468,3.78636,82.2671,13.3036,1471.46,22.8417,92.9327,89.859,1.67919,286.533,21.3349,886.165,60.5336,309.081,304.977,0.572193,2.27437,6.72065,1202.34,5.838,0.407944,0.121156,
159,1226.56,1613.62,1134.29,0.76013,3.81597,42.6844,11.7508,1372.43,24.6496,79.7016,78.5888,1.43676,164.944,16.8407,629.412,61.0758,243.208,242.263,0.209217,2.27437,6.72065,1202.34,5.838,0.407944,0.121156,
160,1226.56,3470.68,16526.2,0.353407,3.72429,87.3523,13.5167,1453.98,1644.9,134.625,132.586,1.22455,266.92,19.6012,769.035,16079.9,378.927,375.641,0.667856,2.27437,6.72065,1202.34,5.60352,0.407944,0.121156,
161,1226.56,1700.04,1462.21,0.721492,3.77778,67.7642,12.9307,1433.55,30.9357,76.4391,74.6409,1.826,223.321,20.2663,782.924,86.8,272.289,259.825,0.281882,2.27437,1.97036,1202.27,5.60352,0.408709,0.121156,
162,1226.56,1549.66,1081.77,0.791502,3.83633,72.3259,11.1133,1378.18,22.4476,32.0033,29.7602,1.62152,252.446,16.716,692.181,65.6527,143.221,140.658,0.11414,2.27437,6.72065,1202.26,5.60352,0.408709,0.121156,
163,1226.56,1701,1454.51,0.721082,3.84597,55.9704,14.6119,1478.11,18.9174,65.4423,64.1089,1.75354,219.055,23.5801,922.773,38.3303,242.145,239.692,0.280068,1.75,6.72065,1202.27,5.60352,0.408709,0.121156,
164,1226.56,1575.95,1197.83,0.7783,3.6609,47.4553,12.383,1399.48,22.5146,45.7218,44.7318,1.31229,165.662,20.2866,792.292,56.1502,177.494,177.483,0.157783,1.91499,6.72065,1202.27,5.50865,0.408709,0.121156,
165,1225.8,1672.24,1335.37,0.73303,3.8707,54.5986,12.864,1413.2,21.7825,83.6284,82.2907,1.79519,185.005,18.3922,680.707,45.5327,236.467,245.495,0.294527,1.91499,6.72065,1202.27,5.50865,0.324729,0.110386,
166,1224.84,1600.91,1336.94,0.765086,3.67485,59.1729,11.8355,1383.47,27.5763,58.1177,57.066,1.3034,191.093,18.2433,703.095,81.515,206.315,205.825,0.774963,1.91499,6.72065,1202.27,5.50865,0.324729,0.071966,
167,1224.84,1594.45,1274.95,0.768189,3.52589,44.1815,12.0273,1385.12,21.629,65.0906,62.8766,1.34919,178.855,18.2998,712.06,64.7317,237.968,228.96,0.309059,1.91499,6.72065,1202.27,5.50865,0.324729,0.071966,
168,1224.44,1902.27,1823.96,0.643676,4.22342,58.7738,17.859,1607.62,30.8334,92.3421,90.6147,2.74439,224.774,29.1309,1126.73,75.4688,323.301,323.791,0.520258,1.91499,6.72065,1202.27,4.89774,0.324729,0.071966,
169,1224.44,1568.74,1195.21,0.780528,3.63264,37.7702,11.187,1371.07,30.7335,58.5031,55.845,1.5095,162.297,18.1013,733.699,91.3855,251.037,238.94,1.12202,1.91499,6.72065,1202.27,4.89774,0.324729,0.071966,
170,1224.44,1774.91,1566.06,0.689861,3.82374,86.2556,12.8433,1435.93,27.1418,106.68,102.236,1.9713,266.85,19.9102,811.289,74.5524,312.549,319.138,0.0574637,1.91499,6.72065,1202.27,5.29092,0.324729,0.071966,
171,1224.44,1704.06,1412.62,0.718543,3.55508,68.9976,12.6678,1407.73,35.0095,88.765,87.3431,1.33465,223.885,18.5995,716.348,95.0873,286.603,285.055,0.598815,1.91499,6.72065,1202.27,5.29092,0.324729,0.071966,
172,1224.43,1599.37,1393.32,0.765572,3.6926,70.6922,11.4438,1362.6,20.2289,66.3315,64.3783,1.62467,258.382,16.0551,641.219,57.114,271.14,265.884,0.766646,1.91499,6.72065,1202.27,5.29092,0.324729,0.071966,
173,1224.43,1770.08,1797.05,0.691739,3.52518,79.9798,13.693,1475.05,30.012,85.1768,82.6414,1.32313,295.615,23.0758,978.435,91.3102,288.897,280.622,0.0989566,1.91499,6.72065,1202.27,5.06055,0.324729,0.071966,
174,1224.43,1937.89,1931.36,0.631838,3.59432,98.9771,16.0981,1573.85,36.8776,106.049,102.445,1.45855,332.104,25.5128,1102.68,95.1593,283.343,282.077,0.214986,1.91499,6.72065,1202.27,5.06055,0.324729,0.071966,
175,1224.43,1948.96,2174.62,0.628248,3.98075,111.496,14.9123,1543.67,32.9295,122.706,119.272,2.26635,374.255,24.9875,1084.62,93.0661,392.609,385.322,0.429991,1.91499,6.72065,1202.27,5.06055,0.324729,0.071966,
176,1224.43,1815.32,1635.69,0.674498,3.57369,50.2883,15.747,1523.35,41.4276,91.1343,89.8078,1.78351,196.338,24.5742,948.641,107.344,276.182,274.89,0.629238,1.91499,6.86353,1202.27,5.06055,0.324729,0.071966,
177,1224.43,1660.28,1361.09,0.737484,3.74729,56.6226,13.9202,1458.08,25.0677,50.7842,52.0642,2.02482,277.139,21.7886,850.59,69.906,203.236,205.801,0.420783,1.91499,6.86353,1202.28,5.06055,0.324729,0.071966,
178,1224.43,1626.2,1386.33,0.75294,3.70739,75.9589,11.308,1375.52,26.5063,67.5852,65.6152,2.06492,265.098,16.8659,697.096,78.785,279.317,279.388,0.355129,1.91499,6.86353,1202.28,5.06055,0.324729,0.071966,
179,1224.43,1683.92,1461.93,0.727134,3.5187,41.8143,13.885,1458.19,29.4797,69.0038,68.0298,1.80371,162.056,23.4446,906.239,89.6893,241.104,240.714,0.107194,1.91499,6.86353,1202.28,5.06055,0.324729,0.071966,
180,1224.43,1815.09,1647.71,0.674586,3.72662,111.403,12.8559,1426.37,34.0535,114.59,112.086,2.0799,317.448,17.7792,682.284,80.5378,360.625,358.504,0.402864,1.91499,6.86353,1202.31,5.06055,0.324729,0.071966,
181,1224.43,1672.57,1468.56,0.732068,3.51585,77.6811,11.9295,1390.95,24.9185,83.348,80.2213,1.77831,257.316,16.2851,680.162,67.9379,296.011,283.72,0.74877,1.91499,6.86353,1202.31,5.06055,0.324729,0.071966,
182,1224.43,1791.68,1685.63,0.6834,3.62441,82.1997,14.3002,1486.07,20.1071,94.2581,91.1169,1.71571,260.041,22.2409,899.82,46.5389,297.633,290.848,0.257588,1.91499,6.86353,1202.29,5.06055,0.324729,0.071966,
183,1224,1724.01,1435.82,0.709973,3.55172,74.1618,13.3775,1428.03,33.5406,86.418,84.9278,1.73476,231.676,19.0603,725.084,95.2596,271.603,270.671,0.876384,1.91499,6.86353,1202.29,5.06055,0.324729,0.071966,
184,1224,1548.73,1059.47,0.790324,3.50316,44.3394,11.7275,1378.21,29.5913,41.388,39.9703,1.56795,181.943,17.1517,655.062,91.5064,173.831,176.83,2.34899,1.91499,6.86353,1202.29,5.06055,0.324729,0.071966,
185,1224,1722.52,1540.87,0.710587,3.30375,70.0949,13.1602,1427.1,32.9561,89.2516,86.6542,1.42513,231.666,19.1315,737.812,93.9615,280.319,284.841,0.56476,1.91499,6.86353,1202.29,5.06055,0.324729,0.071966,
186,1224,1617.55,1186.6,0.756702,3.50526,49.0644,11.8201,1392.64,28.3445,66.8513,65.3179,1.82778,196.989,18.4776,718.347,89.2293,234.434,235.981,0.961606,1.91499,5.22639,1174.88,5.06055,0.324729,0.071966,
187,1224,1786.77,1587.32,0.685036,3.27103,78.4017,14.1729,1467.68,31.2115,97.3532,94.6737,1.55042,228.896,20.8238,801.943,89.7009,296.851,293.598,0.46653,1.91499,6.86353,1202.29,5.06055,0.324729,0.071966,
188,1223.27,1650.97,1564.84,0.740939,3.35078,73.7244,12.0514,1400.21,23.4353,69.9455,68.2585,1.37661,262.406,19.1097,762.628,79.0218,259.876,258.739,1.66679,1.91499,6.86353,1202.29,4.81879,0.324729,0.071966,
189,1223.27,1901.24,1892.02,0.643406,3.64849,86.2338,15.6963,1534.11,29.1043,117.65,114.798,2.01055,282.576,23.9804,1038.59,71.1121,334.349,328.62,0.113119,1.91499,6.97641,1202.29,4.81879,0.324729,0.071966,
190,1223.27,1746.84,1495.16,0.700276,3.42684,86.9148,13.4726,1445.03,28.4252,86.4626,83.1025,1.68074,256.532,20.1079,812.176,76.8906,281.177,277.594,0.43979,1.91499,6.97641,1202.29,4.81879,0.324729,0.071966,
191,1223.27,1774.4,1731.45,0.689401,3.39998,78.8727,14.6882,1493.29,34.3158,75.9812,73.8492,1.56378,282.076,24.1458,966.102,93.6114,292.607,288.929,0.614202,0.962413,6.97641,1202.29,4.38741,0.324729,0.071966,
192,1223.27,1765.52,1837.93,0.692865,3.53929,102.733,13.7598,1481.09,22.8609,72.1366,69.4084,1.76133,342.508,22.5849,967.473,68.1882,276.747,271.818,2.23735,2.01083,6.97641,1202.29,4.81879,0.324729,0.071966,
193,1223.27,1705.15,1469.19,0.717396,3.46442,86.4784,13.2497,1437.67,25.709,70.0823,68.5033,1.77948,262.561,19.5926,767.494,68.6919,259.936,257.331,0.717125,2.01083,6.97641,1202.27,4.81879,0.324729,0.071966,
194,1223.27,1644.13,1151.3,0.744022,3.34365,43.5702,13.4317,1411.35,42.0876,65.9017,64.4499,1.54073,156.534,18.2255,644.755,111.643,190.263,189.289,0.373993,2.01083,6.97641,1202.27,4.7062,0.324729,0.071966,
195,1223.27,1802.13,1707.06,0.678791,3.32046,49.5316,16.2017,1550.04,28.6977,77.7918,76.5474,1.55918,184.108,27.3521,1081.93,88.2688,253.822,253.496,0.585002,2.01083,6.97641,1202.27,4.81879,0.324729,0.071966,
196,1223.08,1817.08,1762.5,0.673102,3.55002,88.7524,14.4126,1504.75,28.8656,89.3716,87.3705,1.76836,302.216,23.2681,932.325,76.2683,293.245,292.442,0.907957,2.01083,1.93268,1202.27,4.81879,0.324729,0.110386,
197,1223.08,1766.66,1490.39,0.69231,3.76126,50.937,15.2048,1507.89,31.8701,79.2299,77.7723,2.2926,179.922,24.8248,959.494,89.8266,254.755,253.004,0.112261,2.01083,6.97641,1202.27,4.81879,0.324729,0.110386,
198,1223.08,1918.86,1890.96,0.6374,3.45356,89.2181,15.4099,1518.66,36.363,128.961,126.79,1.87512,287.701,23.6748,932.455,93.1501,363.674,367.072,0.683419,2.01083,6.97641,1202.27,4.81879,0.324729,0.110386,
199,1222.96,1780.78,1524.42,0.686758,3.25504,51.7485,15.4505,1518.06,30.8266,81.3383,80.0976,1.60924,182.434,26.0338,1027.43,82.5768,298.691,288.264,0.0370681,1.99177,6.97641,1202.27,4.81879,0.430145,0.14037,
200,1222.96,1782.19,1498.74,0.686212,3.46068,57.1401,14.3424,1464.76,32.5909,105.731,104.169,1.94461,205.614,20.1301,770.149,87.5512,292.87,296.976,0.068002,1.99177,6.97641,1202.27,4.81879,0.430145,0.14037,
201,1222.92,1768.18,1560.25,0.691626,3.43491,56.7319,14.5005,1470.31,40.7346,92.0643,90.4038,1.85292,217.672,21.0717,790.187,106.49,288.209,286.034,0.542341,1.99177,7.02858,1202.27,4.81879,1.28594,0.390302,
202,1222.89,1768,1539.37,0.691677,3.39732,94.9326,12.6139,1412.92,29.9992,108.772,105.366,1.6641,282.421,17.2687,669.074,81.8703,321.776,316.893,0.622655,1.99177,7.02858,1202.27,4.81879,1.28594,0.390302,
203,1222.89,1725.8,1551.72,0.70859,3.1476,53.3459,14.4231,1468.61,39.2396,74.1596,72.8801,1.33525,207.752,23.5499,911.553,113.349,254.085,251.354,0.234067,1.71872,7.02858,1202.27,4.80997,1.16455,0.356277,
204,1222.88,1583.07,1352.51,0.772472,3.16376,57.7738,11.9125,1382.18,28.418,50.5537,49.0683,1.30196,225.092,18.7174,735.022,133.097,223.378,221.584,0.100817,1.71872,7.02858,1202.27,4.73456,1.16455,0.356277,
205,1222.39,1490.63,847.365,0.820048,3.28466,51.514,10.0074,1294.44,20.585,56.0108,54.7928,1.75962,175.618,10.1195,345.065,67.23,178.765,179.635,0.0893029,1.71872,7.02858,1202.27,4.42015,1.16455,0.356277,
206,1222.39,1706.5,1508.17,0.716315,3.43179,83.4901,12.8039,1437.66,33.0793,69.9493,66.0841,2.15032,279.467,20.6604,819.076,95.5002,247.981,242.787,0.410205,1.71872,4.82951,1202.32,4.42015,1.16455,0.356277,
207,1222.36,1697.15,1563.41,0.720243,3.5196,41.4723,14.3352,1470.03,31.5822,68.7836,67.4282,2.0814,221.617,23.0835,897.617,86.5775,278.005,276.024,1.39094,1.71872,7.02858,1202.28,4.42015,1.16455,0.356277,
208,1222.36,1871.3,1565.43,0.653216,3.37435,58.5224,16.846,1567.84,31.2776,97.3498,96.0905,1.87563,208.95,25.6571,968.704,85.5879,284.214,283.619,0.261379,1.71872,7.02858,1202.28,4.42015,1.16455,0.356277,
209,1222.36,1593.33,1180.59,0.767174,3.14923,28.1821,11.9575,1366.07,30.8947,77.0638,76.0152,1.44209,107.269,18.0974,699.591,91.0164,255.975,252.019,0.597263,1.71872,4.6262,1143.23,4.42015,1.09148,0.356277,
210,1222.36,1674.21,1502.85,0.730114,3.12931,58.4815,12.7209,1413.56,25.519,81.7587,79.0351,1.63441,265.957,19.0091,831.978,79.0636,260.208,257.681,0.248425,1.71872,7.11687,1202.28,4.42015,1.09148,0.356277,
211,1222.34,1644.37,1418.08,0.74335,3.27859,57.4249,11.469,1374.36,30.8455,85.0132,81.9827,1.92589,214.222,16.6715,664.469,82.2145,301.677,298.786,0.762847,1.71872,4.2516,1202.28,4.42015,1.09148,0.356277,
212,1222.34,1906.49,1668.98,0.641147,3.44512,118.717,15.0621,1529.77,28.8128,107.534,103.152,2.29352,311.824,23.1358,899.166,72.1854,287.414,280.662,0.345911,1.71872,7.15998,1202.34,4.42015,1.09148,0.356277,
213,1222.05,1579.83,1143.95,0.773534,3.0808,62.4733,11.3106,1349.59,23.9366,65.3942,64.0418,1.55796,204.478,15.3493,595.398,72.3625,225.252,223.257,0.628926,1.39362,6.26434,1202.33,4.42015,1.09148,0.356277,
214,1221.88,1696.24,1689.02,0.720343,3.20692,69.7913,12.8294,1436.26,27.0752,74.4975,72.5792,1.68527,281.509,21.4784,877.597,90.0741,285.863,285.758,0.441564,1.46466,7.16787,1202.33,4.42015,1.09148,0.356277,
