Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.ackerman_angle,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
25,0.839062,32.1343,4.57851,0.680504,16.2403,2.85757,4.59223,3.01568,0,45.1096,2.35149,1.49951,1.594,69.1049,9.98227,
26,1.67068,32.075,4.56505,0.933571,16.1059,2.79724,2.0049,1.3448,0,43.9362,2.2929,1.46939,2.25662,69.7648,13.4378,
27,2.64867,32.6047,4.72252,0.778971,18.255,3.09659,2.90644,6.29198,0,45.6174,2.56986,2.61699,2.98263,61.9091,8.03288,
28,2.59676,32.2104,4.61179,1.54014,18.109,3.2802,1.79427,1.58746,0,47.2243,2.75969,2.55851,3.02662,67.4586,6.29935,
29,1.58527,32.1334,4.55927,0.866213,16.1696,2.82782,6.47171,2.56768,0,46.6937,2.31721,1.50098,1.95586,70.0743,5.43811,
30,1.93359,32.4271,4.6602,1.57923,16.2753,3.48089,1.26358,4.61047,0,43.8307,2.9558,1.49309,2.36764,64.9319,13.435,
31,1.99931,31.9366,4.52481,0.694248,16.1256,3.04088,2.81196,3.24057,0,46.12,2.53351,1.53325,2.31483,71.8794,6.78722,
32,4.57001,32.2627,4.63518,1.44412,16.5449,2.70854,0.497599,4.4232,0,45.3209,2.19067,1.63206,4.84564,66.1701,8.38435,
33,0.478931,31.9958,4.54475,0.731346,15.8647,3.05918,1.99879,3.75512,0,43.7731,2.54866,1.38635,0.961841,70.8142,13.8036,
34,0.727315,31.9431,4.54625,0.727303,15.9736,3.07884,2.03635,1.64762,0,43.883,2.56363,1.48924,1.42833,70.7317,15.052,
35,0.735678,32.1304,4.5561,0.832291,16.2354,3.12084,1.40593,3.24357,0,47.5033,2.6018,1.77633,1.6833,70.2755,9.81683,
36,1.29939,32.2005,4.59574,0.833385,17.4384,3.15809,1.14092,4.22135,0,44.7503,2.62348,2.35307,1.81491,68.2782,11.4939,
37,2.00432,32.1426,4.59998,0.940139,16.3016,3.1655,4.91297,4.26835,0,45.8543,2.65319,1.53643,2.28438,68.0187,7.54474,
38,1.87853,32.3258,4.66159,0.717537,17.1373,2.99463,3.11141,3.38844,0,48.8349,2.48113,1.91807,2.21337,64.8924,9.68457,
39,2.14497,32.0499,4.5956,0.932851,16.6372,2.80599,6.04634,4.99771,0,46.289,2.30203,1.75848,2.30327,68.2567,5.184,
40,1.8318,32.1679,4.59185,0.78276,16.4419,3.17251,2.29746,6.88696,0,45.9561,2.65627,1.63713,2.19904,68.4471,7.30221,
41,2.0799,32.2948,4.62553,0.971188,18.5682,2.76213,1.23578,2.0158,0,44.5022,2.24075,2.77872,2.51208,66.7898,13.1798,
42,5.20942,32.1217,4.61283,0.72258,16.107,2.97835,2.41945,2.35095,0,47.4041,2.46955,1.43173,5.4724,67.2643,5.99482,
43,1.26323,31.9563,4.52897,3.60262,15.2698,2.09835,3.82357,2.94286,0,45.5776,1.57353,1.15722,1.77403,71.5926,9.41268,
44,1.79583,32.0001,4.53379,0.825891,16.4484,3.16147,1.4198,3.76322,0,46.5262,2.63719,1.73881,2.16376,71.4357,8.316,
45,1.38845,32.0418,4.55246,1.94129,15.7693,2.56332,3.00303,3.73365,0,44.6359,2.0486,1.30548,1.89554,70.393,11.5132,
46,1.94217,31.8638,4.51215,1.00457,15.4124,2.93427,2.59803,1.95864,0,45.1204,2.41781,1.25102,2.21012,72.4873,11.1563,
47,1.28564,32.2416,4.61683,1.67409,16.596,2.64447,4.41857,4.87506,0,44.8181,2.12023,1.59997,1.85598,67.1399,11.0948,
48,1.49952,31.9971,4.5294,2.70793,16.3645,2.31993,4.05314,0.688324,0,44.7205,1.80445,1.66139,1.99313,71.6561,11.0264,
49,1.4588,31.9359,4.52388,0.836095,15.9616,2.88436,2.52781,5.17004,0,44.7802,2.37463,1.43073,2.21399,71.909,9.1435,
50,1.9359,32.258,4.63416,3.11425,17.8797,2.18332,6.93747,1.88299,0,46.1571,1.66288,2.43605,2.30337,66.3205,7.45024,
51,0.871332,32.0578,4.58258,1.07102,18.1189,2.74094,5.65825,2.13391,0,45.532,2.23002,2.75218,1.82339,68.9784,8.66976,
52,4.01153,32.0913,4.55771,1.08018,15.1141,3.22259,1.89115,1.20102,0,45.6761,2.71376,1.17361,4.17321,70.1419,10.2234,
53,0.703231,31.9363,4.53999,0.720606,15.6971,3.06677,4.06736,4.36007,0,44.308,2.56148,1.32918,1.60053,71.0459,11.3424,
54,0.909227,31.9401,4.51434,0.985328,14.5515,3.40165,4.69398,3.49021,0,46.9644,2.88466,1.3718,1.92851,72.2967,7.36766,
55,1.7182,32.0663,4.57663,2.15027,15.3117,2.57634,2.05345,4.45018,0,43.9292,2.06003,1.17971,2.21493,69.1061,14.1311,
56,1.96484,32.2392,4.61377,1.12217,17.3554,2.64073,4.06861,3.14938,0,47.1098,2.12902,2.0255,2.32634,67.37,9.41076,
57,1.69824,32.2751,4.62805,1.50831,17.5641,2.55607,5.62579,4.76856,0,45.1674,2.03981,2.13436,2.08692,66.6501,8.8631,
58,3.09179,32.1303,4.61042,0.874746,17.046,2.76059,2.26693,3.43945,0,44.4006,2.24758,1.90649,3.3175,67.4606,12.0303,
59,0.898436,32.2922,4.62257,1.53774,16.5666,2.79675,7.66969,5.9498,0,48.018,2.27055,1.68893,1.51123,66.8648,4.9258,
60,2.37408,32.0887,4.57512,1.04869,16.6367,2.90317,1.33619,6.11964,0,45.2889,2.38661,1.7789,2.8463,69.2667,8.96402,
61,0.801677,32.0335,4.53072,0.724435,15.4277,3.09202,6.03595,2.44972,0,48.2837,2.57869,1.23441,1.64742,71.5225,7.25727,
62,0.693726,32.1316,4.60096,1.97473,17.8809,2.44169,1.34684,1.15765,0,51.9564,1.92523,2.45981,1.49873,68.0222,9.67269,
63,0.863246,32.0351,4.5522,1.62789,16.1803,2.76361,4.65394,4.39144,0,46.2949,2.24408,1.62604,1.57373,70.4625,8.52569,
64,0.938304,32.0463,4.56942,0.758955,16.2399,3.02499,2.89995,6.84693,0,44.4052,2.51829,1.53368,1.8113,69.5659,10.6356,
65,4.95264,32.296,4.66011,0.964278,16.2146,2.80691,2.95631,2.60945,0,45.2799,2.29331,1.4217,5.14548,64.88,11.3676,
66,0.67108,32.0812,4.55827,0.741715,16.8156,2.77775,5.01674,3.82394,0,45.3028,2.26899,1.77836,1.53053,70.1674,10.3211,
67,1.37509,32.0379,4.55622,0.817287,15.3846,3.18591,6.00101,3.06062,0,47.1352,2.67056,1.21114,1.95325,70.1708,8.38032,
68,0.691245,32.0082,4.55045,0.879773,15.9722,2.93956,2.36392,8.44587,0,44.9522,2.42358,1.47489,1.45311,70.5307,9.41631,
69,0.53202,32.0989,4.58444,1.42833,16.9193,2.61121,2.91501,4.33789,0,44.4248,2.09935,1.91252,1.26834,68.8267,14.1546,
70,0.679861,32.2676,4.63235,0.786962,17.2414,2.83716,5.44309,3.40937,0,43.9915,2.32058,1.96338,1.37355,66.4008,14.766,
71,1.22702,32.1726,4.60421,0.72516,15.3262,2.91207,1.39344,4.40021,0,42.6021,2.39877,1.17951,1.82907,67.6945,19.6873,
72,0.695345,32.2009,4.59713,1.39313,16.3392,3.3781,1.80324,2.35738,0,54.9735,2.85618,1.60406,1.65465,68.1548,6.20758,
73,0.643959,32.0293,4.57349,0.705682,17.3541,2.97362,4.56411,4.6614,0,44.5447,2.46512,2.23898,1.35367,69.4126,10.6973,
74,0.942864,32.153,4.57907,0.957448,16.6584,2.77663,2.27821,6.24261,0,45.6957,2.26549,1.79744,1.70113,69.0922,11.2296,
75,0.690173,32.0821,4.55569,1.27699,16.8379,3.30398,2.7754,2.38756,0,46.6694,2.7826,1.93447,1.62405,70.3101,11.145,
76,1.37658,32.1049,4.55514,1.10309,17.4256,2.74859,2.31443,1.99504,0,45.7551,2.22735,2.2393,1.7414,70.3819,12.4099,
77,0.961876,32.0384,4.54096,1.57369,16.0521,2.62308,5.17195,1.88222,0,44.7707,2.11184,1.48268,1.71946,71.0178,12.4389,
78,1.16417,32.0441,4.54596,1.27406,15.4467,2.81752,7.48894,2.56255,0,45.7635,2.29592,1.20678,1.92305,70.7308,9.18981,
79,0.995607,32.0583,4.54452,0.794275,16.0909,2.96771,4.06822,6.21205,0,45.4683,2.44915,1.50248,1.83017,70.8521,8.64859,
80,1766.05,9.75453,19.4079,33.441,62.7498,2.63271,451.646,541.534,0,1002.19,2.99868,50.7191,1767.62,1464.33,192.217,
81,1.40853,32.0334,4.57727,0.789155,15.9428,3.1659,1.19455,1.52958,0,45.7863,2.65159,1.44317,1.71729,69.1542,11.2171,
82,3.81885,32.1834,4.59675,2.66078,17.1242,2.43231,6.83994,5.65456,0,46.898,1.90737,2.06072,4.04726,68.1733,5.52946,
83,5.2889,32.2052,4.62411,1.82104,18.9735,2.45664,5.7751,5.41997,0,45.3143,1.9369,2.90749,5.43015,66.8238,7.82493,
84,3.86819,32.4263,4.68517,1.11131,21.3283,3.09046,7.60763,6.44326,0,44.4351,2.57473,4.34882,4.11451,63.8704,10.5193,
85,0.866276,32.2063,4.6324,0.975118,17.9066,2.86368,8.16602,6.58408,0,47.1088,2.34994,2.56849,1.71345,66.4269,5.52945,
86,4.2147,32.1916,4.5907,1.61754,17.6478,3.40882,7.43646,6.30423,0,46.6559,2.88809,2.44754,4.61886,68.511,5.27199,
87,1.99093,32.1443,4.57272,2.82437,15.9768,2.40477,1.999,4.00045,0,47.4814,1.88115,1.39966,2.3455,69.407,7.25488,
88,0.458194,11.5481,29.6798,290.662,19.1582,2.52904,115.536,103.942,0,1980.2,1.66795,28.675,1.03193,2029.29,305.192,
89,1.76526,32.1824,4.61454,1.19928,17.0544,2.80424,2.39968,5.4948,0,46.3867,2.27568,1.85701,2.07769,67.3044,5.26877,
90,0.623525,32.2953,4.62363,2.35598,17.391,2.44702,19.2934,12.8395,0,46.8231,1.92624,2.16606,1.41635,66.8597,5.57033,
91,3.11247,32.0909,4.57975,2.64641,17.8147,2.2981,2.44365,3.69701,0,44.1933,1.78127,2.4969,3.26471,69.1501,11.9659,
92,0.626232,32.1168,4.58535,2.48688,16.8016,2.43908,12.1477,5.35123,0,46.3705,1.91607,1.83465,1.33576,68.7711,8.31056,
93,1.7619,32.1805,4.58539,0.897715,16.75,2.91206,4.74664,1.18945,0,47.6865,2.39276,1.81559,2.32567,68.76,6.97526,
94,1.66568,32.2602,4.61119,0.771005,16.715,2.80847,2.22399,1.78756,0,46.8284,2.30424,1.76293,2.00218,67.4788,5.46016,
95,3.67519,32.0683,4.57172,0.980919,17.777,3.06883,5.34583,3.66922,0,46.4416,2.55453,2.38314,3.81429,69.5582,5.04744,
96,2.58974,32.1188,4.57046,0.686703,15.3305,2.94486,1.59232,4.05428,0,47.9991,2.43776,1.16166,2.87502,69.4817,5.27705,
97,1.7468,32.3456,4.63476,1.6272,18.1381,3.28448,1.34412,4.24952,0,47.6312,2.76383,2.52498,2.0647,66.3088,7.71663,
98,2.48971,32.0075,4.58578,0.821484,16.5425,3.05595,1.46702,2.92124,0,45.6515,2.54666,1.68761,2.62418,68.7529,7.29362,
99,4.23108,32.2447,4.62222,1.42279,17.3394,2.60412,3.03962,4.19522,0,49.0593,2.09531,2.15426,4.55828,66.8803,7.56259,
