Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,
23,82.3883,194.659,131.873,0.423243,25.424,17.0217,2.96741,24.1119,14.0308,41.9606,41.9563,3.73163,23.455,15.6752,22.0579,1.77622,10.4673,7.96359,58.7976,58.9608,1.757,12.9434,3.80245,1.79498,0.0458351,12.1945,0.340027,0.99577,0.318521,0.475012,3.48463,
24,82.3883,171.778,113.29,0.479622,20.8784,10.8981,2.97081,22.0401,14.4233,37.3749,37.3675,3.97747,21.8471,11.7041,10.4763,1.88306,4.67443,6.81877,57.2636,56.8955,1.32389,6.16564,3.80245,1.7543,0.0458351,17.8968,0.72139,0.99577,0.318521,0.971285,3.48463,
25,82.3883,317.67,577.526,0.259352,22.7029,17.9883,3.32936,21.6707,15.1341,104.941,104.173,3.89148,23.8393,14.247,35.7441,2.27928,4.79325,12.7434,277.255,280.848,1.44351,11.9297,3.80245,2.02802,0.0458351,8.769,0.418727,0.99577,0.318521,0.971285,3.48463,
26,82.3883,250.661,376.734,0.328684,22.2277,13.3893,3.16251,24.393,15.539,73.6684,73.5917,4.28513,20.4047,14.0577,12.9323,1.93742,10.0916,11.0574,181.008,176.821,1.36488,9.84361,3.58307,2.02802,0.0458351,9.44681,0.418727,0.362284,0.199318,1.78745,3.04829,
27,82.3883,287.62,510.302,0.286448,21.3077,15.9033,2.82833,23.6767,14.0151,93.4992,92.7257,3.84677,19.8176,13.5466,16.8781,1.81854,6.15714,7.40528,248.476,243.362,1.61376,7.58789,3.77952,0.873167,0.0458351,17.8968,0.418727,0.362284,0.199318,0.715477,2.42579,
28,82.3883,304.074,545.921,0.270949,25.1766,14.6639,2.76894,23.6763,15.9199,98.8383,98.1124,4.24937,20.668,13.797,21.3185,1.95259,6.4299,9.02868,266.561,262.599,1.67816,12.2017,6.05548,2.02802,0.0458351,9.3937,0.418727,0.362284,0.199318,0.715477,2.42579,
29,82.3883,203.078,352.843,0.405697,19.932,18.9931,2.73995,24.8767,15.4038,46.9433,46.7464,4.30717,23.1362,11.6281,32.2286,2.11636,22.0186,10.9224,152.524,159.975,1.65766,10.1775,3.40192,1.8763,0.0458351,12.451,0.418727,0.362284,0.199318,0.867824,3.48463,
30,82.3883,335.691,630.513,0.245429,25.4284,13.4448,2.97459,22.3752,15.0121,115.338,114.504,4.4903,22.1238,16.7156,16.1466,2.17358,6.00353,8.66106,297.417,307.492,2.14706,10.5772,5.49172,1.71668,0.0458351,9.33379,0.418727,0.362284,0.199318,1.88492,3.48463,
31,82.3883,246.192,286.459,0.334651,19.5996,10.7353,3.05615,22.6141,14.4886,75.2571,75.2714,4.07587,21.0938,12.1816,8.34323,2.56235,4.89067,10.9488,148.606,143.753,1.46096,8.74725,3.5822,0.782595,0.0458351,10.8185,0.418727,0.362284,0.199318,1.56238,3.48463,
32,80.4062,233.812,330.702,0.343892,21.832,13.163,3.14075,25.1287,14.1204,65.4668,65.3893,4.25047,21.321,14.0171,13.8582,2.29826,17.8264,9.72605,157.647,155.587,1.50014,9.07899,6.05548,2.02802,0.0458351,9.29497,0.418727,0.362284,0.199318,1.69691,2.20534,
33,75.8454,225.726,422.575,0.336007,21.1631,12.657,2.8313,22.5444,10.2134,64.8999,64.7047,3.88583,22.8263,14.4129,16.6096,1.90813,7.94088,6.9801,201.392,200.74,1.24997,9.04292,2.87362,2.02802,0.0768992,9.34521,0.418727,0.362284,0.199318,1.69691,3.48463,
34,75.8454,472.837,1966.44,0.160405,20.2596,12.5569,3.1964,287.065,11.3532,56.9706,56.9617,3.93867,20.5342,12.4851,10.8506,2.43287,1856.94,9.15642,101.954,102.115,1.34774,9.09263,2.62381,0.829574,0.0768992,19.0681,0.418727,0.362284,0.199318,1.14872,3.48463,
35,75.8454,332.757,793.046,0.227931,21.2878,15.7614,3.6138,104.372,11.5243,75.832,75.1475,3.66707,21.5512,15.9188,21.9632,2.4272,596.797,9.89242,254.106,251.001,1.62162,5.72558,2.62381,1.09049,0.0768992,13.6766,0.418727,0.362284,0.199318,0.81247,3.48463,
36,75.8454,146.162,131.98,0.518912,17.1766,14.795,3.20076,22.2724,9.49131,26.3216,26.2825,3.60048,23.0218,10.8545,20.7326,1.98672,63.5615,7.86104,76.7744,78.8399,1.2666,13.1518,2.62141,2.02802,0.0768992,12.3481,0.418727,0.362284,0.199318,1.68825,3.3009,
37,67.1432,155.112,152.56,0.432869,14.3996,14.5258,3.61782,23.1619,9.10996,33.2113,33.1833,3.55325,20.3493,10.2075,14.6063,2.1702,6.0357,6.94622,73.4704,71.9814,1.27348,7.8738,2.60312,1.66136,0.0768992,19.0412,0.179385,0.630797,0.318521,1.69691,2.79387,
38,67.1432,198.452,214.043,0.338335,19.0157,15.3216,4.06992,39.7373,9.99741,42.4248,42.4218,3.47899,21.9843,15.3032,26.4202,2.52158,114.606,8.36236,78.9247,80.4819,1.59296,10.3992,2.62381,1.74299,0.0294004,14.0674,0.634189,0.630797,0.318521,1.17415,3.20139,
39,67.1432,258.398,536.968,0.259844,17.5505,12.4432,3.56595,24.8866,9.1738,83.0327,82.3674,3.65285,21.7252,14.771,18.3681,2.09975,25.0968,9.51346,257.736,258.357,1.15258,7.92085,2.62381,2.02802,0.0294004,11.1332,0.634189,0.630797,0.318521,0.707161,3.20139,
40,67.1432,180.337,325.096,0.37232,14.7818,9.15592,3.08007,21.8925,8.46416,48.7155,48.632,3.58448,22.0309,11.5112,7.52985,2.00381,5.725,8.9955,154.232,155.468,0.910398,7.48274,2.00416,1.61501,0.0294004,9.55587,0.634189,0.630797,0.318521,1.95296,3.20139,
41,67.1432,269.724,579.308,0.248933,16.3344,10.0041,3.84672,21.4912,8.73384,90.9012,90.1912,4.02861,24.193,14.402,7.89694,3.03687,5.398,10.674,284.887,281.373,1.77017,13.5258,2.00416,1.61501,0.0946634,9.37123,0.524791,0.630797,0.225444,1.95296,3.20139,
42,67.1432,277.575,608.744,0.241892,18.2272,10.9803,3.89359,37.3573,9.1649,86.4439,85.6762,3.72398,22.1075,30.3344,13.2045,2.4668,109.267,10.8116,274.21,269.947,1.49028,8.69679,2.62381,1.62515,0.0837806,10.2229,0.634189,0.630797,0.225444,1.25415,3.20139,
43,67.1432,186.064,432.655,0.360861,15.9134,12.5438,3.87665,23.3712,8.83716,47.1598,46.8866,3.79237,23.6831,16.3216,24.2917,2.58966,21.6173,11.0428,198.94,197.984,1.24696,7.88819,2.62381,1.62515,0.0376719,9.48755,0.254016,0.630797,0.225444,1.95296,3.20139,
44,67.1432,145.664,291.65,0.460947,13.9519,8.60012,3.39101,21.203,7.58575,32.0167,31.9313,3.60209,23.3818,9.48338,8.92723,2.68637,4.36519,12.8081,132.475,132.334,0.795631,8.26615,2.87362,1.62515,0.0376719,12.1614,0.254016,0.630797,0.225444,1.95296,3.20139,
45,66.0627,203.904,490.025,0.323988,12.8208,10.8287,3.43113,21.3644,7.77067,61.2902,60.6352,3.52793,22.2354,7.96082,15.054,2.4742,3.74978,11.0507,231.326,232.061,1.38331,4.94037,2.87362,1.62515,0.0376719,13.8328,0.254016,0.630797,0.225444,0.687174,3.20139,
46,64.0431,242.449,669.937,0.264151,12.6844,15.5458,3.55715,21.3818,4.82196,79.5454,77.9574,3.53678,23.4185,11.7293,31.1469,2.30941,3.72484,5.97836,325.915,318.323,1.38185,8.58759,2.87362,1.62515,0.0376719,14.5139,0.177749,0.630797,0.225444,0.744594,3.20139,
47,64.0431,156.851,463.678,0.408306,14.3622,10.7187,3.46348,22.0474,5.7409,36.9751,36.2021,3.76952,23.5712,15.0833,18.4318,2.41357,6.25957,8.98473,228.465,226.627,1.15114,3.74345,2.87362,1.62515,0.0376719,19.0412,0.156703,0.475238,0.225444,1.95296,3.20139,
48,64.0431,134.142,191.2,0.477428,14.3362,14.5976,3.13445,37.5025,8.00136,13.631,13.5651,3.58856,25.7853,18.7866,26.3102,2.24545,107.212,16.2903,42.5065,43.0893,1.46258,13.1892,1.6877,1.62515,0.0376719,12.4012,0.110235,0.630797,0.225444,1.95296,3.20139,
49,64.0431,85.5295,70.59,0.748784,9.56437,10.6567,2.05535,26.4767,3.0537,3.69618,3.60649,3.45629,22.9638,11.1067,14.1578,2.10555,40.3083,5.56592,9.68653,10.6261,1.12838,3.89858,2.12949,1.63991,0.0376719,19.2251,0.110235,0.456141,0.149981,1.95296,3.20139,
50,64.0431,299.975,787.766,0.213495,12.5547,14.0647,2.66272,23.7503,4.6473,108.241,106.27,3.43555,24.3491,17.8457,20.3048,2.75215,23.7263,7.56065,381.893,392.486,0.922631,8.22069,2.12949,1.64646,0.04288,13.6409,0.110235,0.456141,0.149981,1.36438,3.20139,
51,60.9822,526.369,2122.18,0.115854,9.41218,14.4544,2.55108,306.205,3.3268,82.3899,81.0145,3.82211,23.1932,13.9126,22.16,2.60338,2019.39,3.52883,322.163,314.675,2.07552,3.87794,1.85189,1.64646,0.04288,13.8424,0.110235,0.456141,0.149981,1.06164,3.20139,
52,60.4966,204.13,560.322,0.296364,11.3765,14.3425,2.45845,114.357,3.71234,15.6549,15.5294,3.91219,22.7862,16.4973,26.8653,2.32038,542.617,5.28552,103.517,102.582,1.57016,3.5148,1.90207,1.63404,0.04288,20.0594,0.110235,0.268759,0.149981,1.95296,3.20139,
53,60.4966,136.708,469.92,0.442526,6.64123,7.78925,2.346,20.7363,3.14733,34.9073,34.1062,3.75946,23.2746,8.87272,11.0243,2.28836,93.6567,2.24449,228.325,224.911,1.33279,2.91507,1.81776,1.62819,0.04288,15.545,0.110235,0.254727,0.149981,1.95296,3.20139,
54,56.4723,76.3147,46.8635,0.739992,7.70965,7.60202,1.77655,23.3427,2.95252,2.85601,2.72622,3.82137,23.5277,12.6938,11.7408,2.25348,14.8326,2.99483,25.6211,31.2758,0.869436,3.28791,1.90207,1.42972,0.04288,20.0439,0.110235,0.254727,0.151007,1.95296,3.20139,
55,56.4723,168.735,528.174,0.33468,6.77401,8.07921,1.55617,20.459,4.18517,50.094,49.373,4.15186,24.0628,8.86069,18.997,1.68582,3.38716,8.23477,248.029,249.891,1.2757,4.98675,3.16674,1.59017,0.0897759,12.6211,0.277335,0.254727,0.151007,1.95296,3.20139,
56,56.4723,108.199,302.379,0.521929,6.22829,4.01092,1.66284,20.1288,3.00577,22.3294,22.1508,4.08919,24.5931,10.094,4.60629,1.50346,1.57553,3.9759,145.873,145.042,0.471035,4.69408,1.48136,1.54172,0.0897759,9.38751,0.235964,0.175769,0.09499,2.87177,23.2733,
57,56.231,111.475,311.88,0.504425,7.29068,4.61721,1.40837,19.9901,4.11139,22.2021,22.0222,4.07801,25.7554,13.3899,5.02538,1.69962,1.8819,10.6453,142.903,142.494,0.386322,9.44721,1.48136,1.53219,0.0897759,9.52794,0.263737,0.175769,0.09499,3.08693,23.1175,
58,55.9196,109.059,324.817,0.512745,5.98867,8.00242,1.30787,20.1865,2.43769,21.4397,21.147,4.24588,24.3035,10.3121,34.0215,1.37222,1.12992,5.85689,136.596,135.444,0.926296,2.92077,1.48136,1.44209,0.051884,12.3808,0.216826,0.175769,0.09499,3.45965,23.5695,
59,55.0356,128.751,479.505,0.427459,5.46861,3.95674,0.827472,20.3972,1.51979,34.8052,33.9696,3.9942,23.8118,8.07172,9.20689,0.987214,0.282239,2.27332,233.725,228.61,0.33066,0.562269,1.48136,1.44209,0.00148329,20.0591,0.213313,0.0900699,0.0505303,3.24333,20.6394,
60,55.0356,306.719,775.205,0.179434,12.0649,5.99019,1.49941,22.5239,4.9992,116.018,114.444,4.14454,25.0342,21.8036,11.3196,2.07331,18.5332,12.8404,373.441,377.636,0.903282,6.62804,1.94148,1.44209,0.00148329,9.30975,0.213313,0.0900699,0.0505303,1.90871,17.6882,
61,55.0356,194.122,545.708,0.283511,11.3416,6.61251,1.61257,21.2236,4.2947,59.9626,59.2137,4.16809,25.6921,20.3933,13.8259,2.65037,9.03897,10.7996,265.355,265.567,1.04891,12.3622,1.93499,1.43168,0.00148329,12.2577,0.213313,0.108115,0.0495512,2.03174,0.997921,
62,55.0356,240.255,592.654,0.229072,9.54478,8.67505,1.24748,19.3371,2.77494,83.8375,83.4523,4.13377,27.2522,18.3195,26.7088,2.27118,3.55702,6.49051,278.834,277.964,0.896801,10.7751,1.94148,1.43168,0.00148329,8.95736,0.213313,0.108115,0.0495512,2.0904,23.6658,
63,53.7636,148.078,440.367,0.363076,6.96807,8.16732,0.951165,19.922,1.32109,41.0724,40.7453,4.09214,24.8387,14.5766,29.8161,1.9866,1.97313,2.9348,195.308,198.089,0.579446,5.27399,0.926909,1.43168,0.00148329,10.6309,0.153894,0.108115,0.0495512,3.45965,23.5523,
64,53.7636,156,438.202,0.344639,8.52025,8.98829,1.19119,19.6456,2.95463,41.8543,41.5613,4.03031,27.2541,16.2603,30.4057,2.20496,2.38942,10.5332,195.921,195.05,1.1936,12.5809,0.822954,1.43168,0.00148329,8.9277,0.153894,0.108115,0.0495512,1.10957,23.2729,
65,52.9712,144.996,433.403,0.365328,6.74089,3.48059,0.901395,19.8747,1.4846,41.6506,41.441,4.14494,25.2777,15.2455,11.0644,1.77353,2.16347,3.09223,200.291,199.864,1.26804,7.19254,0.822954,1.42841,0.00148329,9.2267,0.16946,0.108115,0.0495512,3.45965,23.6546,
66,52.9712,180.484,462.72,0.293495,10.5544,11.5192,1.41478,33.4945,5.01139,44.8781,44.5391,4.09576,24.9766,22.0732,33.6387,2.69493,77.6268,14.6505,193.105,192.094,0.856788,5.19417,0.822954,1.42841,0.0010886,9.83405,0.16946,0.220362,0.152145,1.2417,17.5619,
67,52.9712,233.756,715.523,0.226608,6.80567,6.67998,0.844566,19.9878,1.60306,85.3565,83.8205,4.24056,24.4178,15.4037,24.6509,1.48215,13.4927,5.14083,345.558,338.753,1.4254,3.50927,0.822954,1.42841,0.0010886,9.61931,0.167233,0.220362,0.152145,3.45965,23.1673,
68,52.9712,167.925,421.918,0.315446,9.50533,8.04636,1.40495,20.171,1.6012,48.3489,48.1025,4.50803,26.2365,20.7339,23.1593,2.58922,4.23288,2.91029,194.273,193.262,1.98025,11.286,0.822954,1.46394,0.0010886,9.44025,0.167233,0.220362,0.180616,3.40858,2.66324,
69,52.8242,124.915,481.203,0.422883,3.60195,3.49914,0.801499,20.3808,1.06693,34.3156,33.4576,4.00909,23.7819,8.98908,9.84664,0.995768,0.622687,2.16176,234.101,229.069,0.438629,2.5019,0.822954,1.42061,0.0010886,20.0702,0.157644,0.220362,0.180616,3.45965,19.7121,
70,52.6268,127.836,481.849,0.411674,4.61099,4.19547,0.729125,20.094,1.75309,34.0649,33.2763,4.1564,24.9558,11.5615,11.7335,0.841158,1.13829,5.75732,231.905,227.211,1.28577,8.29543,0.822954,1.42061,0.0010886,12.3283,0.166121,0.147193,0.125274,3.58542,20.5828,
71,52.1466,166.219,556.541,0.313723,4.85826,6.72429,1.02349,19.9972,1.17719,52.525,51.6685,3.91495,24.33,13.5976,27.3163,1.80835,1.46677,2.74679,260.641,258.228,0.788537,3.11727,0.836904,1.42061,0.0010886,11.3523,0.166121,0.147193,0.0848486,1.28531,23.6939,
72,52.1466,153.841,495.011,0.338965,4.19536,5.67319,1.23654,27.9809,0.742767,42.7332,41.9937,4.41143,24.8736,9.3277,18.4533,2.55444,55.5888,0.856757,235.752,230.719,2.07291,6.90806,0.836904,1.39852,0.0010886,11.9048,0.166121,0.147193,0.0848486,3.61786,22.0378,
73,52.1466,189.478,665.017,0.275212,3.9163,3.79641,0.832244,20.2157,0.811136,66.8832,65.4203,3.82993,23.773,10.9616,10.223,1.92186,7.72863,2.44611,325.528,318.871,0.610077,1.20147,0.808501,1.43885,0.0010886,15.2998,0.164755,0.147193,0.0848486,1.77936,20.2375,
74,52.1466,187.778,657.687,0.277704,3.85866,3.10568,0.948648,20.1493,1.11828,66.0991,64.6658,3.92958,23.903,10.8409,6.34788,2.06357,0.547572,2.98884,321.318,314.715,0.234252,0.254994,0.838503,1.43885,0.0260556,17.0061,0.167233,0.147193,0.0764145,3.47981,23.6666,
75,52.0385,169.275,521.839,0.30742,6.91008,10.0207,1.22983,20.1676,2.47637,49.7126,48.9783,4.02494,25.7542,18.3519,33.9009,2.64164,2.37523,9.19796,251.223,245.116,1.28681,8.82108,0.838503,1.43767,0.0489908,11.7738,0.173551,0.111956,0.0764145,1.06434,21.7839,
76,52.0385,70.5652,71.4792,0.737452,5.45565,6.718,0.818911,22.1525,2.83196,1.84447,1.64824,3.88586,25.2097,15.8405,23.7169,1.73709,10.7907,10.7964,38.7253,47.2806,0.748034,7.4869,0.838503,1.43767,0.0489908,13.6233,0.171039,0.111956,0.0764145,1.55107,23.7637,
77,52.0385,401.585,867.389,0.129583,11.0659,17.5499,1.69245,42.0823,8.21004,145.666,143.735,4.43026,27.153,23.2781,46.7267,2.59075,141.154,21.1032,429.805,423.662,2.35308,10.3966,0.679643,1.43767,0.073922,8.98885,0.159274,0.111956,0.0764145,0.746483,19.797,
78,51.6405,123.288,441.527,0.418861,5.59991,3.66776,0.732468,21.0227,3.25562,30.2894,29.7604,4.027,24.9327,17.183,15.6943,1.58931,22.3433,13.5361,232.812,234.172,1.16021,8.56122,0.737513,1.43767,0.0396758,9.84984,0.160571,0.111956,0.0764145,0.948894,15.1489,
79,51.6405,140.64,409.551,0.367183,4.59075,9.00092,0.899096,19.7993,2.42975,37.2319,36.8833,4.11987,25.6848,14.8907,32.9837,2.04482,2.25124,9.63443,178.929,178.032,1.50816,8.95801,0.737513,1.43832,0.0396758,12.0752,0.160571,0.111956,0.0764145,1.6819,23.7685,
80,51.6405,259.462,805.8,0.199029,5.97572,5.6925,0.87149,21.2172,1.34818,99.2545,96.9964,4.17961,23.9266,16.7937,15.5617,1.80232,6.86057,3.69527,397.688,387.372,1.62313,1.7699,0.737513,1.43832,0.0396758,13.8814,0.160571,0.111956,0.0998275,2.87485,20.7789,
81,51.5385,97.504,200.383,0.528578,4.39111,8.25859,0.794282,20.7459,2.39504,16.0128,15.8019,3.82035,25.2841,13.8633,30.0512,1.76697,5.21107,8.74704,111.684,102.263,0.557685,9.42477,0.720483,1.43832,0.0721068,13.6988,0.166625,0.221393,0.111054,1.42238,5.50489,
82,51.5385,176.77,475.688,0.291557,6.89557,3.51858,0.961238,20.4306,2.71559,56.2443,55.9373,3.94335,26.123,20.4724,11.1201,2.17533,6.10956,9.4579,219.59,225.29,0.389674,8.44604,0.720483,1.50867,0.0592662,8.92672,0.166625,0.225456,0.106517,3.83792,23.8085,
83,51.5385,147.285,499.36,0.349923,5.84851,9.42378,0.65842,26.0458,3.03578,37.2299,36.3585,3.98786,24.6966,18.086,30.2369,1.26693,31.726,9.9149,235.49,229.122,0.965081,6.57102,0.720483,1.49537,0.0348604,13.3992,0.166625,0.225456,0.106517,1.14093,19.3273,
84,51.5385,219.78,685.147,0.2345,5.01394,4.11574,0.788749,22.7797,2.96311,78.9922,77.4208,3.96863,23.7375,15.7172,10.7429,1.71721,13.3464,10.2027,332.36,328.661,0.580442,1.85126,0.701513,1.49537,0.0348604,13.7957,0.166625,0.338653,0.1043,2.43467,14.6074,
85,51.5385,199.817,579.413,0.257929,7.51299,7.29666,1.05201,20.5369,3.9926,64.8235,63.8241,4.06958,26.7081,20.1911,24.5975,2.19696,5.78594,11.4123,276.217,272.084,0.91172,10.6595,0.690624,1.49119,0.0348604,9.38635,0.161931,0.338653,0.1043,2.78838,22.2106,
86,51.5385,188.528,484.969,0.273372,8.13547,10.4343,1.55966,20.5549,4.24696,56.0293,55.6909,4.25258,27.6244,21.0304,30.1624,3.26029,8.09458,13.5908,218.53,217.492,1.62145,12.4877,0.701513,1.49119,0.0721068,9.79101,0.159453,0.338653,0.1043,1.19212,23.8085,
87,51.4837,75.0633,92.2556,0.685871,5.86339,4.18286,0.861125,21.5572,1.46375,5.73764,5.51901,4.02568,25.8526,17.976,15.0031,2.02734,8.73733,5.05166,53.2849,58.8281,1.02105,9.347,0.701513,1.49119,0.0578678,12.2786,0.161931,0.334445,0.1043,1.37899,23.8085,
88,51.4627,143.391,449.757,0.358897,3.59676,6.58471,0.525981,19.8761,1.47771,41.5108,41.1288,3.99367,24.6969,14.0244,24.4183,1.2286,2.08117,5.33906,205.935,204.072,0.960555,4.49169,0.701513,1.49119,0.0525292,10.0741,0.157416,0.327824,0.101827,1.96997,23.8122,
89,51.4112,144.428,477.377,0.355965,6.09794,8.89883,0.729328,26.013,3.33843,35.155,34.2341,4.01904,25.9419,18.4154,33.8915,1.71092,42.1488,13.6697,229.514,224.087,0.961375,10.675,0.690286,1.49119,0.0250532,12.3867,0.158286,0.327824,0.101827,2.40294,22.3549,
90,51.4112,225.423,556.886,0.228065,9.15905,9.05483,1.19469,22.4996,2.72623,75.3884,74.9141,4.12571,26.3601,22.674,27.5837,2.78563,15.9539,7.97993,248.161,255.15,1.39807,8.06823,0.708668,1.49537,0.00912867,10.0102,0.163888,0.327824,0.101827,2.43415,23.8156,
91,51.4037,143.887,476.714,0.357251,9.30499,5.53152,1.16741,26.1231,4.42198,33.8294,32.9117,4.07722,26.5192,23.4101,13.3431,2.89149,29.2386,13.2227,233.076,227.418,0.892537,11.7297,0.690411,1.49537,0.00912867,12.3052,0.163888,0.327824,0.101827,1.75798,23.7843,
92,51.4037,237.999,712.384,0.215983,5.73948,6.11599,0.737536,19.8476,1.80092,88.0023,86.4205,3.94228,25.3923,17.7697,19.2022,1.90655,6.51633,5.89806,337.824,340.069,0.745829,8.31569,0.690411,1.49643,0.00912867,10.9487,0.163843,0.327824,0.101827,1.24784,21.5008,
93,51.3547,104.086,323.567,0.493388,2.40781,8.16387,0.485185,19.96,2.29386,20.9108,20.5545,3.96525,25.3445,11.3127,32.0554,1.45256,1.50069,9.94983,150.176,151.238,0.833405,7.90656,0.686989,1.49409,0.00912867,12.0456,0.157103,0.320145,0.101827,1.26214,23.8236,
94,51.3547,95.5307,258.578,0.537573,4.96114,2.8805,0.625365,21.8399,1.07029,17.8251,17.5737,4.04555,24.7092,16.5987,8.00426,2.12416,9.24955,3.21192,119.628,119.586,1.08313,4.43141,0.68743,1.50378,0.00688954,9.79178,0.175442,0.320145,0.101827,1.91482,23.8236,
95,51.3547,102.228,306.309,0.502357,2.51846,5.40516,0.319911,19.8991,1.2683,21.6715,21.4055,4.12704,25.6126,9.53634,22.6288,0.905182,2.57464,4.17205,144.157,143.757,1.04704,8.8354,0.684725,1.49964,0.00912867,8.96822,0.239008,0.320145,0.101827,3.86259,23.8224,
96,51.3421,778.801,4571.18,0.0659245,4.82435,8.82985,0.710885,661.063,2.01751,35.2957,34.4507,3.99001,27.6197,16.199,34.077,2.42216,4447.59,8.49935,229.743,226.116,0.876765,20.4015,0.684725,1.50901,0.00434366,14.0837,0.239008,0.320145,0.105112,1.35853,23.8236,
97,51.3025,168.433,557.231,0.304588,5.12763,4.42018,0.63042,22.0722,1.05247,53.5949,52.7117,4.12443,24.6988,17.5881,12.7746,2.09556,632.715,2.87304,266.253,262.524,1.26224,5.84816,0.683271,1.50901,0.00434366,9.44451,0.167823,0.309053,0.102084,3.8589,23.8116,
98,51.3025,176.312,484.221,0.290976,6.62406,8.14059,0.796982,47.1695,1.6393,41.0905,40.7115,4.07459,26.0648,20.1817,29.9633,2.43962,194.026,4.42074,196.063,194.427,1.25496,10.2313,0.686423,1.51849,0.00434366,9.34835,0.271302,0.309053,0.102084,3.00675,17.1783,
99,51.3025,177.351,581.729,0.28927,4.93098,7.8358,0.450296,22.0207,2.84534,56.017,54.975,4.04594,24.2303,16.8621,29.9635,1.42718,28.3326,11.0654,266.426,263.256,0.78849,3.61169,0.686812,1.51807,0.00434366,12.7523,0.271302,0.309053,0.102084,2.84575,19.051,
100,51.2244,169.325,518.085,0.302522,8.09756,7.40327,0.995205,23.1067,2.33616,49.2286,48.3762,4.02365,25.7573,22.3094,21.9947,2.78855,17.1671,7.61742,241.994,238.217,1.19097,10.0866,0.685918,1.51105,0.00434366,12.3045,0.179174,0.309053,0.102084,0.857229,14.1252,
101,51.2244,208.745,1101.7,0.245392,2.25756,4.17452,0.289493,170.567,1.28513,1.16024,0.942398,4.04052,24.029,11.0615,18.5976,1.16897,1062.43,6.02237,42.6221,47.2793,0.84931,2.13471,0.683259,1.50302,0.00102444,20.2467,0.179174,0.309053,0.102084,3.88175,23.8209,
102,51.2115,75.1831,85.6313,0.681157,4.81211,9.83897,0.856809,21.6712,2.06617,2.48896,2.2754,4.05735,27.1161,15.6861,34.3164,2.50785,147.778,6.0053,8.52142,8.6919,0.930496,12.9159,0.683259,1.49904,0.00102444,12.3203,0.217986,0.309053,0.102084,2.42431,23.8269,
103,51.1901,99.8973,309.965,0.512427,3.5026,2.32601,0.472358,19.8845,2.10973,21.0368,20.7609,4.09582,25.7087,13.8286,8.64368,1.84114,2.57168,8.18069,142.829,144.436,0.930273,9.70851,0.683259,1.50179,0.0109271,9.42218,0.2621,0.302787,0.098082,3.88679,23.831,
104,51.1744,295.854,839.973,0.172972,5.79892,3.39658,0.827322,19.8827,2.00191,118.739,116.532,4.08113,24.594,17.463,6.69873,2.58112,1.82397,7.61567,408.119,412.469,1.13167,5.03867,0.683259,1.48208,0.00503531,9.4956,0.2621,0.302787,0.098082,1.98151,22.9948,
105,51.1377,118.591,471.324,0.431211,1.80227,1.94363,0.206276,20.3227,0.666503,33.3555,32.394,4.07926,23.8206,8.38459,3.16595,0.898436,0.634792,2.17665,245.77,240.551,1.07351,0.408059,0.682428,1.47224,0.0109271,20.2443,0.2621,0.309053,0.098082,3.89977,22.5449,
106,51.1377,93.9726,243.095,0.544177,2.48532,4.46528,0.345595,25.4539,1.53695,15.465,15.2483,4.2258,24.7465,11.0475,15.2353,1.38981,38.064,6.40732,103.445,103.451,1.51982,6.55765,0.682679,1.47224,0.000784504,11.2202,0.2621,0.314211,0.098082,3.88638,22.4967,
107,51.1377,188.623,536.97,0.271111,5.4169,9.05989,0.717994,36.5917,3.07799,52.0471,51.1693,3.75325,26.7884,15.2173,31.2263,2.14385,117.696,9.4556,244.69,240.158,0.865865,11.8826,0.680604,1.47224,0.000784504,11.7374,0.2621,0.306193,0.0978059,0.898746,22.4594,
108,51.1123,181.264,595.962,0.281978,5.97156,6.18926,0.789772,20.3486,1.28675,59.1279,58.0485,4.06299,25.4386,18.1239,17.72,2.70321,16.6009,4.03011,286.399,281.793,0.899099,8.84298,0.680604,1.47224,0.000784504,5.45135,0.327476,0.306193,0.0962053,1.91993,19.5865,
