Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
485,45.0224,93.7281,341.229,0.480351,4.44027,2.56109,0.232682,21.4704,1.67118,23.5213,14.7176,21.3738,3.73974,18.0355,10.6418,1.60209,150.479,11.4833,2.86615,5.68569,151.314,0.302759,1.8421,1.42183,0.000469006,0.00402201,0.167291,6.03379,13.9008,0.00153692,0.960544,
486,45.0224,71.7139,282.703,0.627806,3.40306,2.47684,0.183638,11.0421,0.662868,25.0325,14.2262,10.8229,3.86389,13.7359,8.8268,1.53204,133.18,5.94256,15.2708,2.80439,130.758,0.857654,1.8421,1.42183,0.000449022,0.00402201,0.167291,14.8284,13.8979,0.00153692,3.75159,
487,45.0224,78.4019,246.493,0.574251,5.83438,1.84217,0.242738,12.5408,1.75964,24.6987,15.2359,12.5034,3.74415,23.8165,2.64743,1.48205,107.648,11.5333,9.11374,8.37902,107.489,0.357728,1.8421,1.42183,0.000469006,0.00402201,0.167291,8.65271,13.8969,0.00153692,0.955381,
488,45.0224,123.977,552.767,0.363152,5.5086,4.02961,0.241995,17.1027,1.01224,60.1787,14.9337,17.0615,3.90757,22.6423,19.5722,1.4465,122.998,5.8882,446.435,7.55209,122.88,1.07841,1.84569,1.42183,0.000469006,0.00402201,0.167291,9.09664,7.3422,0.00153692,2.11313,
489,45.0224,75.6515,287.231,0.595129,3.96978,2.869,0.160692,12.4059,0.456926,24.9543,14.8188,12.1965,3.81959,15.3983,11.9681,1.16948,132.466,2.46306,38.2885,7.65015,130.04,0.915227,1.84569,1.42302,0.000469006,0.00402201,0.167291,12.8286,13.8987,0.00153692,0.597059,
490,45.0224,59.5043,124.041,0.756624,4.49602,2.83746,0.214654,4.27854,0.661503,23.8011,15.1636,4.27179,3.77957,18.4634,11.4182,1.59573,48.8704,4.23844,2.07804,10.4792,49.463,0.423228,1.84569,1.42302,0.000469006,0.00402201,0.167291,12.3042,13.9008,0.00153692,0.406279,
491,45.0224,79.6198,305.707,0.565467,4.48381,2.54338,0.178089,14.8394,0.425589,23.6244,14.9416,14.6315,3.95199,18.485,9.185,1.27535,140.467,2.16079,1.5882,8.52677,138.095,1.30439,1.84569,1.42302,0.000469006,0.00402201,0.16738,12.2705,13.9008,0.00153692,3.75612,
492,45.0224,141.155,568.638,0.318958,6.97078,5.09791,0.431244,24.9137,3.36626,56.5633,15.2675,24.6437,3.90026,26.4104,19.7011,2.15176,175.342,18.0776,377.36,7.16203,173.47,1.02788,1.84569,1.42217,0.000469006,0.00402201,0.16738,10.677,13.9008,0.00153692,0.369445,
493,45.0224,74.2278,235.138,0.606543,4.77479,3.61015,0.244544,10.4109,1.94296,24.1675,14.7566,10.3939,3.92649,20.5066,15.3075,1.68713,93.6081,12.5518,32.5056,6.98097,94.4565,1.11268,1.84569,1.42302,0.000469006,0.00402201,0.16738,9.46205,13.899,0.001386,3.74864,
494,45.0224,83.2259,305.164,0.540966,4.5808,2.226,0.265144,15.8873,1.79789,24.3051,14.5541,15.7642,3.84537,19.2243,6.90722,1.82991,137.344,13.672,8.3914,5.49969,136.381,0.69716,1.84604,1.42302,0.000469006,0.00402201,0.167408,6.3467,13.9008,0.001386,2.36795,
495,45.0146,101.624,417.452,0.442952,4.30248,2.12493,0.226942,25.4092,0.973982,25.7047,14.1463,24.9101,3.82532,17.2019,4.95655,1.68065,193.38,8.22789,22.4505,1.84393,189.738,0.561685,1.84604,1.42302,0.000451842,0.00402201,0.167408,23.8348,13.9008,0.00124039,1.88819,
496,45.0146,106.104,359.006,0.42425,6.32889,3.03285,0.334588,25.9862,1.22554,23.3968,16.0339,25.8996,3.86561,24.0896,12.4752,1.87218,156.99,8.21777,3.29497,11.9845,156.369,0.99876,1.84604,1.42302,0.000469006,0.00402201,0.167408,8.83143,13.9008,0.00124039,0.843203,
497,45.0146,104.556,433.049,0.430532,4.42185,3.23268,0.19833,22.4151,1.23454,32.9741,14.1868,21.9713,3.92087,18.2684,13.7086,1.44031,190.769,11.7894,112.557,3.02722,186.648,1.0626,1.84604,1.42302,0.000469006,0.00402493,0.167533,19.0237,13.8973,0.00124039,3.74589,
498,45.0146,67.3935,132.357,0.667937,6.34192,4.5914,0.374852,4.98919,2.40274,23.6297,16.1936,4.98548,3.88458,24.2367,20.3838,2.05664,41.2986,15.9537,9.50095,14.2296,42.3032,1.05034,1.84604,1.42302,0.000469006,0.00402493,0.167125,12.2969,8.24076,0.00124039,0.595353,
499,45.0146,83.4152,336.191,0.539645,3.62404,3.03955,0.137686,17.3348,0.285841,23.6764,14.3577,17.0962,3.86299,15.6125,13.9539,1.16612,153.192,2.36842,1.49252,4.46165,151.38,0.90453,1.84587,1.42469,0.000469006,0.00402493,0.167506,10.1475,13.901,0.00124039,3.75167,
500,45.0146,93.7851,302.927,0.479976,5.98019,3.44715,0.289048,19.6083,1.27731,23.4255,16.2949,19.559,3.90364,23.7265,13.6496,1.61779,130.519,7.74572,2.31531,13.2507,130.218,1.10719,1.84268,1.42221,0.000454725,0.00402493,0.166629,8.95063,13.8985,0.00124039,0.752008,
501,45.0146,85.9919,327.971,0.523475,3.88522,3.75678,0.0719719,16.5186,0.692781,26.8876,14.0344,16.2404,3.9041,15.3238,16.6422,0.707443,148.582,3.72434,37.4719,2.90107,145.698,1.27382,1.84343,1.42737,0.000454725,0.00402493,0.167506,18.2247,6.29009,0.00114979,1.23009,
502,45.0146,106.09,354.959,0.424305,5.78501,3.59189,0.299993,25.3286,2.24342,24.1487,15.65,25.2474,3.79522,22.5318,14.5174,1.67737,153.209,13.9422,8.96784,9.73215,153.166,0.490353,1.84343,1.42737,0.000454725,0.00402493,0.167506,8.7297,13.901,0.00114979,1.59535,
503,45.0146,79.8397,264.725,0.563812,6.20537,3.63595,0.252943,11.5839,1.12979,26.8296,14.8187,11.472,3.91146,23.6367,13.2211,1.49556,119.068,5.70727,21.6137,5.15102,118.524,0.83345,1.84343,1.42737,0.000454725,0.00402493,0.167506,1.39415,13.901,0.00114979,3.75565,
504,45.0146,87.0679,272.404,0.517006,6.64186,3.6522,0.269216,15.7589,1.1556,25.2231,14.9308,15.7107,3.72552,26.1131,16.0321,1.6643,112.412,7.67822,10.9137,5.98505,112.142,0.40572,1.84343,1.42737,0.000454725,0.00402493,0.166864,9.80049,13.901,0.00114979,0.400892,
505,45.0146,70.525,278.597,0.638279,3.73751,2.06518,0.130217,10.9853,0.251602,24.5947,14.2078,10.78,3.77265,16.5113,5.6212,1.21095,132.608,1.06646,9.95909,2.82504,130.123,0.330931,1.84343,1.42737,0.000464516,0.00402493,0.167506,13.9179,13.8898,0.00114979,0.776489,
506,45.0146,107.436,376.997,0.418992,6.06466,4.2831,0.312048,26.3745,1.56197,23.4991,15.2443,26.245,3.85083,25.5193,20.8936,1.96885,159.264,11.5201,2.39023,8.17625,159.276,0.745438,1.84343,1.40303,0.000464516,0.00402493,0.167506,9.75533,13.901,0.00114979,0.92204,
507,45.0146,108.012,422.782,0.416754,6.09952,3.2535,0.352471,26.9947,1.55561,24.6702,14.8399,26.4866,3.75996,22.957,11.7331,2.01145,198.121,9.06131,10.0076,7.57684,193.983,0.2337,1.84343,1.42737,0.000464516,0.00402493,0.167456,13.2862,13.901,0.00114979,1.56264,
508,45.0146,89.6533,292.288,0.502096,5.54229,4.94252,0.276043,13.952,1.92438,30.2669,14.8558,13.8867,4.00666,22.6905,24.4357,1.65391,114.918,11.5275,68.0597,6.2916,114.554,1.45178,1.83995,1.42737,0.000464516,0.00402493,0.167506,9.59967,13.8933,0.00114979,3.75121,
509,45.009,58.254,124.593,0.772634,3.77686,3.55475,0.161389,0.546507,0.341434,30.879,14.6372,0.540576,3.81626,16.7839,18.8226,1.40407,5.26399,2.47791,86.6098,6.90535,14.2963,0.766741,1.83703,1.42737,0.000464516,0.00402493,0.167137,14.113,13.901,0.00114979,1.13581,
510,45.009,95.4218,326.556,0.471685,6.90344,3.61712,0.224975,20.008,1.37148,23.7947,15.828,19.9257,3.74828,27.3846,13.3858,1.38839,139.669,7.95877,8.2869,10.973,140.468,0.192166,1.83703,1.42737,0.000464516,0.00402493,0.167043,9.0713,13.901,0.000781667,2.30628,
511,45.009,92.0287,345.629,0.489076,4.88903,4.41037,0.196915,19.3634,1.31488,23.6227,15.324,19.0919,3.81553,18.8624,21.5187,1.16658,158.64,7.22767,1.6966,9.89162,156.015,0.689832,1.83703,1.42737,0.000464516,0.00402493,0.167215,8.24462,13.901,0.000781667,0.8997,
512,45.009,65.5316,191.867,0.686829,4.41724,3.42365,0.185037,6.96549,0.792985,23.9906,15.0755,6.92538,3.75575,18.0157,15.3775,1.44925,82.2847,5.82747,3.9285,8.6306,81.7585,0.174423,1.83703,1.42737,0.000464089,0.00402493,0.167215,10.5143,13.888,0.000781667,2.27948,
513,45.009,115.975,360.158,0.388093,7.39801,3.31229,0.422672,29.6166,2.19081,23.3771,16.1359,29.5686,3.95269,27.4967,14.8395,2.21563,152.572,14.0793,2.56376,11.6041,156.24,0.930498,1.83703,1.42737,0.000464516,0.00418621,0.167215,8.76496,13.9034,0.000781667,3.75565,
514,45.009,76.3097,268.952,0.589821,3.97974,1.50794,0.139024,13.6731,1.19549,23.6517,14.7119,13.6371,3.81371,18.5549,1.90201,1.22492,118.576,9.14099,1.72316,6.97345,118.299,0.524468,1.83127,1.42737,0.000464516,0.00418621,0.167215,8.60665,13.9034,0.000781667,3.33712,
515,45.009,85.7062,305.999,0.525155,5.57964,2.7953,0.288927,15.6633,1.50804,25.4401,14.9728,15.589,3.8691,22.4713,9.56379,1.9088,133.902,10.6712,18.76,6.79176,133.187,0.788324,1.83127,1.42737,0.000458844,0.00418621,0.167215,6.80908,13.9034,0.000645939,2.00666,
516,45.009,83.9184,340.598,0.536343,3.3343,2.95876,0.191041,17.4996,0.830624,23.7008,14.317,17.2436,3.8427,14.1478,14.0634,1.63124,154.853,7.96959,2.167,3.88714,152.4,0.589735,1.83127,1.42737,0.000464516,0.00418621,0.167215,10.8907,13.8856,0.000645939,3.76031,
517,45.009,88.5581,282.13,0.508243,5.59257,2.93193,0.256806,17.3856,1.37415,23.8619,15.9208,17.3426,3.89169,22.1776,11.3474,1.58241,123.479,7.643,4.85627,11.6132,123.176,1.14841,1.83127,1.40783,0.000464516,0.00418621,0.167215,9.74303,13.9014,0.000645939,0.406605,
518,45.009,64.5799,150.396,0.696952,4.88581,2.93797,0.298543,5.64379,1.44198,24.2396,15.7364,5.63549,3.76027,19.6747,10.7837,1.88077,65.4761,10.0787,7.84527,11.7342,65.0235,0.274483,1.83127,1.43342,0.000464516,0.00418621,0.167215,10.5571,13.8983,0.000645939,1.66834,
519,45.009,87.0598,344.014,0.51699,4.76925,2.06044,0.149837,17.9771,1.39657,24.6068,14.5708,17.6969,3.83204,20.6277,5.32575,1.20055,157.258,10.8584,10.3164,5.60385,154.35,0.652341,1.82788,1.4297,0.000464516,0.00418621,0.167215,9.42593,13.9053,0.000645939,2.27856,
520,45.009,113.341,410.684,0.397112,6.21513,3.48347,0.391619,29.2382,1.8475,23.4361,15.7702,28.9664,3.99235,23.7651,14.3393,2.11172,184.021,13.382,2.56599,10.9844,182.924,1.43478,1.82788,1.43342,0.000464516,0.00418621,0.167215,7.39525,13.8878,0.000645939,2.16249,
521,45.009,91.2146,288.909,0.493441,7.66717,2.88185,0.405966,17.3702,1.34551,23.6716,16.6759,17.3253,3.87115,28.3673,9.83907,2.15049,124.122,8.14621,3.74594,14.149,124.345,0.858381,1.82788,1.43342,0.000464516,0.00418621,0.167053,9.52137,13.9053,0.000645939,3.18439,
522,45.009,63.1537,194.09,0.71269,3.88632,2.76103,0.157488,6.65647,0.481558,24.3273,14.4403,6.62402,3.81929,18.0116,12.9382,1.43395,80.9669,3.72225,7.1516,5.06636,81.2176,0.467823,1.82788,1.43342,0.000464516,0.00418621,0.167053,9.26367,13.9053,0.000645939,3.76031,
523,45.0079,82.0348,303.38,0.548644,5.48982,3.02788,0.178295,14.5482,0.77582,25.1543,14.7637,14.308,3.78868,22.2039,10.6115,1.09042,139.893,4.05594,12.3581,5.83759,136.638,0.438416,1.82788,1.43342,0.000469006,0.00418621,0.167053,12.6623,13.8705,0.000645939,0.871212,
524,45.0079,75.9529,214.423,0.592576,5.52883,4.11087,0.251422,10.7699,1.06831,23.7417,15.8425,10.7557,3.88364,20.8043,16.9063,1.51495,89.8,5.68096,3.31232,11.801,89.785,0.745599,1.82788,1.42537,0.000469006,0.00408414,0.167053,10.4512,13.9053,0.000645939,3.75677,
525,45.0079,79.9667,291.576,0.562833,6.08207,3.73505,0.332583,12.235,1.78278,24.5986,15.3703,12.0295,3.8007,23.5759,16.3789,1.87,132.782,9.84581,7.11589,8.99491,130.395,0.735245,1.82788,1.43267,0.000469006,0.00408414,0.167053,12.0628,13.8943,0.000645939,0.904716,
526,45.0034,74.254,227.723,0.606074,4.26938,1.89986,0.28484,11.4451,1.29697,24.5374,15.2762,11.4237,3.82057,18.2882,3.75115,1.77995,99.5171,8.55119,7.69041,8.66688,99.2891,0.670846,1.8234,1.43342,0.000469006,0.00395041,0.167053,9.4277,13.8997,0.000645939,0.804228,
527,45.0034,120.609,407.048,0.373134,5.92797,3.15569,0.294552,33.4556,1.48651,23.3582,15.7291,33.3588,3.84287,23.1953,10.6451,1.62677,179.84,8.46549,2.90066,9.83211,180.983,1.055,1.8234,1.43342,0.000463269,0.00395041,0.167053,8.37573,13.9013,0.000645939,0.937397,
528,45.0034,82.678,276.912,0.544321,6.09411,3.56639,0.209478,13.6307,1.02831,25.6658,15.0666,13.5672,3.84947,25.6504,15.9168,1.34235,116.376,7.13199,20.744,7.28653,117.623,0.761968,1.8234,1.43342,0.000463269,0.00395041,0.167053,9.56879,13.8775,0.000645939,2.52842,
529,45.0034,92.0512,404.51,0.488895,3.42291,1.94948,0.125294,22.1846,0.96779,23.8919,14.0034,21.6635,3.84233,13.7864,4.9632,1.10041,190.944,7.90746,1.80994,1.29483,186.543,0.613767,1.82266,1.43123,0.000459723,0.00395041,0.167053,23.844,13.9053,0.000645939,3.76031,
530,45.0034,68.1897,199.266,0.659974,3.57258,1.76938,0.0779095,10.1869,0.402652,23.7653,14.4044,10.1747,3.83577,14.8264,2.9695,0.643105,87.544,2.21257,1.08137,5.80165,88.2171,0.517948,1.82111,1.43123,0.000463269,0.00395041,0.167053,10.6663,13.9053,0.000645939,3.76031,
531,45.0034,75.2575,240.142,0.597992,3.97896,3.27227,0.28989,12.3382,0.495851,24.2941,14.4872,12.2932,3.80777,15.6722,14.4773,2.06028,103.122,3.81229,6.38996,4.57803,102.75,0.485736,1.82266,1.43123,0.000463269,0.00395041,0.167053,11.0165,13.9053,0.000645939,1.06251,
532,45.0034,107.163,395.358,0.419952,5.70079,2.69194,0.269742,27.5768,0.927417,24.0052,14.857,27.3296,3.80465,23.3914,9.25218,1.6442,179.058,5.57503,5.48166,6.59058,177.019,0.871964,1.82266,1.43123,0.000463269,0.00395041,0.167053,8.72981,13.8896,0.000645939,0.913262,
533,45.0034,93.186,342.865,0.482942,4.45031,3.8965,0.26729,19.8689,2.35678,24.3263,14.588,19.5911,3.84085,17.4477,18.7848,1.65331,154.105,15.2161,6.81619,4.95438,151.194,0.644741,1.82266,1.43123,0.000463269,0.00395041,0.167053,14.4643,13.9053,0.000645939,2.47519,
534,45.0003,108.249,396.771,0.415711,6.73975,4.50233,0.367096,24.703,3.54384,24.2511,15.804,24.4119,3.92593,25.2602,18.8787,1.87106,176.132,19.2512,7.28257,10.839,174.127,0.952979,1.82266,1.43123,0.000463269,0.00395041,0.167881,9.29663,13.8997,0.000645939,2.08787,
535,45.0003,97.909,367.853,0.459614,4.84445,3.20542,0.323058,22.4356,2.09594,23.5376,15.4507,22.2043,3.81186,18.6037,13.87,1.98069,164.362,14.6324,2.03648,10.1489,162.214,0.658826,1.82189,1.43073,0.000463269,0.00395041,0.167881,9.55919,13.9053,0.000645939,0.886346,
536,45.0003,131.234,458.188,0.3429,8.37385,3.60979,0.545934,37.0787,1.70043,24.1436,15.3001,36.6731,3.80888,29.4766,14.0348,2.54734,212.49,9.0308,7.90698,8.19629,207.691,0.686398,1.82266,1.43123,0.000463269,0.00395041,0.167881,11.493,13.9053,0.000645939,1.07122,
537,45.0003,75.4164,261.399,0.596691,2.94588,1.87995,0.0862965,13.6649,0.905489,23.6563,14.7573,13.6322,3.88806,12.461,4.49977,0.851159,117.435,7.46576,1.73458,7.24015,119.39,0.963403,1.82091,1.43123,0.000463269,0.00395041,0.167817,9.05742,13.8962,0.000645939,3.76592,
538,44.9778,92.5489,354.2,0.48599,3.93506,2.57599,0.131687,21.605,0.714479,23.9375,14.413,21.3478,3.88825,17.0416,8.42361,0.924609,164.039,3.94476,2.68803,5.08307,162.436,0.78289,1.80517,1.43123,0.000458982,0.00395041,0.167881,9.31066,13.9053,0.000623075,3.76592,
539,44.9778,101.372,368.657,0.443689,5.63271,2.84991,0.287865,23.8194,0.839726,25.656,14.8688,23.5696,3.84817,22.6528,9.20594,1.79088,171.443,5.9864,19.5806,6.39686,169.257,0.79655,1.80517,1.43123,0.000458982,0.00395041,0.167881,9.40896,13.9084,0.000623075,0.980773,
540,44.9778,76.856,294.76,0.585221,3.98272,3.15976,0.256485,13.5408,0.545255,23.8087,14.473,13.293,3.79641,16.2488,13.6175,1.80694,136.747,4.27536,2.04044,6.96642,134.193,0.686347,1.80517,1.43123,0.000458982,0.00383803,0.167881,13.5466,5.53011,0.000623075,1.14979,
541,44.9778,88.9143,331.151,0.505855,4.51803,3.60547,0.190408,18.8523,0.999148,23.6439,14.5776,18.6419,3.88563,18.9027,16.0269,1.37103,147.665,7.22729,1.46853,5.36968,144.966,1.03738,1.80517,1.43342,0.000458982,0.00383803,0.167881,11.3414,13.9026,0.000623075,2.55153,
542,44.9778,79.4221,299.569,0.566313,5.38263,4.62338,0.230784,11.9299,0.945011,25.4447,15.2752,11.6937,3.89673,21.4185,19.8325,1.42944,136.332,4.86648,21.521,10.0231,133.442,0.948322,1.80517,1.43205,0.000458982,0.00383803,0.167881,13.0662,13.9124,0.000623075,1.77804,
543,44.9778,71.3196,194.355,0.630651,6.54092,3.11158,0.333757,7.28839,0.79726,26.5744,15.5337,7.26355,3.87609,25.4226,14.5669,1.91413,83.1701,4.7113,24.8344,9.97998,82.7807,1.04316,1.80517,1.43205,0.000458982,0.00383803,0.167881,9.4449,13.9126,0.000623075,1.79198,
544,44.9778,90.2475,337.975,0.498382,5.89903,2.53329,0.340774,18.3882,1.63818,24.5404,14.9685,18.0897,3.8494,23.5576,8.52309,1.96056,159.683,9.12712,8.57559,8.39583,157.334,1.14789,1.80517,1.43205,0.000458982,0.00383803,0.167881,1.20987,2.586,0.000623075,0.834395,
545,44.9778,78.9263,291.905,0.569871,3.60603,2.27361,0.159029,14.7676,1.32786,23.6294,14.5923,14.698,3.87247,15.4475,7.35461,1.35905,127.49,10.0314,2.12319,6.09857,126.67,0.80471,1.80517,1.43205,0.000458982,0.00383803,0.167983,4.56619,13.9126,0.000623075,3.7689,
546,44.9778,50.1064,44.889,0.897645,3.62888,2.07933,0.097448,0.274195,0.408531,24.779,14.7572,0.271102,3.81077,15.4616,5.91141,0.867367,11.5977,2.24573,12.3767,8.12364,14.6094,0.347647,1.80517,1.43205,0.000458982,0.00383803,0.167983,12.3853,13.9101,0.000623075,3.76713,
547,44.9778,76.5886,280.727,0.587265,4.90966,3.28899,0.282012,11.4215,2.16782,24.2358,15.3808,11.1789,3.72303,19.5487,17.1437,1.73618,133.359,15.3974,6.5592,10.4777,130.882,0.357708,1.80517,1.43205,0.000458982,0.00383803,0.167883,12.3943,13.9092,0.000623075,0.935114,
548,44.9778,104.648,361.522,0.4298,8.07455,5.54096,0.244414,23.692,0.989119,23.5092,15.1545,23.5805,3.86295,44.5951,25.3869,1.65007,146.085,5.43278,2.20264,7.47391,145.939,0.840679,1.79962,1.43205,0.000458982,0.00383803,0.167883,9.16921,13.8747,0.000623075,2.14704,
549,44.9778,61.983,176.213,0.725647,3.62624,3.24775,0.115884,0.516007,1.2999,34.2132,14.6339,0.512942,3.8172,16.0959,15.6912,1.00236,4.47549,11.8399,127.845,7.24481,23.4192,0.602833,1.80425,1.43489,0.000458982,0.00383803,0.167883,13.0665,13.9114,0.000623075,2.28521,
550,44.9778,93.6062,398.295,0.4805,4.31899,2.04317,0.197423,22.1549,0.970783,23.7477,14.6705,21.6754,3.82732,17.4984,4.49773,1.39635,190.2,7.20893,10.5342,7.86986,187.344,0.80669,1.80425,1.43489,0.000458982,0.00383803,0.167883,12.3099,13.9114,0.000623075,1.23121,
551,44.9778,84.0579,316.31,0.535081,4.69432,3.41115,0.159946,12.84,1.0939,31.1614,14.2201,12.5785,3.89867,20.2218,17.9147,1.21518,135.59,8.2861,80.7105,2.27712,132.885,0.962665,1.80425,1.43017,0.000458982,0.00383803,0.167883,23.8429,13.9114,0.000623075,3.76943,
552,44.9778,103.137,352.511,0.436099,5.69878,2.58167,0.150585,25.5616,0.801,23.4728,15.5186,25.499,3.85267,23.4465,9.66861,0.90277,154.958,3.89665,7.99685,9.84054,155.311,0.549271,1.80517,1.43489,0.000458982,0.00383803,0.167883,8.75175,13.9114,0.000623075,3.76943,
